"township","age_group","age","count"
"Chaplin","5","Ages 65 and older","94"
"Cheshire","1","Under 1 year old","31"
"Cheshire","2","Ages 1-4","206"
"Cheshire","3","Ages 5-17","726"
"Cheshire","4","Ages 18-64","2231"
"Cheshire","5","Ages 65 and older","926"
"Chester","1","Under 1 year old","9"
"Chester","2","Ages 1-4","43"
"Chester","3","Ages 5-17","120"
"Chester","4","Ages 18-64","454"
"Chester","5","Ages 65 and older","214"
"Clinton","1","Under 1 year old","48"
"Clinton","2","Ages 1-4","166"
"Clinton","3","Ages 5-17","698"
"Clinton","4","Ages 18-64","1978"
"Clinton","5","Ages 65 and older","534"
"Colchester","1","Under 1 year old","34"
"Colchester","2","Ages 1-4","245"
"Colchester","3","Ages 5-17","770"
"Colchester","4","Ages 18-64","2177"
"Colchester","5","Ages 65 and older","686"
"Colebrook","1","Under 1 year old","0"
"Colebrook","2","Ages 1-4","10"
"Colebrook","3","Ages 5-17","69"
"Colebrook","4","Ages 18-64","167"
"Colebrook","5","Ages 65 and older","27"
"Columbia","1","Under 1 year old","13"
"Columbia","2","Ages 1-4","62"
"Columbia","3","Ages 5-17","219"
"Columbia","4","Ages 18-64","591"
"Columbia","5","Ages 65 and older","176"
"Cornwall","1","Under 1 year old","7"
"Cornwall","2","Ages 1-4","24"
"Cornwall","3","Ages 5-17","79"
"Cornwall","4","Ages 18-64","215"
"Cornwall","5","Ages 65 and older","75"
"Coventry","1","Under 1 year old","27"
"Coventry","2","Ages 1-4","135"
"Coventry","3","Ages 5-17","574"
"Coventry","4","Ages 18-64","1545"
"Coventry","5","Ages 65 and older","362"
"Cromwell","1","Under 1 year old","26"
"Cromwell","2","Ages 1-4","186"
"Cromwell","3","Ages 5-17","616"
"Cromwell","4","Ages 18-64","1800"
"Cromwell","5","Ages 65 and older","734"
"Danbury","1","Under 1 year old","743"
"Danbury","2","Ages 1-4","3039"
"Danbury","3","Ages 5-17","8616"
"Danbury","4","Ages 18-64","15066"
"Danbury","5","Ages 65 and older","3595"
"Darien","1","Under 1 year old","7"
"Darien","2","Ages 1-4","48"
"Darien","3","Ages 5-17","357"
"Darien","4","Ages 18-64","954"
"Darien","5","Ages 65 and older","184"
"Deep River","1","Under 1 year old","11"
"Deep River","2","Ages 1-4","35"
"Deep River","3","Ages 5-17","227"
"Deep River","4","Ages 18-64","625"
"Deep River","5","Ages 65 and older","230"
"Derby","1","Under 1 year old","112"
"Derby","2","Ages 1-4","460"
"Derby","3","Ages 5-17","1354"
"Derby","4","Ages 18-64","3421"
"Derby","5","Ages 65 and older","715"
"Durham","1","Under 1 year old","5"
"Durham","2","Ages 1-4","51"
"Durham","3","Ages 5-17","174"
"Durham","4","Ages 18-64","588"
"Durham","5","Ages 65 and older","201"
"East Granby","1","Under 1 year old","13"
"East Granby","2","Ages 1-4","62"
"East Granby","3","Ages 5-17","210"
"East Granby","4","Ages 18-64","523"
"East Granby","5","Ages 65 and older","168"
"East Haddam","1","Under 1 year old","17"
"East Haddam","2","Ages 1-4","103"
"East Haddam","3","Ages 5-17","337"
"East Haddam","4","Ages 18-64","940"
"East Haddam","5","Ages 65 and older","300"
"East Hampton","1","Under 1 year old","26"
"East Hampton","2","Ages 1-4","129"
"East Hampton","3","Ages 5-17","508"
"East Hampton","4","Ages 18-64","1455"
"East Hampton","5","Ages 65 and older","444"
"East Hartford","1","Under 1 year old","503"
"East Hartford","2","Ages 1-4","2349"
"East Hartford","3","Ages 5-17","7065"
"East Hartford","4","Ages 18-64","16114"
"East Hartford","5","Ages 65 and older","3450"
"East Haven","1","Under 1 year old","191"
"East Haven","2","Ages 1-4","701"
"East Haven","3","Ages 5-17","2226"
"East Haven","4","Ages 18-64","6351"
"East Haven","5","Ages 65 and older","1973"
"East Lyme","1","Under 1 year old","33"
"East Lyme","2","Ages 1-4","172"
"East Lyme","3","Ages 5-17","694"
"East Lyme","4","Ages 18-64","2047"
"East Lyme","5","Ages 65 and older","747"
"East Windsor","1","Under 1 year old","53"
"East Windsor","2","Ages 1-4","246"
"East Windsor","3","Ages 5-17","781"
"East Windsor","4","Ages 18-64","2165"
"East Windsor","5","Ages 65 and older","674"
"Eastford","1","Under 1 year old","0"
"Eastford","2","Ages 1-4","19"
"Eastford","3","Ages 5-17","66"
"Eastford","4","Ages 18-64","198"
"Eastford","5","Ages 65 and older","58"
"Easton","1","Under 1 year old","10"
"Easton","2","Ages 1-4","37"
"Easton","3","Ages 5-17","183"
"Easton","4","Ages 18-64","548"
"Easton","5","Ages 65 and older","139"
"Ellington","1","Under 1 year old","45"
"Ellington","2","Ages 1-4","186"
"Ellington","3","Ages 5-17","542"
"Ellington","4","Ages 18-64","1537"
"Ellington","5","Ages 65 and older","427"
"Enfield","1","Under 1 year old","191"
"Enfield","2","Ages 1-4","855"
"Enfield","3","Ages 5-17","2880"
"Enfield","4","Ages 18-64","6933"
"Enfield","5","Ages 65 and older","1760"
"Essex","1","Under 1 year old","11"
"Essex","2","Ages 1-4","45"
"Essex","3","Ages 5-17","169"
"Essex","4","Ages 18-64","641"
"Essex","5","Ages 65 and older","220"
"Fairfield","1","Under 1 year old","76"
"Fairfield","2","Ages 1-4","410"
"Fairfield","3","Ages 5-17","1803"
"Fairfield","4","Ages 18-64","4969"
"Fairfield","5","Ages 65 and older","1688"
"Farmington","1","Under 1 year old","41"
"Farmington","2","Ages 1-4","186"
"Farmington","3","Ages 5-17","824"
"Farmington","4","Ages 18-64","2590"
"Farmington","5","Ages 65 and older","1082"
"Franklin","1","Under 1 year old","6"
"Franklin","2","Ages 1-4","28"
"Franklin","3","Ages 5-17","81"
"Franklin","4","Ages 18-64","221"
"Franklin","5","Ages 65 and older","91"
"Glastonbury","1","Under 1 year old","47"
"Glastonbury","2","Ages 1-4","236"
"Glastonbury","3","Ages 5-17","966"
"Glastonbury","4","Ages 18-64","2824"
"Glastonbury","5","Ages 65 and older","1150"
"Goshen","1","Under 1 year old","11"
"Goshen","2","Ages 1-4","26"
"Goshen","3","Ages 5-17","118"
"Goshen","4","Ages 18-64","316"
"Goshen","5","Ages 65 and older","104"
"Granby","1","Under 1 year old","21"
"Granby","2","Ages 1-4","94"
"Granby","3","Ages 5-17","296"
"Granby","4","Ages 18-64","954"
"Granby","5","Ages 65 and older","313"
"Greenwich","1","Under 1 year old","113"
"Greenwich","2","Ages 1-4","432"
"Greenwich","3","Ages 5-17","1960"
"Greenwich","4","Ages 18-64","4960"
"Greenwich","5","Ages 65 and older","1495"
"Griswold","1","Under 1 year old","82"
"Griswold","2","Ages 1-4","308"
"Griswold","3","Ages 5-17","1076"
"Griswold","4","Ages 18-64","2778"
"Griswold","5","Ages 65 and older","531"
"Groton","1","Under 1 year old","187"
"Groton","2","Ages 1-4","745"
"Groton","3","Ages 5-17","2302"
"Groton","4","Ages 18-64","5930"
"Groton","5","Ages 65 and older","1437"
"Guilford","1","Under 1 year old","32"
"Guilford","2","Ages 1-4","120"
"Guilford","3","Ages 5-17","539"
"Guilford","4","Ages 18-64","1858"
"Guilford","5","Ages 65 and older","722"
"Haddam","1","Under 1 year old","18"
"Haddam","2","Ages 1-4","85"
"Haddam","3","Ages 5-17","315"
"Haddam","4","Ages 18-64","806"
"Haddam","5","Ages 65 and older","215"
"Hamden","1","Under 1 year old","351"
"Hamden","2","Ages 1-4","1317"
"Hamden","3","Ages 5-17","4052"
"Hamden","4","Ages 18-64","10991"
"Hamden","5","Ages 65 and older","3242"
"Hampton","1","Under 1 year old","6"
"Hampton","2","Ages 1-4","37"
"Hampton","3","Ages 5-17","113"
"Hampton","4","Ages 18-64","374"
"Hampton","5","Ages 65 and older","83"
"Hartford","1","Under 1 year old","1706"
"Hartford","2","Ages 1-4","7238"
"Hartford","3","Ages 5-17","22122"
"Hartford","4","Ages 18-64","55119"
"Hartford","5","Ages 65 and older","9986"
"Hartland","1","Under 1 year old","0"
"Hartland","2","Ages 1-4","13"
"Hartland","3","Ages 5-17","89"
"Hartland","4","Ages 18-64","194"
"Hartland","5","Ages 65 and older","54"
"Harwinton","1","Under 1 year old","8"
"Harwinton","2","Ages 1-4","55"
"Harwinton","3","Ages 5-17","233"
"Harwinton","4","Ages 18-64","507"
"Harwinton","5","Ages 65 and older","180"
"Hebron","1","Under 1 year old","14"
"Hebron","2","Ages 1-4","88"
"Hebron","3","Ages 5-17","276"
"Hebron","4","Ages 18-64","838"
"Hebron","5","Ages 65 and older","210"
"Kent","1","Under 1 year old","0"
"Kent","2","Ages 1-4","32"
"Kent","3","Ages 5-17","138"
"Kent","4","Ages 18-64","375"
"Kent","5","Ages 65 and older","141"
"Killingly","1","Under 1 year old","131"
"Killingly","2","Ages 1-4","528"
"Killingly","3","Ages 5-17","1707"
"Killingly","4","Ages 18-64","4394"
"Killingly","5","Ages 65 and older","1309"
"Killingworth","1","Under 1 year old","0"
"Killingworth","2","Ages 1-4","35"
"Killingworth","3","Ages 5-17","126"
"Killingworth","4","Ages 18-64","477"
"Killingworth","5","Ages 65 and older","225"
"Lebanon","1","Under 1 year old","28"
"Lebanon","2","Ages 1-4","99"
"Lebanon","3","Ages 5-17","388"
"Lebanon","4","Ages 18-64","1599"
"Lebanon","5","Ages 65 and older","226"
"Ledyard","1","Under 1 year old","67"
"Ledyard","2","Ages 1-4","242"
"Ledyard","3","Ages 5-17","845"
"Ledyard","4","Ages 18-64","2106"
"Ledyard","5","Ages 65 and older","318"
"Lisbon","1","Under 1 year old","13"
"Lisbon","2","Ages 1-4","70"
"Lisbon","3","Ages 5-17","240"
"Lisbon","4","Ages 18-64","647"
"Lisbon","5","Ages 65 and older","147"
"Litchfield","1","Under 1 year old","11"
"Litchfield","2","Ages 1-4","98"
"Litchfield","3","Ages 5-17","347"
"Litchfield","4","Ages 18-64","989"
"Litchfield","5","Ages 65 and older","408"
"Lyme","1","Under 1 year old","0"
"Lyme","2","Ages 1-4","12"
"Lyme","3","Ages 5-17","69"
"Lyme","4","Ages 18-64","228"
"Lyme","5","Ages 65 and older","54"
"Madison","1","Under 1 year old","17"
"Madison","2","Ages 1-4","77"
"Madison","3","Ages 5-17","326"
"Madison","4","Ages 18-64","1317"
"Madison","5","Ages 65 and older","520"
"Manchester","1","Under 1 year old","411"
"Manchester","2","Ages 1-4","1833"
"Manchester","3","Ages 5-17","5906"
"Manchester","4","Ages 18-64","14593"
"Manchester","5","Ages 65 and older","2848"
"Mansfield","1","Under 1 year old","35"
"Mansfield","2","Ages 1-4","183"
"Mansfield","3","Ages 5-17","541"
"Mansfield","4","Ages 18-64","1549"
"Mansfield","5","Ages 65 and older","468"
"Marlborough","1","Under 1 year old","9"
"Marlborough","2","Ages 1-4","56"
"Marlborough","3","Ages 5-17","165"
"Marlborough","4","Ages 18-64","530"
"Marlborough","5","Ages 65 and older","226"
"Meriden","1","Under 1 year old","548"
"Meriden","2","Ages 1-4","2403"
"Meriden","3","Ages 5-17","7773"
"Meriden","4","Ages 18-64","18216"
"Meriden","5","Ages 65 and older","3837"
"Middlebury","1","Under 1 year old","13"
"Middlebury","2","Ages 1-4","57"
"Middlebury","3","Ages 5-17","240"
"Middlebury","4","Ages 18-64","657"
"Middlebury","5","Ages 65 and older","321"
"Middlefield","1","Under 1 year old","11"
"Middlefield","2","Ages 1-4","40"
"Middlefield","3","Ages 5-17","162"
"Middlefield","4","Ages 18-64","487"
"Middlefield","5","Ages 65 and older","135"
"Middletown","1","Under 1 year old","261"
"Middletown","2","Ages 1-4","1081"
"Middletown","3","Ages 5-17","3334"
"Middletown","4","Ages 18-64","10796"
"Middletown","5","Ages 65 and older","2555"
"Milford","1","Under 1 year old","134"
"Milford","2","Ages 1-4","551"
"Milford","3","Ages 5-17","2097"
"Milford","4","Ages 18-64","6989"
"Milford","5","Ages 65 and older","2261"
"Monroe","1","Under 1 year old","37"
"Monroe","2","Ages 1-4","160"
"Monroe","3","Ages 5-17","613"
"Monroe","4","Ages 18-64","1753"
"Monroe","5","Ages 65 and older","520"
"Montville","1","Under 1 year old","106"
"Montville","2","Ages 1-4","403"
"Montville","3","Ages 5-17","1308"
"Montville","4","Ages 18-64","3344"
"Montville","5","Ages 65 and older","735"
"Morris","1","Under 1 year old","0"
"Morris","2","Ages 1-4","40"
"Morris","3","Ages 5-17","110"
"Morris","4","Ages 18-64","344"
"Morris","5","Ages 65 and older","90"
"Naugatuck","1","Under 1 year old","232"
"Naugatuck","2","Ages 1-4","967"
"Naugatuck","3","Ages 5-17","3265"
"Naugatuck","4","Ages 18-64","7329"
"Naugatuck","5","Ages 65 and older","1726"
"New Britain","1","Under 1 year old","903"
"New Britain","2","Ages 1-4","3940"
"New Britain","3","Ages 5-17","11953"
"New Britain","4","Ages 18-64","28775"
"New Britain","5","Ages 65 and older","5671"
"New Canaan","1","Under 1 year old","19"
"New Canaan","2","Ages 1-4","78"
"New Canaan","3","Ages 5-17","404"
"New Canaan","4","Ages 18-64","958"
"New Canaan","5","Ages 65 and older","253"
"New Fairfield","1","Under 1 year old","27"
"New Fairfield","2","Ages 1-4","125"
"New Fairfield","3","Ages 5-17","483"
"New Fairfield","4","Ages 18-64","1272"
"New Fairfield","5","Ages 65 and older","274"
"New Hartford","1","Under 1 year old","12"
"New Hartford","2","Ages 1-4","58"
"New Hartford","3","Ages 5-17","251"
"New Hartford","4","Ages 18-64","763"
"New Hartford","5","Ages 65 and older","180"
"New Haven","1","Under 1 year old","1443"
"New Haven","2","Ages 1-4","5895"
"New Haven","3","Ages 5-17","19178"
"New Haven","4","Ages 18-64","46186"
"New Haven","5","Ages 65 and older","7552"
"New London","1","Under 1 year old","296"
"New London","2","Ages 1-4","1159"
"New London","3","Ages 5-17","3782"
"New London","4","Ages 18-64","10311"
"New London","5","Ages 65 and older","1653"
"New Milford","1","Under 1 year old","110"
"New Milford","2","Ages 1-4","530"
"New Milford","3","Ages 5-17","1669"
"New Milford","4","Ages 18-64","4114"
"New Milford","5","Ages 65 and older","1162"
"Newington","1","Under 1 year old","108"
"Newington","2","Ages 1-4","429"
"Newington","3","Ages 5-17","1511"
"Newington","4","Ages 18-64","4297"
"Newington","5","Ages 65 and older","1782"
"Newtown","1","Under 1 year old","39"
"Newtown","2","Ages 1-4","170"
"Newtown","3","Ages 5-17","809"
"Newtown","4","Ages 18-64","2315"
"Newtown","5","Ages 65 and older","662"
"Norfolk","1","Under 1 year old","5"
"Norfolk","2","Ages 1-4","17"
"Norfolk","3","Ages 5-17","87"
"Norfolk","4","Ages 18-64","233"
"Norfolk","5","Ages 65 and older","84"
"North Branford","1","Under 1 year old","25"
"North Branford","2","Ages 1-4","121"
"North Branford","3","Ages 5-17","484"
"North Branford","4","Ages 18-64","1499"
"North Branford","5","Ages 65 and older","505"
"North Canaan","1","Under 1 year old","0"
"North Canaan","2","Ages 1-4","14"
"North Canaan","3","Ages 5-17","39"
"North Canaan","4","Ages 18-64","121"
"North Canaan","5","Ages 65 and older","38"
"North Haven","1","Under 1 year old","63"
"North Haven","2","Ages 1-4","259"
"North Haven","3","Ages 5-17","884"
"North Haven","4","Ages 18-64","2929"
"North Haven","5","Ages 65 and older","1222"
"North Stonington","1","Under 1 year old","17"
"North Stonington","2","Ages 1-4","71"
"North Stonington","3","Ages 5-17","235"
"North Stonington","4","Ages 18-64","654"
"North Stonington","5","Ages 65 and older","163"
"Norwalk","1","Under 1 year old","555"
"Norwalk","2","Ages 1-4","2445"
"Norwalk","3","Ages 5-17","7586"
"Norwalk","4","Ages 18-64","15359"
"Norwalk","5","Ages 65 and older","3862"
"Norwich","1","Under 1 year old","400"
"Norwich","2","Ages 1-4","1570"
"Norwich","3","Ages 5-17","5239"
"Norwich","4","Ages 18-64","13812"
"Norwich","5","Ages 65 and older","2580"
"Old Lyme","1","Under 1 year old","13"
"Old Lyme","2","Ages 1-4","61"
"Old Lyme","3","Ages 5-17","240"
"Old Lyme","4","Ages 18-64","747"
"Old Lyme","5","Ages 65 and older","237"
"Old Saybrook","1","Under 1 year old","25"
"Old Saybrook","2","Ages 1-4","75"
"Old Saybrook","3","Ages 5-17","368"
"Old Saybrook","4","Ages 18-64","1110"
"Old Saybrook","5","Ages 65 and older","572"
"Orange","1","Under 1 year old","16"
"Orange","2","Ages 1-4","88"
"Orange","3","Ages 5-17","399"
"Orange","4","Ages 18-64","1190"
"Orange","5","Ages 65 and older","500"
"Out of State","1","Under 1 year old","48"
"Out of State","2","Ages 1-4","369"
"Out of State","3","Ages 5-17","1011"
"Out of State","4","Ages 18-64","2739"
"Out of State","5","Ages 65 and older","729"
"Oxford","1","Under 1 year old","32"
"Oxford","2","Ages 1-4","99"
"Oxford","3","Ages 5-17","394"
"Oxford","4","Ages 18-64","1171"
"Oxford","5","Ages 65 and older","338"
"Plainfield","1","Under 1 year old","113"
"Plainfield","2","Ages 1-4","506"
"Plainfield","3","Ages 5-17","1588"
"Plainfield","4","Ages 18-64","3690"
"Plainfield","5","Ages 65 and older","928"
"Plainville","1","Under 1 year old","68"
"Plainville","2","Ages 1-4","298"
"Plainville","3","Ages 5-17","1144"
"Plainville","4","Ages 18-64","3155"
"Plainville","5","Ages 65 and older","1164"
"Plymouth","1","Under 1 year old","49"
"Plymouth","2","Ages 1-4","228"
"Plymouth","3","Ages 5-17","807"
"Plymouth","4","Ages 18-64","2224"
"Plymouth","5","Ages 65 and older","642"
"Pomfret","1","Under 1 year old","8"
"Pomfret","2","Ages 1-4","48"
"Pomfret","3","Ages 5-17","185"
"Pomfret","4","Ages 18-64","455"
"Pomfret","5","Ages 65 and older","156"
"Portland","1","Under 1 year old","29"
"Portland","2","Ages 1-4","121"
"Portland","3","Ages 5-17","438"
"Portland","4","Ages 18-64","1403"
"Portland","5","Ages 65 and older","370"
"Preston","1","Under 1 year old","14"
"Preston","2","Ages 1-4","74"
"Preston","3","Ages 5-17","256"
"Preston","4","Ages 18-64","685"
"Preston","5","Ages 65 and older","170"
"Prospect","1","Under 1 year old","15"
"Prospect","2","Ages 1-4","70"
"Prospect","3","Ages 5-17","340"
"Prospect","4","Ages 18-64","942"
"Prospect","5","Ages 65 and older","371"
"Putnam","1","Under 1 year old","67"
"Putnam","2","Ages 1-4","323"
"Putnam","3","Ages 5-17","955"
"Putnam","4","Ages 18-64","2516"
"Putnam","5","Ages 65 and older","752"
"Redding","1","Under 1 year old","11"
"Redding","2","Ages 1-4","36"
"Redding","3","Ages 5-17","212"
"Redding","4","Ages 18-64","688"
"Redding","5","Ages 65 and older","100"
"Ridgefield","1","Under 1 year old","32"
"Ridgefield","2","Ages 1-4","88"
"Ridgefield","3","Ages 5-17","519"
"Ridgefield","4","Ages 18-64","1391"
"Ridgefield","5","Ages 65 and older","516"
"Rocky Hill","1","Under 1 year old","56"
"Rocky Hill","2","Ages 1-4","226"
"Rocky Hill","3","Ages 5-17","720"
"Rocky Hill","4","Ages 18-64","2237"
"Rocky Hill","5","Ages 65 and older","1114"
"Roxbury","1","Under 1 year old","0"
"Roxbury","2","Ages 1-4","13"
"Roxbury","3","Ages 5-17","63"
"Roxbury","4","Ages 18-64","207"
"Roxbury","5","Ages 65 and older","68"
"Salem","1","Under 1 year old","12"
"Salem","2","Ages 1-4","62"
"Salem","3","Ages 5-17","188"
"Salem","4","Ages 18-64","522"
"Salem","5","Ages 65 and older","99"
"Salisbury","1","Under 1 year old","9"
"Salisbury","2","Ages 1-4","39"
"Salisbury","3","Ages 5-17","116"
"Salisbury","4","Ages 18-64","365"
"Salisbury","5","Ages 65 and older","184"
"Scotland","1","Under 1 year old","0"
"Scotland","2","Ages 1-4","12"
"Scotland","3","Ages 5-17","40"
"Scotland","4","Ages 18-64","103"
"Scotland","5","Ages 65 and older","30"
"Seymour","1","Under 1 year old","66"
"Seymour","2","Ages 1-4","310"
"Seymour","3","Ages 5-17","1078"
"Seymour","4","Ages 18-64","2820"
"Seymour","5","Ages 65 and older","917"
"Sharon","1","Under 1 year old","10"
"Sharon","2","Ages 1-4","30"
"Sharon","3","Ages 5-17","89"
"Sharon","4","Ages 18-64","438"
"Sharon","5","Ages 65 and older","133"
"Shelton","1","Under 1 year old","127"
"Shelton","2","Ages 1-4","579"
"Shelton","3","Ages 5-17","1913"
"Shelton","4","Ages 18-64","5377"
"Shelton","5","Ages 65 and older","1996"
"Sherman","1","Under 1 year old","6"
"Sherman","2","Ages 1-4","28"
"Sherman","3","Ages 5-17","104"
"Sherman","4","Ages 18-64","339"
"Sherman","5","Ages 65 and older","89"
"Simsbury","1","Under 1 year old","37"
"Simsbury","2","Ages 1-4","166"
"Simsbury","3","Ages 5-17","665"
"Simsbury","4","Ages 18-64","1857"
"Simsbury","5","Ages 65 and older","536"
"Somers","1","Under 1 year old","25"
"Somers","2","Ages 1-4","85"
"Somers","3","Ages 5-17","339"
"Somers","4","Ages 18-64","879"
"Somers","5","Ages 65 and older","361"
"South Windsor","1","Under 1 year old","44"
"South Windsor","2","Ages 1-4","280"
"South Windsor","3","Ages 5-17","932"
"South Windsor","4","Ages 18-64","2476"
"South Windsor","5","Ages 65 and older","991"
"Southbury","1","Under 1 year old","33"
"Southbury","2","Ages 1-4","118"
"Southbury","3","Ages 5-17","445"
"Southbury","4","Ages 18-64","1554"
"Southbury","5","Ages 65 and older","1167"
"Southington","1","Under 1 year old","112"
"Southington","2","Ages 1-4","502"
"Southington","3","Ages 5-17","1895"
"Southington","4","Ages 18-64","4938"
"Southington","5","Ages 65 and older","2241"
"Sprague","1","Under 1 year old","18"
"Sprague","2","Ages 1-4","91"
"Sprague","3","Ages 5-17","352"
"Sprague","4","Ages 18-64","734"
"Sprague","5","Ages 65 and older","135"
"Stafford","1","Under 1 year old","67"
"Stafford","2","Ages 1-4","235"
"Stafford","3","Ages 5-17","733"
"Stafford","4","Ages 18-64","1977"
"Stafford","5","Ages 65 and older","649"
"Stamford","1","Under 1 year old","870"
"Stamford","2","Ages 1-4","3513"
"Stamford","3","Ages 5-17","10481"
"Stamford","4","Ages 18-64","21186"
"Stamford","5","Ages 65 and older","5435"
"Sterling","1","Under 1 year old","22"
"Sterling","2","Ages 1-4","88"
"Sterling","3","Ages 5-17","245"
"Sterling","4","Ages 18-64","709"
"Sterling","5","Ages 65 and older","117"
"Stonington","1","Under 1 year old","68"
"Stonington","2","Ages 1-4","283"
"Stonington","3","Ages 5-17","1110"
"Stonington","4","Ages 18-64","3296"
"Stonington","5","Ages 65 and older","1170"
"Stratford","1","Under 1 year old","280"
"Stratford","2","Ages 1-4","1232"
"Stratford","3","Ages 5-17","4392"
"Stratford","4","Ages 18-64","10300"
"Stratford","5","Ages 65 and older","2528"
"Suffield","1","Under 1 year old","21"
"Suffield","2","Ages 1-4","116"
"Suffield","3","Ages 5-17","461"
"Suffield","4","Ages 18-64","1252"
"Suffield","5","Ages 65 and older","456"
"Thomaston","1","Under 1 year old","30"
"Thomaston","2","Ages 1-4","120"
"Thomaston","3","Ages 5-17","453"
"Thomaston","4","Ages 18-64","1275"
"Thomaston","5","Ages 65 and older","390"
"Thompson","1","Under 1 year old","25"
"Thompson","2","Ages 1-4","136"
