"docket_or_petition_num","town","address","extra_information_alternate_address","user","owner","twr_type","ant_height","twr_height","elev","antennas","equip_bldg","_5g_services","comments","backup_power_type","backup_power_size_duration","shared_backup_power","action_date"
,"Andover","*** Bunker Hill Road",,"AT&T","American Tower","monopole","137","178","524","replace 6 antennas w 3x700/1900 MHz & 3x700/850/2100/5G 850 MHz antennas; replace 3 rrus & install 6 rrus",,,,,,,"2019-12-30T00:00:00.000"
,"Andover","*** Bunker Hill Road",,"DISH","American Tower","monopole","124","178","524","install 3x 600/1900/2100 MHz antennas and 6 RRUs","install 5'x7' equipment platform with 1 x cabinet & associated equipment","yes",,,,,"2022-01-28T00:00:00.000"
"Docket No. 242","Andover","*** Jonathan Trumbull Highway",,"AT&T","AT&T","monopole","150","150","496","up to 12 panel antennas","pad",,,,,,"2003-10-14T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"Pocket (now MetroPCS)","AT&T","monopole","130","150","496","flush mount 3 antennas",,,,,,,"2009-01-21T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"Cingular","AT&T","monopole","150","150","496","replace existing array with 6 new antennas, 6 TMAs, and 6 diplexers",,,"UMTS upgrade",,,,"2009-03-26T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"AT&T","AT&T","monopole","149","150","496","add 3 multi-band antennas for LTE to 6 GSM/UMTS antennas",,,,,,,"2012-12-21T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"T-Mobile","Crown Castle","monopole","140","150","496","replace antenna mount, reinstall 6 antennas w/ TMAs to new mount, add 3 LTE antennas w/ bias tees",,,,,,,"2015-04-30T00:00:00.000"
"Sub-petition 1133","Andover","*** Jonathan Trumbull Highway",,"Verizon","Crown Castle","monopole","130","150","496","install 6 tri-band antennas; add 9 RRU's","4'x7' concrete pad & H-Frame",,,"diesel generator","30-kW","no","2018-07-31T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"T-Mobile","Crown Castle","monopole","140","150","496","replace 3 antennas with 3 x 600/700 MHz antennas; add 3 rru's",,,,,,,"2019-07-15T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"Verizon","Crown Castle","monopole","130","150","496","install 6 x 700/850 MHz & 6x 1900/2100 MHz antennas & 12 RRUs","install 1 cabinet",,"install concrete masonry wall","diesel generator","30-kilowatt","no","2020-11-20T00:00:00.000"
"Docket No. 242 MTR","Andover","*** Jonathan Trumbull Highway",,"AT&T","Crown Castle","monopole",,,,,,,"reopen and eliminate flush mount condition",,,,"2021-08-09T00:00:00.000"
,"Andover","*** Jonathan Trumbull Highway",,"Dish","Crown Castle","monopole","120","150","496","install 3x 600/1900/2100 MHz antennas and 6 RRUs","install 5'x7' equipment platform with 1 x cabinet & associated equipment","yes",,,,,"2021-12-02T00:00:00.000"
"Petition No. 665","Andover","Hebron Road",,"AT&T","CL&P","utility pole","80","82",,"install 3 Allgon 7250.03 panel antennas","pad",,,,,,"2004-04-15T00:00:00.000"
"Docket No. 340","Ansonia","* Deerfield Lane",,"T-Mobile","Optasite","monopole","167","169","480","nine panel antennas on platform","pad",,,,,,"2007-11-29T00:00:00.000"
"Docket No. 340","Ansonia","* Deerfield Lane",,"Verizon","Optasite","monopole","157","169","480","12 panel antennas on platform","12x30",,,,,,"2007-11-29T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Cingular","Optasite","monopole","147","169","480","install 6 panel antennas","12x20",,,,,,"2008-05-08T00:00:00.000"
,"Ansonia","* Deerfield Lane",,,"SBA","monopole",,"169","480",,,,"Transfer of Certificate from Optasite",,,,"2008-10-16T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Pocket (now MetroPCS)","SBA","monopole","137","169","480","flush mount 3 antennas",,,,,,,"2008-12-11T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"T-Mobile","SBA","monopole","167","169","480","add 3 new antennas to 3 existing antennas",,,"UMTS upgrade",,,,"2009-05-20T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Verizon","SBA","monopole","167","169","480",,,,"install propane-fueled generator instead of previously approved diesel-fueled generator","propane generator",,,"2009-08-25T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Clearwire","SBA","monopole","127","169","480","install 3 panel antennas, 2 microwave dishes, 3 TMAs",,,,,,,"2009-11-09T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Verizon","SBA","monopole","157","169","480","add 3 LTE antennas to 12 existing antennas",,,,,,,"2012-06-01T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"AT&T","SBA","monopole","148","169","480","add 3 LTE antennas to 6 existing GSM/UMTS antennas",,,,,,,"2012-08-10T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"T-Mobile","SBA","monopole","167","169","480","replace 6 antennas with 6 dual-band antennas",,,"4G/LTE upgrade",,,,"2013-06-27T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"AT&T","SBA","monopole",,"169","480",,,,"install 50 kW propane backup generator on concrete pad with 500-gallon propane tank","propane generator",,,"2013-06-28T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Verizon","SBA","monopole","157","169","480","replace 1 of 15 existing antennas with 1 new LTE antenna",,,,,,,"2013-11-19T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Verizon","SBA","monopole","157","169","480","replace 6 antennas w/ 3 1900 MHz, 3 2100 MHz & 6 RRHs",,,,,,,"2015-05-06T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"T-Mobile","SBA","monopole","167","169","480","install 3 700 MHz antennas",,,,,,,"2015-10-19T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"AT&T","SBA","monopole","148","169","480","replace 3 antennas with 3 700/1900 MHz antennas",,,,,,,"2016-03-14T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"AT&T","SBA","monopole","148","169","480","replace 3 ant w/ 3 850/2300 MHz; replace 3 RRHs, add 3 RRHs",,,,,,,"2016-09-06T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Sprint","SBA","monopole","127","169","480","install 3 850/1900/2500 MHz antennas; add 12 RRHs; remove 3 antennas & mounts formerly owned by Clearwire",,,,,,,"2018-02-05T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"AT&T","SBA","monopole","148","169","480","install 3 antennas; replace 3 RRHs, add 3 RRHs",,,,,,,"2018-04-23T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"T-Mobile","SBA","monopole","167","169","480","replace 3 ant. W 3x600/700MHz ; swap 3 rru's",,,,,,,"2018-10-09T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"Dish","SBA","monopole","117","169","480","install 3x1900/2100MHz ; add 5 rru's; install one MW dish","5'x7' platform w ice canopy",,"tower share",,,,"2019-03-28T00:00:00.000"
,"Ansonia","* Deerfield Lane",,"T-Mobile","SBA","monopole","167","169","480","remove 1xMW dish; replace 3 antennas w 3x2500 MHz & install 3x 1900/2100 MHz antennas; replace3 RRUs and add 3 RRUS","replace 1 cabinet and install  cabinet",,"upgrade GL equipment",,,,"2020-09-07T00:00:00.000"
,"Ansonia","** Birchwood Drive",,"Pocket (now MetroPCS)","Radio Comm. Corp","guyed-lattice","56","60",,"flush mount 3 antennas",,,,,,,"2009-08-27T00:00:00.000"
,"Ansonia","** Birchwood Drive",,"MetroPCS","Radio Comm. Corp","guyed-lattice","51","60",,"replace 3 existing antennas with 3 new LTE antennas",,,,,,,"2014-09-15T00:00:00.000"
,"Ansonia","** Birchwood Drive",,"MetroPCS","Radio Comm. Corp","guyed-lattice","56","60",,"add 3 new LTE antennas to 3 existing antennas",,,,,,,"2014-11-24T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Sprint","Nextel","self-support lattice","184","196",,"9-panel antennas","cabinets",,,,,,"2000-04-12T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"SNET","American Tower","self-support lattice","168","196",,"12 DB846H80 Decibel Panel Antennae","12x20",,,,,,"2001-03-28T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T Wireless","American Tower","self-support lattice","158","196",,"12 panel antennae","9x15",,,,,,"2001-07-11T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","178","196",,"12 panel antennae","12x 30",,"Emergency Diesel Fueled Generator","diesel generator",,,"2001-07-11T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T Wireless","American Tower","self-support lattice","158","196",,"install 76"" x 76"" x 30"" equipment cabinet on existing concrete pad",,,,,,,"2002-04-25T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"SNET/Cingular","American Tower","self-support lattice","167","196",,"replace existing antennas with 9 CSS DUO4-8670, 6 tower mount amplifiers, 1 LMU @ 49.25'",,,,,,,"2002-08-01T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower","self-support lattice","148","196",,"add 9 EMS RR65-19-02DP panel antennas","pad",,"3 Nortel S8000 BTS cabinets",,,,"2003-06-03T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","178","196",,"replace 6 cellular antennas with 6 PCS antennas",,,,,,,"2004-02-18T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Cingular/AT&T","American Tower","self-support lattice","158","196",,"decommission AT&T antennas",,,,,,,"2006-12-12T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Cingular","American Tower","self-support lattice","167","196",,"replace 3 existing antenas with 3 new ones",,,"add 3 diplexers",,,,"2007-07-26T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Sprint Nextel","American Tower","self-support lattice","194","196",,"replace  6 existing iDEN antennas with 3 WiMAX and 2 dual pole iDEN antennas",,,"install 1 WiMAX cabinet inside existing shelter",,,,"2008-01-10T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower","self-support lattice","148","196",,"add 3 antennas to existing array",,,"UMTS upgrade",,,,"2009-04-13T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","178","196",,"replace 6 existing PCS antennas with 3 new PCS and 3 700 MHz antennas",,,,,,,"2010-02-18T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Clearwire","American Tower","self-support lattice","194","196",,"install 3 WiMAX antennas and 2 microwave dishes",,,,,,,"2010-05-24T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T","American Tower","self-support lattice","167","196",,"replace 9 existing antennas with 3 LTE, 3 GSM, and 3 GSM/UMTS antennas",,,,,,,"2012-06-15T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","179","196",,"replace 6 of 12 existing antennas with 6 new cellular antennas",,,,,,,"2012-06-22T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Sprint","American Tower","self-support lattice","185","196",,"replace 6 CDMA antennas with 3 multi-band antennas",,,"4G/LTE upgrade",,,,"2012-11-06T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower","self-support lattice","148","196",,"replace 6 antennas with 6 dual-band antennas",,,"4G/LTE upgrade",,,,"2013-06-27T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","179","196",,"replace 6 of 12 existing antennas with 3 cellular and 3 AWS antennas",,,,,,,"2013-07-11T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower","self-support lattice","177","196",,"replace 2 of 12 existing antennas with 2 LTE antennas",,,,,,,"2014-02-20T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Sprint","American Tower","self-support lattice","183","196",,"add 3 new CDMA/LTE antennas to 3 existing ones",,,,,,,"2014-09-02T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower Corporation","self-support lattice","148","198",,"install 3 700 MHz antennas",,,,,,,"2015-10-13T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T","American Tower Corporation","self-support lattice","167","196",,"replace 3 antennas with 3 850/2300 MHz antennas",,,,,,,"2016-04-11T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T","American Tower Corporation","self-support lattice","167","196",,"replace 3 existing antennas / 3 RRUs with 3 new antennas/ 3 RRUs",,,,,,,"2017-02-21T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower Corporation","self-support lattice","177","196",,"replace 6 ant w/ 3 700/2100 MHz & 3 1900 MHz",,,,,,,"2017-03-27T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T","American Tower Corporation","self-support lattice","167","196",,"replace 3 antennas w 3 x 700/850/1900/2100/2300 MHz antennas; add 6 rru's",,,,,,,"2019-05-20T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"AT&T","American Tower Corporation","self-support lattice","167","196",,"relocate 3 antennas; replace 3 antennas w 3 x 700/850 MHz antennas; add 3 rru's",,,,,,,"2019-08-05T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"Verizon","American Tower Corporation","self-support lattice","177","196",,"remove 3 antennas; relocate 3 antennas; & replace 9 antennas w 3 x3550 MHz & 6x700/850/1900/2100 MHz antennas;",,,,,,,"2020-04-27T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower Corporation","self-support lattice","148","196",,"replace 6 antennas w 3 x 600/700 MHz &3x 1900/2100 MHz antennas; replace 3 RRUs","upgrade ground level equipment",,,,,,"2020-06-22T00:00:00.000"
,"Ansonia","*** Wakelee Avenue",,"T-Mobile","American Tower Corporation","self-support lattice","148","196",,"install 3 x 2500 MHz ; install 3 RRUs","replace 1 cabinet & upgrad equipment",,,,,,"2020-10-05T00:00:00.000"
"Petition No. 437","Ansonia","** Pulaski Highway",,"UI","UI","wood utility pole","79","79",,"1 antenna - Cell Master Unit/replace 30' wood utility pole with 79' wood utility pole/relocated from originally proposed Coe Lane",,,,,,,"2000-08-10T00:00:00.000"
"Docket No. 239","Ashford","***-*** Ashford Center Road",,"T-Mobile","Tower Ventures","monopole","177","180","715","12 panel antennas","pad",,,,,,"2003-05-20T00:00:00.000"
"Docket No. 239","Ashford","***-*** Ashford Center Road",,"AT&T","Tower Ventures","monopole","167","180","715","6 panel antennas","pad",,,,,,"2003-05-20T00:00:00.000"
,"Ashford","***-*** Ashford Center Road",,"Cingular","SBA Infrastucture","monopole","167","180","715","remove 3 panel antennas; install 6 new antennas, 6 TMAs, 6 diplexers",,,,,,,"2009-01-06T00:00:00.000"
,"Ashford","***-*** Ashford Center Road",,,"SBA Infrastucture","monopole",,"180","715",,,,"transfer Certificate from Tower Ventures/National Grid/Lightower",,,,"2009-01-08T00:00:00.000"
,"Ashford","***-*** Ashford Center Road",,"AT&T","SBA Infrastucture","monopole","167","180","715","add 3 multi-band antennas for LTE to 6 GSM/UMTS antennas",,,,,,,"2012-11-02T00:00:00.000"
,"Ashford","***-*** Ashford Center Road",,"AT&T","SBA Infrastucture","monopole",,"180","715",,,,"install 50 kW diesel generator for backup power","diesel generator",,,"2013-12-27T00:00:00.000"
,"Ashford","***-*** Ashford Center Road",,"AT&T","SBA Infrastucture","monopole","167","180","715","install 3 RRHs",,,,,,,"2016-10-18T00:00:00.000"
"Docket No. 341","Ashford","*** Ashford Center Road",,"Verizon","Verizon","monopole","120","120","588","12 panel antennas","12x30",,,,,,"2007-12-13T00:00:00.000"
,"Ashford","*** Ashford Center Road",,"Verizon","Verizon","monopole","120","120","588","replace 6 of 12 antennas with 3 PCS and 3 LTE antennas",,,,,,,"2012-03-06T00:00:00.000"
,"Ashford","*** Ashford Center Road",,"Verizon","American Tower Corporation","monopole","120","120","588","replace 12 ant. w/ 6 850 MHz, 3 700/1900 MHz, 3 2100 MHz; add 6 RRHs",,,,,,,"2016-12-05T00:00:00.000"
,"Ashford","*** Ashford Center Road",,"Verizon","American Tower Corporation","monopole","120","120","588","replace 6 antennas w/ 3 700 MHz and 3 850 MHz antennas; add 3 RRHs",,,,,,,"2018-02-20T00:00:00.000"
,"Ashford","*** Ashford Center Road",,"T-Mobile","American Tower Corporation","monopole","157","120",,"install 9 antennas and 6 RRUs","install 3 x cabinets on 10x15 conc pad",,,"diesel generator","25-kilowatt","no","2021-10-07T00:00:00.000"
,"Ashford","** Seles Road",,"SCLP","Raymond Baker","guyed-lattice","160","190",,"12-4' panels, ALP 11011N","12x26",,"Sprint and Nextel also on tower",,,,"1999-04-06T00:00:00.000"
,"Ashford","** Seles Road",,"Verizon","Raymond Baker","guyed-lattice","190","190",,"12 Swedcom Model ALP-9011 antennae","12x30",,"40kW diesel fueled emergency generator.","diesel generator",,,"2001-01-25T00:00:00.000"
,"Ashford","** Seles Road",,"Verizon","Raymond Baker","guyed-lattice","190","190",,"12 Swedcom Model ALP-9011 antennae","12x30",,"40kW diesel fueled emergency generator.","diesel generator",,,"2001-01-25T00:00:00.000"
,"Ashford","** Seles Road",,"AT&T","Raymond Baker","guyed-lattice","140","190",,"add 6 Allgon 7250.03 panel antennas",,,"up to four equipment cabinets on concrete pad",,,,"2002-09-05T00:00:00.000"
,"Ashford","** Seles Road",,"Cingular","Raymond Baker","guyed-lattice","140","190",,"remove 3 existing antennas; replace with 6 antennas, 6 TMAs, 6 diplexers",,,"UMTS upgrade",,,,"2009-02-10T00:00:00.000"
,"Ashford","** Seles Road",,"Verizon","Cordless Data Transfer","guyed-lattice","190","190",,"replace 12 existing antennas with 6 cellular, 3 PCS, and 3 LTE antennas",,,,,,,"2012-10-05T00:00:00.000"
,"Ashford","** Seles Road",,"AT&T","Cordless Data Transfer","guyed-lattice","138","190",,"add 3 multi-band antennas to 6 GSM/UMTS antennas",,,"4G/LTE upgrade",,,,"2012-12-28T00:00:00.000"
,"Ashford","** Seles Road",,"Sprint","Cordless Data Transfer","guyed-lattice","170","190",,"replace 6 CDMA antennas with 3 dual band antennas",,,"4G/LTE upgrade",,,,"2014-06-02T00:00:00.000"
,"Ashford","** Seles Road",,"Verizon","Cordless Data Transfer","guyed-lattice","190","190",,"replace 6 antennas w/ 3 700 MHz & 3 850/2100 MHz antennas; add 9 RRHs",,,,,,,"2017-12-26T00:00:00.000"
,"Ashford","** Seles Road",,"Sprint","Cordless Data Transfer","guyed-lattice","170","190",,"install 3 x 2500 MHz antennas;add 6 RRU's",,,,,,,"2018-07-23T00:00:00.000"
,"Ashford","** Janoski Road",,"Omni","Sprint","self-support lattice","152","190",,"3-panels, (2-EMS RR33-20-0",,,"Equip. Cabinets, (1-EMS RR65-18-02DP)",,,,"1999-06-16T00:00:00.000"
,"Ashford","** Janoski Road",,"SCLP","Sprint","self-support lattice","140","190",,"12-Allgon 7120.16 panel antennas","12x26",,,,,,"1999-12-08T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Sprint","self-support lattice","180","192",,"12-Swedcom antennas; 1-GPS antenna","12'x30'",,"40 KW diesel fueled emergency stand-by generator","diesel generator",,,"2000-09-19T00:00:00.000"
,"Ashford","** Janoski Road",,"AT&T","Sprint","self-support lattice","160","190",,"6 panel antennas, Allgon 7250.03","pad",,"2 equipment cabinets",,,,"2002-04-03T00:00:00.000"
,"Ashford","** Janoski Road",,"SNET/Cingular","Sprint","self-support lattice","140","190",,"change existing antennas to 9 CSS DUO4-8760, 6 tower mount amplifiers, and 1 LMU",,,,,,,"2002-08-01T00:00:00.000"
,"Ashford","** Janoski Road",,"T-Mobile","Sprint","self-support lattice","152","190",,"E911 upgrade",,,,,,,"2002-09-25T00:00:00.000"
,"Ashford","** Janoski Road",,"Cingular/AT&T","Sprint","self-support lattice","160","190",,"decommission AT&T antennas",,,,,,,"2006-12-12T00:00:00.000"
,"Ashford","** Janoski Road",,"Cingular","Sprint","self-support lattice","140","190",,"remove 3 existing antennas, replace with 3 new ones",,,"install 6 tower mount amplifiers",,,,"2007-08-29T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Sprint","self-support lattice","180","190",,"replace 12 existing antennas with 6 new cellular, 3 new PCS, and 3 new LTE antennas",,,,,,,"2011-03-21T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Sprint","self-support lattice","180","190",,"replace 12 existing antennas with 6 new cellular, 3 new PCS, and 3 new LTE antennas",,,,,,,"2011-03-21T00:00:00.000"
,"Ashford","** Janoski Road",,"MetroPCS","Crown Castle","self-support lattice","160","190",,"install 6 antennas",,,,,,,"2011-07-14T00:00:00.000"
,"Ashford","** Janoski Road",,"AT&T","Crown Castle","self-support lattice","141","190",,"replace 3 of 6 existing GSM antennas with 3 new LTE antennas; add 6 RRHs; retain 3 existing UMTS antennas",,,,,,,"2012-05-18T00:00:00.000"
,"Ashford","** Janoski Road",,"Sprint","Crown Castle","self-support lattice","n/a","190",,"n/a",,,"install 1 RRH cabinet and 1 fiber junction box",,,,"2012-10-24T00:00:00.000"
,"Ashford","** Janoski Road",,"AT&T","Crown Castle","self-support lattice","n/a","190",,"n/a",,,"install 50 kW diesel generator for backup power","diesel generator",,,"2014-02-14T00:00:00.000"
,"Ashford","** Janoski Road",,"T-Mobile","Crown Castle","self-support lattice","151","192",,"replace 3 antennas w/ 4 new antennas, 2 bias tees, 2 TMAs.",,,,,,,"2015-04-23T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Crown Castle","self-support lattice","180","192",,"replace 6 antennas with 3 700 and 3 1900/2100 MHz antennas",,,,,,,"2015-11-16T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Crown Castle","self-support lattice","180","192",,"replace 6 antennas w/ 3 700 MHz and 3 850 MHz; add 9 RRHs",,,,,,,"2018-02-26T00:00:00.000"
,"Ashford","** Janoski Road",,"Sprint","Crown Castle","self-support lattice","192","190",,"replace 6 antennas w 3 x 850/1900MHz and 3 x 2500MHz antennas",,,,,,,"2018-09-04T00:00:00.000"
,"Ashford","** Janoski Road",,"T-Mobile","Crown Castle","self-support lattice","153","192",,"remove 2 existing antennas, relocate 2 existing antennas, install 3 x 1900/2100Mhz antennas",,,,,,,"2019-01-22T00:00:00.000"
,"Ashford","** Janoski Road",,"T-Mobile","Crown Castle","self-support lattice","153","192",,"replace 6 antennas w 3 x 600/700/2100 MHz & 3x1900 MHz antennas; add 9 rru's",,,,,,,"2019-09-16T00:00:00.000"
,"Ashford","** Janoski Road",,"AT&T","Crown Castle","self-support lattice","140","192",,"replace 6 antennas w 3x700/1900/2300 MHz antennas & 3 x 700/850/2100 MHz antennas; replace 3 rrus and install 6  rrus",,,,,,,"2019-12-30T00:00:00.000"
,"Ashford","** Janoski Road",,"Verizon","Crown Castle","self-support lattice","180","192",,"install 3 x 3600 MHz antennas ; replace 9 rrus",,,,,,,"2020-02-18T00:00:00.000"
"Docket No. 43","Ashford","*** Pumpkin Hill Road",,"Tele-Media","Tele-Media","guyed-lattice","295","300","762","7-(8'-10') para. ant, ,12 UHF/Vhf","24'x30'",,,,,,"1984-06-18T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"SNET/SCLP","Tele-Media","guyed-lattice","204","300","762","6-CELL/2-MESS","12' X 26'",,"Add Antennas and Building",,,,"1990-04-30T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"Conn2RSA (Verizon predecessor)","Tele-Media","guyed-lattice","233","300","762","4-0mni-whip","12' X 21'",,"ADD ANTENNAS AND BUILDING",,,,"1991-11-20T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"Crown Media","Crown Media","guyed-lattice",,"300","762",,,,"Transfer Certificate from Tele-Media",,,,"1993-04-07T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"Charter Comm.","Charter Comm.","guyed-lattice",,,"745","Install 9-4.5 meter sat. dishes",,,"Equipment in remote bldg off site.",,,,"1999-05-11T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"Verizon","Charter Communications","guyed-lattice","240","300",,"remove 4 whip antennas of Conn2RSA and replace with 9-panel antennas",,,,,,,"2000-10-02T00:00:00.000"
,"Ashford","*** Pumpkin Hill Road",,"Verizon","Charter Communications","guyed-lattice","240","300",,"replace 6 cellular with 6 PCS antennas",,,,,,,"2005-03-03T00:00:00.000"
