"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"1059026","Ray Reid Soccer School","BUSINESS","Ray Reid Soccer School",,"YCYC.00134","YCYC","0134",,"Youth Camp","INACTIVE","LAPSED","0","1998-07-08T00:00:00.000","2019-05-01T00:00:00.000","2020-04-30T00:00:00.000","2095 HILLSIDE RD","STORRS","CT","062691110","2020-05-07T00:00:00.000"
"1059027","US Sports Camps at Loomis Chaffee","BUSINESS","US Sports Camps at Loomis Chaffee",,"YCYC.00145","YCYC","0145",,"Youth Camp","INACTIVE","LAPSED","0","1996-06-25T00:00:00.000","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","4 BATCHELDER RD","WINDSOR","CT","060953028","2020-07-07T00:00:00.000"
"1059028","F. C. SARUM SOCCER CAMP","BUSINESS","F. C. SARUM SOCCER CAMP",,"YCYC.00492","YCYC","0492",,"Youth Camp","ACTIVE","ACTIVE","1","2001-05-31T00:00:00.000","2022-07-11T00:00:00.000","2023-06-30T00:00:00.000","211 INDIAN MOUNTAIN RD","LAKEVILLE","CT","060392028","2022-07-19T00:00:00.000"
"1059029","TIDAL RIVER CHRISTIAN CAMP","BUSINESS","TIDAL RIVER CHRISTIAN CAMP",,"YCYC.00289","YCYC","0289",,"Youth Camp","ACTIVE","ACTIVE","1","1990-05-15T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","124 CAMP BETHEL RD","HADDAM","CT","064381343","2022-07-07T00:00:00.000"
"1059030","Cub Day Camp","BUSINESS","Cub Day Camp",,"YCYC.00236","YCYC","0236",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1994-07-15T00:00:00.000","2001-07-12T00:00:00.000","2002-07-11T00:00:00.000","Old record. Street address not recorded.","Farmington","CT",,"2012-04-03T00:00:00.000"
"1059031","Camp Wakenah","BUSINESS","Camp Wakenah",,"YCYC.00237","YCYC","0237",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-06T00:00:00.000","2004-07-09T00:00:00.000","2005-07-08T00:00:00.000","45 Forest Drive","Salem","CT",,"2012-04-03T00:00:00.000"
"1059032","Mattabesett Cub Scout Day Camp","BUSINESS","Mattabesett Cub Scout Day Camp",,"YCYC.00238","YCYC","0238",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","94 CAMP INGERSOLL RD","PORTLAND","CT","06480","2015-08-18T00:00:00.000"
"1059033","JUNE NORCROSS WEBSTER SCOUT RESERVATION","BUSINESS","JUNE NORCROSS WEBSTER SCOUT RESERVATION",,"YCYC.00240","YCYC","0240",,"Youth Camp","ACTIVE","ACTIVE","1","1989-06-12T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","231 ASHFORD CENTER RD","ASHFORD","CT","062781423","2022-08-15T00:00:00.000"
"1059034","CAMP MATTATUCK","BUSINESS","CAMP MATTATUCK",,"YCYC.00241","YCYC","0241",,"Youth Camp","ACTIVE","ACTIVE","1","1975-07-29T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","221 MOUNT TOBE RD","PLYMOUTH","CT","067822805","2022-09-08T00:00:00.000"
"1059035","CAMP WORKCOEMAN","BUSINESS","CAMP WORKCOEMAN",,"YCYC.00242","YCYC","0242",,"Youth Camp","ACTIVE","ACTIVE","1","1989-07-01T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","169 CAMP WORKCOEMAN RD","NEW HARTFORD","CT","060574242","2022-04-28T00:00:00.000"
"1059036","Camp Tadma","BUSINESS","Camp Tadma",,"YCYC.00247","YCYC","0247",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-10T00:00:00.000","2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","166 BISHOP RD","BOZRAH","CT","063341507","2015-08-12T00:00:00.000"
"1059037","CLATTER VALLEY DAY CAMP (CUB SCOUT)","BUSINESS","CLATTER VALLEY DAY CAMP (CUB SCOUT)",,"YCYC.00333","YCYC","0333",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-24T00:00:00.000","2013-08-01T00:00:00.000","2014-07-31T00:00:00.000","CLATTER VALLEY ROAD","NEW MILFORD","CT","06776","2015-08-13T00:00:00.000"
"1059038","Highland District Del-Air Camp","BUSINESS","Highland District Del-Air Camp",,"YCYC.00334","YCYC","0334",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1995-07-17T00:00:00.000","2001-07-20T00:00:00.000","2002-07-19T00:00:00.000","704 Shenipsit Lake Road","Tolland","CT",,"2012-04-03T00:00:00.000"
"1059039","MATIANUCK DAY CAMP","BUSINESS","MATIANUCK DAY CAMP",,"YCYC.00341","YCYC","0341",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1994-07-15T00:00:00.000","2012-08-01T00:00:00.000","2013-07-31T00:00:00.000","28 ABBE RD","EAST WINDSOR","CT","060889712","2015-06-30T00:00:00.000"
"1059040","CT Rivers Police Explorer Academy","BUSINESS","CT Rivers Police Explorer Academy",,"YCYC.00527","YCYC","0527",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-07-25T00:00:00.000","2009-07-02T00:00:00.000","2010-07-01T00:00:00.000","83 Windham Street","Willimantic","CT","06226","2012-04-03T00:00:00.000"
"1059041","Nutmeg District Day Camp","BUSINESS","Nutmeg District Day Camp",,"YCYC.00580","YCYC","0580",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-07-29T00:00:00.000","2004-07-15T00:00:00.000","2005-07-14T00:00:00.000","Prospect Street","Wethersfield","CT",,"2012-04-03T00:00:00.000"
"1059042","Camp Strang Cub Scout Day Camp","BUSINESS","Camp Strang Cub Scout Day Camp",,"YCYC.00587","YCYC","0587",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-08-05T00:00:00.000","2002-08-05T00:00:00.000","2003-08-04T00:00:00.000","Old record. Street address not recorded.","Goshen","CT",,"2012-04-03T00:00:00.000"
"1059043","ESF SUMMER CAMPS","BUSINESS","ESF SUMMER CAMPS",,"YCYC.00180","YCYC","0180",,"Youth Camp","ACTIVE","ACTIVE","1","1993-06-08T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","471 NORTH ST","GREENWICH","CT","068303949","2022-08-11T00:00:00.000"
"1059044","THE BASKETBALL FACTORY","BUSINESS","THE BASKETBALL FACTORY",,"YCYC.00532","YCYC","0532",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-07-09T00:00:00.000","2013-07-02T00:00:00.000","2014-07-31T00:00:00.000","4 BATCHELDER RD","WINDSOR","CT","060953028","2015-08-12T00:00:00.000"
"1059045","Connecticut Starters","BUSINESS","Connecticut Starters",,"YCYC.00288","YCYC","0288",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-27T00:00:00.000","2001-05-15T00:00:00.000","2002-05-14T00:00:00.000","Old record. Street address not recorded.","Pomfret","CT",,"2012-04-03T00:00:00.000"
"1059046","CAMP PLAYLAND OF REDDING","BUSINESS","CAMP PLAYLAND OF REDDING",,"YCYC.00087","YCYC","0087",,"Youth Camp","INACTIVE","LAPSED","0","1996-06-27T00:00:00.000","2019-06-01T00:00:00.000","2020-05-31T00:00:00.000","27 STARRS RIDGE RD","REDDING","CT","068961001","2020-06-07T00:00:00.000"
"1059047","Adidas Elite Soccer Program","BUSINESS","Adidas Elite Soccer Program",,"YCYC.00652","YCYC","0652",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-07-02T00:00:00.000","2005-06-16T00:00:00.000","2006-06-15T00:00:00.000","4 Batchelder Road","Windsor","CT","06095","2012-04-03T00:00:00.000"
"1059048","STONE AGE ROCK GYM CLIMBING CAMP","BUSINESS","STONE AGE ROCK GYM CLIMBING CAMP",,"YCYC.00380","YCYC","0380",,"Youth Camp","INACTIVE","LAPSED","0","1999-06-10T00:00:00.000","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","195B ADAMS ST","MANCHESTER","CT","060421919","2019-08-07T00:00:00.000"
"1059049","Afghan Youth Sports Exchange (AYSE)","BUSINESS","Afghan Youth Sports Exchange (AYSE)",,"YCYC.00683","YCYC","0683",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-07-21T00:00:00.000","2004-07-21T00:00:00.000","2005-07-20T00:00:00.000","230 Bush Road","Simsbury","CT",,"2012-04-03T00:00:00.000"
"1059050","Explorations Arts and Athletics Camp","BUSINESS","Explorations Arts and Athletics Camp",,"YCYC.00362","YCYC","0362",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1999-06-25T00:00:00.000","1999-06-26T00:00:00.000","2000-06-25T00:00:00.000","Old record. Street address not recorded.","West Haven","CT",,"2012-04-03T00:00:00.000"
"1059051","CHANNEL THREE KIDS CAMP","BUSINESS","CHANNEL THREE KIDS CAMP",,"YCYC.00189","YCYC","0189",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-21T00:00:00.000","2022-04-01T00:00:00.000","2023-03-31T00:00:00.000","73 TIMES FARM RD","ANDOVER","CT","062321033","2022-02-22T00:00:00.000"
"1059052","BESB SUMMER CAMP PROGRAMS","BUSINESS","BESB SUMMER CAMP PROGRAMS",,"YCYC.01017","YCYC","1017",,"Youth Camp","INACTIVE","LAPSED","0","2011-06-17T00:00:00.000","2016-08-01T00:00:00.000","2017-07-31T00:00:00.000","438 WHITNEY ROAD EXT UNIT 1185","STORRS MANSFIELD","CT","062691185","2017-08-07T00:00:00.000"
"1059053","BESB Summer Camp Programs","BUSINESS","BESB Summer Camp Programs",,"YCYC.00893","YCYC","0893",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2008-06-30T00:00:00.000","2010-07-07T00:00:00.000","2011-07-06T00:00:00.000","237 High Street","Middletown","CT","06459","2012-04-03T00:00:00.000"
"1059054","CAMP WIGHTMAN","BUSINESS","CAMP WIGHTMAN",,"YCYC.00210","YCYC","0210",,"Youth Camp","ACTIVE","ACTIVE","1","1989-07-01T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","207 COAL PIT HILL RD","GRISWOLD","CT","063519109","2022-05-25T00:00:00.000"
"1059055","ALA Laural Girls' State","BUSINESS","ALA Laural Girls' State",,"YCYC.00480","YCYC","0480",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-22T00:00:00.000","2001-06-22T00:00:00.000","2002-06-21T00:00:00.000","Old record. Street address not recorded.","West Hartford","CT",,"2012-04-03T00:00:00.000"
"1059056","ASSIST ORIENTATION","BUSINESS","ASSIST ORIENTATION",,"YCYC.00695","YCYC","0695",,"Youth Camp","INACTIVE","LAPSED","0","2004-08-18T00:00:00.000","2020-05-01T00:00:00.000","2021-04-30T00:00:00.000","398 POMFRET ST","POMFRET","CT","062588002","2021-05-07T00:00:00.000"
"1059057","BOYS AND GIRLS CLUB -  SUMMER ENRICHMENT PROGRAM","BUSINESS","BOYS AND GIRLS CLUB -  SUMMER ENRICHMENT PROGRAM",,"YCYC.00079","YCYC","0079",,"Youth Camp","ACTIVE","ACTIVE","1","1993-06-24T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","1037 E MAIN ST","WATERBURY","CT","067051040","2022-05-18T00:00:00.000"
"1059058","ASPETUCK VALLEY COUNTRY CLUB SUMMER PROGRAM","BUSINESS","ASPETUCK VALLEY COUNTRY CLUB SUMMER PROGRAM",,"YCYC.00528","YCYC","0528",,"Youth Camp","ACTIVE","ACTIVE","1","2001-07-30T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","67 OLD REDDING RD","WESTON","CT","068832609","2022-06-06T00:00:00.000"
"1059059","AVON OLD FARMS SUMMER FUN CAMP","BUSINESS","AVON OLD FARMS SUMMER FUN CAMP",,"YCYC.00121","YCYC","0121",,"Youth Camp","ACTIVE","ACTIVE","1","1996-06-27T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","500 OLD FARMS RD","AVON","CT","060012716","2022-07-12T00:00:00.000"
"1059060","Banksville Community House","BUSINESS","Banksville Community House",,"YCYC.00054","YCYC","0054",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1998-06-02T00:00:00.000","2010-06-07T00:00:00.000","2011-06-06T00:00:00.000","12 Banksville Road","Greenwich","CT","06831","2012-04-03T00:00:00.000"
"1059061","BARTLETT ARBORETUM & GARDENS SUMMER CAMP","BUSINESS","BARTLETT ARBORETUM & GARDENS SUMMER CAMP",,"YCYC.00507","YCYC","0507",,"Youth Camp","ACTIVE","ACTIVE","1","2001-06-21T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","151 BROOKDALE RD","STAMFORD","CT","069034119","2022-02-16T00:00:00.000"
"1059062","BASEBALL WORLD TRAINING SCHOOL SUMMER CAMP","BUSINESS","BASEBALL WORLD TRAINING SCHOOL SUMMER CAMP",,"YCYC.00646","YCYC","0646",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-21T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","88 NORTH AVE","WESTPORT","CT","068802721","2022-08-09T00:00:00.000"
"1059063","Batter Up Baseball Camp","BUSINESS","Batter Up Baseball Camp",,"YCYC.00050","YCYC","0050",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1994-07-07T00:00:00.000","2005-06-17T00:00:00.000","2006-06-16T00:00:00.000","43 North Anguilla Road","Pawcatuck","CT","06379","2012-04-03T00:00:00.000"
"1059064","BEACH PARK POINT ASSOCIATION SUMMER DAY CAMP","BUSINESS","BEACH PARK POINT ASSOCIATION SUMMER DAY CAMP",,"YCYC.00478","YCYC","0478",,"Youth Camp","INACTIVE","LAPSED","0","2001-06-18T00:00:00.000","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","HAMMOCK RD","CLINTON","CT","06413","2020-07-07T00:00:00.000"
"1059065","Bentley's Technique Camp","BUSINESS","Bentley's Technique Camp",,"YCYC.00518","YCYC","0518",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-25T00:00:00.000","2009-06-10T00:00:00.000","2010-06-09T00:00:00.000","120 Waldemere Avenue","Bridgeport","CT","06601","2012-04-03T00:00:00.000"
"1059066","Best Cheerleading Camp at the University of Connecticut","BUSINESS","Best Cheerleading Camp at the University of Connecticut",,"YCYC.00625","YCYC","0625",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-07-11T00:00:00.000","2004-07-01T00:00:00.000","2005-06-30T00:00:00.000","1 Bishop Circle","Storrs","CT",,"2012-04-03T00:00:00.000"
"1059067","Bill Pilat's Roanoke Lacrosse Camp","BUSINESS","Bill Pilat's Roanoke Lacrosse Camp",,"YCYC.00575","YCYC","0575",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-07-26T00:00:00.000","2002-07-26T00:00:00.000","2003-07-25T00:00:00.000","Old record. Street address not recorded.","Suffield","CT",,"2012-04-03T00:00:00.000"
"1059068","East Coast Soccer Academy","BUSINESS","East Coast Soccer Academy",,"YCYC.00505","YCYC","0505",,"Youth Camp","INACTIVE","LAPSED","0","2014-06-30T00:00:00.000","2015-07-01T00:00:00.000","2016-06-30T00:00:00.000","161 CROSS ST","MIDDLETOWN","CT","064593213","2016-07-13T00:00:00.000"
"1059069","SUMMER ADVENTURE","BUSINESS","SUMMER ADVENTURE",,"YCYC.00202","YCYC","0202",,"Youth Camp","ACTIVE","ACTIVE","1","1992-07-31T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","3685 BLACK ROCK TPKE","FAIRFIELD","CT","068257210","2022-07-27T00:00:00.000"
"1059070","CAMP SIMMONS","BUSINESS","CAMP SIMMONS",,"YCYC.00092","YCYC","0092",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-22T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","744 LAKE AVE","GREENWICH","CT","068303363","2022-02-22T00:00:00.000"
"1059071","BOYS & GIRLS CLUB OF GREENWICH","BUSINESS","BOYS & GIRLS CLUB OF GREENWICH",,"YCYC.00764","YCYC","0764",,"Youth Camp","ACTIVE","ACTIVE","1","2006-06-23T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","4 HORSENECK LN","GREENWICH","CT","068306327","2022-08-11T00:00:00.000"
"1059072","CUNO CAMP","BUSINESS","CUNO CAMP",,"YCYC.00004","YCYC","0004",,"Youth Camp","ACTIVE","ACTIVE","1","1990-04-09T00:00:00.000","2022-08-01T00:00:00.000","2023-07-31T00:00:00.000","1 BEAVER LAKE RD","MERIDEN","CT","064511902","2022-06-01T00:00:00.000"
"1059073","Boys & Girls Club of Southeastern CT Summer Camp","BUSINESS","Boys & Girls Club of Southeastern CT Summer Camp",,"YCYC.00662","YCYC","0662",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-06-24T00:00:00.000","2005-05-10T00:00:00.000","2006-05-09T00:00:00.000","160 Fishtown Road","Mystic","CT","06355","2012-04-03T00:00:00.000"
"1059074","BOYS AND GIRLS CLUBS OF HARTFORD SUMMER FUN CLUB","BUSINESS","BOYS AND GIRLS CLUBS OF HARTFORD SUMMER FUN CLUB",,"YCYC.00702","YCYC","0702",,"Youth Camp","ACTIVE","ACTIVE","1","2005-05-31T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","170 SIGOURNEY ST","HARTFORD","CT","061051908","2022-06-09T00:00:00.000"
"1059075","Boys & Girls Clubs of Hartford ""Summer Fun Club"" - The First Cathedral","BUSINESS","Boys & Girls Clubs of Hartford ""Summer Fun Club"" - The First Cathedral",,"YCYC.00810","YCYC","0810",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2007-06-21T00:00:00.000","2007-06-21T00:00:00.000","2008-06-20T00:00:00.000","1151 Blue Hills Avenue","Bloomfield","CT","06002","2013-01-24T00:00:00.000"
"1059076","BOYS AND GIRLS CLUBS OF HARTFORD","BUSINESS","BOYS AND GIRLS CLUBS OF HARTFORD",,"YCYC.00412","YCYC","0412",,"Youth Camp","ACTIVE","ACTIVE","1","1999-07-16T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","1 CHANDLER ST","HARTFORD","CT","061063770","2022-07-14T00:00:00.000"
"1059077","BOYS AND GIRLS CLUBS OF HARTFORD","BUSINESS","BOYS AND GIRLS CLUBS OF HARTFORD",,"YCYC.00413","YCYC","0413",,"Youth Camp","INACTIVE","LAPSED","0","1999-07-16T00:00:00.000","2016-07-01T00:00:00.000","2017-06-30T00:00:00.000","1 NAHUM DR","HARTFORD","CT","061122668","2017-07-07T00:00:00.000"
"1059078","BOYS AND GIRLS CLUBS OF HARTFORD","BUSINESS","BOYS AND GIRLS CLUBS OF HARTFORD",,"YCYC.00414","YCYC","0414",,"Youth Camp","ACTIVE","ACTIVE","1","1999-07-16T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","1500 BROAD ST","HARTFORD","CT","061063113","2022-06-09T00:00:00.000"
"1059079","SUMMER FUN PROGRAM","BUSINESS","SUMMER FUN PROGRAM",,"YCYC.00052","YCYC","0052",,"Youth Camp","ACTIVE","ACTIVE","1","1993-05-26T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","347 STILLWATER AVE","STAMFORD","CT","069023622","2022-07-27T00:00:00.000"
"1059081","BUCK'S ROCK CAMP","BUSINESS","BUCK'S ROCK CAMP",,"YCYC.00025","YCYC","0025",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-22T00:00:00.000","2022-03-21T00:00:00.000","2023-03-31T00:00:00.000","59 BUCKS ROCK RD","NEW MILFORD","CT","067765311","2022-09-09T00:00:00.000"
"1059082","Bulldog Instructional Football Camp LLC","BUSINESS","Bulldog Instructional Football Camp LLC",,"YCYC.00365","YCYC","0365",,"Youth Camp","PENDING","PENDING APPLICATION","0","1999-06-18T00:00:00.000",,,"Derby Avenue","New Haven","CT","06520","2021-05-18T00:00:00.000"
"1059083","BURNING TREE COUNTRY CLUB SUMMER DAY PROGRAM","BUSINESS","BURNING TREE COUNTRY CLUB SUMMER DAY PROGRAM",,"YCYC.00544","YCYC","0544",,"Youth Camp","ACTIVE","ACTIVE","1","2002-06-21T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","120 PERKINS RD","GREENWICH","CT","068303511","2022-07-06T00:00:00.000"
"1059084","CAMP BETHEL","BUSINESS","CAMP BETHEL",,"YCYC.00328","YCYC","0328",,"Youth Camp","INACTIVE","LAPSED","0","1990-04-09T00:00:00.000","2019-08-01T00:00:00.000","2020-07-31T00:00:00.000","124 CAMP BETHEL RD","HADDAM","CT","064381343","2020-08-07T00:00:00.000"
"1059085","CAMP CLAIRE","BUSINESS","CAMP CLAIRE",,"YCYC.00027","YCYC","0027",,"Youth Camp","ACTIVE","ACTIVE","1","1990-07-06T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","15 OAKLAND AVE","LYME","CT","063713427","2022-05-25T00:00:00.000"
"1059086","HARTFORD'S CAMP COURANT","BUSINESS","HARTFORD'S CAMP COURANT",,"YCYC.00105","YCYC","0105",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-21T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","96 BATTERSON PARK RD","FARMINGTON","CT","060322580","2022-06-01T00:00:00.000"
"1059087","CAMP HAZEN YMCA","BUSINESS","CAMP HAZEN YMCA",,"YCYC.00158","YCYC","0158",,"Youth Camp","ACTIVE","ACTIVE","1","1989-07-01T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","204 W MAIN ST","CHESTER","CT","064121013","2022-07-27T00:00:00.000"
"1059088","CAMP HORIZONS","BUSINESS","CAMP HORIZONS",,"YCYC.00015","YCYC","0015",,"Youth Camp","ACTIVE","ACTIVE","1","1990-04-10T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","127 BABCOCK HILL RD","SOUTH WINDHAM","CT","062661137","2022-08-01T00:00:00.000"
