"license_num","dba_indicator","business_name","business_address","note","city","state","zip_code","license_expiration","license_type","geocoded_column"
"O6391",,"SANTANDER AUTO LEASE TITLING LTD","1601 ELM ST STE 800",,"DALLAS","TX","75201-7260","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-96.798002 32.781695)"
"O0679",,"ONEILLS CHEV BUICK INC","5 W MAIN ST",,"AVON","CT","06001","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.830941 41.809788)"
"N2488","DBA","DEVAN CHEVROLET BUICK OF WILTON","190 DANBURY RD",,"WILTON","CT","06897-4002","2024-06-30T00:00:00.000","NEW DEALER","POINT (-73.420387 41.184885)"
"U4437",,"RONS AUTOMOTIVE CENTER INC","22 THOMASTON RD",,"LITCHFIELD","CT","06759-2910","2024-06-30T00:00:00.000","USED DEALER","POINT (-73.116916 41.766692)"
"U7422","DBA","DBA CITY LIGHTS AUTO SALES","185 GRAND AVE",,"NEW HAVEN","CT","06513-3940","2024-07-31T00:00:00.000","USED DEALER","POINT (-72.894635 41.309059)"
"U0674",,"EDDIES BRADLEY AUTOBODY & SALES INC","42 KING SPRING RD",,"WINDSOR LOCKS","CT","06096-1137","2023-11-30T00:00:00.000","USED DEALER","POINT (-72.666933 41.945316)"
"U8390","DBA","DBA SWANSON AUTOMOTIVE","434 SHORT BEACH RD",,"EAST HAVEN","CT","06512-3821","2023-04-30T00:00:00.000","USED DEALER","POINT (-72.869824 41.265094)"
"U5348",,"HACKERS TRUCK AND EQUIPMENT REPAIR INC","225 OAKWOOD DR",,"GLASTONBURY","CT","06033-2433","2023-07-31T00:00:00.000","USED DEALER","POINT (-72.579369 41.711341)"
"R5643",,"MONRO MUFFLER BRAKE INC","201 AMITY RD",,"WOODBRIDGE","CT","06525-2204","2024-07-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.981888 41.340406)"
"U6590",,"NAE INC","2 LEE MAC AVE. BUILDING B",,"DANBURY","CT","06810","2022-10-31T00:00:00.000","USED DEALER","POINT (-73.433593 41.390696)"
"R7143","DBA","SCHALLER AUTO BODY","55 56 VETERANS DR",,"NEW BRITAIN","CT","06051","2023-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.770506 41.650858)"
"U4847",,"MAURATI AUTO BODY INC","998 BRIDGEPORT AVE",,"MILFORD","CT","06460-3143","2022-11-30T00:00:00.000","USED DEALER","POINT (-73.071766 41.215672)"
"U4798",,"JIMS MACHINE SHOP INC","475 SCHOOL ST",,"PUTNAM","CT","06260","2024-09-30T00:00:00.000","USED DEALER","POINT (-71.894337 41.924467)"
"R1824",,"FESTIS OIL SERVICE INC","101 EAST ST",,"STAFFORD SPRINGS","CT","06076-0094","2022-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.29274 41.96798)"
"U6196",,"FAIRFIELD AUTO UPHOLSTERY INC","462 COMMERCE DR",,"FAIRFIELD","CT","06825-5542","2024-05-31T00:00:00.000","USED DEALER","POINT (-73.231055 41.16496)"
"M0536",,"FERRARI NORTH AMERICA INC","250 SYLVAN AVE",,"ENGLEWOOD CLIFFS","NJ","07632","2024-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-73.954762 40.871582)"
"U7639",,"GARYS REPAIR AND SALES LLC","19 CHARTER AVE",,"STAFFORD SPRINGS","CT","06076-1308","2024-04-30T00:00:00.000","USED DEALER","POINT (-72.32601 41.954735)"
"M0960",,"GRAND DESIGN RV LLC","1333 COUNTY RD 2",,"MIDDLEBURY","IN","46540","2024-06-30T00:00:00.000","MANUFACTURER LICENSE",
"U5452",,"DIAMOND SPARKLE CAR WASH LLC","44 AMSTON RD",,"COLCHESTER","CT","06415-1045","2024-03-31T00:00:00.000","USED DEALER","POINT (-72.336458 41.579485)"
"U0364",,"IKES AUTO BODY INC","426 GOSHEN RD",,"TORRINGTON","CT","06790","2024-02-29T00:00:00.000","USED DEALER","POINT (-73.155333 41.821234)"
"R6154","DBA","A.O.K. AUTO REPAIR","338 NORWICH AVE",,"TAFTVILLE","CT","06280","2024-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.047868 41.561734)"
"J2589",,"DADDIOS AUTO PARTS INC","728 DERBY AVE","BOX 905","SEYMOUR","CT","06483","2024-04-30T00:00:00.000","RECYCLER","POINT (-73.089119 41.367193)"
"J2532",,"CORONAS AUTO PARTS INC","608 WETHERSFIELD AVE",,"HARTFORD","CT","06114-1967","2024-04-30T00:00:00.000","RECYCLER","POINT (-72.671622 41.739227)"
"O0064","DBA","ENTERPRISE RENT-A-CAR","8 ELLA GRASSO TPKE",,"WINDSOR LOCKS","CT","06096-1015","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.673899 41.916493)"
"R6792",,"SMALL TOWN AUTO REPAIR LLC","8 BRIDGE ST",,"EAST WINDSOR","CT","06088","2023-07-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.621013 41.929074)"
"R5273",,"GREENWICH AUTOMOTIVE ENTERPRISES LT","450 464 W PUTNAM AVE",,"GREENWICH","CT","06830","2023-11-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.643101 41.01995)"
"O5929",,"BMW FINANCIAL SERVICES NA LLC","5550 BRITTON PKWY",,"HILLARD","OH","43026","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-83.13739 40.067667)"
"N2184","DBA","TOP OF THE HILL RV","1623 WOLCOTT RD",,"WOLCOTT","CT","06716-1326","2023-04-30T00:00:00.000","NEW DEALER","POINT (-72.963275 41.633858)"
"U7982",,"SALEM AUTO LLC","468 OLD COLCHESTER RD",,"SALEM","CT","06420-3705","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.250049 41.512393)"
"U2312","DBA","SIBYLLE M ROGALLA","1 CRYSTAL LAKE RD AND","94 STAFFORD RD","ELLINGTON","CT","06029","2022-10-31T00:00:00.000","USED DEALER","POINT (-72.38433 41.929332)"
"U8537",,"CHARLIES AUTO SALES AND SERVICE LLC","1068B MAIN ST",,"WILLIMANTIC","CT","06226","2023-09-30T00:00:00.000","USED DEALER","POINT (-72.220598 41.71325)"
"R1034",,"GREENTREE MOTORS OF DANBURY INC","45 COMMERCE RD",,"BROOKFIELD","CT","06804","2023-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.394168 41.453457)"
"O6358",,"FIRST CITIZENS BANK & TRUST COMPANY","4300 SIX FORKS RD FCC22",,"RALEIGH","NC","27609","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-78.641923 35.838829)"
"R7446",,"ROLLING MOTORS LLC","250 PORTER ST #94",,"WATERTOWN","CT","06795","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-73.111624 41.605541)"
"R7714","DBA","DBA PRUVEN PERFORMANCE","306R BOSTON POST RD",,"MILFORD","CT","06460-2527","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-73.072042 41.224039)"
"U5158",,"DAY GARAGE TRUCK AND EQUIPMENT SALE","56 MASCOLO RD",,"SOUTH WINDSOR","CT","06074-3312","2024-07-31T00:00:00.000","USED DEALER","POINT (-72.610323 41.825032)"
"U0781","DBA","KOWALKOWSKI EDWARD","86 TAYLOR ST",,"DANBURY","CT","06810-6923","2023-10-31T00:00:00.000","USED DEALER","POINT (-73.439033 41.39637)"
"R7512","DBA","DBA MIDAS ENFIELD","5 PALOMBA DRIVE",,"ENFIELD","CT","06082","2023-08-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.574049 41.99785)"
"R5364",,"GILL PETROLEUM CORP","375 BOSTON AVE",,"BRIDGEPORT","CT","06610-1701","2024-06-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.183478 41.20022)"
"J4149",,"PETER B CURA AND SONS INC","1460 ECHO LAKE RD",,"WATERTOWN","CT","06795-1634","2024-04-30T00:00:00.000","RECYCLER","POINT (-73.068282 41.609779)"
"R7583","DBA","DBA PEP BOYS AUTO SERVICE & TIRE","2400 GOLD STAR HWY",,"MYSTIC","CT","06355-1132","2022-09-30T00:00:00.000","GENERAL REPAIRER","POINT (-71.988776 41.3897)"
"U8394",,"CENTRAL A/S LLC","179 S MAIN ST",,"EAST WINDSOR","CT","06088-9702","2024-05-31T00:00:00.000","USED DEALER","POINT (-72.607478 41.885669)"
"U8374",,"CONTINENTAL GARAGE INC","748 N COLONY RD",,"WALLINGFORD","CT","06492-2475","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.814172 41.473959)"
"U8730",,"BERLIN AUTO SALES LLC","1631 BERLIN TPKE",,"BERLIN","CT","06037-3678","2023-07-31T00:00:00.000","USED DEALER","POINT (-72.749903 41.606748)"
"U8603",,"J'S AUTO SALES AND REPAIR LLC","866 W MAIN ST",,"NEW BRITAIN","CT","06053-3431","2024-06-30T00:00:00.000","USED DEALER","POINT (-72.811851 41.667432)"
"R5988",,"RUSTY BUG RESTORATION","10 CRESTWAY",,"HAMDEN","CT","06514-1141","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.918622 41.400203)"
"U5575","DBA","BLAIR J. BINGE","5 BARTON HILL RD",,"EAST HAMPTON","CT","06424","2022-11-30T00:00:00.000","USED DEALER","POINT (-72.503913 41.574925)"
"U4903",,"CARS FOR LESS SALES AND SERVICE INC","108 RAINBOW RD",,"EAST GRANBY","CT","06026-9764","2023-03-31T00:00:00.000","USED DEALER","POINT (-72.713138 41.932659)"
"U5027",,"MAIN STREET TRANSMISSION AND REPAIRS INC","331 MAIN ST",,"MANCHESTER","CT","06040-4127","2023-10-31T00:00:00.000","USED DEALER","POINT (-72.522445 41.781817)"
"U7815",,"MANCHESTER AUTO SALES LLC","270 HARTFORD RD",,"MANCHESTER","CT","06040-5824","2023-08-31T00:00:00.000","USED DEALER","POINT (-72.532991 41.765233)"
"U1090","DBA","LAGANGA THOMAS W","612 S MAIN ST",,"TORRINGTON","CT","06790-6920","2023-07-31T00:00:00.000","USED DEALER","POINT (-73.118232 41.788135)"
"N0676","DBA","DBA THE M.J. SULLIVAN AUTOMOTIVE CORNER","452 BROAD ST",,"NEW LONDON","CT","06320-2546","2024-08-31T00:00:00.000","NEW DEALER","POINT (-72.117049 41.364149)"
"U7527",,"ARROYO AUTOBODY LLC","1546A JOHN FITCH BLVD",,"SOUTH WINDSOR","CT","06074","2023-05-31T00:00:00.000","USED DEALER","POINT (-72.599345 41.849482)"
"U8257",,"AFFORDABLE AUTO CARE LLC","154 NORWICH AVE",,"TAFTVILLE","CT","06380","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.050139 41.556135)"
"U1750",,"SPARAGOS ATLANTIC SERVICE INC","113 117 QUINNIPIAC AVE",,"NORTH HAVEN","CT","06473","2023-02-28T00:00:00.000","USED DEALER","POINT (-72.863863 41.34281)"
"U5689","DBA","MODERN TIRE AND AUTO SERVICE","514 W MAIN ST",,"CHESHIRE","CT","06410-2420","2023-08-31T00:00:00.000","USED DEALER","POINT (-72.913355 41.507936)"
"R5976",,"A AND F MOHEGAN INC","101 MOHEGAN RD",,"SHELTON","CT","06484-2465","2022-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.178395 41.304249)"
"U6261",,"P AND T GARAGE LLC","52 MAIN ST",,"TERRYVILLE","CT","06786","2022-11-30T00:00:00.000","USED DEALER","POINT (-73.000895 41.679095)"
"M0619",,"POLARIS SALES INC","2100 HIGHWAY 55",,"MEDINA","MN","55340-9770","2024-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-93.576893 45.054922)"
"N2635",,"TASCA AUTOMOTIVE GROUP CT EAST INC","250 WEBSTER SQUARE RD",,"BERLIN","CT","06037-2353","2024-01-31T00:00:00.000","NEW DEALER","POINT (-72.743172 41.631404)"
"M0891",,"NOVAE CORPORATION","ONE NOVAE PARKWAY",,"MARKLE","IN","46770","2024-06-30T00:00:00.000","MANUFACTURER LICENSE",
"U5759",,"BOULEVARD MOTORS LLC","198 - 200 -   ELLA GRASSO BLVD",,"NEW HAVEN","CT","06519","2023-12-31T00:00:00.000","USED DEALER","POINT (-72.937044 41.287107)"
"O6230",,"WELLS FARGO VENDOR FINANCIAL SERVICES LLC","5000 RIVERSIDE DR  SUITE 300  E",,"IRVING","TX","75039","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-96.929407 32.859466)"
"U7674","DBA","SHIRLEY CORBO-DAGASTINO","21 CENTRAL GRAND AVE","UNIT 11","WALLINGFORD","CT","06492","2023-02-28T00:00:00.000","USED DEALER","POINT (-72.821573 41.469573)"
"U4251",,"RICHS CITGO III","116 MAIN ST",,"KENSINGTON","CT","06037-2639","2024-07-31T00:00:00.000","USED DEALER","POINT (-72.775138 41.631024)"
"R4805",,"ADAMCZYK ENTERPRISES INC","3 PALOMBA DR",,"ENFIELD","CT","06082-3823","2024-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.574086 41.997916)"
"R6875",,"ONEILLS MEADOW STREET AUTOMOTIVE LL","184 KUKAS LN",,"WATERBURY","CT","06705-2629","2022-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.005045 41.537309)"
"U6830","DBA","MIROSLAW LESZCZNSKI","907 MAPLE AVE",,"HARTFORD","CT","06114","2024-06-30T00:00:00.000","USED DEALER","POINT (-72.686947 41.734836)"
"O5897",,"EWALD FLEET SOLUTIONS LLC","1720 PARAMOUNT DR",,"WAUKESHA","WI","53186","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-88.198207 43.025436)"
"R5315",,"GEORGES GARAGE","21 2 MARTHA LN","UNITS 14 AND 15","GAYLORDSVILLE","CT","06755","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-73.483111 41.64068)"
"U7847",,"J AND M AUTOMOTIVE SALES AND SERVICE LLC","756 -774 NEW HAVEN RD",,"NAUGATUCK","CT","06770-5706","2024-01-31T00:00:00.000","USED DEALER","POINT (-73.043538 41.475214)"
"U8592",,"EFFECIENT AUTO LLC","45 NEWFIELD AVE",,"HARTFORD","CT","06106-3925","2024-04-30T00:00:00.000","USED DEALER","POINT (-72.713193 41.733294)"
"U7442",,"SPRING STREET AUTO LLC","56-64 SPRING ST",,"WEST HAVEN","CT","06516","2022-09-30T00:00:00.000","USED DEALER","POINT (-72.949829 41.28713)"
"R6128",,"FRANK CORZO AUTO BODY","79 LIBERTY ST",,"STAMFORD","CT","06902","2024-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.554085 41.050881)"
"U7970",,"J AND J CAR CARE CENTER INC","1590 POST RD E",,"WESTPORT","CT","06880-5603","2022-12-31T00:00:00.000","USED DEALER","POINT (-73.308415 41.138523)"
"O6327",,"SECOND STREET LEASING LLC","315 RIGGS ST STE 7 BLDG B",,"OXFORD","CT","06478-1176","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.114223 41.466089)"
"U0563",,"VILLAGE VETTES INC","1123 MAIN ST",,"SOUTH GLASTONBURY","CT","06073-2111","2023-12-31T00:00:00.000","USED DEALER","POINT (-72.599176 41.673735)"
"R7698",,"B AND T AUTO LLC","609 LONG HILL RD",,"GROTON","CT","06340-4138","2024-09-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.057458 41.35123)"
"O6332",,"GEORGETOWN SUBARU INC.","10 TINDALL AVE",,"NORWALK","CT","06851-3509","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.423142 41.125849)"
"U1575",,"HP FOREIGN AND SPORTS CAR SPC INC","311 WASHINGTON ST",,"HARTFORD","CT","06106","2023-03-31T00:00:00.000","USED DEALER","POINT (-72.682927 41.752562)"
"U1316",,"PERRY MOTORS INC","4 CENTER ST",,"SCOTLAND","CT","06264","2023-06-30T00:00:00.000","USED DEALER","POINT (-72.081664 41.6982)"
"R6579",,"POPS EXHAUST LLC","53 SLATER ST",,"MANCHESTER","CT","06040","2022-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.534331 41.805022)"
"U6782",,"CENTURY AUTO SERVICES LLC","940 CROMWELL AVE",,"ROCKY HILL","CT","06067-3004","2024-03-31T00:00:00.000","USED DEALER","POINT (-72.677808 41.645614)"
"U8746","DBA","DBA WAYNE'S TOWNLINE SERVICE","1262 QUEEN ST",,"SOUTHINGTON","CT","06489-1236","2023-09-30T00:00:00.000","USED DEALER","POINT (-72.870673 41.650443)"
"U7256",,"WESTLUND AUTO SALES LLC","221-225-227 EVERGREEN ST",,"BRIDGEPORT","CT","06606","2023-04-30T00:00:00.000","USED DEALER","POINT (-73.190815 41.197983)"
"R5876",,"NEW ERA AUTOMOTIVE","385A SOUTH LEONARD STREET",,"WATERBURY","CT","06708","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-73.043191 41.534979)"
"U8888",,"PERFORMANCE PLUS DIESEL & AUTO REPAIR LLC","559 MAIN ST",,"PLYMOUTH","CT","06782-2208","2023-06-30T00:00:00.000","USED DEALER","POINT (-73.041472 41.674224)"
"R6824",,"NEW COUNTRY MOTOR CARS OF WESTPORT","80 KINGS HIGHWAY CUTOFF",,"FAIRFIELD","CT","06824-5302","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-73.236649 41.163619)"
"U6174",,"BOB AUDETTE INC","1095 N MAIN ST",,"DAYVILLE","CT","06241","2024-04-30T00:00:00.000","USED DEALER","POINT (-71.876671 41.84112)"
"O6392",,"CARS BY DEVANE GILL AND COMPANY LLC","2065 MAIN ST",,"BRIDGEPORT","CT","06604-2721","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.196748 41.191388)"
"U7211",,"OXFORD AUTOMOTIVE LLC","150 CHRISTIAN ST",,"OXFORD","CT","06478-1221","2022-12-31T00:00:00.000","USED DEALER","POINT (-73.137267 41.463149)"
"J4053",,"CHICKS AUTO PARTS INC","CENTRAL GRAND AVE",,"WALLINGFORD","CT","06492","2024-04-30T00:00:00.000","RECYCLER",
"U4505","DBA","TODD K ANDERSON","31 BRIDGEPORT AVE",,"SHELTON","CT","06484-3254","2024-05-31T00:00:00.000","USED DEALER","POINT (-73.096483 41.313049)"
"R6148",,"EUROPEAN AUTO CENTER REPAIR INC","539 WEST AVE",,"NORWALK","CT","06850-4004","2024-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.415978 41.112704)"
"U8596",,"FAUSTOS AUTO BODY AND REPAIRS LLC","12 BRIDGE ST",,"NEW MILFORD","CT","06776-3528","2024-05-31T00:00:00.000","USED DEALER","POINT (-73.414024 41.575519)"
"U7406",,"DANBYS SERVICE STATION INC","41 HIGH ST",,"MERIDEN","CT","06450","2024-09-30T00:00:00.000","USED DEALER","POINT (-72.794558 41.533253)"
"U7299",,"UNIVERSAL MOTORS LLC","1036 W MAIN ST",,"NEW BRITAIN","CT","06053","2023-08-31T00:00:00.000","USED DEALER","POINT (-72.81819 41.668348)"
"R6074",,"MONRO MUFFLER BRAKE INC.","431 MAIN ST",,"EAST HARTFORD","CT","06118-1402","2023-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.63998 41.751885)"
"U4368",,"D AND S AUTO BODY","121 RTE 6",,"COLUMBIA","CT","06237","2024-06-30T00:00:00.000","USED DEALER","POINT (-72.307844 41.724986)"
"R0754","DBA","COMPO SERVICE CENTER","485 POST RD E",,"WESTPORT","CT","06880-4435","2023-08-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.348735 41.139803)"
"N2324",,"ED BOLLES ENT INC","121A W STAFFORD RD",,"STAFFORD SPRINGS","CT","06076","2024-07-31T00:00:00.000","NEW DEALER","POINT (-72.339686 41.970501)"
"N2097",,"DAVES RV CENTER","2 INDUSTRIAL PLAZA RD",,"DANBURY","CT","06810-4142","2024-03-31T00:00:00.000","NEW DEALER","POINT (-73.412088 41.411385)"
"J4174",,"SMM NEW ENGLAND CORPORATION","808 WASHINGTON AVE",,"NEW HAVEN","CT","06519-1825","2024-04-30T00:00:00.000","RECYCLER","POINT (-72.942532 41.290407)"
"R7502",,"NEWFIELD SERVICE LLC","62 CAMP AVE",,"STAMFORD","CT","06907","2024-01-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.516319 41.095444)"
"U2189",,"JOHNS AUTO CENTER INC","161 CONNECTICUT AVE",,"NORWALK","CT","06854","2022-10-31T00:00:00.000","USED DEALER","POINT (-73.430768 41.104641)"
"N2441",,"CARTWRIGHT AUTO LLC","96 LATHROP RD",,"PLAINFIELD","CT","06374-2034","2024-04-30T00:00:00.000","NEW DEALER","POINT (-71.911526 41.661644)"
"N2761","DBA","DBA ALLEGIANCE TRUCKS","1001 WORDIN AVE",,"BRIDGEPORT","CT","06605-2429","2023-02-28T00:00:00.000","NEW DEALER","POINT (-73.214145 41.163315)"
"O6339",,"DOERING LEASING CO","15300 W CAPITOL DRIVE",,"BROOKFIELD","WI","53005","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-88.10274 43.08976)"
"U8171",,"PRESTIGE AUTO SERVICE LLC","749 S MAIN ST",,"SEYMOUR","CT","06438","2024-05-31T00:00:00.000","USED DEALER","POINT (-73.082775 41.367262)"
"U4909",,"MUTUAL MOTORS OF DANBURY LLC","17 MILL PLAIN RD",,"DANBURY","CT","06811","2023-03-31T00:00:00.000","USED DEALER","POINT (-73.495291 41.388082)"
"O6288",,"R J SHORE AUTOMOTIVE LLC","82 SHORE DR",,"BRANFORD","CT","06405-4823","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.84934 41.258149)"
"O6213",,"MCDONNELL LEASING CORP","378 DANBURY RD",,"WILTON","CT","06897","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.430994 41.207984)"
"U7976",,"COUNTY LINE CARRIAGE INC","2160 STRAITS TPKE",,"MIDDLEBURY","CT","06762-1812","2022-12-31T00:00:00.000","USED DEALER","POINT (-73.098017 41.567115)"
"O1753",,"GE CF TRUST","901 MAIN AVE",,"NORWALK","CT","06851","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.422719 41.156567)"
"N2249",,"MAC MOTORS INC","158 WESTON ST, AND 135 WEST SERVICE ROAD",,"HARTFORD","CT","06120","2024-03-31T00:00:00.000","NEW DEALER",
"J2553",,"DELLS AUTO WRECKNG INC","16  PLUMTREES RD",,"DANBURY","CT","06810","2024-04-30T00:00:00.000","RECYCLER","POINT (-73.414755 41.400177)"
"U1521",,"KURTS AUTOMOTIVE","1570 1574 DIXWELL AVE",,"HAMDEN","CT","06514","2023-04-30T00:00:00.000","USED DEALER","POINT (-72.928736 41.355177)"
"R7080",,"SOUNDVIEW NORTH SERVICENTER INC","35 ARCADIA RD",,"OLD GREENWICH","CT","06870","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-73.566684 41.032171)"
"J2550","DBA","TOMS FOREIGN AUTO PRTS","35 S 5TH ST",,"WATERBURY","CT","06708-4202","2024-04-30T00:00:00.000","RECYCLER","POINT (-73.04243 41.540664)"
"U7219","DBA","DBA CARMAX","121 FRONTAGE RD",,"EAST HAVEN","CT","06512-2110","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.884361 41.287994)"
"N2739",,"VACHON CHEVROLET INC","139 POMFRET ST",,"PUTNAM","CT","06260-1803","2024-01-31T00:00:00.000","NEW DEALER","POINT (-71.914844 41.91318)"
"U8350",,"MORIN DIESEL LLC","1587 PORTLAND COBALT RD",,"PORTLAND","CT","06480-1755","2023-05-31T00:00:00.000","USED DEALER","POINT (-72.582801 41.561334)"
"U8860",,"A1 AUTO AND TOWING LLC","592 PROSPECT ST",,"NAUGATUCK","CT","06770-3120","2023-02-28T00:00:00.000","USED DEALER","POINT (-73.027493 41.505713)"
"R6131","DBA","STEVEN J ALFANO","111 ERNA AVE",,"MILFORD","CT","06460","2024-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.078554 41.219277)"
"U8670",,"J C AUTO SALES AND SERVICE  LLC","946 NOBLE AVE",,"BRIDGEPORT","CT","06608-1019","2023-01-31T00:00:00.000","USED DEALER","POINT (-73.183817 41.19454)"
"U4377","DBA","DBA JOHN VISCUSO","1091 DIXWELL AVE",,"HAMDEN","CT","06514","2024-06-30T00:00:00.000","USED DEALER","POINT (-72.934652 41.343056)"
"R7605",,"BERGEN DIESEL LLC","157 MILL ST",,"MIDDLETOWN","CT","06457-3767","2024-08-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.640402 41.548326)"
"U8178",,"COLONY STREET AUTOBODY AND  SALES LLC","341 COLONY ST",,"MERIDEN","CT","06451-2051","2024-06-30T00:00:00.000","USED DEALER","POINT (-72.795697 41.545896)"
"O1417",,"MIDDLETOWN TOYOTA RENTAL","634 NEWFIELD ST",,"MIDDLETOWN","CT","06457-1820","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.672159 41.576288)"
"U0682",,"HR ENQUIST INC","768 DERBY AVE",,"SEYMOUR","CT","06483-2412","2023-11-30T00:00:00.000","USED DEALER","POINT (-73.09087 41.365173)"
"N0344",,"FELIX F CALLARI INC","138 142 LEDGE RD",,"DARIEN","CT","06820","2023-02-28T00:00:00.000","NEW DEALER","POINT (-73.476779 41.072444)"
