"township","gender","count"
"Ledyard","F","1745"
"Ledyard","M","1429"
"Lisbon","F","562"
"Lisbon","M","486"
"Litchfield","F","933"
"Litchfield","M","786"
"Lyme","F","172"
"Lyme","M","136"
"Madison","F","1146"
"Madison","M","930"
"Manchester","F","12725"
"Manchester","M","10663"
"Mansfield","F","1369"
"Mansfield","M","1051"
"Marlborough","F","529"
"Marlborough","M","417"
"Meriden","F","16805"
"Meriden","M","14185"
"Middlebury","F","676"
"Middlebury","M","479"
"Middlefield","F","397"
"Middlefield","M","372"
"Middletown","F","9261"
"Middletown","M","7978"
"Milford","F","5981"
"Milford","M","4935"
"Monroe","F","1504"
"Monroe","M","1244"
"Montville","F","2903"
"Montville","M","2492"
"Morris","F","281"
"Morris","M","256"
"Naugatuck","F","6685"
"Naugatuck","M","5269"
"New Britain","F","26269"
"New Britain","M","22820"
"New Canaan","F","814"
"New Canaan","M","598"
"New Fairfield","F","1046"
"New Fairfield","M","945"
"New Hartford","F","584"
"New Hartford","M","583"
"New Haven","F","40782"
"New Haven","M","36924"
"New London","F","8939"
"New London","M","7654"
"New Milford","F","3781"
"New Milford","M","3087"
"Newington","F","4165"
"Newington","M","3231"
"Newtown","F","1963"
"Newtown","M","1698"
"Norfolk","F","191"
"Norfolk","M","179"
"North Branford","F","1380"
"North Branford","M","1066"
"North Canaan","F","119"
"North Canaan","M","100"
"North Haven","F","2579"
"North Haven","M","2170"
"North Stonington","F","549"
"North Stonington","M","500"
"Norwalk","F","15128"
"Norwalk","M","12232"
"Norwich","F","11891"
"Norwich","M","10351"
"Old Lyme","F","645"
"Old Lyme","M","537"
"Old Saybrook","F","1178"
"Old Saybrook","M","911"
"Orange","F","1072"
"Orange","M","941"
"Out of State","F","2689"
"Out of State","M","1983"
"Oxford","F","998"
"Oxford","M","788"
"Plainfield","F","3610"
"Plainfield","M","2831"
"Plainville","F","2860"
"Plainville","M","2385"
"Plymouth","F","2004"
"Plymouth","M","1679"
"Pomfret","F","419"
"Pomfret","M","364"
"Portland","F","1194"
"Portland","M","944"
"Preston","F","594"
"Preston","M","470"
"Prospect","F","916"
"Prospect","M","715"
"Putnam","F","2470"
"Putnam","M","1942"
"Redding","F","462"
"Redding","M","396"
"Ridgefield","F","1196"
"Ridgefield","M","978"
"Rocky Hill","F","2022"
"Rocky Hill","M","1781"
"Roxbury","F","165"
"Roxbury","M","149"
"Salem","F","400"
"Salem","M","347"
"Salisbury","F","398"
"Salisbury","M","305"
"Scotland","F","83"
"Scotland","M","98"
"Seymour","F","2584"
"Seymour","M","2054"
"Sharon","F","299"
"Sharon","M","345"
"Shelton","F","4932"
"Shelton","M","3937"
"Sherman","F","252"
"Sherman","M","229"
"Simsbury","F","1597"
"Simsbury","M","1325"
"Somers","F","804"
"Somers","M","717"
"South Windsor","F","2326"
"South Windsor","M","1834"
"Southbury","F","1794"
"Southbury","M","1369"
"Southington","F","4936"
"Southington","M","3881"
"Sprague","F","682"
"Sprague","M","597"
"Stafford","F","1846"
"Stafford","M","1494"
"Stamford","F","20948"
"Stamford","M","17297"
"Sterling","F","637"
"Sterling","M","508"
"Stonington","F","3070"
"Stonington","M","2407"
"Stratford","F","9368"
"Stratford","M","7576"
"Suffield","F","1139"
"Suffield","M","857"
"Thomaston","F","1098"
"Thomaston","M","880"
"Thompson","F","1377"
"Thompson","M","1202"
"Tolland","F","1071"
"Tolland","M","846"
"Torrington","F","8382"
"Torrington","M","7465"
"Trumbull","F","3213"
"Trumbull","M","2671"
"Union","F","51"
"Union","M","50"
"Unknown","F","22"
"Unknown","M","25"
"Vernon","F","5974"
"Vernon","M","4601"
"Voluntown","F","368"
"Voluntown","M","281"
"Wallingford","F","5855"
"Wallingford","M","4519"
"Warren","F","119"
"Warren","M","90"
"Washington","F","349"
"Washington","M","272"
"Waterbury","F","41590"
"Waterbury","M","37389"
"Waterford","F","2600"
"Waterford","M","1969"
"Watertown","F","2974"
"Watertown","M","2416"
"West Hartford","F","7259"
"West Hartford","M","5761"
"West Haven","F","12952"
"West Haven","M","11018"
"Westbrook","F","902"
"Westbrook","M","733"
"Weston","F","400"
"Weston","M","342"
"Westport","F","1287"
"Westport","M","1100"
"Wethersfield","F","3340"
"Wethersfield","M","2686"
"Willington","F","601"
"Willington","M","594"
"Wilton","F","1044"
"Wilton","M","710"
"Winchester","F","2386"
"Winchester","M","2050"
"Windham","F","7563"
"Windham","M","6512"
"Windsor Locks","F","2180"
"Windsor Locks","M","1683"
"Windsor","F","5223"
"Windsor","M","4968"
"Wolcott","F","2113"
"Wolcott","M","1731"
"Woodbridge","F","643"
"Woodbridge","M","575"
"Woodbury","F","945"
"Woodbury","M","732"
"Woodstock","F","817"
"Woodstock","M","673"
