"township","age_group","age","count"
"Thompson","3","Ages 5-17","618"
"Thompson","4","Ages 18-64","1469"
"Thompson","5","Ages 65 and older","418"
"Tolland","1","Under 1 year old","20"
"Tolland","2","Ages 1-4","109"
"Tolland","3","Ages 5-17","439"
"Tolland","4","Ages 18-64","1028"
"Tolland","5","Ages 65 and older","368"
"Torrington","1","Under 1 year old","280"
"Torrington","2","Ages 1-4","1140"
"Torrington","3","Ages 5-17","3189"
"Torrington","4","Ages 18-64","8902"
"Torrington","5","Ages 65 and older","2217"
"Trumbull","1","Under 1 year old","78"
"Trumbull","2","Ages 1-4","263"
"Trumbull","3","Ages 5-17","1227"
"Trumbull","4","Ages 18-64","2859"
"Trumbull","5","Ages 65 and older","1243"
"Union","2","Ages 1-4","6"
"Union","3","Ages 5-17","17"
"Union","4","Ages 18-64","59"
"Union","5","Ages 65 and older","12"
"Unknown","2","Ages 1-4","17"
"Unknown","3","Ages 5-17","48"
"Unknown","4","Ages 18-64","139"
"Unknown","5","Ages 65 and older","0"
"Vernon","1","Under 1 year old","211"
"Vernon","2","Ages 1-4","789"
"Vernon","3","Ages 5-17","2234"
"Vernon","4","Ages 18-64","5827"
"Vernon","5","Ages 65 and older","1483"
"Voluntown","1","Under 1 year old","9"
"Voluntown","2","Ages 1-4","41"
"Voluntown","3","Ages 5-17","176"
"Voluntown","4","Ages 18-64","404"
"Voluntown","5","Ages 65 and older","81"
"Wallingford","1","Under 1 year old","190"
"Wallingford","2","Ages 1-4","631"
"Wallingford","3","Ages 5-17","2133"
"Wallingford","4","Ages 18-64","5380"
"Wallingford","5","Ages 65 and older","2114"
"Warren","1","Under 1 year old","8"
"Warren","2","Ages 1-4","12"
"Warren","3","Ages 5-17","46"
"Warren","4","Ages 18-64","126"
"Warren","5","Ages 65 and older","27"
"Washington","1","Under 1 year old","8"
"Washington","2","Ages 1-4","33"
"Washington","3","Ages 5-17","146"
"Washington","4","Ages 18-64","361"
"Washington","5","Ages 65 and older","81"
"Waterbury","1","Under 1 year old","1762"
"Waterbury","2","Ages 1-4","6268"
"Waterbury","3","Ages 5-17","18377"
"Waterbury","4","Ages 18-64","43901"
"Waterbury","5","Ages 65 and older","7189"
"Waterford","1","Under 1 year old","73"
"Waterford","2","Ages 1-4","249"
"Waterford","3","Ages 5-17","1014"
"Waterford","4","Ages 18-64","2541"
"Waterford","5","Ages 65 and older","971"
"Watertown","1","Under 1 year old","79"
"Watertown","2","Ages 1-4","326"
"Watertown","3","Ages 5-17","1109"
"Watertown","4","Ages 18-64","3002"
"Watertown","5","Ages 65 and older","1049"
"West Hartford","1","Under 1 year old","173"
"West Hartford","2","Ages 1-4","717"
"West Hartford","3","Ages 5-17","2892"
"West Hartford","4","Ages 18-64","6735"
"West Hartford","5","Ages 65 and older","2624"
"West Haven","1","Under 1 year old","530"
"West Haven","2","Ages 1-4","2026"
"West Haven","3","Ages 5-17","5671"
"West Haven","4","Ages 18-64","13627"
"West Haven","5","Ages 65 and older","2406"
"Westbrook","1","Under 1 year old","23"
"Westbrook","2","Ages 1-4","98"
"Westbrook","3","Ages 5-17","247"
"Westbrook","4","Ages 18-64","913"
"Westbrook","5","Ages 65 and older","330"
"Weston","1","Under 1 year old","0"
"Weston","2","Ages 1-4","22"
"Weston","3","Ages 5-17","172"
"Weston","4","Ages 18-64","396"
"Weston","5","Ages 65 and older","70"
"Westport","1","Under 1 year old","14"
"Westport","2","Ages 1-4","82"
"Westport","3","Ages 5-17","417"
"Westport","4","Ages 18-64","1316"
"Westport","5","Ages 65 and older","415"
"Wethersfield","1","Under 1 year old","98"
"Wethersfield","2","Ages 1-4","370"
"Wethersfield","3","Ages 5-17","1196"
"Wethersfield","4","Ages 18-64","3218"
"Wethersfield","5","Ages 65 and older","1274"
"Willington","1","Under 1 year old","17"
"Willington","2","Ages 1-4","75"
"Willington","3","Ages 5-17","261"
"Willington","4","Ages 18-64","726"
"Willington","5","Ages 65 and older","107"
"Wilton","1","Under 1 year old","16"
"Wilton","2","Ages 1-4","54"
"Wilton","3","Ages 5-17","314"
"Wilton","4","Ages 18-64","759"
"Wilton","5","Ages 65 and older","514"
"Winchester","1","Under 1 year old","80"
"Winchester","2","Ages 1-4","277"
"Winchester","3","Ages 5-17","946"
"Winchester","4","Ages 18-64","2591"
"Winchester","5","Ages 65 and older","653"
"Windham","1","Under 1 year old","287"
"Windham","2","Ages 1-4","1060"
"Windham","3","Ages 5-17","3184"
"Windham","4","Ages 18-64","8404"
"Windham","5","Ages 65 and older","1306"
"Windsor Locks","1","Under 1 year old","74"
"Windsor Locks","2","Ages 1-4","275"
"Windsor Locks","3","Ages 5-17","853"
"Windsor Locks","4","Ages 18-64","2133"
"Windsor Locks","5","Ages 65 and older","474"
"Windsor","1","Under 1 year old","154"
"Windsor","2","Ages 1-4","650"
"Windsor","3","Ages 5-17","1993"
"Windsor","4","Ages 18-64","6033"
"Windsor","5","Ages 65 and older","1239"
"Wolcott","1","Under 1 year old","56"
"Wolcott","2","Ages 1-4","209"
"Wolcott","3","Ages 5-17","756"
"Wolcott","4","Ages 18-64","2046"
"Wolcott","5","Ages 65 and older","852"
"Woodbridge","1","Under 1 year old","14"
"Woodbridge","2","Ages 1-4","50"
"Woodbridge","3","Ages 5-17","265"
"Woodbridge","4","Ages 18-64","639"
"Woodbridge","5","Ages 65 and older","238"
"Woodbury","1","Under 1 year old","21"
"Woodbury","2","Ages 1-4","76"
"Woodbury","3","Ages 5-17","310"
"Woodbury","4","Ages 18-64","905"
"Woodbury","5","Ages 65 and older","320"
"Woodstock","1","Under 1 year old","40"
"Woodstock","2","Ages 1-4","128"
"Woodstock","3","Ages 5-17","379"
"Woodstock","4","Ages 18-64","867"
"Woodstock","5","Ages 65 and older","205"
