"township","age_group","age","count"
"East Hartford","1","Under 1 year old","631"
"East Hartford","2","Ages 1-4","2233"
"East Hartford","3","Ages 5-17","6435"
"East Hartford","4","Ages 18-64","15174"
"East Hartford","5","Ages 65 and older","2862"
"East Haven","1","Under 1 year old","191"
"East Haven","2","Ages 1-4","629"
"East Haven","3","Ages 5-17","2059"
"East Haven","4","Ages 18-64","5719"
"East Haven","5","Ages 65 and older","1750"
"East Lyme","1","Under 1 year old","49"
"East Lyme","2","Ages 1-4","207"
"East Lyme","3","Ages 5-17","680"
"East Lyme","4","Ages 18-64","1911"
"East Lyme","5","Ages 65 and older","602"
"East Windsor","1","Under 1 year old","57"
"East Windsor","2","Ages 1-4","228"
"East Windsor","3","Ages 5-17","704"
"East Windsor","4","Ages 18-64","1909"
"East Windsor","5","Ages 65 and older","558"
"Eastford","1","Under 1 year old","11"
"Eastford","2","Ages 1-4","29"
"Eastford","3","Ages 5-17","59"
"Eastford","4","Ages 18-64","190"
"Eastford","5","Ages 65 and older","39"
"Easton","1","Under 1 year old","6"
"Easton","2","Ages 1-4","25"
"Easton","3","Ages 5-17","153"
"Easton","4","Ages 18-64","405"
"Easton","5","Ages 65 and older","113"
"Ellington","1","Under 1 year old","46"
"Ellington","2","Ages 1-4","156"
"Ellington","3","Ages 5-17","516"
"Ellington","4","Ages 18-64","1418"
"Ellington","5","Ages 65 and older","334"
"Enfield","1","Under 1 year old","220"
"Enfield","2","Ages 1-4","793"
"Enfield","3","Ages 5-17","2597"
"Enfield","4","Ages 18-64","6138"
"Enfield","5","Ages 65 and older","1586"
"Essex","1","Under 1 year old","16"
"Essex","2","Ages 1-4","41"
"Essex","3","Ages 5-17","193"
"Essex","4","Ages 18-64","628"
"Essex","5","Ages 65 and older","155"
"Fairfield","1","Under 1 year old","113"
"Fairfield","2","Ages 1-4","375"
"Fairfield","3","Ages 5-17","1629"
"Fairfield","4","Ages 18-64","4043"
"Fairfield","5","Ages 65 and older","1799"
"Farmington","1","Under 1 year old","40"
"Farmington","2","Ages 1-4","188"
"Farmington","3","Ages 5-17","699"
"Farmington","4","Ages 18-64","2218"
"Farmington","5","Ages 65 and older","960"
"Franklin","1","Under 1 year old","9"
"Franklin","2","Ages 1-4","22"
"Franklin","3","Ages 5-17","70"
"Franklin","4","Ages 18-64","218"
"Franklin","5","Ages 65 and older","60"
"Glastonbury","1","Under 1 year old","39"
"Glastonbury","2","Ages 1-4","193"
"Glastonbury","3","Ages 5-17","869"
"Glastonbury","4","Ages 18-64","2235"
"Glastonbury","5","Ages 65 and older","891"
"Goshen","1","Under 1 year old","0"
"Goshen","2","Ages 1-4","27"
"Goshen","3","Ages 5-17","117"
"Goshen","4","Ages 18-64","245"
"Goshen","5","Ages 65 and older","69"
"Granby","1","Under 1 year old","16"
"Granby","2","Ages 1-4","72"
"Granby","3","Ages 5-17","262"
"Granby","4","Ages 18-64","700"
"Granby","5","Ages 65 and older","269"
"Greenwich","1","Under 1 year old","122"
"Greenwich","2","Ages 1-4","424"
"Greenwich","3","Ages 5-17","1746"
"Greenwich","4","Ages 18-64","3968"
"Greenwich","5","Ages 65 and older","1231"
"Griswold","1","Under 1 year old","97"
"Griswold","2","Ages 1-4","319"
"Griswold","3","Ages 5-17","1026"
"Griswold","4","Ages 18-64","2607"
"Griswold","5","Ages 65 and older","405"
"Groton","1","Under 1 year old","217"
"Groton","2","Ages 1-4","846"
"Groton","3","Ages 5-17","2167"
"Groton","4","Ages 18-64","5757"
"Groton","5","Ages 65 and older","1143"
"Guilford","1","Under 1 year old","31"
"Guilford","2","Ages 1-4","107"
"Guilford","3","Ages 5-17","552"
"Guilford","4","Ages 18-64","1660"
"Guilford","5","Ages 65 and older","612"
"Haddam","1","Under 1 year old","21"
"Haddam","2","Ages 1-4","75"
"Haddam","3","Ages 5-17","244"
"Haddam","4","Ages 18-64","662"
"Haddam","5","Ages 65 and older","148"
"Hamden","1","Under 1 year old","285"
"Hamden","2","Ages 1-4","1063"
"Hamden","3","Ages 5-17","3415"
"Hamden","4","Ages 18-64","8876"
"Hamden","5","Ages 65 and older","2790"
"Hampton","1","Under 1 year old","15"
"Hampton","2","Ages 1-4","33"
"Hampton","3","Ages 5-17","120"
"Hampton","4","Ages 18-64","357"
"Hampton","5","Ages 65 and older","66"
"Hartford","1","Under 1 year old","2047"
"Hartford","2","Ages 1-4","7569"
"Hartford","3","Ages 5-17","22148"
"Hartford","4","Ages 18-64","55956"
"Hartford","5","Ages 65 and older","8177"
"Hartland","1","Under 1 year old","5"
"Hartland","2","Ages 1-4","23"
"Hartland","3","Ages 5-17","77"
"Hartland","4","Ages 18-64","161"
"Hartland","5","Ages 65 and older","34"
"Harwinton","1","Under 1 year old","17"
"Harwinton","2","Ages 1-4","58"
"Harwinton","3","Ages 5-17","218"
"Harwinton","4","Ages 18-64","475"
"Harwinton","5","Ages 65 and older","155"
"Hebron","1","Under 1 year old","13"
"Hebron","2","Ages 1-4","69"
"Hebron","3","Ages 5-17","259"
"Hebron","4","Ages 18-64","754"
"Hebron","5","Ages 65 and older","152"
"Kent","1","Under 1 year old","7"
"Kent","2","Ages 1-4","34"
"Kent","3","Ages 5-17","115"
"Kent","4","Ages 18-64","372"
"Kent","5","Ages 65 and older","151"
"Killingly","1","Under 1 year old","163"
"Killingly","2","Ages 1-4","541"
"Killingly","3","Ages 5-17","1529"
"Killingly","4","Ages 18-64","4254"
"Killingly","5","Ages 65 and older","1186"
"Killingworth","1","Under 1 year old","20"
"Killingworth","2","Ages 1-4","24"
"Killingworth","3","Ages 5-17","128"
"Killingworth","4","Ages 18-64","456"
"Killingworth","5","Ages 65 and older","156"
"Lebanon","1","Under 1 year old","23"
"Lebanon","2","Ages 1-4","84"
"Lebanon","3","Ages 5-17","347"
"Lebanon","4","Ages 18-64","1388"
"Lebanon","5","Ages 65 and older","175"
"Ledyard","1","Under 1 year old","60"
"Ledyard","2","Ages 1-4","244"
"Ledyard","3","Ages 5-17","814"
"Ledyard","4","Ages 18-64","1920"
"Ledyard","5","Ages 65 and older","257"
"Lisbon","1","Under 1 year old","23"
"Lisbon","2","Ages 1-4","68"
"Lisbon","3","Ages 5-17","200"
"Lisbon","4","Ages 18-64","606"
"Lisbon","5","Ages 65 and older","148"
"Litchfield","1","Under 1 year old","20"
"Litchfield","2","Ages 1-4","79"
"Litchfield","3","Ages 5-17","354"
"Litchfield","4","Ages 18-64","872"
"Litchfield","5","Ages 65 and older","382"
"Lyme","1","Under 1 year old","7"
"Lyme","2","Ages 1-4","15"
"Lyme","3","Ages 5-17","52"
"Lyme","4","Ages 18-64","186"
"Lyme","5","Ages 65 and older","44"
"Madison","1","Under 1 year old","17"
"Madison","2","Ages 1-4","66"
"Madison","3","Ages 5-17","347"
"Madison","4","Ages 18-64","1034"
"Madison","5","Ages 65 and older","466"
"Manchester","1","Under 1 year old","444"
"Manchester","2","Ages 1-4","1645"
"Manchester","3","Ages 5-17","5044"
"Manchester","4","Ages 18-64","13496"
"Manchester","5","Ages 65 and older","2282"
"Mansfield","1","Under 1 year old","44"
"Mansfield","2","Ages 1-4","137"
"Mansfield","3","Ages 5-17","579"
"Mansfield","4","Ages 18-64","1473"
"Mansfield","5","Ages 65 and older","398"
"Marlborough","1","Under 1 year old","6"
"Marlborough","2","Ages 1-4","51"
"Marlborough","3","Ages 5-17","178"
"Marlborough","4","Ages 18-64","484"
"Marlborough","5","Ages 65 and older","195"
"Meriden","1","Under 1 year old","595"
"Meriden","2","Ages 1-4","2252"
"Meriden","3","Ages 5-17","7121"
"Meriden","4","Ages 18-64","16635"
"Meriden","5","Ages 65 and older","3129"
"Middlebury","1","Under 1 year old","15"
"Middlebury","2","Ages 1-4","45"
"Middlebury","3","Ages 5-17","211"
"Middlebury","4","Ages 18-64","530"
"Middlebury","5","Ages 65 and older","281"
"Middlefield","1","Under 1 year old","9"
"Middlefield","2","Ages 1-4","33"
"Middlefield","3","Ages 5-17","140"
"Middlefield","4","Ages 18-64","431"
"Middlefield","5","Ages 65 and older","104"
"Middletown","1","Under 1 year old","317"
"Middletown","2","Ages 1-4","1176"
"Middletown","3","Ages 5-17","3314"
"Middletown","4","Ages 18-64","10480"
"Middletown","5","Ages 65 and older","2107"
"Milford","1","Under 1 year old","164"
"Milford","2","Ages 1-4","509"
"Milford","3","Ages 5-17","1995"
"Milford","4","Ages 18-64","6231"
"Milford","5","Ages 65 and older","1886"
"Monroe","1","Under 1 year old","33"
"Monroe","2","Ages 1-4","117"
"Monroe","3","Ages 5-17","497"
"Monroe","4","Ages 18-64","1412"
"Monroe","5","Ages 65 and older","471"
"Montville","1","Under 1 year old","122"
"Montville","2","Ages 1-4","395"
"Montville","3","Ages 5-17","1207"
"Montville","4","Ages 18-64","3230"
"Montville","5","Ages 65 and older","616"
"Morris","1","Under 1 year old","11"
"Morris","2","Ages 1-4","30"
"Morris","3","Ages 5-17","120"
"Morris","4","Ages 18-64","291"
"Morris","5","Ages 65 and older","77"
"Naugatuck","1","Under 1 year old","230"
"Naugatuck","2","Ages 1-4","880"
"Naugatuck","3","Ages 5-17","2705"
"Naugatuck","4","Ages 18-64","6455"
"Naugatuck","5","Ages 65 and older","1525"
"New Britain","1","Under 1 year old","1096"
"New Britain","2","Ages 1-4","3894"
"New Britain","3","Ages 5-17","10939"
"New Britain","4","Ages 18-64","26622"
"New Britain","5","Ages 65 and older","4562"
"New Canaan","1","Under 1 year old","11"
"New Canaan","2","Ages 1-4","42"
"New Canaan","3","Ages 5-17","246"
"New Canaan","4","Ages 18-64","678"
"New Canaan","5","Ages 65 and older","206"
"New Fairfield","1","Under 1 year old","25"
"New Fairfield","2","Ages 1-4","100"
"New Fairfield","3","Ages 5-17","461"
"New Fairfield","4","Ages 18-64","1109"
"New Fairfield","5","Ages 65 and older","232"
"New Hartford","1","Under 1 year old","10"
"New Hartford","2","Ages 1-4","69"
"New Hartford","3","Ages 5-17","238"
"New Hartford","4","Ages 18-64","678"
"New Hartford","5","Ages 65 and older","142"
"New Haven","1","Under 1 year old","1665"
"New Haven","2","Ages 1-4","6298"
"New Haven","3","Ages 5-17","18071"
"New Haven","4","Ages 18-64","45100"
"New Haven","5","Ages 65 and older","6376"
"New London","1","Under 1 year old","357"
"New London","2","Ages 1-4","1331"
"New London","3","Ages 5-17","3738"
"New London","4","Ages 18-64","9923"
"New London","5","Ages 65 and older","1266"
"New Milford","1","Under 1 year old","118"
"New Milford","2","Ages 1-4","430"
"New Milford","3","Ages 5-17","1458"
"New Milford","4","Ages 18-64","3656"
"New Milford","5","Ages 65 and older","1034"
"Newington","1","Under 1 year old","106"
"Newington","2","Ages 1-4","365"
"Newington","3","Ages 5-17","1265"
"Newington","4","Ages 18-64","3653"
"Newington","5","Ages 65 and older","1590"
"Newtown","1","Under 1 year old","50"
"Newtown","2","Ages 1-4","143"
"Newtown","3","Ages 5-17","750"
"Newtown","4","Ages 18-64","1914"
"Newtown","5","Ages 65 and older","601"
"Norfolk","1","Under 1 year old","0"
"Norfolk","2","Ages 1-4","28"
"Norfolk","3","Ages 5-17","69"
"Norfolk","4","Ages 18-64","202"
"Norfolk","5","Ages 65 and older","54"
"North Branford","1","Under 1 year old","30"
"North Branford","2","Ages 1-4","119"
"North Branford","3","Ages 5-17","451"
"North Branford","4","Ages 18-64","1380"
"North Branford","5","Ages 65 and older","450"
"North Canaan","1","Under 1 year old","0"
"North Canaan","2","Ages 1-4","16"
"North Canaan","3","Ages 5-17","93"
"North Canaan","4","Ages 18-64","188"
"North Canaan","5","Ages 65 and older","57"
"North Haven","1","Under 1 year old","64"
"North Haven","2","Ages 1-4","201"
"North Haven","3","Ages 5-17","731"
"North Haven","4","Ages 18-64","2444"
"North Haven","5","Ages 65 and older","1037"
"North Stonington","1","Under 1 year old","15"
"North Stonington","2","Ages 1-4","76"
"North Stonington","3","Ages 5-17","248"
"North Stonington","4","Ages 18-64","651"
"North Stonington","5","Ages 65 and older","113"
"Norwalk","1","Under 1 year old","648"
"Norwalk","2","Ages 1-4","2269"
"Norwalk","3","Ages 5-17","6681"
"Norwalk","4","Ages 18-64","13745"
"Norwalk","5","Ages 65 and older","2994"
"Norwich","1","Under 1 year old","523"
"Norwich","2","Ages 1-4","1751"
"Norwich","3","Ages 5-17","4802"
"Norwich","4","Ages 18-64","13512"
"Norwich","5","Ages 65 and older","2063"
"Old Lyme","1","Under 1 year old","12"
"Old Lyme","2","Ages 1-4","56"
"Old Lyme","3","Ages 5-17","225"
"Old Lyme","4","Ages 18-64","660"
"Old Lyme","5","Ages 65 and older","187"
"Old Saybrook","1","Under 1 year old","22"
"Old Saybrook","2","Ages 1-4","87"
"Old Saybrook","3","Ages 5-17","421"
"Old Saybrook","4","Ages 18-64","1078"
"Old Saybrook","5","Ages 65 and older","486"
"Orange","1","Under 1 year old","24"
"Orange","2","Ages 1-4","78"
"Orange","3","Ages 5-17","335"
"Orange","4","Ages 18-64","906"
"Orange","5","Ages 65 and older","406"
"Out of State","1","Under 1 year old","9"
"Out of State","2","Ages 1-4","65"
"Out of State","3","Ages 5-17","153"
"Out of State","4","Ages 18-64","327"
"Out of State","5","Ages 65 and older","29"
"Oxford","1","Under 1 year old","22"
"Oxford","2","Ages 1-4","81"
"Oxford","3","Ages 5-17","392"
"Oxford","4","Ages 18-64","949"
"Oxford","5","Ages 65 and older","263"
"Plainfield","1","Under 1 year old","131"
"Plainfield","2","Ages 1-4","453"
"Plainfield","3","Ages 5-17","1434"
"Plainfield","4","Ages 18-64","3542"
"Plainfield","5","Ages 65 and older","816"
"Plainville","1","Under 1 year old","84"
"Plainville","2","Ages 1-4","277"
"Plainville","3","Ages 5-17","947"
"Plainville","4","Ages 18-64","2861"
"Plainville","5","Ages 65 and older","927"
"Plymouth","1","Under 1 year old","58"
"Plymouth","2","Ages 1-4","228"
"Plymouth","3","Ages 5-17","793"
"Plymouth","4","Ages 18-64","2073"
"Plymouth","5","Ages 65 and older","526"
"Pomfret","1","Under 1 year old","14"
"Pomfret","2","Ages 1-4","43"
"Pomfret","3","Ages 5-17","192"
"Pomfret","4","Ages 18-64","468"
"Pomfret","5","Ages 65 and older","123"
"Portland","1","Under 1 year old","21"
"Portland","2","Ages 1-4","116"
"Portland","3","Ages 5-17","369"
"Portland","4","Ages 18-64","1183"
"Portland","5","Ages 65 and older","287"
"Preston","1","Under 1 year old","18"
"Preston","2","Ages 1-4","64"
"Preston","3","Ages 5-17","231"
"Preston","4","Ages 18-64","664"
"Preston","5","Ages 65 and older","150"
"Prospect","1","Under 1 year old","21"
"Prospect","2","Ages 1-4","83"
"Prospect","3","Ages 5-17","295"
"Prospect","4","Ages 18-64","900"
"Prospect","5","Ages 65 and older","467"
"Putnam","1","Under 1 year old","105"
"Putnam","2","Ages 1-4","315"
"Putnam","3","Ages 5-17","924"
"Putnam","4","Ages 18-64","2461"
"Putnam","5","Ages 65 and older","691"
"Redding","1","Under 1 year old","8"
"Redding","2","Ages 1-4","26"
"Redding","3","Ages 5-17","181"
"Redding","4","Ages 18-64","469"
"Redding","5","Ages 65 and older","67"
"Ridgefield","1","Under 1 year old","16"
"Ridgefield","2","Ages 1-4","89"
"Ridgefield","3","Ages 5-17","391"
"Ridgefield","4","Ages 18-64","1102"
"Ridgefield","5","Ages 65 and older","423"
"Rocky Hill","1","Under 1 year old","54"
"Rocky Hill","2","Ages 1-4","182"
"Rocky Hill","3","Ages 5-17","633"
"Rocky Hill","4","Ages 18-64","1864"
"Rocky Hill","5","Ages 65 and older","966"
"Roxbury","1","Under 1 year old","0"
"Roxbury","2","Ages 1-4","15"
"Roxbury","3","Ages 5-17","55"
"Roxbury","4","Ages 18-64","161"
"Roxbury","5","Ages 65 and older","67"
"Salem","1","Under 1 year old","14"
"Salem","2","Ages 1-4","65"
"Salem","3","Ages 5-17","171"
"Salem","4","Ages 18-64","489"
"Salem","5","Ages 65 and older","64"
"Salisbury","1","Under 1 year old","6"
"Salisbury","2","Ages 1-4","32"
"Salisbury","3","Ages 5-17","134"
"Salisbury","4","Ages 18-64","368"
"Salisbury","5","Ages 65 and older","144"
"Scotland","1","Under 1 year old","5"
"Scotland","2","Ages 1-4","10"
"Scotland","3","Ages 5-17","61"
"Scotland","4","Ages 18-64","132"
"Scotland","5","Ages 65 and older","20"
"Seymour","1","Under 1 year old","82"
"Seymour","2","Ages 1-4","306"
"Seymour","3","Ages 5-17","916"
"Seymour","4","Ages 18-64","2512"
"Seymour","5","Ages 65 and older","780"
"Sharon","1","Under 1 year old","9"
"Sharon","2","Ages 1-4","38"
"Sharon","3","Ages 5-17","113"
"Sharon","4","Ages 18-64","443"
"Sharon","5","Ages 65 and older","111"
"Shelton","1","Under 1 year old","136"
"Shelton","2","Ages 1-4","499"
"Shelton","3","Ages 5-17","1634"
"Shelton","4","Ages 18-64","4506"
"Shelton","5","Ages 65 and older","1674"
"Sherman","1","Under 1 year old","8"
"Sherman","2","Ages 1-4","25"
"Sherman","3","Ages 5-17","134"
"Sherman","4","Ages 18-64","290"
"Sherman","5","Ages 65 and older","67"
"Simsbury","1","Under 1 year old","34"
"Simsbury","2","Ages 1-4","130"
"Simsbury","3","Ages 5-17","576"
"Simsbury","4","Ages 18-64","1394"
"Simsbury","5","Ages 65 and older","471"
"Somers","1","Under 1 year old","15"
"Somers","2","Ages 1-4","85"
"Somers","3","Ages 5-17","263"
"Somers","4","Ages 18-64","761"
"Somers","5","Ages 65 and older","298"
"South Windsor","1","Under 1 year old","51"
"South Windsor","2","Ages 1-4","182"
"South Windsor","3","Ages 5-17","768"
"South Windsor","4","Ages 18-64","2080"
"South Windsor","5","Ages 65 and older","964"
"Southbury","1","Under 1 year old","20"
"Southbury","2","Ages 1-4","97"
"Southbury","3","Ages 5-17","406"
"Southbury","4","Ages 18-64","1459"
"Southbury","5","Ages 65 and older","1204"
"Southington","1","Under 1 year old","120"
"Southington","2","Ages 1-4","489"
"Southington","3","Ages 5-17","1713"
"Southington","4","Ages 18-64","4341"
"Southington","5","Ages 65 and older","1973"
"Sprague","1","Under 1 year old","33"
"Sprague","2","Ages 1-4","125"
"Sprague","3","Ages 5-17","354"
"Sprague","4","Ages 18-64","730"
"Sprague","5","Ages 65 and older","124"
"Stafford","1","Under 1 year old","68"
"Stafford","2","Ages 1-4","220"
"Stafford","3","Ages 5-17","744"
"Stafford","4","Ages 18-64","1826"
"Stafford","5","Ages 65 and older","548"
"Stamford","1","Under 1 year old","1018"
"Stamford","2","Ages 1-4","3336"
"Stamford","3","Ages 5-17","9611"
"Stamford","4","Ages 18-64","19085"
"Stamford","5","Ages 65 and older","4447"
"Sterling","1","Under 1 year old","24"
"Sterling","2","Ages 1-4","72"
"Sterling","3","Ages 5-17","293"
"Sterling","4","Ages 18-64","753"
"Sterling","5","Ages 65 and older","78"
"Stonington","1","Under 1 year old","83"
"Stonington","2","Ages 1-4","334"
"Stonington","3","Ages 5-17","1116"
"Stonington","4","Ages 18-64","3246"
"Stonington","5","Ages 65 and older","945"
"Stratford","1","Under 1 year old","312"
"Stratford","2","Ages 1-4","1133"
"Stratford","3","Ages 5-17","3730"
"Stratford","4","Ages 18-64","8978"
"Stratford","5","Ages 65 and older","2032"
"Suffield","1","Under 1 year old","37"
"Suffield","2","Ages 1-4","111"
"Suffield","3","Ages 5-17","380"
"Suffield","4","Ages 18-64","948"
"Suffield","5","Ages 65 and older","405"
"Thomaston","1","Under 1 year old","35"
"Thomaston","2","Ages 1-4","113"
"Thomaston","3","Ages 5-17","386"
"Thomaston","4","Ages 18-64","1125"
"Thomaston","5","Ages 65 and older","329"
"Thompson","1","Under 1 year old","45"
"Thompson","2","Ages 1-4","190"
