"township","gender","count"
"North Stonington","F","590"
"North Stonington","M","531"
"Norwalk","F","15127"
"Norwalk","M","12230"
"Norwich","F","12321"
"Norwich","M","10858"
"Old Lyme","F","632"
"Old Lyme","M","515"
"Old Saybrook","F","1188"
"Old Saybrook","M","921"
"Orange","F","1056"
"Orange","M","884"
"Out of State","F","285"
"Out of State","M","216"
"Oxford","F","990"
"Oxford","M","797"
"Plainfield","F","3677"
"Plainfield","M","2939"
"Plainville","F","2926"
"Plainville","M","2476"
"Plymouth","F","2092"
"Plymouth","M","1715"
"Pomfret","F","476"
"Pomfret","M","399"
"Portland","F","1128"
"Portland","M","930"
"Preston","F","647"
"Preston","M","521"
"Prospect","F","1011"
"Prospect","M","746"
"Putnam","F","2531"
"Putnam","M","1911"
"Redding","F","464"
"Redding","M","399"
"Ridgefield","F","1179"
"Ridgefield","M","916"
"Rocky Hill","F","2063"
"Rocky Hill","M","1757"
"Roxbury","F","184"
"Roxbury","M","156"
"Salem","F","461"
"Salem","M","397"
"Salisbury","F","417"
"Salisbury","M","308"
"Scotland","F","113"
"Scotland","M","106"
"Seymour","F","2651"
"Seymour","M","2095"
"Sharon","F","325"
"Sharon","M","408"
"Shelton","F","5061"
"Shelton","M","3955"
"Sherman","F","286"
"Sherman","M","228"
"Simsbury","F","1519"
"Simsbury","M","1240"
"Somers","F","861"
"Somers","M","723"
"South Windsor","F","2359"
"South Windsor","M","1800"
"Southbury","F","1869"
"Southbury","M","1404"
"Southington","F","5035"
"Southington","M","3912"
"Sprague","F","770"
"Sprague","M","647"
"Stafford","F","1932"
"Stafford","M","1532"
"Stamford","F","20984"
"Stamford","M","17331"
"Sterling","F","640"
"Sterling","M","546"
"Stonington","F","3269"
"Stonington","M","2540"
"Stratford","F","9301"
"Stratford","M","7582"
"Suffield","F","1054"
"Suffield","M","826"
"Thomaston","F","1095"
"Thomaston","M","895"
"Thompson","F","1482"
"Thompson","M","1268"
"Tolland","F","1072"
"Tolland","M","892"
"Torrington","F","8375"
"Torrington","M","7353"
"Trumbull","F","3099"
"Trumbull","M","2571"
"Union","F","49"
"Union","M","45"
"Unknown","F","105"
"Unknown","M","100"
"Vernon","F","5978"
"Vernon","M","4566"
"Voluntown","F","387"
"Voluntown","M","324"
"Wallingford","F","5861"
"Wallingford","M","4587"
"Warren","F","121"
"Warren","M","98"
"Washington","F","361"
"Washington","M","268"
"Waterbury","F","40898"
"Waterbury","M","36599"
"Waterford","F","2760"
"Waterford","M","2088"
"Watertown","F","3034"
"Watertown","M","2531"
"West Hartford","F","7340"
"West Hartford","M","5801"
"West Haven","F","13150"
"West Haven","M","11110"
"Westbrook","F","904"
"Westbrook","M","707"
"Weston","F","364"
"Weston","M","298"
"Westport","F","1243"
"Westport","M","1001"
"Wethersfield","F","3454"
"Wethersfield","M","2702"
"Willington","F","633"
"Willington","M","553"
"Wilton","F","1001"
"Wilton","M","656"
"Winchester","F","2409"
"Winchester","M","2138"
"Windham","F","7580"
"Windham","M","6661"
"Windsor Locks","F","2155"
"Windsor Locks","M","1654"
"Windsor","F","5164"
"Windsor","M","4905"
"Wolcott","F","2136"
"Wolcott","M","1783"
"Woodbridge","F","643"
"Woodbridge","M","563"
"Woodbury","F","929"
"Woodbury","M","703"
"Woodstock","F","895"
"Woodstock","M","724"
