"township","gender","count"
"Stratford","F","9546"
"Stratford","M","7782"
"Suffield","F","1098"
"Suffield","M","874"
"Thomaston","F","1180"
"Thomaston","M","917"
"Thompson","F","1422"
"Thompson","M","1247"
"Tolland","F","1100"
"Tolland","M","871"
"Torrington","F","8421"
"Torrington","M","7543"
"Trumbull","F","3217"
"Trumbull","M","2671"
"Union","F","48"
"Union","M","48"
"Unknown","F","111"
"Unknown","M","120"
"Vernon","F","6103"
"Vernon","M","4714"
"Voluntown","F","378"
"Voluntown","M","290"
"Wallingford","F","5979"
"Wallingford","M","4660"
"Warren","F","122"
"Warren","M","96"
"Washington","F","379"
"Washington","M","291"
"Waterbury","F","41908"
"Waterbury","M","37737"
"Waterford","F","2758"
"Waterford","M","2118"
"Watertown","F","3070"
"Watertown","M","2559"
"West Hartford","F","7367"
"West Hartford","M","5838"
"West Haven","F","13394"
"West Haven","M","11331"
"Westbrook","F","918"
"Westbrook","M","722"
"Weston","F","391"
"Weston","M","332"
"Westport","F","1336"
"Westport","M","1112"
"Wethersfield","F","3410"
"Wethersfield","M","2756"
"Willington","F","629"
"Willington","M","581"
"Wilton","F","1039"
"Wilton","M","680"
"Winchester","F","2398"
"Winchester","M","2108"
"Windham","F","7713"
"Windham","M","6686"
"Windsor Locks","F","2139"
"Windsor Locks","M","1663"
"Windsor","F","5288"
"Windsor","M","5091"
"Wolcott","F","2180"
"Wolcott","M","1770"
"Woodbridge","F","700"
"Woodbridge","M","595"
"Woodbury","F","963"
"Woodbury","M","727"
"Woodstock","F","867"
"Woodstock","M","704"
