"township","age_group","age","count"
"Marlborough","1","Under 1 year old","14"
"Marlborough","2","Ages 1-4","55"
"Marlborough","3","Ages 5-17","226"
"Marlborough","4","Ages 18-64","496"
"Marlborough","5","Ages 65 and older","201"
"Meriden","1","Under 1 year old","603"
"Meriden","2","Ages 1-4","2379"
"Meriden","3","Ages 5-17","7511"
"Meriden","4","Ages 18-64","17048"
"Meriden","5","Ages 65 and older","3371"
"Middlebury","1","Under 1 year old","14"
"Middlebury","2","Ages 1-4","46"
"Middlebury","3","Ages 5-17","220"
"Middlebury","4","Ages 18-64","560"
"Middlebury","5","Ages 65 and older","307"
"Middlefield","1","Under 1 year old","9"
"Middlefield","2","Ages 1-4","40"
"Middlefield","3","Ages 5-17","134"
"Middlefield","4","Ages 18-64","435"
"Middlefield","5","Ages 65 and older","99"
"Middletown","1","Under 1 year old","284"
"Middletown","2","Ages 1-4","1140"
"Middletown","3","Ages 5-17","3322"
"Middletown","4","Ages 18-64","10571"
"Middletown","5","Ages 65 and older","2189"
"Milford","1","Under 1 year old","135"
"Milford","2","Ages 1-4","569"
"Milford","3","Ages 5-17","2096"
"Milford","4","Ages 18-64","6566"
"Milford","5","Ages 65 and older","1957"
"Monroe","1","Under 1 year old","32"
"Monroe","2","Ages 1-4","126"
"Monroe","3","Ages 5-17","597"
"Monroe","4","Ages 18-64","1554"
"Monroe","5","Ages 65 and older","478"
"Montville","1","Under 1 year old","101"
"Montville","2","Ages 1-4","382"
"Montville","3","Ages 5-17","1266"
"Montville","4","Ages 18-64","3185"
"Montville","5","Ages 65 and older","650"
"Morris","1","Under 1 year old","10"
"Morris","2","Ages 1-4","34"
"Morris","3","Ages 5-17","129"
"Morris","4","Ages 18-64","298"
"Morris","5","Ages 65 and older","77"
"Naugatuck","1","Under 1 year old","222"
"Naugatuck","2","Ages 1-4","950"
"Naugatuck","3","Ages 5-17","2924"
"Naugatuck","4","Ages 18-64","6612"
"Naugatuck","5","Ages 65 and older","1529"
"New Britain","1","Under 1 year old","929"
"New Britain","2","Ages 1-4","4240"
"New Britain","3","Ages 5-17","11824"
"New Britain","4","Ages 18-64","28219"
"New Britain","5","Ages 65 and older","4940"
"New Canaan","1","Under 1 year old","15"
"New Canaan","2","Ages 1-4","70"
"New Canaan","3","Ages 5-17","338"
"New Canaan","4","Ages 18-64","763"
"New Canaan","5","Ages 65 and older","226"
"New Fairfield","1","Under 1 year old","24"
"New Fairfield","2","Ages 1-4","123"
"New Fairfield","3","Ages 5-17","502"
"New Fairfield","4","Ages 18-64","1168"
"New Fairfield","5","Ages 65 and older","259"
"New Hartford","1","Under 1 year old","14"
"New Hartford","2","Ages 1-4","76"
"New Hartford","3","Ages 5-17","248"
"New Hartford","4","Ages 18-64","694"
"New Hartford","5","Ages 65 and older","150"
"New Haven","1","Under 1 year old","1668"
"New Haven","2","Ages 1-4","6383"
"New Haven","3","Ages 5-17","19169"
"New Haven","4","Ages 18-64","46026"
"New Haven","5","Ages 65 and older","6691"
"New London","1","Under 1 year old","341"
"New London","2","Ages 1-4","1333"
"New London","3","Ages 5-17","3973"
"New London","4","Ages 18-64","10339"
"New London","5","Ages 65 and older","1409"
"New Milford","1","Under 1 year old","142"
"New Milford","2","Ages 1-4","488"
"New Milford","3","Ages 5-17","1572"
"New Milford","4","Ages 18-64","3658"
"New Milford","5","Ages 65 and older","1060"
"Newington","1","Under 1 year old","110"
"Newington","2","Ages 1-4","408"
"Newington","3","Ages 5-17","1459"
"Newington","4","Ages 18-64","3834"
"Newington","5","Ages 65 and older","1642"
"Newtown","1","Under 1 year old","32"
"Newtown","2","Ages 1-4","195"
"Newtown","3","Ages 5-17","851"
"Newtown","4","Ages 18-64","2043"
"Newtown","5","Ages 65 and older","641"
"Norfolk","1","Under 1 year old","6"
"Norfolk","2","Ages 1-4","21"
"Norfolk","3","Ages 5-17","93"
"Norfolk","4","Ages 18-64","213"
"Norfolk","5","Ages 65 and older","65"
"North Branford","1","Under 1 year old","39"
"North Branford","2","Ages 1-4","146"
"North Branford","3","Ages 5-17","513"
"North Branford","4","Ages 18-64","1367"
"North Branford","5","Ages 65 and older","472"
"North Canaan","1","Under 1 year old","0"
"North Canaan","2","Ages 1-4","14"
"North Canaan","3","Ages 5-17","53"
"North Canaan","4","Ages 18-64","148"
"North Canaan","5","Ages 65 and older","49"
"North Haven","1","Under 1 year old","61"
"North Haven","2","Ages 1-4","248"
"North Haven","3","Ages 5-17","821"
"North Haven","4","Ages 18-64","2595"
"North Haven","5","Ages 65 and older","1068"
"North Stonington","1","Under 1 year old","13"
"North Stonington","2","Ages 1-4","85"
"North Stonington","3","Ages 5-17","268"
"North Stonington","4","Ages 18-64","644"
"North Stonington","5","Ages 65 and older","132"
"Norwalk","1","Under 1 year old","639"
"Norwalk","2","Ages 1-4","2485"
"Norwalk","3","Ages 5-17","7389"
"Norwalk","4","Ages 18-64","14044"
"Norwalk","5","Ages 65 and older","3236"
"Norwich","1","Under 1 year old","452"
"Norwich","2","Ages 1-4","1806"
"Norwich","3","Ages 5-17","5192"
"Norwich","4","Ages 18-64","13598"
"Norwich","5","Ages 65 and older","2176"
"Old Lyme","1","Under 1 year old","15"
"Old Lyme","2","Ages 1-4","60"
"Old Lyme","3","Ages 5-17","254"
"Old Lyme","4","Ages 18-64","681"
"Old Lyme","5","Ages 65 and older","194"
"Old Saybrook","1","Under 1 year old","11"
"Old Saybrook","2","Ages 1-4","80"
"Old Saybrook","3","Ages 5-17","446"
"Old Saybrook","4","Ages 18-64","1085"
"Old Saybrook","5","Ages 65 and older","494"
"Orange","1","Under 1 year old","26"
"Orange","2","Ages 1-4","92"
"Orange","3","Ages 5-17","419"
"Orange","4","Ages 18-64","1065"
"Orange","5","Ages 65 and older","424"
"Out of State","1","Under 1 year old","64"
"Out of State","2","Ages 1-4","341"
"Out of State","3","Ages 5-17","875"
"Out of State","4","Ages 18-64","2311"
"Out of State","5","Ages 65 and older","209"
"Oxford","1","Under 1 year old","25"
"Oxford","2","Ages 1-4","103"
"Oxford","3","Ages 5-17","385"
"Oxford","4","Ages 18-64","1063"
"Oxford","5","Ages 65 and older","287"
"Plainfield","1","Under 1 year old","129"
"Plainfield","2","Ages 1-4","520"
"Plainfield","3","Ages 5-17","1573"
"Plainfield","4","Ages 18-64","3638"
"Plainfield","5","Ages 65 and older","816"
"Plainville","1","Under 1 year old","62"
"Plainville","2","Ages 1-4","319"
"Plainville","3","Ages 5-17","1097"
"Plainville","4","Ages 18-64","2995"
"Plainville","5","Ages 65 and older","979"
"Plymouth","1","Under 1 year old","47"
"Plymouth","2","Ages 1-4","239"
"Plymouth","3","Ages 5-17","844"
"Plymouth","4","Ages 18-64","2122"
"Plymouth","5","Ages 65 and older","571"
"Pomfret","1","Under 1 year old","8"
"Pomfret","2","Ages 1-4","54"
"Pomfret","3","Ages 5-17","201"
"Pomfret","4","Ages 18-64","451"
"Pomfret","5","Ages 65 and older","126"
"Portland","1","Under 1 year old","35"
"Portland","2","Ages 1-4","126"
"Portland","3","Ages 5-17","402"
"Portland","4","Ages 18-64","1215"
"Portland","5","Ages 65 and older","283"
"Preston","1","Under 1 year old","25"
"Preston","2","Ages 1-4","59"
"Preston","3","Ages 5-17","248"
"Preston","4","Ages 18-64","647"
"Preston","5","Ages 65 and older","136"
"Prospect","1","Under 1 year old","18"
"Prospect","2","Ages 1-4","93"
"Prospect","3","Ages 5-17","307"
"Prospect","4","Ages 18-64","989"
"Prospect","5","Ages 65 and older","409"
"Putnam","1","Under 1 year old","82"
"Putnam","2","Ages 1-4","348"
"Putnam","3","Ages 5-17","905"
"Putnam","4","Ages 18-64","2383"
"Putnam","5","Ages 65 and older","712"
"Redding","1","Under 1 year old","8"
"Redding","2","Ages 1-4","47"
"Redding","3","Ages 5-17","194"
"Redding","4","Ages 18-64","575"
"Redding","5","Ages 65 and older","82"
"Ridgefield","1","Under 1 year old","22"
"Ridgefield","2","Ages 1-4","102"
"Ridgefield","3","Ages 5-17","475"
"Ridgefield","4","Ages 18-64","1176"
"Ridgefield","5","Ages 65 and older","439"
"Rocky Hill","1","Under 1 year old","38"
"Rocky Hill","2","Ages 1-4","221"
"Rocky Hill","3","Ages 5-17","711"
"Rocky Hill","4","Ages 18-64","1946"
"Rocky Hill","5","Ages 65 and older","988"
"Roxbury","1","Under 1 year old","5"
"Roxbury","2","Ages 1-4","25"
"Roxbury","3","Ages 5-17","68"
"Roxbury","4","Ages 18-64","179"
"Roxbury","5","Ages 65 and older","60"
"Salem","1","Under 1 year old","20"
"Salem","2","Ages 1-4","64"
"Salem","3","Ages 5-17","182"
"Salem","4","Ages 18-64","486"
"Salem","5","Ages 65 and older","66"
"Salisbury","1","Under 1 year old","0"
"Salisbury","2","Ages 1-4","43"
"Salisbury","3","Ages 5-17","145"
"Salisbury","4","Ages 18-64","371"
"Salisbury","5","Ages 65 and older","170"
"Scotland","1","Under 1 year old","0"
"Scotland","2","Ages 1-4","12"
"Scotland","3","Ages 5-17","52"
"Scotland","4","Ages 18-64","123"
"Scotland","5","Ages 65 and older","16"
"Seymour","1","Under 1 year old","86"
"Seymour","2","Ages 1-4","325"
"Seymour","3","Ages 5-17","1050"
"Seymour","4","Ages 18-64","2664"
"Seymour","5","Ages 65 and older","786"
"Sharon","1","Under 1 year old","8"
"Sharon","2","Ages 1-4","34"
"Sharon","3","Ages 5-17","120"
"Sharon","4","Ages 18-64","429"
"Sharon","5","Ages 65 and older","114"
"Shelton","1","Under 1 year old","147"
"Shelton","2","Ages 1-4","566"
"Shelton","3","Ages 5-17","1892"
"Shelton","4","Ages 18-64","4890"
"Shelton","5","Ages 65 and older","1708"
"Sherman","1","Under 1 year old","10"
"Sherman","2","Ages 1-4","23"
"Sherman","3","Ages 5-17","129"
"Sherman","4","Ages 18-64","276"
"Sherman","5","Ages 65 and older","67"
"Simsbury","1","Under 1 year old","43"
"Simsbury","2","Ages 1-4","168"
"Simsbury","3","Ages 5-17","625"
"Simsbury","4","Ages 18-64","1576"
"Simsbury","5","Ages 65 and older","464"
"Somers","1","Under 1 year old","17"
"Somers","2","Ages 1-4","92"
"Somers","3","Ages 5-17","363"
"Somers","4","Ages 18-64","831"
"Somers","5","Ages 65 and older","317"
"South Windsor","1","Under 1 year old","57"
"South Windsor","2","Ages 1-4","233"
"South Windsor","3","Ages 5-17","859"
"South Windsor","4","Ages 18-64","2226"
"South Windsor","5","Ages 65 and older","878"
"Southbury","1","Under 1 year old","33"
"Southbury","2","Ages 1-4","93"
"Southbury","3","Ages 5-17","453"
"Southbury","4","Ages 18-64","1493"
"Southbury","5","Ages 65 and older","1201"
"Southington","1","Under 1 year old","118"
"Southington","2","Ages 1-4","518"
"Southington","3","Ages 5-17","1832"
"Southington","4","Ages 18-64","4493"
"Southington","5","Ages 65 and older","2050"
"Sprague","1","Under 1 year old","24"
"Sprague","2","Ages 1-4","109"
"Sprague","3","Ages 5-17","393"
"Sprague","4","Ages 18-64","711"
"Sprague","5","Ages 65 and older","118"
"Stafford","1","Under 1 year old","45"
"Stafford","2","Ages 1-4","219"
"Stafford","3","Ages 5-17","762"
"Stafford","4","Ages 18-64","1897"
"Stafford","5","Ages 65 and older","574"
"Stamford","1","Under 1 year old","955"
"Stamford","2","Ages 1-4","3589"
"Stamford","3","Ages 5-17","10248"
"Stamford","4","Ages 18-64","19052"
"Stamford","5","Ages 65 and older","4561"
"Sterling","1","Under 1 year old","30"
"Sterling","2","Ages 1-4","77"
"Sterling","3","Ages 5-17","278"
"Sterling","4","Ages 18-64","720"
"Sterling","5","Ages 65 and older","106"
"Stonington","1","Under 1 year old","81"
"Stonington","2","Ages 1-4","345"
"Stonington","3","Ages 5-17","1134"
"Stonington","4","Ages 18-64","3242"
"Stonington","5","Ages 65 and older","984"
"Stratford","1","Under 1 year old","267"
"Stratford","2","Ages 1-4","1219"
"Stratford","3","Ages 5-17","4155"
"Stratford","4","Ages 18-64","9517"
"Stratford","5","Ages 65 and older","2170"
"Suffield","1","Under 1 year old","15"
"Suffield","2","Ages 1-4","106"
"Suffield","3","Ages 5-17","406"
"Suffield","4","Ages 18-64","1029"
"Suffield","5","Ages 65 and older","416"
"Thomaston","1","Under 1 year old","30"
"Thomaston","2","Ages 1-4","155"
"Thomaston","3","Ages 5-17","409"
"Thomaston","4","Ages 18-64","1147"
"Thomaston","5","Ages 65 and older","356"
"Thompson","1","Under 1 year old","46"
"Thompson","2","Ages 1-4","180"
