"township","gender","count"
"Madison","M","1095"
"Manchester","F","14331"
"Manchester","M","12002"
"Mansfield","F","1605"
"Mansfield","M","1308"
"Marlborough","F","574"
"Marlborough","M","459"
"Meriden","F","18233"
"Meriden","M","15370"
"Middlebury","F","773"
"Middlebury","M","605"
"Middlefield","F","443"
"Middlefield","M","412"
"Middletown","F","9685"
"Middletown","M","8453"
"Milford","F","6718"
"Milford","M","5700"
"Monroe","F","1779"
"Monroe","M","1500"
"Montville","F","3127"
"Montville","M","2794"
"Morris","F","307"
"Morris","M","285"
"Naugatuck","F","7764"
"Naugatuck","M","6263"
"New Britain","F","27719"
"New Britain","M","24025"
"New Canaan","F","1042"
"New Canaan","M","823"
"New Fairfield","F","1196"
"New Fairfield","M","1116"
"New Hartford","F","662"
"New Hartford","M","637"
"New Haven","F","41956"
"New Haven","M","38691"
"New London","F","9202"
"New London","M","8180"
"New Milford","F","4322"
"New Milford","M","3726"
"Newington","F","4676"
"Newington","M","3772"
"Newtown","F","2261"
"Newtown","M","2056"
"Norfolk","F","217"
"Norfolk","M","217"
"North Branford","F","1508"
"North Branford","M","1179"
"North Canaan","F","111"
"North Canaan","M","91"
"North Haven","F","2958"
"North Haven","M","2570"
"North Stonington","F","628"
"North Stonington","M","584"
"Norwalk","F","17515"
"Norwalk","M","14199"
"Norwich","F","12832"
"Norwich","M","10977"
"Old Lyme","F","752"
"Old Lyme","M","635"
"Old Saybrook","F","1254"
"Old Saybrook","M","963"
"Orange","F","1263"
"Orange","M","1073"
"Out of State","F","4174"
"Out of State","M","2909"
"Oxford","F","1182"
"Oxford","M","988"
"Plainfield","F","3817"
"Plainfield","M","3065"
"Plainville","F","3210"
"Plainville","M","2697"
"Plymouth","F","2189"
"Plymouth","M","1870"
"Pomfret","F","474"
"Pomfret","M","379"
"Portland","F","1279"
"Portland","M","1113"
"Preston","F","684"
"Preston","M","556"
"Prospect","F","1000"
"Prospect","M","837"
"Putnam","F","2507"
"Putnam","M","2084"
"Redding","F","565"
"Redding","M","553"
"Ridgefield","F","1520"
"Ridgefield","M","1275"
"Rocky Hill","F","2505"
"Rocky Hill","M","2193"
"Roxbury","F","218"
"Roxbury","M","178"
"Salem","F","474"
"Salem","M","415"
"Salisbury","F","390"
"Salisbury","M","318"
"Scotland","F","108"
"Scotland","M","101"
"Seymour","F","2977"
"Seymour","M","2413"
"Sharon","F","334"
"Sharon","M","398"
"Shelton","F","5696"
"Shelton","M","4675"
"Sherman","F","316"
"Sherman","M","299"
"Simsbury","F","1990"
"Simsbury","M","1663"
"Somers","F","950"
"Somers","M","849"
"South Windsor","F","2778"
"South Windsor","M","2239"
"Southbury","F","1910"
"Southbury","M","1440"
"Southington","F","5566"
"Southington","M","4423"
"Sprague","F","701"
"Sprague","M","624"
"Stafford","F","2083"
"Stafford","M","1714"
"Stamford","F","24869"
"Stamford","M","20222"
"Sterling","F","630"
"Sterling","M","553"
"Stonington","F","3294"
"Stonington","M","2694"
"Stratford","F","10664"
"Stratford","M","8828"
"Suffield","F","1375"
"Suffield","M","1074"
"Thomaston","F","1257"
"Thomaston","M","1044"
"Thompson","F","1522"
"Thompson","M","1293"
"Tolland","F","1315"
"Tolland","M","1107"
"Torrington","F","9488"
"Torrington","M","8460"
"Trumbull","F","3782"
"Trumbull","M","3218"
"Union","F","62"
"Union","M","57"
"Unknown","F","106"
"Unknown","M","125"
"Vernon","F","6796"
"Vernon","M","5355"
"Voluntown","F","380"
"Voluntown","M","324"
"Wallingford","F","6528"
"Wallingford","M","5152"
"Warren","F","149"
"Warren","M","108"
"Washington","F","419"
"Washington","M","317"
"Waterbury","F","44703"
"Waterbury","M","40398"
"Waterford","F","2899"
"Waterford","M","2272"
"Watertown","F","3426"
"Watertown","M","2892"
"West Hartford","F","8152"
"West Hartford","M","6493"
"West Haven","F","14402"
"West Haven","M","12476"
"Westbrook","F","980"
"Westbrook","M","816"
"Weston","F","507"
"Weston","M","505"
"Westport","F","1568"
"Westport","M","1382"
"Wethersfield","F","3872"
"Wethersfield","M","3231"
"Willington","F","769"
"Willington","M","711"
"Wilton","F","1123"
"Wilton","M","849"
"Winchester","F","2628"
"Winchester","M","2244"
"Windham","F","7515"
"Windham","M","6504"
"Windsor Locks","F","2450"
"Windsor Locks","M","1978"
"Windsor","F","5802"
"Windsor","M","5363"
"Wolcott","F","2445"
"Wolcott","M","2084"
"Woodbridge","F","747"
"Woodbridge","M","635"
"Woodbury","F","1101"
"Woodbury","M","862"
"Woodstock","F","982"
"Woodstock","M","831"
