"data_as_of","sfy","office","region","demographic","exit_type","los_lessthan12mnths","los_morethan12mnths","total_reunified","demographic_type"
"2016-02-10T00:00:00.000","2001","Norwalk","Region 1","3-5","Reunification","6","1","7","Age"
"2016-02-10T00:00:00.000","2001","Norwalk","Region 1","13-17","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2001","Norwalk","Region 1","<3","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2001","Stamford","Region 1","6-12","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2001","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2001","Stamford","Region 1","13-17","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2001","Stamford","Region 1","<3","Reunification","1","3","4","Age"
"2016-02-10T00:00:00.000","2001","Milford","Region 2","<3","Reunification","0","3","3","Age"
"2016-02-10T00:00:00.000","2001","Milford","Region 2","13-17","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2001","New Haven","Region 2","6-12","Reunification","55","32","87","Age"
"2016-02-10T00:00:00.000","2001","New Haven","Region 2","3-5","Reunification","18","14","32","Age"
"2016-02-10T00:00:00.000","2001","New Haven","Region 2","13-17","Reunification","20","19","39","Age"
"2016-02-10T00:00:00.000","2001","New Haven","Region 2","<3","Reunification","33","19","52","Age"
"2016-02-10T00:00:00.000","2001","New Haven","Region 2",,"Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2001","Middletown","Region 3","6-12","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2001","Middletown","Region 3","3-5","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2001","Middletown","Region 3","13-17","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2001","Middletown","Region 3","<3","Reunification","11","4","15","Age"
"2016-02-10T00:00:00.000","2001","Norwich","Region 3","6-12","Reunification","15","17","32","Age"
"2016-02-10T00:00:00.000","2001","Norwich","Region 3","3-5","Reunification","13","8","21","Age"
"2016-02-10T00:00:00.000","2001","Norwich","Region 3","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2001","Norwich","Region 3","<3","Reunification","20","15","35","Age"
"2016-02-10T00:00:00.000","2001","Willimantic","Region 3","6-12","Reunification","14","22","36","Age"
"2016-02-10T00:00:00.000","2001","Willimantic","Region 3","3-5","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2001","Willimantic","Region 3","13-17","Reunification","11","9","20","Age"
"2016-02-10T00:00:00.000","2001","Willimantic","Region 3","<3","Reunification","11","5","16","Age"
"2016-02-10T00:00:00.000","2001","Hartford","Region 4","6-12","Reunification","24","35","59","Age"
"2016-02-10T00:00:00.000","2001","Hartford","Region 4","3-5","Reunification","14","17","31","Age"
"2016-02-10T00:00:00.000","2001","Hartford","Region 4","13-17","Reunification","17","6","23","Age"
"2016-02-10T00:00:00.000","2001","Hartford","Region 4","<3","Reunification","35","22","57","Age"
"2016-02-10T00:00:00.000","2001","Manchester","Region 4","6-12","Reunification","29","30","59","Age"
"2016-02-10T00:00:00.000","2001","Manchester","Region 4","3-5","Reunification","15","10","25","Age"
"2016-02-10T00:00:00.000","2001","Manchester","Region 4","13-17","Reunification","18","11","29","Age"
"2016-02-10T00:00:00.000","2001","Manchester","Region 4","<3","Reunification","15","14","29","Age"
"2016-02-10T00:00:00.000","2001","Danbury","Region 5","6-12","Reunification","13","8","21","Age"
"2016-02-10T00:00:00.000","2001","Danbury","Region 5","3-5","Reunification","8","6","14","Age"
"2016-02-10T00:00:00.000","2001","Danbury","Region 5","13-17","Reunification","10","1","11","Age"
"2016-02-10T00:00:00.000","2001","Danbury","Region 5","<3","Reunification","16","2","18","Age"
"2016-02-10T00:00:00.000","2001","Torrington","Region 5","6-12","Reunification","9","4","13","Age"
"2016-02-10T00:00:00.000","2001","Torrington","Region 5","3-5","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2001","Torrington","Region 5","13-17","Reunification","6","4","10","Age"
"2016-02-10T00:00:00.000","2001","Torrington","Region 5","<3","Reunification","10","2","12","Age"
"2016-02-10T00:00:00.000","2001","Waterbury","Region 5","6-12","Reunification","42","25","67","Age"
"2016-02-10T00:00:00.000","2001","Waterbury","Region 5","3-5","Reunification","11","8","19","Age"
"2016-02-10T00:00:00.000","2001","Waterbury","Region 5","13-17","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2001","Waterbury","Region 5","<3","Reunification","25","19","44","Age"
"2016-02-10T00:00:00.000","2001","Meriden","Region 6","6-12","Reunification","13","3","16","Age"
"2016-02-10T00:00:00.000","2001","Meriden","Region 6","3-5","Reunification","9","2","11","Age"
"2016-02-10T00:00:00.000","2001","Meriden","Region 6","13-17","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2001","Meriden","Region 6","<3","Reunification","7","4","11","Age"
"2016-02-10T00:00:00.000","2001","New Britain","Region 6","6-12","Reunification","17","33","50","Age"
"2016-02-10T00:00:00.000","2001","New Britain","Region 6","3-5","Reunification","9","18","27","Age"
"2016-02-10T00:00:00.000","2001","New Britain","Region 6","13-17","Reunification","9","4","13","Age"
"2016-02-10T00:00:00.000","2001","New Britain","Region 6","<3","Reunification","20","11","31","Age"
"2016-02-10T00:00:00.000","2002","Other","Region 0","<3","Reunification","7","4","11","Age"
"2016-02-10T00:00:00.000","2002","Other","Region 0","13-17","Reunification","17","13","30","Age"
"2016-02-10T00:00:00.000","2002","Other","Region 0","3-5","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2002","Other","Region 0","6-12","Reunification","7","12","19","Age"
"2016-02-10T00:00:00.000","2002","Bridgeport","Region 1","<3","Reunification","32","19","51","Age"
"2016-02-10T00:00:00.000","2002","Bridgeport","Region 1","13-17","Reunification","21","6","27","Age"
"2016-02-10T00:00:00.000","2002","Bridgeport","Region 1","3-5","Reunification","37","9","46","Age"
"2016-02-10T00:00:00.000","2002","Bridgeport","Region 1","6-12","Reunification","49","12","61","Age"
"2016-02-10T00:00:00.000","2002","Norwalk","Region 1","<3","Reunification","2","5","7","Age"
"2016-02-10T00:00:00.000","2002","Norwalk","Region 1","13-17","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2002","Norwalk","Region 1","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2002","Norwalk","Region 1","6-12","Reunification","13","7","20","Age"
"2016-02-10T00:00:00.000","2002","Stamford","Region 1","<3","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2002","Stamford","Region 1","13-17","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2002","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2002","Stamford","Region 1","6-12","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2002","New Haven","Region 2","<3","Reunification","28","18","46","Age"
"2016-02-10T00:00:00.000","2002","New Haven","Region 2","13-17","Reunification","16","20","36","Age"
"2016-02-10T00:00:00.000","2002","New Haven","Region 2","3-5","Reunification","22","7","29","Age"
"2016-02-10T00:00:00.000","2002","New Haven","Region 2","6-12","Reunification","24","35","59","Age"
"2016-02-10T00:00:00.000","2002","Middletown","Region 3","<3","Reunification","0","2","2","Age"
"2016-02-10T00:00:00.000","2002","Middletown","Region 3","13-17","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2002","Middletown","Region 3","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2002","Middletown","Region 3","6-12","Reunification","3","8","11","Age"
"2016-02-10T00:00:00.000","2002","Norwich","Region 3","<3","Reunification","16","15","31","Age"
"2016-02-10T00:00:00.000","2002","Norwich","Region 3","13-17","Reunification","7","6","13","Age"
"2016-02-10T00:00:00.000","2002","Norwich","Region 3","3-5","Reunification","8","7","15","Age"
"2016-02-10T00:00:00.000","2002","Norwich","Region 3","6-12","Reunification","14","32","46","Age"
"2016-02-10T00:00:00.000","2002","Willimantic","Region 3","<3","Reunification","9","10","19","Age"
"2016-02-10T00:00:00.000","2002","Willimantic","Region 3","13-17","Reunification","6","12","18","Age"
"2016-02-10T00:00:00.000","2002","Willimantic","Region 3","3-5","Reunification","11","3","14","Age"
"2016-02-10T00:00:00.000","2002","Willimantic","Region 3","6-12","Reunification","11","14","25","Age"
"2016-02-10T00:00:00.000","2002","Hartford","Region 4","<3","Reunification","23","28","51","Age"
"2016-02-10T00:00:00.000","2002","Hartford","Region 4","13-17","Reunification","25","8","33","Age"
"2016-02-10T00:00:00.000","2002","Hartford","Region 4","3-5","Reunification","14","8","22","Age"
"2016-02-10T00:00:00.000","2002","Hartford","Region 4","6-12","Reunification","26","30","56","Age"
"2016-02-10T00:00:00.000","2002","Manchester","Region 4","<3","Reunification","19","7","26","Age"
"2016-02-10T00:00:00.000","2002","Manchester","Region 4","13-17","Reunification","14","15","29","Age"
"2016-02-10T00:00:00.000","2002","Manchester","Region 4","3-5","Reunification","17","8","25","Age"
"2016-02-10T00:00:00.000","2002","Manchester","Region 4","6-12","Reunification","21","17","38","Age"
"2016-02-10T00:00:00.000","2002","Danbury","Region 5","<3","Reunification","6","3","9","Age"
"2016-02-10T00:00:00.000","2002","Danbury","Region 5","13-17","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2002","Danbury","Region 5","3-5","Reunification","10","0","10","Age"
"2016-02-10T00:00:00.000","2002","Danbury","Region 5","6-12","Reunification","11","5","16","Age"
"2016-02-10T00:00:00.000","2002","Torrington","Region 5","<3","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2002","Torrington","Region 5","13-17","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2002","Torrington","Region 5","3-5","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2002","Torrington","Region 5","6-12","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2002","Waterbury","Region 5","<3","Reunification","34","11","45","Age"
"2016-02-10T00:00:00.000","2002","Waterbury","Region 5","13-17","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2002","Waterbury","Region 5","3-5","Reunification","21","10","31","Age"
"2016-02-10T00:00:00.000","2002","Waterbury","Region 5","6-12","Reunification","24","26","50","Age"
"2016-02-10T00:00:00.000","2002","Meriden","Region 6","<3","Reunification","6","4","10","Age"
"2016-02-10T00:00:00.000","2002","Meriden","Region 6","13-17","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2002","Meriden","Region 6","3-5","Reunification","4","0","4","Age"
"2016-02-10T00:00:00.000","2002","Meriden","Region 6","6-12","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2002","New Britain","Region 6","<3","Reunification","17","12","29","Age"
"2016-02-10T00:00:00.000","2002","New Britain","Region 6","13-17","Reunification","11","12","23","Age"
"2016-02-10T00:00:00.000","2002","New Britain","Region 6","3-5","Reunification","7","7","14","Age"
"2016-02-10T00:00:00.000","2002","New Britain","Region 6","6-12","Reunification","17","31","48","Age"
"2016-02-10T00:00:00.000","2003","Other","Region 0","6-12","Reunification","11","6","17","Age"
"2016-02-10T00:00:00.000","2003","Other","Region 0","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2003","Other","Region 0","13-17","Reunification","15","23","38","Age"
"2016-02-10T00:00:00.000","2003","Other","Region 0","<3","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2003","Bridgeport","Region 1","6-12","Reunification","52","16","68","Age"
"2016-02-10T00:00:00.000","2003","Bridgeport","Region 1","3-5","Reunification","31","4","35","Age"
"2016-02-10T00:00:00.000","2003","Bridgeport","Region 1","13-17","Reunification","25","5","30","Age"
"2016-02-10T00:00:00.000","2003","Bridgeport","Region 1","<3","Reunification","44","11","55","Age"
"2016-02-10T00:00:00.000","2003","Norwalk","Region 1","6-12","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2003","Norwalk","Region 1","3-5","Reunification","5","3","8","Age"
"2016-02-10T00:00:00.000","2003","Norwalk","Region 1","13-17","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2003","Norwalk","Region 1","<3","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2003","Stamford","Region 1","6-12","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2003","Stamford","Region 1","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2003","Stamford","Region 1","13-17","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2003","Stamford","Region 1","<3","Reunification","6","1","7","Age"
"2016-02-10T00:00:00.000","2003","Milford","Region 2","13-17","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2003","Milford","Region 2","6-12","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2003","New Haven","Region 2","6-12","Reunification","42","32","74","Age"
"2016-02-10T00:00:00.000","2003","New Haven","Region 2","3-5","Reunification","28","6","34","Age"
"2016-02-10T00:00:00.000","2003","New Haven","Region 2","13-17","Reunification","23","26","49","Age"
"2016-02-10T00:00:00.000","2003","New Haven","Region 2","<3","Reunification","42","11","53","Age"
"2016-02-10T00:00:00.000","2003","Middletown","Region 3","6-12","Reunification","12","2","14","Age"
"2016-02-10T00:00:00.000","2003","Middletown","Region 3","3-5","Reunification","8","1","9","Age"
"2016-02-10T00:00:00.000","2003","Middletown","Region 3","13-17","Reunification","0","3","3","Age"
"2016-02-10T00:00:00.000","2003","Middletown","Region 3","<3","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2003","Norwich","Region 3","6-12","Reunification","21","24","45","Age"
"2016-02-10T00:00:00.000","2003","Norwich","Region 3","3-5","Reunification","9","6","15","Age"
"2016-02-10T00:00:00.000","2003","Norwich","Region 3","13-17","Reunification","13","13","26","Age"
"2016-02-10T00:00:00.000","2003","Norwich","Region 3","<3","Reunification","15","11","26","Age"
"2016-02-10T00:00:00.000","2003","Willimantic","Region 3","6-12","Reunification","8","22","30","Age"
"2016-02-10T00:00:00.000","2003","Willimantic","Region 3","3-5","Reunification","13","7","20","Age"
"2016-02-10T00:00:00.000","2003","Willimantic","Region 3","13-17","Reunification","8","9","17","Age"
"2016-02-10T00:00:00.000","2003","Willimantic","Region 3","<3","Reunification","15","6","21","Age"
"2016-02-10T00:00:00.000","2003","Hartford","Region 4","6-12","Reunification","34","25","59","Age"
"2016-02-10T00:00:00.000","2003","Hartford","Region 4","3-5","Reunification","16","13","29","Age"
"2016-02-10T00:00:00.000","2003","Hartford","Region 4","13-17","Reunification","14","10","24","Age"
"2016-02-10T00:00:00.000","2003","Hartford","Region 4","<3","Reunification","30","27","57","Age"
"2016-02-10T00:00:00.000","2003","Manchester","Region 4","6-12","Reunification","24","21","45","Age"
"2016-02-10T00:00:00.000","2003","Manchester","Region 4","3-5","Reunification","16","7","23","Age"
"2016-02-10T00:00:00.000","2003","Manchester","Region 4","13-17","Reunification","7","9","16","Age"
"2016-02-10T00:00:00.000","2003","Manchester","Region 4","<3","Reunification","23","7","30","Age"
"2016-02-10T00:00:00.000","2003","Danbury","Region 5","6-12","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2003","Danbury","Region 5","3-5","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2003","Danbury","Region 5","13-17","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2003","Danbury","Region 5","<3","Reunification","7","6","13","Age"
"2016-02-10T00:00:00.000","2003","Torrington","Region 5","6-12","Reunification","0","5","5","Age"
"2016-02-10T00:00:00.000","2003","Torrington","Region 5","3-5","Reunification","1","4","5","Age"
"2016-02-10T00:00:00.000","2003","Torrington","Region 5","13-17","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2003","Torrington","Region 5","<3","Reunification","1","5","6","Age"
"2016-02-10T00:00:00.000","2003","Waterbury","Region 5","6-12","Reunification","15","26","41","Age"
"2016-02-10T00:00:00.000","2003","Waterbury","Region 5","3-5","Reunification","13","14","27","Age"
"2016-02-10T00:00:00.000","2003","Waterbury","Region 5","13-17","Reunification","17","4","21","Age"
"2016-02-10T00:00:00.000","2003","Waterbury","Region 5","<3","Reunification","19","22","41","Age"
"2016-02-10T00:00:00.000","2003","Meriden","Region 6","6-12","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2003","Meriden","Region 6","3-5","Reunification","9","0","9","Age"
"2016-02-10T00:00:00.000","2003","Meriden","Region 6","13-17","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2003","Meriden","Region 6","<3","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2003","New Britain","Region 6","6-12","Reunification","22","19","41","Age"
"2016-02-10T00:00:00.000","2003","New Britain","Region 6","3-5","Reunification","11","12","23","Age"
"2016-02-10T00:00:00.000","2003","New Britain","Region 6","13-17","Reunification","16","5","21","Age"
"2016-02-10T00:00:00.000","2003","New Britain","Region 6","<3","Reunification","20","7","27","Age"
"2016-02-10T00:00:00.000","2004","Other","Region 0","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2004","Other","Region 0","13-17","Reunification","24","24","48","Age"
"2016-02-10T00:00:00.000","2004","Other","Region 0","3-5","Reunification","2","3","5","Age"
"2016-02-10T00:00:00.000","2004","Other","Region 0","6-12","Reunification","10","7","17","Age"
"2016-02-10T00:00:00.000","2004","Bridgeport","Region 1","<3","Reunification","52","8","60","Age"
"2016-02-10T00:00:00.000","2004","Bridgeport","Region 1","13-17","Reunification","22","9","31","Age"
"2016-02-10T00:00:00.000","2004","Bridgeport","Region 1","3-5","Reunification","19","5","24","Age"
"2016-02-10T00:00:00.000","2004","Bridgeport","Region 1","6-12","Reunification","55","22","77","Age"
"2016-02-10T00:00:00.000","2004","Norwalk","Region 1","<3","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2004","Norwalk","Region 1","13-17","Reunification","2","5","7","Age"
"2016-02-10T00:00:00.000","2004","Norwalk","Region 1","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2004","Norwalk","Region 1","6-12","Reunification","5","6","11","Age"
"2016-02-10T00:00:00.000","2004","Stamford","Region 1","<3","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2004","Stamford","Region 1","13-17","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2004","Stamford","Region 1","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2004","Stamford","Region 1","6-12","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2004","New Haven","Region 2","<3","Reunification","48","18","66","Age"
"2016-02-10T00:00:00.000","2004","New Haven","Region 2","13-17","Reunification","30","43","73","Age"
"2016-02-10T00:00:00.000","2004","New Haven","Region 2","3-5","Reunification","27","7","34","Age"
"2016-02-10T00:00:00.000","2004","New Haven","Region 2","6-12","Reunification","66","24","90","Age"
"2016-02-10T00:00:00.000","2004","Middletown","Region 3","<3","Reunification","9","2","11","Age"
"2016-02-10T00:00:00.000","2004","Middletown","Region 3","13-17","Reunification","7","7","14","Age"
"2016-02-10T00:00:00.000","2004","Middletown","Region 3","3-5","Reunification","6","0","6","Age"
"2016-02-10T00:00:00.000","2004","Middletown","Region 3","6-12","Reunification","12","6","18","Age"
"2016-02-10T00:00:00.000","2004","Norwich","Region 3","<3","Reunification","26","7","33","Age"
"2016-02-10T00:00:00.000","2004","Norwich","Region 3","13-17","Reunification","9","15","24","Age"
"2016-02-10T00:00:00.000","2004","Norwich","Region 3","3-5","Reunification","18","7","25","Age"
"2016-02-10T00:00:00.000","2004","Norwich","Region 3","6-12","Reunification","22","16","38","Age"
"2016-02-10T00:00:00.000","2004","Willimantic","Region 3","<3","Reunification","22","3","25","Age"
"2016-02-10T00:00:00.000","2004","Willimantic","Region 3","13-17","Reunification","7","9","16","Age"
"2016-02-10T00:00:00.000","2004","Willimantic","Region 3","3-5","Reunification","10","9","19","Age"
"2016-02-10T00:00:00.000","2004","Willimantic","Region 3","6-12","Reunification","23","11","34","Age"
"2016-02-10T00:00:00.000","2004","Hartford","Region 4","<3","Reunification","39","26","65","Age"
"2016-02-10T00:00:00.000","2004","Hartford","Region 4","13-17","Reunification","9","11","20","Age"
"2016-02-10T00:00:00.000","2004","Hartford","Region 4","3-5","Reunification","14","15","29","Age"
"2016-02-10T00:00:00.000","2004","Hartford","Region 4","6-12","Reunification","27","31","58","Age"
"2016-02-10T00:00:00.000","2004","Manchester","Region 4","<3","Reunification","21","6","27","Age"
"2016-02-10T00:00:00.000","2004","Manchester","Region 4","13-17","Reunification","25","11","36","Age"
"2016-02-10T00:00:00.000","2004","Manchester","Region 4","3-5","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2004","Manchester","Region 4","6-12","Reunification","28","8","36","Age"
"2016-02-10T00:00:00.000","2004","Danbury","Region 5","<3","Reunification","10","7","17","Age"
"2016-02-10T00:00:00.000","2004","Danbury","Region 5","13-17","Reunification","4","4","8","Age"
