"data_as_of","sfy","office","region","demographic","exit_type","los_lessthan12mnths","los_morethan12mnths","total_reunified","demographic_type"
"2016-02-10T00:00:00.000","2009","Milford","Region 2","13-17","Reunification","24","6","30","Age"
"2016-02-10T00:00:00.000","2009","Milford","Region 2","<3","Reunification","14","5","19","Age"
"2016-02-10T00:00:00.000","2009","New Haven","Region 2","6-12","Reunification","20","17","37","Age"
"2016-02-10T00:00:00.000","2009","New Haven","Region 2","3-5","Reunification","10","10","20","Age"
"2016-02-10T00:00:00.000","2009","New Haven","Region 2","13-17","Reunification","26","18","44","Age"
"2016-02-10T00:00:00.000","2009","New Haven","Region 2","<3","Reunification","33","16","49","Age"
"2016-02-10T00:00:00.000","2009","Middletown","Region 3","6-12","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2009","Middletown","Region 3","3-5","Reunification","8","1","9","Age"
"2016-02-10T00:00:00.000","2009","Middletown","Region 3","13-17","Reunification","0","3","3","Age"
"2016-02-10T00:00:00.000","2009","Middletown","Region 3","<3","Reunification","5","5","10","Age"
"2016-02-10T00:00:00.000","2009","Norwich","Region 3","6-12","Reunification","29","11","40","Age"
"2016-02-10T00:00:00.000","2009","Norwich","Region 3","3-5","Reunification","13","2","15","Age"
"2016-02-10T00:00:00.000","2009","Norwich","Region 3","13-17","Reunification","6","5","11","Age"
"2016-02-10T00:00:00.000","2009","Norwich","Region 3","<3","Reunification","22","7","29","Age"
"2016-02-10T00:00:00.000","2009","Willimantic","Region 3","6-12","Reunification","9","8","17","Age"
"2016-02-10T00:00:00.000","2009","Willimantic","Region 3","3-5","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2009","Willimantic","Region 3","13-17","Reunification","7","6","13","Age"
"2016-02-10T00:00:00.000","2009","Willimantic","Region 3","<3","Reunification","11","8","19","Age"
"2016-02-10T00:00:00.000","2009","Hartford","Region 4","6-12","Reunification","33","9","42","Age"
"2016-02-10T00:00:00.000","2009","Hartford","Region 4","3-5","Reunification","16","8","24","Age"
"2016-02-10T00:00:00.000","2009","Hartford","Region 4","13-17","Reunification","24","17","41","Age"
"2016-02-10T00:00:00.000","2009","Hartford","Region 4","<3","Reunification","57","15","72","Age"
"2016-02-10T00:00:00.000","2009","Manchester","Region 4","6-12","Reunification","24","10","34","Age"
"2016-02-10T00:00:00.000","2009","Manchester","Region 4","3-5","Reunification","14","12","26","Age"
"2016-02-10T00:00:00.000","2009","Manchester","Region 4","13-17","Reunification","16","14","30","Age"
"2016-02-10T00:00:00.000","2009","Manchester","Region 4","<3","Reunification","42","9","51","Age"
"2016-02-10T00:00:00.000","2009","Danbury","Region 5","6-12","Reunification","5","5","10","Age"
"2016-02-10T00:00:00.000","2009","Danbury","Region 5","3-5","Reunification","0","2","2","Age"
"2016-02-10T00:00:00.000","2009","Danbury","Region 5","<3","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2009","Torrington","Region 5","6-12","Reunification","11","3","14","Age"
"2016-02-10T00:00:00.000","2009","Torrington","Region 5","3-5","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2009","Torrington","Region 5","13-17","Reunification","7","3","10","Age"
"2016-02-10T00:00:00.000","2009","Torrington","Region 5","<3","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2009","Waterbury","Region 5","6-12","Reunification","14","24","38","Age"
"2016-02-10T00:00:00.000","2009","Waterbury","Region 5","3-5","Reunification","11","7","18","Age"
"2016-02-10T00:00:00.000","2009","Waterbury","Region 5","13-17","Reunification","8","19","27","Age"
"2016-02-10T00:00:00.000","2009","Waterbury","Region 5","<3","Reunification","25","15","40","Age"
"2016-02-10T00:00:00.000","2009","Meriden","Region 6","6-12","Reunification","13","7","20","Age"
"2016-02-10T00:00:00.000","2009","Meriden","Region 6","3-5","Reunification","3","3","6","Age"
"2016-02-10T00:00:00.000","2009","Meriden","Region 6","13-17","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2009","Meriden","Region 6","<3","Reunification","12","4","16","Age"
"2016-02-10T00:00:00.000","2009","New Britain","Region 6","6-12","Reunification","21","13","34","Age"
"2016-02-10T00:00:00.000","2009","New Britain","Region 6","3-5","Reunification","11","5","16","Age"
"2016-02-10T00:00:00.000","2009","New Britain","Region 6","13-17","Reunification","14","18","32","Age"
"2016-02-10T00:00:00.000","2009","New Britain","Region 6","<3","Reunification","34","13","47","Age"
"2016-02-10T00:00:00.000","2010","Other","Region 0","<3","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2010","Other","Region 0","13-17","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2010","Other","Region 0","6-12","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2010","Other","Region 0","3-5","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2010","Bridgeport","Region 1","<3","Reunification","25","9","34","Age"
"2016-02-10T00:00:00.000","2010","Bridgeport","Region 1","13-17","Reunification","20","9","29","Age"
"2016-02-10T00:00:00.000","2010","Bridgeport","Region 1","3-5","Reunification","15","3","18","Age"
"2016-02-10T00:00:00.000","2010","Bridgeport","Region 1","6-12","Reunification","23","10","33","Age"
"2016-02-10T00:00:00.000","2010","Norwalk","Region 1","<3","Reunification","5","5","10","Age"
"2016-02-10T00:00:00.000","2010","Norwalk","Region 1","13-17","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2010","Norwalk","Region 1","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2010","Norwalk","Region 1","6-12","Reunification","6","8","14","Age"
"2016-02-10T00:00:00.000","2010","Stamford","Region 1","<3","Reunification","7","0","7","Age"
"2016-02-10T00:00:00.000","2010","Stamford","Region 1","13-17","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2010","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2010","Stamford","Region 1","6-12","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2010","Milford","Region 2","<3","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2010","Milford","Region 2","13-17","Reunification","11","11","22","Age"
"2016-02-10T00:00:00.000","2010","Milford","Region 2","3-5","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2010","Milford","Region 2","6-12","Reunification","9","5","14","Age"
"2016-02-10T00:00:00.000","2010","New Haven","Region 2","<3","Reunification","26","17","43","Age"
"2016-02-10T00:00:00.000","2010","New Haven","Region 2","13-17","Reunification","13","7","20","Age"
"2016-02-10T00:00:00.000","2010","New Haven","Region 2","3-5","Reunification","9","12","21","Age"
"2016-02-10T00:00:00.000","2010","New Haven","Region 2","6-12","Reunification","13","18","31","Age"
"2016-02-10T00:00:00.000","2010","Middletown","Region 3","<3","Reunification","10","2","12","Age"
"2016-02-10T00:00:00.000","2010","Middletown","Region 3","13-17","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2010","Middletown","Region 3","3-5","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2010","Middletown","Region 3","6-12","Reunification","5","3","8","Age"
"2016-02-10T00:00:00.000","2010","Norwich","Region 3","<3","Reunification","25","13","38","Age"
"2016-02-10T00:00:00.000","2010","Norwich","Region 3","13-17","Reunification","10","6","16","Age"
"2016-02-10T00:00:00.000","2010","Norwich","Region 3","3-5","Reunification","10","2","12","Age"
"2016-02-10T00:00:00.000","2010","Norwich","Region 3","6-12","Reunification","10","13","23","Age"
"2016-02-10T00:00:00.000","2010","Willimantic","Region 3","<3","Reunification","14","6","20","Age"
"2016-02-10T00:00:00.000","2010","Willimantic","Region 3","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2010","Willimantic","Region 3","3-5","Reunification","9","3","12","Age"
"2016-02-10T00:00:00.000","2010","Willimantic","Region 3","6-12","Reunification","13","11","24","Age"
"2016-02-10T00:00:00.000","2010","Hartford","Region 4","<3","Reunification","33","15","48","Age"
"2016-02-10T00:00:00.000","2010","Hartford","Region 4","13-17","Reunification","23","11","34","Age"
"2016-02-10T00:00:00.000","2010","Hartford","Region 4","3-5","Reunification","12","6","18","Age"
"2016-02-10T00:00:00.000","2010","Hartford","Region 4","6-12","Reunification","29","18","47","Age"
"2016-02-10T00:00:00.000","2010","Manchester","Region 4","<3","Reunification","25","17","42","Age"
"2016-02-10T00:00:00.000","2010","Manchester","Region 4","13-17","Reunification","10","14","24","Age"
"2016-02-10T00:00:00.000","2010","Manchester","Region 4","3-5","Reunification","4","9","13","Age"
"2016-02-10T00:00:00.000","2010","Manchester","Region 4","6-12","Reunification","8","17","25","Age"
"2016-02-10T00:00:00.000","2010","Danbury","Region 5","<3","Reunification","6","1","7","Age"
"2016-02-10T00:00:00.000","2010","Danbury","Region 5","13-17","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2010","Danbury","Region 5","3-5","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2010","Danbury","Region 5","6-12","Reunification","13","6","19","Age"
"2016-02-10T00:00:00.000","2010","Torrington","Region 5","<3","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2010","Torrington","Region 5","13-17","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2010","Torrington","Region 5","3-5","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2010","Torrington","Region 5","6-12","Reunification","6","7","13","Age"
"2016-02-10T00:00:00.000","2010","Waterbury","Region 5","<3","Reunification","31","11","42","Age"
"2016-02-10T00:00:00.000","2010","Waterbury","Region 5","13-17","Reunification","9","5","14","Age"
"2016-02-10T00:00:00.000","2010","Waterbury","Region 5","3-5","Reunification","20","8","28","Age"
"2016-02-10T00:00:00.000","2010","Waterbury","Region 5","6-12","Reunification","27","22","49","Age"
"2016-02-10T00:00:00.000","2010","Meriden","Region 6","<3","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2010","Meriden","Region 6","13-17","Reunification","3","6","9","Age"
"2016-02-10T00:00:00.000","2010","Meriden","Region 6","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2010","Meriden","Region 6","6-12","Reunification","9","9","18","Age"
"2016-02-10T00:00:00.000","2010","New Britain","Region 6","<3","Reunification","13","10","23","Age"
"2016-02-10T00:00:00.000","2010","New Britain","Region 6","13-17","Reunification","8","7","15","Age"
"2016-02-10T00:00:00.000","2010","New Britain","Region 6","3-5","Reunification","12","7","19","Age"
"2016-02-10T00:00:00.000","2010","New Britain","Region 6","6-12","Reunification","19","18","37","Age"
"2016-02-10T00:00:00.000","2011","Other","Region 0","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2011","Other","Region 0","6-12","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2011","Other","Region 0","13-17","Reunification","3","3","6","Age"
"2016-02-10T00:00:00.000","2011","Other","Region 0","<3","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2011","Bridgeport","Region 1","6-12","Reunification","20","13","33","Age"
"2016-02-10T00:00:00.000","2011","Bridgeport","Region 1","3-5","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2011","Bridgeport","Region 1","13-17","Reunification","14","3","17","Age"
"2016-02-10T00:00:00.000","2011","Bridgeport","Region 1","<3","Reunification","30","7","37","Age"
"2016-02-10T00:00:00.000","2011","Norwalk","Region 1","6-12","Reunification","2","5","7","Age"
"2016-02-10T00:00:00.000","2011","Norwalk","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2011","Norwalk","Region 1","13-17","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2011","Norwalk","Region 1","<3","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2011","Stamford","Region 1","6-12","Reunification","4","0","4","Age"
"2016-02-10T00:00:00.000","2011","Stamford","Region 1","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2011","Stamford","Region 1","13-17","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2011","Stamford","Region 1","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2011","Milford","Region 2","6-12","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2011","Milford","Region 2","3-5","Reunification","4","0","4","Age"
"2016-02-10T00:00:00.000","2011","Milford","Region 2","13-17","Reunification","11","2","13","Age"
"2016-02-10T00:00:00.000","2011","Milford","Region 2","<3","Reunification","9","8","17","Age"
"2016-02-10T00:00:00.000","2011","New Haven","Region 2","6-12","Reunification","15","15","30","Age"
"2016-02-10T00:00:00.000","2011","New Haven","Region 2","3-5","Reunification","7","6","13","Age"
"2016-02-10T00:00:00.000","2011","New Haven","Region 2","13-17","Reunification","11","9","20","Age"
"2016-02-10T00:00:00.000","2011","New Haven","Region 2","<3","Reunification","25","13","38","Age"
"2016-02-10T00:00:00.000","2011","Middletown","Region 3","6-12","Reunification","7","4","11","Age"
"2016-02-10T00:00:00.000","2011","Middletown","Region 3","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2011","Middletown","Region 3","13-17","Reunification","9","3","12","Age"
"2016-02-10T00:00:00.000","2011","Middletown","Region 3","<3","Reunification","7","0","7","Age"
"2016-02-10T00:00:00.000","2011","Norwich","Region 3","6-12","Reunification","25","11","36","Age"
"2016-02-10T00:00:00.000","2011","Norwich","Region 3","3-5","Reunification","11","6","17","Age"
"2016-02-10T00:00:00.000","2011","Norwich","Region 3","13-17","Reunification","12","6","18","Age"
"2016-02-10T00:00:00.000","2011","Norwich","Region 3","<3","Reunification","25","5","30","Age"
"2016-02-10T00:00:00.000","2011","Willimantic","Region 3","6-12","Reunification","4","12","16","Age"
"2016-02-10T00:00:00.000","2011","Willimantic","Region 3","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2011","Willimantic","Region 3","13-17","Reunification","6","3","9","Age"
"2016-02-10T00:00:00.000","2011","Willimantic","Region 3","<3","Reunification","9","2","11","Age"
"2016-02-10T00:00:00.000","2011","Hartford","Region 4","6-12","Reunification","21","30","51","Age"
"2016-02-10T00:00:00.000","2011","Hartford","Region 4","3-5","Reunification","13","10","23","Age"
"2016-02-10T00:00:00.000","2011","Hartford","Region 4","13-17","Reunification","17","17","34","Age"
"2016-02-10T00:00:00.000","2011","Hartford","Region 4","<3","Reunification","35","19","54","Age"
"2016-02-10T00:00:00.000","2011","Manchester","Region 4","6-12","Reunification","20","9","29","Age"
"2016-02-10T00:00:00.000","2011","Manchester","Region 4","3-5","Reunification","14","3","17","Age"
"2016-02-10T00:00:00.000","2011","Manchester","Region 4","13-17","Reunification","20","8","28","Age"
"2016-02-10T00:00:00.000","2011","Manchester","Region 4","<3","Reunification","25","5","30","Age"
"2016-02-10T00:00:00.000","2011","Danbury","Region 5","6-12","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2011","Danbury","Region 5","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2011","Danbury","Region 5","13-17","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2011","Danbury","Region 5","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2011","Torrington","Region 5","6-12","Reunification","12","2","14","Age"
"2016-02-10T00:00:00.000","2011","Torrington","Region 5","3-5","Reunification","5","3","8","Age"
"2016-02-10T00:00:00.000","2011","Torrington","Region 5","13-17","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2011","Torrington","Region 5","<3","Reunification","10","6","16","Age"
"2016-02-10T00:00:00.000","2011","Waterbury","Region 5","6-12","Reunification","29","13","42","Age"
"2016-02-10T00:00:00.000","2011","Waterbury","Region 5","3-5","Reunification","11","11","22","Age"
"2016-02-10T00:00:00.000","2011","Waterbury","Region 5","13-17","Reunification","13","9","22","Age"
"2016-02-10T00:00:00.000","2011","Waterbury","Region 5","<3","Reunification","23","12","35","Age"
"2016-02-10T00:00:00.000","2011","Meriden","Region 6","6-12","Reunification","6","4","10","Age"
"2016-02-10T00:00:00.000","2011","Meriden","Region 6","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2011","Meriden","Region 6","13-17","Reunification","2","5","7","Age"
"2016-02-10T00:00:00.000","2011","Meriden","Region 6","<3","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2011","New Britain","Region 6","6-12","Reunification","9","12","21","Age"
"2016-02-10T00:00:00.000","2011","New Britain","Region 6","3-5","Reunification","11","6","17","Age"
"2016-02-10T00:00:00.000","2011","New Britain","Region 6","13-17","Reunification","20","6","26","Age"
"2016-02-10T00:00:00.000","2011","New Britain","Region 6","<3","Reunification","32","5","37","Age"
"2016-02-10T00:00:00.000","2012","Other","Region 0","<3","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2012","Other","Region 0","13-17","Reunification","5","9","14","Age"
"2016-02-10T00:00:00.000","2012","Other","Region 0","6-12","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2012","Other","Region 0","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2012","Bridgeport","Region 1","<3","Reunification","16","0","16","Age"
"2016-02-10T00:00:00.000","2012","Bridgeport","Region 1","13-17","Reunification","15","9","24","Age"
"2016-02-10T00:00:00.000","2012","Bridgeport","Region 1","3-5","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2012","Bridgeport","Region 1","6-12","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2012","Norwalk","Region 1","<3","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2012","Norwalk","Region 1","13-17","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2012","Norwalk","Region 1","3-5","Reunification","1","2","3","Age"
"2016-02-10T00:00:00.000","2012","Norwalk","Region 1","6-12","Reunification","2","4","6","Age"
"2016-02-10T00:00:00.000","2012","Stamford","Region 1","<3","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2012","Stamford","Region 1","13-17","Reunification","5","3","8","Age"
"2016-02-10T00:00:00.000","2012","Stamford","Region 1","3-5","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2012","Stamford","Region 1","6-12","Reunification","1","2","3","Age"
"2016-02-10T00:00:00.000","2012","Milford","Region 2","<3","Reunification","14","6","20","Age"
"2016-02-10T00:00:00.000","2012","Milford","Region 2","13-17","Reunification","4","5","9","Age"
"2016-02-10T00:00:00.000","2012","Milford","Region 2","3-5","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2012","Milford","Region 2","6-12","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2012","New Haven","Region 2","<3","Reunification","19","6","25","Age"
"2016-02-10T00:00:00.000","2012","New Haven","Region 2","13-17","Reunification","13","10","23","Age"
"2016-02-10T00:00:00.000","2012","New Haven","Region 2","3-5","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2012","New Haven","Region 2","6-12","Reunification","7","12","19","Age"
"2016-02-10T00:00:00.000","2012","Middletown","Region 3","<3","Reunification","7","0","7","Age"
"2016-02-10T00:00:00.000","2012","Middletown","Region 3","13-17","Reunification","6","0","6","Age"
"2016-02-10T00:00:00.000","2012","Middletown","Region 3","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2012","Middletown","Region 3","6-12","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2012","Norwich","Region 3","<3","Reunification","25","6","31","Age"
"2016-02-10T00:00:00.000","2012","Norwich","Region 3","13-17","Reunification","7","9","16","Age"
"2016-02-10T00:00:00.000","2012","Norwich","Region 3","3-5","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2012","Norwich","Region 3","6-12","Reunification","20","7","27","Age"
"2016-02-10T00:00:00.000","2012","Willimantic","Region 3","<3","Reunification","9","4","13","Age"
"2016-02-10T00:00:00.000","2012","Willimantic","Region 3","13-17","Reunification","9","6","15","Age"
"2016-02-10T00:00:00.000","2012","Willimantic","Region 3","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2012","Willimantic","Region 3","6-12","Reunification","9","4","13","Age"
"2016-02-10T00:00:00.000","2012","Hartford","Region 4","<3","Reunification","27","18","45","Age"
"2016-02-10T00:00:00.000","2012","Hartford","Region 4","13-17","Reunification","20","15","35","Age"
"2016-02-10T00:00:00.000","2012","Hartford","Region 4","3-5","Reunification","11","10","21","Age"
"2016-02-10T00:00:00.000","2012","Hartford","Region 4","6-12","Reunification","13","23","36","Age"
"2016-02-10T00:00:00.000","2012","Manchester","Region 4","<3","Reunification","9","5","14","Age"
"2016-02-10T00:00:00.000","2012","Manchester","Region 4","13-17","Reunification","7","3","10","Age"
"2016-02-10T00:00:00.000","2012","Manchester","Region 4","3-5","Reunification","9","6","15","Age"
"2016-02-10T00:00:00.000","2012","Manchester","Region 4","6-12","Reunification","9","8","17","Age"
"2016-02-10T00:00:00.000","2012","Danbury","Region 5","<3","Reunification","6","0","6","Age"
"2016-02-10T00:00:00.000","2012","Danbury","Region 5","13-17","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2012","Danbury","Region 5","3-5","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2012","Danbury","Region 5","6-12","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2012","Torrington","Region 5","<3","Reunification","11","0","11","Age"
"2016-02-10T00:00:00.000","2012","Torrington","Region 5","13-17","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2012","Torrington","Region 5","3-5","Reunification","6","1","7","Age"
"2016-02-10T00:00:00.000","2012","Torrington","Region 5","6-12","Reunification","5","6","11","Age"
"2016-02-10T00:00:00.000","2012","Waterbury","Region 5","<3","Reunification","17","7","24","Age"
"2016-02-10T00:00:00.000","2012","Waterbury","Region 5","13-17","Reunification","13","2","15","Age"
"2016-02-10T00:00:00.000","2012","Waterbury","Region 5","3-5","Reunification","11","6","17","Age"
"2016-02-10T00:00:00.000","2012","Waterbury","Region 5","6-12","Reunification","12","11","23","Age"
"2016-02-10T00:00:00.000","2012","Meriden","Region 6","<3","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2012","Meriden","Region 6","13-17","Reunification","3","7","10","Age"
"2016-02-10T00:00:00.000","2012","Meriden","Region 6","3-5","Reunification","3","5","8","Age"
"2016-02-10T00:00:00.000","2012","Meriden","Region 6","6-12","Reunification","5","8","13","Age"
"2016-02-10T00:00:00.000","2012","New Britain","Region 6","<3","Reunification","14","13","27","Age"
"2016-02-10T00:00:00.000","2012","New Britain","Region 6","13-17","Reunification","15","12","27","Age"
"2016-02-10T00:00:00.000","2012","New Britain","Region 6","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2012","New Britain","Region 6","6-12","Reunification","7","14","21","Age"
"2016-02-10T00:00:00.000","2013","Other","Region 0","13-17","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2013","Other","Region 0","<3","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2013","Bridgeport","Region 1","6-12","Reunification","14","8","22","Age"
"2016-02-10T00:00:00.000","2013","Bridgeport","Region 1","3-5","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2013","Bridgeport","Region 1","13-17","Reunification","14","8","22","Age"
"2016-02-10T00:00:00.000","2013","Bridgeport","Region 1","<3","Reunification","10","1","11","Age"
"2016-02-10T00:00:00.000","2013","Norwalk","Region 1","6-12","Reunification","2","3","5","Age"
"2016-02-10T00:00:00.000","2013","Norwalk","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2013","Norwalk","Region 1","13-17","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2013","Norwalk","Region 1","<3","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2013","Stamford","Region 1","6-12","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2013","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2013","Stamford","Region 1","13-17","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2013","Stamford","Region 1","<3","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2013","Milford","Region 2","6-12","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2013","Milford","Region 2","3-5","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2013","Milford","Region 2","13-17","Reunification","16","9","25","Age"
"2016-02-10T00:00:00.000","2013","Milford","Region 2","<3","Reunification","7","0","7","Age"
"2016-02-10T00:00:00.000","2013","New Haven","Region 2","6-12","Reunification","11","9","20","Age"
"2016-02-10T00:00:00.000","2013","New Haven","Region 2","3-5","Reunification","6","9","15","Age"
"2016-02-10T00:00:00.000","2013","New Haven","Region 2","13-17","Reunification","12","11","23","Age"
"2016-02-10T00:00:00.000","2013","New Haven","Region 2","<3","Reunification","19","8","27","Age"
"2016-02-10T00:00:00.000","2013","Middletown","Region 3","6-12","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2013","Middletown","Region 3","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2013","Middletown","Region 3","13-17","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2013","Middletown","Region 3","<3","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2013","Norwich","Region 3","6-12","Reunification","8","5","13","Age"
"2016-02-10T00:00:00.000","2013","Norwich","Region 3","3-5","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2013","Norwich","Region 3","13-17","Reunification","9","6","15","Age"
"2016-02-10T00:00:00.000","2013","Norwich","Region 3","<3","Reunification","16","4","20","Age"
"2016-02-10T00:00:00.000","2013","Willimantic","Region 3","6-12","Reunification","1","2","3","Age"
"2016-02-10T00:00:00.000","2013","Willimantic","Region 3","3-5","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2013","Willimantic","Region 3","13-17","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2013","Willimantic","Region 3","<3","Reunification","6","9","15","Age"
"2016-02-10T00:00:00.000","2013","Hartford","Region 4","6-12","Reunification","20","32","52","Age"
"2016-02-10T00:00:00.000","2013","Hartford","Region 4","3-5","Reunification","6","22","28","Age"
"2016-02-10T00:00:00.000","2013","Hartford","Region 4","13-17","Reunification","17","10","27","Age"
"2016-02-10T00:00:00.000","2013","Hartford","Region 4","<3","Reunification","17","19","36","Age"
"2016-02-10T00:00:00.000","2013","Manchester","Region 4","6-12","Reunification","8","7","15","Age"
"2016-02-10T00:00:00.000","2013","Manchester","Region 4","3-5","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2013","Manchester","Region 4","13-17","Reunification","5","14","19","Age"
"2016-02-10T00:00:00.000","2013","Manchester","Region 4","<3","Reunification","17","3","20","Age"
"2016-02-10T00:00:00.000","2013","Danbury","Region 5","6-12","Reunification","8","5","13","Age"
"2016-02-10T00:00:00.000","2013","Danbury","Region 5","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2013","Danbury","Region 5","13-17","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2013","Danbury","Region 5","<3","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2013","Torrington","Region 5","6-12","Reunification","5","5","10","Age"
"2016-02-10T00:00:00.000","2013","Torrington","Region 5","3-5","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2013","Torrington","Region 5","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2013","Torrington","Region 5","<3","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2013","Waterbury","Region 5","6-12","Reunification","4","14","18","Age"
"2016-02-10T00:00:00.000","2013","Waterbury","Region 5","3-5","Reunification","2","6","8","Age"
"2016-02-10T00:00:00.000","2013","Waterbury","Region 5","13-17","Reunification","10","5","15","Age"
"2016-02-10T00:00:00.000","2013","Waterbury","Region 5","<3","Reunification","8","12","20","Age"
