"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-122.666083162 45.52765907, -122.66576469 45.527459674))","318085","0.02070298","OR","051","41051","8","UP",,,"AMTK","BNSF","PNWR",,,,,,,"S","PORTLAND","304880","304881","M","A","2591","0.00037574350239313127","US","41","2",,"0.03331829","P","DS","UP-DS"
"MULTILINESTRING ((-119.994644747 39.477262184, -119.994586517 39.477708282, -119.994478702 39.478534246, -119.994362708 39.479422855, -119.994320952 39.479742727, -119.994315241 39.479770958, -119.994256427 39.480061618, -119.994251953 39.480083726, -119.994160866 39.480347447, -119.994146952 39.480387726, -119.994054307 39.480556002, -119.993950952 39.480743726, -119.993944507 39.480751854, -119.993883921 39.480828247, -119.993791917 39.480944251, -119.993702654 39.4810568, -119.993674952 39.481091727, -119.993653305 39.481111847, -119.993587919 39.481172617, -119.993251247 39.481485531, -119.993215131 39.481519098, -119.992759333 39.481942723, -119.992331117 39.482340704, -119.992229953 39.482434726, -119.992002839 39.482687014, -119.991823953 39.482885726, -119.991785621 39.482941035, -119.991604953 39.483201726, -119.99152062 39.483355319, -119.991425952 39.483527726, -119.99138116 39.48363441, -119.991308379 39.483807749, -119.991294953 39.483839726, -119.991214799 39.484109797, -119.991183952 39.484213726, -119.991144393 39.484426061, -119.991134953 39.484476726, -119.991113846 39.484750306, -119.991108952 39.484813726, -119.991118675 39.485052166, -119.991127952 39.485279726, -119.991156759 39.485568924, -119.991205967 39.486062922, -119.991274637 39.486752302, -119.99138855 39.48789583, -119.9915145 39.489160126, -119.991653394 39.490554308, -119.991793254 39.491958106, -119.991878299 39.492811673, -119.991892951 39.492958725, -119.991988825 39.493700602, -119.992060951 39.494258726, -119.992088857 39.494421216, -119.992210077 39.495127053, -119.992280952 39.495539725, -119.992307749 39.495669979, -119.992445951 39.496341725, -119.99245197 39.496365204, -119.993739037 39.50138544, -119.993750874 39.501431606, -119.993763088 39.501479244, -119.99388295 39.501946725, -119.993895876 39.502012685, -119.993931683 39.502195403, -119.99397335 39.502408019, -119.99398995 39.502492725, -119.993998247 39.50257294, -119.994011931 39.502705204, -119.99404395 39.503014725, -119.994043949 39.503090189, -119.99404395 39.503514772, -119.99404395 39.503681725, -119.994028949 39.503843588, -119.994022669 39.503911352, -119.994015162 39.503992359, -119.99398195 39.504350724, -119.99395099 39.504574428, -119.993755871 39.505984249, -119.992824483 39.512713345, -119.992785949 39.512991723, -119.992725262 39.513326169, -119.99271208 39.513398816, -119.992703467 39.513446281, -119.992648949 39.513746723, -119.992632046 39.51380347, -119.992520762 39.514177063, -119.992508949 39.514216724, -119.992393874 39.514495359, -119.992311948 39.514693724, -119.992217989 39.514864336, -119.992045949 39.515176723, -119.992020853 39.515213148, -119.991819949 39.515504724, -119.991778021 39.515553638, -119.991513588 39.515862143, -119.991495948 39.515882723, -119.991203945 39.516164109, -119.991110948 39.516253723, -119.990983365 39.516355057, -119.990897275 39.516423434, -119.990785198 39.51651245, -119.990781977 39.516515009, -119.99076004 39.516532433, -119.990658948 39.516612723, -119.990609089 39.51664498, -119.990571251 39.51666946, -119.990425055 39.516764042, -119.990126604 39.516957125, -119.990100948 39.516973723, -119.989791138 39.517135494, -119.989656997 39.517205537, -119.989613051 39.517228483, -119.989581948 39.517244723, -119.989285684 39.517373424, -119.989116949 39.517446723, -119.98863266 39.517617668, -119.988270774 39.517745405, -119.987181949 39.518129723, -119.986747344 39.518257937, -119.985855747 39.518520961, -119.985748761 39.518552522, -119.985626196 39.518588678))","329122","3.13587957","NV","031","32031","7","UP",,,"AMTK","BNSF",,,,,,,,"S","ROSEVILLE","316597","316607","M","A","3895","0.046998483120344797","US","32","1",,"5.04671907","P","INT",
"MULTILINESTRING ((-111.399718122 46.106660747, -111.399405488 46.106571371, -111.399261126 46.106511411, -111.398988033 46.106397983, -111.398649488 46.106257371, -111.39818528 46.106001139, -111.398157563 46.10598584, -111.398098833 46.105953422))","302971","0.09237997","MT","007","30007","8","MRL",,,,,,,,,,,,"S","SECOND","334822","334825","M",,"855","0.0017727465790187363","US","30","1",,"0.14867145","M","DS","BN-DS"
"MULTILINESTRING ((-93.338096971 37.225483181, -93.33798538 37.225502776, -93.337168034 37.22565625, -93.336803976 37.225727635))","357231","0.07264101","MO","077","29077","6","BNSF",,,"MNA",,,,,,,,,"S","CHEROKEE (BNSF)","381076","381091","M",,"8093","0.0013159191514834434","US","29","2",,"0.11690461","C","DS","BN-DS"
"MULTILINESTRING ((-76.942023638 40.35738231, -76.942877048 40.357340824))","527285","0.04474385","PA","099","42099","2","NS",,,"AMTK",,,,,,,,,"S","PITTSBURGH LINE (NS)","476439","476432","M","A","26524","0.0008544177644916217","US","42","2",,"0.0720084","E","DS","NS-DS"
"MULTILINESTRING ((-87.351880261 36.065268332, -87.350143255 36.065068458, -87.349161728 36.064976848, -87.348569837 36.064899516, -87.347624003 36.064741876, -87.346499706 36.064495007))","459558","0.30369986","TN","043","47043","3","CSXT",,,,,,,,,,,,"S",,"417730","417774","O",,"20493","0.0054411440961509893","US","47","0",,"0.48875853","C","INT",
"MULTILINESTRING ((-116.749202484 43.702839569, -116.743196197 43.69999451, -116.743196058 43.699994444, -116.742284413 43.699562617, -116.74027034 43.698608589, -116.735253923 43.696232412, -116.734655998 43.695949188, -116.734655732 43.695949061, -116.733389055 43.695349061, -116.732263875 43.694816086, -116.729737168 43.693616604, -116.728728547 43.693137791))","312911","1.22281321","ID","027","16027","8","UP",,,,,,,,,,,,"S","HUNTINGTON","326845","326864","M",,"2264","0.022656271663479569","US","16","1",,"1.96793103","M","DS","UP-DS"
"MULTILINESTRING ((-106.766629984 34.663457681, -106.766680885 34.662804585))","445516","0.04547967","NM","061","35061","5","BNSF",,,,,,,,,,,,"S","EL PASO","338422","338421","M",,"17766","0.00065507655814262716","US","35","2",,"0.07319258","M","DS","BN-DS"
"MULTILINESTRING ((-89.524284962 37.215995261, -89.509086632 37.217967918, -89.507780896 37.218137396, -89.507475118 37.218177084, -89.507197486 37.218236715, -89.506697239 37.21834416, -89.506474119 37.218392084, -89.505961105 37.218546649, -89.505621118 37.218649083, -89.505200939 37.218798944))","372350","1.06246666","MO","201","29201","6","UP",,,"SE",,,,,,,,,"S","CHESTER","401582","401638","M",,"10062","0.019311654344216379","US","29","2",,"1.70987776","C","DS","UP-DS"
"MULTILINESTRING ((-77.675096578 38.630514803, -77.675042832 38.630550313, -77.673278595 38.631715982, -77.673268726 38.631722502, -77.672058537 38.6325221, -77.671333084 38.633001422, -77.671316471 38.633012398, -77.670277507 38.633698864, -77.670145127 38.633786328))","391605","0.34973052","VA","061","51061","2","NS",,,"AMTK",,,,,,,,,"S","WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW","473175","473192","M","A","11981","0.0059346223832332044","US","51","2",,"0.56283783","E",,
"MULTILINESTRING ((-112.738759489 39.117830076, -112.738362632 39.1184585, -112.736639094 39.121187575))","340812","0.25963984","UT","027","49027","7","UP",,,,,,,,,,,,"S","LYNNDYL","330925","330927","S",,"5704","0.0039710042171521437","US","49","0",,"0.41785065","M",,
"MULTILINESTRING ((-87.615526457 41.528745484, -87.615158123 41.528496334))","504792","0.02568127","IL","031","17031","4","UP",,,,,,,,,,,,"S",,"414955","414963","Y",,"25237","0.00044468602190598106","US","17","0",,"0.04133008","C","DS","UP-DS"
"MULTILINESTRING ((-114.404061333 37.609357673, -114.403007119 37.608927117, -114.400761466 37.607504194, -114.400537219 37.607326991, -114.40031577 37.607120139, -114.400077756 37.606825817, -114.399907834 37.606543487, -114.399176151 37.604663713, -114.398985793 37.604285973, -114.398864936 37.604111715, -114.398728159 37.603914503, -114.398376058 37.603497777, -114.398167257 37.603303544, -114.398120265 37.603259832, -114.397878102 37.603064815, -114.397784166 37.602989168, -114.397589951 37.602857022, -114.397207147 37.602596557, -114.395434448 37.601454416, -114.39514816 37.601234502, -114.394487328 37.600699503))","336859","0.82112434","NV","017","32017","7","UP",,,,,,,,,,,,"S","CALIENTE","329501","329507","M",,"5065","0.013330749941345766","US","32","1",,"1.32147417","P","DS","UP-DS"
"MULTILINESTRING ((-99.068373031 40.698144258, -99.067753218 40.698378046, -99.067155378 40.698571377, -99.065161982 40.699034607, -99.064378423 40.699212138, -99.062997272 40.699517212, -99.062290853 40.699607827, -99.061737746 40.699673194, -99.060727861 40.699775978))","357836","0.41590251","NE","019","31019","6","UP",,,,,,,,,,,,"S","KEARNEY","351015","351029","O",,"8172","0.0078394000283531894","US","31","0",,"0.66933155","C",,
"MULTILINESTRING ((-89.20392088 38.542483873, -89.198384101 38.542292822, -89.195034101 38.542162822, -89.188404104 38.541732821, -89.177064107 38.541352821, -89.167486202 38.540748751))","358956","1.95882123","IL","027","17027","6","NS",,,,,,,,,,,,"S","SOUTHERN-WEST DISTRICT","402883","403002","M",,"8306","0.03647981950712606","US","17","1",,"3.1524235","C","DS","NS-DS"
"MULTILINESTRING ((-77.03685544 37.440462752, -77.03604105 37.440352152, -77.032749574 37.439905144, -77.031323792 37.439711512, -77.031031855 37.439663882, -77.030849859 37.439634188, -77.030466359 37.439571619, -77.029852792 37.439471513, -77.028650793 37.439240513, -77.028632082 37.439236403, -77.026791285 37.438832126, -77.025006549 37.438440163, -77.021443996 37.437657752, -77.017084887 37.436700404, -77.011056798 37.435376513, -77.009204478 37.434955418, -77.008882306 37.434882178, -77.007859208 37.434649595, -77.0072958 37.434521512, -77.006814154 37.434395339, -77.006104801 37.434209513, -77.0052415 37.433966729, -77.004735976 37.433824562, -77.003908978 37.433591988, -77.001879104 37.433021132, -76.999610658 37.432383184, -76.999291803 37.432293513, -76.998467681 37.432059871, -76.997486349 37.43178166, -76.993621182 37.43068587, -76.990506342 37.4298028, -76.988668967 37.429281897, -76.987463462 37.428940131, -76.986494807 37.428665513, -76.985263807 37.428336513, -76.985100917 37.428297934, -76.985058157 37.428287806, -76.983933808 37.428021513, -76.983767656 37.427987879, -76.983360533 37.427905466, -76.983123886 37.427857562, -76.982451808 37.427721513, -76.980049809 37.427298513, -76.978626683 37.427055125, -76.972286142 37.425970742, -76.968947644 37.42539978, -76.965478302 37.42480644, -76.962588693 37.424312249, -76.961169477 37.424069529, -76.960763496 37.424000097, -76.957105029 37.423374413, -76.956485816 37.423268513, -76.956083828 37.423187947, -76.955532816 37.423077513, -76.954739064 37.422877193, -76.954315742 37.422770359, -76.954161817 37.422731513, -76.953758872 37.422601007, -76.952967526 37.422344705, -76.952821817 37.422297513, -76.952511558 37.422178808, -76.951637818 37.421844514, -76.951542271 37.42180153, -76.951123023 37.421612921, -76.950470819 37.421319513, -76.95040921 37.421288008, -76.949856818 37.421005513, -76.944070426 37.417864761, -76.942043101 37.416764364, -76.940144499 37.415733836, -76.940043708 37.415679128, -76.937482591 37.414288998, -76.932858632 37.411779194, -76.930450588 37.410472149, -76.927891729 37.409083246, -76.922349368 37.406074949, -76.92227728 37.406035821, -76.921280355 37.405494707, -76.920393828 37.405013516, -76.919329548 37.404444059, -76.91921238 37.404381366, -76.918967828 37.404250515, -76.918134264 37.403872424, -76.918116829 37.403864516, -76.917696916 37.403725476, -76.917609472 37.403696522, -76.917515829 37.403665516, -76.917338187 37.403620947, -76.917327141 37.403618176, -76.91695383 37.403524516, -76.916830923 37.403504107, -76.916411829 37.403434516, -76.915923499 37.403389462, -76.91573983 37.403372516, -76.91543873 37.403371118, -76.915427651 37.403371066, -76.915171048 37.403369875, -76.91509383 37.403369516, -76.914542182 37.403403389, -76.91452383 37.403404516, -76.91389383 37.403498516, -76.913549251 37.403572405, -76.913408831 37.403602516, -76.91333857 37.403624059, -76.913063375 37.403708438, -76.91268313 37.403825027, -76.9126473 37.403836013, -76.912622831 37.403843515, -76.912484461 37.403906131, -76.912351267 37.403966404, -76.91186725 37.404185431, -76.911769831 37.404229516, -76.911179717 37.404579423, -76.911145831 37.404599516, -76.910243966 37.405199397, -76.909601831 37.405626515, -76.909131903 37.405877573, -76.908871832 37.406016515, -76.908767113 37.406058335, -76.908746993 37.406066369, -76.9083541 37.406223274, -76.908250832 37.406264515, -76.907845713 37.406388267, -76.907712057 37.406429095, -76.907592833 37.406465515, -76.90726311 37.406536892, -76.907070833 37.406578515, -76.906540832 37.406657515, -76.906260543 37.406682696, -76.905861833 37.406718515, -76.901582834 37.406947515, -76.901553515 37.406948356, -76.900710834 37.406972514, -76.900234907 37.40695138, -76.900102835 37.406945515, -76.899634216 37.406895279, -76.899449834 37.406875515, -76.898968121 37.406784766, -76.898605835 37.406716514, -76.898172927 37.40660384, -76.898167835 37.406602515, -76.897512835 37.406391515, -76.897490599 37.406382181, -76.896764835 37.406077515, -76.896712013 37.406053162, -76.89533433 37.405417995, -76.894414244 37.404993802, -76.894026659 37.404815108))","390577","8.46060857","VA","127","51127","2","CSXT",,,"AMTK",,,,,,,,,"S","PENINSULA","475956","476878","M","A","11697","0.15069148999012821","US","51","1",,"13.61605688","E","DS","CSXT-2"
"MULTILINESTRING ((-76.428538004 36.985172587, -76.428728003 36.985492587, -76.428758003 36.985532587, -76.428828002 36.985662587, -76.430758002 36.988772586, -76.433358001 36.992892585, -76.434750731 36.995138008, -76.434828001 36.995262585, -76.437874118 37.0002463, -76.43942232 37.002749228, -76.440443936 37.004400838, -76.446617996 37.014472582, -76.447277996 37.015462581, -76.448692333 37.017910226, -76.448799409 37.018067269, -76.449615608 37.019385226, -76.451869048 37.023023965))","392127","2.92905535","VA","700","51700","2","CSXT",,,,,,,,,,,,"S","PENINSULA","479607","479513","M",,"12163","0.044467196510605607","US","51","1",,"4.71386708","E",,
"MULTILINESTRING ((-79.302534238 37.820584974, -79.301834073 37.820921518, -79.301571642 37.821078892, -79.301557892 37.821087138, -79.301506818 37.821117765, -79.301212073 37.821294518, -79.301205623 37.821299872, -79.30092737 37.821530875, -79.300924325 37.821533403, -79.300494882 37.821889922, -79.300470073 37.821910518, -79.299685616 37.822601147, -79.299559666 37.822712032, -79.299072029 37.823141342, -79.298116867 37.823982258, -79.298031651 37.824057281, -79.296295082 37.825586141, -79.295044075 37.826687517, -79.294995455 37.826733846, -79.29460428 37.827106591, -79.294386074 37.827314517, -79.293579075 37.828164517, -79.293102624 37.828677674, -79.287812384 37.834375491, -79.287775349 37.834415378))","417204","1.25682439","VA","163","51163","2","NS",,,,,,,,,,,,"S","ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE","466421","466467","M",,"14484","0.02030638905906219","US","51","1",,"2.02266683","E","DS","NS-DS"
"MULTILINESTRING ((-94.567910003 37.847593586, -94.568071969 37.847059269, -94.568842087 37.84296712, -94.568913245 37.842584649))","355901","0.35317043","MO","217","29217","6","KCS",,,,,,,,,,,,"S","PITTSBURG","375104","375095","S",,"7893","0.0051113441339311208","US","29","0",,"0.56837384","C",,
"MULTILINESTRING ((-109.717078504 38.971733621, -109.714976251 38.971480209, -109.714730084 38.97145076))","527539","0.12679393","UT","019","49019","7","UP",,,"AMTK","BNSF","UTAH",,,,,,,"S","GREEN RIVER","336224","336227","S",,"26542","0.002365393681191515","US","49","0",,"0.20405545","M",,
"MULTILINESTRING ((-97.278659238 36.291706143, -97.278194254 36.292229743, -97.278097367 36.292338862, -97.278025007 36.292420356))","447473","0.06083459","OK","103","40103","5","BNSF",,,"UP",,,,,,,,,"S","RED ROCK","358722","358723","M",,"18200","0.00095516970843380615","US","40","1",,"0.09790397","C","DS","BN-DS"
"MULTILINESTRING ((-148.783773751 64.760147704, -148.778478548 64.761616821, -148.777546787 64.761920428, -148.776613189 64.762306748, -148.772466634 64.764287991, -148.771568388 64.764674653, -148.770943779 64.764870959, -148.770348915 64.765061316, -148.769759998 64.765227878, -148.769202857 64.765347536, -148.766315385 64.76583304, -148.760514908 64.766101735, -148.759474776 64.766149917, -148.757550752 64.766292991, -148.753117694 64.766857448, -148.749322732 64.767340657, -148.746673275 64.767446721, -148.744161054 64.767442868, -148.740100014 64.767244466, -148.731926567 64.766726932, -148.71527034 64.765739453, -148.713488623 64.765671388, -148.713037672 64.765654161, -148.711552432 64.765543146, -148.70520522 64.765489608, -148.700900064 64.765551947, -148.683498567 64.765960791, -148.679486768 64.766292978, -148.679290904 64.766315449, -148.67904695 64.766343439, -148.676098733 64.766681692, -148.674926578 64.766851844, -148.665186443 64.768740484, -148.652791891 64.771189792, -148.648194039 64.772098381, -148.645694039 64.772608381, -148.644819035 64.772792206, -148.644504038 64.772858381))","301827","5.09024218","AK","290","02290","8","ARR",,,,,,,,,,,,"C","ANCHORAGE","300364","300373","M","D","448","0.14103823670326227","US","02","1",,"8.19196709","K",,
"MULTILINESTRING ((-75.625389216 40.507316195, -75.625343738 40.50733594, -75.625021855 40.507475686, -75.623121825 40.508300592, -75.62300753 40.508350213, -75.622786165 40.508446321, -75.622497048 40.508571841, -75.622176704 40.508679688, -75.622013394 40.508734668, -75.621294049 40.508976841, -75.621270915 40.508982062, -75.620843926 40.50907843, -75.620631174 40.509126446, -75.620173049 40.50922984, -75.61999704 40.509256298, -75.619884243 40.509273253, -75.619510628 40.509329413, -75.618479409 40.50948442, -75.615881205 40.509874967, -75.610879773 40.510626755, -75.609070735 40.51089868, -75.606547833 40.511277909))","396976","1.02991976","PA","077","42077","2","NS",,,"CPRS",,,,,,,,,"S","READING LINE","482431","482552","M",,"13078","0.019349801639461678","US","42","2",,"1.6574985","E","DS","NS-DS"
"MULTILINESTRING ((-101.364771896 35.347029038, -101.364144137 35.347321825, -101.36264213 35.348022361, -101.361838878 35.348396998))","440736","0.1897869","TX","065","48065","5","BNSF",,,"PNR",,,,,,,,,"S","PANHANDLE","347633","347644","M",,"16834","0.0032363419395980064","US","48","2",,"0.30543302","C","DS","BN-DS"
"MULTILINESTRING ((-92.811248717 38.662344607, -92.80868701 38.661947824, -92.80506932 38.661387481, -92.79755307 38.660223291, -92.795903912 38.659967853, -92.790026047 38.659057432, -92.784053831 38.658132397))","352530","1.48590707","MO","135","29135","6","UP",,,"AMTK",,,,,,,,,"S","SEDALIA","383941","384011","M","A","7454","0.027519166732270228","US","29","1",,"2.39134041","C","DS","UP-DS"
"MULTILINESTRING ((-85.752351692 38.415239554, -85.752283101 38.414719258, -85.752322384 38.411943235))","501795","0.2297783","IN","019","18019","4","CSXT",,,,,,,,,,,,"S",,"426374","426375","M",,"25139","0.0033010986550605003","US","18","1",,"0.36979306","E",,
"MULTILINESTRING ((-106.194171089 40.065962612, -106.190665219 40.06528446, -106.186768219 40.06453065, -106.186509579 40.06448062, -106.183615579 40.06405362, -106.183147441 40.063969745, -106.18289558 40.06392462, -106.181995581 40.06369162, -106.180687997 40.063258228, -106.180583581 40.06322362, -106.179748581 40.06292662, -106.179225261 40.062693309, -106.178945581 40.06256862, -106.178127581 40.06208862, -106.177945891 40.061951939, -106.177704992 40.061770717, -106.17733082 40.061466841, -106.176562395 40.060728466, -106.176220875 40.060400607, -106.175811141 40.060007262, -106.175423582 40.05960262, -106.175314083 40.059469906, -106.175140583 40.05925962, -106.174869483 40.058859786, -106.174782582 40.05873162, -106.174503582 40.058186621, -106.174259583 40.057533621, -106.174241545 40.057477348, -106.173883582 40.056360621, -106.173633082 40.055788941, -106.173603583 40.05572162, -106.173403583 40.05537062, -106.173166583 40.055019621, -106.172888583 40.05466862, -106.172638753 40.054394376, -106.172581583 40.054331621, -106.172218583 40.053989621, -106.171846583 40.05368662, -106.171699227 40.053589302, -106.170992583 40.053122621, -106.170496585 40.05285962, -106.170387444 40.052810712, -106.170014585 40.05264362, -106.169486584 40.052444621, -106.169056616 40.052313344, -106.168903584 40.05226662, -106.168225585 40.052113621, -106.167603585 40.052013621, -106.167587757 40.052012051, -106.166998586 40.05195362, -106.166329586 40.051930621, -106.166239154 40.0519353, -106.165131585 40.05199262, -106.16371982 40.052126096, -106.161556586 40.05233062, -106.161429261 40.052336207, -106.160804586 40.05236362, -106.160102586 40.05235462, -106.15970079 40.052326452, -106.159346587 40.05230162, -106.158515587 40.05219962, -106.158349155 40.052166104, -106.156088145 40.051710781, -106.156052587 40.05170362, -106.155364587 40.05159162, -106.154687588 40.05151762, -106.154129431 40.051498129, -106.149940698 40.051351854, -106.139390995 40.050983449, -106.136503592 40.050882619, -106.136367905 40.050886636, -106.135895593 40.050900619, -106.135508592 40.050974619, -106.135333467 40.051041205, -106.135053593 40.051147618, -106.134700593 40.051373619, -106.1346951 40.05137919, -106.134425593 40.051652619, -106.134387746 40.051714688, -106.134250592 40.051939618, -106.134214741 40.052054579, -106.134158592 40.052234618, -106.134139593 40.052521618, -106.134142977 40.052541319, -106.134195593 40.052847618, -106.134242123 40.052971389, -106.134395592 40.053379618, -106.134421205 40.053422658, -106.134711592 40.053910618, -106.134988214 40.054256727, -106.135129592 40.054433618, -106.13581925 40.055207953, -106.136538592 40.056015618, -106.136559085 40.056043607, -106.136754592 40.056310618, -106.136887591 40.056561618, -106.136908181 40.056616861, -106.136988591 40.056832618, -106.137048591 40.057090618, -106.137073591 40.057316618, -106.137071871 40.05737214, -106.137066591 40.057542617, -106.137032591 40.057709618, -106.136993808 40.057805002, -106.136958591 40.057891618, -106.136846591 40.058061618, -106.136690592 40.058225617, -106.136491591 40.058376618, -106.13613791 40.058592377, -106.136001956 40.058674382, -106.135855989 40.058762425, -106.135636719 40.05892352, -106.135471145 40.059071194, -106.135374386 40.059177963, -106.1352116 40.059357589, -106.134978348 40.059625094, -106.134571686 40.060091476, -106.13451565 40.060151127, -106.134432964 40.06023915, -106.134343466 40.060319698, -106.134251592 40.060401617, -106.134042678 40.060538333, -106.133979591 40.060579617, -106.133680591 40.060736617, -106.133404966 40.060841456, -106.133354592 40.060860617, -106.132845197 40.060993978, -106.132220306 40.061140303, -106.131780359 40.061256516, -106.131633467 40.061295317, -106.131234859 40.061428186, -106.131103844 40.061475413, -106.130917447 40.061542603, -106.130718143 40.061612729, -106.130616592 40.061662617, -106.130515148 40.06171607, -106.130148592 40.061940616, -106.130147701 40.061941364, -106.129686766 40.062328337, -106.129369592 40.062594617, -106.129100615 40.062747315, -106.128948593 40.062833617, -106.128734125 40.06290079, -106.128418592 40.062999616, -106.128191952 40.063024829, -106.127881643 40.06305935, -106.127487592 40.062997616, -106.127469447 40.062994456, -106.126930135 40.062900504, -106.126174735 40.062768907, -106.126006593 40.062739616, -106.125670934 40.062745848, -106.125629593 40.062746616, -106.125293593 40.062824616, -106.125210335 40.062864087, -106.125023594 40.062952616, -106.124768593 40.063137616, -106.124175421 40.063700818, -106.122769594 40.065035616, -106.122694218 40.065094916, -106.122483593 40.065260616, -106.122186719 40.065421268, -106.12208322 40.065461658, -106.121825357 40.065562289, -106.121761575 40.065575818, -106.121534504 40.065623984, -106.121287722 40.065650425, -106.121051464 40.065640236, -106.120997231 40.065637897, -106.120717593 40.065610615, -106.120010201 40.065509447, -106.119301808 40.065408135, -106.118927594 40.065354615, -106.118809268 40.065356011, -106.118503594 40.065359615, -106.118321946 40.065395512, -106.118083594 40.065442616, -106.117901607 40.065518443, -106.117747595 40.065582615, -106.117456595 40.065775615, -106.11728622 40.065930885, -106.11653942 40.066611479, -106.116328595 40.066803615, -106.115989594 40.067065615, -106.115938261 40.067091517, -106.115662595 40.067230615, -106.115612253 40.067249081, -106.114607595 40.067617615, -106.114352571 40.067754777, -106.114237596 40.067816615, -106.114025595 40.067981614, -106.113864595 40.068147615, -106.113806239 40.068234759, -106.113714595 40.068371615, -106.11363638 40.06853141, -106.113621595 40.068561614, -106.113537595 40.068872615, -106.113493384 40.069126465, -106.113355213 40.069919817, -106.113324595 40.070095614, -106.113186178 40.070555595, -106.113160595 40.070640615, -106.112976595 40.071066614, -106.112664744 40.07170123, -106.112469527 40.072098495, -106.112033595 40.072985613, -106.111965342 40.07309713, -106.111850595 40.073284614, -106.111774642 40.073384671, -106.111683595 40.073504613, -106.111417595 40.073782613, -106.111008858 40.074136571, -106.110932595 40.074202614, -106.110495338 40.074563489))","366307","6.08757522","CO","049","08049","6","UP",,,"AMTK","BNSF",,,,,,,,"S","MOFFAT TUNNEL","339365","339409","M","A","9265","0.10678710764436239","US","08","1",,"9.79702225","M",,
"MULTILINESTRING ((-114.231509638 47.014781621, -114.231707678 47.014829005, -114.232241601 47.014956751, -114.249942585 47.019191874, -114.250597435 47.019348552, -114.251593023 47.019586756, -114.253864011 47.02013011, -114.254407524 47.020260152, -114.271875701 47.024439572, -114.272441352 47.024574004, -114.273844257 47.024907419, -114.274610702 47.025089572, -114.275159708 47.025200729, -114.275397646 47.025248904, -114.275503248 47.025270286, -114.2758257 47.025335572, -114.276309684 47.025396786, -114.276417106 47.025410372, -114.276880695 47.025469005, -114.2775177 47.025549572, -114.277722626 47.025571331))","301571","2.31656252","MT","063","30063","8","MRL",,,,,,,,,,,,"S","FOURTH","329603","329588","M",,"359","0.04746775033980094","US","30","1",,"3.72815344","M","DS","BN-DS"
"MULTILINESTRING ((-80.057566458 42.129049815, -80.056979743 42.129266256, -80.056471046 42.129453917, -80.054342702 42.130239073, -80.053035867 42.130721169))","384709","0.25870508","PA","049","42049","2","CSXT",,,"AMTK","NS","CPRS",,,,,,,"S","LAKESHORE","460794","460858","M","A","11320","0.0048290453510513405","US","42","2",,"0.41634631","E","DS","CSXT-3"
"MULTILINESTRING ((-122.320224482 37.908307139, -122.320236992 37.908322652, -122.320632405 37.908813045, -122.321017662 37.909290833, -122.321400504 37.909765617, -122.321864523 37.910341063, -122.321887672 37.91036977, -122.322282687 37.910859632, -122.322644462 37.911308265, -122.32296296 37.911703225, -122.323117905 37.911895366, -122.323424711 37.912269839, -122.324167843 37.913176851, -122.324949169 37.914130449, -122.324973885 37.914160612, -122.325196401 37.914419542, -122.32523705 37.914466843, -122.325283779 37.914521217, -122.325389051 37.914643715, -122.325497366 37.914769753, -122.325677038 37.914961022, -122.326189297 37.915506337, -122.326291829 37.915615482, -122.326583864 37.915894324, -122.326981564 37.916274047, -122.327200455 37.916483041, -122.327328353 37.916585941))","332461","0.69369842","CA","013","06013","7","RPRC",,,"BNSF","UP",,,,,,,,"S",,"307968","307855","I",,"4378","0.010921927716573339","US","06","1",,"1.11640162","P","INT","BN-INT"
"MULTILINESTRING ((-76.520322388 40.332477568, -76.51733773 40.332965754, -76.516056805 40.333175269, -76.515640954 40.333243287, -76.50952577 40.33424352, -76.508727334 40.334374117, -76.508697122 40.334379059))","420755","0.62267071","PA","075","42075","2","NS",,,"CPRS",,,,,,,,,"S","HARRISBURG LINE","479046","479092","M",,"14576","0.01177974862185909","US","42","2",,"1.00209337","E","DS","NS-DS"
"MULTILINESTRING ((-94.602093639 34.892085636, -94.602252904 34.891623766, -94.602652904 34.890063766, -94.60284678 34.88928884))","447831","0.19905898","OK","079","40079","5","KCS",,,,,,,,,,,,"S","HEAVENER","374805","374794","M",,"18296","0.0028978345925206434","US","40","1",,"0.32035502","C",,
