"animal_id","animal_type","animal_breed","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","animal_stay_days","month","year"
"A1108423","DOG","GERM SHEPHERD","INJD 005","IMPOUNDED",,"A20-238618","1","P0938974","11601","8","STRAY","CONFINED","OTHER","SCB1704","2020-10-04T00:00:00.000","13:23:00","2020-10-08T00:00:00.000","APP INJ","RESCU ONLY","OTHER",,"00:00:00",,"K20-514118",,,"SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1108058","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0938446",,,"STRAY","WEB",,"WEB","2020-09-27T00:00:00.000","15:25:00","2020-09-27T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513693",,,,,,"11","SEP.2020","FY2020"
"A1108541","DOG","PIT BULL","LFD 015","IMPOUNDED",,"A20-238905","1","P9991780","11602","8","STRAY","AT LARGE","OTHRINTAKS","AKB1780","2020-10-06T00:00:00.000","20:59:00","2020-10-08T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514245",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1108562","DOG","LABRADOR RETR","LFD 020","IMPOUNDED",,"A20-238951","1","P9991736","17003","8","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-10-07T00:00:00.000","12:26:00","2020-10-07T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514268",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1026781","CAT","DOMESTIC SH","AC 013","AVAILABLE",,,"1","P0802332",,,"OWNER SURRENDER","OTC","MEDICAL","SDW","2020-10-02T00:00:00.000","12:07:00","2020-10-02T00:00:00.000","APP SICK","ADOP RESCU","OTHER",,"00:00:00",,"K20-513989",,,"SCAN CHIP","OVER THE COUNTER",,"6","NEXT_FY","NEXT_FY"
"A1108548","DOG","PIT BULL","LFD 006","IMPOUNDED",,"A20-238921","1","P0939210","5100","1","STRAY","AT LARGE","OTHRINTAKS","MAW1723","2020-10-07T00:00:00.000","08:42:00","2020-10-09T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514251",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107953","DOG","AKITA","QD 11","IMPOUNDED",,"A20-237647","1","P0938199","11602","8","CONFISCATED","QUARANTINE","OTHER","MHB1709","2020-09-26T00:00:00.000","10:39:00","2020-10-04T00:00:00.000","APP WNL","QUARANTINE","OTHER",,"00:00:00",,"K20-513607",,,"SCAN NO CHIP","FIELD",,"12","SEP.2020","FY2020"
"A1108195","CAT","DOMESTIC LH","QC 12","UNAVAILABLE",,"A20-238246","1","P0938655","7910","14","STRAY","QUARANTINE","OTHRINTAKS","CVB1710","2020-09-30T00:00:00.000","16:38:00","2020-10-10T00:00:00.000","APP WNL","QUARANTINE","OTHER",,"00:00:00",,"K20-513864",,,"SCAN NO CHIP","FIELD",,"8","SEP.2020","FY2020"
"A1107844","DOG","ROTTWEILER","FOUND","IMPOUNDED",,,"0","P0938069",,,"STRAY","WEB",,"WEB","2020-09-21T00:00:00.000","11:25:00","2020-09-23T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513409",,,,,,"17","SEP.2020","FY2020"
"A1107954","DOG","BOXER","LOST","IMPOUNDED",,,"0","P0938207",,,"STRAY","WEB",,"WEB","2020-09-21T00:00:00.000","19:25:00","2020-09-24T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513528",,,,,,"17","SEP.2020","FY2020"
"A1108438","DOG","AUST CATTLE DOG","LFD 059","IMPOUNDED",,"A20-238677","1","P9998450","12000","7","STRAY","AT LARGE","OTHRINTAKS","AMS8450","2020-10-05T00:00:00.000","05:52:00","2020-10-09T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514134",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108539","DOG","TENN TR BRINDLE","LFD 004","IMPOUNDED",,"A20-238895","1","P9991776","9000","5","STRAY","AT LARGE","OTHRINTAKS","MRY1776","2020-10-06T00:00:00.000","20:17:00","2020-10-10T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514240",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1108469","DOG","LABRADOR RETR","LFSD 11","AVAILABLE",,"A20-238749","1","P0939073","11602","8","STRAY","AT LARGE","OTHRINTAKS","MRY1776","2020-10-05T00:00:00.000","16:09:00","2020-10-07T00:00:00.000","APP SICK","ADOP RESCU","OTHER",,"00:00:00",,"K20-514171",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108114","DOG","CHIHUAHUA LH","LOST","IMPOUNDED",,,"0","P0938539",,,"STRAY","WEB",,"WEB","2020-09-28T00:00:00.000","01:25:00","2020-09-29T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513751",,,,,,"10","SEP.2020","FY2020"
"A1108550","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0939217",,,"STRAY","WEB",,"WEB","2020-10-05T00:00:00.000","09:25:00","2020-10-07T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514255",,,,,,"3","NEXT_FY","NEXT_FY"
"A1108030","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0938387",,,"STRAY","WEB",,"WEB","2020-09-26T00:00:00.000","17:25:00","2020-09-26T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513635",,,,,,"12","SEP.2020","FY2020"
"A1107356","DOG","LABRADOR RETR","LFD 153","AVAILABLE",,,"1","P0938811",,,"OWNER SURRENDER","OTC","BEHAVIOR","JLC","2020-10-04T00:00:00.000","11:57:00","2020-10-04T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514110",,,"SCAN CHIP","OVER THE COUNTER",,"4","NEXT_FY","NEXT_FY"
"A1087236","DOG","PIT BULL","AD 050","AVAILABLE",,,"1","P0630231",,,"TRANSFER","ALUMNI","OTHRINTAKS","IFM","2020-09-30T00:00:00.000","11:27:00","2020-10-06T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513844",,,"SCAN CHIP","OVER THE COUNTER",,"8","SEP.2020","FY2020"
"A1108071","DOG","AM PIT BULL TER","FOUND","IMPOUNDED",,,"0","P0938481",,,"STRAY","WEB",,"WEB","2020-09-28T00:00:00.000","11:25:00","2020-09-28T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513709",,,,,,"10","SEP.2020","FY2020"
"A1107200","DOG","WELSH TERRIER","FOUND","IMPOUNDED",,,"0","P0937067",,,"STRAY","WEB",,"WEB","2020-09-10T00:00:00.000","19:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512659",,,,,,"28","SEP.2020","FY2020"
"A1108612","CAT","DOMESTIC SH","N01","IMPOUNDED",,"A20-239006","1","P0939262","4700","1","STRAY","CONFINED","OTHRINTAKS","ROB1772","2020-10-07T00:00:00.000","17:19:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514315",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107141","DOG","GERM SHEPHERD","LOST","IMPOUNDED",,,"0","P0936959",,,"STRAY","WEB",,"WEB","2020-09-09T00:00:00.000","18:25:00","2020-09-09T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512590",,,,,,"29","SEP.2020","FY2020"
"A1108368","DOG","AUST CATTLE DOG","AD 002","AVAILABLE",,"A20-238525","1","P9998452","2701","7","STRAY","AT LARGE","OTHRINTAKS","SME8452","2020-10-03T00:00:00.000","10:45:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514048",,,"SCAN NO CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1107355","DOG","JACK RUSS TERR","FOUND","IMPOUNDED",,,"0","P0937286",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","10:25:00","2020-09-13T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512847",,,,,,"30","SEP.2020","FY2020"
"A1108230","DOG","LABRADOR RETR","AD 010","AVAILABLE",,"A20-238301","1","P9998452","3700","7","STRAY","AT LARGE","OTHRINTAKS","SME8452","2020-10-01T00:00:00.000","08:42:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513902",,,"SCAN NO CHIP","FIELD",,"7","NEXT_FY","NEXT_FY"
"A1108473","DOG","PIT BULL","LFD 062","IMPOUNDED",,"A20-238715","1","P9991754","8701","4","STRAY","AT LARGE","OTHRINTAKS","ATB1754","2020-10-05T00:00:00.000","16:33:00","2020-10-09T00:00:00.000","APP INJ","ADOP RESCU","OTHER",,"00:00:00",,"K20-514175",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108553","DOG","PIT BULL","LFD 017","IMPOUNDED",,"A20-238940","1","P0939218","9105","5","STRAY","AT LARGE","OTHRINTAKS","MAW1723","2020-10-07T00:00:00.000","10:17:00","2020-10-11T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514261",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108384","DOG","AMER BULLDOG","LOST","IMPOUNDED",,,"0","P0938915",,,"STRAY","WEB",,"WEB","2020-09-30T00:00:00.000","13:25:00","2020-10-03T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514064",,,,,,"8","SEP.2020","FY2020"
"A1107653","DOG","SHIH TZU","FOUND","IMPOUNDED",,,"0","P0937783",,,"STRAY","WEB",,"WEB","2020-09-19T00:00:00.000","15:25:00","2020-09-19T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513211",,,,,,"19","SEP.2020","FY2020"
"A1107973","DOG","PARSON RUSS TER","AD 074","EU RISK",,,"1","P0517713",,,"OWNER SURRENDER","OTC","NOTRIGHTFT","ACA","2020-09-25T00:00:00.000","12:05:00","2020-09-25T00:00:00.000","APP SICK","RESCU ONLY","OTHER",,"00:00:00",,"K20-513559",,,"SCAN CHIP","OVER THE COUNTER",,"13","SEP.2020","FY2020"
"A1108375","DOG","PIT BULL","AD 078","AVAILABLE",,"A20-238530","1","P9998456","16520","3","STRAY","CONFINED","OTHRINTAKS","TJP8456","2020-10-03T00:00:00.000","12:03:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514057",,,"SCAN NO CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1108132","DOG","LABRADOR RETR","AD 038","AVAILABLE",,"A20-237235","7","P9991736","10803","3","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-09-29T00:00:00.000","12:53:00","2020-10-03T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513781",,,"SCAN NO CHIP","FIELD",,"9","SEP.2020","FY2020"
"A1108309","DOG","GERM SHEPHERD","AD 003","AVAILABLE",,,"1","P0938785",,,"OWNER SURRENDER","APPOINT","BEHAVIOR","IFM","2020-10-02T00:00:00.000","11:23:00","2020-10-02T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513979",,,"SCAN NO CHIP","OVER THE COUNTER",,"6","NEXT_FY","NEXT_FY"
"A1106785","DOG","PIT BULL","AD 033","EU RISK",,"A20-235147","1","P0936380","5600","4","STRAY","AT LARGE","OTHER","MHB1709","2020-09-02T00:00:00.000","14:30:00","2020-09-06T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00",,"K20-512123",,,"SCAN NO CHIP","FIELD",,"36","SEP.2020","FY2020"
"A1108259","DOG","PIT BULL","AD 073","AVAILABLE",,"A20-238354","1","P0938740","13400","13","STRAY","CONFINED","OTHRINTAKS","ERB1768","2020-10-01T00:00:00.000","15:48:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513930",,,"SCAN NO CHIP","FIELD",,"7","NEXT_FY","NEXT_FY"
"A1107752","DOG","CHIHUAHUA SH","FOUND","IMPOUNDED",,,"0","P0937927",,,"STRAY","WEB",,"WEB","2020-09-20T00:00:00.000","15:25:00","2020-09-21T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513304",,,,,,"18","SEP.2020","FY2020"
"A1107201","DOG","MALTESE","LOST","IMPOUNDED",,,"0","P0937068",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","19:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512660",,,,,,"30","SEP.2020","FY2020"
"A1107011","DOG","YORKSHIRE TERR","LOST","IMPOUNDED",,,"0","P0936781",,,"STRAY","WEB",,"WEB","2020-09-04T00:00:00.000","11:25:00","2020-09-07T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512424",,,,,,"34","SEP.2020","FY2020"
"A1107282","DOG","DACHSHUND","LOST","IMPOUNDED",,,"0","P0937175",,,"STRAY","WEB",,"WEB","2020-09-11T00:00:00.000","01:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512740",,,,,,"27","SEP.2020","FY2020"
"A1108357","DOG","BEAGLE","QD 24","UNAVAILABLE",,"A20-238500","1","P0938865","12301","7","OWNER SURRENDER","QUARANTINE","BEHAVIOR","RKB1765","2020-10-02T00:00:00.000","23:05:00","2020-10-11T00:00:00.000","APP WNL","RABIES SPECIMEN","OTHER",,"00:00:00",,"K20-514027",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108578","CAT","DOMESTIC SH","AK 05","IMPOUNDED",,,"1","P0706962",,,"OWNER SURRENDER","APPOINT","FINANCIAL","JLC","2020-10-07T00:00:00.000","13:51:00","2020-10-07T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514286",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1096437","DOG","TR WALKER HOUND","VIP16","AVAILABLE",,,"1","P0920477",,,"OWNER SURRENDER","APPOINT","NOTRIGHTFT","DAL","2020-09-28T00:00:00.000","11:48:00","2020-09-28T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513712",,,"SCAN CHIP","OVER THE COUNTER",,"10","SEP.2020","FY2020"
"A1107209","CAT","DOMESTIC MH","LOST","IMPOUNDED",,,"0","P0937076",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","22:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512666",,,,,,"30","SEP.2020","FY2020"
"A1107557","DOG","GERM SHEPHERD","LOST","IMPOUNDED",,,"0","P0937636",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","18:25:00","2020-09-17T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513079",,,,,,"26","SEP.2020","FY2020"
"A1108287","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0938775",,,"STRAY","WEB",,"WEB","2020-09-29T00:00:00.000","22:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513958",,,,,,"9","SEP.2020","FY2020"
"A1108221","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0938694",,,"STRAY","WEB",,"WEB","2020-09-15T00:00:00.000","02:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513887",,,,,,"23","SEP.2020","FY2020"
"A1108425","CAT","DOMESTIC SH","N05","IMPOUNDED",,"A20-238630","1","P0889861","11602","8","STRAY","CONFINED","OTHER","SCB1704","2020-10-04T00:00:00.000","13:39:00","2020-10-04T00:00:00.000","APP SICK","NEONATE","OTHER",,"00:00:00",,"K20-514121",,,"SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1108609","CAT","DOMESTIC SH","LFC 009","IMPOUNDED",,,"1","P0892718","17101","8","STRAY","AT LARGE","OTHRINTAKS","JLC","2020-10-07T00:00:00.000","17:06:00","2020-10-07T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514312",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1090764","DOG","CHIHUAHUA LH","PUPS 4","IMPOUNDED",,"A20-238443","1","P0938819","9802","6","KEEPSAFE","OWN HOSPIT","OTHRINTAKS","CVB1710","2020-10-02T00:00:00.000","13:59:00","2020-10-13T00:00:00.000","APP WNL","ADOP RESCU","TRANSFER",,"00:00:00",,"K20-514008",,"APP WNL","SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1055471","DOG","REDBONE HOUND","AD 055","AVAILABLE",,,"1","P0869675",,,"OWNER SURRENDER","APPOINT","BEHAVIOR","JLC","2020-10-05T00:00:00.000","13:21:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514156",,,"SCAN CHIP","OVER THE COUNTER",,"3","NEXT_FY","NEXT_FY"
"A1108077","DOG","BOSTON TERRIER","LOST","IMPOUNDED",,,"0","P0938489",,,"STRAY","WEB",,"WEB","2020-09-26T00:00:00.000","12:25:00","2020-09-28T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513716",,,,,,"12","SEP.2020","FY2020"
"A1108468","DOG","LABRADOR RETR","LFSD 11","PENDING",,"A20-238749","1","P0939073","11602","8","STRAY","AT LARGE","OTHRINTAKS","MRY1776","2020-10-05T00:00:00.000","16:09:00","2020-10-05T00:00:00.000","APP SICK","ADOP RESCU","ADOPTION",,"00:00:00","R20-571076","K20-514170",,"APP SICK","SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1107165","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0937009",,,"STRAY","WEB",,"WEB","2020-09-07T00:00:00.000","11:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512619",,,,,,"31","SEP.2020","FY2020"
"A1107872","DOG","PORT WATER DOG","LOST","IMPOUNDED",,,"0","P0938108",,,"STRAY","WEB",,"WEB","2020-09-22T00:00:00.000","17:25:00","2020-09-23T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513443",,,,,,"16","SEP.2020","FY2020"
"A1108584","CAT","DOMESTIC SH","INCU 04","IMPOUNDED",,"A20-238927","1","P9991704","9804","6","STRAY","CONFINED","OTHER","SCB1704","2020-10-07T00:00:00.000","14:31:00","2020-10-07T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-514291",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107639","DOG","SHIH TZU","LOST","IMPOUNDED",,,"0","P0937760",,,"STRAY","WEB",,"WEB","2020-09-05T00:00:00.000","11:25:00","2020-09-19T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513190",,,,,,"33","SEP.2020","FY2020"
"A1108303","CAT","DOMESTIC SH","N06","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513973",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108212","DOG","MASTIFF","AD 028","AVAILABLE",,"A20-238281","1","P9991748","11602","8","STRAY","CONFINED","OTHRINTAKS","MMK1748","2020-09-30T00:00:00.000","19:50:00","2020-10-04T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513879",,,"SCAN NO CHIP","FIELD",,"8","SEP.2020","FY2020"
"A1107565","DOG","AUST SHEPHERD","FOUND","IMPOUNDED",,,"0","P0937646",,,"STRAY","WEB",,"WEB","2020-09-17T00:00:00.000","22:25:00","2020-09-17T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513089",,,,,,"21","SEP.2020","FY2020"
"A1105983","CAT","DOMESTIC SH","AK 02","EU RISK",,"A20-236914","3","P0935074","11105","8","OWNER SURRENDER","QUARANTINE","OTHER","MAW1723","2020-09-19T00:00:00.000","09:51:00","2020-09-26T00:00:00.000","UNKNOWN","RESCU ONLY","OTHER",,"00:00:00",,"K20-513177",,,"SCAN CHIP","FIELD",,"19","SEP.2020","FY2020"
"A1108624","DOG","CAIRN TERRIER","ID028","IMPOUNDED",,"A20-239033","1","P9991780","11701","5","STRAY","AT LARGE","OTHRINTAKS","AKB1780","2020-10-07T00:00:00.000","20:20:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514326",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107302","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0937207",,,"STRAY","WEB",,"WEB","2020-09-11T00:00:00.000","11:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512775",,,,,,"27","SEP.2020","FY2020"
"A1108141","DOG","LABRADOR RETR","AD 062","EU RISK",,"A20-238113","1","P0938577","11103","3","OWNER SURRENDER","FIELD","MEDICAL","ATB1754","2020-09-29T00:00:00.000","15:29:00","2020-09-29T00:00:00.000","APP INJ","RESCU ONLY","OTHER",,"00:00:00",,"K20-513790",,,"SCAN CHIP","FIELD",,"9","SEP.2020","FY2020"
"A1108563","CAT","DOMESTIC SH","N04","IMPOUNDED",,,"1","P0829822",,,"OWNER SURRENDER","APPOINT","HOUSING","BBW","2020-10-07T00:00:00.000","12:05:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514269",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1108308","CAT","DOMESTIC SH","N06","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513977",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108569","CAT","DOMESTIC SH","N04","IMPOUNDED",,,"1","P0829822",,,"OWNER SURRENDER","APPOINT","HOUSING","BBW","2020-10-07T00:00:00.000","12:05:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514276",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1108598","DOG","PIT BULL","LFSD 13","IMPOUNDED",,"A20-239002","1","P0939255","5400","4","STRAY","CONFINED","OTHRINTAKS","ATB1754","2020-10-07T00:00:00.000","16:14:00","2020-10-08T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514303",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107280","DOG","WELSH CORGI PEM","LOST","IMPOUNDED",,,"0","P0937171",,,"STRAY","WEB",,"WEB","2020-09-11T00:00:00.000","23:25:00","2020-09-11T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512739",,,,,,"27","SEP.2020","FY2020"
"A1108440","DOG","ANATOL SHEPHERD","LOST","IMPOUNDED",,,"0","P0939043",,,"STRAY","WEB",,"WEB","2020-10-05T00:00:00.000","09:25:00","2020-10-05T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514137",,,,,,"3","NEXT_FY","NEXT_FY"
"A1071985","DOG","GERM SHEPHERD","LFD 009","IMPOUNDED",,"A20-238605","2","P0888803","9304","8","OWNER SURRENDER","FIELD","BEHAVIOR","TMB1736","2020-10-07T00:00:00.000","13:05:00","2020-10-13T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514279",,,"SCAN CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108552","DOG","CHIHUAHUA SH","PCD 26","IMPOUNDED",,"A20-238926","1","P9991764","3101","14","KEEPSAFE","OTHER","OTHRINTAKS","BMO1764","2020-10-07T00:00:00.000","09:25:00","2020-10-17T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514257",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108454","CAT","DOMESTIC SH","INCU 01","IMPOUNDED",,"A20-238734","1","P0916814","20500","6","STRAY","CONFINED","OTHRINTAKS","TMB1736","2020-10-05T00:00:00.000","13:12:00","2020-10-05T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514152",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108178","DOG","PIT BULL","AD 043","AVAILABLE",,"A20-238212","1","P9991721","5901","4","STRAY","AT LARGE","OTHER","JMK1721","2020-09-30T00:00:00.000","11:39:00","2020-10-04T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513851",,,"SCAN NO CHIP","FIELD",,"8","SEP.2020","FY2020"
"A1108544","CAT","DOMESTIC SH","INCU 02","IMPOUNDED",,"A20-238909","1","P0006444","4900","4","STRAY","CONFINED","OTHRINTAKS","ATB1754","2020-10-06T00:00:00.000","22:27:00","2020-10-06T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-514247",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1108252","DOG","PIT BULL","AD 072","AVAILABLE",,"A20-238353","1","P9991709","11701","5","STRAY","AT LARGE","OTHER","MHB1709","2020-10-01T00:00:00.000","14:47:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513925",,,"SCAN NO CHIP","FIELD",,"7","NEXT_FY","NEXT_FY"
"A1107697","DOG","WELSH CORGI CAR","FOUND","IMPOUNDED",,,"0","P0937868",,,"STRAY","WEB",,"WEB","2020-09-20T00:00:00.000","19:25:00","2020-09-20T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513256",,,,,,"18","SEP.2020","FY2020"
"A1108424","CAT","DOMESTIC SH","N05","IMPOUNDED",,"A20-238630","1","P0889861","11602","8","STRAY","CONFINED","OTHER","SCB1704","2020-10-04T00:00:00.000","13:39:00","2020-10-04T00:00:00.000","APP SICK","NEONATE","OTHER",,"00:00:00",,"K20-514120",,,"SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1108482","DOG","PIT BULL","PCD 21","IMPOUNDED",,"A20-238788","1","P9991776","11701","5","KEEPSAFE","OWN ARREST","OTHRINTAKS","MRY1776","2020-10-05T00:00:00.000","19:15:00","2020-10-16T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514182",,,"SCAN CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108352","CAT","DOMESTIC SH","AC 005","IMPOUNDED",,"A20-238338","5","P0742994","12207","7","STRAY","CONFINED","OTHRINTAKS","RKB1765","2020-10-02T00:00:00.000","20:29:00","2020-10-06T00:00:00.000","APP WNL","SPAY NEUTER NETWORK","OTHER",,"00:00:00",,"K20-514021",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
