Business Name,Address,Zip Code,Occupancy,Date Approved,Date Issued,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
THE FREEMAN BOURBON,2630 COMMERCE ST,75226,A2,08/11/2017,,"2630 COMMERCE ST75226
(32.782856, -96.7849)",2,3
BRIGGS FREEMAN,2504 CEDAR SPRINGS RD,75201,B,08/11/2017,10/16/2017,"2504 CEDAR SPRINGS RD75201
(32.797961, -96.805424)",12,3
ATT,311 S AKARD ST,75202,B,08/11/2017,,"311 S AKARD ST75202
(32.778684, -96.79918)",12,3
LIL JOE REAL SMOKE BBQ,3142 E ILLINOIS AVE Ste:C,75216,M,08/11/2017,,"3142 E ILLINOIS AVE Ste:C75216
(32.716003, -96.772565)",4,3
LOTUS STAFFING,8131 L B J FWY Ste:190,75240,B,08/11/2017,09/13/2017,8131 L B J FWY Ste:19075240,,
STATE FARM INSURANCE,14902 PRESTON RD Ste:912,75254,B,08/11/2017,08/15/2017,"14902 PRESTON RD Ste:91275254
(32.951326, -96.803474)",10,3
TEXAN POWER SPORTS & ELECTRONICS,11407 HARRY HINES BLVD,75229,M,08/11/2017,,"11407 HARRY HINES BLVD75229
(32.896487, -96.891705)",6,3
TAG DENT SHOP,11571 REEDER RD Ste:120,75229,S1,08/11/2017,08/18/2017,"11571 REEDER RD Ste:12075229
(32.903405, -96.895827)",6,3
"THE MONARCH AGENCY, LLC",17440 DALLAS PKWY Ste:200,,B,08/11/2017,08/16/2017,"17440 DALLAS PKWY Ste:200
(32.988082, -96.828125)",14,3
THE MERCHANT,1924 GREENVILLE AVE,75206,M,08/11/2017,08/15/2017,"1924 GREENVILLE AVE75206
(32.813411, -96.770202)",12,3
SAMUEL LYNNE GALLERIES,1105 DRAGON ST,75207,A3,08/11/2017,08/15/2017,"1105 DRAGON ST75207
(32.787774, -96.817012)",6,3
MODERA GALLERIA,13290 NOEL RD,75240,R2,08/11/2017,08/14/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
MARISCOS 2000 # 5,3068 FOREST LN Ste:111,75229,A3,08/11/2017,10/12/2017,3068 FOREST LN Ste:11175229,,
NORTH TEXAS INFECTIOUS DISEASE,3409 WORTH ST Ste:740,75226,B,08/11/2017,12/06/2017,3409 WORTH ST Ste:74075226,,
JARRETT OULLETTE,1212 S RIVERFRONT BLVD Ste:100,75207,S1,08/11/2017,02/05/2018,"1212 S RIVERFRONT BLVD Ste:10075207
(32.764094, -96.801312)",2,3
FETNER UROLGY,7777 FOREST LN Ste:A315,,B,08/10/2017,08/11/2017,"7777 FOREST LN Ste:A315
(32.909447, -96.772089)",10,3
SAZON TEX-MEX Y MAS,12817 PRESTON RD Ste:115,75230,A3,08/10/2017,09/06/2017,"12817 PRESTON RD Ste:11575230
(32.92346, -96.80363)",11,3
NANCY STOKES,6162 E MOCKINGBIRD LN Ste:230,75214,B,08/10/2017,09/19/2017,"6162 E MOCKINGBIRD LN Ste:23075214
(32.836445, -96.75866)",12,3
REGENCY OFFICE,5431 SIBLEY AVE,75223,B,08/10/2017,12/15/2017,"5431 SIBLEY AVE75223
(32.792363, -96.741806)",2,3
3:16,13350 DALLAS PKWY Ste:2620,75240,M,08/10/2017,08/14/2017,"13350 DALLAS PKWY Ste:262075240
(32.930161, -96.820963)",10,3
SMITH GROUP JJR,5910 N CENTRAL EXPY Ste:1765,75206,B,08/10/2017,10/19/2017,"5910 N CENTRAL EXPY Ste:176575206
(32.839383, -96.776442)",12,3
HUB CITY PRODUCTIONS,800 EXPOSITION AVE Ste:1,75226,B,08/10/2017,08/11/2017,"800 EXPOSITION AVE Ste:175226
(32.782447, -96.767458)",7,3
OAKWOOD BANK - TEMPORARY BUILDING,17808 DALLAS PKWY,,B,08/10/2017,,"17808 DALLAS PKWY
(32.992636, -96.82895)",14,3
"DFW AUTO EXPO, LLC",2474 MANANA DR Ste:125,75220,S2,08/10/2017,08/14/2017,"2474 MANANA DR Ste:12575220
(32.87386, -96.894076)",6,3
ALEXAN HENDERSON,1945 BENNETT AVE,75206,R2,08/10/2017,08/11/2017,"1945 BENNETT AVE75206
(32.809214, -96.777766)",2,3
DAVID WEEKLY HOMES,7002 SILVERBERRY ST,75231,B,08/10/2017,,7002 SILVERBERRY ST75231,,
"GREENVILLE MEDICAL, LLC",8499 GREENVILLE AVE Ste:205,75231,B,08/10/2017,08/14/2017,"8499 GREENVILLE AVE Ste:20575231
(32.893374, -96.753557)",9,3
ATT MOBILITY,1825 MARKET CENTER BLVD Ste:C,75207,U,08/10/2017,12/21/2017,"1825 MARKET CENTER BLVD Ste:C75207
(32.794827, -96.823342)",6,3
DAVID WEEKLY HOMES,7113 COPPERLEAF DR,75231,B,08/10/2017,,7113 COPPERLEAF DR75231,,
CAMMY ORTIZ,6162 E MOCKINGBIRD LN Ste:235,75214,B,08/10/2017,08/21/2017,"6162 E MOCKINGBIRD LN Ste:23575214
(32.836445, -96.75866)",12,3
DAVID HOLY,4203 TERRY ST,75223,S1,08/10/2017,09/26/2017,"4203 TERRY ST75223
(32.787026, -96.767066)",2,3
"CITYSCAPE SCHOOLS, INC.",6211 EAST GRAND AVE,75223,E,08/10/2017,08/11/2017,"6211 EAST GRAND AVE75223
(32.7983, -96.742405)",2,3
SKIERMONT DERBY LLP,1601 ELM ST Ste:4400,75201,B,08/10/2017,11/16/2017,"1601 ELM ST Ste:440075201
(32.781695, -96.798002)",12,3
DOLLAR MERCHANT,4213 S LAMAR ST,75215,M,08/10/2017,,"4213 S LAMAR ST75215
(32.750391, -96.76789)",7,3
ACC BREAKERS,2326 MYRTLE SPRINGS AVE,75220,S1,08/10/2017,08/16/2017,"2326 MYRTLE SPRINGS AVE75220
(32.869067, -96.9009)",6,3
TINA BROWN,6162 E MOCKINGBIRD LN Ste:260,75214,B,08/10/2017,08/16/2017,"6162 E MOCKINGBIRD LN Ste:26075214
(32.836445, -96.75866)",12,3
ARETE SPECIALTY PHARMACY,1555 W MOCKINGBIRD LN Ste:208,75235,B,08/10/2017,08/16/2017,"1555 W MOCKINGBIRD LN Ste:20875235
(32.822293, -96.860447)",2,3
ERECT-A-LINE,3912 W ILLINOIS AVE,75211,F2,08/10/2017,08/24/2017,"3912 W ILLINOIS AVE75211
(32.720287, -96.883767)",3,3
NTX UNITED MASONRY,11056 SHADY TRL Ste:105,75229,S2,08/10/2017,08/11/2017,"11056 SHADY TRL Ste:10575229
(32.883287, -96.890438)",6,3
"TRUEVEST HOLDINGS, LLC",10445 VISTA PARK RD,75238,S1,08/10/2017,08/11/2017,"10445 VISTA PARK RD75238
(32.892794, -96.704377)",9,3
WELLS FARGO,100 CRESCENT CT Ste:1400,75201,B,08/10/2017,11/08/2017,"100 CRESCENT CT Ste:140075201
(32.794124, -96.803636)",12,3
BDS HEALTHCARE LLC,5757 ALPHA RD Ste:150,75240,B,08/10/2017,08/11/2017,"5757 ALPHA RD Ste:15075240
(32.932866, -96.809088)",10,3
FRUTERIA GUERRERO,712 S WALTON WALKER BLVD Ste:11A,75211,M,08/10/2017,09/14/2017,"712 S WALTON WALKER BLVD Ste:11A75211
(32.737297, -96.918628)",3,3
STAYBRIDGE SUITES,16060 DALLAS PKWY,75248,R1,08/10/2017,08/24/2017,"16060 DALLAS PKWY75248
(32.967461, -96.821255)",10,3
BEST SMOKE HOUSE,11447 HARRY HINES BLVD Ste:103,75229,S1,08/10/2017,08/11/2017,"11447 HARRY HINES BLVD Ste:10375229
(32.897674, -96.892074)",6,3
KELLY GALEY,6162 E MOCKINGBIRD LN Ste:285,75214,B,08/10/2017,08/16/2017,"6162 E MOCKINGBIRD LN Ste:28575214
(32.836445, -96.75866)",12,3
MCCOY'S CREATIVE EDIBLE DELIGHTS,3662 W CAMP WISDOM RD Ste:1035,75237,M,08/10/2017,10/03/2017,"3662 W CAMP WISDOM RD Ste:103575237
(32.662038, -96.878952)",8,3
TACOLICIOUS,1894 ROYAL LN Ste:102,75229,A2,08/10/2017,,"1894 ROYAL LN Ste:10275229
(32.895449, -96.914822)",,
BILLINSLEY,3121 OLYMPUS BLVD,,MIX,08/10/2017,,3121 OLYMPUS BLVD,,
HOUNDSTOOTH COFFEE,9730 N CENTRAL EXPY,75231,B,08/10/2017,01/17/2018,"9730 N CENTRAL EXPY75231
(32.880935, -96.769736)",11,3
ON TIME EXPERTS,9947 GARLAND RD,75218,B,08/09/2017,09/06/2017,"9947 GARLAND RD75218
(32.838529, -96.696414)",13,3
DOC B'S FRESH KITCHEN,2021 MCKINNEY AVE Ste:100,75201,A2,08/09/2017,05/29/2018,"2021 MCKINNEY AVE Ste:10075201
(32.791624, -96.803269)",12,3
TEXAGROUP INC,11166 ABLES LN Ste:E,75229,S1,08/09/2017,08/14/2017,"11166 ABLES LN Ste:E75229
(32.88876, -96.894033)",6,3
LOGOS FELLOWSHIP CHURCH,842 HILLBURN DR,75217,A3,08/09/2017,09/13/2017,"842 HILLBURN DR75217
(32.726651, -96.688457)",5,3
ANDREWS KURTH KENYON,1717 MAIN ST Ste:3850,75201,B,08/09/2017,09/07/2017,"1717 MAIN ST Ste:385075201
(32.781114, -96.796947)",12,3
EDWARD JONES,8150 N CENTRAL EXPY Ste:740,75206,B,08/09/2017,09/07/2017,"8150 N CENTRAL EXPY Ste:74075206
(32.861953, -96.769817)",12,3
TRINITY GREEN FLATS,1212 SINGLETON BLVD,75212,MIX,08/09/2017,08/10/2017,"1212 SINGLETON BLVD75212
(32.778518, -96.841037)",6,3
ICF GROUP,150 TURTLE CREEK BLVD Ste:103,75207,S1,08/09/2017,08/10/2017,"150 TURTLE CREEK BLVD Ste:10375207
(32.792889, -96.827354)",6,3
JOHNSTONE SUPPLY,9050 AUTOBAHN DR Ste:100,75237,MIX,08/09/2017,10/17/2017,"9050 AUTOBAHN DR Ste:10075237
(32.638985, -96.862157)",8,3
BEATNIK BOUTIQUE,837 W 7TH ST,75208,M,08/09/2017,,"837 W 7TH ST75208
(32.748978, -96.837355)",1,3
ASCENT,2588 N HOUSTON ST,75201,MIX,08/09/2017,08/10/2017,2588 N HOUSTON ST75201,,
SCOTS BASEBALL CLUB,3010 QUEBEC ST,75247,B,08/09/2017,08/10/2017,"3010 QUEBEC ST75247
(32.803885, -96.863298)",6,3
BREYERS CANINE HOME ACADEMY,2520 N CARROLL AVE,75204,B,08/09/2017,08/16/2017,"2520 N CARROLL AVE75204
(32.809077, -96.787668)",2,3
MODERA GALLERIA,13290 NOEL RD,75240,A3,08/09/2017,08/10/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
EUCLID CONDOMINIUMS,1854 EUCLID AVE,75206,R3,08/09/2017,06/25/2018,"1854 EUCLID AVE75206
(32.813051, -96.773535)",2,3
MODERA GALLERIA,13290 NOEL RD,75240,S2,08/09/2017,08/10/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
YOUR FASHION WHOLESALE,11447 HARRY HINES BLVD Ste:104,75229,S1,08/09/2017,,"11447 HARRY HINES BLVD Ste:10475229
(32.897674, -96.892074)",6,3
DALLAS WATER UTILITIES,1020 SARGENT RD,75203,S2,08/09/2017,08/11/2017,"1020 SARGENT RD75203
(32.74458, -96.781018)",4,3
WELLS FARGO,1445 ROSS AVE Ste:2300,75202,B,08/09/2017,11/08/2017,"1445 ROSS AVE Ste:230075202
(32.784457, -96.802201)",12,3
STANTON LLP,1717 MAIN ST Ste:3800,75201,B,08/09/2017,09/08/2017,"1717 MAIN ST Ste:380075201
(32.781114, -96.796947)",12,3
ALLIE BETH ALLMAN & ASSOCIATES,6318 GASTON AVE Ste:200,75214,B,08/09/2017,08/10/2017,"6318 GASTON AVE Ste:20075214
(32.812733, -96.75411)",12,3
CHRISTOPHER MARTIN GALLERY,1533 DRAGON ST,75207,A3,08/09/2017,03/13/2018,"1533 DRAGON ST75207
(32.792474, -96.820486)",6,3
HRNCIR CONSTRUCTION,2711 N HASKELL AVE Ste:630,75204,B,08/09/2017,09/14/2017,"2711 N HASKELL AVE Ste:63075204
(32.807044, -96.792783)",12,3
TAQUERIA TAXCO BUFFET,9239 SKILLMAN ST,75243,A2,08/09/2017,11/01/2017,"9239 SKILLMAN ST75243
(32.903446, -96.71399)",9,3
FIX A CELL,2240 N PRAIRIE CREEK RD Ste:400,75227,B,08/09/2017,08/11/2017,"2240 N PRAIRIE CREEK RD Ste:40075227
(32.750873, -96.66491)",5,3
PARRISH-HARE ELECTRICAL SUPPLY,4960 TOP LINE DR,75247,S1,08/09/2017,08/15/2017,"4960 TOP LINE DR75247
(32.807038, -96.883863)",6,3
DIGI DENTAL SOLUTION LLC,3450 FOREST LN Ste:120,75229,B,08/09/2017,08/10/2017,3450 FOREST LN Ste:12075229,,
EUCLID CONDOMINIUMS,1848 EUCLID AVE,75206,R3,08/09/2017,06/22/2018,"1848 EUCLID AVE75206
(32.812901, -96.773535)",2,3
THE LAMPLIGHTER SCHOOL,11611 INWOOD RD,75229,E,08/08/2017,08/09/2017,"11611 INWOOD RD75229
(32.906818, -96.818521)",11,3
REMIGBUS IHEKAWABA,12160 ABRAMS RD Ste:210,75243,B,08/08/2017,09/05/2017,"12160 ABRAMS RD Ste:21075243
(32.913551, -96.735364)",9,3
THE LAMPLIGHTER SCHOOL,11611 INWOOD RD,75229,E,08/08/2017,08/09/2017,"11611 INWOOD RD75229
(32.906818, -96.818521)",11,3
1-DALLAS FRESH PRODUCE INC,2424 S CESAR CHAVEZ BLVD Ste:BU  B,75215,S1,08/08/2017,08/09/2017,2424 S CESAR CHAVEZ BLVD Ste:BU B75215,,
LESLIE & ASSOCIATES,17304 PRESTON RD Ste:1070,,B,08/08/2017,09/26/2017,"17304 PRESTON RD Ste:1070
(32.987535, -96.802909)",14,3
SUCCESS CELLULAR LLC,11422 HARRY HINES BLVD Ste:116,75229,S1,08/08/2017,08/09/2017,"11422 HARRY HINES BLVD Ste:11675229
(32.897082, -96.891686)",6,3
BCBS INNOVATION,603 MUNGER AVE,75202,B,08/08/2017,08/09/2017,"603 MUNGER AVE75202
(32.782833, -96.807591)",12,3
MURPHY'S DELI,17304 PRESTON RD Ste:135,75248,B,08/08/2017,10/11/2017,17304 PRESTON RD Ste:13575248,,
INNOVATIVE RISK MANAGEMENT,9111 CYPRESS WATERS BLVD Ste:350,75019,B,08/08/2017,09/22/2017,"9111 CYPRESS WATERS BLVD Ste:35075019
(32.931469, -96.985998)",6,3
SUZE,4343 W NORTHWEST HWY Ste:300,75220,A2,08/08/2017,,"4343 W NORTHWEST HWY Ste:30075220
(32.863923, -96.836142)",11,3
ARCHER DANIELS MIDLAND,9965 MONROE DR,75220,S1,08/08/2017,08/28/2017,"9965 MONROE DR75220
(32.87896, -96.878022)",6,3
STARR GALLERY,135 PITTSBURG ST Ste:C,75207,B,08/08/2017,08/09/2017,"135 PITTSBURG ST Ste:C75207
(32.786124, -96.820084)",6,3
"PARK CITIES OBEDIENCE SCHOOL, INC.",5543 DYER ST,75206,B,08/08/2017,09/06/2017,"5543 DYER ST75206
(32.843135, -96.772936)",12,3
FAIRFIELD DEVELOPMENT L.P.,2727 INWOOD RD,75235,MIX,08/08/2017,08/11/2017,"2727 INWOOD RD75235
(32.823063, -96.834441)",2,3
BAYLOR SCOTT & WHITE CONVENIENT CARE,315 S HAMPTON RD Ste:150,75211,B,08/08/2017,08/11/2017,315 S HAMPTON RD Ste:15075211,,
HIGHPOINT TRAVEL INC.,12160 ABRAMS RD Ste:320,75243,B,08/08/2017,09/06/2017,"12160 ABRAMS RD Ste:32075243
(32.913551, -96.735364)",9,3
TACOS CANTU LLC,2507 S LANCASTER RD,75216,A2,08/08/2017,08/17/2017,"2507 S LANCASTER RD75216
(32.717799, -96.804537)",4,3
MILLE LIRE,3102 OAK LAWN AVE Ste:116,,A2,08/08/2017,11/29/2017,"3102 OAK LAWN AVE Ste:116
(32.809758, -96.808183)",12,3
"HIGH STREET RESIDENTIAL , INC",3200 MCKINNEY AVE,75204,R2,08/08/2017,08/09/2017,"3200 MCKINNEY AVE75204
(32.803008, -96.800227)",12,3
HANOVER MIDTOWN PARK,8230 MEADOW RD,75231,R2,08/08/2017,08/09/2017,"8230 MEADOW RD75231
(32.8872, -96.762563)",11,3
BELLA GRACE FURNITURE,2550 W RED BIRD LN Ste:400,75237,M,08/08/2017,08/29/2017,"2550 W RED BIRD LN Ste:40075237
(32.671139, -96.859783)",3,3
A & C FITNESS CLUB,9721 RUSTOWN DR,75228,B,08/08/2017,08/11/2017,"9721 RUSTOWN DR75228
(32.82122, -96.677608)",7,3
MARKETSCALE,901 MAIN ST Ste:5370,75202,B,08/08/2017,09/15/2017,"901 MAIN ST Ste:537075202
(32.779702, -96.803809)",12,3
WALMART VISION CENTER,3200 W WHEATLAND RD Ste:D,75237,B,08/08/2017,08/09/2017,"3200 W WHEATLAND RD Ste:D75237
(32.647592, -96.872163)",8,3
TAQUERIA'S ROJAS,1328 N JIM MILLER RD Ste:101,75217,A2,08/08/2017,,"1328 N JIM MILLER RD Ste:10175217
(32.73556, -96.700079)",5,3
SWEET HARVEST PRODUCE,1103 S HARWOOD ST,75201,S1,08/08/2017,08/15/2017,"1103 S HARWOOD ST75201
(32.776524, -96.789677)",2,3
MORENO AUTO REPAIR,5354 W JEFFERSON BLVD Ste:104,75211,S2,08/08/2017,08/09/2017,"5354 W JEFFERSON BLVD Ste:10475211
(32.746557, -96.913592)",6,3
O' REILLY AUTO PARTS,9835 WALNUT HILL LN,75238,M,08/08/2017,08/10/2017,"9835 WALNUT HILL LN75238
(32.878981, -96.716508)",9,3
ROMULAS CONSULTING,6500 GREENVILLE AVE Ste:375,75206,B,08/08/2017,08/11/2017,"6500 GREENVILLE AVE Ste:37575206
(32.864366, -96.767295)",12,3
BOSS CHICK FITNESS,11817 JUDD CT Ste:115,75243,S1,08/07/2017,08/08/2017,"11817 JUDD CT Ste:11575243
(32.909954, -96.743064)",9,3
DULCE DENTAL,3225 FORT WORTH AVE Ste:100,75211,B,08/07/2017,11/28/2017,"3225 FORT WORTH AVE Ste:10075211
(32.754043, -96.87321)",1,3
CUSTOMYZE ME LTD CO,1444 OAK LAWN AVE Ste:510,75207,B,08/07/2017,08/08/2017,"1444 OAK LAWN AVE Ste:51075207
(32.794943, -96.821233)",6,3
HOLLYWOOD FEED,7150 SKILLMAN ST Ste:100,75231,M,08/07/2017,10/13/2017,"7150 SKILLMAN ST Ste:10075231
(32.876889, -96.734775)",9,3
AECOM,13355 NOEL RD Ste:500,75240,B,08/07/2017,08/08/2017,"13355 NOEL RD Ste:50075240
(32.930612, -96.818111)",10,3
CRISTO REY COLLEGE PREP DALLAS,9701 SAN LEON AVE,75217,E,08/07/2017,08/08/2017,"9701 SAN LEON AVE75217
(32.729818, -96.654346)",5,3
NEW CHINAWOK,19177 PRESTON RD Ste:180,,A2,08/07/2017,08/21/2017,"19177 PRESTON RD Ste:180
(33.00902, -96.795559)",14,3
KOLACHE TOWN,460 N LAMAR ST Ste:200,75202,M,08/07/2017,08/28/2017,"460 N LAMAR ST Ste:20075202
(32.781808, -96.80515)",12,3
7 AUTO MAINTANCE,11571 REEDER RD Ste:130,75229,B,08/07/2017,08/09/2017,"11571 REEDER RD Ste:13075229
(32.903405, -96.895827)",6,3
AWESOME AUTO  BODY,11571 REEDER RD Ste:140,75229,S1,08/07/2017,08/10/2017,"11571 REEDER RD Ste:14075229
(32.903405, -96.895827)",6,3
GLORIA'S TAQUERIA,1310 N JIM MILLER RD,75217,A2,08/07/2017,04/24/2018,"1310 N JIM MILLER RD75217
(32.734949, -96.700076)",5,3
ZRG CONCEPTS,2505 N FITZHUGH AVE,75204,A2,08/07/2017,12/14/2017,"2505 N FITZHUGH AVE75204
(32.812439, -96.783537)",2,3
FRANK'S GRILL & DINER,114 W LAURELAND RD,75232,A2,08/07/2017,05/14/2018,"114 W LAURELAND RD75232
(32.67471, -96.823934)",3,3
EUROMART,12243 E NORTHWEST HWY Ste:103,75228,M,08/07/2017,03/26/2018,"12243 E NORTHWEST HWY Ste:10375228
(32.86418, -96.668456)",13,3
NICE AUTO LLC,13522 VARGON ST,75243,S1,08/07/2017,08/10/2017,"13522 VARGON ST75243
(32.931713, -96.745913)",10,3
GUNG HO,2010 GREENVILLE AVE Ste:B,75206,A2,08/07/2017,01/30/2018,"2010 GREENVILLE AVE Ste:B75206
(32.81413, -96.770197)",12,3
AECOM,13355 NOEL RD Ste:400,75240,B,08/07/2017,,"13355 NOEL RD Ste:40075240
(32.930612, -96.818111)",10,3
"OPEN REALTY ADVISORS, LLC",2305 CEDAR SPRINGS RD Ste:150,75201,B,08/07/2017,08/11/2017,"2305 CEDAR SPRINGS RD Ste:15075201
(32.79594, -96.805365)",12,3
8TH & CORINTH FOOD MART,200 N CORINTH ST RD,75203,M,08/07/2017,07/13/2018,"200 N CORINTH ST RD75203
(32.749354, -96.798942)",4,3
"AUSTIN INDUSTRIES, INC.",3535 TRAVIS ST Ste:115,75204,B,08/07/2017,08/08/2017,"3535 TRAVIS ST Ste:11575204
(32.808396, -96.800243)",12,3
AMERICA FIRST TITLE INSURANCE,11661 PRESTON RD Ste:105,75230,B,08/07/2017,10/04/2017,"11661 PRESTON RD Ste:10575230
(32.907606, -96.804251)",11,3
SOUTHERN BAIL BONDS,3936 S POLK ST Ste:110,75224,B,08/07/2017,08/10/2017,"3936 S POLK ST Ste:11075224
(32.696643, -96.839984)",4,3
FAMILY CRISPY CHICKEN & RICE,10909 WEBB CHAPEL RD Ste:129,75229,A2,08/07/2017,11/20/2017,"10909 WEBB CHAPEL RD Ste:12975229
(32.897231, -96.871038)",11,3
UNICO DENTAL,2475 S COCKRELL HILL RD Ste:400,75211,B,08/07/2017,08/08/2017,"2475 S COCKRELL HILL RD Ste:40075211
(32.719007, -96.891515)",3,3
MAMA AFRICAN HAIR BRAIDING,9750 WALNUT ST Ste:171,75243,B,08/07/2017,,"9750 WALNUT ST Ste:17175243
(32.923737, -96.719945)",9,3
THE STRAND,1931 MARKET CENTER BLVD,75207,S2,08/04/2017,08/07/2017,"1931 MARKET CENTER BLVD75207
(32.796781, -96.824477)",6,3
PORTILLOS CONTRACTOR,11402 HARRY HINES BLVD Ste:400,75229,B,08/04/2017,08/09/2017,"11402 HARRY HINES BLVD Ste:40075229
(32.89626, -96.891422)",6,3
AMAZON DALLAS,13455 NOEL RD,75240,B,08/04/2017,01/11/2018,"13455 NOEL RD75240
(32.931187, -96.81809)",10,3
EFFIONG CORPORATION,13999 GOLDMARK DR Ste:146,75240,B,08/04/2017,08/08/2017,"13999 GOLDMARK DR Ste:14675240
(32.938324, -96.752001)",10,3
HANDS TO SHOULDER CENTER,3670 W WHEATLAND RD,75115,B,08/04/2017,07/11/2018,3670 W WHEATLAND RD75115,,
WUNDERLICH SECURITIES,13155 NOEL RD Ste:750,75240,B,08/04/2017,10/10/2017,"13155 NOEL RD Ste:75075240
(32.927811, -96.818135)",10,3
WHITE ROCK ELEMENTARY,9229 CHISWELL RD,75238,B,08/04/2017,,"9229 CHISWELL RD75238
(32.873349, -96.724813)",9,3
METROCARE SERVICES,4701 SAMUELL BLVD,75228,B,08/04/2017,08/17/2017,"4701 SAMUELL BLVD75228
(32.793109, -96.713843)",7,3
AMESBURY FLATS 1 & TOWNHOMES,6040 MILTON ST,75206,R2,08/04/2017,08/04/2017,"6040 MILTON ST75206
(32.849464, -96.763026)",12,3
OMNISY'S,15950 DALLAS PKWY Ste:325,75248,B,08/04/2017,09/22/2017,"15950 DALLAS PKWY Ste:32575248
(32.966097, -96.821043)",10,3
TALULAH & HESS,5810 LIVE OAK ST,75214,M,08/04/2017,08/16/2017,"5810 LIVE OAK ST75214
(32.812042, -96.761511)",12,3
ESTEE S. MARCHESANI,6060 N CENTRAL EXPY Ste:224,75206,B,08/04/2017,08/07/2017,"6060 N CENTRAL EXPY Ste:22475206
(32.840126, -96.776041)",12,3
AMAZON DALLAS,13455 NOEL RD,75240,B,08/04/2017,01/10/2018,"13455 NOEL RD75240
(32.931187, -96.81809)",10,3
"VELOCITY MARKETING GROUP, LLC",1231 SECURITY DR,75247,S2,08/04/2017,08/07/2017,"1231 SECURITY DR75247
(32.804308, -96.853845)",6,3
MAX SAVE LLC,2323 CROWN RD,75229,MIX,08/04/2017,,"2323 CROWN RD75229
(32.900435, -96.900232)",6,3
"GILBERT EXPOSITION MGMT. SERVICES, INC.",3276 QUEBEC ST,75247,S1,08/04/2017,08/10/2017,"3276 QUEBEC ST75247
(32.803966, -96.871365)",6,3
RADIUS SPORTS BAR & GRILL,2415 W NORTHWEST HWY Ste:108,75220,A2,08/04/2017,10/12/2017,"2415 W NORTHWEST HWY Ste:10875220
(32.858751, -96.882211)",6,3
QUEENIE'S FOREST GREEN DELI,11910 GREENVILLE AVE Ste:103,75243,A2,08/04/2017,08/07/2017,"11910 GREENVILLE AVE Ste:10375243
(32.911634, -96.745873)",9,3
BESSIE'S CATERING,2636 SWISS AVE,75204,A2,08/03/2017,,"2636 SWISS AVE75204
(32.787119, -96.787806)",12,3
UME PREP ACADEMY,3838 SPUR 408,75236,E,08/03/2017,09/07/2017,"3838 SPUR 40875236
(32.693916, -96.935652)",3,3
"NACETECH SOLUTIONS, LLC",13601 PRESTON RD Ste:114E,75240,B,08/03/2017,08/04/2017,"13601 PRESTON RD Ste:114E75240
(32.933788, -96.803798)",10,3
EVENT CENTER JOHN CARLOS LLC,3222 S BUCKNER BLVD,75227,A3,08/03/2017,08/23/2017,"3222 S BUCKNER BLVD75227
(32.765212, -96.682602)",7,3
NORTH PARK HEART AND VASCULAR SURGERY CENTER,11970 N CENTRAL EXPY Ste:610,,B,08/03/2017,02/27/2018,"11970 N CENTRAL EXPY Ste:610
(32.912352, -96.768101)",10,3
SPRAY-ALL INC,10865 ALDER CIR,75238,B,08/03/2017,09/12/2017,"10865 ALDER CIR75238
(32.898496, -96.692517)",9,3
CVS PHARMACY #10909,6474 E NORTHWEST HWY,75214,M,08/03/2017,08/03/2017,"6474 E NORTHWEST HWY75214
(32.857404, -96.750988)",13,3
