"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"RED 45-1112","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Times Counted","41"
"KEN 47-2403","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","5","8","Total","NP","Times Under Voted","1"
"BOT 01-1207","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Under Voted","9"
"KIR 01-2768","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","1","1","1","Total","<NP>","Yes","114"
"KIR 48-0638","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","NP","Times Counted","183"
"KIR 01-2457","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","1","1","1","Total","NP","Times Counted","256"
"BEL 41-2943","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","6","9","Total","NP","Times Under Voted","7"
"HORSESHOE","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 2","5","3","1","Total","<NP>","Yes","115"
"FED 30-2999","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Counted","80"
"RED 45-3584","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","NP","Times Counted","213"
"CEDAR PARK","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","11","9","8","Total","<NP>","Yes","18"
"GLENN","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","7","8","Total","NP","Times Under Voted","0"
"BEL 41-0114","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","NP","Registered Voters","460"
"SALISH","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","3","1","Total","<NP>","Approved","156"
"RED 48-0947","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Times Counted","163"
"SHL 32-0895","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1","32","1","7","Total","NP","Times Under Voted","2"
"KIR 45-2962","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","NP","Registered Voters","469"
"FED 30-3596","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Counted","105"
"M-V 05-3366","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","NP","Times Under Voted","0"
"AUB 31-0049","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","31","7","8","Total","NP","Times Under Voted","0"
"BEL 41-2719","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","9","9","Total","NP","Times Counted","154"
"KEN 47-0842","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","NP","Times Counted","208"
"SAM 05-3204","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","3","8","Total","<NP>","No","87"
"BEL 41-3657","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","41","9","9","Total","NP","Times Under Voted","0"
"KIR 48-0629","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Registered Voters","622"
"LAKE ALICE","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","3","8","Total","NP","Times Under Voted","1"
"RING HILL","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","3","1","Total","NP","Times Over Voted","0"
"SWAN LAKE","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","NP","Times Counted","210"
"KIR 48-2921","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","<NP>","No","64"
"SQUAK MOUNTAIN","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","9","8","Total","NP","Times Counted","82"
"SET 33-3107","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","9","Total","<NP>","Yes","80"
"SHL 32-0537","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","Yes","72"
"CARRIAGE LANE","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","11","9","8","Total","NP","Times Counted","219"
"SHL 32-1140","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Under Voted","8"
"COV 47-1145","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","9","8","Total","NP","Times Counted","252"
"KMR 46-2764","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","<NP>","Yes","47"
"KEN 47-1076","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","NP","Times Counted","185"
"DUV 45-3741","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","45","3","1","Total","<NP>","No","51"
"SAM 45-3387","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","8","Total","NP","Times Under Voted","5"
"KEN 47-1170","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","5","9","Total","<NP>","Yes","78"
"BEL 41-0110","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Registered Voters","565"
"SHL 32-0462","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Registered Voters","441"
"LFP 46-0400","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","46","1","7","Total","NP","Registered Voters","59"
"SWEENEY","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Registered Voters","572"
"BEL 41-0121","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","<NP>","Yes","76"
"BUR 34-1219","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","34","5","7","Total","NP","Times Under Voted","0"
"KEN 33-3553","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","NP","Times Under Voted","0"
"SALISH","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","45","3","1","Total","NP","Registered Voters","713"
"WOD 45-3192","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","1","1","Total","<NP>","Rejected","68"
"BEL 41-0123","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","9","9","Total","NP","Times Counted","159"
"BEL 48-2775","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","<NP>","No","78"
"KEN 47-3676","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","NP","Times Under Voted","4"
"KEN 47-0439","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","<NP>","Yes","80"
"BEL 41-0658","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","9","9","Total","NP","Times Over Voted","0"
"KEN 47-1076","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","NP","Times Over Voted","0"
"SHL 32-0538","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Registered Voters","440"
"KEN 33-0595","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","33","5","9","Total","NP","Times Under Voted","1"
"KIR 45-3640","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","NP","Times Over Voted","0"
"RED 48-3664","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","3","1","Total","NP","Registered Voters","762"
"RED 45-2659","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","1","Total","<NP>","Yes","35"
"M-I 41-0765","Mercer Island School District No. 400 Mercer Island School District No. 400 Proposition No. 1","41","6","9","Total","NP","Times Under Voted","0"
"LAKE DESIRE","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","9","8","Total","<NP>","No","116"
"MCKINLEY","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","9","Total","NP","Registered Voters","369"
"PATTERSON","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","5","3","1","Total","NP","Registered Voters","57"
"BEL 41-0108","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Registered Voters","429"
"RED 45-3282","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","NP","Times Under Voted","6"
"BEL 48-2777","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","<NP>","No","12"
"KEN 33-3172","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","33","5","9","Total","NP","Registered Voters","638"
"FED 30-3395","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Registered Voters","295"
"BOT 01-3724","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","NP","Times Under Voted","1"
"C-H 48-0323","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","1","Total","NP","Times Over Voted","0"
"SHL 32-0423","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0861","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","No","37"
"BEL 48-0196","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","NP","Times Over Voted","0"
"BRIARWOOD","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","9","8","Total","NP","Times Counted","198"
"AUB 47-3456","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","47","7","8","Total","<NP>","Yes","81"
"KIR 48-2598","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Times Counted","239"
"CHURCHILL","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","3","1","Total","NP","Times Over Voted","0"
"BOT 01-2473","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","<NP>","Yes","110"
"SEA 34-1251","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","34","8","7","Total","NP","Times Under Voted","0"
"KIR 48-2731","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Times Counted","145"
"SHL 32-0895","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Over Voted","0"
"BUR 34-0465","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","34","5","7","Total","NP","Times Over Voted","0"
"BEL 41-0117","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Times Counted","92"
"SAM 41-3214","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","NP","Times Counted","144"
"AVALON","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","NP","Times Counted","110"
"FED 30-3039","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","<NP>","Yes","66"
"SAM 41-2813","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","<NP>","Yes","110"
"WEEKS","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 2","45","3","1","Total","<NP>","No","6"
"BOT 01-0255","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Under Voted","6"
"SNQ 05-3633","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 1","5","3","8","Total","NP","Times Counted","143"
"KMR 46-0695","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","<NP>","Yes","126"
"CEDAR RIVER","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","9","8","Total","NP","Times Counted","0"
"NPK 33-2474","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","7","Total","NP","Times Under Voted","0"
"KIR 45-0619","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","<NP>","Yes","79"
"NOVELTY","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","5","3","1","Total","NP","Times Over Voted","0"
"SKY 39-1091","Skykomish School District No. 404 Skykomish School District No. 404 Proposition No. 1","39","3","1","Total","NP","Times Over Voted","0"
"BEL 41-0658","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","9","9","Total","<NP>","No","48"
"RED 48-2967","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","3","1","Total","NP","Registered Voters","415"
"BOT 01-0868","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","6","1","Total","<NP>","No","69"
"SAM 05-3308","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","NP","Times Counted","104"
"RED 48-0944","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","3","1","Total","<NP>","Approved","77"
"SHL 32-2552","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Under Voted","9"
"ISS 41-2401","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","NP","Registered Voters","624"
"RED 45-1112","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","6","1","Total","NP","Times Under Voted","0"
"RNT 11-3604","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","11","9","9","Total","NP","Times Under Voted","0"
"FED 30-3079","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Counted","143"
"RATTLESNAKE","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","3","8","Total","NP","Registered Voters","37"
"SAM 05-2972","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","NP","Registered Voters","821"
"KEN 47-3778","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","9","8","Total","NP","Registered Voters","496"
"RNT 11-2816","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","11","9","9","Total","NP","Times Under Voted","1"
"SHL 32-0888","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Under Voted","7"
"BITTERROOT","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","NP","Times Over Voted","0"
"KIR 48-2598","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Times Over Voted","0"
"WEEKS","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","45","3","1","Total","NP","Registered Voters","92"
"SET 33-1031","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","NP","Times Counted","48"
"M-V 05-3589","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Times Counted","338"
"IDA","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","NP","Times Under Voted","1"
"KIR 48-2788","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","NP","Times Over Voted","0"
"BEL 41-0110","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Times Over Voted","0"
"KIR 45-0632","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","<NP>","No","83"
"KIR 45-0620","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","<NP>","No","100"
"M-V 05-3601","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","<NP>","Yes","136"
"M-V 05-0697","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","<NP>","Yes","161"
"CEDAR RIVER","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Times Over Voted","0"
"AUB 47-0671","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","47","7","8","Total","NP","Times Counted","73"
"KEN 05-3462","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Times Counted","0"
"FOUR LAKES","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","<NP>","Yes","0"
"M-V 05-3601","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Times Over Voted","0"
"RED 45-2659","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","1","Total","NP","Times Counted","70"
"BEL 41-2943","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","6","9","Total","<NP>","Yes","74"
"DUV 45-3742","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 2","45","3","1","Total","NP","Times Over Voted","0"
"RED 48-2968","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","3","1","Total","NP","Times Over Voted","0"
"PROVAN","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","NP","Registered Voters","460"
"BEL 41-2554","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","9","9","Total","NP","Times Under Voted","6"
"BEL 48-2430","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Under Voted","2"
"KMR 46-0036","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","<NP>","Yes","178"
"KIR 45-2560","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","6","1","Total","NP","Times Over Voted","0"
"BEL 41-3278","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","9","9","Total","NP","Times Counted","88"
"SHL 32-0267","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Registered Voters","674"
"PAC 30-2856","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","30","7","8","Total","NP","Registered Voters","762"
"BEL 48-0213","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","<NP>","Yes","46"
"SNQ 05-1097","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 1","5","3","8","Total","<NP>","No","63"
"SET 33-3073","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","NP","Times Over Voted","0"
"SAM 41-2813","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","<NP>","No","109"
"BEL 48-2775","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","NP","Times Counted","184"
"FED 30-3023","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","<NP>","Yes","93"
"SET 33-3100","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","9","Total","<NP>","No","38"
"KIR 45-2910","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Times Over Voted","0"
"BEL 41-0128","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","NP","Times Over Voted","0"
"M-V 05-3461","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","<NP>","Yes","60"
"PATTERSON","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","5","3","1","Total","NP","Times Over Voted","0"
"BOT 01-0255","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","1","1","1","Total","<NP>","Rejected","111"
"BUR 34-1136","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","34","5","7","Total","NP","Times Counted","100"
"BEL 48-2774","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","<NP>","Yes","48"
"BEL 48-2559","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Over Voted","0"
"SAWYER","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","7","8","Total","NP","Times Counted","296"
"M-V 05-3510","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","NP","Times Under Voted","0"
"LFP 46-0003","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","46","1","7","Total","<NP>","Yes","79"
"SHL 32-0920","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","Yes","71"
"WOD 45-3270","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","45","6","1","Total","<NP>","Yes","116"
"SNQ 05-1097","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 1","5","3","8","Total","NP","Registered Voters","405"
"BEL 48-3498","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","48","6","9","Total","NP","Times Counted","76"
"KMR 46-0686","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","NP","Times Over Voted","0"
"RED 45-2659","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","1","Total","<NP>","Approved","37"
"BUR 33-0705","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","7","Total","NP","Times Under Voted","0"
"BEL 48-2773","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","9","Total","NP","Times Counted","95"
"ISS 41-2977","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","NP","Times Over Voted","0"
"CLEVELAND","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","3","1","Total","<NP>","Yes","28"
"KIR 45-3450","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","<NP>","Yes","55"
"RNT 11-3404","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","11","9","9","Total","<NP>","No","64"
"SAM 05-3307","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","NP","Registered Voters","270"
"KEN 47-0842","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","5","9","Total","NP","Times Under Voted","3"
"ISS 05-3714","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","<NP>","No","44"
"SAM 45-3217","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","8","Total","NP","Times Under Voted","6"
"ISS 05-3691","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","<NP>","No","47"
"NAPOLEON","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","3","1","Total","<NP>","Rejected","108"
"RNT 11-3575","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","11","9","9","Total","NP","Registered Voters","202"
"ENM 31-0417","Enumclaw School District No. 216 Enumclaw School District No. 216 Proposition No. 1","31","9","8","Total","NP","Times Counted","111"
"KIR 48-0641","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Times Over Voted","0"
"KEN 33-3670","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","33","5","9","Total","NP","Times Over Voted","0"
"BEL 48-0694","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Under Voted","2"
"MCDONALD","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","NP","Times Over Voted","0"
"SI VIEW","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","NP","Times Over Voted","0"
"SAM 05-3307","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","<NP>","No","29"
"BEL 41-0205","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0167","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Counted","89"
"M-V 05-1218","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Times Counted","331"
"LFP 46-0400","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","46","1","7","Total","<NP>","No","44"
"BOT 01-0256","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","NP","Times Counted","292"
"KEN 47-3136","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","5","9","Total","NP","Times Over Voted","0"
"BEL 48-0177","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Counted","128"
"NEW 41-0248","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","9","9","Total","NP","Registered Voters","297"
"SHL 32-0866","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Registered Voters","451"
"RED 48-0940","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Times Over Voted","0"
"KIR 45-0618","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","<NP>","No","89"
"ROSE","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","3","1","Total","<NP>","Rejected","82"
"ELSIE","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","1","Total","NP","Times Over Voted","0"
"C-H 48-0321","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","1","Total","<NP>","No","60"
"BEL 41-0175","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","NP","Registered Voters","847"
"BEL 48-2412","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Under Voted","2"
"KEN 47-3190","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","8","Total","NP","Times Under Voted","11"
"M-V 05-3510","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Times Counted","216"
"RED 48-2449","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Registered Voters","538"
"KIR 45-0622","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","6","1","Total","NP","Times Over Voted","0"
"FED 30-3013","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Over Voted","0"
"TWINBERRY","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","45","3","1","Total","<NP>","Yes","37"
"HORSESHOE","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","5","3","1","Total","<NP>","Yes","122"
"YPT 48-1234","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","1","Total","NP","Times Over Voted","0"
"BEL 41-3140","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","<NP>","No","51"
"SNQ 05-3734","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","<NP>","Yes","125"
"BUR 33-0701","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","7","Total","<NP>","Yes","100"
"CAMELOT","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","NP","Times Over Voted","0"
"CARRIAGE","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","11","9","8","Total","NP","Times Under Voted","13"
"KEN 05-3375","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Times Counted","0"
"RAVENSDALE","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","NP","Registered Voters","527"
"RED 48-3208","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","1","Total","<NP>","Yes","51"
