"precinct","race","legislativedistrict","countycouncil","congressionaldistrict","countergroup","countertype","sumofcount"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","492"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","172"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","140"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","32"
"SEA 36-1732","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","538"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","162"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","132"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","30"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","538"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","162"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","128"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","34"
"SEA 36-1734","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","290"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","123"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","1"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","102"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","20"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","290"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","123"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","99"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","24"
"SEA 36-1735","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","350"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","110"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","64"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","46"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","350"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","110"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","67"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","43"
"SEA 36-1736","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","500"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","109"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","98"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","11"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","500"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","109"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","96"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","13"
"SEA 36-1737","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","274"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","116"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","89"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","27"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","274"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","116"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","88"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","27"
"SEA 36-1738","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","323"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","133"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","108"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","25"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","323"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","133"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","108"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","25"
"SEA 36-1739","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","377"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","150"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","113"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","37"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","377"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","150"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","114"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","36"
"SEA 36-1740","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Registered Voters","383"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Counted","112"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Under Voted","0"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Yes","68"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","No","44"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Over Voted","0"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Registered Voters","383"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Counted","112"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Under Voted","0"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Yes","71"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","No","41"
"BEL 41-0210","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Over Voted","0"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","364"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","123"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","95"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","28"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","364"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","123"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","93"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","30"
"SEA 36-1741","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","350"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","103"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","73"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","30"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","350"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","103"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","72"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","30"
"SEA 36-1742","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","437"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","147"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","117"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","30"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","437"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","147"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","115"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","32"
"SEA 36-1743","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","413"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","142"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","118"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","24"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","413"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","142"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","118"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","24"
"SEA 36-1744","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","369"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","139"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","114"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","25"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","369"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","139"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","117"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","22"
"SEA 36-1746","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","324"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","153"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","124"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","29"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","324"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","153"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","119"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","33"
"SEA 36-1747","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","302"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","133"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","109"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","24"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","302"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","133"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","109"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","24"
"SEA 36-1748","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","753"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","197"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","147"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","50"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","753"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","197"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","151"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","46"
"SEA 36-1749","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","630"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","226"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","177"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","49"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","630"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","226"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","178"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","48"
"SEA 36-1750","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","399"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","121"
