"precinct","race","legislativedistrict","countycouncil","congressionaldistrict","countergroup","countertype","sumofcount"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","822"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","170"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","143"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","27"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","512"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","189"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","126"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","63"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","512"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","189"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","121"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","67"
"SEA 36-1774","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","401"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","24"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","22"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","2"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","401"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","24"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","22"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","2"
"SEA 36-1775","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","Registered Voters","632"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","Times Counted","195"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","Times Under Voted","1"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","Yes","151"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","No","43"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 1","43","4","7","Total","Times Over Voted","0"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","Registered Voters","632"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","Times Counted","195"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","Times Under Voted","0"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","Yes","148"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","No","47"
"SEA 43-1776","Seattle School District No. 1 Proposition No. 2","43","4","7","Total","Times Over Voted","0"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","460"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","58"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","0"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","46"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","12"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","460"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","58"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","0"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","47"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","11"
"SEA 43-1779","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","538"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","112"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","0"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","88"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","24"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","538"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","112"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","0"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","88"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","24"
"SEA 43-1780","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","287"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","61"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","0"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","51"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","10"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","287"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","61"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","0"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","51"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","10"
"SEA 43-1781","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","436"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","101"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","1"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","73"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","27"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","436"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","101"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","1"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","76"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","24"
"SEA 43-1783","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","646"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","222"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","1"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","172"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","49"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","646"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","222"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","3"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","174"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","45"
"SEA 43-1784","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","603"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","129"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","0"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","118"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","11"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","603"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","129"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","1"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","119"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","9"
"SEA 43-1787","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Registered Voters","725"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Counted","137"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Under Voted","0"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Yes","79"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","No","58"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Over Voted","0"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Registered Voters","725"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Counted","137"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Under Voted","1"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Yes","80"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","No","56"
"BEL 48-0216","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Over Voted","0"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Registered Voters","736"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Counted","406"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Under Voted","4"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Yes","385"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","No","17"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 1","43","8","7","Total","Times Over Voted","0"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Registered Voters","736"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Counted","406"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Under Voted","2"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Yes","389"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","No","15"
"SEA 43-1788","Seattle School District No. 1 Proposition No. 2","43","8","7","Total","Times Over Voted","0"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","720"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","194"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","123"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","71"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","720"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","194"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","127"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","66"
"SEA 36-1801","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","337"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","104"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","73"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","31"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","337"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","104"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","70"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","34"
"SEA 36-1803","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","536"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","135"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","103"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","31"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","1"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","536"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","135"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","2"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","105"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","28"
"SEA 36-1805","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","763"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","161"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","132"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","29"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","763"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","161"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","131"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","29"
"SEA 36-1806","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","334"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","87"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","73"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","14"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","334"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","87"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","74"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","13"
"SEA 36-1808","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","437"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","118"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","89"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","29"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","437"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","118"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","87"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","31"
"SEA 36-1812","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","365"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","107"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","2"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","84"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","21"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","365"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","107"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","86"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","21"
"SEA 36-1813","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","488"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","163"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","123"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","40"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","488"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","163"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","122"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","40"
"SEA 36-1815","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","341"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","119"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","84"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","35"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","341"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","119"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","81"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","38"
"SEA 36-1816","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Registered Voters","519"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Counted","140"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Under Voted","0"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Yes","78"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","No","62"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Over Voted","0"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Registered Voters","519"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Counted","140"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Under Voted","0"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Yes","77"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","No","63"
"BEL 48-0217","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Over Voted","0"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Registered Voters","270"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Counted","102"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Under Voted","0"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Yes","76"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","No","26"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Over Voted","0"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Registered Voters","270"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Counted","102"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Under Voted","1"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Yes","76"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","No","25"
"SEA 43-1817","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Over Voted","0"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Registered Voters","283"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Counted","152"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Under Voted","2"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Yes","107"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","No","43"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Over Voted","0"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Registered Voters","283"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Counted","152"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Under Voted","3"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Yes","109"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","No","40"
"SEA 43-1818","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Over Voted","0"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Registered Voters","458"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Counted","192"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Under Voted","0"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Yes","139"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","No","53"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Over Voted","0"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Registered Voters","458"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Counted","192"
