"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149634","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480880","In Public Home",,"Dog","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480880","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-150707","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A030295","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Amy","Cat","Spayed Female","Domestic Shorthair","Gray Tabby","2022-09-07T00:00:00.000","Received on","1000 block of  S GRADY WAY","RENTON","WA","98057","RENTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A030295","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 1000 block of  S GRADY WAY<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150417","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488553","In Public Home",,"Cat","Unknown","Domestic Longhair","Unknown","2022-08-27T00:00:00.000","Date Found","4400 block of  45TH AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488553","Image Copyright HLP Inc. 2022","Description: Nice and social, clipped left ear, gray long hair, still has claws, no tags.  It has been hanging out in my backyard the last couple days<p/>Age: Unknown<p/>Found Near: 4400 block of  45TH AVENUE NORTHEAST<p/>Found Date: 2022-08-27<p/>"
"K22-150101","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Female","Domestic Shorthair","Brn Tabby","2022-08-24T00:00:00.000","Received on","800 block of  S 192ND ST","SEATAC","WA","98148","SEATAC",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-24<p/> Found Near: 800 block of  S 192ND ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/>"
"K22-149313","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-149834","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482990","In Public Home",,,"Unknown",,"Unknown","2022-08-15T00:00:00.000","Date Found","105TH  AVE SE & SE 219TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482990","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 105th AVE SE & SE 219th ST, Kent WA  98031<p/>Found Date: 2022-08-15<p/>"
"K22-150618","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671825","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Veralyn","Barn Cat","Spayed Female","Domestic Mediumhair","Black","2022-09-05T00:00:00.000","Received on","31500 block of  36TH AVE S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671825","Image Copyright HLP Inc. 2022","Received on: 2022-09-05<p/> Found Near: 31500 block of  36TH AVE S<p/> Description: Black Spayed Female Domestic Mediumhair Barn Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150817","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672179","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Gray Tabby","2022-09-10T00:00:00.000","Received on","24400 block of  148TH AVE SE","KENT","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672179","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: Gray Tabby Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149243","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669640","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jazzadelic","Cat","Neutered Male","Domestic Shorthair","Brn Tabby","2022-08-03T00:00:00.000","Received on","3000 block of  S 204TH ST","SEATAC","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669640","Image Copyright HLP Inc. 2022","Received on: 2022-08-03<p/> Found Near: 3000 block of  S 204TH ST<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150386","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671441","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ziva","Cat","Spayed Female","Domestic Mediumhair","Gray Tabby","2022-08-29T00:00:00.000","Received on","4500 block of  S 139TH ST","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671441","Image Copyright HLP Inc. 2022","Received on: 2022-08-29<p/> Found Near: 4500 block of  S 139TH ST<p/> Description: Gray Tabby Spayed Female Domestic Mediumhair Cat<p/> Age: 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150804","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494676","In Public Home",,"Dog","Female","Havanese","Black","2022-09-08T00:00:00.000","Date Found","9800 block of  S 262BD PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494676","Image Copyright HLP Inc. 2022","Description: Black/brown, white patch on chest. Long curly hair. <p/>Age: Over 1 year<p/>Found Near: 9800 block of  S 262BD PL<p/>Found Date: 2022-09-08<p/>"
"K22-150195","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671336","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Calico","Cat","Spayed Female","Domestic Shorthair","Tortie / White","2022-08-27T00:00:00.000","Received on","3700 block of  S 272ND ST","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671336","Image Copyright HLP Inc. 2022","Received on: 2022-08-27<p/> Found Near: 3700 block of  S 272ND ST<p/> Description: Tortie / White Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149405","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669926","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kakigori","Cat","Male","Domestic Shorthair","Seal Pt","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669926","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Seal Pt Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149776","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Shorthair","Black / White","2022-08-15T00:00:00.000","Received on","17500 block of  MIDVALE AVE N","SHORELINE","WA","98133","SHORELINE","47.756782","-122.34392",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 17500 block of  MIDVALE AVE N<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149389","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478843","In Public Home",,"Dog","Unknown","German Shepherd","Unknown","2022-08-03T00:00:00.000","Date Found","300TH  PL AND 51ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478843","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 300th Pl and 51st, Auburn WA  98001<p/>Found Date: 2022-08-03<p/>"
"K22-150039","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485998","In Public Home",,"Dog","Female","Scottish Terrier","Black","2022-08-17T00:00:00.000","Date Found","NE  28TH ST.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485998","Image Copyright HLP Inc. 2022","Description: Found on August 17, 2022 in Renton, WA 98056 near Lower Kenneydale with leash and collar. <p/>We are wondering if this pup (she’s very young and not yet potty trained) was abandoned but are hopeful to find her owner if they are out there looking for her. <p/>She is Black, with strangely hair, mixed breed female pup (maybe a few months old). <p/>She does not have a microchip. <p/>Age: Under 1 year<p/>Found Near: NE 28th st. , Renton WA  98056<p/>Found Date: 2022-08-17<p/>"
"K22-150543","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671691","Issaquah Petsmart 1505 11TH AVE NW ISSAQUAH, WA 98027","Cody","Cat","Neutered Male","Domestic Shorthair","Flame Pt","2022-09-01T00:00:00.000","Received on","3500 block of  S 180TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671691","Image Copyright HLP Inc. 2022","Received on: 2022-09-01<p/> Found Near: 3500 block of  S 180TH ST<p/> Description: Flame Pt Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: Issaquah Petsmart 1505 11TH AVE NW ISSAQUAH, WA 98027<p/>"
"K22-150798","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672107","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672107","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149312","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-150565","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671716","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Huga","Dog","Spayed Female","Cane Corso","Black","2022-09-02T00:00:00.000","Received on","28600 block of  132ND AVE SE","KENT","WA","98042","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671716","Image Copyright HLP Inc. 2022","Received on: 2022-09-02<p/> Found Near: 28600 block of  132ND AVE SE<p/> Description: Black Spayed Female Cane Corso Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149772","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Dog","Female","Chihuahua - Smooth Coated","White / Brown","2022-08-15T00:00:00.000","Received on","4600 block of  S 288TH ST","AUBURN","WA","98001","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 4600 block of  S 288TH ST<p/> Description: White / Brown Female Chihuahua - Smooth Coated Dog<p/> Age: NO AGE<p/>"
"K22-150632","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671855","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Crow","Barn Cat","Neutered Male","Domestic Shorthair","Black","2022-09-06T00:00:00.000","Received on","24800 block of  118TH CT SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671855","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 24800 block of  118TH CT SE<p/> Description: Black Neutered Male Domestic Shorthair Barn Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150691","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Longhair","Dilute Tor","2022-09-07T00:00:00.000","Received on","7800 block of  SE 28TH ST","MERCER ISLAND","WA","98040","MERCER ISLAND",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671922","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 7800 block of  SE 28TH ST<p/> Description: Dilute Tor Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150573","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671741","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Nazgul","Cat","Male","Domestic Shorthair","Black","2022-09-02T00:00:00.000","Received on","400 block of  SW 111TH LN","SEATTLE","WA","98146","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671741","Image Copyright HLP Inc. 2022","Received on: 2022-09-02<p/> Found Near: 400 block of  SW 111TH LN<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149744","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482100","In Public Home",,"Dog","Male","Australian Shepherd","Unknown","2022-08-14T00:00:00.000","Date Found","19TH  AVE S AND S 232ND STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482100","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: 19th ave s and s 232nd street, Seattle WA  98198<p/>Found Date: 2022-08-14<p/>"
"K22-150645","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671872","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Newgate","Cat","Male","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671872","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149430","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669971","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Skyler","Cat","Neutered Male","Domestic Shorthair","Gray / White","2022-08-08T00:00:00.000","Received on","6100 block of  S 126TH PL","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669971","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 6100 block of  S 126TH PL<p/> Description: Gray / White Neutered Male Domestic Shorthair Cat<p/> Age: 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150126","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671219","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Storm","Cat","Male","Domestic Shorthair","Gray","2022-08-25T00:00:00.000","Received on","8400 block of  S 235TH PL","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671219","Image Copyright HLP Inc. 2022","Received on: 2022-08-25<p/> Found Near: 8400 block of  S 235TH PL<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150579","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Bibi","Dead Dog","Female","Chihuahua - Smooth Coated","Black","2022-08-31T00:00:00.000","Received on","11400 block of  AVONDALE RD NE","REDMOND","WA","98052","REDMOND",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-31<p/> Found Near: 11400 block of  AVONDALE RD NE<p/> Description: Black Female Chihuahua - Smooth Coated Dog<p/> Age: 6 YEARS<p/>"
"K22-150818","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672180","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Gray Tabby","2022-09-10T00:00:00.000","Received on","24400 block of  148TH AVE SE","KENT","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672180","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: Gray Tabby Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150624","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671846","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Levi","Cat","Neutered Male","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","25600 block of  46TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671846","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 25600 block of  46TH AVE S<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150648","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Mediumhair","Dilute Tor","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671875","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Dilute Tor Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149850","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483276","In Public Home",,,"Unknown",,"Unknown","2022-08-17T00:00:00.000","Date Found","NE  BLAKELEY ST AND 37TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483276","Image Copyright HLP Inc. 2022","Description: Green and yellow parakeet, very friendly<p/>Age: Unknown<p/>Found Near: NE Blakeley St and 37th Ave NE, Seattle WA  98105<p/>Found Date: 2022-08-17<p/>"
"K22-150669","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671899","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Joy","Dog","Female","Labrador Retriever / Mix","Tan","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671899","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Tan Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150890","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672400","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Black / White","2022-09-12T00:00:00.000","Received on","21200 block of  100TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672400","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 21200 block of  100TH PL SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150647","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671874","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jewel","Cat","Spayed Female","Domestic Shorthair","Tricolor","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671874","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tricolor Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150350","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488028","In Public Home","No Name. We","Cat","Male","American Shorthair","Unknown","2022-08-25T00:00:00.000","Date Found","N  40TH ST AND CORLLIS AVE N",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488028","Image Copyright HLP Inc. 2022","Description: Short haired striped and spots tabby with white on belly and front legs.  Has distinct markings on front legs and a white mark down his back.  Pink nose. He's not fixed.  Shy but very friendly with me once he trusted me.  Follows me everywhere.  High pitched meow.  Probably 1 to 2 years old is my guess.  <p/>Age: Over 1 year<p/>Found Near: N 40th st and Corllis ave N, Seattle WA  98103<p/>Notes: Found Date: 2022-08-25<p/>Found Date: 2022-08-25<p/>"
"K22-150378","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671430","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Dodger","Cat","Neutered Male","Domestic Shorthair","White / Black","2022-08-29T00:00:00.000","Received on","14800 block of  INTERURBAN AVE S","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671430","Image Copyright HLP Inc. 2022","Received on: 2022-08-29<p/> Found Near: 14800 block of  INTERURBAN AVE S<p/> Description: White / Black Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150795","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672103","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149658","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481100","In Public Home",,"Dog","Male","Smooth Fox Terrier","Black","2022-08-12T00:00:00.000","Date Found","SE  129TH ST. AND 464TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481100","Image Copyright HLP Inc. 2022","Description: Black and white with brown on the face, not neutered, docked tail<p/>Age: Unknown<p/>Found Near: SE 129th St. and 464th Ave SE, North Bend WA  98045<p/>Found Date: 2022-08-12<p/>"
"K22-149390","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669890","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Freddy","Barn Cat","Neutered Male","Domestic Shorthair","Gray / White","2022-08-07T00:00:00.000","Received on","14800 block of  SE 278TH ST","KENT","WA","98042","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669890","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 14800 block of  SE 278TH ST<p/> Description: Gray / White Neutered Male Domestic Shorthair Barn Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150892","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672412","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Black / White","2022-09-12T00:00:00.000","Received on","21000 block of  41ST PL S","DES MOINES","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672412","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 21000 block of  41ST PL S<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
