"race","precinct","leg","cc","countergroup","countertype","count"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","Times Counted","127"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","APPROVED","103"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","REJECTED","88"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","Times Counted","191"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2844","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","APPROVED","68"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","REJECTED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","Times Counted","110"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2845","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","APPROVED","81"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","REJECTED","32"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","Times Counted","113"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2854","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","APPROVED","127"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","REJECTED","79"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","Times Blank Voted","2"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","Times Counted","208"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3222","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","APPROVED","49"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","REJECTED","22"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","Times Counted","71"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3223","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","APPROVED","76"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","REJECTED","39"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","Times Counted","115"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3359","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","APPROVED","114"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","REJECTED","40"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","Times Counted","154"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-3535","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","APPROVED","148"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","REJECTED","52"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","Times Counted","200"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0965","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0969","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","APPROVED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","REJECTED","13"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","Times Counted","55"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0982","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","APPROVED","115"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","REJECTED","48"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","Times Counted","163"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0991","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","APPROVED","80"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","REJECTED","62"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","Times Counted","143"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-0999","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","APPROVED","54"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","REJECTED","31"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","Times Counted","85"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-1000","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","APPROVED","70"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","REJECTED","53"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","Times Counted","123"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 37-3154","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","APPROVED","123"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","REJECTED","63"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","Times Counted","186"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0964","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","APPROVED","107"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","REJECTED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","Times Counted","149"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0983","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","APPROVED","103"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","REJECTED","50"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","Times Counted","153"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0989","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","APPROVED","113"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","REJECTED","91"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","Times Counted","204"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0993","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","APPROVED","97"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","REJECTED","57"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","Times Blank Voted","2"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","Times Counted","156"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0994","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","APPROVED","88"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","REJECTED","46"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","Times Counted","134"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-0995","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","APPROVED","104"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","REJECTED","69"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","Times Counted","173"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1007","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","APPROVED","73"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","REJECTED","69"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","Times Counted","142"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1010","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","APPROVED","125"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","REJECTED","72"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","Times Counted","198"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1011","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","APPROVED","73"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","REJECTED","50"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","Times Counted","123"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1017","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","APPROVED","143"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","REJECTED","82"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","Times Counted","225"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-1018","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","APPROVED","187"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","REJECTED","108"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","Times Counted","295"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2475","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","APPROVED","67"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","REJECTED","41"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","Times Counted","108"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2583","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","APPROVED","204"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","REJECTED","88"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","Times Counted","292"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-2816","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","APPROVED","6"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","REJECTED","10"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","Times Counted","16"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3162","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","APPROVED","85"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","REJECTED","49"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","Times Counted","134"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3224","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","APPROVED","164"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","REJECTED","56"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","Times Counted","220"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3287","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","APPROVED","59"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","REJECTED","29"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","Times Counted","88"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3404","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","APPROVED","62"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","REJECTED","46"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","Times Counted","108"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 41-3438","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","APPROVED","40"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","REJECTED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","Times Counted","82"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-0456","47","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","APPROVED","123"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","REJECTED","62"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","Times Counted","185"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-1125","47","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","APPROVED","37"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","REJECTED","21"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","Times Counted","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-2669","47","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","APPROVED","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","Registered Voters","0"
