"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149818","A670594","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Orion","Cat","16 WEEKS","Male","Snowshoe","Seal Pt","2022-08-16T00:00:00.000","Received on","16100 block of  SE 180TH PL","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670594","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 16100 block of  SE 180TH PL<p/> Description: Seal Pt Male Snowshoe Cat<p/> Age: 16 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149438","A669985","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669985","Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042","Hero","Cat","9 WEEKS","Neutered Male","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669985","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>"
"K22-147123","A665927","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A665927","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Stump","Cat","4 MONTHS","Spayed Female","Domestic Shorthair","Gray","2022-06-08T00:00:00.000","Received on","21600 block of  184TH AVE SE","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A665927","Image Copyright HLP Inc. 2022","Received on: 2022-06-08<p/> Found Near: 21600 block of  184TH AVE SE<p/> Description: Gray Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149745","A670464","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482202","In Public Home",,"Dog","Over 1 year<p/>","Male","Miniature Poodle","White","2022-08-14T00:00:00.000","Date Found","320TH  AND 23RD AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482202","Image Copyright HLP Inc. 2022","Description: It is a small white male dog.  It looks to be recently groomed.  <p/>Age: Over 1 year<p/>Found Near: 320th and 23rd Ave S, Federal Way WA  98003<p/>Found Date: 2022-08-14<p/>"
"K22-149200","A669562","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669562","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Milo","Cat","1 YEAR","Male","Domestic Mediumhair","Orange","2022-08-02T00:00:00.000","Received on","3600 block of  S 180TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669562","Image Copyright HLP Inc. 2022","Received on: 2022-08-02<p/> Found Near: 3600 block of  S 180TH ST<p/> Description: Orange Male Domestic Mediumhair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149102","A669387","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669387","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ricki Lake","Cat","15 WEEKS","Spayed Female","Domestic Shorthair","Black","2022-07-31T00:00:00.000","Received on","15200 block of  30TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669387","Image Copyright HLP Inc. 2022","Received on: 2022-07-31<p/> Found Near: 15200 block of  30TH AVE S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 15 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149879","A670684","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670684","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Unknown","Domestic Shorthair","Brn Tabby","2022-08-18T00:00:00.000","Received on","12200 block of  SE 207TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670684","Image Copyright HLP Inc. 2022","Received on: 2022-08-18<p/> Found Near: 12200 block of  SE 207TH ST<p/> Description: Brn Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148349","A667916","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2465898","In Public Home","Mardi Smith","Dog","Unknown<p/>","Female","Alaskan Husky","Unknown","2022-07-11T00:00:00.000","Date Found","16200 block of  81ST PLACE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2465898","Image Copyright HLP Inc. 2022","Description: Female Husky. Grey, cream, white, with some black.<p/>Age: Unknown<p/>Found Near: 16200 block of  81ST PLACE NORTHEAST<p/>Found Date: 2022-07-11<p/>"
"K22-149591","A670217","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670217","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Hippo","Dog","2 YEARS","Spayed Female","Pit Bull","Gray","2022-08-10T00:00:00.000","Received on","S  240TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670217","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: S  240TH ST<p/> Description: Gray Spayed Female Pit Bull Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149575","A647207","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A647207","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Zeus","Dog","1 YEAR 4 MONTHS","Male","German Shepherd","Black / Tan","2022-08-10T00:00:00.000","Received on","10400 block of  25TH AVE SW","SEATTLE","WA","98146","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A647207","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 10400 block of  25TH AVE SW<p/> Description: Black / Tan Male German Shepherd Dog<p/> Age: 1 YEAR 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148716","A668580","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668580","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Farah","Cat","2 YEARS","Spayed Female","Domestic Shorthair","Calico","2022-07-20T00:00:00.000","Received on","17100 block of  SE 260TH ST","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668580","Image Copyright HLP Inc. 2022","Received on: 2022-07-20<p/> Found Near: 17100 block of  SE 260TH ST<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148338","A667902","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A667902","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Storm","Cat","12 WEEKS","Spayed Female","Domestic Shorthair","White / Black","2022-07-11T00:00:00.000","Received on","22400 block of  SE 331ST ST","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A667902","Image Copyright HLP Inc. 2022","Received on: 2022-07-11<p/> Found Near: 22400 block of  SE 331ST ST<p/> Description: White / Black Spayed Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149580","A670199","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Tortie / White","2022-08-10T00:00:00.000","Received on","15200 block of  SE 272ND ST","KENT","WA","98042","KENT","47.357524","-122.13907",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 15200 block of  SE 272ND ST<p/> Description: Tortie / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149105","A669391","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669391","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Otto","Cat","14 WEEKS","Female","Domestic Shorthair","Black","2022-07-31T00:00:00.000","Received on","15200 block of  30TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669391","Image Copyright HLP Inc. 2022","Received on: 2022-07-31<p/> Found Near: 15200 block of  30TH AVE S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148834","A668792","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668792","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Gene","Cat","15 WEEKS","Spayed Female","Domestic Shorthair","White / Black","2022-07-24T00:00:00.000","Received on","22400 block of  SE 331ST ST","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668792","Image Copyright HLP Inc. 2022","Received on: 2022-07-24<p/> Found Near: 22400 block of  SE 331ST ST<p/> Description: White / Black Spayed Female Domestic Shorthair Cat<p/> Age: 15 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149823","A670599","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670599","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Smokey","Cat","NO AGE","Male","Siamese","Seal Pt","2022-08-16T00:00:00.000","Received on","600 block of  PETERSEN DR E","ENUMCLAW","WA","98022","ENUMCLAW","47.1948","-121.972008","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670599","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 600 block of  PETERSEN DR E<p/> Description: Seal Pt Male Siamese Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149665","A670344","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670344","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Dandelion","Rabbit Lh","NO AGE","Unknown","Rabbit Lh","White","2022-08-12T00:00:00.000","Received on","21600 block of  94TH PL S","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670344","Image Copyright HLP Inc. 2022","Received on: 2022-08-12<p/> Found Near: 21600 block of  94TH PL S<p/> Description: White Unknown Rabbit Lh Rabbit Lh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149376","A669856","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Sushi","Cat","2 YEARS","Female","Domestic Shorthair","Brn Tabby","2022-08-06T00:00:00.000","Received on","300 block of  WETHERBEE LN","ENUMCLAW","WA","98022","ENUMCLAW",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669856","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 300 block of  WETHERBEE LN<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149468","A670034","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","4 WEEKS","Female","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670034","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149396","A669906","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669906","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Rossy","Cat","10 WEEKS","Spayed Female","Domestic Shorthair","Black / White","2022-08-07T00:00:00.000","Received on","13600 block of  SE 208TH ST","KENT","WA","98042","KENT","47.415575","-122.159626","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669906","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 13600 block of  SE 208TH ST<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149545","A670130","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480082","In Public Home","Derrick Diet","Dog","Under 1 year<p/>","Female","German Shepherd","Brown","2022-08-09T00:00:00.000","Date Found","13200 block of  SE 49TH ST","BELLEVUE","WA","98006","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480082","Image Copyright HLP Inc. 2022","Description: Brown / Tan mixed breed? Female and has recently been spayed with sutures still visible. <p/>Age: Under 1 year<p/>Found Near: 13200 block of  SE 49TH ST<p/>Found Date: 2022-08-10<p/>"
"K22-148426","A668061","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668061","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Logan","Cat","4 MONTHS","Neutered Male","Domestic Shorthair","Black / White","2022-07-13T00:00:00.000","Received on","22400 block of  SE 331ST ST","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668061","Image Copyright HLP Inc. 2022","Received on: 2022-07-13<p/> Found Near: 22400 block of  SE 331ST ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148809","A668749","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2472181","In Public Home",,"Dog","Under 1 year<p/>","Male","Labrador Retriever","Black","2022-07-22T00:00:00.000","Date Found","271ST  STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2472181","Image Copyright HLP Inc. 2022","<p/>Age: Under 1 year<p/>Found Near: 271st street , Maple Valley WA  98038<p/>Found Date: 2022-07-22<p/>"
"K22-148799","A668738","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668738","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Simmons","Cat","15 WEEKS","Neutered Male","Domestic Shorthair","Black / White","2022-07-23T00:00:00.000","Received on","22400 block of  SE 331ST ST","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668738","Image Copyright HLP Inc. 2022","Received on: 2022-07-23<p/> Found Near: 22400 block of  SE 331ST ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 15 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149667","A670351","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670351","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Frankie","Cat","1 YEAR","Spayed Female","Siamese","Sl Lynx Pt","2022-08-12T00:00:00.000","Received on","21000 block of  SE 269TH ST","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670351","Image Copyright HLP Inc. 2022","Received on: 2022-08-12<p/> Found Near: 21000 block of  SE 269TH ST<p/> Description: Sl Lynx Pt Spayed Female Siamese Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149045","A669229","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Dog","1 YEAR","Male","Pit Bull","White","2022-07-28T00:00:00.000","Received on","14600 block of  16TH AVE S","SEATAC","WA","98168","SEATAC","47.472197","-122.312878",,"Image Copyright HLP Inc. 2022","Received on: 2022-07-28<p/> Found Near: 14600 block of  16TH AVE S<p/> Description: White Male Pit Bull Dog<p/> Age: 1 YEAR<p/>"
"K22-148459","A668115","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2467315","In Public Home","Aidan Cook","Dog","Over 1 year<p/>","Female","Chihuahua - Smooth Coated","Unknown","2022-07-13T00:00:00.000","Date Found","600 block of  W MERCER PL","SEATTLE","WA","98119","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2467315","Image Copyright HLP Inc. 2022","Description: Tan female Chihuahua mix, snuggly, likes to burrow, shy. Found on 600 block of Mercer, no collar, will have chip scanned in the morning<p/>Age: Over 1 year<p/>Found Near: 600 block of  W MERCER PL<p/>Found Date: 2022-07-13<p/>"
