"race","precinct","leg","cc","countergroup","countertype","count"
"Attorney General","ALDERWOOD","45","3","Absentee","Times Over Voted","0"
"Attorney General","ALDERWOOD","45","3","Polling","Times Over Voted","0"
"Attorney General","ALG 30-0013","30","7","Polling","John Ladenburg","6"
"Attorney General","ALG 30-0013","30","7","Absentee","John Ladenburg","32"
"Attorney General","ALG 30-0013","30","7","Total","John Ladenburg","38"
"Attorney General","ALG 30-0013","30","7","Polling","John Ladenburg","0"
"Attorney General","ALG 30-0013","30","7","Total","Registered Voters","392"
"Attorney General","ALG 30-0013","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-0013","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-0013","30","7","Absentee","Registered Voters","0"
"Attorney General","ALG 30-0013","30","7","Total","Rob McKenna","36"
"Attorney General","ALG 30-0013","30","7","Polling","Rob McKenna","1"
"Attorney General","ALG 30-0013","30","7","Polling","Rob McKenna","6"
"Attorney General","ALG 30-0013","30","7","Absentee","Rob McKenna","29"
"Attorney General","ALG 30-0013","30","7","Total","Times Blank Voted","4"
"Attorney General","ALG 30-0013","30","7","Polling","Times Blank Voted","1"
"Attorney General","ALG 30-0013","30","7","Polling","Times Blank Voted","0"
"Attorney General","ALG 30-0013","30","7","Absentee","Times Blank Voted","3"
"Attorney General","ALG 30-0013","30","7","Absentee","Times Counted","64"
"Attorney General","ALG 30-0013","30","7","Polling","Times Counted","13"
"Attorney General","ALG 30-0013","30","7","Polling","Times Counted","1"
"Attorney General","ALG 30-0013","30","7","Total","Times Counted","78"
"Attorney General","ALG 30-0013","30","7","Total","Times Over Voted","0"
"Attorney General","ALG 30-0013","30","7","Polling","Times Over Voted","0"
"Attorney General","ALG 30-0013","30","7","Polling","Times Over Voted","0"
"Attorney General","ALG 30-0013","30","7","Absentee","Times Over Voted","0"
"Attorney General","ALG 30-0014","30","7","Polling","John Ladenburg","0"
"Attorney General","ALG 30-0014","30","7","Total","John Ladenburg","62"
"Attorney General","ALG 30-0014","30","7","Polling","John Ladenburg","13"
"Attorney General","ALG 30-0014","30","7","Absentee","John Ladenburg","49"
"Attorney General","ALG 30-0014","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-0014","30","7","Total","Registered Voters","455"
"Attorney General","ALG 30-0014","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-0014","30","7","Absentee","Registered Voters","0"
"Attorney General","ALG 30-0014","30","7","Total","Rob McKenna","55"
"Attorney General","ALG 30-0014","30","7","Polling","Rob McKenna","23"
"Attorney General","ALG 30-0014","30","7","Absentee","Rob McKenna","30"
"Attorney General","ALG 30-0014","30","7","Polling","Rob McKenna","2"
"Attorney General","ALG 30-0014","30","7","Total","Times Blank Voted","11"
"Attorney General","ALG 30-0014","30","7","Polling","Times Blank Voted","0"
"Attorney General","ALG 30-0014","30","7","Polling","Times Blank Voted","2"
"Attorney General","ALG 30-0014","30","7","Absentee","Times Blank Voted","9"
"Attorney General","ALG 30-0014","30","7","Total","Times Counted","128"
"Attorney General","ALG 30-0014","30","7","Absentee","Times Counted","88"
"Attorney General","ALG 30-0014","30","7","Polling","Times Counted","38"
"Attorney General","ALG 30-0014","30","7","Polling","Times Counted","2"
"Attorney General","ALG 30-0014","30","7","Polling","Times Over Voted","0"
"Attorney General","ALG 30-0014","30","7","Polling","Times Over Voted","0"
"Attorney General","ALG 30-0014","30","7","Absentee","Times Over Voted","0"
"Attorney General","ALG 30-0014","30","7","Total","Times Over Voted","0"
"Attorney General","ALG 30-3141","30","7","Polling","John Ladenburg","16"
"Attorney General","ALG 30-3141","30","7","Absentee","John Ladenburg","46"
"Attorney General","ALG 30-3141","30","7","Polling","John Ladenburg","0"
"Attorney General","ALG 30-3141","30","7","Total","John Ladenburg","62"
"Attorney General","ALG 30-3141","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-3141","30","7","Total","Registered Voters","475"
"Attorney General","ALG 30-3141","30","7","Absentee","Registered Voters","0"
"Attorney General","ALG 30-3141","30","7","Polling","Registered Voters","0"
"Attorney General","ALG 30-3141","30","7","Polling","Rob McKenna","27"
"Attorney General","ALG 30-3141","30","7","Total","Rob McKenna","91"
"Attorney General","ALG 30-3141","30","7","Absentee","Rob McKenna","64"
"Attorney General","ALG 30-3141","30","7","Polling","Rob McKenna","0"
"Attorney General","ALG 30-3141","30","7","Absentee","Times Blank Voted","5"
"Attorney General","ALG 30-3141","30","7","Polling","Times Blank Voted","0"
"Attorney General","ALG 30-3141","30","7","Total","Times Blank Voted","9"
"Attorney General","ALG 30-3141","30","7","Polling","Times Blank Voted","4"
"Attorney General","ALG 30-3141","30","7","Total","Times Counted","162"
"Attorney General","ALG 30-3141","30","7","Polling","Times Counted","47"
"Attorney General","ALG 30-3141","30","7","Absentee","Times Counted","115"
"Attorney General","ALG 30-3141","30","7","Polling","Times Counted","0"
"Attorney General","ALG 30-3141","30","7","Polling","Times Over Voted","0"
"Attorney General","ALG 30-3141","30","7","Total","Times Over Voted","0"
"Attorney General","ALG 30-3141","30","7","Absentee","Times Over Voted","0"
"Attorney General","ALG 30-3141","30","7","Polling","Times Over Voted","0"
"Attorney General","ALLEN","41","6","Polling","John Ladenburg","0"
"Attorney General","ALLEN","41","6","Polling","John Ladenburg","10"
"Attorney General","ALLEN","41","6","Total","John Ladenburg","43"
"Attorney General","ALLEN","41","6","Absentee","John Ladenburg","33"
"Attorney General","ALLEN","41","6","Polling","Registered Voters","0"
"Attorney General","ALLEN","41","6","Total","Registered Voters","344"
"Attorney General","ALLEN","41","6","Polling","Registered Voters","0"
"Attorney General","ALLEN","41","6","Absentee","Registered Voters","0"
"Attorney General","ALLEN","41","6","Polling","Rob McKenna","12"
"Attorney General","ALLEN","41","6","Total","Rob McKenna","66"
"Attorney General","ALLEN","41","6","Absentee","Rob McKenna","53"
"Attorney General","ALLEN","41","6","Polling","Rob McKenna","1"
"Attorney General","ALLEN","41","6","Total","Times Blank Voted","5"
"Attorney General","ALLEN","41","6","Absentee","Times Blank Voted","4"
"Attorney General","ALLEN","41","6","Polling","Times Blank Voted","0"
"Attorney General","ALLEN","41","6","Polling","Times Blank Voted","1"
"Attorney General","ALLEN","41","6","Total","Times Counted","114"
"Attorney General","ALLEN","41","6","Polling","Times Counted","22"
"Attorney General","ALLEN","41","6","Polling","Times Counted","2"
"Attorney General","ALLEN","41","6","Absentee","Times Counted","90"
"Attorney General","ALLEN","41","6","Polling","Times Over Voted","0"
"Attorney General","ALLEN","41","6","Polling","Times Over Voted","0"
"Attorney General","ALLEN","41","6","Total","Times Over Voted","0"
"Attorney General","ALLEN","41","6","Absentee","Times Over Voted","0"
"Attorney General","ALPINE","5","3","Polling","John Ladenburg","13"
"Attorney General","ALPINE","5","3","Absentee","John Ladenburg","52"
"Attorney General","ALPINE","5","3","Total","John Ladenburg","65"
"Attorney General","ALPINE","5","3","Polling","John Ladenburg","0"
"Attorney General","ALPINE","5","3","Total","Registered Voters","541"
"Attorney General","ALPINE","5","3","Polling","Registered Voters","0"
"Attorney General","ALPINE","5","3","Polling","Registered Voters","0"
"Attorney General","ALPINE","5","3","Absentee","Registered Voters","0"
"Attorney General","ALPINE","5","3","Polling","Rob McKenna","0"
"Attorney General","ALPINE","5","3","Absentee","Rob McKenna","69"
"Attorney General","ALPINE","5","3","Polling","Rob McKenna","20"
"Attorney General","ALPINE","5","3","Total","Rob McKenna","89"
"Attorney General","ALPINE","5","3","Polling","Times Blank Voted","2"
"Attorney General","ALPINE","5","3","Polling","Times Blank Voted","0"
"Attorney General","ALPINE","5","3","Total","Times Blank Voted","10"
"Attorney General","ALPINE","5","3","Absentee","Times Blank Voted","8"
"Attorney General","ALPINE","5","3","Total","Times Counted","164"
"Attorney General","ALPINE","5","3","Polling","Times Counted","35"
"Attorney General","ALPINE","5","3","Absentee","Times Counted","129"
"Attorney General","ALPINE","5","3","Polling","Times Counted","0"
"Attorney General","ALPINE","5","3","Polling","Times Over Voted","0"
"Attorney General","ALPINE","5","3","Total","Times Over Voted","0"
"Attorney General","ALPINE","5","3","Absentee","Times Over Voted","0"
"Attorney General","ALPINE","5","3","Polling","Times Over Voted","0"
"Attorney General","ALTA VISTA","32","6","Polling","John Ladenburg","10"
"Attorney General","ALTA VISTA","32","6","Total","John Ladenburg","82"
"Attorney General","ALTA VISTA","32","6","Absentee","John Ladenburg","67"
"Attorney General","ALTA VISTA","32","6","Polling","John Ladenburg","5"
"Attorney General","ALTA VISTA","32","6","Polling","Registered Voters","0"
"Attorney General","ALTA VISTA","32","6","Total","Registered Voters","676"
"Attorney General","ALTA VISTA","32","6","Polling","Registered Voters","0"
"Attorney General","ALTA VISTA","32","6","Absentee","Registered Voters","0"
"Attorney General","ALTA VISTA","32","6","Absentee","Rob McKenna","99"
"Attorney General","ALTA VISTA","32","6","Polling","Rob McKenna","0"
"Attorney General","ALTA VISTA","32","6","Total","Rob McKenna","122"
"Attorney General","ALTA VISTA","32","6","Polling","Rob McKenna","23"
"Attorney General","ALTA VISTA","32","6","Absentee","Times Blank Voted","16"
"Attorney General","ALTA VISTA","32","6","Total","Times Blank Voted","18"
"Attorney General","ALTA VISTA","32","6","Polling","Times Blank Voted","0"
"Attorney General","ALTA VISTA","32","6","Polling","Times Blank Voted","2"
"Attorney General","ALTA VISTA","32","6","Total","Times Counted","222"
"Attorney General","ALTA VISTA","32","6","Polling","Times Counted","35"
"Attorney General","ALTA VISTA","32","6","Polling","Times Counted","5"
"Attorney General","ALTA VISTA","32","6","Absentee","Times Counted","182"
"Attorney General","ALTA VISTA","32","6","Polling","Times Over Voted","0"
"Attorney General","ALTA VISTA","32","6","Polling","Times Over Voted","0"
"Attorney General","ALTA VISTA","32","6","Total","Times Over Voted","0"
"Attorney General","ALTA VISTA","32","6","Absentee","Times Over Voted","0"
"Attorney General","AMES LAKE","45","3","Polling","John Ladenburg","16"
"Attorney General","AMES LAKE","45","3","Absentee","John Ladenburg","93"
"Attorney General","AMES LAKE","45","3","Total","John Ladenburg","110"
"Attorney General","AMES LAKE","45","3","Polling","John Ladenburg","1"
"Attorney General","AMES LAKE","45","3","Total","Registered Voters","792"
"Attorney General","AMES LAKE","45","3","Polling","Registered Voters","0"
"Attorney General","AMES LAKE","45","3","Polling","Registered Voters","0"
"Attorney General","AMES LAKE","45","3","Absentee","Registered Voters","0"
"Attorney General","AMES LAKE","45","3","Absentee","Rob McKenna","124"
"Attorney General","AMES LAKE","45","3","Total","Rob McKenna","137"
"Attorney General","AMES LAKE","45","3","Polling","Rob McKenna","13"
"Attorney General","AMES LAKE","45","3","Polling","Rob McKenna","0"
"Attorney General","AMES LAKE","45","3","Total","Times Blank Voted","13"
"Attorney General","AMES LAKE","45","3","Absentee","Times Blank Voted","13"
"Attorney General","AMES LAKE","45","3","Polling","Times Blank Voted","0"
"Attorney General","AMES LAKE","45","3","Polling","Times Blank Voted","0"
"Attorney General","AMES LAKE","45","3","Total","Times Counted","260"
"Attorney General","AMES LAKE","45","3","Polling","Times Counted","29"
"Attorney General","AMES LAKE","45","3","Polling","Times Counted","1"
"Attorney General","AMES LAKE","45","3","Absentee","Times Counted","230"
"Attorney General","AMES LAKE","45","3","Polling","Times Over Voted","0"
"Attorney General","AMES LAKE","45","3","Absentee","Times Over Voted","0"
"Attorney General","AMES LAKE","45","3","Total","Times Over Voted","0"
"Attorney General","AMES LAKE","45","3","Polling","Times Over Voted","0"
"Attorney General","ANGEL CITY","37","2","Polling","John Ladenburg","22"
"Attorney General","ANGEL CITY","37","2","Polling","John Ladenburg","1"
"Attorney General","ANGEL CITY","37","2","Absentee","John Ladenburg","81"
"Attorney General","ANGEL CITY","37","2","Total","John Ladenburg","104"
"Attorney General","ANGEL CITY","37","2","Total","Registered Voters","625"
"Attorney General","ANGEL CITY","37","2","Polling","Registered Voters","0"
"Attorney General","ANGEL CITY","37","2","Polling","Registered Voters","0"
"Attorney General","ANGEL CITY","37","2","Absentee","Registered Voters","0"
"Attorney General","ANGEL CITY","37","2","Absentee","Rob McKenna","77"
"Attorney General","ANGEL CITY","37","2","Total","Rob McKenna","87"
"Attorney General","ANGEL CITY","37","2","Polling","Rob McKenna","10"
"Attorney General","ANGEL CITY","37","2","Polling","Rob McKenna","0"
"Attorney General","ANGEL CITY","37","2","Total","Times Blank Voted","12"
"Attorney General","ANGEL CITY","37","2","Absentee","Times Blank Voted","10"
"Attorney General","ANGEL CITY","37","2","Polling","Times Blank Voted","0"
"Attorney General","ANGEL CITY","37","2","Polling","Times Blank Voted","2"
"Attorney General","ANGEL CITY","37","2","Total","Times Counted","203"
"Attorney General","ANGEL CITY","37","2","Polling","Times Counted","1"
"Attorney General","ANGEL CITY","37","2","Polling","Times Counted","34"
"Attorney General","ANGEL CITY","37","2","Absentee","Times Counted","168"
"Attorney General","ANGEL CITY","37","2","Polling","Times Over Voted","0"
"Attorney General","ANGEL CITY","37","2","Total","Times Over Voted","0"
"Attorney General","ANGEL CITY","37","2","Polling","Times Over Voted","0"
"Attorney General","ANGEL CITY","37","2","Absentee","Times Over Voted","0"
"Attorney General","ANGELO","30","7","Polling","John Ladenburg","0"
"Attorney General","ANGELO","30","7","Absentee","John Ladenburg","41"
"Attorney General","ANGELO","30","7","Total","John Ladenburg","55"
"Attorney General","ANGELO","30","7","Polling","John Ladenburg","14"
"Attorney General","ANGELO","30","7","Total","Registered Voters","407"
"Attorney General","ANGELO","30","7","Polling","Registered Voters","0"
"Attorney General","ANGELO","30","7","Polling","Registered Voters","0"
"Attorney General","ANGELO","30","7","Absentee","Registered Voters","0"
"Attorney General","ANGELO","30","7","Polling","Rob McKenna","1"
"Attorney General","ANGELO","30","7","Total","Rob McKenna","99"
"Attorney General","ANGELO","30","7","Polling","Rob McKenna","28"
"Attorney General","ANGELO","30","7","Absentee","Rob McKenna","70"
"Attorney General","ANGELO","30","7","Total","Times Blank Voted","3"
"Attorney General","ANGELO","30","7","Absentee","Times Blank Voted","2"
"Attorney General","ANGELO","30","7","Polling","Times Blank Voted","1"
"Attorney General","ANGELO","30","7","Polling","Times Blank Voted","0"
"Attorney General","ANGELO","30","7","Absentee","Times Counted","113"
"Attorney General","ANGELO","30","7","Polling","Times Counted","43"
"Attorney General","ANGELO","30","7","Polling","Times Counted","1"
"Attorney General","ANGELO","30","7","Total","Times Counted","157"
"Attorney General","ANGELO","30","7","Polling","Times Over Voted","0"
"Attorney General","ANGELO","30","7","Absentee","Times Over Voted","0"
"Attorney General","ANGELO","30","7","Polling","Times Over Voted","0"
"Attorney General","ANGELO","30","7","Total","Times Over Voted","0"
"Attorney General","ANTOINE","33","5","Polling","John Ladenburg","2"
"Attorney General","ANTOINE","33","5","Absentee","John Ladenburg","30"
"Attorney General","ANTOINE","33","5","Total","John Ladenburg","37"
"Attorney General","ANTOINE","33","5","Polling","John Ladenburg","5"
"Attorney General","ANTOINE","33","5","Polling","Registered Voters","0"
"Attorney General","ANTOINE","33","5","Total","Registered Voters","332"
"Attorney General","ANTOINE","33","5","Polling","Registered Voters","0"
"Attorney General","ANTOINE","33","5","Absentee","Registered Voters","0"
"Attorney General","ANTOINE","33","5","Total","Rob McKenna","78"
"Attorney General","ANTOINE","33","5","Polling","Rob McKenna","0"
"Attorney General","ANTOINE","33","5","Polling","Rob McKenna","23"
"Attorney General","ANTOINE","33","5","Absentee","Rob McKenna","55"
"Attorney General","ANTOINE","33","5","Total","Times Blank Voted","5"
"Attorney General","ANTOINE","33","5","Polling","Times Blank Voted","2"
"Attorney General","ANTOINE","33","5","Polling","Times Blank Voted","0"
"Attorney General","ANTOINE","33","5","Absentee","Times Blank Voted","3"
"Attorney General","ANTOINE","33","5","Absentee","Times Counted","88"
"Attorney General","ANTOINE","33","5","Polling","Times Counted","30"
"Attorney General","ANTOINE","33","5","Polling","Times Counted","2"
"Attorney General","ANTOINE","33","5","Total","Times Counted","120"
"Attorney General","ANTOINE","33","5","Total","Times Over Voted","0"
"Attorney General","ANTOINE","33","5","Polling","Times Over Voted","0"
"Attorney General","ANTOINE","33","5","Polling","Times Over Voted","0"
"Attorney General","ANTOINE","33","5","Absentee","Times Over Voted","0"
"Attorney General","APOLLO","47","9","Polling","John Ladenburg","9"
"Attorney General","APOLLO","47","9","Polling","John Ladenburg","1"
"Attorney General","APOLLO","47","9","Total","John Ladenburg","76"
"Attorney General","APOLLO","47","9","Absentee","John Ladenburg","66"
"Attorney General","APOLLO","47","9","Total","Registered Voters","519"
"Attorney General","APOLLO","47","9","Polling","Registered Voters","0"
"Attorney General","APOLLO","47","9","Polling","Registered Voters","0"
"Attorney General","APOLLO","47","9","Absentee","Registered Voters","0"
"Attorney General","APOLLO","47","9","Total","Rob McKenna","84"
"Attorney General","APOLLO","47","9","Polling","Rob McKenna","11"
"Attorney General","APOLLO","47","9","Polling","Rob McKenna","1"
"Attorney General","APOLLO","47","9","Absentee","Rob McKenna","72"
"Attorney General","APOLLO","47","9","Total","Times Blank Voted","11"
"Attorney General","APOLLO","47","9","Polling","Times Blank Voted","0"
"Attorney General","APOLLO","47","9","Polling","Times Blank Voted","2"
"Attorney General","APOLLO","47","9","Absentee","Times Blank Voted","9"
"Attorney General","APOLLO","47","9","Total","Times Counted","172"
"Attorney General","APOLLO","47","9","Polling","Times Counted","2"
"Attorney General","APOLLO","47","9","Polling","Times Counted","22"
"Attorney General","APOLLO","47","9","Absentee","Times Counted","148"
"Attorney General","APOLLO","47","9","Polling","Times Over Voted","0"
"Attorney General","APOLLO","47","9","Absentee","Times Over Voted","0"
"Attorney General","APOLLO","47","9","Polling","Times Over Voted","0"
"Attorney General","APOLLO","47","9","Total","Times Over Voted","0"
"Attorney General","AQUAVIEW","34","8","Total","John Ladenburg","86"
"Attorney General","AQUAVIEW","34","8","Polling","John Ladenburg","20"
"Attorney General","AQUAVIEW","34","8","Absentee","John Ladenburg","66"
"Attorney General","AQUAVIEW","34","8","Polling","John Ladenburg","0"
"Attorney General","AQUAVIEW","34","8","Polling","Registered Voters","0"
"Attorney General","AQUAVIEW","34","8","Absentee","Registered Voters","0"
"Attorney General","AQUAVIEW","34","8","Polling","Registered Voters","0"
"Attorney General","AQUAVIEW","34","8","Total","Registered Voters","456"
"Attorney General","AQUAVIEW","34","8","Polling","Rob McKenna","20"
"Attorney General","AQUAVIEW","34","8","Total","Rob McKenna","89"
"Attorney General","AQUAVIEW","34","8","Absentee","Rob McKenna","69"
"Attorney General","AQUAVIEW","34","8","Polling","Rob McKenna","0"
"Attorney General","AQUAVIEW","34","8","Polling","Times Blank Voted","0"
"Attorney General","AQUAVIEW","34","8","Total","Times Blank Voted","11"
"Attorney General","AQUAVIEW","34","8","Absentee","Times Blank Voted","10"
"Attorney General","AQUAVIEW","34","8","Polling","Times Blank Voted","1"
"Attorney General","AQUAVIEW","34","8","Total","Times Counted","187"
"Attorney General","AQUAVIEW","34","8","Polling","Times Counted","41"
"Attorney General","AQUAVIEW","34","8","Polling","Times Counted","0"
"Attorney General","AQUAVIEW","34","8","Absentee","Times Counted","146"
"Attorney General","AQUAVIEW","34","8","Polling","Times Over Voted","0"
"Attorney General","AQUAVIEW","34","8","Total","Times Over Voted","0"
"Attorney General","AQUAVIEW","34","8","Absentee","Times Over Voted","0"
"Attorney General","AQUAVIEW","34","8","Polling","Times Over Voted","0"
"Attorney General","ARBOR LAKE","11","8","Polling","John Ladenburg","1"
"Attorney General","ARBOR LAKE","11","8","Absentee","John Ladenburg","41"
"Attorney General","ARBOR LAKE","11","8","Total","John Ladenburg","54"
"Attorney General","ARBOR LAKE","11","8","Polling","John Ladenburg","12"
"Attorney General","ARBOR LAKE","11","8","Polling","Registered Voters","0"
"Attorney General","ARBOR LAKE","11","8","Total","Registered Voters","377"
"Attorney General","ARBOR LAKE","11","8","Polling","Registered Voters","0"
"Attorney General","ARBOR LAKE","11","8","Absentee","Registered Voters","0"
"Attorney General","ARBOR LAKE","11","8","Total","Rob McKenna","61"
"Attorney General","ARBOR LAKE","11","8","Polling","Rob McKenna","0"
"Attorney General","ARBOR LAKE","11","8","Polling","Rob McKenna","10"
"Attorney General","ARBOR LAKE","11","8","Absentee","Rob McKenna","51"
"Attorney General","ARBOR LAKE","11","8","Total","Times Blank Voted","9"
"Attorney General","ARBOR LAKE","11","8","Absentee","Times Blank Voted","8"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Blank Voted","0"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Blank Voted","1"
"Attorney General","ARBOR LAKE","11","8","Total","Times Counted","124"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Counted","23"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Counted","1"
"Attorney General","ARBOR LAKE","11","8","Absentee","Times Counted","100"
"Attorney General","ARBOR LAKE","11","8","Absentee","Times Over Voted","0"
"Attorney General","ARBOR LAKE","11","8","Total","Times Over Voted","0"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Over Voted","0"
"Attorney General","ARBOR LAKE","11","8","Polling","Times Over Voted","0"
"Attorney General","ARIA","47","9","Absentee","John Ladenburg","46"
"Attorney General","ARIA","47","9","Polling","John Ladenburg","4"
"Attorney General","ARIA","47","9","Total","John Ladenburg","50"
"Attorney General","ARIA","47","9","Polling","John Ladenburg","0"
"Attorney General","ARIA","47","9","Polling","Registered Voters","0"
"Attorney General","ARIA","47","9","Polling","Registered Voters","0"
"Attorney General","ARIA","47","9","Absentee","Registered Voters","0"
"Attorney General","ARIA","47","9","Total","Registered Voters","407"
"Attorney General","ARIA","47","9","Polling","Rob McKenna","12"
"Attorney General","ARIA","47","9","Total","Rob McKenna","101"
"Attorney General","ARIA","47","9","Absentee","Rob McKenna","88"
"Attorney General","ARIA","47","9","Polling","Rob McKenna","1"
"Attorney General","ARIA","47","9","Absentee","Times Blank Voted","4"
"Attorney General","ARIA","47","9","Polling","Times Blank Voted","4"
"Attorney General","ARIA","47","9","Polling","Times Blank Voted","0"
"Attorney General","ARIA","47","9","Total","Times Blank Voted","8"
"Attorney General","ARIA","47","9","Total","Times Counted","159"
"Attorney General","ARIA","47","9","Polling","Times Counted","20"
"Attorney General","ARIA","47","9","Polling","Times Counted","1"
"Attorney General","ARIA","47","9","Absentee","Times Counted","138"
"Attorney General","ARIA","47","9","Total","Times Over Voted","0"
"Attorney General","ARIA","47","9","Absentee","Times Over Voted","0"
"Attorney General","ARIA","47","9","Polling","Times Over Voted","0"
"Attorney General","ARIA","47","9","Polling","Times Over Voted","0"
"Attorney General","ARTHUR","5","9","Polling","John Ladenburg","8"
"Attorney General","ARTHUR","5","9","Absentee","John Ladenburg","71"
"Attorney General","ARTHUR","5","9","Total","John Ladenburg","79"
"Attorney General","ARTHUR","5","9","Polling","John Ladenburg","0"
"Attorney General","ARTHUR","5","9","Total","Registered Voters","708"
"Attorney General","ARTHUR","5","9","Polling","Registered Voters","0"
"Attorney General","ARTHUR","5","9","Polling","Registered Voters","0"
