"race","precinct","leg","cc","countergroup","countertype","count"
"Attorney General","AUB 31-0062","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0062","31","7","Total","Registered Voters","649"
"Attorney General","AUB 31-0062","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0062","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0062","31","7","Absentee","Rob McKenna","90"
"Attorney General","AUB 31-0062","31","7","Polling","Rob McKenna","2"
"Attorney General","AUB 31-0062","31","7","Total","Rob McKenna","108"
"Attorney General","AUB 31-0062","31","7","Polling","Rob McKenna","16"
"Attorney General","AUB 31-0062","31","7","Absentee","Times Blank Voted","10"
"Attorney General","AUB 31-0062","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0062","31","7","Total","Times Blank Voted","11"
"Attorney General","AUB 31-0062","31","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 31-0062","31","7","Total","Times Counted","205"
"Attorney General","AUB 31-0062","31","7","Absentee","Times Counted","167"
"Attorney General","AUB 31-0062","31","7","Polling","Times Counted","4"
"Attorney General","AUB 31-0062","31","7","Polling","Times Counted","34"
"Attorney General","AUB 31-0062","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0062","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0062","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0062","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0063","31","7","Polling","John Ladenburg","5"
"Attorney General","AUB 31-0063","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0063","31","7","Absentee","John Ladenburg","32"
"Attorney General","AUB 31-0063","31","7","Total","John Ladenburg","37"
"Attorney General","AUB 31-0063","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0063","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0063","31","7","Total","Registered Voters","269"
"Attorney General","AUB 31-0063","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0063","31","7","Absentee","Rob McKenna","38"
"Attorney General","AUB 31-0063","31","7","Polling","Rob McKenna","1"
"Attorney General","AUB 31-0063","31","7","Total","Rob McKenna","48"
"Attorney General","AUB 31-0063","31","7","Polling","Rob McKenna","9"
"Attorney General","AUB 31-0063","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0063","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0063","31","7","Total","Times Blank Voted","6"
"Attorney General","AUB 31-0063","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0063","31","7","Total","Times Counted","91"
"Attorney General","AUB 31-0063","31","7","Absentee","Times Counted","76"
"Attorney General","AUB 31-0063","31","7","Polling","Times Counted","1"
"Attorney General","AUB 31-0063","31","7","Polling","Times Counted","14"
"Attorney General","AUB 31-0063","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0063","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0063","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0063","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0064","31","7","Absentee","John Ladenburg","36"
"Attorney General","AUB 31-0064","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0064","31","7","Polling","John Ladenburg","9"
"Attorney General","AUB 31-0064","31","7","Total","John Ladenburg","45"
"Attorney General","AUB 31-0064","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0064","31","7","Total","Registered Voters","352"
"Attorney General","AUB 31-0064","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0064","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0064","31","7","Polling","Rob McKenna","10"
"Attorney General","AUB 31-0064","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0064","31","7","Total","Rob McKenna","48"
"Attorney General","AUB 31-0064","31","7","Absentee","Rob McKenna","38"
"Attorney General","AUB 31-0064","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0064","31","7","Absentee","Times Blank Voted","4"
"Attorney General","AUB 31-0064","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0064","31","7","Total","Times Blank Voted","4"
"Attorney General","AUB 31-0064","31","7","Total","Times Counted","97"
"Attorney General","AUB 31-0064","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0064","31","7","Absentee","Times Counted","78"
"Attorney General","AUB 31-0064","31","7","Polling","Times Counted","19"
"Attorney General","AUB 31-0064","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0064","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0064","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0064","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0065","31","7","Total","John Ladenburg","46"
"Attorney General","AUB 31-0065","31","7","Polling","John Ladenburg","3"
"Attorney General","AUB 31-0065","31","7","Polling","John Ladenburg","1"
"Attorney General","AUB 31-0065","31","7","Absentee","John Ladenburg","42"
"Attorney General","AUB 31-0065","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0065","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0065","31","7","Total","Registered Voters","285"
"Attorney General","AUB 31-0065","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0065","31","7","Absentee","Rob McKenna","44"
"Attorney General","AUB 31-0065","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0065","31","7","Total","Rob McKenna","45"
"Attorney General","AUB 31-0065","31","7","Polling","Rob McKenna","1"
"Attorney General","AUB 31-0065","31","7","Absentee","Times Blank Voted","1"
"Attorney General","AUB 31-0065","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0065","31","7","Total","Times Blank Voted","1"
"Attorney General","AUB 31-0065","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0065","31","7","Total","Times Counted","92"
"Attorney General","AUB 31-0065","31","7","Polling","Times Counted","4"
"Attorney General","AUB 31-0065","31","7","Polling","Times Counted","1"
"Attorney General","AUB 31-0065","31","7","Absentee","Times Counted","87"
"Attorney General","AUB 31-0065","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0065","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0065","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0065","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0067","31","7","Polling","John Ladenburg","6"
"Attorney General","AUB 31-0067","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0067","31","7","Total","John Ladenburg","65"
"Attorney General","AUB 31-0067","31","7","Absentee","John Ladenburg","59"
"Attorney General","AUB 31-0067","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0067","31","7","Total","Registered Voters","456"
"Attorney General","AUB 31-0067","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0067","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0067","31","7","Absentee","Rob McKenna","42"
"Attorney General","AUB 31-0067","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0067","31","7","Total","Rob McKenna","49"
"Attorney General","AUB 31-0067","31","7","Polling","Rob McKenna","7"
"Attorney General","AUB 31-0067","31","7","Absentee","Times Blank Voted","10"
"Attorney General","AUB 31-0067","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0067","31","7","Total","Times Blank Voted","10"
"Attorney General","AUB 31-0067","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0067","31","7","Total","Times Counted","125"
"Attorney General","AUB 31-0067","31","7","Absentee","Times Counted","112"
"Attorney General","AUB 31-0067","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0067","31","7","Polling","Times Counted","13"
"Attorney General","AUB 31-0067","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0067","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0067","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0067","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0069","31","7","Polling","John Ladenburg","6"
"Attorney General","AUB 31-0069","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0069","31","7","Absentee","John Ladenburg","47"
"Attorney General","AUB 31-0069","31","7","Total","John Ladenburg","53"
"Attorney General","AUB 31-0069","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0069","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0069","31","7","Total","Registered Voters","320"
"Attorney General","AUB 31-0069","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0069","31","7","Absentee","Rob McKenna","52"
"Attorney General","AUB 31-0069","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0069","31","7","Total","Rob McKenna","63"
"Attorney General","AUB 31-0069","31","7","Polling","Rob McKenna","11"
"Attorney General","AUB 31-0069","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0069","31","7","Total","Times Blank Voted","6"
"Attorney General","AUB 31-0069","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0069","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0069","31","7","Total","Times Counted","122"
"Attorney General","AUB 31-0069","31","7","Polling","Times Counted","17"
"Attorney General","AUB 31-0069","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0069","31","7","Absentee","Times Counted","105"
"Attorney General","AUB 31-0069","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0069","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0069","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0069","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0070","31","7","Polling","John Ladenburg","9"
"Attorney General","AUB 31-0070","31","7","Total","John Ladenburg","73"
"Attorney General","AUB 31-0070","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0070","31","7","Absentee","John Ladenburg","64"
"Attorney General","AUB 31-0070","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0070","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0070","31","7","Total","Registered Voters","623"
"Attorney General","AUB 31-0070","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0070","31","7","Absentee","Rob McKenna","63"
"Attorney General","AUB 31-0070","31","7","Polling","Rob McKenna","1"
"Attorney General","AUB 31-0070","31","7","Total","Rob McKenna","86"
"Attorney General","AUB 31-0070","31","7","Polling","Rob McKenna","22"
"Attorney General","AUB 31-0070","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0070","31","7","Total","Times Blank Voted","8"
"Attorney General","AUB 31-0070","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0070","31","7","Polling","Times Blank Voted","2"
"Attorney General","AUB 31-0070","31","7","Total","Times Counted","167"
"Attorney General","AUB 31-0070","31","7","Polling","Times Counted","33"
"Attorney General","AUB 31-0070","31","7","Polling","Times Counted","1"
"Attorney General","AUB 31-0070","31","7","Absentee","Times Counted","133"
"Attorney General","AUB 31-0070","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0070","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0070","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0070","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0080","31","7","Absentee","John Ladenburg","52"
"Attorney General","AUB 31-0080","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0080","31","7","Total","John Ladenburg","54"
"Attorney General","AUB 31-0080","31","7","Polling","John Ladenburg","2"
"Attorney General","AUB 31-0080","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0080","31","7","Total","Registered Voters","509"
"Attorney General","AUB 31-0080","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0080","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0080","31","7","Polling","Rob McKenna","6"
"Attorney General","AUB 31-0080","31","7","Polling","Rob McKenna","2"
"Attorney General","AUB 31-0080","31","7","Total","Rob McKenna","107"
"Attorney General","AUB 31-0080","31","7","Absentee","Rob McKenna","99"
"Attorney General","AUB 31-0080","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0080","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0080","31","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 31-0080","31","7","Total","Times Blank Voted","7"
