"job_title","department","service_area","annual_salary_or_hourly_rate","pay_type","meta_row_index","meta_row_id"
"Director, Civil Engineering","Ut Water UTL Engineering Div","Utility Services","125708.41","Annual Salary","70","a7bb3ed4c315454f0d81c50d8f4a2b02fa614364"
"Dir, Electric Distribution","L&P Electric Field Services","Utility Services","125609.38","Annual Salary","71","12ddc9c92f0f551fca6151f0c608c16741ca2935"
"Director, Purchasing","Purchasing","Financial Services","125201.81","Annual Salary","72","a2bd9cbde82a4020a07d78dc865cd2fc9fee907d"
"Architect, IT Security","Information Technology","Information & Employee Svcs","124467.21","Annual Salary","73","ffd5c2cef51ed21de78cb57a78082a8599d66c30"
"Director, Civil Engineering","Ut Water Systems Engr Div","Utility Services","123599.88","Annual Salary","74","df3e8903c78c0b8033cf020c788b427f90a2075c"
"Sr Manager, Network Engineerng","Broadband","Utility Services","123188.0","Annual Salary","75","481f8564ab295b7682af5b0476cb22e5a4a7f9f8"
"IT Manager","Poudre Fire Authority","Poudre Fire Authority","123121.7","Annual Salary","76","70741bbeb9da5807dcf3a549ce6d46a83209d2e6"
"Sr Manager, Compensation","Human Resources","Information & Employee Svcs","122761.53","Annual Salary","77","ea770dd613970215066fdcab8e64bc3e3945ef8f"
"Sr Administrator, Database","Information Technology","Information & Employee Svcs","122731.21","Annual Salary","78","66daaae3ed91f9421912ce2672cdf387d48ed22e"
"Director, Cultural Services","Cultural Services","Community Services","122719.96","Annual Salary","79","cee02095a0515861562a93b28d311f434caee264"
"Sr Manager, Facilities & Fleet","Operation Services","Information & Employee Svcs","122487.6","Annual Salary","80","0c348a17360d8fd5214db4b279433f36a1160f95"
"Deputy Director, IES","City Manager's Office","Executive Services","121797.0","Annual Salary","81","e34e5abb21ecfe2414bea418992fe8430c2137cc"
"Director, FP&A","Finance Administration","Financial Services","121680.0","Annual Salary","82","c951f238dbfefcd89576718b7ed0b575e8b86b1a"
"Director, Park Planning","Park Planning & Development","Community Services","120224.47","Annual Salary","83","44cfc7f6acdd06714155c595c96776a73eee35fa"
"Assistant City Attorney II","City Attorney's Office","Legal Services","120000.0","Annual Salary","84","078f700d123e00c8cad31a57d8c0d9e969b7971b"
"Electrical Engineer III","L&P Electrical Engineering","Utility Services","119588.53","Annual Salary","85","fd26ddf1da48a5cb6fa48ad36f4fb8fe49eb8940"
"Dir, Environ Sustainability","Environmental Services","Sustainability Services","119262.07","Annual Salary","86","c00d7935c58ebe81e29d4942993a83ac5a1a911a"
"Director, Water Field Ops","Ut Distribution System Div","Utility Services","118503.12","Annual Salary","87","5147b0cd542c8a282177a64e275d2f2a7df0f180"
"Police Sergeant","Investigations","Police Services","118263.08","Annual Salary","88","b8ac5281969220fc1841e5160ba44c7eb33fd902"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","89","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","90","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Police Administration","Police Services","118263.0","Annual Salary","91","48d8f749eab78cd0382a11cda63a768ce252df03"
"Police Sergeant","Police Administration","Police Services","118263.0","Annual Salary","92","48d8f749eab78cd0382a11cda63a768ce252df03"
"Police Sergeant","Investigations","Police Services","118263.0","Annual Salary","93","1da1f8d2ea407ab77bd7f997f16e8c15accb6cfd"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","94","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Investigations","Police Services","118263.0","Annual Salary","95","1da1f8d2ea407ab77bd7f997f16e8c15accb6cfd"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","96","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","97","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","98","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","99","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","100","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","101","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","102","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Investigations","Police Services","118263.0","Annual Salary","103","1da1f8d2ea407ab77bd7f997f16e8c15accb6cfd"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","104","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","105","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Police Administration","Police Services","118263.0","Annual Salary","106","48d8f749eab78cd0382a11cda63a768ce252df03"
"Police Sergeant","Investigations","Police Services","118263.0","Annual Salary","107","1da1f8d2ea407ab77bd7f997f16e8c15accb6cfd"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","108","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Investigations","Police Services","118263.0","Annual Salary","109","1da1f8d2ea407ab77bd7f997f16e8c15accb6cfd"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","110","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","111","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Police Sergeant","Patrol","Police Services","118263.0","Annual Salary","112","5c37713168ec480e17040a499f97e8c92b838336"
"Police Sergeant","Special Operations","Police Services","118263.0","Annual Salary","113","cb13e3e16446a7b86580b2d46b5e1714737b9d84"
"Manager, Elec Distr Hi Voltage","L&P Electric Field Services","Utility Services","118258.27","Annual Salary","114","98c3e2d7f337d5f33b6066ac2edc36b1e2899cc3"
"Sr Manager, Benefits","Human Resources","Information & Employee Svcs","118063.61","Annual Salary","115","77cb14c40e3a434421d529c367435f5b1473fd02"
"Director, Plant Operations","Ut Wtr Reclama & Biosolids Div","Utility Services","118022.65","Annual Salary","116","a44560fe8086de2ce6e31742fccb376a5793180a"
"Dir, Social Sustainability","Social Sustainability","Sustainability Services","117624.46","Annual Salary","117","fbc88c6e65ec161b8b5ce4bcd08a598aad60a96c"
"Director, Plant Operations","Ut Water Production Div","Utility Services","116846.59","Annual Salary","118","5b5a0b7018aad59c8e7d49e56425f75fc439d744"
"Sr Manager, Apps Software","Information Technology","Information & Employee Svcs","116702.47","Annual Salary","119","7a62b977aaa36a447087463c69a6fc54ef99e6de"
"Sr Manager, Mechanical Engr","Utilities Customer Connections","Utility Services","116678.69","Annual Salary","120","450576e3bc7f0246a3f7e54cc4a40e792b068577"
"Sr Manager, Water Engineering","Ut Water Resources Div","Utility Services","116658.23","Annual Salary","121","48fd5d5059ec0705ead57b06ade29e346a5f18d7"
"Director, Budget","Budget","Financial Services","116298.31","Annual Salary","122","0aeeba57143c474b16f9d70ef0982238960e38d7"
"Director, Parks","Parks","Community Services","115545.62","Annual Salary","123","1a75cf60c4ae4e8253d392657f97982cbc134b30"
"Director, Sciences","Ut Water Quality Services Div","Utility Services","114922.23","Annual Salary","124","2d7d235ae98ba5633bf80e9fb105c1322cc093e5"
"Manager, Elec Distr Hi Voltage","L&P Electric Field Services","Utility Services","114856.07","Annual Salary","125","d02c27601e6a50c9712d050d6158009852063e54"
"Director, Communications","Comm. & Public Involvement","Information & Employee Svcs","114445.16","Annual Salary","126","307aaa565b54d6c60bc90e39684c54028186acce"
"Sr Manager, Civil Engineering","Streets","Planning, Dev & Transportation","113872.88","Annual Salary","127","8ca3f3a60998378ec2aba5c7e3ca89309ea35bfb"
"City Clerk","City Clerk's Office","Executive Services","113353.2","Annual Salary","128","95eeca4ca891e58e5787a1f02d0083acef475fe0"
"Captain I - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","129","b56d7de408fae796fde99c9755d188abffe6b164"
"Captain II - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","130","263c445c1890ccafaaffe47e876f22a19701482b"
"Captain II - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","131","263c445c1890ccafaaffe47e876f22a19701482b"
"Captain II - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","132","263c445c1890ccafaaffe47e876f22a19701482b"
"Captain II - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","133","263c445c1890ccafaaffe47e876f22a19701482b"
"Captain II - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","134","263c445c1890ccafaaffe47e876f22a19701482b"
"Training Captain - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","135","3b947b64d4f85c568ef19af24ab99a39a56c8500"
"Training Captain - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","136","3b947b64d4f85c568ef19af24ab99a39a56c8500"
"Training Captain - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","113100.0","Annual Salary","137","3b947b64d4f85c568ef19af24ab99a39a56c8500"
"Assistant City Attorney II","City Attorney's Office","Legal Services","112999.85","Annual Salary","138","bb97a3ea8d7eefc87379fdce15737c964e39387d"
"Manager, Apps Software Dev","Information Technology","Information & Employee Svcs","112658.18","Annual Salary","139","ca865d1258753d213a978dff55e62f3bd98b9638"
"Manager, Civil Engineering","Engineering","Planning, Dev & Transportation","112476.0","Annual Salary","140","130b5a9abe9369ff77bd9f45274c767372bb93ce"
"Sr Manager, Sciences","Ut Enviro Regulatory Affairs","Utility Services","112330.56","Annual Salary","141","3544467bfefb00bd44f9493df1949ea91cbbbd39"
"Sr Analyst, Apps Software Dev","Information Technology","Information & Employee Svcs","112308.52","Annual Salary","142","29dc5c5eac263d78665a2b9e38912a3dc6139061"
"Manager, Technical Proj Mgmt","L&P Electrical Engineering","Utility Services","112153.21","Annual Salary","143","ef9fd1a9d11ec513d809b6f36827c1ee3d83279e"
"Substation Elec/Comm Spec","L&P Operations & Technology","Utility Services","111963.0","Annual Salary","144","44893b7110840e0d375a6df25a54a482c7f64416"
"Manager, Applications Software","Information Technology","Information & Employee Svcs","111404.8","Annual Salary","145","e4fecd8bc024ee044c86c70bd2912a27894bb55e"
"Sr Engineer, Network","Broadband","Utility Services","111000.0","Annual Salary","146","6980d38c9b8c57f23f5a2dbce24ea7860355c995"
"Manager, Systems Engineering","Information Technology","Information & Employee Svcs","110934.96","Annual Salary","147","700a683c5fa3bd154601b08ace5652c993abbefb"
"Sr Manager, Econ Sustainabilty","Economic Health Office","Sustainability Services","110727.5","Annual Salary","148","ede3366f764fbee1093cbc7b8fd9a73eeba64f73"
"Deputy Director","Library District","Library District","110457.2","Annual Salary","149","ce6b1f16a1b5e523f6572071aacaefc6194d5d64"
"Manager, Systems Admin","Ut Process & Supervis Cntr Div","Utility Services","109962.7","Annual Salary","150","609726c652c753e83eb7b124d8235929a3ce1a35"
"Manager, City Planning","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","109657.5","Annual Salary","151","fcf8908c33055778f1aa94d98b3edcaaab880c90"
"Civil Engineer III","Ut Water Resources Div","Utility Services","109557.14","Annual Salary","152","6b8950f69a3b30894c1edec7753d5523a6c55c27"
"Manager, Civil Engineering","Streets","Planning, Dev & Transportation","109348.02","Annual Salary","153","4cb26f7feae61b00e51542497bd9dcccf50d756f"
"Sr Supervisor, Mechanical Engr","Utilities Customer Connections","Utility Services","109302.38","Annual Salary","154","3d265c446030675b245894f7474f3da0491ecd05"
"Lead Sr Facilities Project Mgr","Operation Services","Information & Employee Svcs","109200.23","Annual Salary","155","8c131e8bfcf81df3b6db7bf62fad5f57722b3a40"
"Manager, Client Services","Information Technology","Information & Employee Svcs","109176.7","Annual Salary","156","5e1b2724fa2858ae23ae14a3062ea9039929ce98"
"Civil Engineer III","Engineering","Planning, Dev & Transportation","109059.24","Annual Salary","157","96176f37f85f8910d4f490ea81897c48dc1bb572"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","108317.44","Annual Salary","158","b74aae0bc16ab33b055a5a2622e53894c26bda5b"
"Architect, Technology","Information Technology","Information & Employee Svcs","108160.0","Annual Salary","159","45270f2b68bd9f493f5d85805eb2f6d8223ce630"
"Civil Engineer III","Engineering","Planning, Dev & Transportation","108149.96","Annual Salary","160","b7c3941f9de176705025be2a198e5e6d20c0d32f"
"Sr Manager, Information Svcs","Police Information Services","Police Services","107892.84","Annual Salary","161","1b9d3f3bbebf0f7aafacd7784033664c75819d15"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","107777.33","Annual Salary","162","ef8f00e316cd2a473a7ed52db9688e4c48edb2e1"
"Manager, Applications Software","Information Technology","Information & Employee Svcs","107672.48","Annual Salary","163","1410192914b9c16c3744fa25cf545d189d06b487"
"Manager, Traffic Engineering","Traffic","Planning, Dev & Transportation","107555.86","Annual Salary","164","7b6815d776c1baf435472fde0504d9595a48e543"
"Civil Engineer III","Ut Water UTL Engineering Div","Utility Services","107515.1","Annual Salary","165","07ff174e9eca1ee5d52d4440c69d1a831e47338f"
"Assistant City Attorney II","City Attorney's Office","Legal Services","107431.89","Annual Salary","166","e6575c308df3bd85e2b1d77f36d62ba19e246559"
"Manager, Elec Distr Hi Voltage","L&P Electric Field Services","Utility Services","107364.78","Annual Salary","167","d40b78ed83a44d6e5f296d6227393ab11f6d726a"
"Civil Engineer III","Ut Water UTL Engineering Div","Utility Services","107349.83","Annual Salary","168","8c5e04133c95e8c6388e005d68f880a21c6958ee"
"Sr Manager, Natural Areas","Natural Areas","Community Services","107273.01","Annual Salary","169","616f6f085f72a6cfd34c1641bc53ccf114e78e6e"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","107222.23","Annual Salary","170","181e9884cf367ab25cc78bc4887be54c25a9f222"
"Manager, Elec Distr Hi Voltage","L&P Electric Field Services","Utility Services","107101.63","Annual Salary","171","251d2d7f78e2cf284b1ec752a4822754bb2a48af"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","106960.0","Annual Salary","172","1aa5f3fc0bda9f51c03dc2c2be0af34286d7d6d9"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","106702.24","Annual Salary","173","9f69cb2502dcc6ca31968879ce7286179e7689ce"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","106691.52","Annual Salary","174","26073211fe39f304d670ec3c7dfdb1c6189b174a"
"Civil Engineer III","Engineering","Planning, Dev & Transportation","106567.38","Annual Salary","175","5dab72a137383972897a86201cdbf582a9a1ab06"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","106524.35","Annual Salary","176","fbc390eadb030d60c6fe3aa6bb99100a518aae8a"
"Sr Analyst, Apps Software","Information Technology","Information & Employee Svcs","106281.34","Annual Salary","177","8f8fd6fe9ca274278e78751186ecd96a7c4895fe"
"Sr Administrator, Systems","Ut Process & Supervis Cntr Div","Utility Services","106278.56","Annual Salary","178","c9d2156e621b6cd703efbd00389dce5ef7792e2b"
"Sr Manager, Bldg & Dev Review","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","106089.9","Annual Salary","179","abef9046d64bb9b3ebeeafc3d04a6cced2b4bf8f"
"Civil Engineer III","Ut Water Systems Engr Div","Utility Services","106080.0","Annual Salary","180","d040f37ada4c578b7d5b5c80123e55fcafd1ae61"
"Sr Engineer, Network","Information Technology","Information & Employee Svcs","106015.96","Annual Salary","181","eb1ec0176e98b5c679b3917bb5861edc73c4340d"
"Sr Analyst, Apps Software","Information Technology","Information & Employee Svcs","105185.63","Annual Salary","182","79f4b9382db7068cf069e253c0f31f81137c9696"
"Electrical Engineer III","L&P Electrical Engineering","Utility Services","105165.55","Annual Salary","183","6276e20c329400ec808322f665aa36087500e188"
"Sr Analyst, Systems","Information Technology","Information & Employee Svcs","105112.21","Annual Salary","184","a3bed06bcb2874e08b4d8c5130e45414145b2a0d"
"Sr Technical Project Manager","L&P Operations & Technology","Utility Services","105000.86","Annual Salary","185","a8b7c9aadc53897e9a19deac40a7b770202631d4"
"Assistant City Attorney II","City Attorney's Office","Legal Services","105000.0","Annual Salary","186","b0168730eccbcfe4e46972ae2cb5fb5d04d4a55a"
"Sr Technical Project Manager","L&P Electrical Engineering","Utility Services","104961.47","Annual Salary","187","28ba0c312918cb0321aacca4b72c9178bfadedd8"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","188","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","189","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","190","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","191","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","192","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","193","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","194","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","195","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
