"region","subregion","buildingage","quarter","year","averagevacancy"
"Colorado State","Overall - Statewide","1960-69","1","2009",
"Colorado State","Overall - Statewide","1960-69","2","2009",
"Colorado State","Overall - Statewide","1960-69","3","2009",
"Colorado State","Alamosa","To 1959","3","2008",
"Colorado State","Overall - Statewide","1960-69","4","2009",
"Colorado State","Overall - Statewide","1960-69","1","2010",
"Colorado State","Overall - Statewide","1960-69","2","2010",
"Colorado State","Overall - Statewide","1960-69","3","2010",
"Colorado State","Overall - Statewide","1960-69","4","2010",
"Colorado State","Overall - Statewide","1960-69","1","2011",
"Colorado State","Overall - Statewide","1960-69","2","2011",
"Colorado State","Overall - Statewide","1960-69","3","2011","7.92079207921"
"Colorado State","Overall - Statewide","1960-69","4","2011","4.91803278689"
"Colorado State","Overall - Statewide","1960-69","1","2012","3.45588235294"
"Colorado State","Overall - Statewide","1960-69","2","2012","5.91413136196"
"Colorado State","Overall - Statewide","1960-69","3","2012","4.14462081129"
"Colorado State","Overall - Statewide","1960-69","4","2012","4.8632218845"
"Colorado State","Overall - Statewide","1960-69","1","2013","3.10880829016"
"Colorado State","Overall - Statewide","1960-69","2","2013","4.01992173604"
"Colorado State","Overall - Statewide","1960-69","3","2013","4.78011472275"
"Colorado State","Overall - Statewide","1960-69","4","2013","3.78250591017"
"Colorado State","Overall - Statewide","1960-69","1","2014","3.87422796182"
"Colorado State","Overall - Statewide","1960-69","2","2014","6.15224191867"
"Colorado State","Overall - Statewide","1960-69","3","2014","4.09628378378"
"Colorado State","Overall - Statewide","1960-69","4","2014","4.90196078431"
"Colorado State","Overall - Statewide","1960-69","1","2015","4.06312961719"
"Colorado State","Overall - Statewide","1960-69","2","2015","4.22151611439"
"Colorado State","Overall - Statewide","1960-69","3","2015","4.00410677618"
"Colorado State","Overall - Statewide","1960-69","4","2015",
"Colorado State","Overall - Statewide","1970-79","1","1996",
"Colorado State","Overall - Statewide","1970-79","3","1996",
"Colorado State","Overall - Statewide","1970-79","1","1997",
"Colorado State","Overall - Statewide","1970-79","3","1997",
"Colorado State","Overall - Statewide","1970-79","1","1998",
"Colorado State","Overall - Statewide","1970-79","3","1998",
"Colorado State","Overall - Statewide","1970-79","1","1999",
"Colorado State","Overall - Statewide","1970-79","3","1999",
"Colorado State","Overall - Statewide","1970-79","1","2000",
"Colorado State","Overall - Statewide","1970-79","3","2000",
"Colorado State","Overall - Statewide","1970-79","1","2001",
"Colorado State","Overall - Statewide","1970-79","3","2001",
"Colorado State","Overall - Statewide","1970-79","1","2002",
"Colorado State","Overall - Statewide","1970-79","3","2002",
"Colorado State","Overall - Statewide","1970-79","1","2003",
"Colorado State","Overall - Statewide","1970-79","3","2003",
"Colorado State","Overall - Statewide","1970-79","1","2004",
"Colorado State","Overall - Statewide","1970-79","3","2004",
"Colorado State","Overall - Statewide","1970-79","1","2005",
"Colorado State","Overall - Statewide","1970-79","3","2005",
"Colorado State","Overall - Statewide","1970-79","1","2006",
"Colorado State","Overall - Statewide","1970-79","3","2006",
"Colorado State","Overall - Statewide","1970-79","4","2006",
"Colorado State","Overall - Statewide","1970-79","1","2007",
"Colorado State","Overall - Statewide","1970-79","2","2007",
"Colorado State","Overall - Statewide","1970-79","3","2007",
"Colorado State","Overall - Statewide","1970-79","4","2007",
"Colorado State","Overall - Statewide","1970-79","1","2008",
"Colorado State","Overall - Statewide","1970-79","2","2008",
"Colorado State","Overall - Statewide","1970-79","3","2008",
"Colorado State","Overall - Statewide","1970-79","4","2008",
"Colorado State","Overall - Statewide","1970-79","1","2009",
"Colorado State","Overall - Statewide","1970-79","2","2009",
"Colorado State","Overall - Statewide","1970-79","3","2009",
"Colorado State","Overall - Statewide","1970-79","4","2009",
"Colorado State","Overall - Statewide","1970-79","1","2010",
"Colorado State","Overall - Statewide","1970-79","2","2010",
"Colorado State","Overall - Statewide","1970-79","3","2010",
"Colorado State","Overall - Statewide","1970-79","4","2010",
"Colorado State","Overall - Statewide","1970-79","1","2011",
"Colorado State","Overall - Statewide","1970-79","2","2011",
"Colorado State","Overall - Statewide","1970-79","3","2011","4.78275901809"
"Colorado State","Overall - Statewide","1970-79","4","2011","6.85934011412"
"Colorado State","Overall - Statewide","1970-79","1","2012","6.75075075075"
"Colorado State","Overall - Statewide","1970-79","2","2012","6.23664529915"
"Colorado State","Overall - Statewide","1970-79","3","2012","6.13952515427"
"Colorado State","Overall - Statewide","1970-79","4","2012","4.08191696851"
"Colorado State","Overall - Statewide","1970-79","1","2013","5.35857371795"
"Colorado State","Overall - Statewide","1970-79","2","2013","5.24022609515"
"Colorado State","Overall - Statewide","1970-79","3","2013","4.17212756662"
"Colorado State","Overall - Statewide","1970-79","4","2013","4.85551871151"
"Colorado State","Overall - Statewide","1970-79","1","2014","3.98765114484"
"Colorado State","Overall - Statewide","1970-79","2","2014","4.79829616637"
"Colorado State","Overall - Statewide","1970-79","3","2014","4.15605464228"
"Colorado State","Overall - Statewide","1970-79","4","2014","4.78634518978"
"Colorado State","Overall - Statewide","1970-79","1","2015","3.95359315161"
"Colorado State","Overall - Statewide","1970-79","2","2015","3.40005132153"
"Colorado State","Overall - Statewide","1970-79","3","2015","3.44619833715"
"Colorado State","Overall - Statewide","1970-79","4","2015",
"Colorado State","Overall - Statewide","1980-89","1","1996",
"Colorado State","Overall - Statewide","1980-89","3","1996",
"Colorado State","Overall - Statewide","1980-89","1","1997",
"Colorado State","Overall - Statewide","1980-89","3","1997",
"Colorado State","Overall - Statewide","1980-89","1","1998",
"Colorado State","Overall - Statewide","1980-89","3","1998",
"Colorado State","Overall - Statewide","1980-89","1","1999",
"Colorado State","Overall - Statewide","1980-89","3","1999",
"Colorado State","Overall - Statewide","1980-89","1","2000",
"Colorado State","Overall - Statewide","1980-89","3","2000",
"Colorado State","Overall - Statewide","1980-89","1","2001",
"Colorado State","Overall - Statewide","1980-89","3","2001",
"Colorado State","Overall - Statewide","1980-89","1","2002",
"Colorado State","Overall - Statewide","1980-89","3","2002",
"Colorado State","Overall - Statewide","1980-89","1","2003",
"Colorado State","Overall - Statewide","1980-89","3","2003",
"Colorado State","Overall - Statewide","1980-89","1","2004",
"Colorado State","Overall - Statewide","1980-89","3","2004",
"Colorado State","Overall - Statewide","1980-89","1","2005",
"Colorado State","Overall - Statewide","1980-89","3","2005","3.125"
"Colorado State","Overall - Statewide","1980-89","1","2006",
"Colorado State","Overall - Statewide","1980-89","3","2006",
"Colorado State","Overall - Statewide","1980-89","4","2006",
"Colorado State","Overall - Statewide","1980-89","1","2007",
"Colorado State","Overall - Statewide","1980-89","2","2007",
"Colorado State","Overall - Statewide","1980-89","3","2007",
"Colorado State","Overall - Statewide","1980-89","4","2007",
"Colorado State","Overall - Statewide","1980-89","1","2008",
"Colorado State","Overall - Statewide","1980-89","2","2008",
"Colorado State","Overall - Statewide","1980-89","3","2008",
"Colorado State","Overall - Statewide","1980-89","4","2008",
"Colorado State","Overall - Statewide","1980-89","1","2009",
"Colorado State","Overall - Statewide","1980-89","2","2009",
"Colorado State","Overall - Statewide","1980-89","3","2009",
"Colorado State","Overall - Statewide","1980-89","4","2009",
"Colorado State","Overall - Statewide","1980-89","1","2010",
"Colorado State","Overall - Statewide","1980-89","2","2010",
"Colorado State","Overall - Statewide","1980-89","3","2010",
"Colorado State","Overall - Statewide","1980-89","4","2010",
"Colorado State","Overall - Statewide","1980-89","1","2011",
"Colorado State","Overall - Statewide","1980-89","2","2011",
"Colorado State","Overall - Statewide","1980-89","3","2011","4.52876376989"
"Colorado State","Overall - Statewide","1980-89","4","2011","5.2713379096"
"Colorado State","Overall - Statewide","1980-89","1","2012","5.63005652222"
"Colorado State","Overall - Statewide","1980-89","2","2012","4.40610484406"
"Colorado State","Overall - Statewide","1980-89","3","2012","4.90804343009"
"Colorado State","Overall - Statewide","1980-89","4","2012","5.61139028476"
"Colorado State","Overall - Statewide","1980-89","1","2013","5.94873958443"
"Colorado State","Overall - Statewide","1980-89","2","2013","5.72346052134"
"Colorado State","Overall - Statewide","1980-89","3","2013","6.07065062979"
"Colorado State","Overall - Statewide","1980-89","4","2013","4.89333737741"
"Colorado State","Overall - Statewide","1980-89","1","2014","3.89457120378"
"Colorado State","Overall - Statewide","1980-89","2","2014","3.99132748596"
"Colorado State","Overall - Statewide","1980-89","3","2014","3.63255326581"
"Colorado State","Overall - Statewide","1980-89","4","2014","3.3273381295"
"Colorado State","Overall - Statewide","1980-89","1","2015","4.0682532555"
"Colorado State","Overall - Statewide","1980-89","2","2015","3.28474440895"
"Colorado State","Overall - Statewide","1980-89","3","2015","3.83195289891"
"Colorado State","Overall - Statewide","1980-89","4","2015",
"Colorado State","Overall - Statewide","1990-99","1","1996",
"Colorado State","Overall - Statewide","1990-99","3","1996",
"Colorado State","Overall - Statewide","1990-99","1","1997",
"Colorado State","Overall - Statewide","1990-99","3","1997",
"Colorado State","Overall - Statewide","1990-99","1","1998",
"Colorado State","Overall - Statewide","1990-99","3","1998",
"Colorado State","Overall - Statewide","1990-99","1","1999",
"Colorado State","Overall - Statewide","1990-99","3","1999",
"Colorado State","Overall - Statewide","1990-99","1","2000",
"Colorado State","Overall - Statewide","1990-99","3","2000",
"Colorado State","Overall - Statewide","1990-99","1","2001",
"Colorado State","Overall - Statewide","1990-99","3","2001",
"Colorado State","Overall - Statewide","1990-99","1","2002",
"Colorado State","Overall - Statewide","1990-99","3","2002",
"Colorado State","Overall - Statewide","1990-99","1","2003",
"Colorado State","Overall - Statewide","1990-99","3","2003",
"Colorado State","Overall - Statewide","1990-99","1","2004",
"Colorado State","Overall - Statewide","1990-99","3","2004",
"Colorado State","Overall - Statewide","1990-99","1","2005",
"Colorado State","Overall - Statewide","1990-99","3","2005","6.25"
"Colorado State","Overall - Statewide","1990-99","1","2006",
"Colorado State","Overall - Statewide","1990-99","3","2006",
"Colorado State","Overall - Statewide","1990-99","4","2006",
"Colorado State","Overall - Statewide","1990-99","1","2007",
"Colorado State","Overall - Statewide","1990-99","2","2007",
"Colorado State","Overall - Statewide","1990-99","3","2007",
"Colorado State","Overall - Statewide","1990-99","4","2007",
"Colorado State","Overall - Statewide","1990-99","1","2008",
"Colorado State","Overall - Statewide","1990-99","2","2008",
"Colorado State","Overall - Statewide","1990-99","3","2008",
"Colorado State","Overall - Statewide","1990-99","4","2008",
"Colorado State","Overall - Statewide","1990-99","1","2009",
"Colorado State","Overall - Statewide","1990-99","2","2009",
"Colorado State","Overall - Statewide","1990-99","3","2009",
"Colorado State","Overall - Statewide","1990-99","4","2009",
"Colorado State","Overall - Statewide","1990-99","1","2010",
"Colorado State","Overall - Statewide","1990-99","2","2010",
"Colorado State","Overall - Statewide","1990-99","3","2010",
"Colorado State","Overall - Statewide","1990-99","4","2010",
"Colorado State","Overall - Statewide","1990-99","1","2011",
"Colorado State","Overall - Statewide","1990-99","2","2011",
"Colorado State","Overall - Statewide","1990-99","3","2011","5.0539226052"
"Colorado State","Overall - Statewide","1990-99","4","2011","5.44662309368"
"Colorado State","Overall - Statewide","1990-99","1","2012","6.00770218228"
"Colorado State","Overall - Statewide","1990-99","2","2012","4.67973856209"
"Colorado State","Overall - Statewide","1990-99","3","2012","5.44132917965"
"Colorado State","Overall - Statewide","1990-99","4","2012","6.19953863899"
"Colorado State","Overall - Statewide","1990-99","1","2013","4.25091911765"
"Colorado State","Overall - Statewide","1990-99","2","2013","6.02024507192"
"Colorado State","Overall - Statewide","1990-99","3","2013","4.56819664999"
"Colorado State","Overall - Statewide","1990-99","4","2013","4.25596136432"
"Colorado State","Overall - Statewide","1990-99","1","2014","3.98210290828"
"Colorado State","Overall - Statewide","1990-99","2","2014","3.69722161453"
"Colorado State","Overall - Statewide","1990-99","3","2014","2.52136752137"
"Colorado State","Overall - Statewide","1990-99","4","2014","4.17978814772"
"Colorado State","Overall - Statewide","1990-99","1","2015","3.58283888635"
"Colorado State","Overall - Statewide","1990-99","2","2015","2.76816608997"
"Colorado State","Overall - Statewide","1990-99","3","2015","3.29892734264"
"Colorado State","Overall - Statewide","1990-99","4","2015",
"Colorado State","Overall - Statewide","2000-09","1","1996",
"Colorado State","Overall - Statewide","2000-09","3","1996",
"Colorado State","Overall - Statewide","2000-09","1","1997",
"Colorado State","Overall - Statewide","2000-09","3","1997",
"Colorado State","Overall - Statewide","2000-09","1","1998",
"Colorado State","Overall - Statewide","2000-09","3","1998",
"Colorado State","Overall - Statewide","2000-09","1","1999",
"Colorado State","Overall - Statewide","2000-09","3","1999",
"Colorado State","Overall - Statewide","2000-09","1","2000",
"Colorado State","Overall - Statewide","2000-09","3","2000",
"Colorado State","Overall - Statewide","2000-09","1","2001",
"Colorado State","Overall - Statewide","2000-09","3","2001",
"Colorado State","Overall - Statewide","2000-09","1","2002",
"Colorado State","Overall - Statewide","2000-09","3","2002",
"Colorado State","Overall - Statewide","2000-09","1","2003",
"Colorado State","Overall - Statewide","2000-09","3","2003",
"Colorado State","Overall - Statewide","2000-09","1","2004",
"Colorado State","Overall - Statewide","2000-09","3","2004",
"Colorado State","Overall - Statewide","2000-09","1","2005",
"Colorado State","Overall - Statewide","2000-09","3","2005",
"Colorado State","Overall - Statewide","2000-09","1","2006",
"Colorado State","Overall - Statewide","2000-09","3","2006",
"Colorado State","Overall - Statewide","2000-09","4","2006",
"Colorado State","Overall - Statewide","2000-09","1","2007",
"Colorado State","Overall - Statewide","2000-09","2","2007",
"Colorado State","Overall - Statewide","2000-09","3","2007",
"Colorado State","Overall - Statewide","2000-09","4","2007",
"Colorado State","Overall - Statewide","2000-09","1","2008",
"Colorado State","Overall - Statewide","2000-09","2","2008",
"Colorado State","Overall - Statewide","2000-09","3","2008",
"Colorado State","Overall - Statewide","2000-09","4","2008",
"Colorado State","Overall - Statewide","2000-09","1","2009",
"Colorado State","Overall - Statewide","2000-09","2","2009",
"Colorado State","Overall - Statewide","2000-09","3","2009",
"Colorado State","Overall - Statewide","2000-09","4","2009",
"Colorado State","Overall - Statewide","2000-09","1","2010",
"Colorado State","Overall - Statewide","2000-09","2","2010",
"Colorado State","Overall - Statewide","2000-09","3","2010",
"Colorado State","Overall - Statewide","2000-09","4","2010",
"Colorado State","Overall - Statewide","2000-09","1","2011",
"Colorado State","Overall - Statewide","2000-09","2","2011",
"Colorado State","Overall - Statewide","2000-09","3","2011","5.77269993987"
"Colorado State","Overall - Statewide","2000-09","4","2011","6.65644843442"
"Colorado State","Overall - Statewide","2000-09","1","2012","6.25297194484"
"Colorado State","Overall - Statewide","2000-09","2","2012","5.30371713509"
"Colorado State","Overall - Statewide","2000-09","3","2012","5.59399090729"
"Colorado State","Overall - Statewide","2000-09","4","2012","6.53758542141"
"Colorado State","Overall - Statewide","2000-09","1","2013","6.5831344471"
"Colorado State","Overall - Statewide","2000-09","2","2013","5.23380523381"
"Colorado State","Overall - Statewide","2000-09","3","2013","6.54335719968"
"Colorado State","Overall - Statewide","2000-09","4","2013","6.76416819013"
"Colorado State","Overall - Statewide","2000-09","1","2014","4.76595744681"
"Colorado State","Overall - Statewide","2000-09","2","2014","3.32341269841"
"Colorado State","Overall - Statewide","2000-09","3","2014","3.04818092429"
"Colorado State","Overall - Statewide","2000-09","4","2014","5.17899761337"
"Colorado State","Overall - Statewide","2000-09","1","2015",
"Colorado State","Overall - Statewide","2000-09","2","2015",
"Colorado State","Overall - Statewide","2000-09","3","2015",
"Colorado State","Overall - Statewide","2000-09","4","2015",
"Colorado State","Overall - Statewide","2010+","1","1996",
"Colorado State","Overall - Statewide","2010+","3","1996",
"Colorado State","Overall - Statewide","2010+","1","1997",
"Colorado State","Overall - Statewide","2010+","3","1997",
"Colorado State","Overall - Statewide","2010+","1","1998",
"Colorado State","Overall - Statewide","2010+","3","1998",
"Colorado State","Overall - Statewide","2010+","1","1999",
"Colorado State","Overall - Statewide","2010+","3","1999",
"Colorado State","Overall - Statewide","2010+","1","2000",
"Colorado State","Overall - Statewide","2010+","3","2000",
"Colorado State","Overall - Statewide","2010+","1","2001",
"Colorado State","Overall - Statewide","2010+","3","2001",
"Colorado State","Overall - Statewide","2010+","1","2002",
"Colorado State","Overall - Statewide","2010+","3","2002",
"Colorado State","Overall - Statewide","2010+","1","2003",
"Colorado State","Overall - Statewide","2010+","3","2003",
"Colorado State","Overall - Statewide","2010+","1","2004",
"Colorado State","Overall - Statewide","2010+","3","2004",
"Colorado State","Overall - Statewide","2010+","1","2005",
"Colorado State","Overall - Statewide","2010+","3","2005",
"Colorado State","Overall - Statewide","2010+","1","2006",
"Colorado State","Overall - Statewide","2010+","3","2006",
"Colorado State","Overall - Statewide","2010+","4","2006",
"Colorado State","Overall - Statewide","2010+","1","2007",
"Colorado State","Overall - Statewide","2010+","2","2007",
"Colorado State","Overall - Statewide","2010+","3","2007",
"Colorado State","Overall - Statewide","2010+","4","2007",
"Colorado State","Overall - Statewide","2010+","1","2008",
"Colorado State","Overall - Statewide","2010+","2","2008",
"Colorado State","Overall - Statewide","2010+","3","2008",
"Colorado State","Overall - Statewide","2010+","4","2008",
"Colorado State","Overall - Statewide","2010+","1","2009",
"Colorado State","Overall - Statewide","2010+","2","2009",
"Colorado State","Overall - Statewide","2010+","3","2009",
"Colorado State","Overall - Statewide","2010+","4","2009",
"Colorado State","Overall - Statewide","2010+","1","2010",
"Colorado State","Overall - Statewide","2010+","2","2010",
"Colorado State","Overall - Statewide","2010+","3","2010",
"Colorado State","Overall - Statewide","2010+","4","2010",
"Colorado State","Overall - Statewide","2010+","1","2011",
"Colorado State","Overall - Statewide","2010+","2","2011",
"Colorado State","Overall - Statewide","2010+","3","2011","4.80565371025"
"Colorado State","Overall - Statewide","2010+","4","2011","5.5780113177"
"Colorado State","Overall - Statewide","2010+","1","2012","4.37549721559"
"Colorado State","Overall - Statewide","2010+","2","2012","7.28862973761"
"Colorado State","Overall - Statewide","2010+","3","2012","14.5875251509"
"Colorado State","Overall - Statewide","2010+","4","2012","20.1024327785"
"Colorado State","Overall - Statewide","2010+","1","2013","14.6960587842"
"Colorado State","Overall - Statewide","2010+","2","2013","9.64539007092"
"Colorado State","Overall - Statewide","2010+","3","2013","3.74269005848"
"Colorado State","Overall - Statewide","2010+","4","2013","22.8860294118"
"Colorado State","Overall - Statewide","2010+","1","2014","24.8906560636"
"Colorado State","Overall - Statewide","2010+","2","2014","15.4348713761"
"Colorado State","Overall - Statewide","2010+","3","2014","4.97277676951"
"Colorado State","Overall - Statewide","2010+","4","2014","5.18621649843"
"Colorado State","Overall - Statewide","2010+","1","2015",
"Colorado State","Overall - Statewide","2010+","2","2015",
"Colorado State","Overall - Statewide","2010+","3","2015",
"Colorado State","Overall - Statewide","2010+","4","2015",
"Colorado State","Overall - Statewide","2010+","1","1996",
"Colorado State","Overall - Statewide","2010+","3","1996",
"Colorado State","Overall - Statewide","2010+","1","1997",
"Colorado State","Overall - Statewide","2010+","3","1997",
"Colorado State","Overall - Statewide","2010+","1","1998",
"Colorado State","Overall - Statewide","2010+","3","1998",
"Colorado State","Overall - Statewide","2010+","1","1999",
"Colorado State","Overall - Statewide","2010+","3","1999",
"Colorado State","Overall - Statewide","2010+","1","2000",
"Colorado State","Overall - Statewide","2010+","3","2000",
"Colorado State","Overall - Statewide","2010+","1","2001",
"Colorado State","Overall - Statewide","2010+","3","2001",
"Colorado State","Overall - Statewide","2010+","1","2002",
"Colorado State","Overall - Statewide","2010+","3","2002",
"Colorado State","Overall - Statewide","2010+","1","2003",
"Colorado State","Overall - Statewide","2010+","3","2003",
"Colorado State","Overall - Statewide","2010+","1","2004",
"Colorado State","Overall - Statewide","2010+","3","2004",
"Colorado State","Overall - Statewide","2010+","1","2005",
"Colorado State","Overall - Statewide","2010+","3","2005",
"Colorado State","Overall - Statewide","2010+","1","2006",
"Colorado State","Overall - Statewide","2010+","3","2006",
"Colorado State","Overall - Statewide","2010+","4","2006",
"Colorado State","Overall - Statewide","2010+","1","2007",
"Colorado State","Overall - Statewide","2010+","2","2007",
"Colorado State","Overall - Statewide","2010+","3","2007",
"Colorado State","Overall - Statewide","2010+","4","2007",
"Colorado State","Overall - Statewide","2010+","1","2008",
"Colorado State","Overall - Statewide","2010+","2","2008",
"Colorado State","Overall - Statewide","2010+","3","2008",
"Colorado State","Overall - Statewide","2010+","4","2008",
"Colorado State","Overall - Statewide","2010+","1","2009",
"Colorado State","Overall - Statewide","2010+","2","2009",
"Colorado State","Overall - Statewide","2010+","3","2009",
"Colorado State","Overall - Statewide","2010+","4","2009",
"Colorado State","Overall - Statewide","2010+","1","2010",
"Colorado State","Overall - Statewide","2010+","2","2010",
"Colorado State","Overall - Statewide","2010+","3","2010",
"Colorado State","Overall - Statewide","2010+","4","2010",
"Colorado State","Overall - Statewide","2010+","1","2011",
"Colorado State","Overall - Statewide","2010+","2","2011",
"Colorado State","Overall - Statewide","2010+","3","2011","5.28917682506"
"Colorado State","Overall - Statewide","2010+","4","2011","6.11722987606"
"Colorado State","Overall - Statewide","2010+","1","2012","5.314234580215"
"Colorado State","Overall - Statewide","2010+","2","2012","6.29617343635"
"Colorado State","Overall - Statewide","2010+","3","2012","10.090758029095"
"Colorado State","Overall - Statewide","2010+","4","2012","13.320009099955"
"Colorado State","Overall - Statewide","2010+","1","2013","10.63959661565"
"Colorado State","Overall - Statewide","2010+","2","2013","7.439597652365"
"Colorado State","Overall - Statewide","2010+","3","2013","5.14302362908"
"Colorado State","Overall - Statewide","2010+","4","2013","14.825098800965"
"Colorado State","Overall - Statewide","2010+","1","2014","14.828306755205"
"Colorado State","Overall - Statewide","2010+","2","2014","9.379142037255"
"Colorado State","Overall - Statewide","2010+","3","2014","4.0104788469"
"Colorado State","Overall - Statewide","2010+","4","2014","5.1826070559"
"Colorado State","Overall - Statewide","2010+","1","2015","5.06203473945"
"Colorado State","Overall - Statewide","2010+","2","2015","5.45224769814"
"Colorado State","Overall - Statewide","2010+","3","2015","3.65266478499"
"Colorado State","Overall - Statewide","2010+","4","2015",
"Colorado State","Overall - Statewide","2010+","1","1996",
"Colorado State","Overall - Statewide","2010+","3","1996",
"Colorado State","Overall - Statewide","2010+","1","1997",
"Colorado State","Overall - Statewide","2010+","3","1997",
"Colorado State","Overall - Statewide","2010+","1","1998",
"Colorado State","Overall - Statewide","2010+","3","1998",
"Colorado State","Overall - Statewide","2010+","1","1999",
"Colorado State","Overall - Statewide","2010+","3","1999",
"Colorado State","Overall - Statewide","2010+","1","2000",
"Colorado State","Overall - Statewide","2010+","3","2000",
"Colorado State","Overall - Statewide","2010+","1","2001",
"Colorado State","Overall - Statewide","2010+","3","2001",
"Colorado State","Overall - Statewide","2010+","1","2002",
"Colorado State","Overall - Statewide","2010+","3","2002",
