"age","gender","hispanic","race","language","city","age_category"
,"F","N","White","English","San Francisco",
"62","F","N","White","English","San Carlos","60-69"
,"M","N","Asian","English",,
"58","F","N","White","English","San Mateo","50-59"
,"F","N","Black","English",,
"41","F","N","White","English","Suisun City","40-49"
"39","M","Y","Other","English","San Mateo","30-39"
"81","M","N","Asian","English","Foster City","80-89"
,"M","N","Asian","English",,
"33","F","N","White","English","San Mateo","30-39"
"63","F","N","Other","English","Daly City","60-69"
"57","M","N","Black","English","Redwood City","50-59"
,"M","N","White","English","San Mateo",
,"F","N","White","English","San Bruno",
"37","M","N","White","English","San Mateo","30-39"
"35","M","N","Other","English","San Mateo","30-39"
"60",,"N","White","English","Belmont","60-69"
"65","M","Y","White","English","San Mateo","60-69"
"73","M","Y","White","English","Burlingame","70-79"
"47","F","N","Unknown/Not Reported","English",,"40-49"
"64","M","N","White","English","Redwood City","60-69"
"56","M","N","Black","English","South San Francisco","50-59"
"24","M","Y","White","English","Menlo Park","18-29"
"65","F","N","White","English","Daly City","60-69"
,"F","N","Other","English",,
"72","F","N","White","English","South San Francisco","70-79"
,"F","Y","Other","English",,
"62","F","N","White","English","El Granada","60-69"
,"F","N","Black","English","South San Francisco",
"40","F","Y","White","English","South San Francisco","40-49"
,"M","N","White","English","Belmont",
"35","F","N","White","English","San Mateo","30-39"
,"M","N","White","English","Anaheim",
"28","M","N","White","English",,"18-29"
,"F","N","White","English",,
"49","M","N","Black","English","East Palo Alto","40-49"
"32","F","N","White","English","Redwood City","30-39"
,"M","N","White","English","San Francisco",
"50","F","N","Other","English","Redwood City","50-59"
"47","F","Y","Other","English","San Mateo","40-49"
"75","F","N","White","English","Half Moon Bay","70-79"
"40","F","N","White","English","Belmont","40-49"
"63","F","N","White","English","San Mateo","60-69"
"70","M","N","Black","English","Daly City","70-79"
,"M","N","White","English","Redwood City",
,"F","Y","Other","English","Redwood City",
,"M","N","White","English",,
"44","M","N","Asian","English","Daly City","40-49"
"65","M","Y","White","English","Half Moon Bay","60-69"
"60","M","N","White","English","San Mateo","60-69"
"30","M","N","Black","English","Belmont","30-39"
"89","F","N","Other","English","Burlingame","80-89"
,"F","N","Asian","English","Daly City",
"56","M","N","White","English","Redwood City","50-59"
,"M","N","White","English","Brisbane",
"49","F","N","Other","English","Daly City","40-49"
,,"N","White","English","South San Francisco",
"57","M","N","Black","English","San Bruno","50-59"
"46","M","N","White","English","Redwood City","40-49"
"61","M","Y","White","English","Redwood City","60-69"
"67","M","N","White","English","Half Moon Bay","60-69"
,"F","N","Black","English","Redwood City",
"87","F","N","Other","English","Daly City","80-89"
"40","M","N","Black","English","Daly City","40-49"
"22","F","Y","Other","English","Redwood City","18-29"
"30","M","N","Black","English","San Mateo","30-39"
"31","M","N","Unknown/Not Reported","English","South San Francisco","30-39"
"54","M","N","White","English","South San Francisco","50-59"
"53","M","N","Black","English","Redwood City","50-59"
"57","F","N","Other","English","Redwood City","50-59"
"57","M","N","White","English","San Mateo","50-59"
"53","F","N","Asian","English","San Mateo","50-59"
"59","M","N","Other","English","San Mateo","50-59"
"59","M","N","White","English","San Mateo","50-59"
,"F","N","White","English","Redwood City",
"34","F","N","White","English","East Palo Alto","30-39"
,"F","N","White","English","San Mateo",
"41","M","N","White","English","Half Moon Bay","40-49"
"66","F","Y","Asian","English","San Mateo","60-69"
"71","F","N","Black","English",,"70-79"
,"M","N","White","English","Daly City",
,"M","Y","White","English",,
"48","F","N","Black","English",,"40-49"
"25","F","Y","White","English","San Bruno","18-29"
,"M","N","White","English","San Mateo",
"60","F","N","White","English",,"60-69"
,"M","N","White","English","San Mateo",
,,"N","White","English","Brisbane",
"53","F","N","White","English","San Carlos","50-59"
,"F","Y","White","English","San Carlos",
"34","F","Y","White","English","East Palo Alto","30-39"
"39","M","N","Black","English","Redwood City","30-39"
"34","F","Y","Other","English","Colma","30-39"
"59","M","N","Black","English","San Mateo","50-59"
"70","F","N","White","English","San Bruno","70-79"
"83","F","N","White","English","San Mateo","80-89"
,"M","N","Black","English","South San Francisco",
"65","M","N","Asian","English","Daly City","60-69"
"44","M","N","White","English","Redwood City","40-49"
"42","F","N","Black","English","Redwood City","40-49"
"27","F","Y","Other","English","South San Francisco","18-29"
,"M","N","White","English",,
"38","F","N","Other","English","San Mateo","30-39"
"46","F","N","White","English","Redwood City","40-49"
"49","M","N","Asian","English","San Mateo","40-49"
"43","F","N","White","English",,"40-49"
"66","M","N","White","English","San Carlos","60-69"
"23","F","Y","Other","English","East Palo Alto","18-29"
,"M","N","White","English","San Mateo",
"62","M","N","White","English","San Mateo","60-69"
"30","F","N","Black","English","Redwood City","30-39"
"51","F","N","Other","English","Belmont","50-59"
"39","M","N","Black","English","East Palo Alto","30-39"
"61","F","N","Other","English","San Mateo","60-69"
"25","F","Y","White","English","South San Francisco","18-29"
,"M","N","White","English","San Mateo",
,"F","N","Black","English","Menlo Park",
"26","M","N","Asian","English","San Mateo","18-29"
"56","M","N","White","English","Redwood City","50-59"
"39","F","N","Asian","English",,"30-39"
"64","F","N","Asian","English","South San Francisco","60-69"
,"F","Y","Other","English","San Carlos",
"39","M","N","White","English","Daly City","30-39"
"47","F","N","Other","English","Pacifica","40-49"
"54","F","N","White","English","Redwood City","50-59"
,"M","N","Asian","English",,
"28","M","N","Other","English",,"18-29"
,"M","N","Native American or Hawaiian/Alaskan Native","English",,
,"M","N","White","English","South San Francisco",
"66","M","N","White","English","Redwood City","60-69"
"45","M","N","White","English","Burlingame","40-49"
,"F","N","Black","English","Daly City",
"29","F","Y","White","English","East Palo Alto","18-29"
"71","M","N","White","English","Burlingame","70-79"
"83","F","N","White","English","San Mateo","80-89"
"39","M","N","Unknown/Not Reported","English","San Bruno","30-39"
,"M","N","White","English","San Mateo",
,"F","N","Black","English",,
,"F","N","White","English",,
"28","M","N","Black","English",,"18-29"
"58","M","N","White","English","South San Francisco","50-59"
"70","F","N","White","English","San Mateo","70-79"
"67","M","Unknown/Not Reported","Asian","English","Half Moon Bay","60-69"
"35","F","N","White","English","Redwood City","30-39"
"57","F","N","White","English","Redwood City","50-59"
"64","M","N","White","English","San Mateo","60-69"
,"M","N","Black","English","South San Francisco",
"51","F","N","Black","English","Antioch","50-59"
"72","M","N","Asian","English","Foster City","70-79"
"47","M","Y","Other","English","Redwood City","40-49"
"55","F","N","Asian","English","San Mateo","50-59"
"43","M","N","Other","English","Redwood City","40-49"
"59","M","N","Other","English","Foster City","50-59"
"58","F","N","Black","English","Belmont","50-59"
"40","F","N","Asian","English","Daly City","40-49"
,"M","N","White","English","Belmont",
,"M","N","Other Asian or Pacific Islander","English","Daly City",
,"F","N","Asian","English","Daly City",
"63","M","N","White","English","South San Francisco","60-69"
,"M","N","White","English","Burlingame",
,"M","N","Other","English",,
"35","M","Y","White","English","San Mateo","30-39"
"50","M","N","White","English","San Francisco","50-59"
"54","M","N","White","English","San Mateo","50-59"
"60","F","N","White","English","San Bruno","60-69"
"59","M","N","White","English","Redwood City","50-59"
"37","F","N","White","English","San Mateo","30-39"
"45","M","N","White","English","San Mateo","40-49"
,"F","N","White","English",,
"61","M","N","White","English","San Mateo","60-69"
"67","F","Y","Other","English",,"60-69"
"28","M","N","White","English","East Palo Alto","18-29"
"27","M","N","Other Asian or Pacific Islander","English","San Mateo","18-29"
"35","M","Y","Other","English","San Mateo","30-39"
,"M","N","White","English","Half Moon Bay",
"65","M","N","White","English","San Mateo","60-69"
"84","F","N","Asian","English","San Bruno","80-89"
"73","M","N","White","English","Belmont","70-79"
"46","F","N","White","English","South San Francisco","40-49"
"51","F","N","White","English","Redwood City","50-59"
"38","M","Y","White","English","Redwood City","30-39"
"65","M","N","White","English","Redwood City","60-69"
,"M","N","White","English","East Palo Alto",
"34","M","N","Other Asian or Pacific Islander","English","San Mateo","30-39"
"50","F","N","White","English","San Mateo","50-59"
"81","F","N","Other","English","Belmont","80-89"
"40","F","N","White","English","San Mateo","40-49"
"47","M","N","White","English","Redwood City","40-49"
"31","M","N","White","English","San Mateo","30-39"
,"M","Y","Other","English",,
"54","M","N","White","English","San Mateo","50-59"
"48","F","N","White","English","South San Francisco","40-49"
,"M","N","White","English","South San Francisco",
,"F","N","White","English","Brisbane",
"64","M","N","White","English","Foster City","60-69"
"55","F","N","Black","English","South San Francisco","50-59"
"55","M","N","White","English","East Palo Alto","50-59"
,"M","N","Black","English","South San Francisco",
"29","M","Y","White","English","Redwood City","18-29"
,"F","N","Asian","English",,
"57","M","Y","Other","English","Burlingame","50-59"
"57","F","N","White","English","Belmont","50-59"
"51","F","N","Black","English","Menlo Park","50-59"
"52","M","N","White","English","Belmont","50-59"
"60","F","N","White","English","San Mateo","60-69"
"47","F","N","White","English","San Mateo","40-49"
,"M","N","Other","English","Belmont",
"40","F","N","White","English","San Mateo","40-49"
"50","F","N","White","English","San Mateo","50-59"
"56","F","Y","Other","English","Millbrae","50-59"
"35","M","N","White","English","San Jose","30-39"
"61","F","N","Black","English","Redwood City","60-69"
"40","M","N","Asian","English","San Mateo","40-49"
"35","F","Y","Other","English","San Carlos","30-39"
"57","M","N","Black","English","East Palo Alto","50-59"
"35","M","N","Black","English","South San Francisco","30-39"
"55","M","N","White","English","Belmont","50-59"
,"M","N","White","English","South San Francisco",
"62","F","N","White","English","Redwood City","60-69"
"29","M","N","White","English","San Bruno","18-29"
"60","M","N","White","English","San Bruno","60-69"
,"F","Y","Other","English","San Bruno",
"29","M","Y","Other","English","San Mateo","18-29"
"36","F","Y","White","English","Daly City","30-39"
"27","F","N","White","English","Half Moon Bay","18-29"
,"F","Y","White","English","San Mateo",
,"F","N","White","English",,
"54","M","Y","Other","English","Redwood City","50-59"
"53","F","Unknown/Not Reported","Unknown/Not Reported","English","Redwood City","50-59"
"55","M","N","Other","English","San Mateo","50-59"
,"M","Y","Other","English","Antioch",
"58","F","N","White","English","Redwood City","50-59"
"54","F","Y","White","English","Belmont","50-59"
"23","F","Y","White","English","Menlo Park","18-29"
"63","M","N","Asian","English","Daly City","60-69"
,"F","N","Other","English","San Carlos",
"37","M","Y","Other","English","South San Francisco","30-39"
"43","M","Y","White","English","East Palo Alto","40-49"
"60","F","N","Black","English","Redwood City","60-69"
,,"N","Black","English","Half Moon Bay",
"67","F","N","Other","English","Daly City","60-69"
,"M","N","Other Asian or Pacific Islander","English","Hayward",
"50","F","N","White","English","San Mateo","50-59"
,"M","N","White","English","South San Francisco",
"60","F","N","White","English","East Palo Alto","60-69"
"65","M","N","White","English","San Mateo","60-69"
,"M","N","Black","English","East Palo Alto",
,"M","N","White","English","Redwood City",
"59","M","N","Black","English","East Palo Alto","50-59"
,"M","N","White","English",,
"70","M","N","White","English","Colma","70-79"
"72","F","N","White","English","San Mateo","70-79"
,"M","N","White","English","San Jose",
"53","M","N","Black","English","San Bruno","50-59"
"40","F","N","White","English","San Mateo","40-49"
"19","F","N","Asian","English","Millbrae","18-29"
,"F","Y","Native American or Hawaiian/Alaskan Native","English","San Mateo",
,"M","N","Asian","English",,
,"M","N","White","English","South San Francisco",
"63","F","N","White","English","San Carlos","60-69"
,"M","N","White","English","Redwood City",
,"M","N","White","English","San Mateo",
"59","F","N","White","English","Belmont","50-59"
"83","M","N","White","English","Foster City","80-89"
,"M","N","Asian","English","Half Moon Bay",
"63","F","N","Other","English","Daly City","60-69"
"43","F","N","Other Asian or Pacific Islander","English","San Mateo","40-49"
"61","F","N","White","English","Redwood City","60-69"
"42","M","Y","White","English","East Palo Alto","40-49"
"61","M","Y","White","English","South San Francisco","60-69"
,"F","Y","White","English","Redwood City",
"59","M","N","White","English","South San Francisco","50-59"
"33","F","N","Unknown/Not Reported","English","San Bruno","30-39"
"58","F","N","Black","English","East Palo Alto","50-59"
,"M","N","White","English","San Mateo",
"58","F","N","White","English","San Bruno","50-59"
"54","F","N","White","English","San Bruno","50-59"
"59","F","N","White","English","La Honda","50-59"
,"M","N","Black","English","South San Francisco",
"32","F","Y","White","English","South San Francisco","30-39"
,"M","Y","White","English",,
"51","M","N","White","English","Redwood City","50-59"
"27","M","N","Other Asian or Pacific Islander","English","Redwood City","18-29"
"93","M","N","Other","English","Campbell","90-99"
"29","F","Y","White","English","Foster City","18-29"
"66","M","N","White","English","San Mateo","60-69"
"39","M","N","White","English","Redwood City","30-39"
"79","F","N","Black","English","Burlingame","70-79"
,"M","N","White","English","San Mateo",
"55","M","N","Asian","English",,"50-59"
"71","M","N","White","English","Millbrae","70-79"
"49","M","N","White","English","South San Francisco","40-49"
"60","M","N","White","English",,"60-69"
"49","M","N","White","English","Redwood City","40-49"
"55","M","N","White","English","South San Francisco","50-59"
"29","F","N","Other","English","Richmond","18-29"
"64","M","N","White","English","San Mateo","60-69"
"42","M","N","White","English","Millbrae","40-49"
"58","M","Y","White","English","San Mateo","50-59"
"66","M","N","White","English","San Mateo","60-69"
,"M","Y","White","English",,
"51","F","N","White","English","Brisbane","50-59"
"65","F","N","Black","English","Redwood City","60-69"
,"M","N","White","English","Pacifica",
"63","F","N","White","English","Millbrae","60-69"
"69","M","N","Asian","English","San Carlos","60-69"
"62","M","N","White","English",,"60-69"
"42","F","N","Black","English","Menlo Park","40-49"
"30","F","N","White","English","San Mateo","30-39"
"55","F","N","Black","English","Daly City","50-59"
"81","F","N","Asian","English","San Carlos","80-89"
,,"N","White","English","South San Francisco",
"51","M","N","White","English","South San Francisco","50-59"
,"M","N","Black","English","East Palo Alto",
,"M","N","Black","English","Daly City",
,,"N","White","English","Menlo Park",
"57","F","N","White","English","San Mateo","50-59"
,"M","N","White","English","South San Francisco",
"27","F","Y","Other","English","Pacifica","18-29"
,"F","N","White","English","Daly City",
"23","F","N","Asian","English",,"18-29"
"60","F","N","White","English","San Mateo","60-69"
"75","F","N","White","English","San Mateo","70-79"
"66","F","N","White","English","Daly City","60-69"
"49","M","N","Other Asian or Pacific Islander","English","San Bruno","40-49"
"80","F","N","Asian","English","San Mateo","80-89"
"28","M","N","White","English","San Mateo","18-29"
,"F","N","White","English","Daly City",
"29","M","N","Other","English","Belmont","18-29"
"36","F","Y","Other","English","San Bruno","30-39"
,"M","Y","White","English","Daly City",
,"M","N","White","English","Belmont",
"40","M","N","White","English","San Mateo","40-49"
"41","M","N","White","English","San Carlos","40-49"
"59","F","N","Black","English","San Mateo","50-59"
"48","M","N","White","English","East Palo Alto","40-49"
"37","M","N","White","English","Millbrae","30-39"
"45","M","N","White","English","Redwood City","40-49"
"33","M","N","Black","English","Redwood City","30-39"
"57","M","N","Asian","English","Daly City","50-59"
"56","F","N","White","English","San Bruno","50-59"
,"F","N","Black","English","San Mateo",
"55","M","N","White","English",,"50-59"
"37","F","N","Black","English","East Palo Alto","30-39"
,"M","N","Black","English","Palo Alto",
"36","M","N","White","English","San Mateo","30-39"
"62","F","N","Other","English","Daly City","60-69"
,"M","N","White","English",,
"33","M","N","Other","English","San Mateo","30-39"
"30","M","N","White","English","San Bruno","30-39"
"56","M","N","White","English","South San Francisco","50-59"
"52","F","N","White","English","San Bruno","50-59"
"57","M","N","White","English","San Mateo","50-59"
"51","M","N","White","English","South San Francisco","50-59"
"51","M","N","Asian","English","San Bruno","50-59"
"25","M","Y","Other","English","Redwood City","18-29"
"54","M","N","White","English","San Mateo","50-59"
"39","M","Y","White","English","Daly City","30-39"
,"M","N","White","English","San Jose",
"65","F","N","White","English","San Mateo","60-69"
"44","F","N","White","English","San Mateo","40-49"
,"M","N","Other Asian or Pacific Islander","English",,
"66","F","N","White","English","Pacifica","60-69"
"20","F","Y","White","English","Redwood City","18-29"
"57","F","N","Other","English","Daly City","50-59"
"57","F","N","White","English","East Palo Alto","50-59"
,"F","Y","Native American or Hawaiian/Alaskan Native","English","Woodside",
"54","M","N","Other","English","San Mateo","50-59"
"37","M","N","White","English","Fremont","30-39"
"63","F","N","White","English","Pacifica","60-69"
"46","F","N","White","English","Half Moon Bay","40-49"
"61","M","N","White","English","Foster City","60-69"
"44","M","Y","White","English","South San Francisco","40-49"
"38","F","N","White","English","San Francisco","30-39"
,"M","Y","White","English","Morgan Hill",
"53","F","Y","White","English","Redwood City","50-59"
"49","F","Unknown/Not Reported","Unknown/Not Reported","English","Daly City","40-49"
"38","M","Y","Other","English","Half Moon Bay","30-39"
"40","M","N","White","English","Half Moon Bay","40-49"
"55","M","N","Black","English","Belmont","50-59"
"30","M","N","White","English","San Bruno","30-39"
"32","F","N","White","English","South San Francisco","30-39"
,"F","N","White","English","Oakland",
"39","F","N","White","English","Menlo Park","30-39"
"54","M","N","Black","English","San Mateo","50-59"
"51","F","N","White","English","Loma Mar","50-59"
"48","F","N","White","English","Belmont","40-49"
"50","M","N","White","English","East Palo Alto","50-59"
,"M","N","White","English","Burlingame",
"54","F","N","White","English","South San Francisco","50-59"
"63","F","N","White","English","San Bruno","60-69"
,"F","N","Black","English",,
"28","M","N","White","English","Pacifica","18-29"
"31","F","N","White","English","South San Francisco","30-39"
"28","M","N","White","English","San Mateo","18-29"
"36","M","N","White","English","South San Francisco","30-39"
"44","F","N","White","English","Redwood City","40-49"
"69","M","N","Other","English","Daly City","60-69"
