"report_date","age_group","fatality_count","percent"
"2022-05-12T00:00:00.000","90 and Over","8824","15.8"
"2022-05-11T00:00:00.000","80 to 89","14832","26.7"
"2022-05-11T00:00:00.000","90 and Over","8820","15.8"
"2022-05-11T00:00:00.000","70 to 79","14387","25.8"
"2022-05-11T00:00:00.000","Unknown","9","0"
"2022-05-11T00:00:00.000","10 to 19","31","0.1"
"2022-05-11T00:00:00.000","Statewide Total","55690","100"
"2022-05-11T00:00:00.000","20 to 29","231","0.4"
"2022-05-11T00:00:00.000","0 to 9","31","0.1"
"2022-05-11T00:00:00.000","50 to 59","4810","8.6"
"2022-05-11T00:00:00.000","60 to 69","10086","18.1"
"2022-05-11T00:00:00.000","30 to 39","717","1.3"
"2022-05-11T00:00:00.000","40 to 49","1736","3.1"
"2022-05-10T00:00:00.000","80 to 89","14824","26.7"
"2022-05-10T00:00:00.000","90 and Over","8816","15.8"
"2022-05-10T00:00:00.000","Unknown","9","0"
"2022-05-10T00:00:00.000","Statewide Total","55672","100"
"2022-05-10T00:00:00.000","70 to 79","14385","25.8"
"2022-05-10T00:00:00.000","60 to 69","10084","18.1"
"2022-05-10T00:00:00.000","40 to 49","1735","3.1"
"2022-05-10T00:00:00.000","0 to 9","31","0.1"
"2022-05-10T00:00:00.000","30 to 39","717","1.3"
"2022-05-10T00:00:00.000","20 to 29","231","0.4"
"2022-05-10T00:00:00.000","50 to 59","4809","8.6"
"2022-05-10T00:00:00.000","10 to 19","31","0.1"
"2022-05-09T00:00:00.000","0 to 9","31","0.1"
"2022-05-09T00:00:00.000","10 to 19","31","0.1"
"2022-05-09T00:00:00.000","Unknown","9","0"
"2022-05-09T00:00:00.000","70 to 79","14379","25.8"
"2022-05-09T00:00:00.000","90 and Over","8811","15.8"
"2022-05-09T00:00:00.000","80 to 89","14814","26.7"
"2022-05-09T00:00:00.000","Statewide Total","55647","100"
"2022-05-09T00:00:00.000","20 to 29","231","0.4"
"2022-05-09T00:00:00.000","30 to 39","717","1.3"
"2022-05-09T00:00:00.000","40 to 49","1735","3.1"
"2022-05-09T00:00:00.000","50 to 59","4808","8.6"
"2022-05-09T00:00:00.000","60 to 69","10081","18.1"
"2022-05-08T00:00:00.000","0 to 9","31","0.1"
"2022-05-08T00:00:00.000","10 to 19","31","0.1"
"2022-05-08T00:00:00.000","60 to 69","10077","18.1"
"2022-05-08T00:00:00.000","70 to 79","14371","25.8"
