"report_date","age_group","fatality_count","percent"
"2022-08-23T00:00:00.000","10 to 19","34","0.1"
"2022-08-23T00:00:00.000","70 to 79","14848","25.8"
"2022-08-23T00:00:00.000","60 to 69","10346","18"
"2022-08-23T00:00:00.000","Unknown","9","0"
"2022-08-23T00:00:00.000","50 to 59","4902","8.5"
"2022-08-23T00:00:00.000","0 to 9","32","0.1"
"2022-08-23T00:00:00.000","30 to 39","743","1.3"
"2022-08-23T00:00:00.000","40 to 49","1772","3.1"
"2022-08-23T00:00:00.000","80 to 89","15379","26.7"
"2022-08-22T00:00:00.000","Unknown","9","0"
"2022-08-22T00:00:00.000","Statewide Total","57515","100"
"2022-08-22T00:00:00.000","90 and Over","9214","16"
"2022-08-22T00:00:00.000","10 to 19","34","0.1"
"2022-08-22T00:00:00.000","50 to 59","4902","8.5"
"2022-08-22T00:00:00.000","70 to 79","14844","25.8"
"2022-08-22T00:00:00.000","30 to 39","743","1.3"
"2022-08-22T00:00:00.000","20 to 29","245","0.4"
"2022-08-22T00:00:00.000","0 to 9","32","0.1"
"2022-08-22T00:00:00.000","80 to 89","15375","26.7"
"2022-08-22T00:00:00.000","40 to 49","1772","3.1"
"2022-08-22T00:00:00.000","60 to 69","10345","18"
"2022-08-19T00:00:00.000","90 and Over","9203","16"
"2022-08-19T00:00:00.000","50 to 59","4899","8.5"
"2022-08-19T00:00:00.000","20 to 29","245","0.4"
"2022-08-19T00:00:00.000","60 to 69","10336","18"
"2022-08-19T00:00:00.000","10 to 19","34","0.1"
"2022-08-19T00:00:00.000","40 to 49","1772","3.1"
"2022-08-19T00:00:00.000","80 to 89","15357","26.7"
"2022-08-19T00:00:00.000","30 to 39","743","1.3"
"2022-08-19T00:00:00.000","70 to 79","14830","25.8"
"2022-08-19T00:00:00.000","Unknown","9","0"
"2022-08-19T00:00:00.000","0 to 9","32","0.1"
"2022-08-19T00:00:00.000","Statewide Total","57460","100"
"2022-08-18T00:00:00.000","10 to 19","34","0.1"
"2022-08-18T00:00:00.000","50 to 59","4898","8.5"
"2022-08-18T00:00:00.000","80 to 89","15351","26.7"
"2022-08-18T00:00:00.000","70 to 79","14821","25.8"
"2022-08-18T00:00:00.000","60 to 69","10332","18"
"2022-08-18T00:00:00.000","90 and Over","9198","16"
"2022-08-18T00:00:00.000","0 to 9","32","0.1"
"2022-08-18T00:00:00.000","40 to 49","1771","3.1"
"2022-08-18T00:00:00.000","20 to 29","245","0.4"
"2022-08-18T00:00:00.000","Statewide Total","57434","100"
"2022-08-18T00:00:00.000","Unknown","9","0"
"2022-08-18T00:00:00.000","30 to 39","743","1.3"
"2022-08-17T00:00:00.000","10 to 19","34","0.1"
"2022-08-17T00:00:00.000","Statewide Total","57420","100"
"2022-08-17T00:00:00.000","30 to 39","743","1.3"
"2022-08-17T00:00:00.000","60 to 69","10331","18"
"2022-08-17T00:00:00.000","80 to 89","15348","26.7"
"2022-08-17T00:00:00.000","0 to 9","32","0.1"
"2022-08-17T00:00:00.000","40 to 49","1770","3.1"
"2022-08-17T00:00:00.000","70 to 79","14816","25.8"
"2022-08-17T00:00:00.000","90 and Over","9194","16"
"2022-08-17T00:00:00.000","50 to 59","4898","8.5"
"2022-08-17T00:00:00.000","20 to 29","245","0.4"
"2022-08-17T00:00:00.000","Unknown","9","0"
"2022-08-16T00:00:00.000","60 to 69","10327","18"
"2022-08-16T00:00:00.000","0 to 9","32","0.1"
"2022-08-16T00:00:00.000","10 to 19","34","0.1"
"2022-08-16T00:00:00.000","Statewide Total","57399","100"
"2022-08-16T00:00:00.000","90 and Over","9189","16"
"2022-08-16T00:00:00.000","70 to 79","14811","25.8"
"2022-08-16T00:00:00.000","20 to 29","245","0.4"
"2022-08-16T00:00:00.000","Unknown","9","0"
"2022-08-16T00:00:00.000","80 to 89","15344","26.7"
"2022-08-16T00:00:00.000","30 to 39","742","1.3"
"2022-08-16T00:00:00.000","50 to 59","4896","8.5"
"2022-08-16T00:00:00.000","40 to 49","1770","3.1"
"2022-08-15T00:00:00.000","60 to 69","10325","18"
"2022-08-15T00:00:00.000","10 to 19","34","0.1"
"2022-08-15T00:00:00.000","Unknown","9","0"
"2022-08-15T00:00:00.000","50 to 59","4894","8.5"
"2022-08-15T00:00:00.000","0 to 9","32","0.1"
"2022-08-15T00:00:00.000","40 to 49","1769","3.1"
"2022-08-15T00:00:00.000","20 to 29","245","0.4"
"2022-08-15T00:00:00.000","90 and Over","9183","16"
"2022-08-15T00:00:00.000","30 to 39","742","1.3"
"2022-08-15T00:00:00.000","70 to 79","14803","25.8"
"2022-08-15T00:00:00.000","Statewide Total","57375","100"
"2022-08-15T00:00:00.000","80 to 89","15339","26.7"
"2022-08-12T00:00:00.000","10 to 19","34","0.1"
"2022-08-12T00:00:00.000","70 to 79","14789","25.8"
"2022-08-12T00:00:00.000","40 to 49","1769","3.1"
"2022-08-12T00:00:00.000","Unknown","9","0"
"2022-08-12T00:00:00.000","30 to 39","740","1.3"
"2022-08-12T00:00:00.000","80 to 89","15331","26.7"
"2022-08-12T00:00:00.000","60 to 69","10318","18"
"2022-08-12T00:00:00.000","Statewide Total","57327","100"
"2022-08-12T00:00:00.000","90 and Over","9174","16"
"2022-08-12T00:00:00.000","20 to 29","244","0.4"
"2022-08-12T00:00:00.000","50 to 59","4887","8.5"
"2022-08-12T00:00:00.000","0 to 9","32","0.1"
"2022-08-11T00:00:00.000","80 to 89","15325","26.7"
"2022-08-11T00:00:00.000","10 to 19","33","0.1"
"2022-08-11T00:00:00.000","70 to 79","14789","25.8"
"2022-08-11T00:00:00.000","90 and Over","9172","16"
"2022-08-11T00:00:00.000","Unknown","9","0"
"2022-08-11T00:00:00.000","60 to 69","10317","18"
"2022-08-11T00:00:00.000","40 to 49","1769","3.1"
"2022-08-11T00:00:00.000","Statewide Total","57316","100"
"2022-08-11T00:00:00.000","30 to 39","740","1.3"
"2022-08-11T00:00:00.000","20 to 29","244","0.4"
"2022-08-11T00:00:00.000","0 to 9","32","0.1"
"2022-08-11T00:00:00.000","50 to 59","4886","8.5"
"2022-08-10T00:00:00.000","30 to 39","738","1.3"
"2022-08-10T00:00:00.000","70 to 79","14786","25.8"
"2022-08-10T00:00:00.000","20 to 29","244","0.4"
"2022-08-10T00:00:00.000","0 to 9","32","0.1"
"2022-08-10T00:00:00.000","Unknown","9","0"
"2022-08-10T00:00:00.000","90 and Over","9166","16"
"2022-08-10T00:00:00.000","50 to 59","4883","8.5"
"2022-08-10T00:00:00.000","60 to 69","10316","18"
"2022-08-10T00:00:00.000","80 to 89","15320","26.7"
"2022-08-10T00:00:00.000","Statewide Total","57296","100"
"2022-08-10T00:00:00.000","40 to 49","1769","3.1"
"2022-08-10T00:00:00.000","10 to 19","33","0.1"
"2022-08-09T00:00:00.000","70 to 79","14783","25.8"
"2022-08-09T00:00:00.000","80 to 89","15312","26.7"
"2022-08-09T00:00:00.000","90 and Over","9158","16"
"2022-08-09T00:00:00.000","20 to 29","244","0.4"
"2022-08-09T00:00:00.000","0 to 9","32","0.1"
"2022-08-09T00:00:00.000","10 to 19","33","0.1"
"2022-08-09T00:00:00.000","Unknown","9","0"
"2022-08-09T00:00:00.000","60 to 69","10313","18"
"2022-08-09T00:00:00.000","40 to 49","1769","3.1"
"2022-08-09T00:00:00.000","Statewide Total","57274","100"
"2022-08-09T00:00:00.000","30 to 39","738","1.3"
"2022-08-09T00:00:00.000","50 to 59","4883","8.5"
"2022-08-08T00:00:00.000","40 to 49","1769","3.1"
"2022-08-08T00:00:00.000","30 to 39","738","1.3"
"2022-08-08T00:00:00.000","50 to 59","4882","8.5"
"2022-08-08T00:00:00.000","10 to 19","33","0.1"
"2022-08-08T00:00:00.000","Unknown","9","0"
"2022-08-08T00:00:00.000","70 to 79","14776","25.8"
"2022-08-08T00:00:00.000","20 to 29","244","0.4"
"2022-08-08T00:00:00.000","60 to 69","10310","18"
"2022-08-08T00:00:00.000","Statewide Total","57251","100"
"2022-08-08T00:00:00.000","90 and Over","9152","16"
"2022-08-08T00:00:00.000","80 to 89","15306","26.7"
"2022-08-08T00:00:00.000","0 to 9","32","0.1"
"2022-08-05T00:00:00.000","80 to 89","15290","26.7"
"2022-08-05T00:00:00.000","0 to 9","32","0.1"
"2022-08-05T00:00:00.000","30 to 39","737","1.3"
"2022-08-05T00:00:00.000","Statewide Total","57191","100"
"2022-08-05T00:00:00.000","40 to 49","1764","3.1"
"2022-08-05T00:00:00.000","50 to 59","4880","8.5"
"2022-08-05T00:00:00.000","10 to 19","33","0.1"
"2022-08-05T00:00:00.000","20 to 29","244","0.4"
"2022-08-05T00:00:00.000","70 to 79","14758","25.8"
"2022-08-05T00:00:00.000","Unknown","9","0"
"2022-08-05T00:00:00.000","60 to 69","10302","18"
"2022-08-05T00:00:00.000","90 and Over","9142","16"
"2022-08-04T00:00:00.000","Statewide Total","57175","100"
"2022-08-04T00:00:00.000","Unknown","9","0"
"2022-08-04T00:00:00.000","50 to 59","4879","8.5"
"2022-08-04T00:00:00.000","80 to 89","15284","26.7"
"2022-08-04T00:00:00.000","20 to 29","244","0.4"
"2022-08-04T00:00:00.000","40 to 49","1764","3.1"
"2022-08-04T00:00:00.000","30 to 39","736","1.3"
"2022-08-04T00:00:00.000","90 and Over","9139","16"
"2022-08-04T00:00:00.000","10 to 19","33","0.1"
"2022-08-04T00:00:00.000","0 to 9","32","0.1"
"2022-08-04T00:00:00.000","70 to 79","14754","25.8"
"2022-08-04T00:00:00.000","60 to 69","10301","18"
"2022-08-03T00:00:00.000","0 to 9","32","0.1"
"2022-08-03T00:00:00.000","20 to 29","244","0.4"
"2022-08-03T00:00:00.000","80 to 89","15279","26.7"
"2022-08-03T00:00:00.000","Statewide Total","57155","100"
"2022-08-03T00:00:00.000","60 to 69","10298","18"
"2022-08-03T00:00:00.000","70 to 79","14749","25.8"
"2022-08-03T00:00:00.000","Unknown","9","0"
"2022-08-03T00:00:00.000","40 to 49","1762","3.1"
"2022-08-03T00:00:00.000","30 to 39","736","1.3"
"2022-08-03T00:00:00.000","10 to 19","33","0.1"
"2022-08-03T00:00:00.000","90 and Over","9134","16"
"2022-08-03T00:00:00.000","50 to 59","4879","8.5"
"2022-08-02T00:00:00.000","Statewide Total","57133","100"
"2022-08-02T00:00:00.000","10 to 19","33","0.1"
"2022-08-02T00:00:00.000","60 to 69","10296","18"
"2022-08-02T00:00:00.000","0 to 9","32","0.1"
"2022-08-02T00:00:00.000","Unknown","9","0"
"2022-08-02T00:00:00.000","90 and Over","9129","16"
"2022-08-02T00:00:00.000","80 to 89","15273","26.7"
"2022-08-02T00:00:00.000","50 to 59","4877","8.5"
"2022-08-02T00:00:00.000","30 to 39","736","1.3"
"2022-08-02T00:00:00.000","70 to 79","14743","25.8"
"2022-08-02T00:00:00.000","40 to 49","1762","3.1"
"2022-08-02T00:00:00.000","20 to 29","243","0.4"
"2022-08-01T00:00:00.000","90 and Over","9122","16"
"2022-08-01T00:00:00.000","Statewide Total","57112","100"
"2022-08-01T00:00:00.000","20 to 29","243","0.4"
"2022-08-01T00:00:00.000","80 to 89","15268","26.7"
"2022-08-01T00:00:00.000","Unknown","9","0"
"2022-08-01T00:00:00.000","40 to 49","1762","3.1"
"2022-08-01T00:00:00.000","30 to 39","736","1.3"
"2022-08-01T00:00:00.000","70 to 79","14739","25.8"
"2022-08-01T00:00:00.000","60 to 69","10292","18"
"2022-08-01T00:00:00.000","50 to 59","4876","8.5"
"2022-08-01T00:00:00.000","0 to 9","32","0.1"
"2022-08-01T00:00:00.000","10 to 19","33","0.1"
"2022-07-29T00:00:00.000","30 to 39","732","1.3"
"2022-07-29T00:00:00.000","Statewide Total","57066","100"
"2022-07-29T00:00:00.000","50 to 59","4873","8.5"
"2022-07-29T00:00:00.000","Unknown","9","0"
"2022-07-29T00:00:00.000","20 to 29","243","0.4"
"2022-07-29T00:00:00.000","60 to 69","10290","18"
"2022-07-29T00:00:00.000","80 to 89","15252","26.7"
"2022-07-29T00:00:00.000","40 to 49","1761","3.1"
"2022-07-29T00:00:00.000","70 to 79","14727","25.8"
"2022-07-29T00:00:00.000","90 and Over","9114","16"
"2022-07-29T00:00:00.000","10 to 19","33","0.1"
"2022-07-29T00:00:00.000","0 to 9","32","0.1"
"2022-07-28T00:00:00.000","30 to 39","732","1.3"
"2022-07-28T00:00:00.000","60 to 69","10284","18"
"2022-07-28T00:00:00.000","40 to 49","1761","3.1"
"2022-07-28T00:00:00.000","Unknown","9","0"
"2022-07-28T00:00:00.000","70 to 79","14722","25.8"
"2022-07-28T00:00:00.000","20 to 29","243","0.4"
"2022-07-28T00:00:00.000","50 to 59","4872","8.5"
"2022-07-28T00:00:00.000","80 to 89","15246","26.7"
"2022-07-28T00:00:00.000","10 to 19","33","0.1"
"2022-07-28T00:00:00.000","90 and Over","9105","16"
"2022-07-28T00:00:00.000","0 to 9","32","0.1"
"2022-07-28T00:00:00.000","Statewide Total","57039","100"
"2022-07-27T00:00:00.000","70 to 79","14718","25.8"
"2022-07-27T00:00:00.000","40 to 49","1761","3.1"
"2022-07-27T00:00:00.000","90 and Over","9097","16"
"2022-07-27T00:00:00.000","30 to 39","732","1.3"
"2022-07-27T00:00:00.000","Statewide Total","57013","100"
"2022-07-27T00:00:00.000","Unknown","9","0"
"2022-07-27T00:00:00.000","10 to 19","33","0.1"
"2022-07-27T00:00:00.000","0 to 9","32","0.1"
"2022-07-27T00:00:00.000","60 to 69","10281","18"
"2022-07-27T00:00:00.000","80 to 89","15237","26.7"
"2022-07-27T00:00:00.000","20 to 29","242","0.4"
"2022-07-27T00:00:00.000","50 to 59","4871","8.5"
"2022-07-26T00:00:00.000","30 to 39","732","1.3"
"2022-07-26T00:00:00.000","Unknown","9","0"
"2022-07-26T00:00:00.000","90 and Over","9094","16"
"2022-07-26T00:00:00.000","60 to 69","10277","18"
"2022-07-26T00:00:00.000","Statewide Total","56990","100"
"2022-07-26T00:00:00.000","0 to 9","32","0.1"
"2022-07-26T00:00:00.000","10 to 19","33","0.1"
"2022-07-26T00:00:00.000","20 to 29","242","0.4"
"2022-07-26T00:00:00.000","80 to 89","15232","26.6"
"2022-07-26T00:00:00.000","70 to 79","14709","25.8"
"2022-07-26T00:00:00.000","40 to 49","1760","3.1"
"2022-07-26T00:00:00.000","50 to 59","4870","8.6"
"2022-07-25T00:00:00.000","90 and Over","9088","16"
"2022-07-25T00:00:00.000","80 to 89","15227","26.6"
"2022-07-25T00:00:00.000","Unknown","9","0"
"2022-07-25T00:00:00.000","Statewide Total","56971","100"
"2022-07-25T00:00:00.000","60 to 69","10275","18"
"2022-07-25T00:00:00.000","20 to 29","242","0.4"
"2022-07-25T00:00:00.000","30 to 39","731","1.3"
"2022-07-25T00:00:00.000","0 to 9","32","0.1"
"2022-07-25T00:00:00.000","10 to 19","33","0.1"
"2022-07-25T00:00:00.000","70 to 79","14705","25.8"
"2022-07-25T00:00:00.000","50 to 59","4869","8.6"
"2022-07-25T00:00:00.000","40 to 49","1760","3.1"
"2022-07-22T00:00:00.000","40 to 49","1760","3.1"
"2022-07-22T00:00:00.000","90 and Over","9078","16"
"2022-07-22T00:00:00.000","70 to 79","14692","25.8"
"2022-07-22T00:00:00.000","80 to 89","15207","26.6"
"2022-07-22T00:00:00.000","Unknown","9","0"
"2022-07-22T00:00:00.000","0 to 9","32","0.1"
"2022-07-22T00:00:00.000","Statewide Total","56918","100"
"2022-07-22T00:00:00.000","50 to 59","4865","8.6"
"2022-07-22T00:00:00.000","10 to 19","33","0.1"
"2022-07-22T00:00:00.000","20 to 29","242","0.4"
"2022-07-22T00:00:00.000","30 to 39","730","1.3"
"2022-07-22T00:00:00.000","60 to 69","10270","18"
"2022-07-21T00:00:00.000","80 to 89","15195","26.6"
"2022-07-21T00:00:00.000","90 and Over","9072","16"
"2022-07-21T00:00:00.000","40 to 49","1760","3.1"
"2022-07-21T00:00:00.000","60 to 69","10268","18.1"
"2022-07-21T00:00:00.000","10 to 19","33","0.1"
"2022-07-21T00:00:00.000","50 to 59","4865","8.6"
"2022-07-21T00:00:00.000","30 to 39","730","1.3"
"2022-07-21T00:00:00.000","20 to 29","242","0.4"
"2022-07-21T00:00:00.000","70 to 79","14688","25.7"
"2022-07-21T00:00:00.000","Unknown","9","0"
"2022-07-21T00:00:00.000","0 to 9","32","0.1"
"2022-07-21T00:00:00.000","Statewide Total","56894","100"
"2022-07-20T00:00:00.000","Unknown","9","0"
"2022-07-20T00:00:00.000","Statewide Total","56878","100"
"2022-07-20T00:00:00.000","20 to 29","242","0.4"
"2022-07-20T00:00:00.000","50 to 59","4864","8.6"
"2022-07-20T00:00:00.000","90 and Over","9070","16"
"2022-07-20T00:00:00.000","40 to 49","1760","3.1"
"2022-07-20T00:00:00.000","30 to 39","730","1.3"
"2022-07-20T00:00:00.000","70 to 79","14683","25.7"
"2022-07-20T00:00:00.000","10 to 19","33","0.1"
"2022-07-20T00:00:00.000","80 to 89","15189","26.6"
"2022-07-20T00:00:00.000","0 to 9","32","0.1"
"2022-07-20T00:00:00.000","60 to 69","10266","18.1"
"2022-07-19T00:00:00.000","50 to 59","4864","8.6"
"2022-07-19T00:00:00.000","40 to 49","1760","3.1"
"2022-07-19T00:00:00.000","0 to 9","32","0.1"
"2022-07-19T00:00:00.000","70 to 79","14678","25.8"
"2022-07-19T00:00:00.000","Unknown","9","0"
"2022-07-19T00:00:00.000","90 and Over","9059","15.9"
"2022-07-19T00:00:00.000","20 to 29","242","0.4"
"2022-07-19T00:00:00.000","80 to 89","15184","26.6"
"2022-07-19T00:00:00.000","60 to 69","10263","18.1"
"2022-07-19T00:00:00.000","Statewide Total","56854","100"
"2022-07-19T00:00:00.000","30 to 39","730","1.3"
"2022-07-19T00:00:00.000","10 to 19","33","0.1"
"2022-07-18T00:00:00.000","80 to 89","15180","26.6"
"2022-07-18T00:00:00.000","90 and Over","9052","15.9"
"2022-07-18T00:00:00.000","70 to 79","14673","25.8"
"2022-07-18T00:00:00.000","Unknown","9","0"
"2022-07-18T00:00:00.000","Statewide Total","56832","100"
"2022-07-18T00:00:00.000","40 to 49","1759","3.1"
"2022-07-18T00:00:00.000","30 to 39","730","1.3"
"2022-07-18T00:00:00.000","20 to 29","242","0.4"
"2022-07-18T00:00:00.000","60 to 69","10259","18.1"
"2022-07-18T00:00:00.000","0 to 9","32","0.1"
"2022-07-18T00:00:00.000","10 to 19","33","0.1"
"2022-07-18T00:00:00.000","50 to 59","4863","8.6"
"2022-07-15T00:00:00.000","50 to 59","4860","8.6"
"2022-07-15T00:00:00.000","60 to 69","10251","18.1"
"2022-07-15T00:00:00.000","10 to 19","33","0.1"
"2022-07-15T00:00:00.000","80 to 89","15171","26.6"
"2022-07-15T00:00:00.000","90 and Over","9039","15.9"
"2022-07-15T00:00:00.000","20 to 29","242","0.4"
"2022-07-15T00:00:00.000","Statewide Total","56785","100"
"2022-07-15T00:00:00.000","Unknown","9","0"
"2022-07-15T00:00:00.000","30 to 39","730","1.3"
"2022-07-15T00:00:00.000","40 to 49","1758","3.1"
"2022-07-15T00:00:00.000","70 to 79","14660","25.8"
"2022-07-15T00:00:00.000","0 to 9","32","0.1"
"2022-07-14T00:00:00.000","40 to 49","1758","3.1"
"2022-07-14T00:00:00.000","10 to 19","33","0.1"
"2022-07-14T00:00:00.000","Unknown","9","0"
"2022-07-14T00:00:00.000","80 to 89","15160","26.6"
"2022-07-14T00:00:00.000","90 and Over","9035","15.9"
"2022-07-14T00:00:00.000","Statewide Total","56760","100"
"2022-07-14T00:00:00.000","60 to 69","10248","18.1"
"2022-07-14T00:00:00.000","70 to 79","14655","25.8"
"2022-07-14T00:00:00.000","30 to 39","729","1.3"
"2022-07-14T00:00:00.000","0 to 9","32","0.1"
"2022-07-14T00:00:00.000","20 to 29","242","0.4"
"2022-07-14T00:00:00.000","50 to 59","4859","8.6"
"2022-07-13T00:00:00.000","30 to 39","729","1.3"
"2022-07-13T00:00:00.000","10 to 19","33","0.1"
"2022-07-13T00:00:00.000","80 to 89","15155","26.6"
"2022-07-13T00:00:00.000","Unknown","9","0"
"2022-07-13T00:00:00.000","Statewide Total","56740","100"
"2022-07-13T00:00:00.000","70 to 79","14650","25.8"
"2022-07-13T00:00:00.000","50 to 59","4859","8.6"
"2022-07-13T00:00:00.000","20 to 29","242","0.4"
"2022-07-13T00:00:00.000","0 to 9","32","0.1"
"2022-07-13T00:00:00.000","60 to 69","10242","18.1"
"2022-07-13T00:00:00.000","90 and Over","9032","15.9"
"2022-07-13T00:00:00.000","40 to 49","1757","3.1"
"2022-07-12T00:00:00.000","40 to 49","1756","3.1"
"2022-07-12T00:00:00.000","90 and Over","9031","15.9"
"2022-07-12T00:00:00.000","80 to 89","15150","26.6"
"2022-07-12T00:00:00.000","50 to 59","4859","8.6"
"2022-07-12T00:00:00.000","10 to 19","33","0.1"
"2022-07-12T00:00:00.000","60 to 69","10239","18.1"
"2022-07-12T00:00:00.000","Unknown","9","0"
"2022-07-12T00:00:00.000","0 to 9","32","0.1"
"2022-07-12T00:00:00.000","70 to 79","14647","25.8"
"2022-07-12T00:00:00.000","Statewide Total","56726","100"
"2022-07-12T00:00:00.000","20 to 29","241","0.4"
"2022-07-12T00:00:00.000","30 to 39","729","1.3"
"2022-07-11T00:00:00.000","30 to 39","729","1.3"
"2022-07-11T00:00:00.000","70 to 79","14646","25.8"
"2022-07-11T00:00:00.000","40 to 49","1756","3.1"
"2022-07-11T00:00:00.000","80 to 89","15146","26.6"
"2022-07-11T00:00:00.000","10 to 19","32","0.1"
"2022-07-11T00:00:00.000","20 to 29","240","0.4"
"2022-07-11T00:00:00.000","90 and Over","9029","15.9"
"2022-07-11T00:00:00.000","0 to 9","32","0.1"
"2022-07-11T00:00:00.000","Unknown","9","0"
"2022-07-11T00:00:00.000","Statewide Total","56715","100"
"2022-07-11T00:00:00.000","60 to 69","10237","18.1"
"2022-07-11T00:00:00.000","50 to 59","4859","8.6"
"2022-07-08T00:00:00.000","70 to 79","14635","25.8"
"2022-07-08T00:00:00.000","80 to 89","15127","26.6"
"2022-07-08T00:00:00.000","90 and Over","9026","15.9"
"2022-07-08T00:00:00.000","Unknown","9","0"
"2022-07-08T00:00:00.000","Statewide Total","56674","100"
"2022-07-08T00:00:00.000","40 to 49","1753","3.1"
"2022-07-08T00:00:00.000","0 to 9","32","0.1"
"2022-07-08T00:00:00.000","50 to 59","4857","8.6"
"2022-07-08T00:00:00.000","10 to 19","32","0.1"
"2022-07-08T00:00:00.000","30 to 39","728","1.3"
"2022-07-08T00:00:00.000","20 to 29","240","0.4"
"2022-07-08T00:00:00.000","60 to 69","10235","18.1"
"2022-07-07T00:00:00.000","Unknown","9","0"
"2022-07-07T00:00:00.000","Statewide Total","56664","100"
"2022-07-07T00:00:00.000","0 to 9","32","0.1"
"2022-07-07T00:00:00.000","60 to 69","10231","18.1"
"2022-07-07T00:00:00.000","80 to 89","15124","26.6"
"2022-07-07T00:00:00.000","70 to 79","14633","25.8"
"2022-07-07T00:00:00.000","10 to 19","32","0.1"
"2022-07-07T00:00:00.000","90 and Over","9025","15.9"
"2022-07-07T00:00:00.000","20 to 29","240","0.4"
"2022-07-07T00:00:00.000","30 to 39","728","1.3"
"2022-07-07T00:00:00.000","40 to 49","1753","3.1"
"2022-07-07T00:00:00.000","50 to 59","4857","8.6"
"2022-07-06T00:00:00.000","0 to 9","32","0.1"
"2022-07-06T00:00:00.000","90 and Over","9022","15.9"
"2022-07-06T00:00:00.000","80 to 89","15122","26.6"
"2022-07-06T00:00:00.000","Unknown","9","0"
"2022-07-06T00:00:00.000","Statewide Total","56652","100"
"2022-07-06T00:00:00.000","60 to 69","10229","18.1"
"2022-07-06T00:00:00.000","70 to 79","14629","25.8"
"2022-07-06T00:00:00.000","10 to 19","32","0.1"
"2022-07-06T00:00:00.000","40 to 49","1753","3.1"
"2022-07-06T00:00:00.000","50 to 59","4857","8.6"
"2022-07-06T00:00:00.000","30 to 39","727","1.3"
"2022-07-06T00:00:00.000","20 to 29","240","0.4"
"2022-07-05T00:00:00.000","60 to 69","10226","18.1"
"2022-07-05T00:00:00.000","0 to 9","32","0.1"
"2022-07-05T00:00:00.000","70 to 79","14624","25.8"
"2022-07-05T00:00:00.000","80 to 89","15118","26.6"
"2022-07-05T00:00:00.000","40 to 49","1752","3.1"
"2022-07-05T00:00:00.000","50 to 59","4857","8.6"
"2022-07-05T00:00:00.000","90 and Over","9019","15.9"
"2022-07-05T00:00:00.000","10 to 19","32","0.1"
"2022-07-05T00:00:00.000","20 to 29","240","0.4"
"2022-07-05T00:00:00.000","Unknown","9","0"
"2022-07-05T00:00:00.000","30 to 39","727","1.3"
"2022-07-05T00:00:00.000","Statewide Total","56636","100"
"2022-07-01T00:00:00.000","40 to 49","1752","3.1"
"2022-07-01T00:00:00.000","20 to 29","239","0.4"
"2022-07-01T00:00:00.000","10 to 19","32","0.1"
"2022-07-01T00:00:00.000","Unknown","9","0"
"2022-07-01T00:00:00.000","90 and Over","9011","15.9"
"2022-07-01T00:00:00.000","50 to 59","4854","8.6"
"2022-07-01T00:00:00.000","30 to 39","725","1.3"
"2022-07-01T00:00:00.000","60 to 69","10222","18.1"
"2022-07-01T00:00:00.000","0 to 9","32","0.1"
"2022-07-01T00:00:00.000","70 to 79","14613","25.8"
"2022-07-01T00:00:00.000","80 to 89","15096","26.6"
"2022-07-01T00:00:00.000","Statewide Total","56585","100"
"2022-06-30T00:00:00.000","0 to 9","32","0.1"
