"county","fips","year","zip","tests","less_than_5_mcg_dl","_5_10_mcg_dl","_10to15","_15","total_eblls","percent","rate_per_1_000","zip_code_location","county_location"
"Albany","1","2020","12202","128","114","10",,,,,,"
,  
(42.639674, -73.769661)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12203","198","188","9",,,,,,"
,  
(42.69156, -73.82784)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12204","94",,,"0","0","0","0.0","0","
,  
(42.67698, -73.73748)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12205","256","249","6",,,,,,"
,  
(42.714746, -73.821155)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12206","266","206","39","7","14","21","0.079","79","
,  
(42.67297, -73.77601)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12207","29",,,,,,,,"
,  
(42.652365, -73.754418)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12208","200","171","22",,,"7","0.035","35","
,  
(42.652812, -73.807109)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12209","152","132","13",,,"7","0.046","46","
,  
(42.641762, -73.788358)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12210","140","120","15",,,,,,"
,  
(42.654387, -73.75738)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12211","101",,,,,,,,"
,  
(42.707382, -73.772002)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12303","99","99","0","0","0","0","0.0","0","
,  
(42.783122, -73.938595)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12304","20","20","0","0","0","0","0.0","0","
,  
(42.780295, -73.909969)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12306","9","9","0","0","0","0","0.0","0","
,  
(42.792392, -73.984961)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12309","51",,,"0","0","0","0.0","0","
,  
(42.79578, -73.86744)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12460","2",,,"0","0","0","0.0","0","
,  
(42.411793, -74.148999)","
,  
(42.588271, -73.974014)"
"Albany","1","2020","12469","1",,,"0","0","0","0.0","0","
,  
(42.4566, -74.22066)","
,  
(42.588271, -73.974014)"
"Allegany","3","2020","14060","2",,,"0","0","0","0.0","0","
,  
(42.43674, -78.30222)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14065","1",,,"0","0","0","0.0","0","
,  
(42.47664, -78.31644)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14437","1",,,"0","0","0","0.0","0","
,  
(42.572707, -77.731377)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14708","1",,,"0","0","0","0.0","0","
,  
(42.013652, -78.025114)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14709","8",,,"0","0","0","0.0","0","
,  
(42.310729, -78.024817)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14711","19",,,,,,,,"
,  
(42.341095, -78.119974)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14714","6","6","0","0","0","0","0.0","0","
,  
(42.285552, -78.256921)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14715","24",,,"0","0","0","0.0","0","
,  
(42.075166, -78.157392)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14717","2",,,,,,,,"
,  
(42.372527, -78.210567)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14721","1",,,"0","0","0","0.0","0","
,  
(42.011321, -78.271295)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14727","57",,,,,,,,"
,  
(42.211225, -78.268103)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14735","27",,,,,,,,"
,  
(42.4533, -78.087607)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14739","33",,,"0","0","0","0.0","0","
,  
(42.203341, -78.139046)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14744","14",,,"0","0","0","0.0","0","
,  
(42.416695, -78.167853)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14754","13","12","0",,,,,,"
,  
(42.024649, -78.18395)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14770","8","8","0","0","0","0","0.0","0","
,  
(42.037594, -78.334611)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14777","9","9","0","0","0","0","0.0","0","
,  
(42.387916, -78.242115)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14802","2",,,"0","0","0","0.0","0","
,  
(42.255151, -77.785384)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14803","8",,,"0","0","0","0.0","0","
,  
(42.256785, -77.788411)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14804","10","10","0","0","0","0","0.0","0","
,  
(42.327793, -77.824559)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14806","17","17","0","0","0","0","0.0","0","
,  
(42.155375, -77.804776)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14807","2",,,"0","0","0","0.0","0","
,  
(42.427575, -77.668725)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14813","26",,,"0","0","0","0.0","0","
,  
(42.230607, -78.017742)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14822","3",,,"0","0","0","0.0","0","
,  
(42.453413, -77.787943)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14843","2",,,"0","0","0","0.0","0","
,  
(42.328714, -77.656438)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14880","23","23","0","0","0","0","0.0","0","
,  
(42.166475, -77.984285)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14884","2",,,"0","0","0","0.0","0","
,  
(42.454043, -77.895389)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14895","116",,,,,,,,"
,  
(42.11197, -77.945146)","
,  
(42.247894, -78.026176)"
"Allegany","3","2020","14897","5",,,"0","0","0","0.0","0","
,  
(42.035503, -77.777158)","
,  
(42.247894, -78.026176)"
"Broome","7","2020","13730","2",,,"0","0","0","0.0","0","
,  
(42.20964, -75.49026)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13736","3",,,"0","0","0","0.0","0","
,  
(42.3138, -76.19064)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13744","12","12","0","0","0","0","0.0","0","
,  
(42.225902, -75.928088)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13746","8","8","0","0","0","0","0.0","0","
,  
(42.26958, -75.83958)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13748","24","24","0","0","0","0","0.0","0","
,  
(42.074345, -75.819022)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13754","13","13","0","0","0","0","0.0","0","
,  
(42.0639, -75.44922)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13760","294","286","6",,,,,,"
,  
(42.141, -76.07526)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13777","9","9","0","0","0","0","0.0","0","
,  
(42.239707, -76.010116)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13778","1",,,"0","0","0","0.0","0","
,  
(42.331969, -75.768267)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13787","23","23","0","0","0","0","0.0","0","
,  
(42.1893, -75.68478)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13790","113",,,"0","0","0","0.0","0","
,  
(42.120267, -75.972895)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13795","25",,,"0","0","0","0.0","0","
,  
(42.067223, -75.796242)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13797","21",,,"0","0","0","0.0","0","
,  
(42.334546, -76.047179)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13802","6","6","0","0","0","0","0.0","0","
,  
(42.202719, -76.056278)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13803","1",,,"0","0","0","0.0","0","
,  
(42.465051, -76.017549)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13811","2",,,"0","0","0","0.0","0","
,  
(42.23238, -76.17642)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13813","3",,,"0","0","0","0.0","0","
,  
(42.15474, -75.54276)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13833","29","29","0","0","0","0","0.0","0","
,  
(42.20052, -75.77346)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13835","3",,,"0","0","0","0.0","0","
,  
(42.409488, -76.227768)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13850","137","137","0","0","0","0","0.0","0","
,  
(42.05556, -76.02456)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13862","34",,,"0","0","0","0.0","0","
,  
(42.35784, -75.93816)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13865","52","52","0","0","0","0","0.0","0","
,  
(42.06402, -75.64038)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13901","165","153","8",,,,,,"
,  
(42.15666, -75.89052)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13903","152",,,,,,,,"
,  
(42.0975, -75.89424)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13904","69","68","0",,,,,,"
,  
(42.12906, -75.82182)","
,  
(42.161977, -75.830291)"
"Broome","7","2020","13905","215","202","13","0","0","0","0.0","0","
,  
(42.16062, -75.93648)","
,  
(42.161977, -75.830291)"
"Cattaraugus","9","2020","14009","4",,,"0","0","0","0.0","0","
,  
(42.569872, -78.406548)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14030","1",,,"0","0","0","0.0","0","
,  
(42.570274, -78.505479)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14042","50","49","0",,,,,,"
,  
(42.471072, -78.516154)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14060","1",,,"0","0","0","0.0","0","
,  
(42.43674, -78.30222)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14065","13",,,"0","0","0","0.0","0","
,  
(42.47664, -78.31644)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14070","21",,,,,,,,"
,  
(42.45302, -78.939188)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14081","2",,,"0","0","0","0.0","0","
,  
(42.556143, -79.122894)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14101","14","14","0","0","0","0","0.0","0","
,  
(42.407012, -78.51734)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14129","11","11","0","0","0","0","0.0","0","
,  
(42.469663, -79.006594)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14138","9","9","0","0","0","0","0.0","0","
,  
(42.399405, -79.100331)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14141","7","7","0","0","0","0","0.0","0","
,  
(42.521734, -78.704161)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14171","22",,,"0","0","0","0.0","0","
,  
(42.417525, -78.638025)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14706","44",,,"0","0","0","0.0","0","
,  
(42.103002, -78.493761)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14719","26",,,,,,,,"
,  
(42.329564, -78.86951)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14726","10","10","0","0","0","0","0.0","0","
,  
(42.238377, -79.060848)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14727","3",,,"0","0","0","0.0","0","
,  
(42.211225, -78.268103)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14729","11",,,"0","0","0","0.0","0","
,  
(42.409324, -78.725794)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14731","17","17","0","0","0","0","0.0","0","
,  
(42.292555, -78.658909)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14737","45",,,"0","0","0","0.0","0","
,  
(42.333354, -78.431625)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14738","1",,,"0","0","0","0.0","0","
,  
(42.053607, -79.134602)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14741","14",,,,,,,,"
,  
(42.21258, -78.5907)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14743","19",,,"0","0","0","0.0","0","
,  
(42.20112, -78.4098)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14747","3",,,"0","0","0","0.0","0","
,  
(42.155243, -79.101242)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14748","10","10","0","0","0","0","0.0","0","
,  
(42.149646, -78.639987)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14753","7","7","0","0","0","0","0.0","0","
,  
(42.035199, -78.640416)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14755","27",,,"0","0","0","0.0","0","
,  
(42.248809, -78.800866)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14760","217","200","12",,,,,,"
,  
(42.081747, -78.426015)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14770","20","20","0","0","0","0","0.0","0","
,  
(42.037594, -78.334611)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14772","42",,,,,,,,"
,  
(42.146804, -78.981588)","
,  
(42.244853, -78.681006)"
"Cattaraugus","9","2020","14779","102","89","6",,,"7","0.069","69","
,  
(42.210897, -78.746912)","
,  
(42.244853, -78.681006)"
"Cayuga","11","2020","13021","372","349","16",,,"7","0.019","19","
,  
(42.920644, -76.559964)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13026","14",,,"0","0","0","0.0","0","
,  
(42.743286, -76.652204)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13033","42","41","0",,,,,,"
,  
(43.193419, -76.565257)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13034","16","16","0","0","0","0","0.0","0","
,  
(42.927604, -76.720691)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13045","1",,,"0","0","0","0.0","0","
,  
(42.60276, -76.17186)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13071","10",,,"0","0","0","0.0","0","
,  
(42.673961, -76.541497)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13073","2",,,"0","0","0","0.0","0","
,  
(42.585725, -76.393025)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13080","4",,,"0","0","0","0.0","0","
,  
(43.09332, -76.46556)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13081","6","6","0","0","0","0","0.0","0","
,  
(42.662592, -76.62677)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13092","28",,,,,,,,"
,  
(42.65898, -76.42404)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13111","9","9","0","0","0","0","0.0","0","
,  
(43.27008, -76.6224)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13118","42",,,"0","0","0","0.0","0","
,  
(42.73044, -76.3806)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13140","47","46","0",,,,,,"
,  
(43.05276, -76.65528)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13143","10",,,"0","0","0","0.0","0","
,  
(43.235287, -76.731148)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13147","13",,,"0","0","0","0.0","0","
,  
(42.78444, -76.56684)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13152","1",,,"0","0","0","0.0","0","
,  
(42.88434, -76.35126)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13156","14","14","0","0","0","0","0.0","0","
,  
(43.317187, -76.70096)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13160","25",,,"0","0","0","0.0","0","
,  
(42.842257, -76.688186)","
,  
(43.008546, -76.574587)"
"Cayuga","11","2020","13166","45",,,,,,,,"
,  
(43.055291, -76.559355)","
,  
(43.008546, -76.574587)"
"Chautauqua","13","2020","14048","129","121","7",,,,,,"
,  
(42.479473, -79.328465)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14062","13",,,"0","0","0","0.0","0","
,  
(42.452584, -79.157422)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14063","80",,,"0","0","0","0.0","0","
,  
(42.425716, -79.34028)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14081","4",,,"0","0","0","0.0","0","
,  
(42.556143, -79.122894)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14136","24","23","0",,,,,,"
,  
(42.53635, -79.168058)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14138","1",,,"0","0","0","0.0","0","
,  
(42.399405, -79.100331)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14701","459","399","38","13","9","22","0.048","48","
,  
(42.094174, -79.251081)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14710","27","26","0",,,,,,"
,  
(42.078716, -79.373737)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14712","18",,,"0","0","0","0.0","0","
,  
(42.152037, -79.357012)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14716","18","18","0","0","0","0","0.0","0","
,  
(42.38762, -79.43515)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14718","17","17","0","0","0","0","0.0","0","
,  
(42.348088, -79.292917)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14723","11","11","0","0","0","0","0.0","0","
,  
(42.311195, -79.141523)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14724","18","17","0",,,,,,"
,  
(42.052487, -79.669917)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14726","6","6","0","0","0","0","0.0","0","
,  
(42.238377, -79.060848)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14728","5",,,"0","0","0","0.0","0","
,  
(42.241482, -79.401184)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14733","36",,,"0","0","0","0.0","0","
,  
(42.128136, -79.190161)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14738","26",,,"0","0","0","0.0","0","
,  
(42.053607, -79.134602)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14740","19",,,"0","0","0","0.0","0","
,  
(42.198621, -79.226713)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14747","29","27","0",,,,,,"
,  
(42.155243, -79.101242)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14750","46",,,,,,,,"
,  
(42.10072, -79.322878)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14757","27","27","0","0","0","0","0.0","0","
,  
(42.250678, -79.500191)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14767","18",,,"0","0","0","0.0","0","
,  
(42.063643, -79.499075)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14769","3",,,"0","0","0","0.0","0","
,  
(42.377963, -79.471958)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14775","24",,,,,,,,"
,  
(42.26458, -79.707146)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14781","18","17","0",,,,,,"
,  
(42.158808, -79.597595)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14782","24",,,"0","0","0","0.0","0","
,  
(42.275424, -79.244039)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14784","9",,,"0","0","0","0.0","0","
,  
(42.325907, -79.365843)","
,  
(42.304216, -79.407595)"
"Chautauqua","13","2020","14787","21","21","0","0","0","0","0.0","0","
,  
(42.324371, -79.570661)","
,  
(42.304216, -79.407595)"
"Chemung","15","2020","14812","18","18","0","0","0","0","0.0","0","
,  
(42.307691, -76.988302)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14814","16",,,"0","0","0","0.0","0","
,  
(42.145843, -76.947025)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14816","4",,,"0","0","0","0.0","0","
,  
(42.172988, -76.730149)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14824","1",,,"0","0","0","0.0","0","
,  
(42.276635, -76.70193)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14825","4",,,"0","0","0","0.0","0","
,  
(42.046766, -76.61945)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14830","4",,,"0","0","0","0.0","0","
,  
(42.14317, -77.052149)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14838","17",,,"0","0","0","0.0","0","
,  
(42.19726, -76.684904)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14845","236",,,"0","0","0","0.0","0","
,  
(42.180601, -76.841295)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14859","3",,,"0","0","0","0.0","0","
,  
(42.090387, -76.579355)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14861","9",,,"0","0","0","0.0","0","
,  
(42.136889, -76.727834)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14864","8",,,"0","0","0","0.0","0","
,  
(42.2671, -76.840236)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14871","36",,,"0","0","0","0.0","0","
,  
(42.050672, -76.866098)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14872","10","10","0","0","0","0","0.0","0","
,  
(42.227341, -76.852554)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14889","12","12","0","0","0","0","0.0","0","
,  
(42.215462, -76.579551)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14892","5",,,"0","0","0","0.0","0","
,  
(42.015892, -76.533539)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14894","14",,,"0","0","0","0.0","0","
,  
(42.010247, -76.730286)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14901","186","164","18",,,,,,"
,  
(42.098491, -76.808792)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14903","76",,,"0","0","0","0.0","0","
,  
(42.12774, -76.86966)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14904","231","208","17",,,"6","0.026","26","
,  
(42.07222, -76.805797)","
,  
(42.155281, -76.747179)"
"Chemung","15","2020","14905","115",,,,,,,,"
,  
(42.090047, -76.839445)","
,  
(42.155281, -76.747179)"
"Chenango","17","2020","13040","1",,,"0","0","0","0.0","0","
,  
(42.562547, -75.928525)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13052","2",,,"0","0","0","0.0","0","
,  
(42.7602, -75.89232)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13072","1",,,"0","0","0","0.0","0","
,  
(42.763862, -75.753162)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13124","2",,,"0","0","0","0.0","0","
,  
(42.638277, -75.820988)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13136","3",,,"0","0","0","0.0","0","
,  
(42.6154, -75.853885)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13155","3",,,"0","0","0","0.0","0","
,  
(42.665692, -75.760212)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13332","2",,,"0","0","0","0.0","0","
,  
(42.742625, -75.566682)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13411","21","20","0",,,,,,"
,  
(42.624636, -75.330038)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13460","33","32","0",,,,,,"
,  
(42.68097, -75.49917)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13464","8","8","0","0","0","0","0.0","0","
,  
(42.691125, -75.632663)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13730","17","17","0","0","0","0","0.0","0","
,  
(42.20964, -75.49026)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13733","32",,,,,,,,"
,  
(42.30444, -75.48018)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13746","5",,,"0","0","0","0.0","0","
,  
(42.26958, -75.83958)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13778","54",,,,,,,,"
,  
(42.331969, -75.768267)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13780","4",,,"0","0","0","0.0","0","
,  
(42.405278, -75.4625)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13787","2",,,"0","0","0","0.0","0","
,  
(42.1893, -75.68478)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13801","5",,,"0","0","0","0.0","0","
,  
(42.517672, -75.776919)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13809","13",,,"0","0","0","0.0","0","
,  
(42.406126, -75.409032)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13815","108","101","7","0","0","0","0.0","0","
,  
(42.530787, -75.524876)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13830","26",,,,,,,,"
,  
(42.4425, -75.62328)","
,  
(42.489732, -75.604905)"
