"test_date","age_group","positive_cases","total_tests"
"2020-03-14T00:00:00.000","5 to 19","6","149"
"2020-03-14T00:00:00.000","55 to 64","14","164"
"2020-03-14T00:00:00.000","65 to 74","21","112"
"2020-03-14T00:00:00.000","75 to 84","9","68"
"2020-03-14T00:00:00.000","85 +","4","47"
"2020-03-14T00:00:00.000","< 1","1","10"
"2020-03-15T00:00:00.000","1 to 4","1","42"
"2020-03-15T00:00:00.000","20 to 24","12","114"
"2020-03-15T00:00:00.000","25 to 34","61","330"
"2020-03-15T00:00:00.000","35 to 44","51","313"
"2020-03-15T00:00:00.000","45 to 54","48","315"
"2020-03-15T00:00:00.000","5 to 19","16","163"
"2020-03-15T00:00:00.000","55 to 64","44","262"
"2020-03-15T00:00:00.000","65 to 74","38","210"
"2020-03-15T00:00:00.000","75 to 84","14","104"
"2020-03-15T00:00:00.000","85 +","9","74"
"2020-03-15T00:00:00.000","< 1","0","9"
"2020-03-16T00:00:00.000","1 to 4","3","96"
"2020-03-16T00:00:00.000","20 to 24","21","147"
"2020-03-16T00:00:00.000","25 to 34","56","379"
"2020-03-16T00:00:00.000","35 to 44","71","471"
"2020-03-16T00:00:00.000","45 to 54","60","410"
"2020-03-16T00:00:00.000","5 to 19","23","360"
"2020-03-16T00:00:00.000","55 to 64","81","456"
"2020-03-16T00:00:00.000","65 to 74","53","265"
"2020-03-16T00:00:00.000","75 to 84","38","154"
"2020-03-16T00:00:00.000","85 +","24","144"
"2020-03-16T00:00:00.000","< 1","2","25"
"2020-03-17T00:00:00.000","1 to 4","2","132"
"2020-03-17T00:00:00.000","20 to 24","56","253"
"2020-03-17T00:00:00.000","25 to 34","188","773"
"2020-03-17T00:00:00.000","35 to 44","175","753"
"2020-03-17T00:00:00.000","45 to 54","158","654"
"2020-03-17T00:00:00.000","5 to 19","34","426"
"2020-03-17T00:00:00.000","55 to 64","163","669"
"2020-03-17T00:00:00.000","65 to 74","126","448"
"2020-03-17T00:00:00.000","75 to 84","73","260"
"2020-03-17T00:00:00.000","85 +","33","161"
"2020-03-17T00:00:00.000","< 1","1","24"
"2020-03-18T00:00:00.000","1 to 4","7","199"
"2020-03-18T00:00:00.000","20 to 24","95","442"
"2020-03-18T00:00:00.000","25 to 34","337","1426"
"2020-03-18T00:00:00.000","35 to 44","319","1285"
"2020-03-18T00:00:00.000","45 to 54","321","1184"
"2020-03-18T00:00:00.000","5 to 19","48","541"
"2020-03-18T00:00:00.000","55 to 64","289","1204"
"2020-03-18T00:00:00.000","65 to 74","191","744"
"2020-03-18T00:00:00.000","75 to 84","98","400"
"2020-03-18T00:00:00.000","85 +","60","230"
"2020-03-18T00:00:00.000","< 1","4","43"
"2020-03-19T00:00:00.000","1 to 4","7","192"
"2020-03-19T00:00:00.000","20 to 24","143","589"
"2020-03-19T00:00:00.000","25 to 34","602","2032"
"2020-03-19T00:00:00.000","35 to 44","560","1746"
"2020-03-19T00:00:00.000","45 to 54","542","1637"
"2020-03-19T00:00:00.000","5 to 19","110","641"
"2020-03-19T00:00:00.000","55 to 64","473","1551"
"2020-03-19T00:00:00.000","65 to 74","320","976"
"2020-03-19T00:00:00.000","75 to 84","122","447"
"2020-03-19T00:00:00.000","85 +","65","253"
"2020-03-19T00:00:00.000","< 1","6","60"
"2020-03-20T00:00:00.000","1 to 4","10","249"
"2020-03-20T00:00:00.000","20 to 24","207","905"
"2020-03-20T00:00:00.000","25 to 34","656","2519"
"2020-03-20T00:00:00.000","35 to 44","586","2256"
"2020-03-20T00:00:00.000","45 to 54","586","2153"
"2020-03-20T00:00:00.000","5 to 19","118","915"
"2020-03-20T00:00:00.000","55 to 64","561","2092"
"2020-03-20T00:00:00.000","65 to 74","321","1130"
"2020-03-20T00:00:00.000","75 to 84","134","522"
"2020-03-20T00:00:00.000","85 +","64","278"
"2020-03-20T00:00:00.000","< 1","11","68"
"2020-03-21T00:00:00.000","1 to 4","20","311"
"2020-03-21T00:00:00.000","20 to 24","267","998"
"2020-03-21T00:00:00.000","25 to 34","999","3229"
"2020-03-21T00:00:00.000","35 to 44","912","2924"
"2020-03-21T00:00:00.000","45 to 54","824","2628"
"2020-03-21T00:00:00.000","5 to 19","170","1000"
"2020-03-21T00:00:00.000","55 to 64","833","2514"
"2020-03-21T00:00:00.000","65 to 74","465","1364"
"2020-03-21T00:00:00.000","75 to 84","210","623"
"2020-03-21T00:00:00.000","85 +","99","348"
"2020-03-21T00:00:00.000","< 1","13","90"
"2020-03-22T00:00:00.000","1 to 4","11","332"
"2020-03-22T00:00:00.000","20 to 24","325","1056"
"2020-03-22T00:00:00.000","25 to 34","1136","3334"
"2020-03-22T00:00:00.000","35 to 44","1092","3123"
"2020-03-22T00:00:00.000","45 to 54","1111","2930"
"2020-03-22T00:00:00.000","5 to 19","157","913"
"2020-03-22T00:00:00.000","55 to 64","948","2644"
"2020-03-22T00:00:00.000","65 to 74","542","1416"
"2020-03-22T00:00:00.000","75 to 84","231","600"
"2020-03-22T00:00:00.000","85 +","141","376"
"2020-03-22T00:00:00.000","< 1","13","88"
"2020-03-23T00:00:00.000","1 to 4","9","211"
"2020-03-23T00:00:00.000","20 to 24","226","756"
"2020-03-23T00:00:00.000","25 to 34","906","2552"
"2020-03-23T00:00:00.000","35 to 44","925","2428"
"2020-03-23T00:00:00.000","45 to 54","878","2198"
"2020-03-23T00:00:00.000","5 to 19","161","685"
"2020-03-23T00:00:00.000","55 to 64","865","2098"
"2020-03-23T00:00:00.000","65 to 74","472","1134"
"2020-03-23T00:00:00.000","75 to 84","209","498"
"2020-03-23T00:00:00.000","85 +","128","323"
"2020-03-23T00:00:00.000","< 1","11","69"
"2020-03-24T00:00:00.000","1 to 4","13","155"
"2020-03-24T00:00:00.000","20 to 24","267","673"
"2020-03-24T00:00:00.000","25 to 34","936","2349"
"2020-03-24T00:00:00.000","35 to 44","997","2347"
"2020-03-24T00:00:00.000","45 to 54","927","2017"
"2020-03-24T00:00:00.000","5 to 19","151","544"
"2020-03-24T00:00:00.000","55 to 64","886","1996"
"2020-03-24T00:00:00.000","65 to 74","522","1087"
"2020-03-24T00:00:00.000","75 to 84","281","552"
"2020-03-24T00:00:00.000","85 +","152","361"
"2020-03-24T00:00:00.000","< 1","13","61"
"2020-03-25T00:00:00.000","1 to 4","11","315"
"2020-03-25T00:00:00.000","20 to 24","275","969"
"2020-03-25T00:00:00.000","25 to 34","1186","3506"
"2020-03-25T00:00:00.000","35 to 44","1246","3481"
"2020-03-25T00:00:00.000","45 to 54","1215","3247"
"2020-03-25T00:00:00.000","5 to 19","159","1155"
"2020-03-25T00:00:00.000","55 to 64","1091","2965"
"2020-03-25T00:00:00.000","65 to 74","736","1722"
"2020-03-25T00:00:00.000","75 to 84","335","770"
"2020-03-25T00:00:00.000","85 +","176","400"
"2020-03-25T00:00:00.000","< 1","18","121"
"2020-03-26T00:00:00.000","1 to 4","6","157"
"2020-03-26T00:00:00.000","20 to 24","355","829"
"2020-03-26T00:00:00.000","25 to 34","1390","3225"
"2020-03-26T00:00:00.000","35 to 44","1386","3089"
"2020-03-26T00:00:00.000","45 to 54","1306","2858"
"2020-03-26T00:00:00.000","5 to 19","216","643"
"2020-03-26T00:00:00.000","55 to 64","1309","2656"
"2020-03-26T00:00:00.000","65 to 74","774","1558"
"2020-03-26T00:00:00.000","75 to 84","407","750"
"2020-03-26T00:00:00.000","85 +","218","456"
"2020-03-26T00:00:00.000","< 1","12","94"
"2020-03-27T00:00:00.000","1 to 4","14","198"
"2020-03-27T00:00:00.000","20 to 24","358","975"
"2020-03-27T00:00:00.000","25 to 34","1346","3312"
"2020-03-27T00:00:00.000","35 to 44","1419","3338"
"2020-03-27T00:00:00.000","45 to 54","1428","3026"
"2020-03-27T00:00:00.000","5 to 19","189","668"
"2020-03-27T00:00:00.000","55 to 64","1374","2774"
"2020-03-27T00:00:00.000","65 to 74","860","1674"
"2020-03-27T00:00:00.000","75 to 84","401","811"
"2020-03-27T00:00:00.000","85 +","277","541"
"2020-03-27T00:00:00.000","< 1","15","127"
"2020-03-28T00:00:00.000","1 to 4","24","171"
"2020-03-28T00:00:00.000","20 to 24","315","849"
"2020-03-28T00:00:00.000","25 to 34","1262","3099"
"2020-03-28T00:00:00.000","35 to 44","1304","3100"
"2020-03-28T00:00:00.000","45 to 54","1283","2802"
"2020-03-28T00:00:00.000","5 to 19","144","577"
"2020-03-28T00:00:00.000","55 to 64","1379","2802"
"2020-03-28T00:00:00.000","65 to 74","789","1585"
"2020-03-28T00:00:00.000","75 to 84","428","821"
"2020-03-28T00:00:00.000","85 +","252","515"
"2020-03-28T00:00:00.000","< 1","15","80"
"2020-03-29T00:00:00.000","1 to 4","16","140"
"2020-03-29T00:00:00.000","20 to 24","308","689"
"2020-03-29T00:00:00.000","25 to 34","1127","2443"
"2020-03-29T00:00:00.000","35 to 44","1206","2520"
"2020-03-29T00:00:00.000","45 to 54","1303","2495"
"2020-03-29T00:00:00.000","5 to 19","145","469"
"2020-03-29T00:00:00.000","55 to 64","1323","2473"
"2020-03-29T00:00:00.000","65 to 74","834","1506"
"2020-03-29T00:00:00.000","75 to 84","435","770"
"2020-03-29T00:00:00.000","85 +","269","509"
"2020-03-29T00:00:00.000","< 1","18","101"
"2020-03-30T00:00:00.000","1 to 4","20","188"
"2020-03-30T00:00:00.000","20 to 24","380","886"
"2020-03-30T00:00:00.000","25 to 34","1519","3425"
"2020-03-30T00:00:00.000","35 to 44","1648","3376"
"2020-03-30T00:00:00.000","45 to 54","1791","3277"
"2020-03-30T00:00:00.000","5 to 19","262","770"
"2020-03-30T00:00:00.000","55 to 64","1694","3143"
"2020-03-30T00:00:00.000","65 to 74","1090","1919"
"2020-03-30T00:00:00.000","75 to 84","538","913"
"2020-03-30T00:00:00.000","85 +","338","613"
"2020-03-30T00:00:00.000","< 1","18","138"
"2020-03-31T00:00:00.000","1 to 4","12","118"
"2020-03-31T00:00:00.000","20 to 24","293","689"
"2020-03-31T00:00:00.000","25 to 34","1277","2843"
"2020-03-31T00:00:00.000","35 to 44","1388","2902"
"2020-03-31T00:00:00.000","45 to 54","1504","2775"
"2020-03-31T00:00:00.000","5 to 19","149","486"
"2020-03-31T00:00:00.000","55 to 64","1507","2719"
"2020-03-31T00:00:00.000","65 to 74","922","1624"
"2020-03-31T00:00:00.000","75 to 84","522","876"
"2020-03-31T00:00:00.000","85 +","326","570"
"2020-03-31T00:00:00.000","< 1","17","99"
"2020-04-01T00:00:00.000","1 to 4","20","130"
"2020-04-01T00:00:00.000","20 to 24","350","875"
"2020-04-01T00:00:00.000","25 to 34","1414","3198"
"2020-04-01T00:00:00.000","35 to 44","1472","3331"
"2020-04-01T00:00:00.000","45 to 54","1595","3208"
"2020-04-01T00:00:00.000","5 to 19","168","560"
"2020-04-01T00:00:00.000","55 to 64","1646","3100"
"2020-04-01T00:00:00.000","65 to 74","1067","1905"
"2020-04-01T00:00:00.000","75 to 84","581","1018"
"2020-04-01T00:00:00.000","85 +","337","593"
"2020-04-01T00:00:00.000","< 1","19","113"
"2020-04-02T00:00:00.000","1 to 4","26","168"
"2020-04-02T00:00:00.000","20 to 24","403","1016"
"2020-04-02T00:00:00.000","25 to 34","1650","3894"
"2020-04-02T00:00:00.000","35 to 44","1738","3799"
"2020-04-02T00:00:00.000","45 to 54","1992","3891"
"2020-04-02T00:00:00.000","5 to 19","228","640"
"2020-04-02T00:00:00.000","55 to 64","2027","3786"
"2020-04-02T00:00:00.000","65 to 74","1221","2178"
"2020-04-02T00:00:00.000","75 to 84","707","1248"
"2020-04-02T00:00:00.000","85 +","462","787"
"2020-04-02T00:00:00.000","< 1","28","148"
"2020-04-03T00:00:00.000","1 to 4","32","174"
"2020-04-03T00:00:00.000","20 to 24","432","1031"
"2020-04-03T00:00:00.000","25 to 34","1535","3960"
"2020-04-03T00:00:00.000","35 to 44","1742","4092"
"2020-04-03T00:00:00.000","45 to 54","2009","4169"
"2020-04-03T00:00:00.000","5 to 19","260","730"
"2020-04-03T00:00:00.000","55 to 64","2213","4202"
"2020-04-03T00:00:00.000","65 to 74","1349","2401"
"2020-04-03T00:00:00.000","75 to 84","766","1319"
"2020-04-03T00:00:00.000","85 +","485","868"
"2020-04-03T00:00:00.000","< 1","18","155"
"2020-04-04T00:00:00.000","1 to 4","20","150"
"2020-04-04T00:00:00.000","20 to 24","353","897"
"2020-04-04T00:00:00.000","25 to 34","1169","3235"
"2020-04-04T00:00:00.000","35 to 44","1337","3285"
"2020-04-04T00:00:00.000","45 to 54","1547","3275"
"2020-04-04T00:00:00.000","5 to 19","202","560"
"2020-04-04T00:00:00.000","55 to 64","1635","3357"
"2020-04-04T00:00:00.000","65 to 74","1046","1949"
"2020-04-04T00:00:00.000","75 to 84","593","1091"
"2020-04-04T00:00:00.000","85 +","397","712"
"2020-04-04T00:00:00.000","< 1","28","148"
"2020-04-05T00:00:00.000","1 to 4","25","133"
"2020-04-05T00:00:00.000","20 to 24","338","833"
"2020-04-05T00:00:00.000","25 to 34","1358","3352"
"2020-04-05T00:00:00.000","35 to 44","1460","3295"
"2020-04-05T00:00:00.000","45 to 54","1634","3330"
"2020-04-05T00:00:00.000","5 to 19","216","599"
"2020-04-05T00:00:00.000","55 to 64","1636","3272"
"2020-04-05T00:00:00.000","65 to 74","991","1844"
"2020-04-05T00:00:00.000","75 to 84","612","1072"
"2020-04-05T00:00:00.000","85 +","365","647"
"2020-04-05T00:00:00.000","< 1","23","154"
"2020-04-06T00:00:00.000","1 to 4","29","177"
"2020-04-06T00:00:00.000","20 to 24","337","938"
"2020-04-06T00:00:00.000","25 to 34","1263","3524"
"2020-04-06T00:00:00.000","35 to 44","1295","3365"
"2020-04-06T00:00:00.000","45 to 54","1561","3447"
"2020-04-06T00:00:00.000","5 to 19","198","664"
"2020-04-06T00:00:00.000","55 to 64","1593","3384"
"2020-04-06T00:00:00.000","65 to 74","959","1898"
"2020-04-06T00:00:00.000","75 to 84","539","1016"
"2020-04-06T00:00:00.000","85 +","387","695"
"2020-04-06T00:00:00.000","< 1","13","139"
"2020-04-07T00:00:00.000","1 to 4","35","197"
"2020-04-07T00:00:00.000","20 to 24","457","1176"
"2020-04-07T00:00:00.000","25 to 34","1688","4575"
"2020-04-07T00:00:00.000","35 to 44","1785","4633"
"2020-04-07T00:00:00.000","45 to 54","1955","4619"
"2020-04-07T00:00:00.000","5 to 19","274","912"
"2020-04-07T00:00:00.000","55 to 64","1990","4433"
"2020-04-07T00:00:00.000","65 to 74","1121","2373"
"2020-04-07T00:00:00.000","75 to 84","616","1187"
"2020-04-07T00:00:00.000","85 +","477","816"
"2020-04-07T00:00:00.000","< 1","55","174"
"2020-04-08T00:00:00.000","1 to 4","42","188"
"2020-04-08T00:00:00.000","20 to 24","451","1271"
"2020-04-08T00:00:00.000","25 to 34","1692","4704"
"2020-04-08T00:00:00.000","35 to 44","1718","4572"
"2020-04-08T00:00:00.000","45 to 54","1961","4829"
"2020-04-08T00:00:00.000","5 to 19","296","1010"
"2020-04-08T00:00:00.000","55 to 64","2007","4722"
"2020-04-08T00:00:00.000","65 to 74","1240","2624"
"2020-04-08T00:00:00.000","75 to 84","685","1380"
"2020-04-08T00:00:00.000","85 +","489","911"
"2020-04-08T00:00:00.000","< 1","40","185"
"2020-04-09T00:00:00.000","1 to 4","33","202"
"2020-04-09T00:00:00.000","20 to 24","450","1224"
"2020-04-09T00:00:00.000","25 to 34","1670","4627"
"2020-04-09T00:00:00.000","35 to 44","1748","4746"
"2020-04-09T00:00:00.000","45 to 54","2012","4896"
"2020-04-09T00:00:00.000","5 to 19","318","958"
"2020-04-09T00:00:00.000","55 to 64","2043","4738"
"2020-04-09T00:00:00.000","65 to 74","1088","2488"
"2020-04-09T00:00:00.000","75 to 84","693","1366"
"2020-04-09T00:00:00.000","85 +","494","935"
"2020-04-09T00:00:00.000","< 1","26","156"
"2020-04-10T00:00:00.000","1 to 4","22","104"
"2020-04-10T00:00:00.000","20 to 24","411","1028"
"2020-04-10T00:00:00.000","25 to 34","1399","3853"
"2020-04-10T00:00:00.000","35 to 44","1492","4046"
"2020-04-10T00:00:00.000","45 to 54","1820","4105"
"2020-04-10T00:00:00.000","5 to 19","229","723"
"2020-04-10T00:00:00.000","55 to 64","2001","4345"
"2020-04-10T00:00:00.000","65 to 74","1224","2360"
"2020-04-10T00:00:00.000","75 to 84","768","1394"
"2020-04-10T00:00:00.000","85 +","560","982"
"2020-04-10T00:00:00.000","< 1","20","155"
"2020-04-11T00:00:00.000","1 to 4","20","118"
"2020-04-11T00:00:00.000","20 to 24","349","987"
"2020-04-11T00:00:00.000","25 to 34","1168","3541"
"2020-04-11T00:00:00.000","35 to 44","1243","3555"
"2020-04-11T00:00:00.000","45 to 54","1512","3712"
"2020-04-11T00:00:00.000","5 to 19","185","607"
"2020-04-11T00:00:00.000","55 to 64","1653","3805"
"2020-04-11T00:00:00.000","65 to 74","1042","2151"
"2020-04-11T00:00:00.000","75 to 84","608","1191"
"2020-04-11T00:00:00.000","85 +","446","799"
"2020-04-11T00:00:00.000","< 1","10","155"
"2020-04-12T00:00:00.000","1 to 4","18","107"
"2020-04-12T00:00:00.000","20 to 24","265","831"
"2020-04-12T00:00:00.000","25 to 34","894","2809"
"2020-04-12T00:00:00.000","35 to 44","1013","3026"
"2020-04-12T00:00:00.000","45 to 54","1193","3098"
"2020-04-12T00:00:00.000","5 to 19","188","631"
"2020-04-12T00:00:00.000","55 to 64","1290","3072"
"2020-04-12T00:00:00.000","65 to 74","729","1645"
"2020-04-12T00:00:00.000","75 to 84","426","853"
"2020-04-12T00:00:00.000","85 +","305","574"
"2020-04-12T00:00:00.000","< 1","16","110"
"2020-04-13T00:00:00.000","1 to 4","21","155"
"2020-04-13T00:00:00.000","20 to 24","343","1030"
"2020-04-13T00:00:00.000","25 to 34","1075","3515"
"2020-04-13T00:00:00.000","35 to 44","1100","3452"
"2020-04-13T00:00:00.000","45 to 54","1297","3720"
"2020-04-13T00:00:00.000","5 to 19","214","834"
"2020-04-13T00:00:00.000","55 to 64","1387","3810"
"2020-04-13T00:00:00.000","65 to 74","829","2131"
"2020-04-13T00:00:00.000","75 to 84","481","1154"
"2020-04-13T00:00:00.000","85 +","418","855"
"2020-04-13T00:00:00.000","< 1","12","130"
"2020-04-14T00:00:00.000","1 to 4","20","130"
"2020-04-14T00:00:00.000","20 to 24","409","1032"
"2020-04-14T00:00:00.000","25 to 34","1552","4340"
"2020-04-14T00:00:00.000","35 to 44","1815","4497"
"2020-04-14T00:00:00.000","45 to 54","2167","4810"
"2020-04-14T00:00:00.000","5 to 19","173","702"
"2020-04-14T00:00:00.000","55 to 64","2353","4992"
"2020-04-14T00:00:00.000","65 to 74","1588","3185"
"2020-04-14T00:00:00.000","75 to 84","926","1813"
"2020-04-14T00:00:00.000","85 +","549","1156"
"2020-04-14T00:00:00.000","< 1","19","212"
"2020-04-15T00:00:00.000","1 to 4","45","175"
"2020-04-15T00:00:00.000","20 to 24","422","1314"
"2020-04-15T00:00:00.000","25 to 34","1330","4286"
"2020-04-15T00:00:00.000","35 to 44","1304","4162"
"2020-04-15T00:00:00.000","45 to 54","1536","4448"
"2020-04-15T00:00:00.000","5 to 19","312","1103"
"2020-04-15T00:00:00.000","55 to 64","1640","4412"
"2020-04-15T00:00:00.000","65 to 74","888","2281"
"2020-04-15T00:00:00.000","75 to 84","550","1285"
"2020-04-15T00:00:00.000","85 +","466","921"
"2020-04-15T00:00:00.000","< 1","12","180"
"2020-04-16T00:00:00.000","1 to 4","23","144"
"2020-04-16T00:00:00.000","20 to 24","330","1129"
"2020-04-16T00:00:00.000","25 to 34","1051","3798"
"2020-04-16T00:00:00.000","35 to 44","1126","3836"
"2020-04-16T00:00:00.000","45 to 54","1378","4070"
"2020-04-16T00:00:00.000","5 to 19","251","920"
"2020-04-16T00:00:00.000","55 to 64","1426","4130"
"2020-04-16T00:00:00.000","65 to 74","784","2255"
"2020-04-16T00:00:00.000","75 to 84","532","1247"
"2020-04-16T00:00:00.000","85 +","440","962"
"2020-04-16T00:00:00.000","< 1","17","153"
"2020-04-17T00:00:00.000","1 to 4","30","207"
"2020-04-17T00:00:00.000","20 to 24","329","1131"
"2020-04-17T00:00:00.000","25 to 34","991","3893"
"2020-04-17T00:00:00.000","35 to 44","1075","3907"
"2020-04-17T00:00:00.000","45 to 54","1310","4208"
"2020-04-17T00:00:00.000","5 to 19","275","1046"
"2020-04-17T00:00:00.000","55 to 64","1320","4237"
"2020-04-17T00:00:00.000","65 to 74","788","2320"
"2020-04-17T00:00:00.000","75 to 84","520","1240"
"2020-04-17T00:00:00.000","85 +","437","982"
"2020-04-17T00:00:00.000","< 1","15","138"
"2020-04-18T00:00:00.000","1 to 4","27","153"
"2020-04-18T00:00:00.000","20 to 24","308","1116"
"2020-04-18T00:00:00.000","25 to 34","860","3442"
"2020-04-18T00:00:00.000","35 to 44","846","3449"
"2020-04-18T00:00:00.000","45 to 54","1099","3767"
"2020-04-18T00:00:00.000","5 to 19","249","1042"
"2020-04-18T00:00:00.000","55 to 64","1156","3887"
"2020-04-18T00:00:00.000","65 to 74","689","2101"
"2020-04-18T00:00:00.000","75 to 84","428","1133"
"2020-04-18T00:00:00.000","85 +","382","826"
"2020-04-18T00:00:00.000","< 1","10","107"
"2020-04-19T00:00:00.000","1 to 4","23","132"
"2020-04-19T00:00:00.000","20 to 24","260","882"
"2020-04-19T00:00:00.000","25 to 34","649","2536"
"2020-04-19T00:00:00.000","35 to 44","742","2703"
