"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","testadministration","testsubject","suppression","count_of_students_expected","countmetstandard","count_of_students_expected_to_test_including_previously_passed","percentmetstandard","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percentmettestedonly","percent_no_score","dataasof"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","ELA","None","902","536","903","59.4%","0.1108647450110","0.2838137472283","0.3403547671840","0.2527716186252","0.6004489337822","0.0121951219512","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","Math","None","892","530","893","59.4%","0.0986547085201","0.2948430493273","0.3161434977578","0.2769058295964","0.6011363636363","0.0134529147982","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","ELPA","ELPA","None","13837","2747","13837","19.9%","0.0549252005492","0.7377321673773","0.1985256919852","0.0000000000000","0.2002916514764","0.0088169400881","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","ELA","None","85482","44751","85482","52.4%","0.2380267190753","0.2209938934512","0.2278608361994","0.2956528859876","0.5328197740180","0.0174656652862","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","Math","None","85589","49268","85589","57.6%","0.1997219268831","0.2070476346259","0.2940097442428","0.2816249751720","0.5859448402174","0.0175957190760","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","ELA","None","839","522","840","62.1%","0.1263408820023","0.2502979737783","0.2777115613825","0.3432657926102","0.6224611708482","0.0023837902264","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","Math","None","841","522","842","62.0%","0.1058263971462","0.2663495838287","0.2936979785969","0.3258026159334","0.6247002398081","0.0083234244946","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","ELPA","ELPA","None","13911","2745","13911","19.7%","0.0553518798073","0.7383365681834","0.1973258572352","0.0000000000000","0.1991150442477","0.0089856947739","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","ELA","None","84201","45470","84203","54.0%","0.2155318820441","0.2249973278227","0.2302347953112","0.3097587914632","0.5507200736425","0.0194772033586","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","Math","None","84258","49394","84263","58.6%","0.1828194355432","0.2112084312468","0.3106767309929","0.2754871940943","0.5980094201406","0.0198082081226","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","ELA","None","809","378","809","46.7%","0.1359703337453","0.3646477132262","0.2731767614338","0.1940667490729","0.4827586206896","0.0321384425216","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","AIM","Math","None","809","362","809","44.7%","0.1050679851668","0.4177997527812","0.2533992583436","0.1940667490729","0.4611464968152","0.0296662546353","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","ELA","None","80458","41581","80458","51.7%","0.2255959631111","0.2377265156976","0.2370180715404","0.2797857267145","0.5272828719613","0.0198737229361","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","03","SBAC","Math","None","80386","45303","80386","56.4%","0.1933794441818","0.2214440325429","0.3131017838927","0.2504664991416","0.5760149525105","0.0216082402408","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","ELA","None","867","481","868","55.4%","0.1407151095732","0.2952710495963","0.4036908881199","0.1499423298731","0.5594405594405","0.0103806228373","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","Math","None","863","498","864","57.6%","0.1181923522595","0.2943221320973","0.3789107763615","0.1969872537659","0.5826494724501","0.0115874855156","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","ELPA","ELPA","None","11145","2418","11145","21.7%","0.0701659937191","0.7032750112157","0.2169582772543","0.0000000000000","0.2190614241710","0.0096007178106","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","ELA","None","85084","48380","85086","56.9%","0.2419843918950","0.1748389826524","0.2345446852522","0.3340463541911","0.5770070250348","0.0145855860091","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","Math","None","85147","46018","85147","54.0%","0.1801942522930","0.2642488872185","0.2726343852396","0.2678191832947","0.5487413696473","0.0151032919539","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","ELA","None","891","485","892","54.4%","0.1391694725028","0.3108866442199","0.4074074074074","0.1358024691358","0.5468926553672","0.0067340067340","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","Math","None","888","503","890","56.5%","0.1092342342342","0.3209459459459","0.3626126126126","0.2015765765765","0.5673839184597","0.0056306306306","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","ELPA","ELPA","None","11268","2527","11268","22.4%","0.0726837060702","0.6890308839190","0.2242634007809","0.0000000000000","0.2274527452745","0.0140220092296","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","ELA","None","86125","49369","86125","57.3%","0.2394891146589","0.1728882438316","0.2400696661828","0.3331552975326","0.5815986334452","0.0143976777939","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","Math","None","86162","46372","86163","53.8%","0.1807989600984","0.2651516910006","0.2741231633434","0.2640607228244","0.5468600742968","0.0158654627329","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","WIDA","WIDA","<4%","NULL","NULL","NULL","<4%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","Math","None","85084","45932","85084","54.0%","0.1735343895444","0.2693926002538","0.2778900850923","0.2619528936110","0.5493075653567","0.0172300314982","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","ELA","None","855","530","857","61.8%","0.1005847953216","0.2631578947368","0.4070175438596","0.2105263157894","0.6293206197854","0.0187134502923","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","Math","None","849","552","851","64.9%","0.0789163722025","0.2567726737338","0.4063604240282","0.2414605418138","0.6586826347305","0.0164899882214","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","ELPA","ELPA","None","11979","2539","11979","21.2%","0.0722931797311","0.7081559395608","0.2119542532765","0.0000000000000","0.2135767160161","0.0075966274313","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","ELA","None","85025","46647","85025","54.9%","0.2526551014407","0.1803940017641","0.2408938547486","0.3077330197000","0.5588675764074","0.0183240223463","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","ELA","None","860","514","860","59.8%","0.1127906976744","0.2883720930232","0.3697674418604","0.2279069767441","0.5983701979045","0.0011627906976","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","Math","None","860","505","860","58.7%","0.0941860465116","0.3093023255813","0.3279069767441","0.2593023255813","0.5927230046948","0.0093023255813","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","ELPA","ELPA","None","12050","2752","12050","22.8%","0.0680497925311","0.6938589211618","0.2283817427385","0.0000000000000","0.2306209670661","0.0097095435684","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","ELA","None","81399","46113","81399","56.7%","0.2316490374574","0.1842897332891","0.2455312718829","0.3209744591456","0.5766287357759","0.0175554982247","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","Math","None","81455","44786","81457","55.0%","0.1578540298324","0.2736480265177","0.2836658277576","0.2661346755877","0.5602762347995","0.0186974403044","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","ELA","None","873","356","873","40.8%","0.0950744558991","0.4593356242840","0.3172966781214","0.0904925544100","0.4238095238095","0.0378006872852","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","AIM","Math","None","864","431","864","49.9%","0.0694444444444","0.4004629629629","0.3055555555555","0.1932870370370","0.5149342891278","0.0312500000000","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","ELA","None","78679","42650","78679","54.2%","0.2463808640170","0.1913725390510","0.2423264149264","0.2997496155263","0.5532350957297","0.0201705664789","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","04","SBAC","Math","None","78719","42157","78719","53.6%","0.1567601214446","0.2855981402202","0.2858395050750","0.2496982939315","0.5476428636381","0.0221039393284","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","ELA","None","841","443","847","52.3%","0.1200951248513","0.3495838287752","0.3769322235434","0.1426872770511","0.5252403846153","0.0107015457788","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Math","None","838","510","845","60.4%","0.1097852028639","0.2780429594272","0.3484486873508","0.2517899761336","0.6074879227053","0.0119331742243","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Science","None","809","248","813","30.5%","0.3226205191594","0.3535228677379","0.2632880098887","0.0383189122373","0.3084702907711","0.0222496909765","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","ELPA","ELPA","None","9265","1419","9265","15.3%","0.0854830005396","0.7501349163518","0.1531570426335","0.0000000000000","0.1548957537386","0.0112250404749","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","ELA","None","86609","52339","86611","60.4%","0.2080499717119","0.1732498931981","0.3083859645071","0.2959045826646","0.6131254319888","0.0144095879181","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","Math","None","86625","41874","86625","48.3%","0.2545454545454","0.2467186147186","0.1904531024531","0.2929408369408","0.4909257175014","0.0153419913419","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","WCAS","Science","None","86651","46060","86654","53.2%","0.2291952776078","0.2219824352863","0.3141337087858","0.2173892972960","0.5408798384066","0.0172992810238","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","ELA","None","799","432","805","53.7%","0.1113892365456","0.3416770963704","0.4017521902377","0.1314142678347","0.5406091370558","0.0137672090112","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Math","None","802","504","808","62.4%","0.1059850374064","0.2581047381546","0.3778054862842","0.2431421446384","0.6303797468354","0.0149625935162","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Science","None","791","237","791","30.0%","0.3185840707964","0.3489254108723","0.2667509481668","0.0328697850821","0.3098039215686","0.0328697850821","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","ELPA","ELPA","None","9597","1861","9597","19.4%","0.0767948317182","0.7144941127435","0.1939147650307","0.0000000000000","0.1968270756213","0.0147962905074","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","ELA","None","85511","50693","85513","59.3%","0.2111424261206","0.1812281460864","0.3126498345242","0.2801510916724","0.6017235853424","0.0148285015962","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","Math","None","85533","41533","85534","48.6%","0.2515637239428","0.2473080565395","0.1956087124267","0.2899582617235","0.4932424407971","0.0155612453672","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","WCAS","Science","None","85563","47183","85563","55.1%","0.2278087491088","0.2036394235826","0.3649007164311","0.1865409113752","0.5610411538781","0.0171101995021","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","WIDA","WIDA","<4%","NULL","NULL","NULL","<4%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","ELA","None","837","544","847","64.2%","0.0812425328554","0.2628434886499","0.4528076463560","0.1851851851851","0.6496350364963","0.0179211469534","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Math","None","834","589","844","69.8%","0.0791366906474","0.2110311750599","0.3884892086330","0.3057553956834","0.7052375152253","0.0155875299760","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Science","None","808","530","819","64.7%","0.1324257425742","0.2017326732673","0.3948019801980","0.2475247524752","0.6577946768060","0.0235148514851","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","ELPA","ELPA","None","10000","1730","10000","17.3%","0.0858000000000","0.7312000000000","0.1730000000000","0.0000000000000","0.1747474747474","0.0100000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","MSPHSPE","Science","None","82613","51952","82614","62.9%","0.1570818152106","0.1928510040792","0.2969266338227","0.3319211262150","0.6424808310660","0.0212194206722","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","ELA","None","82577","48082","82577","58.2%","0.2193467914794","0.1812490160698","0.3100015742882","0.2722670961647","0.5924200980754","0.0171355219976","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","Math","None","82605","39922","82605","48.3%","0.2503843593002","0.2488227104896","0.1953513709823","0.2879365655831","0.4918986187607","0.0175049936444","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","ELA","None","837","523","842","62.1%","0.0908004778972","0.2735961768219","0.4528076463560","0.1660692951015","0.6294046172539","0.0167264038231","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Math","None","837","569","844","67.4%","0.0848267622461","0.2198327359617","0.3727598566308","0.2986857825567","0.6878824969400","0.0238948626045","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Science","None","833","516","834","61.9%","0.1392557022809","0.2004801920768","0.4045618247298","0.2136854741896","0.6453634085213","0.0420168067226","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","ELPA","ELPA","None","9887","1724","9887","17.4%","0.0824314756751","0.7294427025386","0.1743703853545","0.0000000000000","0.1768023792431","0.0137554364316","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","MSPHSPE","Science","None","79690","51659","79699","64.8%","0.1544610365165","0.1759066382231","0.3184966746141","0.3296398544359","0.6623748028264","0.0214957962103","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","ELA","None","79581","47437","79585","59.6%","0.2057274977695","0.1795780399844","0.3217476533343","0.2742865759414","0.6073678549477","0.0186602329701","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","Math","None","79613","38892","79617","48.8%","0.2329142225515","0.2589903658950","0.2026176629444","0.2858452765251","0.4982447149263","0.0196324720837","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","ELA","None","834","343","834","41.1%","0.0815347721822","0.4772182254196","0.3297362110311","0.0815347721822","0.4239802224969","0.0299760191846","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Math","None","832","416","832","50.0%","0.0673076923076","0.4002403846153","0.3185096153846","0.1814903846153","0.5167701863354","0.0324519230769","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","AIM","Science","None","786","316","786","40.2%","0.1704834605597","0.4045801526717","0.3104325699745","0.0916030534351","0.4114583333333","0.0229007633587","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","MSPHSPE","Science","None","78624","49262","78624","62.7%","0.1394485144485","0.2142221204721","0.3436609686609","0.2828907203907","0.6391934500253","0.0197776760276","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","ELA","None","78524","44890","78524","57.2%","0.2147496306861","0.1931001986653","0.3259640364729","0.2457083184758","0.5836236933797","0.0204778156996","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","05","SBAC","Math","None","78538","37485","78538","47.7%","0.2337085232626","0.2670681708217","0.2057984669841","0.2714864142198","0.4879906268306","0.0219384247116","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","ELA","None","802","451","804","56.1%","0.1945137157107","0.2331670822942","0.3790523690773","0.1807980049875","0.5669191919191","0.0124688279301","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","AIM","Math","None","795","438","796","55.0%","0.1572327044025","0.2805031446540","0.2666666666666","0.2830188679245","0.5566878980891","0.0125786163522","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","ELPA","ELPA","None","8135","1281","8135","15.7%","0.0732636754763","0.7567301782421","0.1574677320221","0.0000000000000","0.1594671978090","0.0125384142593","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","ELA","None","85884","48839","85887","56.9%","0.1928182199245","0.2222649154673","0.3374784593172","0.2311489916631","0.5780434396638","0.0162894136276","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","SBAC","Math","None","85915","40231","85917","46.8%","0.2569399988360","0.2573473782226","0.2080428330326","0.2601990339288","0.4765678678892","0.0174707559797","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","06","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
