"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","testadministration","testsubject","suppression","count_of_students_expected","countmetstandard","count_of_students_expected_to_test_including_previously_passed","percentmetstandard","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percentmettestedonly","percent_no_score","dataasof"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","ELPA","ELPA","None","117876","15377","117876","13.0%","0.1165801350571","0.7322016356170","0.1304506430486","0.0000000000000","0.1332172436497","0.0207675862771","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","EOC","Biology","None","3996","787","4126","19.1%","0.2807807807807","0.3701201201201","0.1388888888888","0.0255255255255","0.2016574585635","0.1846846846846","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","MSPHSPE","Science","None","13886","2743","13886","19.8%","0.4577272072591","0.3220509866052","0.1713236353161","0.0262134523980","0.2021221722791","0.0226847184214","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","SBAC","ELA","None","52207","8819","52708","16.7%","0.5437201907790","0.2764571800716","0.1310169134407","0.0283103798341","0.1626610868842","0.0204953358744","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","SBAC","Math","None","53311","9934","53352","18.6%","0.5043236855433","0.2814428541951","0.1338748100767","0.0516966479713","0.1910472548906","0.0286620022134","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","AIM","ELA","None","385","166","385","43.1%","0.1142857142857","0.4077922077922","0.3272727272727","0.1038961038961","0.4523160762942","0.0467532467532","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","AIM","Math","None","382","199","382","52.1%","0.1047120418848","0.3350785340314","0.3193717277486","0.2015706806282","0.5422343324250","0.0392670157068","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","AIM","Science","None","85","36","85","42.4%","0.1764705882352","0.3529411764705","0.2823529411764","0.1411764705882","0.4444444444444","0.0470588235294","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","EOC","Biology","None","3609","615","3764","16.3%","0.3114436131892","0.3663064560820","0.1088944305901","0.0185646993627","0.1582931865106","0.1947908007758","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","MSPHSPE","Science","None","13838","2302","13838","16.6%","0.4505708917473","0.3639976875270","0.1454689984101","0.0208845208845","0.1695889199941","0.0190779014308","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","SBAC","ELA","None","50436","7000","50436","13.9%","0.5501427551748","0.2811285589658","0.1174954397652","0.0212943135855","0.1430732126067","0.0299389325085","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","All Grades","SBAC","Math","None","50910","8642","50910","17.0%","0.5103516008642","0.2856609703398","0.1268513062266","0.0428992339422","0.1757682998759","0.0342368886269","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","ELPA","ELPA","None","17244","1263","17244","7.3%","0.1617374159127","0.7505799118533","0.0732428670842","0.0000000000000","0.0743159752868","0.0144398051496","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","ELPA","ELPA","None","17578","1122","17578","6.4%","0.1765274775287","0.7449652975310","0.0638297872340","0.0000000000000","0.0647806004618","0.0146774377062","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","WIDA","WIDA","<7%","NULL","NULL","NULL","<7%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","ELPA","ELPA","None","17524","1135","17524","6.5%","0.1977858936315","0.7307121661721","0.0647683177356","0.0000000000000","0.0652073997472","0.0067336224606","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","KG","ELPA","ELPA","None","17332","1037","17332","6.0%","0.1875721209323","0.7433071774751","0.0598315255019","0.0000000000000","0.0603925222759","0.0092891760904","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","01","ELPA","ELPA","None","478","32","478","6.7%","0.1087866108786","0.8179916317991","0.0669456066945","0.0000000000000","0.0673684210526","0.0062761506276","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","01","ELPA","ELPA","None","399","30","399","7.5%","0.1278195488721","0.7944862155388","0.0751879699248","0.0000000000000","0.0753768844221","0.0025062656641","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","02","ELPA","ELPA","None","499","104","499","20.8%","0.0380761523046","0.7535070140280","0.2084168336673","0.0000000000000","0.2084168336673","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","02","ELPA","ELPA","None","389","66","389","17.0%","0.0385604113110","0.7917737789203","0.1696658097686","0.0000000000000","0.1696658097686","0.0000000000000","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","ELA","None","712","406","712","57.0%","0.1404494382022","0.2794943820224","0.3469101123595","0.2233146067415","0.5758865248226","0.0098314606741","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","Math","None","708","388","708","54.8%","0.1144067796610","0.3305084745762","0.3177966101694","0.2302259887005","0.5519203413940","0.0070621468926","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","ELA","None","70857","43717","70858","61.7%","0.1668571912443","0.1995568539452","0.2505045373075","0.3664563839846","0.6273913230672","0.0166250335182","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","Math","None","70819","44805","70819","63.3%","0.1607195809034","0.1892853612731","0.3016704556686","0.3309987432751","0.6438240027589","0.0173258588796","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","ELA","None","714","406","715","56.8%","0.1596638655462","0.2689075630252","0.3459383753501","0.2212885154061","0.5696202531645","0.0042016806722","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","Math","None","708","391","709","55.1%","0.1299435028248","0.3177966101694","0.2853107344632","0.2655367231638","0.5516265912305","0.0014124293785","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","ELA","None","72159","44628","72159","61.8%","0.1626685513934","0.2013331670339","0.2523870896215","0.3660804612037","0.6295032019634","0.0175307307473","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","Math","None","72125","45235","72125","62.7%","0.1656707105719","0.1888388214904","0.3029740034662","0.3242010398613","0.6388763346703","0.0183154246100","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","ELA","None","761","454","762","59.6%","0.1077529566360","0.2838370565045","0.3495400788436","0.2457293035479","0.6031957390146","0.0131406044678","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","Math","None","756","447","757","59.0%","0.0992063492063","0.2976190476190","0.3201058201058","0.2698412698412","0.5978552278820","0.0132275132275","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","ELPA","ELPA","None","491","85","491","17.3%","0.0264765784114","0.8004073319755","0.1731160896130","0.0000000000000","0.1731160896130","0.0000000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","ELA","None","72793","42637","72793","58.6%","0.1852925418652","0.2100751445880","0.2453532619894","0.3403761350679","0.5970147163840","0.0189029164892","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","Math","None","72727","45533","72727","62.6%","0.1610131037991","0.1937932267246","0.3068874008277","0.3191936969763","0.6382802753129","0.0191125716721","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","ELA","None","713","434","714","60.8%","0.1276297335203","0.2622720897615","0.2776998597475","0.3295932678821","0.6090014064697","0.0028050490883","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","Math","None","713","439","714","61.5%","0.1093969144460","0.2664796633941","0.3043478260869","0.3099579242636","0.6203966005665","0.0098176718092","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","ELPA","ELPA","None","426","73","426","17.1%","0.0446009389671","0.7840375586854","0.1713615023474","0.0000000000000","0.1713615023474","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","ELA","None","71292","42846","71294","60.1%","0.1671295517028","0.2100936991527","0.2450345059754","0.3559305391909","0.6143654014368","0.0218117039780","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","Math","None","71213","45332","71218","63.7%","0.1470939294791","0.1942482411919","0.3253198152022","0.3111791386404","0.6509226681984","0.0221588754862","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","ELA","None","734","336","734","45.8%","0.1389645776566","0.3705722070844","0.2656675749318","0.1920980926430","0.4732394366197","0.0326975476839","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","AIM","Math","None","734","324","734","44.1%","0.1049046321525","0.4237057220708","0.2520435967302","0.1893732970027","0.4550561797752","0.0299727520435","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","ELA","None","68250","39273","68250","57.5%","0.1788424908424","0.2241611721611","0.2532307692307","0.3221978021978","0.5881128515379","0.0215677655677","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","03","SBAC","Math","None","68086","41805","68086","61.4%","0.1559792027729","0.2061951061892","0.3296125488352","0.2843903298769","0.6289871208473","0.0238228123255","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","ELA","None","672","380","673","56.5%","0.1264880952380","0.2991071428571","0.4107142857142","0.1532738095238","0.5699248120300","0.0104166666666","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","Math","None","669","395","670","59.0%","0.1046337817638","0.2929745889387","0.3841554559043","0.2047832585949","0.5969696969696","0.0134529147982","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","ELA","None","74359","46722","74361","62.8%","0.1886926935542","0.1677268387148","0.2505412929167","0.3777619387027","0.6380508856506","0.0152772361112","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","Math","None","74327","43954","74327","59.1%","0.1411196469654","0.2515371264816","0.2912266067512","0.3001331952049","0.6009652852787","0.0159834245967","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","ELA","None","723","405","724","55.9%","0.1286307053941","0.3042876901798","0.4177040110650","0.1410788381742","0.5634588563458","0.0082987551867","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","Math","None","720","418","722","57.9%","0.0944444444444","0.3208333333333","0.3708333333333","0.2069444444444","0.5818181818181","0.0069444444444","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","ELA","None","75346","47568","75346","63.1%","0.1876011997982","0.1658349481060","0.2555145594988","0.3758129164122","0.6410954473166","0.0152363761845","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","Math","None","75298","44199","75299","58.7%","0.1428856012111","0.2532603787617","0.2917341762065","0.2952402454248","0.5970524268172","0.0168795983957","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","Math","None","74074","43639","74074","58.9%","0.1361881361881","0.2560007560007","0.2958662958662","0.2932607932607","0.6003439262622","0.0186840186840","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","ELA","None","719","434","721","60.2%","0.1029207232267","0.2767732962447","0.4047287899860","0.1961057023643","0.6127659574468","0.0194714881780","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","Math","None","711","452","713","63.4%","0.0801687763713","0.2686357243319","0.4036568213783","0.2292545710267","0.6446991404011","0.0182841068917","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","ELPA","ELPA","None","492","65","492","13.2%","0.0528455284552","0.8150406504065","0.1321138211382","0.0000000000000","0.1321138211382","0.0000000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","ELA","None","74115","44996","74115","60.7%","0.1994602981852","0.1738919247115","0.2584901841732","0.3486203872360","0.6192081687698","0.0195372056938","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","ELA","None","760","462","760","60.8%","0.1144736842105","0.2763157894736","0.3736842105263","0.2342105263157","0.6086956521739","0.0013157894736","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","Math","None","760","457","760","60.1%","0.0947368421052","0.2960526315789","0.3394736842105","0.2618421052631","0.6061007957559","0.0078947368421","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","ELPA","ELPA","None","412","72","412","17.5%","0.0436893203883","0.7815533980582","0.1747572815533","0.0000000000000","0.1747572815533","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","ELA","None","70319","43869","70319","62.4%","0.1815014434221","0.1750878141042","0.2597448769180","0.3641121176353","0.6362990252958","0.0195537479201","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","Math","None","70271","42147","70273","60.0%","0.1249590869633","0.2547850464629","0.3007072618861","0.2990422791763","0.6123056806625","0.0205063255112","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","ELA","None","785","318","785","40.5%","0.1044585987261","0.4522292993630","0.3171974522292","0.0878980891719","0.4211920529801","0.0382165605095","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","AIM","Math","None","778","378","778","48.6%","0.0758354755784","0.4061696658097","0.2956298200514","0.1902313624678","0.5019920318725","0.0321336760925","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","ELA","None","68492","40909","68492","59.7%","0.1978187233545","0.1831600770892","0.2579717339251","0.3393097004029","0.6105547512797","0.0217397652280","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","04","SBAC","Math","None","68451","39895","68451","58.3%","0.1236504945143","0.2695212633854","0.3033849030693","0.2794407678485","0.5971590228715","0.0240025711823","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","ELA","None","666","357","672","53.1%","0.1036036036036","0.3573573573573","0.3828828828828","0.1441441441441","0.5334346504559","0.0120120120120","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Math","None","664","414","671","61.7%","0.0948795180722","0.2801204819277","0.3659638554216","0.2469879518072","0.6204268292682","0.0120481927710","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Science","None","643","200","647","30.9%","0.3188180404354","0.3530326594090","0.2690513219284","0.0357698289269","0.3121019108280","0.0233281493001","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","ELA","None","77705","51278","77707","66.0%","0.1591660768290","0.1662183900649","0.3314329837204","0.3284473328614","0.6697492163009","0.0147352165240","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","Math","None","77655","40879","77655","52.6%","0.2105595261090","0.2471315433648","0.2037730989633","0.3226450325156","0.5349184124782","0.0158907990470","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","WCAS","Science","None","77694","45337","77697","58.4%","0.1809920972018","0.2179190156254","0.3418539398151","0.2416402811027","0.5939444757425","0.0175946662547","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","ELA","None","656","361","662","54.5%","0.1158536585365","0.3307926829268","0.4085365853658","0.1326219512195","0.5478395061728","0.0121951219512","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Math","None","658","414","664","62.3%","0.1079027355623","0.2583586626139","0.3829787234042","0.2370820668693","0.6286594761171","0.0136778115501","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Science","None","647","196","647","30.3%","0.3183925811437","0.3462132921174","0.2658423493044","0.0370942812982","0.3130990415335","0.0324574961360","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","ELA","None","76343","49545","76345","64.9%","0.1628440066541","0.1725632998441","0.3364814062847","0.3124713464233","0.6592635963219","0.0156399407935","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","Math","None","76304","40366","76305","52.9%","0.2081673306772","0.2463566785489","0.2093599287062","0.3196424827007","0.5378629392247","0.0164735793667","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","WCAS","Science","None","76338","46097","76338","60.4%","0.1813644580680","0.1969923236134","0.3956090020697","0.2082449107914","0.6147906108295","0.0177893054573","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","ELA","None","728","481","738","65.2%","0.0769230769230","0.2582417582417","0.4587912087912","0.1881868131868","0.6587412587412","0.0178571428571","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Math","None","727","522","737","70.8%","0.0797799174690","0.2008253094910","0.3892709766162","0.3149931224209","0.7150837988826","0.0151306740027","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Science","None","707","471","718","65.6%","0.1258840169731","0.1994342291371","0.3960396039603","0.2545968882602","0.6666666666666","0.0240452616690","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","ELPA","ELPA","None","473","74","473","15.6%","0.0697674418604","0.7737843551797","0.1564482029598","0.0000000000000","0.1564482029598","0.0000000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","MSPHSPE","Science","None","73516","50315","73517","68.4%","0.1154442570324","0.1786413841884","0.3149382447358","0.3694569889547","0.6994467150443","0.0215191250884","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","ELA","None","73570","46959","73570","63.8%","0.1710887590050","0.1728421911105","0.3341035748266","0.3041864890580","0.6498436245883","0.0177789859997","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","Math","None","73508","38848","73508","52.8%","0.2059639767100","0.2471839799749","0.2098138978070","0.3186727975186","0.5383741234513","0.0183653479893","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","ELA","None","726","450","731","61.6%","0.0936639118457","0.2782369146005","0.4476584022038","0.1652892561983","0.6223776223776","0.0151515151515","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Math","None","726","488","733","66.6%","0.0867768595041","0.2286501377410","0.3719008264462","0.2906336088154","0.6774647887323","0.0220385674931","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Science","None","723","446","724","61.6%","0.1466113416320","0.2047026279391","0.3983402489626","0.2171507607192","0.6366237482117","0.0331950207468","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","ELPA","ELPA","None","380","46","380","12.1%","0.0605263157894","0.8184210526315","0.1210526315789","0.0000000000000","0.1210526315789","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","MSPHSPE","Science","None","70578","49616","70587","70.3%","0.1132647567230","0.1617926265975","0.3350902547536","0.3677774944033","0.7187337003767","0.0220748675224","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","ELA","None","70607","45796","70611","64.9%","0.1618253147704","0.1695582590961","0.3415667001855","0.3069808942456","0.6618297441826","0.0200688317022","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","Math","None","70560","37561","70564","53.2%","0.1905612244897","0.2563775510204","0.2158730158730","0.3163973922902","0.5435717076983","0.0207908163265","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","ELA","None","769","314","769","40.8%","0.0845253576072","0.4811443433029","0.3328998699609","0.0754226267880","0.4192256341789","0.0260078023407","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Math","None","765","375","765","49.0%","0.0679738562091","0.4117647058823","0.3163398692810","0.1738562091503","0.5053908355795","0.0300653594771","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","AIM","Science","None","728","291","728","40.0%","0.1717032967032","0.4079670329670","0.3159340659340","0.0837912087912","0.4081346423562","0.0206043956043","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","MSPHSPE","Science","None","69715","47446","69715","68.1%","0.1031772215448","0.1956250448253","0.3649429821415","0.3156279136484","0.6949045798731","0.0206268378397","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","ELA","None","69697","43563","69697","62.5%","0.1699068826491","0.1831068769100","0.3499146304718","0.2751194456002","0.6390628896680","0.0219521643686","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","05","SBAC","Math","None","69666","36339","69666","52.2%","0.1917291074555","0.2628541899922","0.2205092871702","0.3011081445755","0.5343341959769","0.0237992708064","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","06","AIM","ELA","None","654","367","656","55.9%","0.1896024464831","0.2385321100917","0.3792048929663","0.1788990825688","0.5658914728682","0.0137614678899","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","06","AIM","Math","None","647","349","648","53.9%","0.1545595054095","0.2936630602782","0.2673879443585","0.2704791344667","0.5454545454545","0.0139103554868","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","Non-English Language Learners","06","SBAC","ELA","None","78109","48162","78112","61.7%","0.1504436108515","0.2163643114109","0.3630055435353","0.2535559282541","0.6269886733498","0.0166306059480","2022-02-09T00:00:00.000"
