"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","foster_care","non_foster_care","dataasof"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","7th Grade","1","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","0","0","0","1","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","425","214","0","211","8","3","3","192","0","27","192","88","6","26","332","11","7","11","21","85","337","419","399","93","414","418","414","404","340","0","419","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","59","29","0","30","0","0","1","28","0","4","26","14","0","4","48","2","1","3","2","11","45","59","55","11","57","58","56","57","48","0","59","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","23","16","0","7","0","0","0","12","0","0","11","0","0","1","17","1","0","1","1","1","23","23","22","6","22","23","22","22","22","0","23","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","18","8","0","10","0","0","0","1","0","1","16","0","0","0","10","0","0","1","1","4","18","18","18","8","18","18","17","17","14","0","17","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","26","13","0","13","0","1","0","3","0","3","19","1","1","0","16","0","0","1","0","3","25","25","26","10","26","26","25","26","23","0","25","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","36","15","0","21","1","0","0","8","0","2","25","4","1","1","19","0","0","0","1","8","32","35","35","17","36","36","36","35","28","0","34","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","30","19","0","11","0","0","0","5","0","3","22","1","4","1","20","0","0","1","0","2","29","26","29","10","30","30","29","30","28","0","29","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","22","11","0","11","0","1","0","5","0","2","14","1","0","0","14","0","0","0","2","3","21","22","22","8","22","22","22","20","19","0","21","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","30","13","0","17","0","0","1","4","0","5","20","0","3","1","16","0","0","1","1","3","30","27","29","14","30","30","29","29","27","0","28","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","191","89","0","102","1","3","1","29","0","23","134","7","9","5","113","0","0","5","5","27","184","182","186","78","191","191","186","186","164","0","181","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","29","10","0","19","0","1","0","3","0","7","18","0","0","2","18","0","0","1","0","4","29","29","27","11","29","29","28","29","25","0","27","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","10th Grade","4","1","0","3","0","0","0","1","0","0","3","0","1","1","3","0","0","2","1","0","4","3","3","1","4","4","2","3","4","0","4","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","11th Grade","2","1","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","2","0","0","2","2","2","1","2","2","0","2","2","0","1","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","12th Grade","2","0","0","2","1","0","0","1","0","0","0","1","0","0","2","0","0","1","0","0","1","2","2","0","2","2","1","2","2","0","2","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","8th Grade","2","1","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","1","2","2","2","1","2","2","0","2","1","0","2","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","9th Grade","3","1","0","2","0","0","0","1","0","0","2","0","0","0","1","1","0","3","0","0","3","3","3","2","2","3","0","3","3","0","3","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","AllGrades","13","4","0","9","1","0","0","5","0","0","7","1","1","1","8","1","0","10","1","1","12","12","12","5","12","13","3","12","12","0","12","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor Junior/Senior High School","100869","P","10th Grade","9","5","0","4","1","0","0","2","0","0","6","0","0","2","8","0","1","2","0","1","9","9","7","1","9","8","7","9","8","0","9","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor Junior/Senior High School","100869","P","11th Grade","21","12","0","9","0","0","0","7","1","0","13","3","0","7","17","0","1","4","3","2","18","21","14","4","21","20","17","18","19","0","21","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor Junior/Senior High School","100869","P","12th Grade","72","33","0","39","4","1","1","23","0","8","35","4","0","15","60","1","0","26","4","14","68","72","57","12","71","72","46","68","58","0","70","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor Junior/Senior High School","100869","P","9th Grade","4","2","0","2","0","0","0","1","0","0","3","0","0","1","3","0","0","0","1","1","4","4","3","1","4","4","4","3","3","0","3","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor Junior/Senior High School","100869","P","AllGrades","106","52","0","54","5","1","1","33","1","8","57","7","0","25","88","1","2","32","8","18","99","106","81","18","105","104","74","98","88","0","103","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","AllGrades","101","43","0","58","4","1","0","37","0","10","49","0","0","6","86","0","1","9","5","61","101","101","95","15","101","100","92","96","40","0","98","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","Pre-Kindergarten","101","43","0","58","4","1","0","37","0","10","49","0","0","6","86","0","1","9","5","61","101","101","95","15","101","100","92","96","40","0","98","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","10th Grade","241","129","0","112","11","6","3","63","2","12","144","22","16","7","139","7","1","10","7","40","219","225","234","102","234","240","231","234","201","0","240","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","11th Grade","212","98","0","114","5","9","3","67","1","13","114","21","14","7","120","2","0","10","9","31","191","198","205","92","210","212","202","203","181","0","210","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","235","113","0","122","12","8","4","66","1","7","137","21","11","16","134","8","1","15","11","47","214","224","219","101","227","234","220","224","188","0","234","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","0","1","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","256","136","0","120","17","8","2","74","0","16","139","16","9","15","173","5","2","16","11","38","240","247","241","83","251","254","240","245","218","0","248","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","945","477","0","468","45","31","12","271","4","48","534","81","50","45","567","22","4","51","38","157","864","895","900","378","923","941","894","907","788","0","933","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","59","32","0","27","2","0","1","13","0","11","32","9","1","3","45","1","1","3","1","9","50","58","56","14","58","58","56","58","50","0","56","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","58","29","0","29","3","0","0","15","0","14","26","7","2","2","44","3","0","3","8","13","51","56","56","14","55","58","55","50","45","0","58","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","51","23","0","28","2","0","0","19","0","1","29","12","1","0","39","1","1","0","1","13","39","50","51","12","50","50","51","50","38","0","50","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","54","26","0","28","0","0","0","16","0","10","28","6","0","1","38","2","1","1","2","11","48","54","53","16","52","53","53","52","43","0","54","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","60","30","0","30","0","0","1","19","0","3","37","9","1","3","42","2","1","1","1","10","51","59","57","18","58","59","59","59","50","0","60","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","47","25","0","22","2","2","0","14","0","3","26","6","1","1","30","0","0","2","1","10","41","46","46","17","47","47","45","46","37","0","47","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","381","196","0","185","9","2","2","109","0","50","209","57","6","10","272","10","5","15","16","77","324","375","371","109","371","376","366","365","304","0","376","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","47","30","0","17","0","0","0","13","0","8","26","8","0","0","34","1","1","1","2","6","39","47","47","13","46","46","46","45","41","0","47","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Pre-Kindergarten","4","1","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","0","4","0","0","3","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","7th Grade","235","115","0","120","9","3","0","80","0","16","127","28","5","13","176","4","1","11","9","43","207","230","222","59","231","234","224","226","192","0","232","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","8th Grade","250","132","0","118","10","6","3","66","0","15","150","25","9","9","188","6","2","5","10","36","225","241","241","62","244","248","245","240","214","0","247","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","AllGrades","485","247","0","238","19","9","3","146","0","31","277","53","14","22","364","10","3","16","19","79","432","471","463","121","475","482","469","466","406","0","479","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","1st Grade","40","21","0","19","0","0","0","18","0","2","20","9","0","1","35","2","1","0","1","5","31","40","39","5","38","39","40","39","35","0","39","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","2nd Grade","55","30","0","25","0","1","0","22","0","3","29","16","0","2","49","3","1","2","2","9","39","55","53","6","52","54","53","53","46","0","55","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","3rd Grade","46","24","0","22","1","0","0","17","1","7","20","14","0","2","38","4","0","0","2","9","32","46","44","8","42","46","46","44","37","0","46","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","4th Grade","64","33","0","31","2","0","0","25","0","3","34","15","0","4","59","6","1","1","3","9","49","64","60","5","58","63","63","61","55","0","62","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","5th Grade","46","22","0","24","1","1","0","21","0","3","20","7","0","4","41","2","0","2","2","7","39","46","42","5","44","46","44","44","39","0","45","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","6th Grade","53","32","0","21","2","1","0","15","0","8","27","3","2","4","42","1","3","2","2","4","50","51","49","11","52","50","51","51","49","0","52","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","AllGrades","371","194","0","177","7","3","0","143","2","34","182","74","2","24","322","19","10","13","12","58","297","369","347","49","352","361","358","359","313","0","366","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Kindergarten","42","19","0","23","1","0","0","15","0","6","20","10","0","5","35","1","1","2","0","7","32","42","37","7","41","41","40","42","35","0","42","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Pre-Kindergarten","25","13","0","12","0","0","0","10","1","2","12","0","0","2","23","0","3","4","0","8","25","25","23","2","25","22","21","25","17","0","25","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","1st Grade","61","32","0","29","1","0","0","27","0","5","28","24","0","4","54","3","0","2","0","13","37","61","57","7","58","61","59","61","48","0","56","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","2nd Grade","67","38","0","29","0","0","1","25","0","5","36","12","0","5","53","2","1","5","0","10","55","67","62","14","65","66","62","67","57","0","67","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","3rd Grade","70","27","0","43","0","2","2","26","0","6","34","13","0","6","64","1","0","3","1","10","57","70","64","6","69","70","67","69","60","0","67","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","4th Grade","97","48","0","49","2","5","1","27","0","15","47","17","0","2","79","2","0","5","1","14","80","97","95","18","95","97","92","96","83","0","96","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","5th Grade","69","37","0","32","1","4","0","28","0","2","34","5","3","6","56","1","0","6","1","9","64","66","63","13","68","69","63","68","60","0","69","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","6th Grade","71","34","0","37","7","3","2","21","0","7","31","11","0","2","56","2","0","1","0","14","60","71","69","15","69","71","70","71","57","0","70","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","AllGrades","533","268","0","265","12","17","7","193","0","59","245","94","3","33","451","14","2","30","3","84","439","530","500","82","519","531","503","530","449","0","521","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Kindergarten","55","27","0","28","0","3","0","18","0","15","19","12","0","5","48","1","0","5","0","4","43","55","50","7","54","55","50","55","51","0","53","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Pre-Kindergarten","43","25","0","18","1","0","1","21","0","4","16","0","0","3","41","2","1","3","0","10","43","43","40","2","41","42","40","43","33","0","43","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","10th Grade","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","11th Grade","15","7","0","8","0","0","0","3","0","0","12","0","0","0","4","0","0","2","0","0","15","15","15","11","15","15","13","15","15","0","15","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","12th Grade","32","17","0","15","2","0","1","3","0","0","26","0","0","0","1","0","0","6","0","0","32","32","32","31","32","32","26","32","32","0","32","2022-04-22T00:00:00.000"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","AllGrades","48","24","0","24","2","0","1","6","0","0","39","0","0","0","5","0","0","8","0","0","48","48","48","43","48","48","40","48","48","0","48","2022-04-22T00:00:00.000"
"2017-18","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","1st Grade","38","22","0","16","0","0","1","1","0","0","36","0","2","0","12","0","0","0","0","4","38","36","38","26","38","38","38","38","34","0","38","2022-04-22T00:00:00.000"
"2017-18","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","2nd Grade","37","17","0","20","1","0","0","1","0","0","35","0","3","0","9","0","0","1","0","7","37","34","37","28","37","37","36","37","30","0","37","2022-04-22T00:00:00.000"
