"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","White","63.2","64.3","Below","63.2","65.8","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3216","Central Park Elementary","Low Income","40","51.3","Below","45","39.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","All",,,"N<Required",,,"N<Required","On/Above","Below","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","American Indian",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Asian",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Black",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Hispanic",,,"No Students",,,"No Students","No Students","N<Required","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","White",,,"N<Required",,,"N<Required","N<Required","N<Required","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Limited English",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Special Education",,,"No Students",,,"No Students","N<Required","N<Required","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3857","Harbor High School","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","Below","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","All","71","71.6","Below","65","55.2","On/Above","On/Above","On/Above","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Hispanic","63.3","56.8","On/Above","44.7","42.5","On/Above","On/Above","On/Above","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","White","73.5","77.4","Below","69.5","62.3","On/Above","On/Above","On/Above","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Two or More Races","65.2",,"N<Required","73.9",,"N<Required","On/Above","On/Above","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Special Education",,,"N<Required",,,"N<Required","On/Above","Below","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","3476","J M Weatherwax High School","Low Income","58.3","62.5","Below","47.9","43.7","On/Above","On/Above","On/Above","Below",
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","All","59.7","55.5","On/Above","57.5","55.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Hispanic","39","33.2","On/Above","43.9","37","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","White","67.3","64.2","On/Above","65.5","64.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Two or More Races","60.9","52.2","On/Above","52.2","38.9","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Special Education","14.3","24.4","Below","20","19.8","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2449","Mcdermoth Elementary","Low Income","46.6","43.2","On/Above","48.5","44.9","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","All","57.9","44.4","On/Above","45.7","51.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Hispanic","45.6","43.3","On/Above","33.3","49","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","White","60.6","44.3","On/Above","48.5","53.4","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Two or More Races","71","49.1","On/Above","61.3","45.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Limited English","4.2","18.9","Below","12.5","29.5","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Special Education","13.3","17.8","Below","11.7","16.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2305","Miller Junior High","Low Income","48.8","34.9","On/Above","36.4","44.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","All","59.6","53.5","On/Above","42.6","39.3","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Hispanic","35.5","39.9","Below","12.9","17.8","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","White","68.4","56.4","On/Above","50","43.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Special Education","21.9","15.7","On/Above*","3.6","19.3","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2763","Robert Gray Elementary","Low Income","49.5","45","On/Above","34.3","32.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","All","64.7","62.1","On/Above","66","60","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Hispanic","57.1","54.9","On/Above","61.4","56.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","White","65.7","65.7","On/Above","71.4","61.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Two or More Races","83.9","71.8","On/Above","64.5","64.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Limited English",,"46.3","N<Required",,"52.6","N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Special Education","30.6","24","On/Above","30.6","26.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Grays Harbor","14005","Aberdeen School District","2971","Stevens Elementary School","Low Income","63.4","58.1","On/Above","66.1","58.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","All","69.9","67.6","On/Above","63.2","51.1","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","White","69","67.4","On/Above","62.7","51.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2227","Adna Elementary School","Low Income","59.1","54.2","On/Above","50","37.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","All","67.7","68.3","Below","59.7","57.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","White","68.4","67.6","On/Above","60.1","56.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 113","Lewis","21226","Adna School District","2441","Adna Middle/High School","Low Income","58","56.7","On/Above","44.9","39.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","All","78.6","63.3","On/Above","48.6","60.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","White","80.6","67.9","On/Above","48.4","63.3","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 101","Lincoln","22017","Almira School District","2860","Almira Elementary School","Low Income","65.5","45","On/Above","34.5","38.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","All","88.9","92.6","On/Above","90","87.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","White","91.4","94","On/Above","93.3","88.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2467","Anacortes High School","Low Income","77.3","83.2","On/Above","84.6","77.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","All","84.4","79.2","On/Above","74.1","71.9","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Hispanic","67.6","52.2","On/Above","59.5","48.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","White","87","81.1","On/Above","76.4","73.1","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Special Education","41","20.8","On/Above*","37.5","16.7","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","2707","Anacortes Middle School","Low Income","74.2","56.7","On/Above","56.4","47.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","All",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","American Indian",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Asian",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Black",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Hispanic",,,"No Students",,,"No Students","N<Required","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","White",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Limited English",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Special Education",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","5176","Cap Sante High School","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","All","83.7","84.4","Below","76.4","80.4","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Skagit","29103","Anacortes School District","3182","Fidalgo Elementary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
