"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3169","Olympic Middle School","Low Income","53.3","52.2","On/Above","33.3","43.3","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","All","80.6","77.8","On/Above","82.9","78.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Hispanic","76","70.5","On/Above","80.2","70.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","White","87.2","90.4","On/Above","89.4","93.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Limited English","65.7","50.3","On/Above","71.6","51.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3227","Pioneer Elementary School","Low Income","78.2","73.9","On/Above","79.6","75.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","All","70.3","70.6","Below","61.9","65","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Asian","76.6","81.7","Below","78.9","80.6","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Black","43.1","48.3","Below","32.8","27.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Hispanic","47.1","52.5","Below","37.3","43.1","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","White","77.3","74.9","On/Above","68.3","71.9","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Two or More Races","70.7","69.4","On/Above","56.1","61.8","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Limited English","20.4","16.2","On/Above*","16.7","16.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Special Education","29.6","23.6","On/Above*","24.7","17.7","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4385","Rainier Middle School","Low Income","59.3","59.8","Below","50.2","50.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","All",,,"No Students",,,"No Students","N<Required","N<Required",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","American Indian",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Asian",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Black",,,"No Students",,,"No Students","N<Required","N<Required",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Hispanic",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","White",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Two or More Races",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Limited English",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Special Education",,,"No Students",,,"No Students","N<Required","N<Required",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","1915","Special Ed School","Low Income",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","All","77.3","77.5","Below","69","68.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Black","60.9","68.5","Below","47.8","48.4","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Hispanic","75.7","66.9","On/Above","59.5","51.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","White","82.6","82.3","On/Above","75.2","79","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Limited English",,"33.6","N<Required",,"33.6","N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Special Education","42.4","35.5","On/Above*","11.1","26.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2659","Terminal Park Elementary School","Low Income","67.2","70.4","Below","58.6","59.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","All","70.3","71.3","Below","65.2","66.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Hispanic","65.8","68.7","Below","62.2","57.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","White","75.6","75.9","Below","74.4","74.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Limited English","50","40.9","On/Above*","41.9","37.9","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Special Education","50","61.8","Below","53.6","50.3","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2326","Washington Elementary School","Low Income","66.7","65.8","On/Above","62.5","63.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","All","44",,"N<Required",,,"N<Required","On/Above","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","American Indian",,,"N<Required",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Asian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","White",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17401","Highline School District","5116","Career Link","All",,,"N<Required",,,"N<Required","On/Above","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Special Education",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2702","West Auburn Senior High School","Low Income",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","All","96.8","95.1","On/Above","95.3","95.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","White","97.8","94.9","On/Above","95.7","96.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Special Education",,"63.3","N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","Low Income","81.5",,"N<Required","77.8",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","All",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","American Indian",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Asian",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Black",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Hispanic",,,"No Students",,,"No Students","N<Required","N<Required","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","White",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Two or More Races",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Limited English",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","Low Income",,,"No Students",,,"No Students","No Students","No Students","N<Required",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","All","90","91.7","On/Above","89.3","85.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","White","90.3","91.3","On/Above","88.7","83.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Special Education","52.4",,"N<Required","52.4",,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","All","93.4","91.5","On/Above","84.3","83.5","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","White","91.9","91.5","On/Above","85.2","83.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Special Education","78.8","78.8","On/Above*","68","71.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","All",,"100","N<Required",,"78","N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Hispanic",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","White",,"100","N<Required",,"77.1","N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Two or More Races",,,"No Students",,,"No Students","N<Required","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","Low Income",,,"No Students",,,"No Students","N<Required","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","All",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Asian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Hispanic",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","White",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","Low Income",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","All","92.6","86.2","On/Above","82.1","80.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","White","93.6","86.9","On/Above","83.3","82.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Special Education","83.3",,"N<Required","54.2",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","All","82.3","82.5","Below","76","75.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","White","87.4","85.1","On/Above","76.9","75.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Two or More Races","72.7","88.5","Below","86.4","84.7","On/Above","On/Above","On/Above","On/Above","true"
