"schoolyear","esd","countynumber","county","countydistrictnumber","district","buildingnumber","school","schooltypecode","gradespan","totalenrollment","numberamericanindianoral","percentamericanindianora","numberasian","percentasian","numberpacificislander","percentpacificislander","numberasianpacificislander","percentasianpacificislander","numberblack","percentblack","numberhispanic","percenthispanic","numberwhite","percentwhite","numbertwoormoreraces","percenttwoormoreraces","numbermales","percentmales","numberfemales","percentfemales","numbermigrant","percentmigrant","numbertransitionalbilingual","percenttransitionalbilingual","numberspecialeducation","percentspecialeducation","numberfreeorreducedpricedmeals","percentfreeorreducedpric","numbersection504","percentsection504","numberfostercare","percentfostercare","studentsperclassroomteacher","avgyearseducationalexperience","numberteacherswithatleas","percentteacherswithatlea"
"2013-14","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","P","PK-5","289","2","0.69","2","0.69","0","0","2","0.69","1","0.35","16","5.54","247","85.47","21","7.27","131","45.33","158","54.67","0","0","0","0","38","13.01","97","33.22","2","0.68","N<10",,"13","14.3","6","27.27"
"2013-14","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","P","6-12","327","3","0.92","1","0.31","0","0","1","0.31","0","0","28","8.56","276","84.4","19","5.81","169","51.68","158","48.32","0","0","0","0","39","11.89","113","34.45","9","2.74","N<10",,"14","13.8","16","69.57"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3825","Alpac Elementary School","P","PK-5","497","3","0.6","44","8.85","15","3.02","59","11.87","23","4.63","121","24.35","243","48.89","48","9.66","261","52.52","236","47.48","2","0.4","108","21.51","54","10.76","327","65.14","2","0.4","N<10",,"17","11.8","19","63.33"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","P","K-5","522","0","0","70","13.41","9","1.72","79","15.13","36","6.9","109","20.88","255","48.85","43","8.24","255","48.85","267","51.15","3","0.56","119","22.12","51","9.48","249","46.28","8","1.49","N<10",,"17","10.9","24","80"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","5037","Auburn Mountainview High School","P","9-12","1532","12","0.78","138","9.01","20","1.31","158","10.31","135","8.81","232","15.14","910","59.4","85","5.55","758","49.48","774","50.52","0","0","76","5.05","103","6.85","578","38.43","44","2.93","N<10",,"22","16.5","46","65.71"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4474","Auburn Riverside High School","P","9-12","1580","11","0.7","155","9.81","20","1.27","175","11.08","78","4.94","349","22.09","870","55.06","97","6.14","788","49.87","792","50.13","1","0.06","64","4.07","110","7","565","35.94","48","3.05","N<10",,"21","17.3","53","71.62"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2795","Auburn Senior High School","P","9-12","1458","45","3.09","85","5.83","50","3.43","135","9.26","98","6.72","335","22.98","709","48.63","136","9.33","762","52.26","696","47.74","20","1.42","65","4.63","218","15.53","761","54.20","28","1.99","10","0.71","17","17.2","56","64.37"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2394","Cascade Middle School","P","6-8","730","3","0.41","58","7.95","39","5.34","97","13.29","65","8.9","152","20.82","361","49.45","52","7.12","403","55.21","327","44.79","0","0","63","8.81","89","12.45","439","61.40","16","2.24","N<10",,"17","12.5","28","65.12"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3439","Chinook Elementary School","P","PK-5","372","68","18.28","8","2.15","8","2.15","16","4.3","20","5.38","144","38.71","85","22.85","39","10.48","198","53.23","174","46.77","2","0.52","88","22.86","68","17.66","290","75.32","0","0","N<10",,"15","9","15","60"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2932","Dick Scobee Elementary School","P","PK-5","489","2","0.41","20","4.09","40","8.18","60","12.27","49","10.02","124","25.36","202","41.31","52","10.63","248","50.72","241","49.28","0","0","116","24.68","61","12.98","366","77.87","3","0.64","N<10",,"17","9.9","20","68.97"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3745","Evergreen Heights Elementary","P","K-5","459","0","0","66","14.38","15","3.27","81","17.65","51","11.11","91","19.83","198","43.14","38","8.28","221","48.15","238","51.85","1","0.22","101","22.44","41","9.11","261","58.00","2","0.44","N<10",,"17","14.9","18","66.67"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3669","Gildo Rey Elementary School","P","PK-5","558","6","1.08","21","3.76","44","7.89","65","11.65","35","6.27","266","47.67","138","24.73","48","8.6","297","53.23","261","46.77","0","0","230","40.93","55","9.79","470","83.63","3","0.53","N<10",,"19","12.1","18","60"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4347","Hazelwood Elementary School","P","K-5","552","1","0.18","38","6.88","9","1.63","47","8.51","27","4.89","125","22.64","316","57.25","36","6.52","275","49.82","277","50.18","0","0","129","22.87","44","7.8","275","48.76","5","0.89","N<10",,"19","17.7","22","75.86"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4417","Ilalko Elementary School","P","K-5","570","3","0.53","45","7.89","17","2.98","62","10.88","19","3.33","161","28.25","262","45.96","63","11.05","286","50.18","284","49.82","0","0","145","23.85","64","10.53","348","57.24","3","0.49","N<10",,"18","12.7","21","65.63"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4120","Lake View Elementary School","P","PK-5","347","1","0.29","6","1.73","0","0","6","1.73","2","0.58","50","14.41","260","74.93","28","8.07","180","51.87","167","48.13","0","0","35","10.03","48","13.75","146","41.83","1","0.29","N<10",,"17","15.8","15","71.43"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","5051","Lakeland Hills Elementary","P","K-5","709","1","0.14","88","12.41","4","0.56","92","12.98","36","5.08","138","19.46","372","52.47","70","9.87","343","48.38","366","51.62","0","0","89","12.61","42","5.95","187","26.49","1","0.14","N<10",,"18","12.1","32","82.05"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3525","Lea Hill Elementary School","P","PK-5","415","0","0","25","6.02","6","1.45","31","7.47","57","13.73","77","18.55","201","48.43","49","11.81","239","57.59","176","42.41","0","0","53","13.12","67","16.58","238","58.91","2","0.5","N<10",,"16","13.6","13","50"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4462","Mt Baker Middle School","P","6-8","946","3","0.32","79","8.35","28","2.96","107","11.31","61","6.45","268","28.33","433","45.77","74","7.82","462","48.84","484","51.16","0","0","75","7.84","66","6.9","473","49.43","18","1.88","N<10",,"21","16.1","38","82.61"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3169","Olympic Middle School","P","6-8","695","32","4.6","37","5.32","31","4.46","68","9.78","47","6.76","226","32.52","245","35.25","77","11.08","362","52.09","333","47.91","6","0.88","90","13.27","106","15.63","490","72.27","9","1.33","N<10",,"17","14.3","30","75"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","3227","Pioneer Elementary School","P","PK-5","487","2","0.41","17","3.49","25","5.13","42","8.62","12","2.46","282","57.91","115","23.61","34","6.98","240","49.28","247","50.72","5","1.02","205","41.92","47","9.61","411","84.05","1","0.2","N<10",,"20","11.4","12","50"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","4385","Rainier Middle School","P","6-8","881","9","1.02","83","9.42","11","1.25","94","10.67","83","9.42","142","16.12","485","55.05","68","7.72","426","48.35","455","51.65","1","0.11","46","5.19","76","8.58","412","46.50","41","4.63","N<10",,"21","17.8","27","64.29"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","1915","Special Ed School","S","PK-12","108","3","2.78","5","4.63","0","0","5","4.63","6","5.56","30","27.78","47","43.52","17","15.74","66","61.11","42","38.89","0","0","0","0","62","91.18","12","17.65","0","0","N<10",,"22","9","3","60"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2659","Terminal Park Elementary School","P","K-5","414","3","0.72","20","4.83","28","6.76","48","11.59","35","8.45","83","20.05","196","47.34","49","11.84","208","50.24","206","49.76","0","0","86","20.67","39","9.38","295","70.91","3","0.72","N<10",,"17","14.4","17","68"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2326","Washington Elementary School","P","K-5","438","3","0.68","18","4.11","35","7.99","53","12.1","34","7.76","111","25.34","176","40.18","61","13.93","216","49.32","222","50.68","0","0","102","22.37","62","13.6","344","75.44","3","0.66","N<10",,"14","12.1","24","77.42"
"2013-14","Puget Sound Educational Service District 121","17","King","17408","Auburn School District","2702","West Auburn Senior High School","A","9-12","287","12","4.18","9","3.14","2","0.7","11","3.83","16","5.57","87","30.31","130","45.3","31","10.8","125","43.55","162","56.45","3","0.99","14","4.61","32","10.53","194","63.82","8","2.63","N<10",,"18","13.3","11","68.75"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","2395","Bainbridge High School","P","9-12","1250","9","0.72","55","4.4","0","0","55","4.4","8","0.64","60","4.8","1050","84","68","5.44","620","49.6","630","50.4","0","0","4","0.32","80","6.42","82","6.58","98","7.86","N<10",,"18","15.1","61","85.92"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","1939","Bainbridge Special Education Services","S","PK-12","30","0","0","1","3.33","1","3.33","2","6.67","0","0","1","3.33","27","90","0","0","22","73.33","8","26.67","0","0","2","5.56","33","91.67","0","0.00","0","0","N<10",,,"0","0",
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","3552","Capt Johnston Blakely Elem Sch","P","K-4","383","7","1.83","8","2.09","0","0","8","2.09","3","0.78","27","7.05","314","81.98","24","6.27","207","54.05","176","45.95","0","0","2","0.54","34","9.16","29","7.82","9","2.43","N<10",,"16","14.5","17","70.83"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","3043","Capt. Charles Wilkes Elem School","P","PK-4","418","0","0","8","1.91","0","0","8","1.91","0","0","33","7.89","343","82.06","34","8.13","218","52.15","200","47.85","0","0","4","0.93","69","16.08","29","6.76","7","1.63","N<10",,"16","16","19","73.08"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","1935","Eagle Harbor High School","A","9-12","138","1","0.72","2","1.45","0","0","2","1.45","0","0","4","2.9","119","86.23","12","8.7","76","55.07","62","44.93","0","0","0","0","36","27.48","14","10.69","28","21.37","N<10",,"14","11.8","7","70"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","1841","Mosaic Home Education Partnership","A","K-8","53","0","0","0","0","0","0","0","0","0","0","4","7.55","43","81.13","6","11.32","27","50.94","26","49.06","0","0","0","0","12","23.53","6","11.76","1","1.96","N<10",,"8","12.5","5","71.43"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","1699","Odyssey Multiage Program","P","1-8","127","0","0","7","5.51","3","2.36","10","7.87","1","0.79","5","3.94","106","83.46","5","3.94","61","48.03","66","51.97","0","0","1","0.78","17","13.28","5","3.91","4","3.13","N<10",,"10","18.5","11","84.62"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","P","PK-4","422","4","0.95","19","4.5","0","0","19","4.5","3","0.71","39","9.24","306","72.51","51","12.09","205","48.58","217","51.42","0","0","9","2.09","82","19.07","45","10.47","6","1.4","N<10",,"12","13.5","24","66.67"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","P","5-6","560","2","0.36","23","4.11","0","0","23","4.11","4","0.71","45","8.04","434","77.5","52","9.29","298","53.21","262","46.79","0","0","3","0.54","55","9.82","42","7.50","34","6.07","N<10",,"16","16.8","29","85.29"
"2013-14","Puget Sound Educational Service District 121","18","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","P","7-8","547","7","1.28","19","3.47","1","0.18","20","3.66","2","0.37","33","6.03","429","78.43","56","10.24","272","49.73","275","50.27","0","0","4","0.72","38","6.88","44","7.97","29","5.25","N<10",,"16","16.9","28","82.35"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","2671","Amboy Middle School","P","5-8","647","1","0.15","0","0","0","0","0","0","0","0","22","3.4","610","94.28","14","2.16","332","51.31","315","48.69","0","0","1","0.16","75","11.81","282","44.41","6","0.94","N<10",,"17","13.9","30","81.08"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","2415","Battle Ground High School","P","9-12","2135","8","0.37","22","1.03","8","0.37","30","1.41","14","0.66","153","7.17","1827","85.57","103","4.82","1142","53.49","993","46.51","0","0","42","2.06","239","11.74","750","36.86","51","2.51","11","0.54","21","15.8","68","66.02"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","1836","CAM Academy","A","3-12","605","1","0.17","12","1.98","0","0","12","1.98","1","0.17","28","4.63","539","89.09","24","3.97","288","47.6","317","52.4","0","0","5","0.83","4","0.67","71","11.81","8","1.33","N<10",,"30","16.8","15","75"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","4352","Captain Strong","P","K-4","666","0","0","6","0.9","2","0.3","8","1.2","3","0.45","67","10.06","559","83.93","29","4.35","341","51.2","325","48.8","0","0","62","9.16","118","17.43","313","46.23","2","0.3","N<10",,"18","14.5","24","64.86"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5133","Chief Umtuch Middle","P","5-8","609","3","0.49","10","1.64","3","0.49","13","2.13","2","0.33","49","8.05","516","84.73","26","4.27","346","56.81","263","43.19","0","0","24","3.95","83","13.65","231","37.99","10","1.64","N<10",,"14","13.7","31","72.09"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5089","Daybreak Middle","P","5-8","495","0","0","9","1.82","2","0.4","11","2.22","2","0.4","34","6.87","422","85.25","26","5.25","262","52.93","233","47.07","0","0","30","6.1","100","20.33","200","40.65","9","1.83","N<10",,"13","12.5","29","78.38"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5090","Daybreak Primary","P","PK-4","609","0","0","7","1.15","2","0.33","9","1.48","4","0.66","45","7.39","530","87.03","21","3.45","326","53.53","283","46.47","0","0","69","11.39","100","16.5","267","44.06","2","0.33","N<10",,"16","15.1","32","84.21"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","3018","Glenwood Heights Primary","P","K-4","610","1","0.16","21","3.44","1","0.16","22","3.61","8","1.31","66","10.82","481","78.85","32","5.25","293","48.03","317","51.97","1","0.16","137","21.71","96","15.21","274","43.42","4","0.63","N<10",,"17","15.1","26","74.29"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","1875","Homelink River","5","K-12","843","2","0.24","7","0.83","1","0.12","8","0.95","5","0.59","56","6.64","725","86","47","5.58","423","50.18","420","49.82","0","0","19","2.23","23","2.7","229","26.85","18","2.11","N<10",,"31","11.7","14","51.85"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","3545","Laurin Middle School","P","5-8","548","0","0","23","4.2","3","0.55","26","4.74","3","0.55","52","9.49","435","79.38","32","5.84","275","50.18","273","49.82","0","0","38","6.73","59","10.44","224","39.65","8","1.42","N<10",,"16","12.3","29","82.86"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5291","Maple Grove K-8","P","K-8","541","2","0.37","16","2.96","6","1.11","22","4.07","2","0.37","57","10.54","420","77.63","38","7.02","285","52.68","256","47.32","0","0","66","12.43","97","18.27","255","48.02","14","2.64","N<10",,"12","13.4","30","65.22"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","P","5-8","488","5","1.02","17","3.48","2","0.41","19","3.89","2","0.41","68","13.93","347","71.11","47","9.63","243","49.8","245","50.2","1","0.2","34","6.87","69","13.94","215","43.43","14","2.83","N<10",,"15","14","23","69.7"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","P","K-4","615","7","1.14","39","6.34","5","0.81","44","7.15","7","1.14","80","13.01","432","70.24","45","7.32","311","50.57","304","49.43","1","0.16","106","17.18","63","10.21","255","41.33","5","0.81","11","1.78","19","14.4","24","72.73"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","4104","Prairie High School","P","9-12","1442","4","0.28","46","3.19","4","0.28","50","3.47","13","0.9","154","10.68","1120","77.67","101","7","725","50.28","717","49.72","0","0","17","1.2","159","11.2","413","29.08","60","4.23","N<10",,"19","13.8","51","68.92"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","4108","Preschool Infant Other","S","PK-12","26","0","0","1","3.85","1","3.85","2","7.69","0","0","3","11.54","21","80.77","0","0","13","50","13","50","0","0","0","0","21","100","6","28.57","0","0","N<10",,,"0","0",
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","4450","Summit View High School","A","7-12","408","3","0.74","1","0.25","2","0.49","3","0.74","2","0.49","19","4.66","368","90.2","13","3.19","203","49.75","205","50.25","0","0","12","2.6","25","5.42","195","42.30","13","2.82","N<10",,"26","20.5","12","75"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","P","5-8","513","1","0.19","2","0.39","0","0","2","0.39","4","0.78","37","7.21","444","86.55","25","4.87","256","49.9","257","50.1","0","0","16","3.16","61","12.03","182","35.90","8","1.58","N<10",,"15","12.7","27","77.14"
"2013-14","Educational Service District 112","6","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","P","PK-4","663","0","0","1","0.15","0","0","1","0.15","0","0","53","7.99","573","86.43","36","5.43","350","52.79","313","47.21","0","0","46","6.86","125","18.63","251","37.41","2","0.3","N<10",,"18","13.5","29","80.56"
