"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentlowestgradelevel","studenthighestgradelevel","iscombinedgrade","teacherqualificationid","teacherqualification","teachertotalcount","teachercount","teacherpercent","sectiontotalcount","sectioncount","sectionpercent","iseevalidated","dataasof"
"127","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","1","Inexperienced","113","22","0.195","190","33","0.174","1","2021-02-22T00:00:00.000"
"128","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","2","Out-of-Field","113","18","0.159","190","23","0.121","1","2021-02-22T00:00:00.000"
"129","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","3","Limited Certificate","113","10","0.088","190","13","0.068","1","2021-02-22T00:00:00.000"
"130","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","4","Experienced","113","91","0.805","190","157","0.826","1","2021-02-22T00:00:00.000"
"131","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","5","In-Field","113","95","0.841","190","167","0.879","1","2021-02-22T00:00:00.000"
"132","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","4","1","6","Full Certificate","113","103","0.912","190","177","0.932","1","2021-02-22T00:00:00.000"
"133","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","1","Inexperienced","138","34","0.246","185","48","0.259","1","2021-02-22T00:00:00.000"
"134","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","2","Out-of-Field","138","27","0.196","185","29","0.157","1","2021-02-22T00:00:00.000"
"135","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","3","Limited Certificate","138","15","0.109","185","15","0.081","1","2021-02-22T00:00:00.000"
"136","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","4","Experienced","138","104","0.754","185","137","0.741","1","2021-02-22T00:00:00.000"
"137","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","5","In-Field","138","111","0.804","185","156","0.843","1","2021-02-22T00:00:00.000"
"138","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","5","1","6","Full Certificate","138","123","0.891","185","170","0.919","1","2021-02-22T00:00:00.000"
"139","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","1","Inexperienced","22","6","0.273","37","7","0.189","1","2021-02-22T00:00:00.000"
"140","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","2","Out-of-Field","22","5","0.227","37","9","0.243","1","2021-02-22T00:00:00.000"
"141","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","3","Limited Certificate","22","2","0.091","37","3","0.081","1","2021-02-22T00:00:00.000"
"142","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","4","Experienced","22","16","0.727","37","30","0.811","1","2021-02-22T00:00:00.000"
"143","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","5","In-Field","22","17","0.773","37","28","0.757","1","2021-02-22T00:00:00.000"
"144","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","6","1","6","Full Certificate","22","20","0.909","37","34","0.919","1","2021-02-22T00:00:00.000"
"145","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","1","Inexperienced","3","2","0.667","6","3","0.5","1","2021-02-22T00:00:00.000"
"146","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","2","Out-of-Field","3","1","0.333","6","2","0.333","1","2021-02-22T00:00:00.000"
"147","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","3","Limited Certificate","3","0","0","6","0","0","1","2021-02-22T00:00:00.000"
"148","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","4","Experienced","3","1","0.333","6","3","0.5","1","2021-02-22T00:00:00.000"
"149","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","5","In-Field","3","2","0.667","6","4","0.667","1","2021-02-22T00:00:00.000"
"150","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","7","1","6","Full Certificate","3","3","1","6","6","1","1","2021-02-22T00:00:00.000"
"151","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","1","Inexperienced","4","2","0.5","4","2","0.5","1","2021-02-22T00:00:00.000"
"152","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","2","Out-of-Field","4","1","0.25","4","1","0.25","1","2021-02-22T00:00:00.000"
"153","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","3","Limited Certificate","4","0","0","4","0","0","1","2021-02-22T00:00:00.000"
"154","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","4","Experienced","4","2","0.5","4","2","0.5","1","2021-02-22T00:00:00.000"
"155","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","5","In-Field","4","3","0.75","4","3","0.75","1","2021-02-22T00:00:00.000"
"156","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","8","1","6","Full Certificate","4","4","1","4","4","1","1","2021-02-22T00:00:00.000"
"157","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","1","Inexperienced","3","1","0.333","3","1","0.333","1","2021-02-22T00:00:00.000"
"158","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","2","Out-of-Field","3","1","0.333","3","1","0.333","1","2021-02-22T00:00:00.000"
"159","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","3","Limited Certificate","3","0","0","3","0","0","1","2021-02-22T00:00:00.000"
"160","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","4","Experienced","3","2","0.667","3","2","0.667","1","2021-02-22T00:00:00.000"
"161","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","5","In-Field","3","2","0.667","3","2","0.667","1","2021-02-22T00:00:00.000"
"162","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","10","1","6","Full Certificate","3","3","1","3","3","1","1","2021-02-22T00:00:00.000"
"163","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","1","Inexperienced","1","0","0","1","0","0","1","2021-02-22T00:00:00.000"
"164","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","2","Out-of-Field","1","0","0","1","0","0","1","2021-02-22T00:00:00.000"
"165","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","3","Limited Certificate","1","0","0","1","0","0","1","2021-02-22T00:00:00.000"
"166","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","4","Experienced","1","1","1","1","1","1","1","2021-02-22T00:00:00.000"
"167","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","5","In-Field","1","1","1","1","1","1","1","2021-02-22T00:00:00.000"
"168","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","12","1","6","Full Certificate","1","1","1","1","1","1","1","2021-02-22T00:00:00.000"
"169","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","1","Inexperienced","7074","1964","0.278","27763","7495","0.27","1","2021-02-22T00:00:00.000"
"170","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","2","Out-of-Field","7087","714","0.101","27763","3146","0.113","1","2021-02-22T00:00:00.000"
"171","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","3","Limited Certificate","7087","450","0.063","27763","1787","0.064","1","2021-02-22T00:00:00.000"
"172","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","4","Experienced","7074","5110","0.722","27763","20268","0.73","1","2021-02-22T00:00:00.000"
"173","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","5","In-Field","7087","6373","0.899","27763","24617","0.887","1","2021-02-22T00:00:00.000"
"174","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","0","6","Full Certificate","7087","6637","0.937","27763","25976","0.936","1","2021-02-22T00:00:00.000"
"175","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","1","Inexperienced","453","117","0.258","761","216","0.284","1","2021-02-22T00:00:00.000"
"176","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","2","Out-of-Field","454","65","0.143","761","84","0.11","1","2021-02-22T00:00:00.000"
"177","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","3","Limited Certificate","453","34","0.075","761","62","0.081","1","2021-02-22T00:00:00.000"
"178","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","4","Experienced","453","336","0.742","761","545","0.716","1","2021-02-22T00:00:00.000"
"179","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","5","In-Field","454","389","0.857","761","677","0.89","1","2021-02-22T00:00:00.000"
"180","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","4","1","6","Full Certificate","453","419","0.925","761","699","0.919","1","2021-02-22T00:00:00.000"
"181","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","1","Inexperienced","305","84","0.275","529","152","0.287","1","2021-02-22T00:00:00.000"
"182","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","2","Out-of-Field","307","68","0.221","529","94","0.178","1","2021-02-22T00:00:00.000"
"183","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","3","Limited Certificate","305","31","0.102","529","46","0.087","1","2021-02-22T00:00:00.000"
"184","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","4","Experienced","305","221","0.725","529","377","0.713","1","2021-02-22T00:00:00.000"
"185","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","5","In-Field","307","239","0.779","529","435","0.822","1","2021-02-22T00:00:00.000"
"186","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","5","1","6","Full Certificate","305","274","0.898","529","483","0.913","1","2021-02-22T00:00:00.000"
"187","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","1","Inexperienced","73","21","0.288","111","37","0.333","1","2021-02-22T00:00:00.000"
"188","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","2","Out-of-Field","73","10","0.137","111","14","0.126","1","2021-02-22T00:00:00.000"
"189","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","3","Limited Certificate","73","10","0.137","111","15","0.135","1","2021-02-22T00:00:00.000"
"190","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","4","Experienced","73","52","0.712","111","74","0.667","1","2021-02-22T00:00:00.000"
"191","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","5","In-Field","73","63","0.863","111","97","0.874","1","2021-02-22T00:00:00.000"
"192","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","6","1","6","Full Certificate","73","63","0.863","111","96","0.865","1","2021-02-22T00:00:00.000"
"193","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","1","Inexperienced","6","2","0.333","13","7","0.538","1","2021-02-22T00:00:00.000"
"194","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","2","Out-of-Field","6","0","0","13","0","0","1","2021-02-22T00:00:00.000"
"195","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","3","Limited Certificate","6","2","0.333","13","3","0.231","1","2021-02-22T00:00:00.000"
"196","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","4","Experienced","6","4","0.667","13","6","0.462","1","2021-02-22T00:00:00.000"
"197","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","5","In-Field","6","6","1","13","13","1","1","2021-02-22T00:00:00.000"
"198","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","7","1","6","Full Certificate","6","4","0.667","13","10","0.769","1","2021-02-22T00:00:00.000"
"199","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","8","1","1","Inexperienced","5","0","0","5","0","0","1","2021-02-22T00:00:00.000"
