"openedyear","businesscategory","naics","business","id"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Washington State Department of Licensing","1"
"2016","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Waste Management of Washington","1"
"2013","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Waste Management of Washington","1"
"2021","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","WFSE / AFSCME Headquarters","1"
"2020","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Williams Andrews Burns ","2"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Williams Andrews Burns ","1"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Yamazaki Media LLC dba Driverslicenseadvisors.org","2"
"2018","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Yamazaki Media LLC dba Driverslicenseadvisors.org","7"
"2020","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Your Vital Records","4"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Your Vital Records","1"
"2021","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Yourvitalrecords.com","2"
"2020","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Yourvitalrecords.com","2"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zara Bellevue Square","1"
"2014","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zeek Rewards/Zeekler/Rex Venture Group","1"
"2022","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zenefits","1"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zenefits","1"
"2014","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zenith Administrators","1"
"2019","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zertifica USA dba Vital Records Now","3"
"2013","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti","Zillow","1"
"2022","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti",,"1"
"2015","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti",,"53"
"2014","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti",,"39"
"2013","Advance Fee Fraud","992000","Advance Fee Fraud/AFF","1"
"2022","Advance Fee Fraud","992000-Advance Fee Fraud","","15"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","","46"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","","36"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","","24"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud","","19"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","","32"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","","57"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","","6"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","","136"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","ACS Corporation / Advance America / Legal Department","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Advance Fee Fraud/AFF","16"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Advance Fee Fraud/AFF","27"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Advance Fee Fraud/AFF","31"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Advance Fee Fraud/AFF","83"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Affordable Escrow","3"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","AG Service","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","American SweepStakes","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","American Sweepstakes Publishers","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","American Sweepstakes Publishers","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","ANC","1"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","ASA Law","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Athreon/Advanced Fee Fraud","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Award Notification Commission","5"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Award Notification Commission","3"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Award Notification Commission","3"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","Bloom Energy/Solar Pros LLC","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Bureau of Defaulters Agency - FTC Incorporation","1"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud","CareerBuilder.com","1"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud","Carvertise","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Cash Advance America","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Cash Advance America","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Cash Advance Inc","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Cash Advance USA / CashNet USA","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Central Bank of Nigeria ","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Citibank Presidential Communications","3"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud","Clear Evaluations","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Comcast","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Commission on Graduates of Foreign Nursing Schools  - CGFNS","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Consumer Cash and Prize","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Consumer Grant Research","6"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Craigslist","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Craigslist Inc","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Craigslist Scam","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Craigslist Scam","4"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Craig's List Scam","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","David Smith","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Destination Vacations 365 dba US Airlines Free Ticket","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","DiscountWorldUS LLC","3"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","eBay","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","eBay","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Eye Tech Secure","2"
"2022","Advance Fee Fraud","992000-Advance Fee Fraud","Facebook","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Facebook","2"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","FedEx Customer Relations","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Fidelity Trust Financial Services","2"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Gilead Sciences Inc","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Gilead Sciences Inc","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Global Courier Express","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Government Grant","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Government Grant","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Government Grant Scams","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Grand Avenue Realty and Lending","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Grandparent Scam","2"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Grandparent Scam","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Grandparent Scam","8"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Grandparent Scam","8"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Green Dot","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","H and L Trust","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Indeed.com","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Inquiry","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Inquiry","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Jacob Jack Lew, Secretary of the Treasury","1"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","JKS SunRide LTD","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Judging Office & Decisions Center","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Jupiter Fundings","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Liberty Financial Group","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Loan Mediation","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Lucrazon Global","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Luxury Property Management","1"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","Mariner Finance - Puyallup","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Million","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Million","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Millions","1"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Millions Sweepstakes","1"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Millions Sweepstakes","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Millions Sweepstakes","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Mega Millions Sweepstakes","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Merchandise Processing Center","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Midas Legacy/TML Group ","1"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud","MoneyGram International","1"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","MoneyGram International","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Monson Art Plaza","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Morgan Stanley","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Mystery Shopper","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Mystery Shopper / Secret Shopper","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Mystery Shopping Providers Association","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Newitune aka Pairsys Inc","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Newitune aka Pairsys Inc","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Next-Gen","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Northwest Realty International","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Northwest Realty International","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","NPF Reports Division","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Pacific Trust Financial Service","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Phishing","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Phishing","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Preston Lord Enterprises","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Processing Center","1"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","Publishers Clearing House / PCH","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Publishers Clearing House / PCH","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Quick Cash Loans","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Scam - Email Scam","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Scam - Email Scam","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Secret Shopping Services","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Settlement Services","1"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Sweepstakes","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Sweepstakes Clearinghouse","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Synchrony Bank fka GE Capital Retail Bank/GECRB/Care Credit","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Syndicate Success Marketing Entity","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","TD Canada Trust Bank","1"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","TD Canada Trust Bank","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","TD Canada Trust Bank","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Tech Support Scam","4"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Terry Bank","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","UBS Bank","3"
"2022","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","17"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","24"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","19"
"2018","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","26"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","66"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","51"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","17"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","16"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud"," Unknown","10"
"2022","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Advance Fee Fraud","15"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Advance Fee Fraud","26"
"2020","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Advance Fee Fraud","12"
"2019","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Advance Fee Fraud","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Fraudulent Collection Agency","1"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","Unknown - Imposter scam","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Unsolicited E-mail","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","US Federal Grant Department","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","US Government Grant","1"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","US Government Grants Department","1"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","Walmart","1"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Washington Federal Savings","1"
"2017","Advance Fee Fraud","992000-Advance Fee Fraud","Western Union","2"
"2016","Advance Fee Fraud","992000-Advance Fee Fraud","Western Union","2"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud","Western Union","2"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud","Western Union","2"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud","Western Union","10"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Wise / Transferwise","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Zelle","1"
"2021","Advance Fee Fraud","992000-Advance Fee Fraud","Zillow Group Inc/Trulia Inc","1"
"2015","Advance Fee Fraud","992000-Advance Fee Fraud",,"87"
"2014","Advance Fee Fraud","992000-Advance Fee Fraud",,"148"
"2013","Advance Fee Fraud","992000-Advance Fee Fraud",,"3"
"2022","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","13"
"2021","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","5"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","13"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","15"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","18"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","13"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","30"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","2"
"2013","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","","24"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","3 Monkeys Digital Media fka Emerald Screens","4"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","AAA American Automobile Assoc Washington","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Active.com","1"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Amazon Affiliate Consultants","1"
"2022","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Amerispec","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","A Place for Mom Inc","1"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Apogee Water Solutions","1"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Automotive Marketing Direct LLC","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Automotive Marketing Direct LLC","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Award Notification Commission","2"
"2013","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Award Notification Commission","4"
"2021","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bench Craft Company","1"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bench Craft Company","1"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bench Craft Company","3"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bench Craft Company","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bench Craft Company","1"
"2013","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Berry Company","1"
"2021","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","2"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","3"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","1"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","2"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","2"
"2013","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Better Business Bureau","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Bob Halls Dealerships","1"
"2021","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","BookWhip","1"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","BookWhip","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Carvertise","1"
"2022","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Choice Media","2"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Choice Media","2"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Commando Enterprises","2"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Core Brand Solutions","1"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Corporate Marketing Services","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","CoStar Real Estate Information Company","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Craigslist Inc","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Datasphere Technologies","2"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","1"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","4"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","4"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","1"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","2"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","DataSphere Technologies","3"
"2022","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Direct Fairways","2"
"2020","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Direct Fairways","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Direct Marketing Association/DMA","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Diverse Solutions, A Division of Market Leader","2"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Diverse Solutions, A Division of Market Leader","1"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Emerald Screens LLC","2"
"2019","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Entertainment","1"
"2013","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Epic Events","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Firehouse Promotions","2"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Fly With Any US Airline","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Generating Markets Exchange","4"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Gilardi & Co LLC/ In re High Tech Employee Settlement","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Grimm Collections","1"
"2018","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","GrubHub","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Hawkeye/Cohesion Inc","1"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Hibu","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Hibu","2"
"2017","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Home Advisor","2"
"2015","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Homes and Equity Real Estate Group","1"
"2014","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","HotPads, Inc","1"
"2016","Advertising & Related Services (includes coupon bo","541800-Advertising & Related Services (includes coupon bo","Impact Rankings dba Direct Web Solutions","3"
