"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","82224","40027","42167","30","995","6559","3378","19337","934","8084","42928","17238","1986","2564","39810","1561","2823","1061","1704","11282","64986","80238","79660","42414","80663","79401","81163","80520","70942","2022-04-22T00:00:00.000","697","81527"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","82780","40115","42645","20","1051","6215","3577","19552","883","7843","43649","17411","1748","2711","40930","1544","2503","1182","1676","11120","65369","81032","80069","41850","81236","80277","81598","81104","71660","2022-04-22T00:00:00.000","565","82215"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","81839","39810","42019","10","995","5983","3320","19513","819","7709","43495","17249","549","2640","41601","1615","2078","1100","1468","10579","64590","81290","79199","40238","80224","79761","80739","80371","71260","2022-04-22T00:00:00.000","328","81511"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","83424","40711","42703","10","1064","5694","3484","20360","861","7577","44379","16830","585","2653","43684","1775","0","1167","1279","10363","66594","82839","80771","39740","81649","83424","82257","82145","73061","2022-04-22T00:00:00.000","205","83219"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","83803","40986","42807","10","1122","5766","3460","20156","826","7541","44931","16390","606","2446","45326","1781","0","1169","1205","10120","67413","83197","81357","38477","82022","83803","82634","82598","73683","2022-04-22T00:00:00.000","125","83678"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","79052","38134","40829","89","969","6919","3619","19555","1109","7781","39099","14996","3345","2272","37672","1432","2928","1247","1359","11648","64056","75707","76780","41380","77620","76124","77805","77693","67404","2022-04-22T00:00:00.000","379","78673"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","79279","38486","40744","49","1014","7035","3679","19170","1016","7837","39528","14894","3563","2144","37743","1512","2540","1631","1916","12041","64385","75716","77135","41536","77767","76739","77648","77363","67238","2022-04-22T00:00:00.000","519","78760"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","82925","40345","42546","34","1004","6841","3452","19716","969","8077","42861","15546","4075","2408","39507","1622","2877","980","1947","12095","67379","78850","80517","43418","81303","80048","81945","80978","70830","2022-04-22T00:00:00.000","640","82285"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","83335","40442","42868","25","1082","6525","3658","19638","906","7973","43548","15336","3389","2625","40931","1636","2646","977","2312","12631","67999","79946","80710","42404","81699","80689","82358","81023","70704","2022-04-22T00:00:00.000","670","82665"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","83062","40397","42646","19","999","6294","3453","19789","880","7895","43743","16028","3103","2702","41495","1658","2267","1066","2279","12084","67034","79959","80360","41567","81404","80795","81996","80783","70978","2022-04-22T00:00:00.000","512","82550"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","84600","41214","43373","13","1077","6065","3515","20625","888","7824","44598","16024","1556","2740","43546","1808","1955","1027","2015","11854","68576","83044","81860","41054","82792","82645","83573","82585","72746","2022-04-22T00:00:00.000","377","84223"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","85193","41729","43453","11","1146","6097","3482","20657","863","7747","45197","15582","1545","2737","44854","1788","0","1093","1796","11604","69611","83648","82456","40339","83405","85193","84100","83397","73589","2022-04-22T00:00:00.000","228","84965"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","83552","40537","43009","6","1084","5715","3604","19912","837","7360","45040","14706","1447","2464","44961","1901","0","1105","1571","11302","68846","82105","81088","38591","81651","83552","82447","81981","72250","2022-04-22T00:00:00.000","121","83431"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","79824","38804","40923","97","1024","7067","3681","19561","1085","7787","39616","12999","5374","2194","38580","1446","2642","1163","1871","12358","66825","74450","77630","41244","78378","77182","78661","77953","67466","2022-04-22T00:00:00.000","396","79428"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","79299","38614","40644","41","996","7029","3520","19497","1001","7761","39494","12282","5824","2092","37973","1626","2381","1530","2466","12511","67017","73475","77207","41326","77673","76918","77769","76833","66788","2022-04-22T00:00:00.000","458","78841"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","83882","40705","43150","27","1068","6791","3734","20079","958","7910","43336","12465","5714","2369","40371","1684","2770","956","2655","13076","71417","78168","81513","43511","82198","81112","82926","81227","70806","2022-04-22T00:00:00.000","584","83298"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","83632","40750","42864","18","993","6481","3496","20016","927","7967","43745","12584","5356","2512","41575","1738","2375","981","2994","13163","71048","78276","81120","42057","81894","81257","82651","80638","70469","2022-04-22T00:00:00.000","604","83028"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","85608","41797","43794","17","1065","6382","3624","20911","896","7921","44798","13256","5002","2703","43321","1788","2175","1029","2894","13033","72352","80606","82905","42287","83820","83433","84579","82714","72575","2022-04-22T00:00:00.000","543","85065"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","86387","42288","44087","12","1140","6459","3528","21034","902","7844","45474","13252","2920","2716","44346","1809","1909","985","2668","12750","73135","83467","83671","42041","84578","84478","85402","83719","73637","2022-04-22T00:00:00.000","369","86018"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","84924","41186","43729","9","1064","6008","3647","20518","894","7470","45317","13555","2898","2731","44241","1844","0","1043","2329","12403","71369","82026","82193","40683","83080","84924","83881","82595","72521","2022-04-22T00:00:00.000","218","84706"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","81107","39355","41748","4","1095","5596","3575","19013","784","6777","44267","12462","2574","2244","43160","1814","0","1007","1940","11981","68645","78533","78863","37947","79293","81107","80100","79167","69126","2022-04-22T00:00:00.000","170","80937"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","79434","38665","40679","90","1005","7083","3573","19849","1082","7687","39153","11199","6421","2161","38338","1579","2400","1127","2363","12115","68235","73013","77273","41096","77855","77034","78307","77071","67319","2022-04-22T00:00:00.000","350","79084"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","80699","39141","41515","43","1077","6935","3846","19958","988","7573","40321","10881","6618","2136","38820","1710","2294","1435","3141","12837","69818","74081","78563","41879","78989","78405","79264","77558","67862","2022-04-22T00:00:00.000","459","80240"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","84097","40944","43123","30","1010","6668","3547","20424","970","7988","43482","10851","6693","2383","40866","1807","2538","869","3338","12874","73246","77404","81714","43231","82290","81559","83228","80759","71223","2022-04-22T00:00:00.000","542","83555"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","86248","42047","44177","24","1093","6516","3714","21110","920","8120","44773","11602","6220","2599","43395","1809","2317","898","3468","13554","74646","80028","83649","42853","84439","83931","85350","82780","72694","2022-04-22T00:00:00.000","599","85649"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","87457","42829","44613","15","1171","6728","3663","21334","930","8041","45576","11770","5897","2688","44257","1792","2084","1067","3626","13338","75687","81560","84769","43200","85665","85373","86390","83831","74119","2022-04-22T00:00:00.000","529","86928"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","86024","41699","44311","14","1082","6232","3664","20846","962","7717","45514","11634","3705","2654","43642","1815","1835","960","3123","12844","74390","82319","83370","42382","84209","84189","85064","82901","73180","2022-04-22T00:00:00.000","323","85701"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","82258","39922","42332","4","1091","5814","3586","19575","849","6920","44419","11608","3373","2534","42279","1806","0","932","2506","12315","70650","78885","79724","39979","80452","82258","81326","79752","69943","2022-04-22T00:00:00.000","240","82018"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","79606","38747","40856","3","1095","5889","3414","18221","863","6182","43942","10444","3372","2287","41618","1778","0","942","2151","12057","69162","76234","77319","37988","77828","79606","78664","77455","67549","2022-04-22T00:00:00.000","633","78973"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","80619","39018","41499","102","1053","6924","3889","20329","1042","7572","39809","10144","6649","2175","38993","1651","2351","1171","3073","12374","70475","73970","78444","41626","78968","78268","79448","77546","68245","2022-04-22T00:00:00.000","370","80249"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","81533","39642","41807","84","1026","6790","3565","20385","998","7758","41010","9158","7299","2100","39489","1841","2129","1303","3771","12689","72375","74234","79433","42044","79692","79404","80230","77762","68844","2022-04-22T00:00:00.000","439","81094"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","86942","42320","44582","40","1074","6728","3775","21627","968","8109","44652","9731","7230","2338","42577","1860","2378","875","3765","13031","77211","79712","84604","44365","85082","84564","86067","83177","73911","2022-04-22T00:00:00.000","531","86411"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","87998","43015","44956","27","1162","6854","3720","21567","970","8165","45557","9672","6659","2604","43895","1891","2177","878","4293","13229","78326","81339","85394","44103","86107","85821","87120","83705","74769","2022-04-22T00:00:00.000","597","87401"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","86792","42051","44735","6","1111","6437","3679","21173","976","7850","45551","10030","6386","2694","43086","1843","1991","869","4075","13017","76762","80406","84098","43706","84949","84801","85923","82717","73775","2022-04-22T00:00:00.000","470","86322"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","83598","40569","43020","9","1110","6054","3601","19966","853","7147","44857","9662","3968","2553","41915","1778","1619","826","3509","12465","73936","79630","81045","41683","81820","81979","82772","80089","71133","2022-04-22T00:00:00.000","322","83276"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","80586","39155","41425","6","1078","6047","3427","18752","893","6353","44032","9483","3829","2490","40991","1750","0","872","2858","12053","71103","76757","78096","39595","78836","80586","79714","77728","68533","2022-04-22T00:00:00.000","604","79982"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","79619","38727","40889","3","1188","6067","3513","17608","831","5872","44540","9020","3993","2065","40925","1753","0","888","2606","11883","70599","75626","77554","38694","77866","79619","78731","77013","67736","2022-04-22T00:00:00.000","550","79069"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","80738","39123","41394","221","988","6781","3488","20554","1079","7649","40197","8761","7042","2095","39411","1781","2188","1173","3603","11635","71977","73696","78643","41327","78957","78550","79565","77135","69103","2022-04-22T00:00:00.000","347","80391"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","83876","40679","43050","147","1103","6873","3782","21421","1006","7802","41888","8495","7951","2094","40833","1897","1995","1299","4146","12290","75381","75925","81782","43043","81979","81881","82577","79730","71586","2022-04-22T00:00:00.000","424","83452"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","88209","42986","45157","66","1145","6991","3742","22001","1010","8150","45163","8660","7682","2473","42797","1948","2264","943","4371","12532","79549","80527","85736","45412","86261","85945","87266","83838","75677","2022-04-22T00:00:00.000","506","87703"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","87226","42266","44913","47","1125","6664","3693","21404","989","7891","45453","8492","7188","2613","43327","1934","2172","946","4607","12466","78734","80038","84613","43899","85292","85054","86280","82619","74760","2022-04-22T00:00:00.000","551","86675"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","84235","40871","43351","13","1124","6286","3583","20262","881","7262","44817","8712","7111","2445","41301","1802","1799","880","4169","11897","75523","77124","81790","42934","82433","82436","83355","80066","72338","2022-04-22T00:00:00.000","453","83782"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","81310","39509","41796","5","1098","6259","3428","19026","957","6554","43972","8512","4462","2474","39749","1765","1464","882","3536","11451","72798","76848","78836","41561","79545","79846","80428","77774","69859","2022-04-22T00:00:00.000","559","80751"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","80018","38929","41081","8","1168","6195","3403","18036","853","6064","44297","7411","4937","2189","39702","1793","0","831","3104","11117","72607","75081","77829","40316","78225","80018","79187","76914","68901","2022-04-22T00:00:00.000","534","79484"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","78603","38497","40103","3","1251","5966","3422","16858","800","5668","44638","6179","3975","1986","39353","1578","0","824","2794","11297","72424","74628","76617","39250","77025","78603","77779","75809","67306","2022-04-22T00:00:00.000","547","78056"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","83713","40462","42971","280","1091","6907","3767","21726","1049","7774","41398","8276","7231","2087","40648","1820","2077","1258","4061","11760","75437","76482","81626","43065","81893","81636","82455","79652","71953","2022-04-22T00:00:00.000","332","83381"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","86131","41827","44114","190","1154","7116","3789","22036","1071","7879","43086","7953","7973","2121","41340","1985","1938","1293","4851","11941","78178","78158","84010","44791","84146","84193","84838","81280","74190","2022-04-22T00:00:00.000","429","85702"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","87785","42470","45209","106","1113","6872","3797","21771","1039","7982","45192","7780","7819","2410","42129","1982","2208","905","4833","11976","80005","79966","85375","45656","85803","85577","86880","82952","75809","2022-04-22T00:00:00.000","531","87254"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","84680","41047","43605","28","1116","6408","3623","20520","918","7460","44626","8068","7295","2387","41005","1851","1976","855","4951","11570","76612","77385","82293","43675","82829","82704","83825","79729","73110","2022-04-22T00:00:00.000","531","84149"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","82331","39926","42397","8","1080","6471","3459","19331","983","6678","44312","7951","7098","2396","39551","1773","1631","871","4254","11261","74380","75233","79935","42780","80558","80700","81460","78077","71070","2022-04-22T00:00:00.000","526","81805"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","81300","39620","41670","10","1177","6381","3454","18415","868","6238","44753","6641","4833","2237","39017","1797","1295","830","3724","10838","74659","76467","79063","42283","79503","80005","80470","77576","70462","2022-04-22T00:00:00.000","565","80735"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","79709","38958","40741","10","1214","6154","3405","17461","824","5897","44750","5520","4667","2118","38594","1621","0","837","3255","10740","74189","75042","77591","41115","78088","79709","78872","76454","68969","2022-04-22T00:00:00.000","516","79193"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","78294","38312","39980","2","1167","5887","3467","16583","787","5548","44855","5597","4172","1886","39042","1684","0","872","2989","10430","72697","74122","76408","39252","76610","78294","77422","75305","67864","2022-04-22T00:00:00.000","519","77775"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","85819","41517","43959","343","1138","7176","3780","22170","1114","7900","42536","7975","6962","2244","41097","1901","1957","1263","4741","11632","77844","78857","83575","44722","83918","83862","84556","81078","74187","2022-04-22T00:00:00.000","346","85473"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","86520","41560","44611","349","1138","6945","3908","21895","1084","7814","43734","7639","7715","2156","40333","2019","1902","1126","5246","11706","78881","78805","84364","46187","84501","84618","85394","81274","74814","2022-04-22T00:00:00.000","412","86108"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","85317","41226","44009","82","1074","6559","3708","20866","994","7543","44567","7840","7223","2273","39510","1920","2068","840","5042","11210","77477","78094","83044","45807","83397","83249","84477","80275","74107","2022-04-22T00:00:00.000","487","84830"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","83018","40075","42893","50","1069","6641","3513","19612","995","6908","44272","7894","6784","2314","38983","1816","1804","891","4746","10955","75124","76234","80704","44035","81202","81214","82127","78272","72063","2022-04-22T00:00:00.000","573","82445"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","82204","39950","42243","11","1164","6573","3488","18742","900","6410","44912","7208","7012","2302","38320","1788","1405","917","4207","10771","74996","75192","79902","43884","80416","80799","81287","77997","71433","2022-04-22T00:00:00.000","520","81684"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","81128","39545","41572","11","1190","6322","3421","17913","876","6088","45306","5804","4693","2264","37760","1612","1198","874","4011","10707","75324","76435","78864","43368","79516","79930","80254","77117","70421","2022-04-22T00:00:00.000","538","80590"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","79231","38767","40458","6","1164","6086","3460","17018","822","5712","44957","5106","4674","2142","38106","1639","0","882","3503","10241","74125","74557","77089","41125","77592","79231","78349","75728","68990","2022-04-22T00:00:00.000","511","78720"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","80202","38951","41240","11","1250","6000","3528","16849","816","5556","46203","5032","3997","1863","39240","1708","0","865","3244","10307","75170","76205","78339","40962","78494","80202","79337","76958","69895","2022-04-22T00:00:00.000","530","79672"
"2021-22","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","87795","41964","45315","516","1123","7112","3964","22538","1131","7869","44057","8032","6772","2206","41345","1939","1930","1368","5144","11346","79763","81023","85589","46450","85856","85865","86427","82651","76449","2022-04-22T00:00:00.000","321","87474"
"2020-21","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","85512","41149","44001","362","1121","6819","3793","21117","1013","7482","44167","7625","6987","1964","38357","1964","1791","1264","5762","10998","77887","78525","83548","47155","83548","83721","84248","79750","74514","2022-04-22T00:00:00.000","389","85123"
"2019-20","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","84999","40995","43843","161","1061","6878","3615","20309","1065","7133","44929","7916","5856","2353","38660","1883","1786","1089","5205","10758","77083","79143","82646","46339","83116","83213","83910","79794","74241","2022-04-22T00:00:00.000","488","84511"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","84233","40900","43226","107","1152","6863","3595","19271","928","6769","45647","7300","6800","2299","38388","1848","1604","1063","5205","10636","76933","77433","81934","45845","82385","82629","83170","79028","73597","2022-04-22T00:00:00.000","549","83684"
