"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","196","95","101","0","5","7","2","54","2","10","116","3","9","17","107","3","0","16","5","30","193","187","179","89","193","196","180","191","166","2022-04-22T00:00:00.000","0","195"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","218","103","115","0","10","10","5","47","0","5","141","7","9","15","122","4","0","13","9","38","211","209","203","96","214","218","205","209","180","2022-04-22T00:00:00.000","0","217"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","7th Grade","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","7th Grade","3","2","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","2022-04-22T00:00:00.000","0","3"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","2","0","2","0","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","2","0","2","2","1","2","2","2","2","0","2022-04-22T00:00:00.000","0","2"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","2","1","1","0","0","0","0","2","0","0","0","2","0","0","2","1","0","0","0","2","0","2","2","0","1","2","2","2","0","2022-04-22T00:00:00.000","0","2"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","257","133","124","0","4","5","4","94","0","13","137","24","3","4","189","5","2","20","14","42","233","254","253","68","252","255","237","243","215","2022-04-22T00:00:00.000","0","256"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","254","135","119","0","8","4","2","80","0","23","137","22","8","2","181","5","5","7","15","35","232","246","252","73","249","249","247","239","219","2022-04-22T00:00:00.000","0","253"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","248","121","127","0","8","4","0","90","0","17","129","36","7","9","173","10","1","8","16","37","212","241","239","75","238","247","240","232","211","2022-04-22T00:00:00.000","0","247"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","260","142","118","0","5","7","2","78","0","14","154","23","10","13","165","7","1","7","12","40","237","250","247","95","253","259","253","248","220","2022-04-22T00:00:00.000","0","257"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","256","136","120","0","17","8","2","74","0","16","139","16","9","15","173","5","2","16","11","38","240","247","241","83","251","254","240","245","218","2022-04-22T00:00:00.000","0","248"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","240","128","112","0","10","5","4","56","2","10","153","18","17","11","170","11","1","17","12","37","222","223","229","70","229","239","223","228","203","2022-04-22T00:00:00.000","0","236"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","238","117","121","0","9","7","1","70","1","9","141","13","16","13","162","4","0","15","11","37","225","222","225","76","234","238","223","227","201","2022-04-22T00:00:00.000","0","235"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","244","114","130","0","10","8","4","65","1","8","148","19","14","11","172","10","0","9","9","36","225","230","233","72","234","244","235","235","208","2022-04-22T00:00:00.000","0","241"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","926","469","457","0","24","22","7","335","1","53","484","111","24","18","591","21","9","88","48","140","815","902","908","335","905","917","838","878","786","2022-04-22T00:00:00.000","0","922"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","977","501","476","0","33","21","9","324","1","65","524","107","33","20","634","31","6","64","51","159","870","944","957","343","946","971","913","926","818","2022-04-22T00:00:00.000","0","972"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","964","510","454","0","36","23","8","303","1","60","530","102","38","42","582","31","3","55","49","161","862","926","922","382","933","961","909","915","803","2022-04-22T00:00:00.000","0","956"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","958","497","461","0","31","26","9","273","2","62","555","80","49","46","536","22","3","50","41","154","878","909","912","422","936","955","908","917","804","2022-04-22T00:00:00.000","0","948"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","945","477","468","0","45","31","12","271","4","48","534","81","50","45","567","22","4","51","38","157","864","895","900","378","923","941","894","907","788","2022-04-22T00:00:00.000","0","933"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","899","436","463","0","39","27","9","236","6","31","551","72","51","48","552","25","1","46","41","143","827","848","851","347","874","898","853","858","756","2022-04-22T00:00:00.000","0","890"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","912","438","474","0","35","31","8","252","6","37","543","57","45","76","567","23","0","58","31","147","855","867","836","345","889","912","854","881","765","2022-04-22T00:00:00.000","0","905"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","909","432","477","0","38","33","14","227","5","26","566","42","41","54","564","27","0","46","25","139","867","868","855","345","882","909","863","884","770","2022-04-22T00:00:00.000","0","904"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","36","19","17","0","0","2","0","13","0","3","18","11","0","0","28","0","0","0","0","5","25","36","36","8","36","36","36","36","31","2022-04-22T00:00:00.000","0","36"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","53","28","25","0","1","2","1","14","0","2","33","6","3","0","32","0","2","4","1","8","47","50","53","21","53","51","49","52","45","2022-04-22T00:00:00.000","0","51"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","48","20","28","0","2","0","1","10","0","4","31","6","1","1","34","1","0","4","1","11","42","47","47","14","47","48","44","47","37","2022-04-22T00:00:00.000","0","48"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","51","32","19","0","0","1","0","14","0","8","28","10","0","1","40","2","1","4","2","5","41","51","50","11","49","50","47","49","46","2022-04-22T00:00:00.000","0","50"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","59","32","27","0","2","0","1","13","0","11","32","9","1","3","45","1","1","3","1","9","50","58","56","14","58","58","56","58","50","2022-04-22T00:00:00.000","0","56"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","56","26","30","0","2","0","0","15","0","10","29","10","0","5","42","1","0","1","0","10","46","56","51","14","55","56","55","56","46","2022-04-22T00:00:00.000","0","56"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","51","29","22","0","0","0","0","19","0","1","31","10","0","7","33","4","0","2","0","8","41","51","44","18","47","51","49","51","43","2022-04-22T00:00:00.000","0","51"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","57","30","27","0","1","1","0","18","0","7","30","9","0","5","36","2","0","4","0","10","48","57","52","21","55","57","53","57","47","2022-04-22T00:00:00.000","0","57"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","49","28","21","0","0","2","1","11","0","2","33","6","2","0","29","0","2","1","1","8","43","47","49","20","49","47","48","48","41","2022-04-22T00:00:00.000","0","49"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","52","24","28","0","2","0","1","15","0","5","29","7","4","0","40","0","0","3","1","13","45","48","52","12","52","52","49","51","39","2022-04-22T00:00:00.000","0","51"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","54","33","21","0","0","1","0","15","0","7","31","9","3","3","43","1","0","2","2","7","45","51","51","11","53","54","52","52","47","2022-04-22T00:00:00.000","0","52"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","46","27","19","0","2","1","1","12","0","6","24","10","1","1","38","0","1","1","2","8","36","45","45","8","46","45","45","44","38","2022-04-22T00:00:00.000","0","45"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","58","29","29","0","3","0","0","15","0","14","26","7","2","2","44","3","0","3","8","13","51","56","56","14","55","58","55","50","45","2022-04-22T00:00:00.000","0","58"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","48","24","24","0","0","0","0","19","0","1","28","11","0","1","34","1","1","3","0","8","37","48","47","14","47","47","45","48","40","2022-04-22T00:00:00.000","0","48"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","59","31","28","0","0","1","0","17","0","9","32","7","0","7","41","1","0","4","1","12","52","59","52","18","58","59","55","58","47","2022-04-22T00:00:00.000","0","59"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","64","35","29","0","1","0","1","20","0","5","37","15","0","4","38","4","0","5","1","5","49","64","60","26","60","64","59","63","59","2022-04-22T00:00:00.000","0","64"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","53","26","27","0","1","0","1","13","0","8","30","3","4","0","44","0","0","3","1","10","50","49","53","9","53","53","50","52","43","2022-04-22T00:00:00.000","0","53"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","49","29","20","0","0","1","1","14","0","7","26","7","3","0","36","2","0","4","1","5","42","46","49","13","47","49","45","48","44","2022-04-22T00:00:00.000","0","47"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","47","26","21","0","1","1","1","12","0","6","26","6","1","0","35","0","1","0","3","7","41","46","47","12","47","46","47","44","40","2022-04-22T00:00:00.000","0","45"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","50","26","24","0","3","0","0","13","0","12","22","7","2","1","38","2","0","1","9","11","43","48","49","12","48","50","49","41","39","2022-04-22T00:00:00.000","0","50"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","51","23","28","0","2","0","0","19","0","1","29","12","1","0","39","1","1","0","1","13","39","50","51","12","50","50","51","50","38","2022-04-22T00:00:00.000","0","50"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","60","29","31","0","1","0","0","18","0","9","32","9","0","5","42","2","0","0","1","12","51","60","55","18","58","60","60","59","48","2022-04-22T00:00:00.000","0","60"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","66","32","34","0","0","0","1","22","0","3","40","13","3","2","46","3","0","2","1","7","53","63","64","20","63","66","64","65","59","2022-04-22T00:00:00.000","0","66"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","53","28","25","0","2","2","0","19","0","1","29","10","1","4","35","3","0","3","0","8","43","52","49","18","50","53","50","53","45","2022-04-22T00:00:00.000","0","53"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","43","26","17","0","0","1","1","13","0","5","23","8","3","1","33","2","0","1","1","2","35","40","42","10","41","43","42","42","41","2022-04-22T00:00:00.000","0","43"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","49","29","20","0","1","1","1","13","0","5","28","5","2","0","36","0","1","2","2","7","44","47","49","13","49","48","47","47","42","2022-04-22T00:00:00.000","0","47"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","55","33","22","0","3","0","0","12","0","12","27","6","2","4","38","1","1","3","9","10","49","53","51","17","54","54","52","46","45","2022-04-22T00:00:00.000","0","53"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","49","24","25","0","0","0","0","21","0","1","27","9","2","2","34","1","0","2","2","10","40","47","47","15","48","49","47","47","39","2022-04-22T00:00:00.000","0","49"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","54","26","28","0","0","0","0","16","0","10","28","6","0","1","38","2","1","1","2","11","48","54","53","16","52","53","53","52","43","2022-04-22T00:00:00.000","0","54"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","61","32","29","0","0","0","1","22","0","4","34","13","2","3","41","3","1","3","1","9","48","59","58","20","58","60","58","60","52","2022-04-22T00:00:00.000","0","60"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","52","27","25","0","2","2","0","18","0","2","28","8","2","4","36","2","0","3","0","10","44","50","48","16","50","52","49","52","42","2022-04-22T00:00:00.000","0","52"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","40","19","21","0","2","0","0","11","0","3","24","5","1","1","22","2","0","2","0","7","35","39","39","18","38","40","38","40","33","2022-04-22T00:00:00.000","0","40"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","54","31","23","0","0","1","1","15","0","6","31","8","1","0","41","0","1","3","2","8","46","53","54","13","54","53","51","52","46","2022-04-22T00:00:00.000","0","53"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","57","31","26","0","3","1","0","20","0","8","25","9","2","1","41","1","1","6","5","11","48","55","56","16","56","56","51","52","46","2022-04-22T00:00:00.000","0","57"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","46","21","25","0","0","0","0","19","0","1","25","6","3","1","30","0","2","2","2","10","40","43","45","16","46","44","44","44","36","2022-04-22T00:00:00.000","0","46"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","57","26","31","0","0","0","0","16","0","9","32","4","1","0","37","1","1","3","2","12","53","56","57","20","56","56","54","55","45","2022-04-22T00:00:00.000","0","57"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","60","30","30","0","0","0","1","19","0","3","37","9","1","3","42","2","1","1","1","10","51","59","57","18","58","59","59","59","50","2022-04-22T00:00:00.000","0","60"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","53","31","22","0","2","2","0","18","0","2","29","7","1","3","37","0","1","1","1","11","46","52","50","16","53","52","52","52","42","2022-04-22T00:00:00.000","0","53"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","41","21","20","0","2","0","0","14","0","2","23","4","0","2","22","2","0","2","0","7","37","41","39","19","39","41","39","41","34","2022-04-22T00:00:00.000","0","41"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","43","21","22","0","1","1","1","8","0","2","30","2","2","2","27","0","0","3","1","6","41","41","41","16","43","43","40","42","37","2022-04-22T00:00:00.000","0","42"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","2","1","1","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","2","2","2","0","2","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","55","28","27","0","0","0","1","18","0","4","32","9","0","0","39","1","1","3","1","10","46","55","55","16","54","54","52","54","45","2022-04-22T00:00:00.000","0","54"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","47","25","22","0","2","2","0","14","0","3","26","6","1","1","30","0","0","2","1","10","41","46","46","17","47","47","45","46","37","2022-04-22T00:00:00.000","0","47"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","43","21","22","0","1","0","0","17","0","2","23","5","0","0","22","0","0","1","0","6","38","43","43","21","43","43","42","43","37","2022-04-22T00:00:00.000","0","43"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","43","22","21","0","1","1","2","9","0","1","29","4","4","0","29","1","0","0","1","7","39","39","43","14","42","43","43","42","36","2022-04-22T00:00:00.000","0","43"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","64","33","31","0","6","3","1","17","0","2","35","8","4","6","36","3","0","0","1","14","56","60","58","28","61","64","64","63","50","2022-04-22T00:00:00.000","0","63"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","7th Grade","2","1","1","0","0","0","0","2","0","0","0","2","0","0","1","0","0","0","0","2","0","2","2","1","2","2","2","2","0","2022-04-22T00:00:00.000","0","2"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","7th Grade","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","2","1","1","0","0","0","0","2","0","0","0","2","0","0","2","1","0","0","0","0","0","2","2","0","1","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","2","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","2","1","2","2","2","2","2","2","2","0","2022-04-22T00:00:00.000","0","2"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","8th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","285","158","127","0","1","7","5","83","0","31","158","44","10","2","205","2","7","8","5","42","241","275","283","80","283","278","277","280","243","2022-04-22T00:00:00.000","0","284"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","307","166","141","0","9","7","4","88","0","31","168","41","14","2","215","3","4","22","10","49","266","293","305","92","304","303","285","297","258","2022-04-22T00:00:00.000","0","300"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","306","158","148","0","6","3","3","81","0","37","174","41","10","13","219","4","7","15","17","55","265","296","293","87","302","299","291","289","251","2022-04-22T00:00:00.000","0","298"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","363","186","177","0","8","2","3","107","1","48","194","57","6","7","263","9","4","20","18","72","306","357","356","100","354","359","343","345","291","2022-04-22T00:00:00.000","0","360"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","381","196","185","0","9","2","2","109","0","50","209","57","6","10","272","10","5","15","16","77","324","375","371","109","371","376","366","365","304","2022-04-22T00:00:00.000","0","376"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","381","193","188","0","7","2","1","128","0","38","205","68","3","20","262","10","4","11","3","66","313","378","361","119","371","377","370","378","315","2022-04-22T00:00:00.000","0","379"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","364","186","178","0","5","4","3","111","0","29","212","52","9","24","243","13","0","13","3","59","312","355","340","121","351","364","351","361","305","2022-04-22T00:00:00.000","0","363"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","372","195","177","0","14","7","3","111","0","22","215","58","8","26","225","19","0","20","3","56","314","364","346","147","353","372","352","369","316","2022-04-22T00:00:00.000","0","370"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","48","27","21","0","0","1","1","16","0","7","23","8","0","1","28","0","4","0","0","9","40","48","47","20","48","44","48","48","39","2022-04-22T00:00:00.000","0","48"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","44","24","20","0","1","2","0","12","0","4","25","7","0","1","30","0","0","3","0","3","37","44","43","14","44","44","41","44","41","2022-04-22T00:00:00.000","0","44"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","53","24","29","0","0","1","1","11","0","7","33","6","0","4","37","0","3","4","0","9","47","53","49","16","53","50","49","53","44","2022-04-22T00:00:00.000","0","51"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","53","22","31","0","3","0","1","12","1","8","28","7","0","2","37","2","0","6","0","14","46","53","51","16","51","53","47","53","39","2022-04-22T00:00:00.000","0","53"
