"_9298","_2019_20","state","_103300","washington_state","multiple","northwest_educational_service","_100009","_31016","arlington_school_district","_100014","_4327","eagle_creek_elementary","_102568","p","latitude","longitude","physicaladdress","mailingaddress","_2","two_way","_243","spanish","_80_20","kindergarten","_3","https_eaglecreek_asd_wednet","_1","districtcountdlschools","districtcountdlprograms","_2020_09_22_09_07_19_770"
"10058","2019-20","School","100847","Beezley Springs Elementary","Grant","North Central Educational Service District 171","100008","13165","Ephrata School District","100081","4229","Beezley Springs Elementary","100847","S","47.32621669","-119.5498871","501 C ST NW, EPHRATA, Washington, 98823-0000","501 C ST NW, EPHRATA, Washington, 98823-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10059","2019-20","School","101929","Belfair Elementary","Mason","Olympic Educational Service District 114","100005","23403","North Mason School District","100170","2662","Belfair Elementary","101929","P","47.438887","-122.833908","NE 22900 Hwy 3, Belfair, Washington, 98528-0000","NE 22900 Hwy 3, Belfair, Washington, 98528-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10060","2019-20","School","105341","Bellevue Big Picture School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","47.59212964","-122.1411569","14844 SE 22nd Street, Bellevue, Washington, 98007","14844 SE 22nd Street, Bellevue, Washington, 98007","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","1/27/2021"
"10061","2019-20","School","101357","Bellevue High School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","47.604726","-122.19734","10416 Wolverine Way, Bellevue, Washington, 98004-6600","10416 Wolverine Way, Bellevue, Washington, 98004-6600","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","1/27/2021"
"10062","2019-20","School","105794","Bellingham Family Partnership Program","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","48.71892","-122.49374","1409 18th St, Bellingham, Washington, 98225-7201","1409 18th St, Bellingham, Washington, 98225-7201","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10063","2019-20","School","103061","Bellingham High School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","48.75688","-122.473985","2020 Cornwall Ave, Bellingham, Washington, 98225-3648","2020 Cornwall Ave, Bellingham, Washington, 98225-3648","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10064","2019-20","School","105681","Bellingham Re-Engagement Program","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5340","Bellingham Re-Engagement Program","105681","R","48.75927983","-122.4869095","1306 Dupont St, Bellingham, Washington, 98225","1306 Dupont St, Bellingham, Washington, 98225","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10065","2019-20","School","102698","Bemiss Elementary","Spokane","Educational Service District 101","100001","32081","Spokane School District","100247","2155","Bemiss Elementary","102698","P","47.68927","-117.375156","2323 E Bridgeport Ave, Spokane, Washington, 99207-5799","2323 E Bridgeport Ave, Spokane, Washington, 99207-5799","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10066","2019-20","School","100329","Benge Elementary","Adams","Educational Service District 101","100001","1122","Benge School District","100021","3142","Benge Elementary","100329","P","46.910734","-118.099876","2978 E BENGE WINONA RD, BENGE, Washington, 99105-0697","2978 E. Benge-Winona Rd., Benge, Washington, 99105-0697","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10067","2019-20","School","101536","Benjamin Franklin Elementary","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3591","Benjamin Franklin Elementary","101536","P","47.662251","-122.173301","12434 NE 60th, Kirkland, Washington, 98033-8722","12434 NE 60th, Kirkland, Washington, 98033-8722","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10068","2019-20","School","100537","Benjamin Franklin Elementary","Clark","Educational Service District 112","100003","6037","Vancouver School District","100278","3080","Benjamin Franklin Elementary","100537","P","45.659648","-122.678379","5206 FRANKLIN ST, VANCOUVER, Washington, 98663-1698","5206 FRANKLIN ST, VANCOUVER, Washington, 98663-1698","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10069","2019-20","School","101539","Benjamin Rush Elementary","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3703","Benjamin Rush Elementary","101539","P","47.661832","-122.138817","6101 152nd Ave NE, Redmond, Washington, 98052-4766","6101 152nd Ave NE, Redmond, Washington, 98052-4766","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10070","2019-20","School","101388","Bennett Elementary School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","47.624538","-122.102192","17900 NE 16th Street, Bellevue, Washington, 98008","17900 NE 16th Street, Bellevue, Washington, 98008","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","1/27/2021"
"10071","2019-20","School","101341","Benson Hill Elementary School","King","Puget Sound Educational Service District 121","100006","17403","Renton School District","100216","3587","Benson Hill Elementary School","101341","P","47.434855","-122.187877","18665 116th Ave SE, Renton, Washington, 98058-7198","18665 116th Ave SE, Renton, Washington, 98058-7198","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10072","2019-20","School","105299","Benton County Jail","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","5235","Benton County Jail","105299","J","46.22169","-119.21906","7122 W Okanogan Place, Kennewick, Washington, 99337","7122 W Okanogan Place, Kennewick, Washington, 99337","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","1/27/2021"
"10073","2019-20","School","100372","Benton/Franklin Juvenile Justice Center","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","4007","Benton/Franklin Juvenile Justice Center","100372","J","46.22437313","-119.1957969","5606 WEST CANAL DRIVE, KENNEWICK, Washington, 99336-1300","5606 WEST CANAL DRIVE, KENNEWICK, Washington, 99336-1300","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","1/27/2021"
"10074","2019-20","School","103012","Berney Elementary School","Walla Walla","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","2074","Berney Elementary School","103012","P","46.061676","-118.299821","1718 PLEASANT ST, WALLA WALLA, Washington, 99362-3799","1718 PLEASANT ST, WALLA WALLA, Washington, 99362-3799","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","1/27/2021"
"10075","2019-20","School","102016","Bess Herian Elementary","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","2770","Bess Herian Elementary","102016","P","48.336959","-117.298733","305 MONUMENTAL WAY, CUSICK, Washington, 99119-0000","305 MONUMENTAL WAY, CUSICK, Washington, 99119-9761","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10076","2019-20","School","106054","Bethel Elementary Learning Academy","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","5471","Bethel Elementary Learning Academy","106054","P","47.109793","-122.356","16117 Canyon Road East, Puyallup, Washington, 98375","16117 Canyon Road East, Puyallup, Washington, 98375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10077","2019-20","School","102293","Bethel High School","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","2807","Bethel High School","102293","P","47.054524","-122.378089","22215 38th Avenue East, Spanaway, Washington, 98387-6828","22215 38th Ave E, Spanaway, Washington, 98387","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10078","2019-20","School","102295","Bethel Middle School","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","3250","Bethel Middle School","102295","P","47.05818","-122.378553","22201 38th Avenue East, Spanaway, Washington, 98387-6827","22201 38th Avenue East, Spanaway, Washington, 98387-6827","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10079","2019-20","School","106415","Bethel Virtual Academy","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","5633","Bethel Virtual Academy","106415","P","47.09673654","-122.4255309","516 176th st E, SPANAWAY, Washington, 98387","516 176th st E, SPANAWAY, Washington, 98387","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10080","2019-20","School","102814","Betz Elementary","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","2954","Betz Elementary","102814","P","47.495692","-117.577408","317 N 7TH, CHENEY, Washington, 99004-2298","317 N 7TH, CHENEY, Washington, 99004-1616","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10081","2019-20","School","102527","Beverly Elementary","Snohomish","Northwest Educational Service District 189","100009","31015","Edmonds School District","100075","3302","Beverly Elementary","102527","P","47.847228","-122.304883","5221 168th St SW, Lynnwood, Washington, 98037-3099","5221 168th St SW, Lynnwood, Washington, 98037-3099","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10082","2019-20","School","101265","Beverly Park Elem at Glendale","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2765","Beverly Park Elem at Glendale","101265","P","47.509618","-122.317571","1201 S 104th St, Seattle, Washington, 98168-1549","1201 S 104th St, Seattle, Washington, 98168-1549","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","10","12","1/27/2021"
"10083","2019-20","School","101792","Bickleton Elementary & High Schl","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","3392","Bickleton Elementary & High Schl","101792","P","45.998617","-120.293366","3626 Bickleton Highway, Bickleton, Washington, 99322","3626 Bickleton Highway, Bickleton, Washington, 99322","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10084","2019-20","School","102379","Big Lake Elementary School","Skagit","Northwest Educational Service District 189","100009","29101","Sedro-Woolley School District","100230","2521","Big Lake Elementary School","102379","P","48.402052","-122.24133","16802 Lake View Blvd., Mount Vernon, Washington, 98274-8180","16802 Lake View Blvd., Mount Vernon, Washington, 98274-8180","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10085","2019-20","School","104145","Big Picture School","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","5028","Big Picture School","104145","A","47.4369212","-122.3280492","440 S 186th St, Burien, Washington, 98148","440 S 186th St, Burien, Washington, 98148","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","10","12","1/27/2021"
"10086","2019-20","School","105219","Bio Med Academy (Closed after 2016-2017 school year)","Snohomish","Northwest Educational Service District 189","100009","31025","Marysville School District","100142","5210","Bio Med Academy (Closed after 2016-2017 school year)","105219","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10087","2019-20","School","103060","Birchwood Elementary School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","48.774727","-122.506239","3200 Pinewood Ave, Bellingham, Washington, 98225-1436","3200 Pinewood Ave, Bellingham, Washington, 98225-1436","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10088","2019-20","School","102150","Birney","Pierce","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","3449","Birney","102150","P","47.187726","-122.450677","1202 S 76th St, Tacoma, Washington, 98408-0000","1202 S 76th St, Tacoma, Washington, 98408-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","1/27/2021"
"10089","2019-20","School","104705","BIRTH TO 2 PRESCHOOL","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","5124","BIRTH TO 2 PRESCHOOL","104705","S","47.95852888","-117.4769272","428 N. Main, Deer Park, Washington, 99006","P.O. Box 490, Deer Park, Washington, 99006","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10090","2019-20","School","104200","Birth to 3 Contracts (Closed after 2019-2020 school year)","King","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","5048","Birth to 3 Contracts (Closed after 2019-2020 school year)","104200","S","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","1/27/2021"
"10091","2019-20","School","104798","Birth to Age 2","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","5150","Birth to Age 2","104798","S","47.372406","-122.1795073","12033 SE 256TH St Suite A-400, Kent, Washington, 98030-6503","12033 SE 256TH St Suite A-400, Kent, Washington, 98030-6503","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","6","1/27/2021"
"10092","2019-20","School","104709","Birth To Three","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","5126","Birth To Three","104709","S","47.54026744","-117.5419299","12414 S Andrus Rd, Cheney, Washington, 99004","12414 S Andrus Rd, Cheney, Washington, 99004","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10093","2019-20","School","105895","Birth to Three","Pierce","Puget Sound Educational Service District 121","100006","27001","Steilacoom Hist. School District","100254","5389","Birth to Three","105895","S","47.16890621","-122.5988207","511 Chambers Street, Steilacoom, Washington, 98388","511 Chambers Street, Steilacoom, Washington, 98388","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10094","2019-20","School","105532","Birth to Three (Closed after 2016-2017 school year)","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","5288","Birth to Three (Closed after 2016-2017 school year)","105532","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10095","2019-20","School","105513","Birth to Three Development Center","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","5279","Birth to Three Development Center","105513","S","47.28228641","-122.3435603","35535 6th PL SW , Federal Way, Washington, 98023","PO Box 24269, Federal Way, Washington, 98093-1269","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10096","2019-20","School","101232","Black Diamond Elementary","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","3430","Black Diamond Elementary","101232","P","47.309906","-122.005016","25314 Baker Street, Black Diamond, Washington, 98010","P.O. Box 285, Black Diamond, Washington, 98010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10097","2019-20","School","102953","Black Lake Elementary","Thurston","Capital Region ESD 113","100004","34033","Tumwater School District","100273","4205","Black Lake Elementary","102953","P","46.991146","-122.967266","6345 Belmore-Black Lake Road, Olympia, Washington, 98512-0000","6345 Belmore-Black Lake Road, Olympia, Washington, 98512-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10098","2019-20","School","103089","Blaine Elementary School","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","2713","Blaine Elementary School","103089","P","48.9924942","-122.7411067","836 MITCHELL AVE, BLAINE, Washington, 98230-0000","836 MITCHELL AVE, BLAINE, Washington, 98230-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10099","2019-20","School","103090","Blaine High School","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","3136","Blaine High School","103090","P","48.99341927","-122.7370981","1055 H STREET, BLAINE, Washington, 98230-0000","1055 H STREET, BLAINE, Washington, 98230-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10100","2019-20","School","104037","Blaine Home Connections","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","5021","Blaine Home Connections","104037","A","48.99914391","-122.7443451","580 C Street, Blaine, Washington, 98230","765 H Street, Blaine, Washington, 98230","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10101","2019-20","School","103091","Blaine Middle School","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","3796","Blaine Middle School","103091","P","48.99352162","-122.7387243","975 H STREET, BLAINE, Washington, 98230-0000","975 H STREET, BLAINE, Washington, 98230-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10102","2019-20","School","103093","Blaine Primary School","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","4476","Blaine Primary School","103093","P","48.991506","-122.740024","820 BOBLETT ST, BLAINE, Washington, 98230-0000","820 BOBLETT ST, BLAINE, Washington, 98230-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10103","2019-20","School","106016","Blaine Re-Engagement","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","5465","Blaine Re-Engagement","106016","R","48.76509022","-122.5087598","Bellingham Technical College 3028 Lindbergh Ave, Bellingham, Washington, 98225","Blaine School District 1055 H Street, Blaine, Washington, 98230","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10104","2019-20","School","102102","Blix Elementary","Pierce","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","2094","Blix Elementary","102102","P","47.222179","-122.412363","1302 E 38th St, Tacoma, Washington, 98404-0000","1302 E 38th St, Tacoma, Washington, 98404-0000","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.tacomaschools.org/blix/Pages/default.aspx","1","2","2","1/27/2021"
"10105","2019-20","School","100967","Blue Heron Middle School","Jefferson","Olympic Educational Service District 114","100005","16050","Port Townsend School District","100203","4475","Blue Heron Middle School","100967","P","48.129029","-122.779101","3939 San Juan Ave, Port Townsend, Washington, 98368-3323","3939 San Juan Ave, Port Townsend, Washington, 98368-3323","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10106","2019-20","School","103023","Blue Ridge Elementary","Walla Walla","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","4193","Blue Ridge Elementary","103023","P","46.056458","-118.352565","1150 W CHESTNUT ST, WALLA WALLA, Washington, 99362-3971","1150 W CHESTNUT ST, WALLA WALLA, Washington, 99362-3971","2","Two-way","243","Spanish","80-20","Kindergarten","5","https://blueridgeeagles.org/","1","6","6","1/27/2021"
"10107","2019-20","School","101842","Boistfort Elem","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","2516","Boistfort Elem","101842","P","46.550188","-123.133132","983 Boistfort Road, Curtis, Washington, 98538-9734","983 Boistfort Road, Curtis, Washington, 98538-9734","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10108","2019-20","School","102186","Bonney Lake Elementary","Pierce","Puget Sound Educational Service District 121","100006","27320","Sumner School District","100259","3349","Bonney Lake Elementary","102186","P","47.18440378","-122.1780453","18715 80th St E, Bonney Lake, Washington, 98390-0000","18715 80th St E, Bonney Lake, Washington, 98390-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10109","2019-20","School","104138","Bonney Lake High School","Pierce","Puget Sound Educational Service District 121","100006","27320","Sumner School District","100259","4585","Bonney Lake High School","104138","P","47.15934026","-122.1687521","10920 199th Ave Ct E, Bonney Lake, Washington, 98391","10920 199th Ave Ct E, Bonney Lake, Washington, 98391","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10110","2019-20","School","101914","Bordeaux Elementary School","Mason","Capital Region ESD 113","100004","23309","Shelton School District","100235","3291","Bordeaux Elementary School","101914","P","47.201089","-123.098545","350 E. University Ave., Shelton, Washington, 98584-3699","350 E. University Ave., Shelton, Washington, 98584-3699","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10111","2019-20","School","102963","Boston Harbor Elementary","Thurston","Capital Region ESD 113","100004","34111","Olympia School District","100182","2487","Boston Harbor Elementary","102963","P","47.134902","-122.885313","7300 ZANGLE RD NE, OLYMPIA, Washington, 98506-9799","7300 ZANGLE RD NE, OLYMPIA, Washington, 98506-9799","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10112","2019-20","School","101629","Bothell High School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3106","Bothell High School","101629","P","47.760576","-122.219145","9130 NE 180 ST, Bothell, Washington, 98011-3360","9130 NE 180 ST, Bothell, Washington, 98011-3360","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","1/27/2021"
"10113","2019-20","School","101272","Bow Lake Elementary","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","2982","Bow Lake Elementary","101272","P","47.43891","-122.282579","18237 42nd Ave S, SeaTac, Washington, 98188-4525","18237 42nd Ave S, SeaTac, Washington, 98188-4525","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","10","12","1/27/2021"
"10114","2019-20","School","102793","Bowdish Middle School","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","3260","Bowdish Middle School","102793","P","47.637745","-117.252147","2109 S Skipworth Rd, Spokane Valley, Washington, 99206-5661","2109 S Skipworth Rd, Spokane Valley, Washington, 99206-5661","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10115","2019-20","School","106392","Bowman Creek Elementary","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5610","Bowman Creek Elementary","106392","P","47.25851166","-122.1893778","5701 Kersey Way SE, Auburn, Washington, 98092","5701 Kersey Way SE, Auburn, Washington, 98092","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10116","2019-20","School","102156","Boze","Pierce","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","3646","Boze","102156","P","47.197424","-122.414477","1140 E 65th St, Tacoma, Washington, 98404-0000","1140 E 65th St, Tacoma, Washington, 98404-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","1/27/2021"
"10117","2019-20","School","101709","Breidablik Elementary (Closed after 2014-2015 school year)","Kitsap","Olympic Educational Service District 114","100005","18400","North Kitsap School District","100169","4358","Breidablik Elementary (Closed after 2014-2015 school year)","101709","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","1/27/2021"
"10118","2019-20","School","101674","Bremerton High School","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","3109","Bremerton High School","101674","P","47.573314","-122.639036","1500 13th Street, Bremerton, Washington, 98337-1370","1500 13th Street, Bremerton, Washington, 98337-1370","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","1/27/2021"
"10119","2019-20","School","101664","Bremerton Homelink Program","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","1749","Bremerton Homelink Program","101664","A","47.57481476","-122.6675093","1500 Rocky Point Rd, Bremerton, Washington, 98312","134 Marion Avenue N, Bremerton, Washington, 98312-3825","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","1/27/2021"
"10120","2019-20","School","102775","Brentwood Elementary School","Spokane","Educational Service District 101","100001","32354","Mead School District","100144","3693","Brentwood Elementary School","102775","P","47.76317","-117.416892","406 W REGINA AVE, SPOKANE, Washington, 99218-2898","406 W REGINA AVE, SPOKANE, Washington, 99218-2898","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10121","2019-20","School","105488","Brewster Alternative School","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","5272","Brewster Alternative School","105488","A","48.09937931","-119.7833572","520 W Main, Brewster, Washington, 98812","P.O. Box 97, Brewster, Washington, 98812","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10122","2019-20","School","101957","Brewster Elementary School","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","3293","Brewster Elementary School","101957","P","48.094447","-119.786192","502 S. 7th St., BREWSTER, Washington, 98812-0000","P.O. BOX 97, BREWSTER, Washington, 98812-0097","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10123","2019-20","School","101956","Brewster High School","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","2800","Brewster High School","101956","P","48.094131","-119.78778","503 S. 7th St., BREWSTER, Washington, 98812-0000","P.O. BOX 97, BREWSTER, Washington, 98812-0097","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10124","2019-20","School","101958","Brewster Middle School","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","4223","Brewster Middle School","101958","P","48.09440848","-119.7852026","422 S 7TH ST, BREWSTER, Washington, 98812-0000","P.O. Box 97, BREWSTER, Washington, 98812-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10125","2019-20","School","101491","Briarcrest Elementary","King","Puget Sound Educational Service District 121","100006","17412","Shoreline School District","100236","2990","Briarcrest Elementary","101491","P","47.742285","-122.297769","2715 N.E. 158th Street, Shoreline, Washington, 98155-6443","2715 N.E. 158th Street, Shoreline, Washington, 98155-6443","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.shorelineschools.org/domain/1729#calendar9882/20190820/month","1","1","1","1/27/2021"
"10126","2019-20","School","101465","Briarwood Elementary","King","Puget Sound Educational Service District 121","100006","17411","Issaquah School District","100111","3440","Briarwood Elementary","101465","P","47.483653","-122.11547","17020 SE 134TH ST, RENTON, Washington, 98059-7020","17020 SE 134TH ST, RENTON, Washington, 98059-7020","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10127","2019-20","School","103844","Bridgeport Aurora High School","Douglas","North Central Educational Service District 171","100008","9075","Bridgeport School District","100028","1900","Bridgeport Aurora High School","103844","A","48.00571497","-119.6751963","1400 Tacoma, BRIDGEPORT, Washington, 98813-1060","P.O. BOX 1060, Bridgeport, Washington, 98813-1060","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10128","2019-20","School","100720","Bridgeport Elementary","Douglas","North Central Educational Service District 171","100008","9075","Bridgeport School District","100028","2562","Bridgeport Elementary","100720","P","48.00571497","-119.6751963","1400 Tacoma Ave, BRIDGEPORT, Washington, 98813-0000","P.O. Box 1060, Bridgeport, Washington, 98813-1060","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10129","2019-20","School","100721","Bridgeport High School","Douglas","North Central Educational Service District 171","100008","9075","Bridgeport School District","100028","2788","Bridgeport High School","100721","P","48.00676924","-119.6759957","1220 Kryger Ave, BRIDGEPORT, Washington, 98813-0000","BOX 1060, BRIDGEPORT, Washington, 98813-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"10130","2019-20","School","100722","Bridgeport Middle School","Douglas","North Central Educational Service District 171","100008","9075","Bridgeport School District","100028","4213","Bridgeport Middle School","100722","P","48.007317","-119.674849","1300 Douglas, Bridgeport, Washington, 98813","PO Box 1060, Bridgeport, Washington, 98813","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
