"business","id"
"Valve Software dba Steam Powered/Steamgames/Steam Software","184"
"Providence Health and Services","181"
"iYogi","178"
"American Home Shield","176"
"Washington Healthcare Exchange/Washington Healthplan Finder/Washington Health Benefit Exchange","176"
"TicketMaster","173"
"UPS/United Parcel Service","173"
"Hughes Network Systems","173"
"Macy's Executive Office","171"
"Swedish Hospital Medical Center","171"
"Charter Communications","169"
"Advance Fee Fraud/AFF","164"
"Green Dot","163"
"Chase Bankcard Services Inc","162"
"Ford Motor Company","158"
"Frontier Communications","148"
"Washington State Department of Labor and Industries","147"
"OfferUp Inc","147"
"Diamond Parking dba Parking Services Appeals Department","144"
"AT&T Office of the President","142"
"American Medical Response/Rural Metro","142"
"Assurance Wireless","141"
"American Express","141"
"Christian Prayer Center AKA Velorum Inc","141"
"Western Union","141"
"Hertz Corporation","139"
"LG Electronics","137"
"RPM / Receivables Performance Management","135"
"Apria Healthcare","134"
"Rairdon Chrysler Dodge Jeep Ram of Kirkland","133"
"Tacoma News Tribune","132"
"United Healthcare","132"
"State Farm Insurance","131"
"CareDash","128"
"PeaceHealth","127"
"Public Storage","126"
"Getty Images","126"
"Sirius XM Satellite Radio","125"
"Universal Fidelity, LP","125"
"Rasier LLC dba Uber","124"
"Mr. Cooper fka Nationstar Mortgage","123"
"USAA","122"
"General Motors","120"
"U-Haul","119"
"Dell","119"
"Brinks Home Security fka Monitronics/Moni Smart Security","119"
"Zillow Group Inc/Trulia Inc","118"
"Premera Blue Cross","118"
"MCM/Midland Credit Management/Midland Funding/Encore Capital Group","118"
"Northwest Motorsport","117"
"Fiat Chrysler Automobiles","117"
"AirBnB","117"
"AmeriGas","117"
"Frontier Communications ","116"
"The Swanx","116"
"FBA Stores LLC aka FBA Distributors LLC aka AWS LLC ","111"
"Progressive Insurance","111"
"EvergreenHealth","110"
"DNS Services","110"
"Target Stores","110"
"Hannah Motor Company dba Dick Hannah","110"
"Reef Parking fka Republic Parking Northwest","110"
"Vital Records Direct SL dba VitalrecordsCertificates.com/Your Vital Records","108"
"Santander Consumer USA","107"
"Washington State Department of Health","107"
"Merchants Credit Association","107"
"Intelius","106"
"Washington State Governor","106"
"Geico Insurance Agency Inc","105"
"Walgreens","105"
"City of Seattle","105"
"Vivint","104"
"Puget Sound Collections","104"
"Delta Airlines","104"
"Renton Collections","103"
"Metro PCS","103"
"Comenity Bank","102"
"CarHop / UAC","102"
"24 Hour Fitness","102"
"StubHub Inc","101"
"Jiffy Lube Corporate/Heartland Automotive Services","101"
"Platinum Parking","100"
"Social Security Administration","100"
"Volkswagen of America","100"
"Avis / Budget Rent A Car","99"
"Intuit Inc/Intuit Software/Turbo Tax/PayCycle","98"
"Transworld Systems Inc FKA NCO Financial Systems","98"
"Exxon Mobil Corporate Headquarters","98"
"Dynamic Collectors","97"
"State of Washington","97"
"Regence Blue Shield","96"
"Suttell & Hammer PS fka Suttell Hammer & White PS","94"
"Bittrex","92"
"Consumer Cellular","92"
"International Parking Management Inc","92"
"Medical Alert / Medic Alert","92"
"Experian Consumer Services/Experian Interactive/Consumer Info/AutoCheck","92"
"UW Medicine","91"
"Aamco Transmission","91"
"Bud Clary Chevrolet, Oldsmobile, Cadillac, Suzuki","91"
"Tech Support Scam","91"
"LuLaRoe","91"
"Starbucks","90"
"Rite Aid","90"
"LoanCare","89"
"Labor Standards Compliance Office","88"
"JustFly.com","88"
"Portfolio Recovery Associates","88"
"Enterprise Rent A Car","88"
"Platinum Parking LLC","88"
"Whirlpool Executive Office","88"
"Washington State Department of Transportation","87"
"Woodland East Manufactured Home Community","87"
"Beacon Plumbing & Mechanical","86"
"Olympic Animal Sanctuary","86"
"Columbia Debt Recovery dba Genesis Credit Management LLC","85"
"Carson Cars","85"
"WA Certificate Service","85"
"Harris Ford","84"
"Priceline.com","83"
"Crystal Mountain","83"
"Allstate Insurance","82"
"WhitePages Inc","82"
"Virginia Mason","81"
"Groupon","80"
"Yelp.com","80"
"Holland America Lines","80"
"Craigslist Inc","79"
"Seattle City Light","78"
"Cascade Park Village","78"
"Les Schwab","78"
"WorldWide Electronics dba Buy TV Today","78"
"IRS/Internal Revenue Service","77"
"Walmart.com","77"
"Zaycon Foods LLC dba Zaycon Fresh","77"
"Vail Resorts / Stevens Pass","77"
"Specialized Loan Servicing/SLS","77"
"H&R Block","76"
"7-11 / Seven Eleven","76"
"Select Portfolio Servicing aka SPS Portfolio Servicing Inc","76"
"Republic Services","76"
"Zein Automobiles Inc dba Zein Auto Group, Zag Auto Sales, Best Bet Auto Sales & Independence Auto Sales","75"
"Car Pros Tacoma Kia","75"
"US Air Ducts & Sky Builders Inc / Ducts Tigers / DLM Services","74"
"MyLife.com Inc","74"
"Publishers Clearing House / PCH","74"
"Ford Hyundai of Kirkland","74"
"Heather Hills Mobile Home Park","73"
"Cencom Inc","73"
"Citi Mortgage","73"
"Classmates.com / Memory Lane","72"
"Meineke Car Care Corporate","71"
"Legend Auto Sales","70"
"US Online/SuddenBlitz.com/SuddenValues.com","70"
"QFC aka Quality Food Centers","69"
"OnTrac","69"
"Evergreen Professional Recoveries","69"
"The Olympian","69"
"Chevron & Texaco Corporation","68"
"Kaiser Foundation Health Plan of Northwest","68"
"Spirit Auto Center LLC","67"
"United Airlines","67"
"Vivid Seats","67"
"Nordstrom Inc","66"
"Discover Financial Services","66"
"Instacart.com","66"
"Firestone Corporate Office","66"
"Department of Children, Youth, & Families/DCYF","66"
"Coinbase Inc","66"
"Mor Furniture","65"
"Shell","64"
"Tesla Inc","64"
"Home Advisor","64"
"Safeco Insurance","64"
"Curbside Motors","63"
"Seattle Times","63"
"Liberty Mutual Insurance","62"
"One Main Financial fka Springleaf Financial","62"
"Unknown - Advance Fee Fraud","62"
"Q Link Wireless LLC","62"
"Local Records Office","62"
"Department of Legal Affairs","62"
"Online Vital US/onlinevitalus.com","62"
"Hewlett Packard/HP","61"
"Alan Webb Auto Group","60"
"McDonald's","60"
"Everett Clinic / Optum","60"
"Caliber Home Loans","59"
"Impact Rankings dba Direct Web Solutions","59"
"Internet Order, LLC dba Stroll dba Pimsleur Approach","59"
"FedLoan Servicing","59"
"LeafFilter North LLC","59"
"Dex One AKA Dex Media","58"
"Parkland Auto Center","58"
"Integrity Admin Group Inc/Home Warranty Direct/Home Warranty Solutions","58"
"American Airlines","58"
"Identity Theft","58"
"Radia Inc","58"
"Boost Mobile Corporate Office","57"
"Tacoma Dodge Chrysler Jeep RAM","57"
"Stay Alfred","57"
"Emerald City Athletics","56"
"Gesa Credit Union","56"
"Hyundai Capital America dba Hyundai Motor Finance, Kia Motors Finance, Genesis Finance","56"
"Toyota Motor North America Inc","56"
"Cricket Wireless","56"
"General Electric/GE","55"
"Lincare Inc","55"
"US Department of Education","55"
"Optum / The Polyclinic","55"
"Tacoma Public Utilities","55"
"Reliable Credit Association","55"
"Credit One Bank NA","54"
"Electrolux Major Appliances Inc","54"
"Local Business Yellow Pages","53"
"American Honda Motor Company","53"
"Microsoft Windows Tech Support","53"
"Kreative Inc","53"
"Robinhood Financial LLC","53"
"Bruce Titus Automotive Group","52"
"ADT Security","52"
"Imperial Parking aka Impark","52"
"Avista Utilities","52"
"Car Toys Corporate Headquarters","52"
"Freedom Mortgage","51"
"San Diego County District Attorney","51"
"Fareportal dba Travelong Inc/Cheapoair.com/OneTravel","51"
"Bill Pierre Ford","51"
"Bartell Drugs","51"
"President Donald Trump","51"
"Fluent Home LLC","50"
"Sunset Chevrolet / Sunset RV","50"
"Square Inc dba CashApp","50"
"Oath Holdings Inc fka Yahoo! Inc","50"
"Kidder Mathews","50"
"Netspend Corporation","49"
"Virgin Mobile","49"
"First National Fleet & Lease","49"
"Young Smiles","49"
"Banfield Pet Hospital","49"
"GoldTaku LLC","49"
"Door Dash","48"
"Northern Leasing Systems","48"
"Valley Empire Collections","48"
"Camping World/FreedomRoads","48"
"Washington State Department of Corrections","48"
"Poulsbo RV","48"
"Tri Cities RV Park","48"
"Michael's Toyota","47"
"Aetna Inc","47"
"Firs Mobile Home Park","47"
"Humana","47"
"Archdiocese of Seattle","47"
"Annual Business Services","47"
"Everest College","47"
"Farmers Insurance","46"
"Professional Credit Service","46"
"Senior Housing Assistance Group aka SHAG","46"
"Quality Loan Servicing of Washington aka QLS","46"
"Machol & Johannes, LLC, d/b/a Machol & Johannes, PLLC","46"
"Square Inc dba Square Up/Square Cash","45"
"First Data","45"
"NewRez Financial LLC ","45"
"Northwest Trustee Services / NW Trustee","45"
"Navy Federal Credit Union","45"
"Nissan Motors North America","45"
"IKEA","45"
"Express Scripts","45"
"Office Depot / Office Max","45"
"Washington State University","44"
"Hyundai Motor America","44"
"Motel 6","44"
"Chrysler Dodge Jeep Ram of Seattle","44"
"CellNetix Pathology PLLC / CellNetix Labs LLC","44"
"Kia Motors of America","44"
"Umpqua Bank","43"
"The Hartford Financial Services Group Inc","43"
"Portier LLC dba Uber Eats","43"
"AARP","43"
"Blue Moon Coins","43"
"National Service Bureau","43"
"GT Auto Sales","43"
"Quicken Loans","43"
"University of Washington","43"
"Sunset Heights MHC","42"
"AutoNation Chrysler Dodge Jeep Ram Bellevue","42"
"Fingerhut Customer Card Services","42"
"Dwayne Lane's Chrysler Jeep Dodge","42"
"EM Fine Art Gallery","42"
"Adobe Systems","41"
"Credit One Bank","41"
"Rent A Center Corporate Office/RAC","41"
"Barclaycard/Barclays US","41"
"Asurion","41"
"Lyft Inc","41"
"Renton Chrysler Dodge Jeep Ram","41"
"One Technologies dba Score Sense","41"
"Reve Exteriors, LLC dba DaBella Exteriors, LLC","41"
"LA Fitness / Fitness International","41"
"US Cellular","40"
"SB&C/Skagit Bonded Collectors","40"
"Steve Martin / US Treasury","40"
"PEMCO Insurance","40"
"The Boeing Company","40"
"TDS Telecom","40"
"Godaddy.com","40"
"ContextLogic Inc dba Wish.com","40"
"Tracfone Wireless dba Straight Talk/Safelink","39"
"Norwegian Cruise Line","39"
"Diversified Consultants Inc/DCI","39"
"Carrington Mortgage Holdings","39"
"Washington Secretary of State","39"
"Personnel Concepts","39"
"Safe Home Security Inc","39"
"Filing Labor Compliance Department","39"
"Sound Ford of Renton","39"
"Sam's Club Corporate","39"
"Award Notification Commission","39"
"Pierre Money Mart","39"
"Ally Financial","39"
"Subaru of America Inc.","39"
"Seattle Police Department","38"
"HTC America","38"
"Top Shelf Ecommerce LLC","38"
"Staples","38"
"iePlexus Inc","38"
"Toyota of Olympia","38"
"Magic Toyota","38"
"Johnson & Johnson","38"
"BP Alarm","38"
"Bill Pierre Chevrolet","38"
"Adzam Inc dba Doug's Lynnwood Mazda","37"
"Ambetter from Coordinated Care","37"
"Doxo.com","37"
"Evergreen Financial Services","37"
"Sentry Credit","37"
"HSBC Mortgage Customer Resolution Department","37"
"Washingtondriverslicense.org","37"
"Motors Northwest","37"
"Diamond Resorts International","36"
"Carvana","36"
"Select Portfolio Servicing aka SPS Portfolio Servicing, Inc.","36"
"Rairdon Honda of Burien","36"
"Selene Finance","36"
"Alaska USA Federal Credit Union","36"
"Rosewood Community Mobile Home Park","36"
"Mattress Firm","36"
"Peninsula Estates Mobile Home Park","36"
"Clear aka Clearwire Wireless Broadband","36"
"MoneyGram International","36"
"Sans Souci Mobile Estates","36"
"Vancouver Clinic","36"
"Washington State Patrol","36"
"Community Loan Servicing fka Bayview Loan Servicing","36"
"Ashley Furniture/Ashley Homestore - Tukwila","36"
"Boeing Employees Credit Union/BECU","36"
"Molina Healthcare of Washington","35"
"Magic Jack LP / Ymax Communications","35"
"Newegg.com","35"
"Bancorp Bank/Chime Bank","35"
"Washington Federal Savings","35"
"Assurant","35"
"Albertsons","35"
"Blue Dog RV","35"
"Roto Rooter","35"
"Kitsap Credit Union","34"
"Wyndham Vacation Resorts","34"
"Clear Rate Communications Inc","34"
"Seterus","34"
"AAA American Automobile Assoc Washington","34"
"Massage Envy Franchising LLC","34"
"Vroom Inc","34"
"Vital Records Online/vitalrecordsonline.com","34"
"Washington State Employees Credit Union / WSECU","34"
"Car Craft Auto Sales","34"
"Williams-Sonoma Inc","34"
"LabCorp/Laboratory Corporation of America","34"
"Cars R Us","34"
"Wayfair.com","34"
"Sony Interactive Entertainment America","33"
"Destination Vacations 365 dba US Airlines Free Ticket","33"
"SB Tickets","33"
"Audit & Adjustment Company","33"
"PennyMac Loan Services","33"
"PixWraps","33"
"Fife RV & Auto Center Inc","33"
"Allianz Global Assistance","33"
"Burien Nissan","33"
"Rairdon Nissan of Auburn","33"
"American Family Insurance","33"
"Texas Music Office","33"
"Rairdon Chrysler Dodge Jeep Ram of Bellingham dba Rairdon's Hyundai","33"
"Harnish Chevrolet Buick GMC of Puyallup","33"
"ShellPoint Mortgage Servicing ","33"
"Quest Diagnostics","33"
"Sound Credit Union","33"
"Bucky's Brake and Muffler","32"
"HSBC Bank USA NA","32"
"Kendall Ford of Marysville fka Marysville Ford","32"
"Suburban Propane","32"
"Molina Healthcare","32"
"Empire Today","32"
"Angie's List","32"
"LoanDepot","32"
"PMT Solutions/Payment Management Technology Solutions","32"
"Muv Fitness","32"
"Wine Country Villa MHC","32"
"Gold's Gym Northwest","32"
"Greyhound Bus Lines","32"
"Austin's Affordable Autos","32"
"Northstar Alarm Services","32"
"Match.com","32"
"Flagstar Bank","31"
"Titus-Will Motors - Olympia","31"
"Silicon Energy","31"
"Vacation Internationale / VI Resorts Vacation Ownership Sales","31"
"Titus-Will Chevrolet","31"
"JC Penney Corporate Customer Relations","31"
"Wizards of the Coast LLC","31"
"PayPal Credit fka Bill Me Later","31"
"Enhanced Recovery Company, LLC","31"
"CVS Caremark","31"
"Washington State Department of Revenue","31"
"EBiz Innovations","31"
"Olympic Collection/OCI","31"
"Washington State Office of the Insurance Commissioner","31"
"Leisure Manor Mobile Home Park ","31"
"Scholastic School Supply","31"
"Sunnyside East MHP LLC (fka Wilkeson Gardens MHP LLC)","31"
"Monte Cristo Ballroom","31"
"Etsy","31"
"Solgen Power LLC","30"
"United Car Care","30"
"Metlife Inc","30"
"Harborview Medical Center","30"
"McCord's Vancouver Toyota","30"
"Lease Finance Group","30"
"Lee Johnson Auto Family","30"
"Live Nation Entertainment Inc","30"
"Dynamic Recovery Solutions","30"
"The Finch Farm","30"
"Carmax","30"
"Toyota Financial Services","30"
"Columbia Bank","30"
"Rushmore Loan Management Services","30"
"Frontier Airlines","30"
"Endurance Warranty Service LLC","30"
"Resurgent Capital Services LP","30"
"Quality Loan Service of Washington aka QLS, Quality Loan Service Corporation, Quality Loan Services","30"
"Car Trek II","30"
"Rairdon Chrysler Dodge Jeep Ram of Marysville","30"
"Columbia Capital Medical Center aka Capital Medical Center","30"
"Sedgwick Claims Management Services Inc","29"
"Auburn Hills Community","29"
"Tacoma Dodge Chrysler Jeep","29"
"Evergreen Law Offices","29"
"Mercedes Benz of Seattle","29"
"Carfax Inc","29"
"Eastlake Auto Brokers","29"
"Fry's Electronics","29"
"Camp Chevrolet","29"
"Viasat / Wild Blue Internet Satellite Service / Exede","29"
"Thurston County","29"
"UPS / United Parcel Service","28"
"Lithia Chrysler Dodge Jeep Ram Fiat of Spokane","28"
"Booking.com","28"
"Health Services LLC dba Miracle Ear","28"
"Spirit Airlines","28"
"JustAnswer","28"
"Almost Fearless","28"
"Burien Toyota","28"
"Zulily LLC","28"
"Xymox Percussion","28"
"Auburn Chevrolet","28"
"Southwest Plumbing","28"
"West Hills Chrysler Jeep Dodge Ram","28"
"Freedom RV","28"
"Auburn Way Autos","28"
"Winepress Publishing/dba Pleasant Word","27"
"Washington-information.org","27"
"C&R Marketing dba Your Better Tomorrow","27"
"Reality Homes","27"
"Mountain Green Mobile Home Park","27"
"ET Research Inc dba Positive Changes","27"
"Alpha Technologies Group Inc","27"
"Numerica Credit Union","27"
"DMZ Group LLC dba Great Expectations / Seattle Singles","27"
"McCormack Intellectual Property Law","27"
"Capitol City Honda","27"
"Sound Oxygen Service","27"
"Porch.com LLC","27"
"Harley Exteriors Inc","27"
"TRA-MINW, PS","27"
"Nationwide","27"
"Afni Inc","27"
"Tacoma RV","27"
"BMW of Bellevue","27"
"Bull Matrix Media","27"
"Dollar Tree Corporate Office","27"
"Grand HVAC Leasing","27"
"PNC Mortgage","27"
"Global Publication Processing aka GPP","27"
"Overseas Adventure Travel","27"
"Monitronics / Moni Smart Security","27"
"Consumer Auto Liquidators dba CAL Cars","27"
"Epic Ford","27"
"Royal Coachman Mobile Home Park","27"
"Icon Health & Fitness","26"
"IC System","26"
"Washington State Health Care Authority","26"
"NelNet","26"
"BMW of North America","26"
"Fetch Package","26"
"Walker's Renton Mazda","26"
"City of Spokane","26"
"Smart Energy Today","26"
"Space Goat Productions","26"
"Twitter","26"
"Washington State Legislature","26"
"Maytag Corporation","26"
"McAfee Software","26"
"Yellow Page.com / Open Business Directory","26"
"Pinecroft Mobile Home Park","26"
"CCS Corporate Headquarters dba CCS Commercial, CCS Resources, ClaimAssist LLC, Credit Control Services Inc, Enterprise Associates LLC","26"
"Venmo","26"
"Public Service Loan Forgiveness/PSLF","26"
"eHarmony","26"
"Eliot Management Group","26"
"North Shore Agency LLC","26"
"City of Yelm","26"
"Fallen Hero Bracelets aka The Roberts Ridge Foundation, The Benjamin Foundation, Kopfjager Arms, Midnight Coal Company, East India Company LLC, Hudson Bay Trading Company LLC, 3charlie.com, FHB LLC","26"
"Paul Evert's RV Country","26"
"Transamerica","26"
"Norton Antivirus / Symantec Corp","26"
"Relx Group dba Lexis Nexis","25"
"Department of Licensing Driver's Services","25"
"Grandparent Scam","25"
"Alekson Property Management aka APM Pros","25"
"DEAR Services","25"
"Steve Hahn Motor Company","25"
"Titus-Will Motors - Tacoma","25"
"Del Ray II Mobile Home Park","25"
"Sound Transit","25"
"Kickstarter","25"
"Online City Tickets/onlinecitytickets.com","25"
"Good Chevrolet & Oldsmobile","25"
"Expect Payment Solutions","25"
"Netflix.com","25"
"Everett Police Department","25"
"Ferrellgas","25"
"Spine Perfect","25"
"Timberland Village Mobile Home Park","25"
"Golden Rose Mobile Home Park ","25"
"Hanson Motors","25"
"Twin Star Credit Union","25"
"WhitePages.com","25"
"Terminix International","25"
"Phoenix Financial LLC","25"
"Grimm Collections","24"
"Credit International Corp","24"
"Cenlar Mortgage","24"
"West Seattle Athletic Club","24"
"Nautilus/Bowflex/Schwinn/Universal/Octaine Fitness","24"
"Seattle TV Repair","24"
"UnCruise Adventures","24"
"InfiniteXStudio","24"
"O'Reilly Auto Parts","24"
"Mudarri Motorsports","24"
"Gentle Dental","24"
"Hawaiian Airlines","24"
"Harbor Freight Tools","24"
"Crystal Springs Water / DS Waters of America / Primo Water","24"
"Big Fish Games","24"
"Klein Honda","24"
"Long-Term Services and Supports Trust Program/WA Cares Act/WA Cares Fund","24"
"Northwest Autoway","24"
"Plain Green Loans","24"
"Voyageurs International Ltd","24"
"Gordon Aylworth & Tami PC","24"
"Advance Resorts of America/ARA","24"
"American Medical Response / Rural Metro","24"
"Skype","24"
"Baubax","24"
"Harborstone Credit Union","24"
"Armada Corporation","24"
"Precision Transmission Plus LLC aka Bill Wright Transmissions ","23"
"Healthy Paws Pet Insurance","23"
"Eloika Pines Mobile Home Park ","23"
"Sinemia Inc","23"
"Kohl's","23"
"Lexus of Bellevue","23"
"First Premier Bank","23"
"Origami Paddler","23"
"Larry H Miller Honda","23"
"Toyota of Lake City","23"
"Acura of Lynnwood","23"
"Dollar Rent A Car","23"
"Westlake Financial Services","23"
"Car Pros Hyundai Renton","23"
"MoviePass","23"
"Sono Bello - Bellevue/Seattle/Tacoma","23"
"FreedomPop","23"
"Honda Auto Center of Bellevue","23"
"Republic Parking Northwest","23"
"Tacoma Nissan ","23"
"Canyon Mobile Park","23"
"Parkland Mobile Village","23"
"Marriott Corporate Headquarters","23"
"Kirby Worldwide Corp","23"
"Tickets-Center.com","23"
"Vonage","23"
"Tablio LLC","23"
"MD Auto Sales","23"
"Spokane Police Department","23"
"Allied Interstate","23"
"Bill & Melinda Gates Foundation","22"
"Alki Tours","22"
"Overlake Hospital Medical Center","22"
"Hapo Community Credit Union","22"
"Buddy's Home Furnishings","22"
"OptumRx","22"
"Fitness Evolution","22"
"Titus-Will Investments / Lakewood Ford/Titus-Will Ford","22"
"Invitation Homes","22"
"Toyota Mercedes-Benz of Bellingham","22"
"Hinshaw's Honda","22"
"Check Out My LLC / Comc.com / Check Out My Collectibles / Check Out My Cards","22"
"License Compliance Services","22"
"University of Washington Medical Center","22"
"Albert Lee Appliance","22"
"Wild Waves & Enchanted Village","22"
"Pacific Northwest Collections Inc","22"
"Sleep Number Corporation","22"
"Banner Bank - HQ","22"
"Infiniti of Bellevue","22"
"Republican National Committee","21"
"Moneytree Inc","21"
"Cinch Home Services dba HomeSure Services Inc. dba Residential MD Gold dba Total Protect","21"
"ACS Legal","21"
"Stewart Subaru","21"
"Champion Mortgage","21"
"Green Acres Estates","21"
"Ashley Furniture/Ashley Homestore - Tacoma","21"
"Windows Technical Support","21"
"Northwest Motorsports","21"
"Inglewood East Shores Mobile Home Park","21"
"Trilegiant","21"
"Southwest Airlines","21"
"On-Site","21"
"Americredit Financial / GM Financial","21"
"First American Home Warranty","21"
"Snohomish County PUD","21"
"CarHop/UAC","21"
"Nintendo of America","21"
"Western Sky Finance","21"
"Ashley Furniture/Ashley Homestore Corporate Office","21"
"Washington State Liquor and Cannabis Board","21"
"AIG","21"
"Fife RV Center","21"
"AutoNation Ford Bellevue","21"
"Gilbert Auto of Walla Walla dba Gilbert Auto Chrysler Jeep Dodge Ram","21"
"Gilbert Auto Group","21"
"Ancestry.com","21"
"KMart/K-Mart  ","21"
"Norton by Symantec","21"
"Fay Servicing LLC","21"
"Small Business Administration / SBA","21"
"Ashford University","21"
"Fidelity Brokerage Services, LLC","21"
"Kia of Puyallup","21"
"Kitsap Auto Outlet","21"
"Grays Harbor Community Hospital","21"
"Evergreen Sales & Lease","21"
"A&E Factory Service","21"
"State Collection Service Inc","21"
"Chrysler Capital","21"
"Whole Foods Market","20"
"Arrotta's Automax & RV","20"
"Clear Image Photography","20"
"DR Horton Inc","20"
"AutoNation Honda - Renton","20"
"Art Institute of Seattle","20"
"Associated Credit Service","20"
"Lucrazon Global","20"
"Ace Hardware Corporation","20"
"Jefferson Capital Systems","20"
"Lakeview Loan Servicing","20"
"Innovative Online Design LLC","20"
"Credit International Corp.","20"
"Guild Mortgage","20"
"Phillips 66/Conoco 76","20"
"Oaks Mobile & RV Court","20"
"Direct Express","20"
"The Bellingham Herald","20"
"Emerald Communities","20"
"EOS CCA","20"
"Offset Solar","20"
"LexisNexis Risk Solutions dba Vitalchek.com","20"
"South Tacoma Auto Sales","20"
"Toyota of Kirkland","20"
"Worldwide Electronics dba Buy TV Today.com","20"
"Experian Security Freeze","20"
"Credit Concepts","20"
"Intoxalock","20"
"Discovery Tours","19"
"TicketsOnSale.com","19"
"Fidelity National Home Warranty","19"
"Miracle Ear","19"
"Automated Accounts","19"
"Online Local Yellow Pages","19"
"South Tacoma Honda","19"
"Patenaude & Felix","19"
"Professional Learning Institute LLC","19"
"MB Motors LLC","19"
"Performance Home Medical","19"
"Soul Fitness","19"
"TruGreen Limited Partnership","19"
"Classmates.com/Memory Lane","19"
"Integra Telecom of Washington","19"
"Northtown Auto Liquidators","19"
"Redfin Corporation","19"
"R&D3 Enterprises dba Rod's Allstar Auto","19"
"Harold LeMay Enterprises Inc","19"
"Bayside Auto Sales","19"
"Spirit Auto Center of Everett","19"
"New Creation Auto Sales","19"
"National Power Supply","19"
"Recreational Equipment Inc aka REI","19"
"Whitney's Value Ford","19"
"Jerry Smith Automotive Team","19"
"Columbia Recovery Group fka Columbia Debt Recovery","19"
"Asset Recovery Group of Washington","19"
"Toyota of Seattle","19"
"Princess Cruises","19"
"Tacoma Police Department","19"
"Chapman Financial Services","19"
"Toyota of Renton fka Bob Bridge Toyota","19"
"Used LLC","19"
"HC Heating & Cooling dba Hood Canal Heating & Cooling","19"
"Foundation for American Veterans","19"
"Zillow","19"
"Confluence Health","19"
"Snohomish County Public Utility District","19"
"Fox Rent a Car","19"
"Payless Auto Sales","19"
"Laurel Park Estates","19"
"Bellingham Nissan","19"
"LL Flooring, Inc. (f/k/a Lumber Liquidators, Inc.)","19"
"Del Sol Auto Sales","19"
"Pep Boys","19"
"Marriott Vacation Club International","19"
"Halcyon Mobile Home Park","19"
"Sling TV","19"
"Pawn X-Change / Cash America","19"
"Puget View Mobile Home Park","18"
"United States Government","18"
"Scarff Ford","18"
"Astound Broadband fka Wave Broadband","18"
"Subway Corporate","18"
"King County Metro","18"
"VRBO / HomeAway","18"
"Meridian Mobile Estates","18"
"TRS Recovery Services","18"
"PODS","18"
"Centrac/Thrifty Car Rental/Dollar Rent A Car - Spokane ","18"
"Financial Assistance / FAI","18"
"Sqigle Inc","18"
"Equity Lifestyle Properties aka Thousand Trails","18"
"Saba & Associates","18"
"Linkedin Corporation","18"
"Jack In The Box","18"
"ITT Educational Services","18"
"Fairway Collections","18"
"Eddie Bauer","18"
