"schoolyear","esd","countynumber","county","countydistrictnumber","district","gradetested","readingtotaltestednottested","readingtotalmsp_hspetested","readingmetstandardinclud","readingpercentmetstandar","readingmetstandardwithou","readingpercentmetstandar_1","readingpercentmetstandar_2","readinglevel1","readingpercentlevel1","readinglevel2","readingpercentlevel2","readinglevelbasic","readingpercentlevelbasic","readinglevel3","readingpercentlevel3","readinglevel4","readingpercentlevel4","readingnoscore","readingpercentnoscore","readingnotmet","readingpercentnotmet","readingexcusedabsence","readingexempted","readingwaasport","readingwaasdape","mathtotaltestednottested","mathtotalmsp_hspetested","mathmetstandardincluding","mathpercentmetstandardin","mathmetstandardwithoutprevpass","mathpercentmetstandardwi","mathpercentmetstandardex","mathlevel1","mathpercentlevel1","mathlevel2","mathpercentlevel2","mathlevelbasic","mathpercentlevelbasic","mathlevel3","mathpercentlevel3","mathlevel4","mathpercentlevel4","mathnoscore","mathpercentnoscore","mathnotmet","mathpercentnotmet","mathexcusedabsence","mathexempted","mathwaasport","mathwaasdape","writingtotaltestednottested","writingtotalmsp_hspetested","writingmetstandardinclud","writingpercentmetstandar","writingmetstandardwithou","writingpercentmetstandar_1","writingpercentmetstandar_2","writinglevel1","writingpercentlevel1","writinglevel2","writingpercentlevel2","writinglevelbasic","writingpercentlevelbasic","writinglevel3","writingpercentlevel3","writinglevel4","writingpercentlevel4","writingnoscore","writingpercentnoscore","writingnotmet","writingpercentnotmet","writingexcusedabsence","writingexempted","writingwaasport","writingwaasdape","sciencetotaltestednottested","sciencetotalmsp_hspetested","sciencemetstandardinclud","sciencepercentmetstandar","sciencemetstandardwithou","sciencepercentmetstandar_1","sciencepercentmetstandar_2","sciencelevel1","sciencepercentlevel1","sciencelevel2","sciencepercentlevel2","sciencelevelbasic","sciencepercentlevelbasic","sciencelevel3","sciencepercentlevel3","sciencelevel4","sciencepercentlevel4","sciencenoscore","sciencepercentnoscore","sciencenotmet","sciencepercentnotmet","scienceexcusedabsence","scienceexempted","sciencewaasport","sciencewaasdape","readinglevelindex","mathlevelindex"
"2009-10","Educational Service District 123","1","Adams","1147","Othello School District","5","283","282","130","45.89","130","45.89","46.1","51","18","101","35.6","3","1","64","22.6","63","22.19","1","0.3","153","54","0","1","8",,"283","283","121","42.7","121","42.7","42.8","89","31.39","73","25.69","1","0.3","80","28.19","40","14.09","0","0","162","57.2","0","1","8",,,,,,,,,,,,,,,,,,,,,,,,,,,"283","282","67","23.6","67","23.6","23.8","114","40.2","101","35.6","1","0.3","53","18.69","13","4.5","1","0.3","216","76.29","0","1","8",,"2.46","2.24"
"2009-10","Educational Service District 123","1","Adams","1147","Othello School District","6","275","274","119","43.2","119","43.2","43.4","70","25.39","85","30.89","0","0","94","34.1","25","9","1","0.3","156","56.7","0","1","2",,"275","274","97","35.2","97","35.2","35.4","105","38.1","72","26.1","0","0","74","26.89","23","8.3","1","0.3","178","64.7","0","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.25","2.04"
"2009-10","Educational Service District 123","1","Adams","1147","Othello School District","7","277","276","145","52.29","145","52.29","52.5","48","17.3","83","29.89","5","1.8","83","29.89","57","20.5","1","0.3","132","47.6","2","6","3",,"277","275","157","56.6","157","56.6","57.1","70","25.19","48","17.3","2","0.7","96","34.6","59","21.19","2","0.7","120","43.29","2","6","3",,"276","268","177","64.09","177","64.09","66","29","10.5","62","22.39","2","0.7","95","34.39","80","28.89","8","2.79","99","35.79","3","6","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"2.49","2.48"
"2009-10","Educational Service District 123","1","Adams","1147","Othello School District","8","244","240","162","66.29","162","66.29","67.5","31","12.69","47","19.19","1","0.4","58","23.69","103","42.2","4","1.6","82","33.6","0","2","4",,"244","240","131","53.6","131","53.6","54.6","56","22.89","53","21.69","3","1.19","79","32.29","49","20","4","1.6","113","46.29","0","2","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"244","239","88","36","88","36","36.8","78","31.89","73","29.89","0","0","75","30.69","13","5.29","5","2","156","63.89","0","2","4",,"2.91","2.43"
"2009-10","Educational Service District 123","1","Adams","1147","Othello School District","10","242","236","180","74.3","180","74.29","76.3","28","11.5","28","11.5","5","2","69","28.5","106","43.79","6","2.39","62","25.6","8","3","3",,"248","229","69","27.8","69","27.8","30.1","112","45.1","48","19.3","0","0","45","18.1","24","9.59","19","7.59","179","72.09","0","5","3",,"239","233","209","87.4","209","87.4","89.7","10","4.09","14","5.79","11","4.59","86","35.89","112","46.79","6","2.5","30","12.5","9","5","3",,"248","217","64","25.8","64","25.8","29.5","123","49.5","30","12","1","0.4","57","22.89","6","2.39","31","12.5","184","74.09","0","5","3",,"2.95","1.76"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","3","19","19","16","84.2","16","84.2","84.2","2","10.5","1","5.2","0","0","8","42.1","8","42.1","0","0","3","15.69","0","0",,,"19","19","11","57.79","11","57.79","57.9","1","5.2","7","36.79","0","0","7","36.79","4","21","0","0","8","42.1","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.16","2.73"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","4","13","13","8","61.5","8","61.5","61.5","1","7.59","4","30.69","0","0","2","15.3","6","46.1","0","0","5","38.39","0","0",,,"13","13","5","38.39","5","38.39","38.5","5","38.39","3","23","0","0","4","30.69","1","7.59","0","0","8","61.5","0","0",,,"13","12","9","69.2","9","69.2","75","1","7.59","2","15.3","0","0","7","53.79","2","15.3","1","7.59","4","30.69","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.99","2.07"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","5","12","12","6","50","6","50","50","2","16.6","4","33.29","0","0","2","16.6","4","33.29","0","0","6","50","0","0",,,"12","12","6","50","6","50","50","4","33.29","2","16.6","0","0","5","41.6","1","8.3","0","0","6","50","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","12","2","16.6","2","16.6","16.7","4","33.29","6","50","0","0","2","16.6","0","0","0","0","10","83.29","0","0",,,"2.66","2.24"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","6","19","19","8","42.1","8","42.1","42.1","4","21","7","36.79","0","0","7","36.79","1","5.2","0","0","11","57.79","0","2",,,"19","19","8","42.1","8","42.1","42.1","6","31.5","5","26.3","0","0","6","31.5","2","10.5","0","0","11","57.79","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.26","2.21"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","7","17","16","8","47","8","47","50","3","17.6","5","29.39","0","0","7","41.1","1","5.79","1","5.79","9","52.89","0","0",,,"17","16","6","35.2","6","35.2","37.5","6","35.2","4","23.5","0","0","6","35.2","0","0","1","5.79","11","64.7","0","0",,,"17","16","6","35.2","6","35.2","37.5","5","29.39","5","29.39","0","0","6","35.2","0","0","1","5.79","11","64.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.23","1.88"
"2009-10","Educational Service District 101","38","Whitman","38306","Colton School District","4","9",,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","8","21","21","15","71.4","15","71.4","71.4","2","9.5","4","19","0","0","10","47.6","5","23.8","0","0","6","28.5","0","0",,,"21","21","5","23.8","5","23.8","23.8","7","33.29","9","42.79","0","0","3","14.19","2","9.5","0","0","16","76.09","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"21","21","8","38","8","38","38.1","7","33.29","6","28.5","0","0","6","28.5","2","9.5","0","0","13","61.89","0","0",,,"2.86","1.99"
"2009-10","Educational Service District 101","1","Adams","1158","Lind School District","10","25","25","19","76","19","76","76","2","8","4","16","0","0","9","36","10","40","0","0","6","24","0","1",,,"26","25","14","53.8","14","53.79","56","8","30.69","3","11.5","0","0","11","42.29","3","11.5","1","3.79","12","46.1","0","0",,,"25","24","20","80","20","80","83.3","0","0","4","16","0","0","6","24","14","56","1","4","5","20","0","1",,,"26","24","7","26.9","7","26.89","29.2","12","46.1","5","19.19","0","0","6","23","1","3.79","2","7.59","19","73","0","0",,,"3.08","2.27"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","3","19","19","15","78.9","15","78.9","78.9","2","10.5","2","10.5","0","0","4","21","11","57.79","0","0","4","21","0","1",,,"19","19","15","78.9","15","78.9","78.9","0","0","4","21","0","0","9","47.29","6","31.5","0","0","4","21","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.26","3.1"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","4","26","25","20","76.9","20","76.9","80","0","0","5","19.19","0","0","11","42.29","9","34.6","1","3.79","6","23","0","0",,,"26","25","12","46.1","12","46.1","48","6","23","7","26.89","0","0","8","30.69","4","15.3","1","3.79","14","53.79","0","0",,,"26","25","17","65.29","17","65.29","68","2","7.59","6","23","0","0","9","34.6","8","30.69","1","3.79","9","34.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.04","2.3"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","5","20","20","13","65","13","65","65","3","15","4","20","0","0","6","30","7","35","0","0","7","35","0","0",,,"20","20","10","50","10","50","50","3","15","7","35","0","0","6","30","4","20","0","0","10","50","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"20","20","5","25","5","25","25","5","25","10","50","0","0","5","25","0","0","0","0","15","75","0","0",,,"2.85","2.55"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","6","26","25","15","57.6","15","57.6","60","3","11.5","7","26.89","0","0","12","46.1","3","11.5","1","3.79","11","42.29","0","0",,,"26","25","18","69.2","18","69.2","72","5","19.19","2","7.59","0","0","13","50","5","19.19","1","3.79","8","30.69","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5","2.61"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","7","29","29","17","58.6","17","58.6","58.6","2","6.79","10","34.39","0","0","5","17.19","12","41.29","0","0","12","41.29","0","0",,,"29","29","20","68.9","20","68.9","69","7","24.1","2","6.79","0","0","15","51.7","5","17.19","0","0","9","31","0","0",,,"29","29","23","79.29","23","79.29","79.3","3","10.3","3","10.3","0","0","14","48.2","9","31","0","0","6","20.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.92","2.62"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","8","22","22","16","72.7","16","72.7","72.7","2","9","4","18.1","0","0","5","22.69","11","50","0","0","6","27.19","0","0",,,"22","22","16","72.7","16","72.7","72.7","2","9","4","18.1","0","0","9","40.89","7","31.8","0","0","6","27.19","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"22","22","15","68.09","15","68.09","68.2","4","18.1","3","13.59","0","0","10","45.39","5","22.69","0","0","7","31.8","0","0",,,"3.13","2.95"
"2009-10","Educational Service District 101","1","Adams","1160","Ritzville School District","10","25",,,,,,,,,,,,,,,,,,,,,,,,,"26","25","15","57.6","15","57.6","60","5","19.19","5","19.19","0","0","11","42.29","4","15.3","1","3.79","11","42.29","0","0",,,"25","24","21","80.7","20","80","83.3","0","0","4","16","0","0","13","52","7","28","1","4","5","20","0","1",,,"26","24","11","42.3","11","42.29","45.8","5","19.19","8","30.69","0","0","10","38.39","1","3.79","2","7.59","15","57.6","0","0",,,,"2.46"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","3","179","175","122","68.09","122","68.09","69.7","21","11.69","32","17.8","0","0","70","39.1","52","29","4","2.2","57","31.8","0","0","1",,"179","175","81","45.2","81","45.2","46.3","37","20.6","57","31.8","0","0","67","37.39","14","7.79","4","2.2","98","54.7","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.81","2.28"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","4","202","201","116","57.39","116","57.39","57.7","17","8.4","68","33.6","0","0","81","40","35","17.3","1","0.4","86","42.5","0","0",,,"202","201","80","39.6","80","39.6","39.8","71","35.1","50","24.69","0","0","62","30.6","18","8.9","1","0.4","122","60.29","0","0",,,"201","198","97","48.2","97","48.2","49","50","24.8","51","25.3","0","0","72","35.79","25","12.4","3","1.39","104","51.7","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.65","2.12"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","5","192","191","125","65.09","125","65.09","65.4","21","10.9","45","23.39","0","0","63","32.79","62","32.2","1","0.5","67","34.79","0","0","2",,"192","190","84","43.7","84","43.7","44.2","59","30.69","47","24.39","0","0","68","35.39","16","8.3","2","1","108","56.2","0","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"192","190","65","33.79","65","33.79","34.2","50","26","75","39","0","0","51","26.5","14","7.2","2","1","127","66.09","0","0","2",,"2.85","2.19"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","6","187","185","101","54","101","54","54.6","24","12.8","60","32","0","0","81","43.29","20","10.59","2","1","86","45.89","0","0",,,"187","186","69","36.79","69","36.79","37.1","59","31.5","58","31","0","0","55","29.39","14","7.4","1","0.5","118","63.1","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.49","2.11"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","7","189","186","96","50.7","96","50.7","51.6","29","15.3","61","32.2","0","0","45","23.8","51","26.89","3","1.5","93","49.2","0","0","1",,"189","187","91","48.1","91","48.1","48.7","59","31.19","37","19.5","0","0","58","30.6","33","17.39","2","1","98","51.79","0","0","1",,"190","184","144","75.7","144","75.7","78.3","14","7.29","26","13.59","6","3.1","75","39.39","63","33.1","6","3.1","46","24.19","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.59","2.32"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","8","199","196","128","64.29","128","64.29","65.3","29","14.5","39","19.5","0","0","63","31.6","65","32.6","3","1.5","71","35.6","0","0",,,"199","196","126","63.29","126","63.29","64.3","48","24.1","22","11","0","0","75","37.6","51","25.6","3","1.5","73","36.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"199","196","117","58.7","117","58.7","59.7","35","17.5","44","22.1","1","0.5","86","43.2","30","15","3","1.5","82","41.2","0","0",,,"2.79","2.61"
"2009-10","Educational Service District 123","3","Benton","3053","Finley School District","6","79","79","35","44.29","35","44.29","44.3","14","17.69","30","37.89","0","0","28","35.39","7","8.8","0","0","44","55.6","0","0",,,"79","79","32","40.5","32","40.5","40.5","22","27.8","25","31.6","0","0","28","35.39","4","5","0","0","47","59.39","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.35","2.17"
"2009-10","Educational Service District 123","2","Asotin","2250","Clarkston School District","10","208","205","168","80.7","168","80.7","82","15","7.2","22","10.5","6","2.79","55","26.39","107","51.39","3","1.39","40","19.19","2","7","1",,"208","203","72","34.6","72","34.6","35.5","86","41.29","45","21.6","0","0","38","18.19","34","16.3","5","2.39","136","65.29","5","4","1",,"206","196","177","85.9","177","85.9","90.3","7","3.29","12","5.79","5","2.39","73","35.39","99","48","10","4.79","29","14","4","7","1",,"208","167","83","39.9","83","39.89","49.7","57","27.39","27","12.9","0","0","72","34.6","11","5.2","41","19.69","125","60","5","4","1",,"3.13","2.04"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","3","48","48","38","79.09","38","79.09","79.2","3","6.2","7","14.5","0","0","21","43.7","17","35.39","0","0","10","20.8","0","0",,,"48","48","31","64.5","31","64.5","64.6","4","8.3","13","27","0","0","25","52","6","12.5","0","0","17","35.39","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.08","2.68"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","4","49","48","27","55.1","27","55.1","56.3","3","6.09","18","36.7","0","0","14","28.5","13","26.5","1","2","22","44.79","0","0",,,"49","48","19","38.7","19","38.7","39.6","13","26.5","16","32.6","0","0","15","30.6","4","8.09","1","2","30","61.2","0","0",,,"49","47","26","53","26","53","55.3","7","14.19","14","28.5","0","0","19","38.7","7","14.19","2","4","23","46.89","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.71","2.16"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","5","44","44","31","70.4","31","70.4","70.5","4","9","9","20.39","0","0","13","29.5","18","40.89","0","0","13","29.5","0","0",,,"44","44","30","68.09","30","68.09","68.2","7","15.9","7","15.9","0","0","15","34","15","34","0","0","14","31.8","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"44","44","21","47.7","21","47.7","47.7","7","15.9","16","36.29","0","0","19","43.1","2","4.5","0","0","23","52.2","0","0",,,"3.02","2.86"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","6","55","55","40","72.7","40","72.7","72.7","4","7.2","11","20","0","0","32","58.1","8","14.5","0","0","15","27.19","0","0","2",,"55","54","33","60","33","60","61.1","6","10.9","15","27.19","0","0","16","29","17","30.89","1","1.8","22","40","0","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.8","2.76"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","7","44","44","26","59","26","59","59.1","4","9","14","31.8","0","0","13","29.5","13","29.5","0","0","18","40.89","0","0",,,"44","43","28","63.6","28","63.6","65.1","4","9","11","25","0","0","21","47.7","7","15.9","1","2.2","16","36.29","0","0",,,"44","44","34","77.2","34","77.2","77.3","2","4.5","8","18.1","0","0","20","45.39","14","31.8","0","0","10","22.69","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.79","2.66"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","8","43","42","29","67.4","29","67.4","69","8","18.6","5","11.59","0","0","13","30.19","16","37.2","1","2.29","14","32.5","0","0",,,"43","43","18","41.79","18","41.79","41.9","11","25.5","14","32.5","0","0","16","37.2","2","4.59","0","0","25","58.1","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"43","43","25","58.1","25","58.1","58.1","7","16.19","11","25.5","0","0","15","34.79","10","23.19","0","0","18","41.79","0","0",,,"2.81","2.2"
"2009-10","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","10","46","46","43","93.4","43","93.4","93.5","2","4.29","1","2.1","2","4.29","14","30.39","27","58.6","0","0","3","6.5","0","2",,,"47","46","25","53.1","25","53.1","54.3","11","23.39","10","21.19","0","0","16","34","9","19.1","1","2.1","22","46.79","1","0",,,"45","44","42","93.3","42","93.29","95.5","0","0","2","4.4","1","2.2","11","24.39","30","66.59","1","2.2","3","6.59","1","2",,,"48","47","32","66.6","32","66.59","68.1","5","10.4","10","20.8","0","0","24","50","8","16.6","1","2","16","33.29","0","0",,,"3.34","2.44"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","3","1176","1174","873","74.2","873","74.2","74.4","109","9.19","192","16.3","11","0.9","407","34.6","455","38.6","2","0.1","303","25.69","6","10","16",,"1176","1175","690","58.6","690","58.6","58.7","215","18.19","270","22.89","10","0.8","437","37.1","243","20.6","1","0","486","41.29","8","9","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","2.58"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","4","1206","1201","839","69.5","839","69.5","69.9","71","5.79","291","24.1","25","2","479","39.7","335","27.69","5","0.4","367","30.39","2","15","10",,"1205","1199","584","48.39","584","48.39","48.7","324","26.8","291","24.1","7","0.5","379","31.39","198","16.39","6","0.4","621","51.5","3","15","10",,"1201","1178","836","69.59","836","69.59","71","118","9.8","224","18.6","18","1.39","471","39.2","347","28.8","23","1.89","365","30.3","5","17","10",,,,,,,,,,,,,,,,,,,,,,,,,,,"2.84","2.35"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","5","1171","1159","838","71.5","838","71.5","72.3","102","8.69","219","18.69","22","1.8","322","27.39","494","42.1","12","1","333","28.39","1","10","16",,"1174","1163","571","48.6","571","48.6","49.1","315","26.8","277","23.5","3","0.2","354","30.1","214","18.19","11","0.9","603","51.29","1","9","14",,,,,,,,,,,,,,,,,,,,,,,,,,,"1170","1158","447","38.2","447","38.2","38.6","322","27.5","389","33.2","9","0.7","329","28.1","109","9.3","12","1","723","61.7","3","9","16",,"2.97","2.37"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","6","1119","1116","650","58","650","58","58.2","135","12","331","29.5","10","0.8","449","40.1","191","17","3","0.2","469","41.89","5","4","12",,"1120","1116","439","39.1","439","39.1","39.3","350","31.19","327","29.1","2","0.1","328","29.19","109","9.69","4","0.3","681","60.79","4","4","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.59","2.16"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","7","1170","1167","691","59","691","59","59.2","129","11","347","29.6","11","0.9","329","28.1","351","30","3","0.2","479","40.89","8","8","10",,"1173","1166","599","51","599","51","51.4","307","26.1","260","22.1","3","0.2","415","35.29","181","15.4","7","0.5","574","48.89","5","8","10",,"1161","1141","806","69.4","806","69.4","70.6","120","10.3","215","18.5","12","1","525","45.2","269","23.1","20","1.7","355","30.5","20","6","9",,,,,,,,,,,,,,,,,,,,,,,,,,,"2.75","2.38"
"2009-10","Educational Service District 123","3","Benton","3017","Kennewick School District","8","1053","1047","707","67.09","707","67.09","67.5","127","12","213","20.19","13","1.19","271","25.69","423","40.1","6","0.5","346","32.79","9","5","9",,"1052","1046","448","42.5","448","42.5","42.8","316","30","282","26.8","5","0.4","319","30.3","124","11.69","6","0.5","604","57.39","9","6","9",,,,,,,,,,,,,,,,,,,,,,,,,,,"1045","1041","511","48.79","511","48.79","49.1","249","23.8","281","26.8","7","0.6","328","31.3","176","16.8","4","0.3","534","51.1","16","5","10",,"2.9","2.21"
