"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3283","Tyee Middle School","101368","P","8th Grade","353","178","1","174","0","221","10","17","2","28","75","32","0","105","0","49","0","2","5","23","19","321","353","248","353","304","353","351","348","330","334","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3283","Tyee Middle School","101368","P","AllGrades","982","466","2","514","0","632","27","49","2","83","189","90","0","304","3","153","0","9","13","57","75","892","982","678","979","829","982","973","969","925","907","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","1st Grade","86","36","0","50","0","36","4","14","0","7","25","35","0","0","0","14","0","1","3","1","5","51","86","86","86","72","86","85","83","85","81","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","2nd Grade","77","37","0","40","0","33","6","7","0","11","20","23","0","6","1","17","0","3","8","0","9","54","77","71","76","60","77","74","69","77","68","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","3rd Grade","70","31","0","39","0","32","3","5","0","7","23","17","0","12","1","9","0","0","11","0","6","53","70","58","69","61","70","70","59","70","64","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","4th Grade","49","26","0","23","0","23","2","6","0","5","13","13","0","4","0","7","0","0","10","2","4","36","49","45","49","42","49","49","39","47","45","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","5th Grade","60","34","0","26","0","22","3","9","0","6","20","8","0","5","0","14","0","0","2","2","6","52","60","55","60","46","60","60","58","58","54","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","AllGrades","442","217","0","225","0","190","22","50","1","47","132","121","0","27","2","68","0","7","41","5","35","321","442","415","440","374","442","435","401","437","407","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","Half-day Kindergarten","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","Kindergarten","69","34","0","35","0","31","4","6","0","7","21","25","0","0","0","6","0","2","4","0","3","44","69","69","69","63","69","67","65","69","66","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5508","Wilburton Elementary School","106139","P","Pre-Kindergarten","30","18","0","12","0","13","0","2","1","4","10","0","0","0","0","1","0","1","2","0","2","30","30","30","30","29","30","29","28","30","28","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","1st Grade","50","24","0","26","0","26","1","1","1","5","16","20","0","1","0","6","0","0","1","0","2","30","49","49","50","44","50","50","49","50","48","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","2nd Grade","42","22","0","20","0","14","2","7","0","4","15","10","0","1","0","6","0","0","3","1","4","32","42","41","42","36","42","42","39","41","38","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","3rd Grade","62","28","0","34","0","26","2","5","0","5","24","9","0","5","1","9","0","0","3","2","6","53","62","57","61","53","62","62","59","60","56","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","4th Grade","63","22","0","41","0","30","3","3","0","11","16","11","0","3","0","13","0","2","4","1","14","52","63","60","63","50","63","61","59","62","49","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","5th Grade","64","36","0","28","0","25","5","2","0","9","23","7","0","7","1","12","0","0","2","5","10","57","64","57","63","52","64","64","62","59","54","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","AllGrades","347","164","0","183","0","146","16","22","1","42","120","75","0","17","3","52","0","2","17","9","41","272","346","330","344","295","347","345","330","338","306","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","Kindergarten","49","23","0","26","0","18","2","3","0","6","20","18","0","0","1","6","0","0","2","0","3","31","49","49","48","43","49","49","47","49","46","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3167","Woodridge Elementary","101363","P","Pre-Kindergarten","17","9","0","8","0","7","1","1","0","2","6","0","0","0","0","0","0","0","2","0","2","17","17","17","17","17","17","17","15","17","15","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","1st Grade","41","14","0","27","1","2","0","13","0","8","17","7","0","0","1","32","0","0","3","1","10","34","41","41","40","9","41","41","38","40","31","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","2nd Grade","41","23","0","18","2","0","1","12","0","5","21","9","0","0","4","25","1","1","0","0","8","32","41","41","37","16","40","40","41","41","33","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","3rd Grade","41","18","0","23","1","3","0","12","0","6","19","8","0","1","1","25","2","1","0","3","7","33","41","40","40","16","39","40","41","38","34","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","4th Grade","34","19","0","15","1","2","1","12","0","4","14","14","0","2","0","28","2","0","2","1","8","20","34","32","34","6","32","34","32","33","26","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","5th Grade","37","19","0","18","0","3","0","13","0","4","17","12","0","0","1","29","2","0","3","0","7","25","37","37","36","8","35","37","34","37","30","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","AllGrades","260","129","0","131","10","11","2","80","0","35","122","55","0","3","12","178","9","5","9","6","51","205","260","257","248","82","251","255","251","254","209","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","Kindergarten","49","26","0","23","3","1","0","13","0","7","25","5","0","0","5","30","2","2","1","1","5","44","49","49","44","19","47","47","48","48","44","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3200","Alderwood Elementary School","103064","P","Pre-Kindergarten","17","10","0","7","2","0","0","5","0","1","9","0","0","0","0","9","0","1","0","0","6","17","17","17","17","8","17","16","17","17","11","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","1st Grade","50","21","0","29","0","1","1","5","0","3","40","1","0","0","0","10","0","0","7","0","5","49","50","50","50","40","50","50","43","50","45","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","2nd Grade","49","26","0","23","0","1","1","3","0","6","38","2","0","0","0","17","0","0","13","0","7","47","49","49","49","32","49","49","36","49","42","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","3rd Grade","63","32","1","30","0","1","0","6","1","5","50","1","0","2","0","16","0","0","12","2","6","62","63","61","63","47","63","63","51","61","57","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","4th Grade","60","29","0","31","0","2","2","3","0","3","50","2","0","2","1","20","0","0","14","1","4","58","60","58","59","40","60","60","46","59","56","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","5th Grade","56","24","0","32","0","1","0","0","1","7","47","0","0","2","0","12","0","0","9","4","4","56","56","54","56","44","56","56","47","52","52","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","6th Grade","44","22","0","22","1","1","0","5","0","4","33","1","0","1","1","16","0","0","6","0","8","43","44","43","43","28","44","44","38","44","36","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","7th Grade","35","16","0","19","2","1","0","5","0","1","26","1","0","2","0","12","0","0","9","0","5","34","35","33","35","23","35","35","26","35","30","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","8th Grade","33","20","0","13","1","2","1","3","0","0","26","0","0","1","0","13","0","0","5","4","5","33","33","32","33","20","33","33","28","29","28","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","AllGrades","427","203","1","223","4","13","5","33","2","31","339","11","0","10","2","123","0","0","82","11","48","416","427","417","425","304","427","427","345","416","379","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5366","Bellingham Family Partnership Program","105794","A","Kindergarten","37","13","0","24","0","3","0","3","0","2","29","3","0","0","0","7","0","0","7","0","4","34","37","37","37","30","37","37","30","37","33","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","10th Grade","296","123","4","169","3","11","5","56","0","21","200","12","0","40","4","88","2","5","4","25","39","284","296","256","292","208","294","291","292","271","257","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","11th Grade","317","145","2","170","1","13","5","52","0","24","222","19","0","35","5","90","1","5","11","37","33","298","316","282","312","227","316","312","306","280","284","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","12th Grade","297","130","1","166","4","8","2","50","0","17","216","9","0","31","11","106","1","1","7","35","52","288","295","266","286","191","296","296","290","262","245","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","9th Grade","272","126","4","142","1","2","2","44","2","29","192","12","0","26","8","98","0","2","6","30","29","260","272","246","264","174","272","270","266","242","243","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2553","Bellingham High School","103061","P","AllGrades","1182","524","11","647","9","34","14","202","2","91","830","52","0","132","28","382","4","13","28","127","153","1130","1179","1050","1154","800","1178","1169","1154","1055","1029","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5340","Bellingham Re-Engagement Program","105681","R","11th Grade","8","0","0","8","0","0","0","2","0","0","6","0","0","0","0","4","0","0","0","1","0","8","8","8","8","4","8","8","8","7","8","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5340","Bellingham Re-Engagement Program","105681","R","12th Grade","64","21","2","41","0","2","1","10","2","9","40","0","0","0","2","34","1","0","19","11","2","64","64","64","62","30","63","64","45","53","62","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5340","Bellingham Re-Engagement Program","105681","R","AllGrades","72","21","2","49","0","2","1","12","2","9","46","0","0","0","2","38","1","0","19","12","2","72","72","72","70","34","71","72","53","60","70","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","1st Grade","54","24","0","30","0","2","0","22","0","3","27","10","0","0","4","22","2","0","2","0","5","44","54","54","50","32","52","54","52","54","49","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","2nd Grade","51","25","0","26","0","0","1","15","0","7","28","10","0","0","3","30","3","0","2","2","9","41","51","51","48","21","48","51","49","49","42","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","3rd Grade","62","28","0","34","0","2","0","26","0","7","27","14","0","2","2","37","1","0","1","2","8","48","62","60","60","25","61","62","61","60","54","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","4th Grade","44","20","0","24","0","1","0","21","1","3","18","16","0","0","5","30","0","0","1","1","11","28","44","44","39","14","44","44","43","43","33","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","5th Grade","43","22","0","21","0","1","0","18","0","5","19","5","0","1","5","23","0","0","1","0","6","38","42","42","38","20","43","43","42","43","37","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","AllGrades","323","157","0","166","1","11","2","133","1","33","142","72","0","3","26","184","6","2","10","9","56","251","322","320","297","139","317","321","313","314","267","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","Kindergarten","56","30","0","26","1","3","1","26","0","6","19","17","0","0","7","33","0","2","1","4","4","39","56","56","49","23","56","54","55","52","52","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2431","Birchwood Elementary School","103060","P","Pre-Kindergarten","13","8","0","5","0","2","0","5","0","2","4","0","0","0","0","9","0","0","2","0","13","13","13","13","13","4","13","13","11","13","0","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","1st Grade","48","19","0","29","1","1","2","10","0","3","31","4","0","0","6","20","0","0","4","0","7","44","48","48","42","28","48","48","44","48","41","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","2nd Grade","58","34","0","24","2","2","0","11","1","9","33","6","0","0","3","27","2","2","1","0","7","52","58","58","55","31","56","56","57","58","51","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","3rd Grade","54","30","0","24","0","3","1","10","0","5","35","4","0","4","6","24","0","1","2","1","13","50","54","50","48","30","54","53","52","53","41","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","4th Grade","39","17","0","22","0","2","1","10","0","4","22","5","0","2","3","17","2","0","1","0","13","34","39","37","36","22","37","39","38","39","26","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","5th Grade","45","18","0","27","0","6","0","6","1","5","27","2","0","5","1","18","0","0","4","2","9","43","45","40","44","27","45","45","41","43","36","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","AllGrades","292","140","0","152","3","16","4","57","2","30","180","27","0","11","22","126","5","5","13","4","55","265","292","281","270","166","287","287","279","288","237","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","Kindergarten","48","22","0","26","0","2","0","10","0","4","32","6","0","0","3","20","1","2","1","1","6","42","48","48","45","28","47","46","47","47","42","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","1st Grade","26","10","0","16","0","1","0","2","0","2","21","0","0","0","0","2","0","1","0","0","5","26","26","26","26","24","26","25","26","26","21","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","2nd Grade","41","20","0","21","1","1","1","5","0","3","30","1","0","0","1","11","0","0","0","0","4","40","41","41","40","30","41","41","41","41","37","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","3rd Grade","46","23","0","23","1","2","1","5","0","2","35","1","0","3","1","14","0","1","2","2","8","45","46","43","45","32","46","45","44","44","38","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","4th Grade","53","22","0","31","0","0","0","4","0","1","48","1","0","1","0","7","0","0","1","2","9","52","53","52","53","46","53","53","52","51","44","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","5th Grade","48","21","0","27","0","3","0","3","0","3","39","1","0","4","2","16","0","0","1","4","9","47","48","44","46","32","48","48","47","44","39","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","AllGrades","251","116","0","135","2","7","2","20","0","12","208","4","0","8","5","59","0","2","4","8","42","247","251","243","246","192","251","249","247","243","209","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","Kindergarten","37","20","0","17","0","0","0","1","0","1","35","0","0","0","1","9","0","0","0","0","7","37","37","37","36","28","37","37","37","37","30","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","1st Grade","52","27","0","25","0","8","1","24","0","2","17","19","0","0","7","36","4","0","1","0","6","33","52","52","45","16","48","52","51","52","46","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","2nd Grade","47","23","0","24","0","7","0","16","0","5","19","14","0","0","0","34","3","2","2","3","10","33","47","47","47","13","44","45","45","44","37","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","3rd Grade","56","24","0","32","0","12","1","21","0","7","15","24","0","0","3","41","6","0","4","0","10","32","56","56","53","15","50","56","52","56","46","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","4th Grade","61","28","0","33","1","3","1","28","1","7","20","23","0","2","7","47","5","0","3","1","16","38","61","59","54","14","56","61","58","60","45","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","5th Grade","41","24","0","17","0","8","3","13","0","5","12","10","0","2","4","32","3","1","3","3","6","31","41","39","37","9","38","40","38","38","35","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","AllGrades","348","163","0","185","1","51","12","130","1","34","119","111","0","4","25","241","23","7","19","7","73","237","345","344","323","107","325","341","329","341","275","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","Kindergarten","73","31","0","42","0","10","5","25","0","6","27","21","0","0","3","39","2","4","5","0","14","52","70","73","70","34","71","69","68","73","59","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","5239","Cordata Elementary School","105326","P","Pre-Kindergarten","18","6","0","12","0","3","1","3","0","2","9","0","0","0","1","12","0","0","1","0","11","18","18","18","17","6","18","18","17","18","7","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2066","Fairhaven Middle School","103050","P","6th Grade","175","82","1","92","1","10","3","28","1","16","116","5","0","11","9","53","0","2","3","11","26","170","175","164","166","122","175","173","172","164","149","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2066","Fairhaven Middle School","103050","P","7th Grade","218","111","4","103","0","13","6","26","2","23","148","12","0","20","11","72","1","1","5","15","41","206","218","198","207","146","217","217","213","203","177","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2066","Fairhaven Middle School","103050","P","8th Grade","227","119","3","105","2","9","4","18","1","21","172","6","0","15","6","63","0","2","10","22","34","221","226","212","221","164","227","225","217","205","193","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2066","Fairhaven Middle School","103050","P","AllGrades","620","312","8","300","3","32","13","72","4","60","436","23","0","46","26","188","1","5","18","48","101","597","619","574","594","432","619","615","602","572","519","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","1st Grade","76","32","0","44","2","0","0","10","0","6","58","0","0","0","0","18","0","0","2","5","13","76","75","76","76","58","76","76","74","71","63","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","2nd Grade","60","28","0","32","0","1","3","7","0","4","45","2","0","0","0","21","0","1","2","6","8","58","59","60","60","39","60","59","58","54","52","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","3rd Grade","69","43","1","25","1","1","1","6","0","6","54","1","0","2","0","19","0","0","1","6","8","68","68","67","69","50","69","69","68","63","61","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","4th Grade","68","30","0","38","0","1","1","7","1","4","54","4","0","1","0","15","0","0","3","1","7","64","68","67","68","53","68","68","65","67","61","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","5th Grade","77","41","0","36","0","0","0","9","0","5","63","2","0","2","0","14","0","1","1","4","10","75","77","75","77","63","77","76","76","73","67","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","AllGrades","432","208","1","223","3","3","5","47","1","35","338","12","0","5","0","117","0","3","12","24","63","420","429","427","432","315","432","429","420","408","369","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","Kindergarten","68","27","0","41","0","0","0","7","0","9","52","3","0","0","0","25","0","1","2","2","7","65","68","68","68","43","68","67","66","66","61","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2262","Geneva Elementary School","103056","P","Pre-Kindergarten","14","7","0","7","0","0","0","1","0","1","12","0","0","0","0","5","0","0","1","0","10","14","14","14","14","9","14","14","13","14","4","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","1st Grade","72","36","0","36","1","2","0","9","0","8","52","3","0","0","2","26","1","1","1","3","8","69","72","72","70","46","71","71","71","69","64","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","2nd Grade","63","30","0","33","0","1","0","6","0","7","49","3","0","0","4","23","0","0","0","1","9","60","63","63","59","40","63","63","63","62","54","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","3rd Grade","66","29","0","37","0","2","1","10","1","6","46","5","0","3","6","18","0","1","1","2","8","61","66","63","60","48","66","65","65","64","58","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","4th Grade","65","33","0","32","1","3","0","8","0","13","40","5","0","3","4","21","0","0","0","2","10","60","65","62","61","44","65","65","65","63","55","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","5th Grade","88","40","0","48","1","3","0","14","0","4","66","6","0","4","7","24","0","3","1","7","12","82","88","84","81","64","88","85","87","81","76","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","AllGrades","446","206","0","240","4","12","3","60","1","45","321","28","0","10","26","141","1","5","4","18","73","418","445","436","420","305","445","441","442","428","373","2022-04-22T00:00:00.000"
