"school_year","school_name","city","public_private","public_school_district","enrollment","reported","calculated_all_pbe_count","calculated_all_pbe_percent","hc_practitioner_counseled_pbe_count","hc_practitioner_counseled_pbe_percent","pre_jan_pbe_count","pre_jan_pbe_percent","personal_beliefs_exemption_count","personal_beliefs_exemption_percent","religious_pbe_count","religious_pbe_percent","conditional_count","conditional_percent","dtp_count","dtp_percent","hepb_count","hepb_percent","mmr_count","mmr_percent","polio_count","polio_percent","permanent_medical_exemption_count","permanent_medical_exemption_percent","up_to_date_count","up_to_date_percent","vari_count","vari_percent","overdue_count","overdue_percent","others_count","others_percent","location","latitude","longitude","school_code","unique_id"
"2014-2015","MANOR ELEMENTARY","FAIRFAX","PUBLIC","ROSS VALLEY ELEMENTARY","64","Y","17","26.56","17","26.56","0","0","17","26.56","0","0","3","4.69","46","71.88","44","68.75","46","71.88","46","71.88","0","0","44","68.75","47","73.44",,,,,"
,  
(37.996867, -122.593591)","37.996867","-122.593591","6024277","6024277_2014-2015"
"2013-2014","MANOR ELEMENTARY","FAIRFAX","PUBLIC","ROSS VALLEY ELEMENTARY","65","Y","13","20","0","0","0","0","13","20","0","0","0","0","52","80","52","80","52","80","52","80","0","0","52","80","52","80",,,,,"
,  
(37.996867, -122.593591)","37.996867","-122.593591","6024277","6024277_2013-2014"
"2018-2019","MARIN CHRISTIAN ACADEMY","NOVATO","PRIVATE",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0876779, -122.5639845)","38.0876779","-122.5639845","6907307","6907307_2018-2019"
"2017-2018","MARIN CHRISTIAN ACADEMY","NOVATO","PRIVATE",,"10","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0876779, -122.5639845)","38.0876779","-122.5639845","6907307","6907307_2017-2018"
"2016-2017","MARIN CHRISTIAN ACADEMY","NOVATO","PRIVATE",,"16","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0876779, -122.5639845)","38.0876779","-122.5639845","6907307","6907307_2016-2017"
"2014-2015","MARIN CHRISTIAN ACADEMY","NOVATO","PRIVATE",,"12","Y","0","0","0","0","0","0","0","0","0","0","1","8.33","11","91.67","11","91.67","11","91.67","11","91.67","0","0","11","91.67","11","91.67",,,,,"
,  
(38.0876779, -122.5639845)","38.0876779","-122.5639845","6907307","6907307_2014-2015"
"2013-2014","MARIN CHRISTIAN ACADEMY","NOVATO","PRIVATE",,"21","Y","0","0","0","0","0","0","0","0","0","0","4","19.05","19","90.48","19","90.48","19","90.48","18","85.71","0","0","17","80.95","21","100",,,,,"
,  
(38.0876779, -122.5639845)","38.0876779","-122.5639845","6907307","6907307_2013-2014"
"2018-2019","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"56","Y",,,,,,,,,,,"1","2",,"98","54","96","54","96","54","96","1","2","54","96","54","96",,,,,"
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2018-2019"
"2017-2018","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"55","Y",,,,,,,,,,,"0","0","51","93","51","93","51","93","51","93","4","7","51","93","51","93",,,"0","0","
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2017-2018"
"2016-2017","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"58","Y","2","3",,,,,"2","3",,,"0","0",,,,,,,,,"0","0","56","97",,,"0","0","0","0","
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2016-2017"
"2015-2016","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"59","Y","7","11.86","7","11.86",,,"7","11.86","0","0","11","18.64","43","72.88","42","71.19","42","71.19","42","71.19","0","0","41","69.49","43","72.88","0","0",,,"
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2015-2016"
"2014-2015","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"56","Y","3","5.36","3","5.36","0","0","3","5.36","0","0","8","14.29","53","94.64","50","89.29","50","89.29","50","89.29","0","0","45","80.36","52","92.86",,,,,"
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2014-2015"
"2013-2014","MARIN COUNTRY DAY SCHOOL","CORTE MADERA","PRIVATE",,"55","Y","0","0","0","0","0","0","0","0","0","0","5","9.09","52","94.55","52","94.55","52","94.55","50","90.91","0","0","50","90.91","53","96.36",,,,,"
,  
(37.9194345, -122.4913456)","37.9194345","-122.4913456","6974349","6974349_2013-2014"
"2018-2019","MARIN COUNTY SPECIAL EDUCATION","SAN RAFAEL","PUBLIC","MARIN COUNTY OFFICE OF EDUCATION","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0137587, -122.5501998)","38.0137587","-122.5501998","6069504","6069504_2018-2019"
"2017-2018","MARIN COUNTY SPECIAL EDUCATION","SAN RAFAEL","PUBLIC","MARIN COUNTY OFFICE OF EDUCATION","20","Y",,,,,,,,,,,"0","0","17","85",,"95",,"95","18","90","0","0","17","85",,"95",,,"3","15","
,  
(38.0137587, -122.5501998)","38.0137587","-122.5501998","6069504","6069504_2017-2018"
"2016-2017","MARIN COUNTY SPECIAL EDUCATION","SAN RAFAEL","PUBLIC","MARIN COUNTY OFFICE OF EDUCATION","20","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0137587, -122.5501998)","38.0137587","-122.5501998","6069504","6069504_2016-2017"
"2015-2016","MARIN COUNTY SPECIAL EDUCATION","SAN RAFAEL","PUBLIC","MARIN COUNTY OFFICE OF EDUCATION","23","Y","3","13.04","3","13.04",,,"3","13.04","0","0","4","17.39","17","73.91","20","86.96","19","82.61","17","73.91","0","0","16","69.57","20","86.96","0","0",,,"
,  
(38.0137587, -122.5501998)","38.0137587","-122.5501998","6069504","6069504_2015-2016"
"2014-2015","MARIN COUNTY SPECIAL EDUCATION","SAN RAFAEL","PUBLIC","MARIN COUNTY OFFICE OF EDUCATION","14","Y","1","7.14","1","7.14","0","0","1","7.14","0","0","2","14.29","11","78.57","13","92.86","11","78.57","13","92.86","0","0","11","78.57","11","78.57",,,,,"
,  
(38.0137587, -122.5501998)","38.0137587","-122.5501998","6069504","6069504_2014-2015"
"2018-2019","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"20","Y",,,,,,,,,,,"0","0",,"95","18","90",,"95",,"95","2","10","18","90","18","90",,,,,"
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2018-2019"
"2017-2018","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"21","Y",,,,,,,,,,,"0","0","19","90","19","90","19","90","19","90","2","10","19","90","19","90",,,"0","0","
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2017-2018"
"2016-2017","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"16","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2016-2017"
"2015-2016","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"29","Y","3","10.34","3","10.34",,,"3","10.34","0","0","0","0","26","89.66","26","89.66","26","89.66","26","89.66","0","0","26","89.66","26","89.66","0","0",,,"
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2015-2016"
"2014-2015","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"24","Y","3","12.5","1","4.17","1","4.17","2","8.33","0","0","2","8.33","22","91.67","20","83.33","22","91.67","20","83.33","0","0","20","83.33","21","87.5",,,,,"
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2014-2015"
"2013-2014","MARIN HORIZON SCHOOL","MILL VALLEY","PRIVATE",,"22","Y","0","0","0","0","0","0","0","0","0","0","0","0","22","100","22","100","22","100","22","100","0","0","22","100","22","100",,,,,"
,  
(37.8964486, -122.5434203)","37.8964486","-122.5434203","6905467","6905467_2013-2014"
"2015-2016","MARIN MONTESSORI","CORTE MADERA","PRIVATE",,"21","Y","4","19.05","4","19.05",,,"4","19.05","0","0","3","14.29","14","66.67","17","80.95","14","66.67","16","76.19","0","0","14","66.67","17","80.95","0","0",,,"
,  
(37.920529, -122.490797)","37.920529","-122.490797","6974356","6974356_2015-2016"
"2018-2019","MARIN MONTESSORI SCHOOL","CORTE MADERA","PRIVATE",,"22","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.920529, -122.490797)","37.920529","-122.490797","6974356","6974356_2018-2019"
"2017-2018","MARIN MONTESSORI SCHOOL","CORTE MADERA","PRIVATE",,"29","Y",,,,,,,,,,,"3","10",,"95","26","90","25","86","26","90","0","0","24","83",,"95",,,"0","0","
,  
(37.920529, -122.490797)","37.920529","-122.490797","6974356","6974356_2017-2018"
"2016-2017","MARIN MONTESSORI SCHOOL","CORTE MADERA","PRIVATE",,"26","Y","0","0",,,,,"0","0",,,"3","12","22","85","23","89","22","85","22","85","2","8","21","81","23","89","0","0","0","0","
,  
(37.920529, -122.490797)","37.920529","-122.490797","6974356","6974356_2016-2017"
"2013-2014","MARIN MONTESSORI SCHOOL","CORTE MADERA","PRIVATE",,"25","Y","10","40","0","0","0","0","10","40","0","0","13","52","5","20","12","48","5","20","6","24","0","0","2","8","14","56",,,,,"
,  
(37.920529, -122.490797)","37.920529","-122.490797","6974356","6974356_2013-2014"
"2018-2019","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"22","Y",,,,,,,,,,,"0","0","20","91","20","91","19","86","20","91","3","14","19","86","20","91",,,,,"
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2018-2019"
"2017-2018","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"37","Y",,,,,,,,,,,"3","8","32","86","32","86","33","89","33","89","2","5","31","84","34","92",,,"0","0","
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2017-2018"
"2016-2017","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"37","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2016-2017"
"2015-2016","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"25","Y","4","16","4","16",,,"4","16","0","0","3","12","18","72","18","72","18","72","18","72","0","0","18","72","20","80","0","0",,,"
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2015-2016"
"2014-2015","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"36","Y","8","22.22","2","5.56","3","8.33","5","13.89","0","0","6","16.67","28","77.78","31","86.11","27","75","27","75","0","0","25","69.44","31","86.11",,,,,"
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2014-2015"
"2013-2014","MARIN PRIMARY AND MIDDLE SCHOOL","LARKSPUR","PRIVATE",,"40","Y","9","22.5","0","0","0","0","9","22.5","0","0","0","0","31","77.5","31","77.5","31","77.5","31","77.5","0","0","31","77.5","31","77.5",,,,,"
,  
(37.928681, -122.5320593)","37.928681","-122.5320593","6901573","6901573_2013-2014"
"2018-2019","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"32","Y",,,,,,,,,,,"14","44","10","31","14","44","15","47","12","38","10","31","8","25","15","47",,,,,"
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2018-2019"
"2017-2018","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"36","Y",,,,,,,,,,,"21","58","20","56","20","56","23","64","20","56","7","19","8","22","22","61",,,"0","0","
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2017-2018"
"2016-2017","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"36","Y","14","39",,,,,"14","39",,,"3","8","18","50","17","47","21","58","18","50","5","14","13","36","20","56","1","3","0","0","
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2016-2017"
"2015-2016","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"29","Y","12","41.38","12","41.38",,,"12","41.38","0","0","6","20.69","11","37.93","16","55.17","14","48.28","13","44.83","0","0","11","37.93","16","55.17","0","0",,,"
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2015-2016"
"2014-2015","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"23","Y","16","69.56","0","0","8","34.78","8","34.78","0","0","5","21.74","10","43.48","12","52.17","10","43.48","11","47.83","0","0","10","43.48","13","56.52",,,,,"
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2014-2015"
"2013-2014","MARIN WALDORF SCHOOL","SAN RAFAEL","PRIVATE",,"49","Y","23","46.94","0","0","0","0","23","46.94","0","0","19","38.78","12","24.49","17","34.69","9","18.37","11","22.45","0","0","7","14.29","21","42.86",,,,,"
,  
(38.027406, -122.558491)","38.027406","-122.558491","6988448","6988448_2013-2014"
"2018-2019","MARK DAY SCHOOL","SAN RAFAEL","PRIVATE",,"28","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2018-2019"
"2017-2018","MARK DAY SCHOOL","SAN RAFAEL","PRIVATE",,"29","Y",,,,,,,,,,,"2","7",,"95",,"95",,"95",,"95","0","0","27","93",,"95",,,"0","0","
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2017-2018"
"2016-2017","MARK DAY SCHOOL","SAN RAFAEL","PRIVATE",,"40","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2016-2017"
"2015-2016","MARK DAY SCHOOL","SAN RAFAEL","PRIVATE",,"39","Y","5","12.82","5","12.82",,,"5","12.82","0","0","0","0","34","87.18","34","87.18","34","87.18","34","87.18","0","0","34","87.18","34","87.18","0","0",,,"
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2015-2016"
"2018-2019","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","86","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,,"
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2018-2019"
"2017-2018","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","66","Y",,,,,,,,,,,"1","2","64","97","63","95","64","97","64","97","2","3","63","95","64","97",,,"0","0","
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2017-2018"
"2016-2017","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","65","Y","0","0",,,,,"0","0",,,"0","0","60","92","60","92","60","92","61","94","5","8","60","92","62","95","0","0","0","0","
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2016-2017"
"2015-2016","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","68","Y","3","4.41","3","4.41",,,"3","4.41","0","0","3","4.41","65","95.59","64","94.12","63","92.65","65","95.59","0","0","62","91.18","65","95.59","0","0",,,"
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2015-2016"
"2014-2015","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","82","Y","6","7.32","6","7.32","0","0","6","7.32","0","0","0","0","76","92.68","76","92.68","76","92.68","76","92.68","0","0","76","92.68","76","92.68",,,,,"
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2014-2015"
"2013-2014","MARY E. SILVEIRA ELEMENTARY","SAN RAFAEL","PUBLIC","DIXIE ELEMENTARY","91","Y","6","6.59","0","0","0","0","6","6.59","0","0","1","1.1","85","93.41","84","92.31","84","92.31","84","92.31","0","0","84","92.31","85","93.41",,,,,"
,  
(38.0375787, -122.5444776)","38.0375787","-122.5444776","6024194","6024194_2013-2014"
"2018-2019","MONTESSORI DE TERRA LINDA","SAN RAFAEL","PRIVATE",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.013745, -122.5585181)","38.013745","-122.5585181","6997258","6997258_2018-2019"
"2017-2018","MONTESSORI DE TERRA LINDA","SAN RAFAEL","PRIVATE",,"18","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.013745, -122.5585181)","38.013745","-122.5585181","6997258","6997258_2017-2018"
"2016-2017","MONTESSORI DE TERRA LINDA","SAN RAFAEL","PRIVATE",,"23","Y","1","4",,,,,"1","4",,,"0","0","21","91","20","87","21","91","21","91","2","9","20","87","21","91","0","0","0","0","
,  
(38.013745, -122.5585181)","38.013745","-122.5585181","6997258","6997258_2016-2017"
"2015-2016","MONTESSORI DE TERRA LINDA","SAN RAFAEL","PRIVATE",,"20","Y","1","5","1","5",,,"1","5","0","0","1","5","19","95","18","90","19","95","19","95","0","0","18","90","19","95","0","0",,,"
,  
(38.013745, -122.5585181)","38.013745","-122.5585181","6997258","6997258_2015-2016"
"2018-2019","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2018-2019"
"2017-2018","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"14","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2017-2018"
"2016-2017","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"15","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2016-2017"
"2015-2016","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"14","Y","0","0","0","0",,,"0","0","0","0","2","14.29","12","85.71","14","100","14","100","12","85.71","0","0","12","85.71","14","100","0","0",,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2015-2016"
"2014-2015","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"26","Y","2","7.69","2","7.69","0","0","2","7.69","0","0","4","15.38","21","80.77","23","88.46","23","88.46","22","84.62","0","0","20","76.92","24","92.31",,,,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2014-2015"
"2013-2014","MOUNT TAMALPAIS SCHOOL","MILL VALLEY","PRIVATE",,"31","Y","2","6.45","0","0","0","0","2","6.45","0","0","6","19.35","27","87.1","26","83.87","27","87.1","24","77.42","1","3.23","22","70.97","28","90.32",,,,,"
,  
(37.8884229, -122.5331265)","37.8884229","-122.5331265","6974430","6974430_2013-2014"
"2018-2019","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","120","Y",,,,,,,,,,,,"1",,"99",,"99",,"99",,"99",,"1",,"99",,"99",,,,,"
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2018-2019"
"2017-2018","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","91","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,"2","
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2017-2018"
"2016-2017","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","91","Y","1","1",,,,,"1","1",,,"1","1",,,,,,,,,"2","2","87","96",,,"0","0","0","0","
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2016-2017"
"2015-2016","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","94","Y","4","4.26","4","4.26",,,"4","4.26","0","0","0","0","90","95.74","90","95.74","90","95.74","90","95.74","0","0","90","95.74","90","95.74","0","0",,,"
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2015-2016"
"2014-2015","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","87","Y","6","6.9","6","6.9","0","0","6","6.9","0","0","4","4.6","80","91.95","78","89.66","79","90.8","80","91.95","0","0","77","88.51","81","93.1",,,,,"
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2014-2015"
"2013-2014","NEIL CUMMINS ELEMENTARY","CORTE MADERA","PUBLIC","LARKSPUR-CORTE MADERA","196","Y","17","8.67","0","0","0","0","17","8.67","0","0","57","29.08","137","69.9","171","87.24","139","70.92","150","76.53","0","0","122","62.24","173","88.27",,,,,"
,  
(37.9289286, -122.5231613)","37.9289286","-122.5231613","6024376","6024376_2013-2014"
"2015-2016","NEW VILLAGE SCHOOL, THE","SAUSALITO","PRIVATE",,"24","Y","11","45.83","11","45.83",,,"11","45.83","0","0","5","20.83","9","37.5","10","41.67","10","41.67","7","29.17","1","4.17","7","29.17","12","50","0","0",,,"
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2015-2016"
"2014-2015","NEW VILLAGE SCHOOL, THE","SAUSALITO","PRIVATE",,"20","Y","15","75","5","25","4","20","10","50","1","5","4","20","10","50","7","35","8","40","7","35","0","0","6","30","8","40",,,,,"
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2014-2015"
"2013-2014","NEW VILLAGE SCHOOL, THE","SAUSALITO","PRIVATE",,"21","Y","15","71.43","0","0","0","0","15","71.43","0","0","0","0","6","28.57","6","28.57","6","28.57","6","28.57","0","0","6","28.57","6","28.57",,,,,"
,  
(37.8697941, -122.5053816)","37.8697941","-122.5053816","6138143","6138143_2013-2014"
"2018-2019","NICASIO","NICASIO","PUBLIC","NICASIO","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0617095, -122.6991484)","38.0617095","-122.6991484","6024483","6024483_2018-2019"
"2017-2018","NICASIO","NICASIO","PUBLIC","NICASIO","9","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0617095, -122.6991484)","38.0617095","-122.6991484","6024483","6024483_2017-2018"
"2016-2017","NICASIO","NICASIO","PUBLIC","NICASIO","1","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0617095, -122.6991484)","38.0617095","-122.6991484","6024483","6024483_2016-2017"
"2018-2019","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","29","Y",,,,,,,,,,,"0","0","23","79","23","79","23","79","23","79","6","21","23","79","23","79",,,,,"
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2018-2019"
"2017-2018","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","48","Y",,,,,,,,,,,"0","0","43","90",,"95","44","92","44","92","5","10","43","90",,"95",,,"0","0","
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2017-2018"
"2016-2017","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","48","Y","5","10",,,,,"5","10",,,"0","0",,,,,,,"41","85","2","4","41","85",,,"0","0","0","0","
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2016-2017"
"2015-2016","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","49","Y","8","16.33","8","16.33",,,"8","16.33","0","0","4","8.16","38","77.55","40","81.63","38","77.55","40","81.63","0","0","37","75.51","40","81.63","0","0",,,"
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2015-2016"
"2014-2015","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","28","Y","4","14.29","4","14.29","0","0","4","14.29","0","0","0","0","24","85.71","24","85.71","24","85.71","24","85.71","0","0","24","85.71","24","85.71",,,,,"
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2014-2015"
"2013-2014","NOVATO CHARTER","NOVATO","PUBLIC","NOVATO UNIFIED","29","Y","8","27.59","0","0","0","0","8","27.59","0","0","2","6.9","20","68.97","20","68.97","19","65.52","19","65.52","0","0","19","65.52","21","72.41",,,,,"
,  
(38.0557753, -122.5247409)","38.0557753","-122.5247409","6113229","6113229_2013-2014"
"2018-2019","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","44","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2018-2019"
"2017-2018","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","48","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2017-2018"
"2016-2017","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","42","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2016-2017"
"2015-2016","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","49","Y","8","16.33","8","16.33",,,"8","16.33","0","0","1","2.04","41","83.67","41","83.67","41","83.67","40","81.63","0","0","40","81.63","41","83.67","0","0",,,"
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2015-2016"
"2014-2015","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","48","Y","5","10.41","3","6.25","1","2.08","4","8.33","0","0","3","6.25","44","91.67","42","87.5","42","87.5","43","89.58","0","0","41","85.42","43","89.58",,,,,"
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2014-2015"
"2013-2014","OLD MILL ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","48","Y","6","12.5","0","0","0","0","6","12.5","0","0","2","4.17","42","87.5","40","83.33","42","87.5","42","87.5","0","0","40","83.33","42","87.5",,,,,"
,  
(37.9060047, -122.5530504)","37.9060047","-122.5530504","6024442","6024442_2013-2014"
"2018-2019","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","50","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,,"
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2018-2019"
"2017-2018","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","70","Y",,,,,,,,,,,"1","1","68","97",,"98","68","97",,"98","0","0","68","97",,"98",,,"1","1","
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2017-2018"
"2016-2017","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","53","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2016-2017"
