"defendant_identifier","number_text_notifications","court_date_time","crime_type","age_range","gender","ethnicity","message_type","defendant_appeared","unique_id"
"113495","1","2022-09-01T14:30:00.000","Misdemeanor","45 to 54","F","White","Regular","Appeared","113495_09012214"
"104892","1","2022-09-01T11:00:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","104892_09012211"
"89350","1","2022-09-01T09:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Regular","Appeared","89350_0901229"
"113537","1","2022-09-01T09:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","113537_0901229"
"115877","1","2022-09-01T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","115877_0901229"
"111145","1","2022-09-01T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","111145_0901229"
"115981","1","2022-09-01T09:00:00.000","Felony","35 to 44","F",,"Order To Appear","Appeared","115981_0901229"
"112605","1","2022-09-01T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","112605_0901229"
"69176","1","2022-09-01T09:00:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","69176_0901229"
"112298","2","2022-08-31T14:30:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","112298_08312214"
"78498","2","2022-08-31T13:30:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","78498_08312213"
"113539","1","2022-08-31T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","113539_08312213"
"89037","2","2022-08-31T09:30:00.000","Misdemeanor","55 to 64","M","Black","Regular","Appeared","89037_0831229"
"114284","2","2022-08-31T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","114284_0831229"
"113174","2","2022-08-31T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","113174_0831229"
"107459","2","2022-08-31T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","107459_0831229"
"8818","2","2022-08-31T09:00:00.000","Felony","65 or older","M","Black","Order To Appear","Appeared","8818_0831229"
"100416","1","2022-08-31T09:00:00.000","Felony","35 to 44","M","Unknown","Regular","Appeared","100416_0831229"
"115110","1","2022-08-31T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","115110_0831229"
"69176","2","2022-08-31T09:00:00.000","Felony","25 to 34","M","White","Regular","Appeared","69176_0831229"
"102546","2","2022-08-31T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","102546_0831229"
"102410","2","2022-08-31T09:00:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","102410_0831229"
"112391","1","2022-08-31T09:00:00.000","Felony","35 to 44","F",,"Regular","Appeared","112391_0831229"
"108566","2","2022-08-31T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","108566_0831229"
"100717","2","2022-08-30T14:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","100717_08302214"
"83887","2","2022-08-30T13:30:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","83887_08302213"
"107459","2","2022-08-30T13:30:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","107459_08302213"
"106424","2","2022-08-30T12:30:00.000","Felony","55 to 64","F","White","Regular","Appeared","106424_08302212"
"104892","2","2022-08-30T11:00:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","104892_08302211"
"98900","2","2022-08-30T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","98900_0830229"
"94770","2","2022-08-30T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","94770_0830229"
"101748","2","2022-08-30T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","101748_0830229"
"97586","2","2022-08-30T09:30:00.000","Misdemeanor","45 to 54","F","Black","Regular","Appeared","97586_0830229"
"110240","2","2022-08-30T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","110240_0830229"
"109326","2","2022-08-30T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","109326_0830229"
"91534","2","2022-08-30T09:00:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","91534_0830229"
"94332","2","2022-08-30T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","94332_0830229"
"51859","2","2022-08-30T08:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","51859_0830228"
"104322","2","2022-08-29T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","104322_0829229"
"50374","2","2022-08-29T09:30:00.000","Misdemeanor","45 to 54","F","White","Regular","Appeared","50374_0829229"
"112451","2","2022-08-29T09:30:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","112451_0829229"
"98064","2","2022-08-29T09:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Regular","Appeared","98064_0829229"
"113417","2","2022-08-29T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","113417_0829229"
"115865","2","2022-08-29T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","115865_0829229"
"16691","2","2022-08-29T09:00:00.000","Felony","55 to 64","M","Black","Order To Appear","Appeared","16691_0829229"
"115002","2","2022-08-29T09:00:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","115002_0829229"
"112928","2","2022-08-29T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","112928_0829229"
"87146","2","2022-08-29T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","87146_0829229"
"95843","2","2022-08-29T09:00:00.000","Misdemeanor","25 to 34","F","Black","Regular","Did not Appear","95843_0829229"
"92539","2","2022-08-29T09:00:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","92539_0829229"
"115887","2","2022-08-29T09:00:00.000","Misdemeanor","55 to 64","F","White","Regular","Appeared","115887_0829229"
"41035","2","2022-08-29T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","41035_0829229"
"112159","2","2022-08-29T09:00:00.000","Felony","35 to 44","F",,"Order To Appear","Appeared","112159_0829229"
"92369","2","2022-08-29T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","92369_0829229"
"114817","2","2022-08-29T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Did not Appear","114817_0829229"
"116071","1","2022-08-29T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","116071_0829229"
"106597","2","2022-08-29T09:00:00.000","Misdemeanor","18 to 24","M","White","Order To Appear","Appeared","106597_0829229"
"113553","2","2022-08-26T14:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","113553_08262214"
"100903","2","2022-08-26T09:30:00.000","Misdemeanor","25 to 34","M",,"Order To Appear","Did not Appear","100903_0826229"
"68479","2","2022-08-26T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","68479_0826229"
"113507","2","2022-08-26T09:30:00.000","Misdemeanor","18 to 24","F","White","Regular","Appeared","113507_0826229"
"111992","4","2022-08-26T09:30:00.000","Misdemeanor","45 to 54","M","White","Order To Appear","Did not Appear","111992_0826229"
"77623","2","2022-08-26T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","77623_0826229"
"104003","1","2022-08-26T09:00:00.000","Misdemeanor","18 to 24","M","Black","Order To Appear","Appeared","104003_0826229"
"110561","2","2022-08-26T09:00:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","110561_0826229"
"108392","2","2022-08-26T09:00:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","108392_0826229"
"110071","1","2022-08-26T09:00:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","110071_0826229"
"109588","1","2022-08-26T09:00:00.000","Misdemeanor","35 to 44","F","White","Order To Appear","Appeared","109588_0826229"
"26161","2","2022-08-26T09:00:00.000","Misdemeanor","45 to 54","M","White","Order To Appear","Appeared","26161_0826229"
"109068","2","2022-08-26T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","109068_0826229"
"112548","1","2022-08-26T09:00:00.000","Misdemeanor","45 to 54","M","Black","Order To Appear","Appeared","112548_0826229"
"75233","2","2022-08-26T09:00:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","75233_0826229"
"110616","2","2022-08-25T14:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","110616_08252214"
"72742","2","2022-08-25T14:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","72742_08252214"
"107485","2","2022-08-25T13:30:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","107485_08252213"
"114660","2","2022-08-25T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","114660_0825229"
"92369","1","2022-08-25T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","92369_0825229"
"115856","2","2022-08-25T09:00:00.000","Misdemeanor","18 to 24","M","White","Regular","Appeared","115856_0825229"
"108865","1","2022-08-25T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","108865_0825229"
"103946","2","2022-08-25T09:00:00.000","Misdemeanor","35 to 44","F",,"Regular","Appeared","103946_0825229"
"107429","2","2022-08-25T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_0825229"
"104003","2","2022-08-24T14:30:00.000","Misdemeanor","18 to 24","M","Black","Order To Appear","Appeared","104003_08242214"
"110071","2","2022-08-24T14:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","110071_08242214"
"112548","2","2022-08-24T14:30:00.000","Misdemeanor","45 to 54","M","Black","Order To Appear","Appeared","112548_08242214"
"109588","2","2022-08-24T14:30:00.000","Misdemeanor","35 to 44","F","White","Order To Appear","Appeared","109588_08242214"
"109873","2","2022-08-24T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","109873_0824229"
"103999","2","2022-08-24T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","103999_0824229"
"113174","4","2022-08-24T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","113174_0824229"
"91082","2","2022-08-24T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","91082_0824229"
"110479","4","2022-08-24T09:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Did not Appear","110479_0824229"
"99400","2","2022-08-24T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","99400_0824229"
"114817","2","2022-08-24T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114817_0824229"
"116010","2","2022-08-24T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","116010_0824229"
"107645","2","2022-08-24T09:00:00.000","Felony","25 to 34","M",,"Order To Appear","Did not Appear","107645_0824229"
"110518","1","2022-08-24T09:00:00.000","Felony","18 to 24","M","Hispanic","Regular","Appeared","110518_0824229"
"115831","2","2022-08-24T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","115831_0824229"
"111075","2","2022-08-23T14:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","111075_08232214"
"109904","2","2022-08-23T14:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","109904_08232214"
"113840","2","2022-08-23T13:30:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","113840_08232213"
"42292","2","2022-08-23T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_08232213"
"109195","2","2022-08-23T13:30:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","109195_08232213"
"94726","2","2022-08-23T13:30:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Did not Appear","94726_08232213"
"115408","2","2022-08-23T09:30:00.000","Misdemeanor","35 to 44","F",,"Order To Appear","Appeared","115408_0823229"
"115543","2","2022-08-23T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","115543_0823229"
"99927","2","2022-08-23T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","99927_0823229"
"100416","2","2022-08-23T09:00:00.000","Felony","35 to 44","M","Unknown","Order To Appear","Appeared","100416_0823229"
"110243","2","2022-08-23T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","110243_0823229"
"69176","2","2022-08-23T09:00:00.000","Felony","25 to 34","M","White","Regular","Appeared","69176_0823229"
"83870","2","2022-08-22T14:30:00.000","Misdemeanor","25 to 34","M","Black","Order To Appear","Appeared","83870_08222214"
"108865","2","2022-08-22T13:30:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","108865_08222213"
"12638","2","2022-08-22T09:30:00.000","Misdemeanor","35 to 44","F","Black","Regular","Appeared","12638_0822229"
"111611","2","2022-08-22T09:30:00.000","Misdemeanor","18 to 24","F","White","Regular","Appeared","111611_0822229"
"112711","2","2022-08-22T09:30:00.000","Misdemeanor","18 to 24","M","White","Regular","Appeared","112711_0822229"
"68479","2","2022-08-22T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","68479_0822229"
"104385","2","2022-08-22T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","104385_0822229"
"113903","2","2022-08-22T09:30:00.000","Misdemeanor","18 to 24","F","White","Regular","Appeared","113903_0822229"
"110547","2","2022-08-22T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","110547_0822229"
"115543","2","2022-08-22T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","115543_0822229"
"81705","2","2022-08-22T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","81705_0822229"
"115066","2","2022-08-22T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","115066_0822229"
"111327","2","2022-08-22T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","111327_0822229"
"114210","2","2022-08-22T09:00:00.000","Felony","25 to 34","M","Black","Regular","Appeared","114210_0822229"
"71614","2","2022-08-22T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","71614_0822229"
"15174","2","2022-08-22T09:00:00.000","Felony","55 to 64","F","Black","Regular","Appeared","15174_0822229"
"5988","2","2022-08-22T09:00:00.000","Felony","45 to 54","M","Black","Order To Appear","Appeared","5988_0822229"
"105955","2","2022-08-22T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","105955_0822229"
"112056","2","2022-08-22T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Did not Appear","112056_0822229"
"92539","2","2022-08-22T09:00:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","92539_0822229"
"46516","2","2022-08-22T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","46516_0822229"
"114897","2","2022-08-22T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114897_0822229"
"83887","1","2022-08-22T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","83887_0822229"
"27370","1","2022-08-22T09:00:00.000","Felony","55 to 64","M","White","Regular","Appeared","27370_0822229"
"110518","2","2022-08-22T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Did not Appear","110518_0822229"
"111895","2","2022-08-22T09:00:00.000","Felony","25 to 34","M",,"Order To Appear","Appeared","111895_0822229"
"87146","1","2022-08-22T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","87146_0822229"
"114415","2","2022-08-22T09:00:00.000","Felony","35 to 44","M","White","Regular","Appeared","114415_0822229"
"104349","2","2022-08-22T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","104349_0822229"
"107811","2","2022-08-19T13:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","107811_08192213"
"110479","2","2022-08-19T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","110479_0819229"
"109608","2","2022-08-19T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","109608_0819229"
"112184","3","2022-08-19T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","112184_0819229"
"112907","2","2022-08-19T09:00:00.000","Misdemeanor","18 to 24","F","Hispanic","Regular","Appeared","112907_0819229"
"110849","1","2022-08-19T09:00:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","110849_0819229"
"111889","2","2022-08-19T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","111889_0819229"
"42292","1","2022-08-19T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_0819229"
"107219","1","2022-08-19T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","107219_0819229"
"110243","1","2022-08-19T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Did not Appear","110243_0819229"
"98845","1","2022-08-19T09:00:00.000","Felony","25 to 34","F","Black","Regular","Appeared","98845_0819229"
"44894","1","2022-08-19T09:00:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","44894_0819229"
"107459","1","2022-08-19T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","107459_0819229"
"89037","1","2022-08-19T09:00:00.000","Misdemeanor","55 to 64","M","Black","Order To Appear","Appeared","89037_0819229"
"111920","2","2022-08-19T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","111920_0819229"
"116010","2","2022-08-19T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","116010_0819229"
"109195","1","2022-08-19T09:00:00.000","Felony","55 to 64","M","White","Regular","Appeared","109195_0819229"
"116011","1","2022-08-19T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","116011_0819229"
"105133","2","2022-08-18T14:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","105133_08182214"
"113495","2","2022-08-18T14:30:00.000","Misdemeanor","45 to 54","F","White","Regular","Appeared","113495_08182214"
"95077","2","2022-08-18T13:30:00.000","Felony","65 or older","M","Black","Order To Appear","Appeared","95077_08182213"
"113501","2","2022-08-18T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","113501_08182213"
"111003","2","2022-08-18T13:30:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","111003_08182213"
"112605","2","2022-08-18T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","112605_08182213"
"68479","2","2022-08-18T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","68479_0818229"
"111145","2","2022-08-18T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","111145_0818229"
"112669","2","2022-08-18T09:30:00.000","Misdemeanor","25 to 34","F","Black","Regular","Appeared","112669_0818229"
