"period_start_date","zipcode","households_zipcode","alertmarin_registrations_zipcode","alertmarin_percent_of_households","alertmarin_adjusted_percent_of_households","unique_id","latitude","longitude","location"
"3/31/2020","94937","585","554","0.9","0.9","3_31_2020_94937","38.11649","-122.930351","POINT (-122.930351 38.11649)"
"6/30/2020","94929","399","120","0.3","0.3","6_30_2020_94929","38.25242","-122.962717","POINT (-122.96271699999998 38.25242)"
"6/30/2021","94964","115","47","0.4","0.4","6_30_2021_94964","37.943257","-122.492151","POINT (-122.49215100000002 37.943257)"
"6/30/2020","94956","739","485","0.7","0.7","6_30_2020_94956","38.0921082","-122.8197227","POINT (-122.8197227 38.0921082)"
"3/31/2020","94925","3108","2518","0.8","0.8","3_31_2020_94925","37.931846","-122.507738","POINT (-122.507738 37.931846)"
"3/31/2020","94950","27","45","1.7","1","3_31_2020_94950","38.024885","-122.759933","POINT (-122.75993300000002 38.024885)"
"6/30/2020","94920","4336","3357","0.8","0.8","6_30_2020_94920","37.885629","-122.46858","POINT (-122.46858 37.885629)"
"6/30/2021","94940","197","125","0.6","0.6","6_30_2021_94940","38.17857","-122.88319","POINT (-122.88319000000001 38.17857)"
"3/31/2020","94956","739","467","0.6","0.6","3_31_2020_94956","38.0921082","-122.8197227","POINT (-122.8197227 38.0921082)"
"6/30/2020","94930","3012","3463","1.1","1","6_30_2020_94930","37.943963","-122.616418","POINT (-122.616418 37.943963)"
"6/30/2021","94960","6791","7069","1","1","6_30_2021_94960","37.995864","-122.577814","POINT (-122.57781400000002 37.995864)"
"3/31/2020","94903","9401","6297","0.7","0.7","3_31_2020_94903","38.022366","-122.555605","POINT (-122.55560500000001 38.022366)"
"6/30/2021","94957","475","1188","2.5","1","6_30_2021_94957","37.963111","-122.563588","POINT (-122.563588 37.963111)"
"6/30/2020","94940","123","71","0.6","0.6","6_30_2020_94940","38.17857","-122.88319","POINT (-122.88319000000001 38.17857)"
"3/31/2020","94941","9987","10109","1","1","3_31_2020_94941","37.897665","-122.563172","POINT (-122.56317200000001 37.897665)"
"6/30/2020","94971","128","78","0.6","0.6","6_30_2020_94971","38.231547","-122.928226","POINT (-122.928226 38.231547)"
"3/31/2020","94938","308","379","1.2","1","3_31_2020_94938","38.0121491","-122.7023562","POINT (-122.7023562 38.0121491)"
"6/30/2021","94933","421","572","1.4","1","6_30_2021_94933","38.012599","-122.687478","POINT (-122.687478 38.01259900000001)"
"3/31/2020","94965","2795","2556","0.9","0.9","3_31_2020_94965","37.8431492","-122.4880717","POINT (-122.4880717 37.8431492)"
"6/30/2021","94939","3582","2866","0.8","0.8","6_30_2021_94939","37.937082","-122.532369","POINT (-122.53236900000002 37.937082)"
"6/30/2021","94903","12603","8594","0.7","0.7","6_30_2021_94903","38.022366","-122.555605","POINT (-122.55560500000001 38.022366)"
"6/30/2020","94946","224","379","1.7","1","6_30_2020_94946","38.082829","-122.671527","POINT (-122.67152700000001 38.082829)"
"3/31/2020","94972","1","3","3","1","3_31_2020_94972","38.287346","-122.968556","POINT (-122.968556 38.287346)"
"6/30/2020","94960","5913","5529","0.9","0.9","6_30_2020_94960","37.995864","-122.577814","POINT (-122.57781400000002 37.995864)"
"3/31/2020","94929","399","116","0.3","0.3","3_31_2020_94929","38.25242","-122.962717","POINT (-122.96271699999998 38.25242)"
"3/31/2020","94901","13198","7044","0.5","0.5","3_31_2020_94901","37.978138","-122.497611","POINT (-122.497611 37.978138)"
"3/31/2020","94957","690","887","1.3","1","3_31_2020_94957","37.963111","-122.563588","POINT (-122.563588 37.963111)"
"6/30/2021","94930","4023","4473","1.1","1","6_30_2021_94930","37.943963","-122.616418","POINT (-122.616418 37.943963)"
"6/30/2021","94965","6466","3879","0.6","0.6","6_30_2021_94965","37.8431492","-122.4880717","POINT (-122.4880717 37.8431492)"
"6/30/2020","94952","201","80","0.4","0.4","6_30_2020_94952","38.234553","-122.760385","POINT (-122.760385 38.234553)"
"3/31/2020","94949","4347","3246","0.7","0.7","3_31_2020_94949","38.060475","-122.508496","POINT (-122.508496 38.060475000000004)"
"6/30/2021","94949","7282","4527","0.6","0.6","6_30_2021_94949","38.060475","-122.508496","POINT (-122.508496 38.060475000000004)"
"6/30/2020","94933","318","411","1.3","1","6_30_2020_94933","38.012599","-122.687478","POINT (-122.687478 38.01259900000001)"
"6/30/2020","94904","3830","3524","0.9","0.9","6_30_2020_94904","37.945512","-122.56012","POINT (-122.56012 37.945512)"
"6/30/2020","94963","233","305","1.3","1","6_30_2020_94963","38.013719","-122.67012","POINT (-122.67012 38.013719)"
