"first_day_of_quarter","quarter_of_check","year_of_check","age_range_years","gender","patients_queried_with_overdose","medi_cal_beneficiaries_with","medi_cal_beneficiaries_with_1","unique_id"
"2021-07-01T00:00:00.000","Jul","2021","26-35","Male","9","3","0","7_1_202126_35_Male"
"2021-07-01T00:00:00.000","Jul","2021","36-45","Female","2","2","0","7_1_202136_45_Female"
"2021-07-01T00:00:00.000","Jul","2021","36-45","Male","8","3","1","7_1_202136_45_Male"
"2021-07-01T00:00:00.000","Jul","2021","46-55","Female","6","2","0","7_1_202146_55_Female"
"2021-07-01T00:00:00.000","Jul","2021","46-55","Male","7","4","0","7_1_202146_55_Male"
"2021-07-01T00:00:00.000","Jul","2021","56-64","Female","1","1","0","7_1_202156_64_Female"
"2021-07-01T00:00:00.000","Jul","2021","56-64","Male","6","3","0","7_1_202156_64_Male"
"2021-07-01T00:00:00.000","Jul","2021","65+","Female","4","0","0","7_1_202165+_Female"
"2021-07-01T00:00:00.000","Jul","2021","65+","Male","3","0","0","7_1_202165+_Male"
"2021-07-01T00:00:00.000","Jul","2021","NA","NA","1","0","0","7_1_2021NA_NA"
"2021-10-01T00:00:00.000","Oct","2021","18-25","Female","3","1","0","10_1_202118_25_Female"
"2021-10-01T00:00:00.000","Oct","2021","18-25","Male","5","3","0","10_1_202118_25_Male"
"2017-07-01T00:00:00.000","Jul","2017","under 18","Female","1","1","0","7_1_2017under_18_Female"
"2017-07-01T00:00:00.000","Jul","2017","18-25","Male","2","2","0","7_1_201718_25_Male"
"2017-07-01T00:00:00.000","Jul","2017","26-35","Male","2","2","0","7_1_201726_35_Male"
"2017-07-01T00:00:00.000","Jul","2017","36-45","Male","1","1","0","7_1_201736_45_Male"
"2017-07-01T00:00:00.000","Jul","2017","46-55","Male","2","2","1","7_1_201746_55_Male"
"2017-07-01T00:00:00.000","Jul","2017","56-64","Male","3","3","0","7_1_201756_64_Male"
"2017-07-01T00:00:00.000","Jul","2017","65+","Male","3","3","0","7_1_201765+_Male"
"2017-07-01T00:00:00.000","Jul","2017","unknown","Unknown","28","0","0","7_1_2017unknown_Unknown"
"2017-10-01T00:00:00.000","Oct","2017","18-25","Male","1","1","0","10_1_201718_25_Male"
"2017-10-01T00:00:00.000","Oct","2017","26-35","Male","2","2","1","10_1_201726_35_Male"
"2017-10-01T00:00:00.000","Oct","2017","26-35","Female","2","2","0","10_1_201726_35_Female"
"2017-10-01T00:00:00.000","Oct","2017","36-45","Female","2","2","0","10_1_201736_45_Female"
"2017-10-01T00:00:00.000","Oct","2017","65+","Female","2","2","0","10_1_201765+_Female"
"2017-10-01T00:00:00.000","Oct","2017","65+","Male","1","1","0","10_1_201765+_Male"
"2017-10-01T00:00:00.000","Oct","2017","unknown","Unknown","22","0","0","10_1_2017unknown_Unknown"
"2018-01-01T00:00:00.000","Jan","2018","under 18","Female","2","2","0","1_1_2018under_18_Female"
"2018-01-01T00:00:00.000","Jan","2018","18-25","Female","1","1","0","1_1_201818_25_Female"
"2018-01-01T00:00:00.000","Jan","2018","26-35","Male","2","2","0","1_1_201826_35_Male"
"2018-01-01T00:00:00.000","Jan","2018","36-45","Male","1","1","0","1_1_201836_45_Male"
"2018-01-01T00:00:00.000","Jan","2018","36-45","Female","1","1","0","1_1_201836_45_Female"
"2018-01-01T00:00:00.000","Jan","2018","46-55","Male","1","1","0","1_1_201846_55_Male"
"2018-01-01T00:00:00.000","Jan","2018","56-64","Female","1","1","1","1_1_201856_64_Female"
"2018-01-01T00:00:00.000","Jan","2018","56-64","Male","2","2","1","1_1_201856_64_Male"
"2018-01-01T00:00:00.000","Jan","2018","65+","Female","1","1","0","1_1_201865+_Female"
"2018-01-01T00:00:00.000","Jan","2018","65+","Male","1","1","0","1_1_201865+_Male"
"2018-04-01T00:00:00.000","Apr","2018","18-25","Male","4","1","0","4_1_201818_25_Male"
"2018-04-01T00:00:00.000","Apr","2018","18-25","Female","2","2","1","4_1_201818_25_Female"
"2018-04-01T00:00:00.000","Apr","2018","26-35","Female","2","1","0","4_1_201826_35_Female"
"2018-04-01T00:00:00.000","Apr","2018","26-35","Male","3","0","0","4_1_201826_35_Male"
"2018-04-01T00:00:00.000","Apr","2018","36-45","Female","1","0","0","4_1_201836_45_Female"
"2018-04-01T00:00:00.000","Apr","2018","36-45","Male","2","1","0","4_1_201836_45_Male"
"2018-04-01T00:00:00.000","Apr","2018","46-55","Male","2","0","0","4_1_201846_55_Male"
"2018-04-01T00:00:00.000","Apr","2018","56-64","Female","3","1","1","4_1_201856_64_Female"
"2018-04-01T00:00:00.000","Apr","2018","56-64","Male","1","0","0","4_1_201856_64_Male"
"2018-04-01T00:00:00.000","Apr","2018","65+","Male","5","0","0","4_1_201865+_Male"
"2018-04-01T00:00:00.000","Apr","2018","65+","Female","2","1","0","4_1_201865+_Female"
"2018-04-01T00:00:00.000","Apr","2018","unknown","Unknown","3","0","0","4_1_2018unknown_Unknown"
"2018-07-01T00:00:00.000","Jul","2018","under 18","Male","1","0","0","7_1_2018under_18_Male"
"2018-07-01T00:00:00.000","Jul","2018","under 18","Female","1","0","0","7_1_2018under_18_Female"
"2018-07-01T00:00:00.000","Jul","2018","18-25","Female","2","0","0","7_1_201818_25_Female"
"2018-07-01T00:00:00.000","Jul","2018","26-35","Male","10","2","2","7_1_201826_35_Male"
"2018-07-01T00:00:00.000","Jul","2018","26-35","Female","4","1","0","7_1_201826_35_Female"
"2018-07-01T00:00:00.000","Jul","2018","36-45","Male","2","0","0","7_1_201836_45_Male"
"2018-07-01T00:00:00.000","Jul","2018","36-45","Female","6","2","1","7_1_201836_45_Female"
"2018-07-01T00:00:00.000","Jul","2018","46-55","Male","4","0","0","7_1_201846_55_Male"
"2018-07-01T00:00:00.000","Jul","2018","46-55","Female","1","0","0","7_1_201846_55_Female"
"2018-07-01T00:00:00.000","Jul","2018","56-64","Male","2","1","1","7_1_201856_64_Male"
"2018-07-01T00:00:00.000","Jul","2018","56-64","Female","3","1","0","7_1_201856_64_Female"
"2018-07-01T00:00:00.000","Jul","2018","65+","Female","5","0","0","7_1_201865+_Female"
"2018-07-01T00:00:00.000","Jul","2018","65+","Male","7","0","0","7_1_201865+_Male"
"2018-07-01T00:00:00.000","Jul","2018","unknown","Male","1","0","0","7_1_2018unknown_Male"
"2018-07-01T00:00:00.000","Jul","2018","unknown","Unknown","24","0","0","7_1_2018unknown_Unknown"
"2018-10-01T00:00:00.000","Oct","2018","under 18","Female","1","0","0","10_1_2018under_18_Female"
"2018-10-01T00:00:00.000","Oct","2018","18-25","Male","2","0","0","10_1_201818_25_Male"
"2018-10-01T00:00:00.000","Oct","2018","18-25","Female","1","1","0","10_1_201818_25_Female"
"2018-10-01T00:00:00.000","Oct","2018","26-35","Male","8","2","1","10_1_201826_35_Male"
"2018-10-01T00:00:00.000","Oct","2018","26-35","Female","3","3","0","10_1_201826_35_Female"
"2018-10-01T00:00:00.000","Oct","2018","36-45","Male","4","1","0","10_1_201836_45_Male"
"2018-10-01T00:00:00.000","Oct","2018","46-55","Male","4","1","0","10_1_201846_55_Male"
"2018-10-01T00:00:00.000","Oct","2018","46-55","Female","4","3","0","10_1_201846_55_Female"
"2018-10-01T00:00:00.000","Oct","2018","56-64","Female","6","2","1","10_1_201856_64_Female"
"2018-10-01T00:00:00.000","Oct","2018","56-64","Male","3","2","0","10_1_201856_64_Male"
"2018-10-01T00:00:00.000","Oct","2018","65+","Male","5","0","0","10_1_201865+_Male"
"2018-10-01T00:00:00.000","Oct","2018","65+","Female","2","1","0","10_1_201865+_Female"
"2018-10-01T00:00:00.000","Oct","2018","unknown","Unknown","3","0","0","10_1_2018unknown_Unknown"
"2019-01-01T00:00:00.000","Jan","2019","under 18","Female","2","0","0","1_1_2019under_18_Female"
"2019-01-01T00:00:00.000","Jan","2019","18-25","Female","4","1","1","1_1_201918_25_Female"
"2019-01-01T00:00:00.000","Jan","2019","18-25","Male","4","2","1","1_1_201918_25_Male"
"2019-01-01T00:00:00.000","Jan","2019","26-35","Male","2","0","0","1_1_201926_35_Male"
"2019-01-01T00:00:00.000","Jan","2019","26-35","Female","2","0","0","1_1_201926_35_Female"
"2019-01-01T00:00:00.000","Jan","2019","36-45","Male","3","2","0","1_1_201936_45_Male"
"2019-01-01T00:00:00.000","Jan","2019","36-45","Female","3","2","0","1_1_201936_45_Female"
"2019-01-01T00:00:00.000","Jan","2019","46-55","Male","2","2","0","1_1_201946_55_Male"
"2019-01-01T00:00:00.000","Jan","2019","46-55","Female","2","1","1","1_1_201946_55_Female"
"2019-01-01T00:00:00.000","Jan","2019","56-64","Male","5","1","0","1_1_201956_64_Male"
"2019-01-01T00:00:00.000","Jan","2019","56-64","Female","0","0","0","1_1_201956_64_Female"
"2019-01-01T00:00:00.000","Jan","2019","65+","Male","2","0","0","1_1_201965+_Male"
"2019-01-01T00:00:00.000","Jan","2019","65+","Female","4","2","0","1_1_201965+_Female"
"2019-04-01T00:00:00.000","Apr","2019","under 18","Male","1","0","0","4_1_2019under_18_Male"
"2019-04-01T00:00:00.000","Apr","2019","under 18","Female","1","0","0","4_1_2019under_18_Female"
"2019-04-01T00:00:00.000","Apr","2019","18-25","Male","3","1","0","4_1_201918_25_Male"
"2019-04-01T00:00:00.000","Apr","2019","18-25","Female","0","0","0","4_1_201918_25_Female"
"2019-04-01T00:00:00.000","Apr","2019","26-35","Male","9","4","1","4_1_201926_35_Male"
"2019-07-01T00:00:00.000","Jul","2019","65+","Female","7","2","0","7_1_201965+_Female"
"2021-10-01T00:00:00.000","Oct","2021","46-55","Female","2","1","1","10_1_202146_55_Female"
"2021-10-01T00:00:00.000","Oct","2021","46-55","Male","4","3","1","10_1_202146_55_Male"
"2021-10-01T00:00:00.000","Oct","2021","56-64","Female","3","1","1","10_1_202156_64_Female"
"2019-04-01T00:00:00.000","Apr","2019","26-35","Female","1","1","0","4_1_201926_35_Female"
"2019-04-01T00:00:00.000","Apr","2019","26-35","Unknown","1","0","0","4_1_201926_35_Unknown"
"2019-04-01T00:00:00.000","Apr","2019","36-45","Male","9","4","1","4_1_201936_45_Male"
"2019-04-01T00:00:00.000","Apr","2019","36-45","Female","4","2","0","4_1_201936_45_Female"
"2019-04-01T00:00:00.000","Apr","2019","36-45","Unknown","2","0","0","4_1_201936_45_Unknown"
"2019-04-01T00:00:00.000","Apr","2019","46-55","Male","2","0","0","4_1_201946_55_Male"
"2019-04-01T00:00:00.000","Apr","2019","46-55","Female","3","0","0","4_1_201946_55_Female"
"2019-04-01T00:00:00.000","Apr","2019","56-64","Male","2","1","1","4_1_201956_64_Male"
"2019-04-01T00:00:00.000","Apr","2019","56-64","Female","5","2","0","4_1_201956_64_Female"
"2019-04-01T00:00:00.000","Apr","2019","65+","Male","1","1","0","4_1_201965+_Male"
"2019-04-01T00:00:00.000","Apr","2019","65+","Female","6","4","1","4_1_201965+_Female"
"2019-07-01T00:00:00.000","Jul","2019","under 18","Female","1","0","0","7_1_2019under_18_Female"
"2019-07-01T00:00:00.000","Jul","2019","18-25","Male","6","2","1","7_1_201918_25_Male"
"2019-07-01T00:00:00.000","Jul","2019","18-25","Female","3","0","0","7_1_201918_25_Female"
"2019-07-01T00:00:00.000","Jul","2019","18-25","Unknown","1","0","0","7_1_201918_25_Unknown"
"2019-07-01T00:00:00.000","Jul","2019","26-35","Male","15","5","0","7_1_201926_35_Male"
"2019-07-01T00:00:00.000","Jul","2019","26-35","Female","6","3","2","7_1_201926_35_Female"
"2019-07-01T00:00:00.000","Jul","2019","36-45","Male","13","6","2","7_1_201936_45_Male"
"2019-07-01T00:00:00.000","Jul","2019","36-45","Female","5","3","0","7_1_201936_45_Female"
"2019-07-01T00:00:00.000","Jul","2019","36-45","Unknown","1","0","0","7_1_201936_45_Unknown"
"2019-07-01T00:00:00.000","Jul","2019","46-55","Male","4","1","0","7_1_201946_55_Male"
"2019-07-01T00:00:00.000","Jul","2019","46-55","Female","2","1","1","7_1_201946_55_Female"
"2019-07-01T00:00:00.000","Jul","2019","56-64","Male","2","1","0","7_1_201956_64_Male"
"2019-07-01T00:00:00.000","Jul","2019","56-64","Female","3","1","0","7_1_201956_64_Female"
"2019-07-01T00:00:00.000","Jul","2019","65+","Male","4","0","0","7_1_201965+_Male"
"2019-10-01T00:00:00.000","Oct","2019","18-25","Male","6","2","2","10_1_201918_25_Male"
"2020-10-01T00:00:00.000","Oct","2020","18-25","Male","9","3","1","10_1_202018_25_Male"
"2020-10-01T00:00:00.000","Oct","2020","26-35","Female","5","0","1","10_1_202026_35_Female"
"2020-10-01T00:00:00.000","Oct","2020","26-35","Male","14","8","0","10_1_202026_35_Male"
"2021-10-01T00:00:00.000","Oct","2021","56-64","Male","10","5","2","10_1_202156_64_Male"
"2021-10-01T00:00:00.000","Oct","2021","65+","Male","5","0","0","10_1_202165+_Male"
"2020-10-01T00:00:00.000","Oct","2020","36-45","Female","4","1","1","10_1_202036_45_Female"
"2020-10-01T00:00:00.000","Oct","2020","56-64","Male","6","2","0","10_1_202056_64_Male"
"2020-10-01T00:00:00.000","Oct","2020","65+","Female","2","1","0","10_1_202065+_Female"
"2019-10-01T00:00:00.000","Oct","2019","18-25","Female","0","0","0","10_1_201918_25_Female"
"2019-10-01T00:00:00.000","Oct","2019","26-35","Female","2","2","0","10_1_201926_35_Female"
"2019-10-01T00:00:00.000","Oct","2019","26-35","Male","8","1","0","10_1_201926_35_Male"
"2019-10-01T00:00:00.000","Oct","2019","36-45","Female","3","1","0","10_1_201936_45_Female"
"2019-10-01T00:00:00.000","Oct","2019","36-45","Male","4","3","1","10_1_201936_45_Male"
"2019-10-01T00:00:00.000","Oct","2019","46-55","Female","0","0","0","10_1_201946_55_Female"
"2019-10-01T00:00:00.000","Oct","2019","46-55","Male","5","2","1","10_1_201946_55_Male"
"2019-10-01T00:00:00.000","Oct","2019","56-64","Female","1","1","0","10_1_201956_64_Female"
"2019-10-01T00:00:00.000","Oct","2019","56-64","Male","4","0","0","10_1_201956_64_Male"
"2019-10-01T00:00:00.000","Oct","2019","65+","Male","1","0","0","10_1_201965+_Male"
"2019-10-01T00:00:00.000","Oct","2019","65+","Female","1","1","0","10_1_201965+_Female"
"2019-10-01T00:00:00.000","Oct","2019","unknown","Unknown","4","0","0","10_1_2019unknown_Unknown"
"2020-01-01T00:00:00.000","Jan","2020","18-25","Female","2","1","0","1_1_202018_25_Female"
"2020-01-01T00:00:00.000","Jan","2020","18-25","Male","7","3","1","1_1_202018_25_Male"
"2020-01-01T00:00:00.000","Jan","2020","26-35","Female","5","3","1","1_1_202026_35_Female"
"2020-01-01T00:00:00.000","Jan","2020","26-35","Male","7","5","0","1_1_202026_35_Male"
"2020-01-01T00:00:00.000","Jan","2020","36-45","Female","2","0","0","1_1_202036_45_Female"
"2020-01-01T00:00:00.000","Jan","2020","36-45","Male","7","2","0","1_1_202036_45_Male"
"2020-01-01T00:00:00.000","Jan","2020","46-55","Female","2","1","1","1_1_202046_55_Female"
"2020-01-01T00:00:00.000","Jan","2020","46-55","Male","3","2","0","1_1_202046_55_Male"
"2020-01-01T00:00:00.000","Jan","2020","56-64","Male","9","4","0","1_1_202056_64_Male"
"2020-01-01T00:00:00.000","Jan","2020","65+","Female","2","0","0","1_1_202065+_Female"
"2020-01-01T00:00:00.000","Jan","2020","65+","Male","4","0","0","1_1_202065+_Male"
"2020-01-01T00:00:00.000","Jan","2020","Unknown","Unknown","4","0","0","1_1_2020Unknown_Unknown"
"2020-04-01T00:00:00.000","Apr","2020","18-25","Female","3","0","0","4_1_202018_25_Female"
"2020-04-01T00:00:00.000","Apr","2020","18-25","Male","10","2","1","4_1_202018_25_Male"
"2020-04-01T00:00:00.000","Apr","2020","26-35","Female","5","4","0","4_1_202026_35_Female"
"2020-04-01T00:00:00.000","Apr","2020","26-35","Male","15","9","4","4_1_202026_35_Male"
"2020-10-01T00:00:00.000","Oct","2020","65+","Male","0","0","0","10_1_202065+_Male"
"2021-10-01T00:00:00.000","Oct","2021","26-35","Female","3","0","0","10_1_202126_35_Female"
"2021-10-01T00:00:00.000","Oct","2021","26-35","Male","8","1","2","10_1_202126_35_Male"
"2021-10-01T00:00:00.000","Oct","2021","36-45","Female","3","3","0","10_1_202136_45_Female"
"2020-04-01T00:00:00.000","Apr","2020","36-45","Female","0","0","0","4_1_202036_45_Female"
"2021-10-01T00:00:00.000","Oct","2021","36-45","Male","11","3","0","10_1_202136_45_Male"
"2020-04-01T00:00:00.000","Apr","2020","36-45","Male","4","2","0","4_1_202036_45_Male"
"2020-04-01T00:00:00.000","Apr","2020","46-55","Female","3","3","0","4_1_202046_55_Female"
"2020-04-01T00:00:00.000","Apr","2020","46-55","Male","3","1","0","4_1_202046_55_Male"
"2020-04-01T00:00:00.000","Apr","2020","56-64","Female","2","0","0","4_1_202056_64_Female"
"2020-04-01T00:00:00.000","Apr","2020","56-64","Male","5","2","0","4_1_202056_64_Male"
"2020-04-01T00:00:00.000","Apr","2020","65+","Female","1","0","0","4_1_202065+_Female"
"2020-04-01T00:00:00.000","Apr","2020","65+","Male","0","0","0","4_1_202065+_Male"
"2020-04-01T00:00:00.000","Apr","2020","Unknown","Unknown","2","0","1","4_1_2020Unknown_Unknown"
"2020-07-01T00:00:00.000","Jul","2020","18-25","Female","5","1","0","7_1_202018_25_Female"
"2020-07-01T00:00:00.000","Jul","2020","18-25","Male","11","5","2","7_1_202018_25_Male"
"2020-07-01T00:00:00.000","Jul","2020","26-35","Female","4","2","0","7_1_202026_35_Female"
"2020-07-01T00:00:00.000","Jul","2020","26-35","Male","17","6","1","7_1_202026_35_Male"
"2020-07-01T00:00:00.000","Jul","2020","36-45","Female","4","3","0","7_1_202036_45_Female"
"2020-07-01T00:00:00.000","Jul","2020","36-45","Male","12","6","2","7_1_202036_45_Male"
"2020-07-01T00:00:00.000","Jul","2020","46-55","Female","0","0","0","7_1_202046_55_Female"
"2020-07-01T00:00:00.000","Jul","2020","46-55","Male","4","3","1","7_1_202046_55_Male"
"2020-07-01T00:00:00.000","Jul","2020","56-64","Female","0","0","0","7_1_202056_64_Female"
"2020-07-01T00:00:00.000","Jul","2020","56-64","Male","3","2","0","7_1_202056_64_Male"
"2020-07-01T00:00:00.000","Jul","2020","65+","Female","1","1","0","7_1_202065+_Female"
"2020-07-01T00:00:00.000","Jul","2020","65+","Male","0","0","0","7_1_202065+_Male"
"2020-07-01T00:00:00.000","Jul","2020","Unknown","Unknown","3","0","0","7_1_2020Unknown_Unknown"
"2020-10-01T00:00:00.000","Oct","2020","18-25","Female","3","1","0","10_1_202018_25_Female"
"2020-10-01T00:00:00.000","Oct","2020","36-45","Male","10","4","0","10_1_202036_45_Male"
"2020-10-01T00:00:00.000","Oct","2020","46-55","Female","3","2","0","10_1_202046_55_Female"
"2020-10-01T00:00:00.000","Oct","2020","46-55","Male","8","5","2","10_1_202046_55_Male"
"2020-10-01T00:00:00.000","Oct","2020","56-64","Female","2","2","0","10_1_202056_64_Female"
