"q908whatistherespondents","q907whatistheparticipants","q913consentformiamnowgo","q947imgoingtoreadyoual","q951imgoingtoreadyoual","q1183_1governmentcensusdata","q1183_2lineministrydata","q1183_3budgettransparencypo","q1183_4centralbankdata","q1183_5demographichealthsur","q1183_6worldbankworlddev","q1183_7aidtransparencyporta","q1183_8informationonaidact","q1183_9monitoringandevaluat","q1183_10peerreviewedacademi","q1183_11projectevaluationre","q1183_12developmentpolicypu","q1184_1governmentcensusdata","q1184_2lineministrydata","q1184_3budgettransparencypo","q1184_4centralbankdata","q1184_5demographichealthsur","q1184_6worldbankworlddev","q1184_7aidtransparencyporta","q1184_8informationonaidact","q1184_9monitoringandevaluat","q1184_10peerreviewedacademi","q1184_11projectevaluationre","q1184_12developmentpolicypu","q953whydoyouchoosethegov","q956whydoyouchoosethelin","q959whydoyouchoosethebud","q962whydoyouchoosethecen","q965whydoyouchoosethedem","q968whydoyouchoosethewor","q971whydoyouchoosetheaid","q1027howoftendoyouusethe","q1026howusefulistheatpfo","q980whydoyouchoosetheinf","q983whydoyouchoosemonitor","q986whydoyouchoosethepee","q989whydoyouchoosethepro","q992whydoyouchoosethedev","q995whydoyouchoosetheqi","q997whywouldyounotusethe","q998whywouldyounotusethe","q999whywouldyounotusethe","q1000whywouldyounotuseth","q1001whywouldyounotuseth","q1002whywouldyounotuseth","q1003whywouldyounotuseth","q1006whywouldyounotuse","q1007whywouldyounotuseth","q1010whywouldyounotuseth","q1011whywouldyounotuseth","q1012whywouldyounotuseth","q1014doyouuseinformationo","q1015ifyeshowoften","q1016imgoingtoreadyoua","q1017_1iati","q1017_2oecd","q1017_3aidtransparencyporta","q1017_4easttimoractionnetw","q1017_5belundatabase","q1017_6workinggroups","q1017_7inpersonconsultation","q1017_8directinformationreq","q1017_9askingacolleague","q1017_10wordofmouth","q1018howdoyouusethisinfo","q1019doyoufrequentlyusean","q1020_1rawdataonprojectfu","q1020_2rawdataonprojectlo","q1020_3rawdataonprojectlo","q1020_4qualitativeinformatio","q1020_5maps","q1020_6projectreportsandpu","q1020_7aggregatestatisticso","q1020_8aggregatestatisticso","q1020_9qid1019choicetextent","q1022haveyoupreviouslyrece","q1043doyouworkdirectlywit","q1044whendidyoulastworkw","q1045howoftendoyoutalkto","q1046whenwereyoulastina","q1052haveyoueverreceivedd","q1054whendidyoureceivethi","q1055howusefulwasthisdata","q1057haveyouevershareddat","q1058whatkindofdataorana","q1059whendidyousharethis","q1060haveyoueverprovidedf","q1062onascalefromveryli","q1065whatistherelationship","q1066doyoutalktothispers","q1067howoftendoyoutalkto","q2227doyouworkdirectlywit","q2228whendidyoulastworkw","q2229howoftendoyoutalkto","q2230whenwereyoulastina","q2231haveyoueverreceivedd","q2233whendidyoureceivethi","q2234howusefulwasthisdata","q2235haveyouevershareddat","q2237whendidyousharethis","q2238haveyoueverprovidedf","q2239onascalefromveryli","q2240whatistherelationship","q2241doyoutalktothispers","q2242howoftendoyoutalkto","q2245doyouworkdirectlywit","q2246whendidyoulastworkw","q2247howoftendoyoutalkto","q2248whenwereyoulastina","q2249haveyoueverreceivedd","q2251whendidyoureceivethi","q2252howusefulwasthisdata","q2253haveyouevershareddat","q2255whendidyousharethis","q2256haveyoueverprovidedf","q2257onascalefromveryli","q2258whatistherelationship","q2259doyoutalktothispers","q2260howoftendoyoutalkto","q2263doyouworkdirectlywit","q2264whendidyoulastworkw","q2265howoftendoyoutalkto","q2266whenwereyoulastina","q2267haveyoueverreceivedd","q2269whendidyoureceivethi","q2270howusefulwasthisdata","q2271haveyouevershareddat","q2273whendidyousharethis","q2274haveyoueverprovidedf","q2275onascalefromveryli","q2276whatistherelationship","q2277doyoutalktothispers","q2278howoftendoyoutalkto","q2281doyouworkdirectlywit","q2282whendidyoulastworkw","q2283howoftendoyoutalkto","q2284whenwereyoulastina","q2285haveyoueverreceivedd","q2287whendidyoureceivethi","q2288howusefulwasthisdata","q2289haveyouevershareddat","q2291whendidyousharethis","q2292haveyoueverprovidedf","q2293onascalefromveryli","q2294whatistherelationship","q2295doyoutalktothispers","q2296howoftendoyoutalkto","q2299doyouworkdirectlywit","q2300whendidyoulastworkw","q2301howoftendoyoutalkto","q2302whenwereyoulastina","q2303haveyoueverreceivedd","q2305whendidyoureceivethi","q2306howusefulwasthisdata","q2307haveyouevershareddat","q2309whendidyousharethis","q2310haveyoueverprovidedf","q2311onascalefromveryli","q2312whatistherelationship","q2313doyoutalktothispers","q2314howoftendoyoutalkto","q2317doyouworkdirectlywit","q2318whendidyoulastworkw","q2319howoftendoyoutalkto","q2320whenwereyoulastina","q2321haveyoueverreceivedd","q2323whendidyoureceivethi","q2324howusefulwasthisdata","q2325haveyouevershareddat","q2327whendidyousharethis","q2328haveyoueverprovidedf","q2329onascalefromveryli","q2330whatistherelationship","q2331doyoutalktothispers","q2332howoftendoyoutalkto","q2335doyouworkdirectlywit","q2336whendidyoulastworkw","q2337howoftendoyoutalkto","q2338whenwereyoulastina","q2339haveyoueverreceivedd","q2341whendidyoureceivethi","q2342howusefulwasthisdata","q2343haveyouevershareddat","q2345whendidyousharethis","q2346haveyoueverprovidedf","q2347onascalefromveryli","q2348whatistherelationship","q2349doyoutalktothispers","q2350howoftendoyoutalkto","q2353doyouworkdirectlywit","q2354whendidyoulastworkw","q2355howoftendoyoutalkto","q2356whenwereyoulastina","q2357haveyoueverreceivedd","q2359whendidyoureceivethi","q2360howusefulwasthisdata","q2361haveyouevershareddat","q2363whendidyousharethis","q2364haveyoueverprovidedf","q2365onascalefromveryli","q2366whatistherelationship","q2367doyoutalktothispers","q2368howoftendoyoutalkto","q2371doyouworkdirectlywit","q2372whendidyoulastworkw","q2373howoftendoyoutalkto","q2374whenwereyoulastina","q2375haveyoueverreceivedd","q2377whendidyoureceivethi","q2378howusefulwasthisdata","q2379haveyouevershareddat","q2381whendidyousharethis","q2382haveyoueverprovidedf","q2383onascalefromveryli","q2384whatistherelationship","q2385doyoutalktothispers","q2386howoftendoyoutalkto","q1032inyourworkinggroupq","q1033whatdatasourcesdoyou","q1034inyourworkinggroupq","q1035whatdatasourcesdoyou","q1036inyourworkinggroupq","q1037whatdatasourcesdoyou","q1038inyourworkinggroupq","q1039whatdatasourcesdoyou","q1603didyougivethecorrect","q1604wereanyotherlanguages","q1607inyourviewhowdidth","q1608didtherespondenttalk","q1320_1bobonaro","q1320_5liquica","q1320_6dili","q1320_7baucau","q1320_2mantuto","q1320_3lautem","q1320_4covalima","q1320_8ainaro","q1320_9manufahi","q1320_10viqueque","q1320_11ermera","q1320_12aileu","q1320_13oecussiambeno","q1320_14refusedtoanswer","q1322whatinformationsources","q1324whydidyouchooseatpd","q1325whydidyouchoosecensu","q1326whydidyouchoosecensu","q1327whydidyouchoosemulti","q1328whydidyouchoosedhsd","q1335ifyouweregoingtomak","q1337_1donorshavebeeneffec","q1337_2thegovernmentoftimo","q1337_3donorcoordinationhas","q1340_firstclickfirstclick","q1340_lastclicklastclick","q1340_pagesubmitpagesubmit","q1340_clickcountclickcount","q1342_firstclickfirstclick","q1342_lastclicklastclick","q1342_pagesubmitpagesubmit","q1342_clickcountclickcount","q1344_firstclickfirstclick","q1344_lastclicklastclick","q1344_pagesubmitpagesubmit","q1344_clickcountclickcount","q1346_firstclickfirstclick","q1346_lastclicklastclick","q1346_pagesubmitpagesubmit","q1346_clickcountclickcount","q1348_firstclickfirstclick","q1348_lastclicklastclick","q1348_pagesubmitpagesubmit","q1348_clickcountclickcount","q1312theministryofeducatio","q1313theministryofeducatio","language"
"1903111","1","1","23567","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,,,"9","8",,"13","13","13","1","8","14","14","9","14","1","3","8",,,,,,,,,,,"1","7",,,,,,,"8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","15",,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","5.729","0","0","0","50.223","0","0","0","1.743","0","0","0","2.667","0","0","0","2.639","0",,,"2"
"91112","1","1","235","115",,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,,"3",,,,"13","13","13","13","13","13","13","13","13",,"13","1","4","12",,,,,,,,,,,,"245",,"7",,"7","8",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","5","No","0","0","0","0","30","0","0","20","0","20","0","30","0","0","19",,,,,,"8","5","5","4","0","0","5.172","0","0","0","2.841","0","0","0","2.776","0","0","0","19.628","0","0","0","6.176","0",,,"2"
"2133111","1","1","3","1",,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,"14","14","14","14","14","14","14","14","14","14","14","1","3","7",,,,,,,,,,,"9","10",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,"0","0","3.761","0","0","0","4.017","0","0","0","2.13","0","0","0","3.019","0","0","0","2.761","0",,,"2"
"1441111","1","1","123458","11116173",,,,,,,,,,,,,,,,,,,,,,,,,"3",,"1",,,,,,,,"13",,,"13","23",,"10",,"10","10","10","10","10","10","10","10",,"2",,,,,,,,,,,,,,"112458",,"5",,"7","7",,,"4","5","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","17","1","17","2","17","3","17","1","No","2","No","0","0","0","100","0","0","0","0","0","0","0","0","0","0","117",,,"9",,,"111238","5","4","1","0","0","4.452","0","0","0","2.086","0","0","0","6.145","0","0","0","2.676","0","0","0","2.982","0",,,"2"
"911201","1","1","1235678","11135",,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","4","1113",,,,,,,,,,,,"11",,,,,,,,,"6","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","18","2","11516","2","115",,,"1","No","5","Yes","0","0","0","0","0","0","0","0","0","50","50","0","0","0","1",,,"2",,,"1179","4","6","5","0","0","8.143000000000001","0","0","0","4.53","0","0","0","3.53","0","0","0","4.367","0","0","0","3.719","0",,,"2"
"1963211","2","1","23456","111157",,,,,,,,,,,,,,,,,,,,,,,,,"23",,,,,,"7","3","1",,"3",,"6",,,,"10","10","10","10","10",,"10","10","10",,"10","1","1","118",,,,,,,,,,,"7","2457",,"5",,"5","7",,"5",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,"10","7","10","0","0","5.045","0","1.041","1.041","2.979","1","0","0","3.113","0","0","0","3.629","0","0","0","2.876","0",,,"2"
"1812102","1","1","1234589","11014151623567",,,,,,,,,,,,,,,,,,,,,,,,,"110112346789","1234678","1234678",,"123467","123467","1234678","1","1","1234678",,"12346","123467","12346",,,,,"10",,,,,"10",,,,"1","2","4568",,,,,,,,,,,"134569","12345678","10","7","7","7","8","8","8","8",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","113155",,,,,,,"1","No","1","No","10","0","0","20","0","0","50","20","0","0","0","0","0","0","1121357","3","38","3","3","3","1478","6","6","5","0","0","3.205","0","2.167","2.167","4.45","1","0","0","4.862","0","0","0","2.555","0","0","0","2.458","0","111132489","2.5 Million","2"
"2795212","1","1","134589","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,"5","5","5","5","5","14","14","14","7","7","5","14","1","3","1047",,,,,,,,,,,"3","23456",,"9","8","8","7","7",,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No","0","0","0","20","0","0","0","0","0","20","30","30","0","0","112",,"34","7",,,"7","7","7","6","0","0","3.983","0","0","0","3.502","0","0","0","5.427","0","0","0","3.619","0","0","0","2.192","0","1","2.5 Million","2"
"4442203","1","1","1235","126",,,,,,,,,,,,,,,,,,,,,,,,,"11","11",,,,"11",,,,,,,,,,,,"9","9","9",,"9","9","9","9","9","9","1","3","8",,,,,,,,,,,"12346","56",,,,,"7","8",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","124",,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1364112","2","1","12389","1115175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123",,,,,,"123",,"123",,"123","10","109","9","9",,"9","5","5","5","9",,"9","1","5","8",,,,,,,,,,,"3569","1235678","10","10","10",,"10","10","10","10",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","155",,,,,,,"1","No","1","Yes","0","50","0","0","0","0","50","0","0","0","0","0","0","0","1121357","5","5","5","5","5","27","6","6","6","0","0","5.807","0","0","0","5.707","0","0","0","20.411","0","0","0","3.848","0","0","0","3.937","0","14",,"2"
"3804212","1","1","1","14152",,,,,,,,,,,,,,,,,,,,,,,,,,"23",,,,,,,,,,"2","1",,,"7",,"4","8","14","14","14","14","14",,,"3","2",,,,,,,,,,,,,,"9",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","Yes","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,"0","0","3.063","0","0","0","5.73","0","0","0","5.329","0","0","0","3.236","0","0","0","2.864","0","4",,"2"
"3214102","1","1","3","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,"13","14","14","14","14","14","14","14","14","14","14","14","1","4","12",,,,,,,,,,,,"7",,,,,,,"7",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","18",,,,,,,"1","No","2","Yes","0","0","0","25","0","0","0","25","0","25","25","0","0","0","1",,,"10",,,"14","5","7","5","0","0","3.679","0","0","0","2.739","0","0","0","2.759","0","0","0","2.471","0","0","0","2.356","0","14","Don't know","2"
"1725202","2","1","128","11152",,,,,,,,,,,,,,,,,,,,,,,,,,"108",,,,,,,,,"123",,"123",,,"11",,"5","5","5","5","5","5","5","5",,"5","2",,,,,,,,,,,,,,"135","10",,"10",,"10",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No","0","0","0","0","0","0","40","0","0","40","20","0","0","0","12",,"3",,,,"7","10","5","10","0","0","2.772","0","0","0","2.866","0","0","0","2.749","0","0","0","7.334","0","0","0","3.045","0","11248","2.5 Million","2"
"1575212","2","1","123567","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89","14","14","14","14","14","14","14","14","14","14","14","14","1","1","109",,,,,,,,,,,"9","9",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,"0","0","3.364","0","0","0","3.126","0","0","0","2.777","0","0","0","2.845","0","0","0","2.79","0","12",".5","2"
"2064102","1","1","123456","1",,,,,,,,,,,,,,,,,,,,,,,,,"112",,,,,,,,,,,,,,,,"14","14","14","14","14","14","14","14","14","14","14","1","4","5",,,,,,,,,,,"5","5",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No","0","0","0","20","0","0","0","20","0","60","0","0","0","0","17",,,,,,"4","7","6","7","0","0","3.917","0","0","0","3.348","0","0","0","2.029","0","0","0","1.934","0","0","0","2.071","0",,,"2"
"1544202","1","1","235","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38","3","14","14","14","14","14","14","14","14","14","14","14","1","1","11",,,,,,,,,,,"10","10",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","Yes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20",,,,,,"14","8","5","4","0","0","4.026","0","0","0","2.249","0","0","0","2.77","0","0","0","3.477","0","0","0","4.681","0","14",,"2"
"3183112","1","1","12345","1111415256",,,,,,,,,,,,,,,,,,,,,,,,,"12","12",,,"34","678",,,,,"112","257","25",,,,,"134","9",,,"3","5","10",,,"10","1","1","1102458",,,,,,,,,,,"12349","12345678","9","9","9","9","9","9","9","9",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Yes, English","2","No","0","0","0","0","0","0","20","0","0","20","60","0","0","0","1121357","9","7","1235","5","345","11","6","6","6","0","0","3.599","0","0","0","4.434","0","0","0","2.501","0","0","0","3.21","0","0","0","5.709","0","12132369","0.6 Million","2"
"1125202","1","1","12345789","11011141516234567",,,,,,,,,,,,,,,,,,,,,,,,,"11","11","11","11","11","11","11","3","1","10","11","11","11","11",,,,,,,,,,"1",,,,"1","1","3678",,,,,,,,,,,"1234569","56",,,,,"9","9",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","10111315457",,,,,,,"1","No","2","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,"7","7","9","11.682","11.682","22.466","1","0","0","4.722","0","0","0","3.954","0","0","0","5.959","0","0","0","3.43","0",,,"2"
"4104112","2","1","89","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278",,,"14","14","14","14","14","14","14","14","14","14",,"14","2",,,,,,,,,,,,,,"16","10",,,,,"10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No","0","25","0","25","0","0","0","25","0","0","25","0","0","0","12",,"47",,,,"2","70","80","70","0","0","3.921","0","0","0","10.225","0","0","0","2.629","0","0","0","4.43","0","0","0","4.955","0","133","5 Million","2"
"3233102","2","1","23467","14165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1124",,,,,,,"11389",,"10",,"7","11","4","6",,"11","14",,"7",,"8",,"1","4","10",,,,,,,,,,,"56","67",,,,,,"8","8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","10115","2","1435","2","131435","3","101114163","3","No","1","No","0","0","0","50","0","0","0","0","0","20","30","0","0","0","5",,,,,"378","10114","10","10","10","4.123","4.123","8.907","1","0","0","2.419","0","0","0","2.005","0","5.557","5.557","6.099","1","0","0","27.54","0","1327","3.5 Million for each Districts","2"
"1634212","2","1","1234568","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","4","12",,,,,,,,,,,,"6",,,,,,"Very useful",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","Yes","25","0","0","25","0","0","25","25","0","0","0","0","0","0","19",,,,,,"14","5","7","6","0","0","4.229","0","0","0","3.235","0","0","0","2.245","0","0","0","22.099","0","0","0","2.741","0","14","No response","2"
"3054202","1","1","56","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","11","1","13","13","13","13","13","14","14","13","14","14","2",,,,,,,,,,,,,,"9",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","19",,,,,,,"1","No","1","Yes","0","0","0","0","0","0","0","0","40","60","0","0","0","0","17",,,,,,"17","10","8","6","0","0","7.2","0","0","0","3.2","0","0","0","3.254","0","0","0","2.898","0","0","0","3.193","0","14",,"2"
"1771102","1","1","123456","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"1189",,,,,,,,,,,,,"8","4",,"13","13","13","14","14","14","14","9","14","1",,"6",,,,,,,,,,,"56","3",,,"5",,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","13",,"1013",,"10",,,"1","No","1","No","25","0","0","0","0","0","25","25","0","25","25","0","0","0","113",,,"348","2348",,"1101178","10","10","10","0","0","3.885","0","0","0","3.233","0","0","0","2.469","0","0","0","2.752","0","0","0","2.629","0","111379","2.2 Million for each Districts","2"
"11202","1","1","8","11011141516234567",,,,,,,,,,,,,,,,,,,,,,,,,"23","3","6","1","2","10","3","2","1","1","2","6","2","143",,,,,,,,,,"14",,,,"1","2","3",,,,,,,,,,,"1","16","10",,,,,"10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No","30","0","10","0","0","0","20","0","0","0","10","0","30","0","1",,,"1",,,"13","10","60","50","0","0","3.869","0","0","0","2.853","0","0","0","2.608","0","0","0","6.396","0","0","0","2.418","0","1237","40 for 2 Districts, and 20 for 1 District","2"
"671212","2","1","14","2",,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,"14",,"14","14","14","14","14","14","14","14","14","14","1","2","67",,,,,,,,,,,"16","6",,,,,,"7",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No","50","0","10","0","0","20","0","10","0","0","0","0","10","0","12",,"1",,,,"15","10","50","50","0","0","8.621","0","0","0","5.11","0","0","0","15.489","0","0","0","2.872","0","0","0","2.64","0","121323","2.5 Million","2"
"851112","1","1","4","110141516256",,,,,,,,,,,,,,,,,,,,,,,,,"1011","7",,,"117","13",,,,"1123",,"7","3","7",,,,"115","10",,,"14",,"10",,,,"1","4","11",,,,,,,,,,,"127","34567",,,"8","7","8","6","8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","172","2","2",,,,,"1","No","2","No","0","0","0","0","0","25","0","0","0","25","50","0","0","0","17",,,,,,"1168","4","6","5","0","0","5.858","0","0","0","3.817","0","0","0","19.542","0","0","0","3.367","0","0","0","7.829","0","11578","3 Million for Ermera District, 3 Million for Manufahi District, 2 Million for Lautem District, and 2 Million for Dili District","2"
