"questionnaire","village","district","sex","age","education","physc_pca","physc_score","weath_score","sespca","agri_score","agric_pca","hum_capitalpca","hum_score","gov_score","governance_pca","healthpca","health_score","infrast_score","infrastr_pca"
"1470","OCORIKOIT B","AMURIA","Female","39","Primary","3rd lowest","-0.09832447","-1.549907565","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.846043229","Highest","Highest quantile","2.981585979","1.126766324","4th lowest"
"1421","AMOTOM","AMURIA","Male","64","Primary","2nd lowest","-1.113204837","-2.109438658","Lowest quantile","-1.834234834","1st quantile","None-Primary","-0.253881603","1.58811295","Highest",,,"-0.759549558","2nd lowest"
"1406","AMONI","AMURIA","Male","31","No schooling","2nd lowest","-0.58877039","-0.789503992","2nd lowest","-0.722032726","2nd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-1.890033126","0.405640244","4th lowest"
"1358","OKUNGURO","AMURIA","Male","46","No schooling","2nd lowest","-0.905808866","-1.630326629","Lowest quantile","1.10654366","4th quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-2.570381165","-0.759549558","2nd lowest"
"1607","ABILET","AMURIA","Female","65","Primary","Lowest quantile","-4.107527733","-3.619386435","Lowest quantile","-1.347408891","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-3.054897547","1.557944894","Highest quantile"
"1511","mabasa","AMURIA","Female","33","Primary","4th lowest","0.728347659","-0.618394852","2nd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","-0.347146302","Average","3rd lowest","0.127778381","1.557944894","Highest quantile"
"1450","ACORIKOIT A","AMURIA","Male","43","Other","Highest quantile","1.939009666","-0.582179368","2nd lowest","0.481167376","3rd quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.759318352","4th lowest"
"1384","ATIIRA","AMURIA","Male","45","Tertiary","Lowest quantile","-2.640196085","-1.288896918","2nd lowest","0.481167376","3rd quantile","Atleast Sec  education","3.061416626","-1.491975188","Lowest","2nd lowest","-1.351342559","0.759318352","4th lowest"
"1646","ACHOMAI","AMURIA","Male","63","Other","3rd lowest","0.057320748","-0.448442817","3rd lowest","1.934972525","5th quantile","Atleast Sec  education","0.851217806","-1.847134471","Lowest","3rd lowest","-0.195546865","-0.759549558","2nd lowest"
"1735","OGUDO","AMURIA","Male","23","Other","Lowest quantile","-1.930297017","-0.690549135","2nd lowest","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1377","OKUNGURO","AMURIA","Female","43","NA","2nd lowest","-0.712504804","-0.582179368","2nd lowest","0.481167376","3rd quantile",,,"1.943272233","Highest","Lowest quantile","-1.975307107","0.405640244","4th lowest"
"1280","TORONGOLE","AMURIA","Female","35","Primary","3rd lowest","-0.134990945","-2.68787384","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.07447958","-1.55817616","Lowest quantile"
"1620","AKULAR","AMURIA","Male","38","Other","4th lowest","1.222085238","-0.576725125","2nd lowest","-0.582436442","2nd quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","Lowest quantile","-2.343851566","-0.759549558","2nd lowest"
"1716","abwoloit","AMURIA","Male","28","Primary","2nd lowest","-0.855722308","0.093777008","3rd lowest",,,"None-Primary","-0.253881603","0.750082731","Average","3rd lowest","-0.255916536","0.759318352","4th lowest"
"1736","AKULAR","AMURIA","Female","36","Primary","3rd lowest","-0.418141216","-0.405615956","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.6402964","-0.405871511","3rd lowest"
"1602","amusus","AMURIA","Male","32","Primary","Highest quantile","1.975470543","-0.405615956","3rd lowest","1.10654366","4th quantile","None-Primary","-0.253881603","0.798443437","Average","2nd lowest","-0.6402964","-0.392986298","3rd lowest"
"1524","ODUKUL","AMURIA","Female","26","Primary","3rd lowest","-0.11103034","0.129992455","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.798443437","Average","Highest quantile","2.558996201","-0.759549558","2nd lowest"
"1582","atiira","AMURIA","Female","50","No schooling","Lowest quantile","-2.831050873","-3.083778143","Lowest quantile","-0.644805551","2nd quantile","None-Primary","-1.358981013","1.943272233","Highest","Lowest quantile","-2.632307768","-1.55817616","Lowest quantile"
"1504","AKIMENGA","AMURIA","Female","60","No schooling","Lowest quantile","-2.809080362","-0.861658335","2nd lowest","-0.221436039","2nd quantile","None-Primary","-1.358981013","0.846043229","Highest","4th lowest","1.145442247","0.405640244","4th lowest"
"1272","MORU","AMURIA","Male","39","Primary","3rd lowest","-0.09166421","0.007903668","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1731","ogudo","AMURIA","Male","35","Primary","Lowest quantile","-4.206847191","-0.405615956","3rd lowest",,,"None-Primary","-0.253881603","-0.347146302","Average","Lowest quantile","-2.630750895","-1.55817616","Lowest quantile"
"1705","okokorio","AMURIA","Male","35","No schooling",,,"-0.690549135","2nd lowest","0.403940201","3rd quantile","None-Primary","-1.358981013","1.943272233","Highest","Lowest quantile","-2.570381165","1.557944894","Highest quantile"
"1739","okoona","AMURIA","Female","93","No schooling","Lowest quantile","-2.422221899","-3.040951252","Lowest quantile","-0.722032726","2nd quantile","None-Primary","-1.358981013","1.943272233","Highest","Highest quantile","2.210170031","-1.55817616","Lowest quantile"
"2043","AMOTOT","AMURIA","Female","60","No schooling","3rd lowest","0.283092171","-2.328779459","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-1.358981013","0.798443437","Average","Lowest quantile","-2.343851566","1.557944894","Highest quantile"
"1741","okoona","AMURIA","Female","57","No schooling","Highest quantile","3.101070404","-2.145653963","Lowest quantile","-1.410865307","1st quantile","None-Primary","-1.358981013","1.943272233","Highest","Highest quantile","2.210170031","-0.405871511","3rd lowest"
"1601","abwoloit","AMURIA","Female","40","Primary","4th lowest","1.644010901","0.184467092","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-2.383618355","-0.759549558","2nd lowest"
"1463","KARAMATA","AMURIA","Male","38","No schooling","4th lowest","1.013668418","0.129992455","3rd lowest","-0.221436039","2nd quantile","None-Primary","-1.358981013","-0.298785597","Average","3rd lowest","0.087366283","-0.392986298","3rd lowest"
"1763","OCORIIKOIT","AMURIA","Male","29","Other","2nd lowest","-1.263218284","1.573371172","Highest quantile","0.606992841","4th quantile","Atleast Sec  education","1.956317186","1.943272233","Highest","4th lowest","1.79092133","0.405640244","4th lowest"
"1292","acauniakolong","AMURIA","Female","41","Primary","2nd lowest","-1.177433133","-1.397266746","2nd lowest",,,"None-Primary","-0.253881603","-0.394746125","Average","4th lowest","1.394131541","-1.55817616","Lowest quantile"
"1301","okorio","AMURIA","Female","40","No schooling","Lowest quantile","-3.481972694","-0.861658335","2nd lowest","1.309596181","5th quantile","None-Primary","-1.358981013","-1.491975188","Lowest","2nd lowest","-1.267602086","-0.392986298","3rd lowest"
"1644","ACHOMAI","AMURIA","Female","29","Primary","2nd lowest","-1.595549822","-0.077332191","3rd lowest","1.934972525","5th quantile","None-Primary","-0.253881603","0.846043229","Highest","3rd lowest","-0.217706576","-1.55817616","Lowest quantile"
"1262","ORIETA","AMURIA","Female","30","Primary","4th lowest","0.842061222","-3.040951252","Lowest quantile","-1.347408891","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","3rd lowest","0.512158215","-0.392986298","3rd lowest"
"1632","ODUKUL","AMURIA","Female","38","Primary","Lowest quantile","-2.437660694","-0.575567961","2nd lowest","0.106396146","3rd quantile","None-Primary","-0.253881603","1.58811295","Highest","4th lowest","1.963922143","-0.759549558","2nd lowest"
"1772","amootom","AMURIA","Female","29","Primary",,,"1.470870495","Highest quantile","0.481167376","3rd quantile","None-Primary","-0.253881603","-1.847134471","Lowest","2nd lowest","-1.304027915","0.759318352","4th lowest"
"1570","atiida","AMURIA","Female","65","Primary","2nd lowest","-0.808509707","-1.573830128","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","0.846043229","Highest","4th lowest","1.394131541","-1.55817616","Lowest quantile"
"1577","acumet","AMURIA","Female","34","Other","Lowest quantile","-2.257116556","0.720075488","4th Lowest","1.232369065","4th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Lowest quantile","-2.630750895","-1.55817616","Lowest quantile"
"1569","OKOONA","AMURIA","Female","28","Primary",,,"-2.68787384","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","0.846043229","Highest","Lowest quantile","-3.054897547","-1.55817616","Lowest quantile"
"1318","torongole","AMURIA","Male","35","Primary","Lowest quantile","-2.832343102","-1.793171048","Lowest quantile","-1.347408891","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest",,,"-1.55817616","Lowest quantile"
"1346","ACOMAT","AMURIA","Female","54","Primary","4th lowest","0.79382664","-1.16061461","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.847134471","Lowest","Lowest quantile","-3.054897547","0.405640244","4th lowest"
"1550","akunyuko","AMURIA","Female","79","No schooling","Lowest quantile","-3.422102451","-3.619386435","Lowest quantile","-3.888186455","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","3rd lowest","0.26680994","1.557944894","Highest quantile"
"1302","okokorio","AMURIA","Male","26","Tertiary","2nd lowest","-0.8971048","0.548966289","4th Lowest","1.309596181","5th quantile","Atleast Sec  education","3.061416626","1.943272233","Highest","2nd lowest","-1.862676024","-1.55817616","Lowest quantile"
"1556","KOONA","AMURIA","Female","45","Primary","2nd lowest","-0.98973912","-1.008844852","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.941807747","-1.55817616","Lowest quantile"
"917","OKOKORIO","AMURIA","Female","40","Primary","4th lowest","1.146308184","-1.86733222","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.846043229","Highest","Highest quantile","2.07447958","-0.392986298","3rd lowest"
"1726","acaunakolong","AMURIA","Male","54","Primary","Lowest quantile","-1.840533137","-1.358643532","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","-0.702305675","Average","2nd lowest","-1.859334946","0.392755061","4th lowest"
"1619","ACOMAT","AMURIA","Female","51","Primary","4th lowest","1.098957062","0.129992455","3rd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","0.798443437","Average","2nd lowest","-1.723644495","-0.392986298","3rd lowest"
"1404","KARAMATA","AMURIA","Female","40","No schooling","3rd lowest","-0.395225644","-0.211068764","3rd lowest","0.403940201","3rd quantile","None-Primary","-1.358981013","-0.298785597","Average",,,"0.405640244","4th lowest"
"1596","Atiira","AMURIA","Female","25","Primary","Lowest quantile","-2.760065794","-0.86050117","2nd lowest","0.481167376","3rd quantile","None-Primary","-0.253881603","0.750082731","Average","Lowest quantile","-2.343851566","0.759318352","4th lowest"
"1361","OKUNGURO","AMURIA","Female","40","No schooling","Lowest quantile","-3.141887188","-3.029303551","Lowest quantile","-2.536838293","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.341797113","-1.55817616","Lowest quantile"
"1260","ANGOROM A","AMURIA","Male","47","Primary","4th lowest","0.932664454","-0.405615956","3rd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","3rd lowest","-0.255916536","-0.392986298","3rd lowest"
"916","TORONGOLE","AMURIA","Female","40","Primary","4th lowest","0.826350093","-0.44183138","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.558996201","-1.55817616","Lowest quantile"
"1675","OKOKORIO","AMURIA","Male","19","Primary","3rd lowest","-0.134832621","-2.157670259","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","0.846043229","Highest",,,"-1.55817616","Lowest quantile"
"1743","AKUNA KARIBU","AMURIA","Male","33","Primary","Highest quantile","2.129586458","-1.721016765","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.846043229","Highest","Highest quantile","2.272096872",,
"1334","abilet","AMURIA","Female","40","No schooling","3rd lowest","-0.265225291","-1.98115623","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-1.358981013","1.943272233","Highest","2nd lowest","-0.583912909","0.405640244","4th lowest"
"1415","OCOROKOIT","AMURIA","Female","35","Primary","Lowest quantile","-2.850936413","-0.582179368","2nd lowest","1.934972525","5th quantile","None-Primary","-0.253881603","0.394923389","Average","2nd lowest","-0.6402964","-1.55817616","Lowest quantile"
"1316","orieta","AMURIA","Male","37","Other","4th lowest","1.011776805","0.136603862","3rd lowest","0.606992841","4th quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","4th lowest","1.119642138","-1.55817616","Lowest quantile"
"1379","ACOMAIT","AMURIA","Female","61","No schooling","Lowest quantile","-2.522968054","-1.288896918","2nd lowest","-0.221436039","2nd quantile","None-Primary","-1.358981013","1.943272233","Highest","Highest quantile","2.30123806","1.557944894","Highest quantile"
"1629","ODUKUL","AMURIA","Male","31","Primary","2nd lowest","-1.002793908","0.683860064","4th Lowest","0.042939801","3rd quantile","None-Primary","-0.253881603","1.58811295","Highest","4th lowest","1.963922143","0.405640244","4th lowest"
"1661","AMUSUS","AMURIA","Female","65","No schooling","Lowest quantile","-2.206382275","-1.268984437","2nd lowest","1.232369065","4th quantile","None-Primary","-1.358981013","-0.394746125","Average",,,"-1.55817616","Lowest quantile"
"1499","AMONI","AMURIA","Female","74","Primary","2nd lowest","-0.563016415","-3.029303551","Lowest quantile","-2.434381485","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-2.459823608","-0.759549558","2nd lowest"
"1255","ayoga","AMURIA","Female","78","No schooling","3rd lowest","-0.09166421","-2.109438658","Lowest quantile",,,"None-Primary","-1.358981013","1.943272233","Highest","4th lowest","0.934748054","-0.392986298","3rd lowest"
"1568","akunakaribu","AMURIA","Female","30","Other","3rd lowest","-0.058154706","1.555051923","Highest quantile","-1.083033085","2nd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.981585979","1.385461926","Highest quantile"
"1478","ODIDING","AMURIA","Male","31","Primary","3rd lowest","-0.023102708","-2.68787384","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.497069359","-0.392986298","3rd lowest"
"1617","ACOMAT","AMURIA","Male","45","Primary","Highest quantile","2.261551142","-1.117787719","2nd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","-0.298785597","Average","2nd lowest","-1.188055754","1.557944894","Highest quantile"
"1386","ATIIRA","AMURIA","Female","27","Other","Lowest quantile","-3.090910673","-0.527704716","3rd lowest","1.309596181","5th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","3rd lowest","0.43929413","-0.759549558","2nd lowest"
"1425","KARAMATA","AMURIA","Female","49","Other","3rd lowest","0.348494172","-0.582179368","2nd lowest",,,"Atleast Sec  education","0.851217806","-1.847134471","Lowest","3rd lowest","0.339157462","-1.55817616","Lowest quantile"
"1392","TAKARAMIEM","AMURIA","Female","45","Primary","3rd lowest","-0.180291772","-0.211068764","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.58811295","Highest","4th lowest","1.145442247","0.759318352","4th lowest"
"1551","koona","AMURIA","Male","46","Primary","3rd lowest","0.07706511","-0.794908881","2nd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","-1.491975188","Lowest",,,"0.759318352","4th lowest"
"1771","amootom","AMURIA","Male","27","Primary","3rd lowest","0.187910154","-0.582179368","2nd lowest","1.10654366","4th quantile","None-Primary","-0.253881603","1.58811295","Highest","Lowest quantile","-2.630750895","1.557944894","Highest quantile"
"1583","atiira","AMURIA","Female","35","Primary","3rd lowest","-0.493766636","-0.039959572","3rd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","0.750082731","Average","3rd lowest","0.484801143","-0.392986298","3rd lowest"
"1651","ABILET","AMURIA","Female","35","No schooling","2nd lowest","-1.364354134","-1.98115623","Lowest quantile","0.403940201","3rd quantile","None-Primary","-1.358981013","0.750082731","Average",,,"-1.55817616","Lowest quantile"
"1766","odiding","AMURIA","Female","31","Primary","2nd lowest","-0.712504804","-1.16061461","2nd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.145442247","-0.759549558","2nd lowest"
"1270","MORU","AMURIA","Female","45","No schooling","2nd lowest","-1.306081414","-1.288896918","2nd lowest","0.606992841","4th quantile","None-Primary","-1.358981013","1.943272233","Highest","3rd lowest","-0.255916536","0.392755061","4th lowest"
"1547","mambasa","AMURIA","Male","35","Primary","2nd lowest","-0.956229746","-0.405615956","3rd lowest","0.120166965","3rd quantile","None-Primary","-0.253881603","-0.347146302","Average",,,"1.557944894","Highest quantile"
"1438","ACOROKOIT B","AMURIA","Male","38","Primary","3rd lowest","-0.236110345","-1.696223021","Lowest quantile","-1.410865307","1st quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.816721439","0.759318352","4th lowest"
"1266","OCAUNAKOLONG","AMURIA","Female","37","No schooling","2nd lowest","-0.719956636","-0.575567961","2nd lowest","0.606992841","4th quantile","None-Primary","-1.358981013","-0.347146302","Average","4th lowest","0.799057603","-0.759549558","2nd lowest"
"1604","AMUSUS","AMURIA","Female","60","Primary","4th lowest","1.472237349","-0.576725125","2nd lowest","0.481167376","3rd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","4th lowest","1.145442247","-0.759549558","2nd lowest"
"1701","acauna kolong","AMURIA","Male","30","Primary","Highest quantile","3.252636909","0.184467092","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.759549558","2nd lowest"
"1495","AKUNYUKO","AMURIA","Male","18","Primary","Highest quantile","3.876102686","-0.619552016","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.558996201","1.557944894","Highest quantile"
"1261","ANGOROM A","AMURIA","Male","49","Other","3rd lowest","0.196028814","1.097454906","4th Lowest","0.481167376","3rd quantile","Atleast Sec  education","0.851217806","0.443284094","Average","3rd lowest","0.512158215","0.220272079","3rd lowest"
"1590","TAKARAMIEM","AMURIA","Male","58","No schooling","Lowest quantile","-3.854756832","-3.619386435","Lowest quantile","-2.698757172","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.405871511","3rd lowest"
"1717","abia","AMURIA","Female","50","No schooling","2nd lowest","-1.354010105","-1.155160427","2nd lowest","-1.933784723","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.759549558","2nd lowest"
"1492","OCARIKOIT","AMURIA","Male","35","Primary","3rd lowest","-0.421084255","-2.627735853","Lowest quantile","-1.911461949","1st quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","0.799057603","0.759318352","4th lowest"
"1506","ACUMET","AMURIA","Male","38","Other","Highest quantile","1.833235741","-0.039959572","3rd lowest","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","2nd lowest","-1.218753934","0.405640244","4th lowest"
"1750","ATIDA","AMURIA","Female","23","Other","Highest quantile","2.764335871","-2.68787384","Lowest quantile","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.497069359","-0.759549558","2nd lowest"
"1690","AYOGA","AMURIA","Male","19","No schooling","Highest quantile","2.335653782","-1.155160427","2nd lowest","-0.722032726","2nd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.759549558","2nd lowest"
"1765","KAFATA","AMURIA","Female","18","Other","Lowest quantile","-2.141235352","0.129992455","3rd lowest","1.934972525","5th quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","4th lowest","0.85854286","-1.55817616","Lowest quantile"
"1692","ABOLOIT","AMURIA","Male","48","NA","3rd lowest","0.524896145","-3.040951252","Lowest quantile","0.403940201","3rd quantile",,,"-1.847134471","Lowest","Lowest quantile","-3.054897547","-0.759549558","2nd lowest"
"1785","ODIDING","AMURIA","Female","48","Other","Lowest quantile","-2.416041374","-0.405615956","3rd lowest","1.232369065","4th quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.759549558","2nd lowest"
"1532","ASOMAIT","AMURIA","Male","33","Other","4th lowest","1.286731601","-0.74667716","2nd lowest","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","3rd lowest","-0.450679123","1.557944894","Highest quantile"
"1387","ATIIRA","AMURIA","Female","55","Primary","Lowest quantile","-2.298649311","-0.984051228","2nd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","1.943272233","Highest","3rd lowest","0.377367437","-0.405871511","3rd lowest"
"1440","ACORIKOIT B","AMURIA","Male","51","Primary","2nd lowest","-0.712504804","-1.98115623","Lowest quantile","0.403940201","3rd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Highest quantile","2.07447958","-0.392986298","3rd lowest"
"1285","ayoga","AMURIA","Female","45","No schooling","Lowest quantile","-2.686550379","-2.15226531","Lowest quantile","0.606992841","4th quantile","None-Primary","-1.358981013","1.943272233","Highest","3rd lowest","0.263468862","1.557944894","Highest quantile"
"1759","ODIMAI","AMURIA","Male","42","Primary","4th lowest","1.645121455","-2.334233761","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.750082731","Average","2nd lowest","-0.927195728","-0.405871511","3rd lowest"
"1655","AMOTOT","AMURIA","Female","50","Primary","2nd lowest","-0.816839814","1.26981461","4th Lowest","1.934972525","5th quantile","None-Primary","-0.253881603","-0.749905467","Average","Lowest quantile","-2.919207096","-0.578354478","3rd lowest"
"1327","amusus","AMURIA","Male","43","Other","4th lowest","0.611713707","0.87284708","4th Lowest","0.120166965","3rd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Lowest quantile","-1.899101973","0.759318352","4th lowest"
"1727","ocaunakolong","AMURIA","Female","39","Primary","2nd lowest","-1.412554145","-0.74667716","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.343851566","-0.759549558","2nd lowest"
"1328","amusuk","AMURIA","Female","61","Primary","Lowest quantile","-2.950147152","-1.610045552","Lowest quantile","-1.410865307","1st quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.6402964","-0.392986298","3rd lowest"
"1614","AMOTOT","AMURIA","Female","36","No schooling","Highest quantile","2.041548014","-2.145653963","Lowest quantile","-1.708409309","1st quantile","None-Primary","-1.358981013","0.798443437","Average","Lowest quantile","-2.630750895","0.759318352","4th lowest"
"1311","ocunakolong","AMURIA","Female","52","No schooling","Lowest quantile","-3.762990475","-2.092127323","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-1.358981013","-1.847134471","Lowest",,,"-0.759549558","2nd lowest"
"1744","OKUNGURO","AMURIA","Male","18","Other","4th lowest","0.578145564","-2.263236523","Lowest quantile","0.606992841","4th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.386512041","-1.98935461","Lowest quantile"
"1656","AMOTOT","AMURIA","Female","40","Primary","2nd lowest","-0.578430593","-2.15226531","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","-1.847134471","Lowest",,,"-0.405871511","3rd lowest"
"1479","AMOTOM","AMURIA","Female","25","Primary","2nd lowest","-1.344421148","-2.798845053","Lowest quantile","-2.536838293","1st quantile","None-Primary","-0.253881603","-1.847134471","Lowest","Lowest quantile","-3.054897547","1.557944894","Highest quantile"
