"predict_eventid","country","concurrentsamplingsite","stateprov","latitude","longitude","eventdate","eventtype","season","humandensityimpact","diseasetransmissioninterfaces","veterinariancare","samplingareasize","humanspresent","rodentspresent","batspresent","nhppresent","birdspresent","carnivorespresent","ungulatespresent","pangolinspresent","poultrypresent","goatspresent","camelspresent","swinepresent","horsespresent","cattlepresent","dogspresent","catspresent","drinkingwatershared","bathingwatershared","toiletsavailable","drinkingwatersource","averagetriptowater","insectvectors","vectorcontrolmeasures","nbrbeds"
"3334","China","Concurrent Site 3","Yunnan","24.95","102.17","2017-08-20T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3335","China","Concurrent Site 3","Yunnan","24.95","102.17","2017-06-12T00:00:00.000","animal","Wet","urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"5530","China","Concurrent Site 3","Yunnan","24.95","102.17","2018-07-18T00:00:00.000","animal","Wet","peri-urban","crop production; dwellings; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","true","false","false","true","true","false","true","no","true","true","true","unknown","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"5909","China","Concurrent Site 3","Yunnan","24.95","102.17","2018-08-30T00:00:00.000","animal","Wet","peri-urban","crop production; dwellings; natural areas","false","extra large >7000 square meters","true","true","true","false","true","false","true","false","true","true","true","true","no","true","true","true","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3336","China","Independent Site","Guang Xi","25.28","110.36","2017-08-04T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","unknown","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3337","China","Independent Site","Guang Xi","25.28","110.36","2017-08-04T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","false","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","unknown","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3331","China","Independent Site","Guang Xi","25.25","110.28","2017-08-05T00:00:00.000","animal","Wet","rural","natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2916","China","Independent Site","Guang Xi","24.83","110.83","2017-04-27T00:00:00.000","animal","Wet","peri-urban","animal production","false","medium 650 - 3500 square meters","true","true","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2920","China","Independent Site","Guang Xi","24.86","110.85","2017-04-27T00:00:00.000","animal","Wet","peri-urban","animal production","false","medium 650 - 3500 square meters","true","true","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2921","China","Independent Site","Guang Xi","24.86","110.85","2017-04-27T00:00:00.000","animal","Wet","peri-urban","animal production","false","medium 650 - 3500 square meters","true","true","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2934","China","Independent Site","Guang Xi","25.23","110.53","2017-05-16T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2935","China","Independent Site","Guang Xi","25.28","110.36","2017-05-14T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2936","China","Independent Site","Guang Xi","25.31","110.42","2017-04-27T00:00:00.000","animal","Wet","urban","natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2937","China","Independent Site","Guang Xi","25.25","110.28","2017-05-16T00:00:00.000","animal","Wet","rural","natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2938","China","Independent Site","Guang Xi","25.28","110.36","2017-04-27T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","true","false","false","false","false","false","false","no","false","false","false","no","no","none observed","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"473","China","Independent Site","Guang Xi","25.28","110.36","2016-06-21T00:00:00.000","animal","Wet","rural","crop production; dwellings; natural areas","false","large 3500 - 7000 square meters","true","true","true","false","true","true","true","false","true","true","false","true","missing","true","true","false","no","no","well maintained; used","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"474","China","Independent Site","Guang Xi","25.25","110.28","2016-06-20T00:00:00.000","animal","Wet","urban","dwellings; natural areas","false","extra large >7000 square meters","true","true","true","false","true","false","false","false","false","false","false","false","missing","false","false","false","no","no","well maintained; used","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"537","China","Independent Site","Guangdong","23.38","113.83","2016-08-08T00:00:00.000","animal","Wet","peri-urban","dwellings","false","large 3500 - 7000 square meters","true","true","true","false","true","false","false","false","true","false","false","false","missing","false","true","true","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2399","China","Independent Site","Guangdong","23.17","113.45","2017-01-20T00:00:00.000","animal","Dry","urban","dwellings","false","large 3500 - 7000 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2400","China","Independent Site","Guangdong","23.06","113.25","2017-01-20T00:00:00.000","animal","Dry","urban","dwellings","false","large 3500 - 7000 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2401","China","Independent Site","Guangdong","23.12","113.34","2017-01-17T00:00:00.000","animal","Dry","urban","dwellings","false","large 3500 - 7000 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2527","China","Independent Site","Guangdong","23.15","113.22","2017-03-07T00:00:00.000","animal","Dry","urban","dwellings","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","true","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"469","China","Independent Site","Guangdong","23.72","113.73","2016-06-27T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","extra large >7000 square meters","true","true","true","false","true","true","false","false","true","true","false","true","missing","true","true","false","yes","no","well maintained; used","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","false","N/A"
"470","China","Independent Site","Guangdong","23.38","113.83","2016-06-26T00:00:00.000","animal","Wet","peri-urban","dwellings; natural areas","false","large 3500 - 7000 square meters","true","true","true","false","true","true","false","false","false","false","false","true","missing","true","true","true","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"471","China","Independent Site","Guangdong","22.05","110.84","2016-06-23T00:00:00.000","animal","Wet","rural","dwellings; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","true","false","false","true","true","false","true","missing","true","true","false","no","no","well maintained; used","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"472","China","Independent Site","Guangdong","22.04","110.85","2016-06-24T00:00:00.000","animal","Wet","rural","crop production; dwellings; natural areas","false","extra large >7000 square meters","true","true","true","false","true","true","true","false","true","false","false","true","missing","true","true","true","no","no","well maintained; used","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","false","N/A"
"2917","China","Independent Site","Guangdong","23.16","113.21","2017-05-09T00:00:00.000","animal","Wet","peri-urban","dwellings","false","medium 650 - 3500 square meters","true","true","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"2918","China","Independent Site","Guangdong","23.06","113.25","2017-05-09T00:00:00.000","animal","Wet","urban","dwellings","false","large 3500 - 7000 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","well maintained","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3329","China","Independent Site","Guangdong","23.72","113.73","2017-06-06T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3464","China","Independent Site","Guangdong","23.72","113.73","2017-09-09T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","small <650 square meters","true","false","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3333","China","Independent Site","Guangdong","24.7","115.88","2017-07-11T00:00:00.000","animal","Wet","rural","crop production","false","medium 650 - 3500 square meters","true","true","true","false","true","true","false","false","false","false","false","false","no","false","false","false","unknown","no","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"5150","China","Independent Site","Guangdong","23.09","113.25","2017-06-28T00:00:00.000","animal","Wet","urban","dwellings","false","medium 650 - 3500 square meters","true","true","false","false","true","false","false","false","false","false","false","false","no","false","false","false","no","no","used","fully unprotected: pond, uncovered well","<5 minutes walking","none observed","false","N/A"
"3465","China","Independent Site","Yunnan","21.78","101.52","2017-08-23T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","small <650 square meters","true","false","true","false","true","false","false","false","false","false","false","false","no","false","false","false","unknown","no","used","rainwater harvesting, water trucking; fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"3332","China","Independent Site","Yunnan","21.78","101.52","2017-07-23T00:00:00.000","animal","Wet","peri-urban","crop production; natural areas","false","medium 650 - 3500 square meters","true","true","true","false","true","false","false","false","false","false","false","false","no","false","false","false","no","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","none observed","false","N/A"
"477","China","Independent Site","Yunnan","21.78","101.52","2016-05-24T00:00:00.000","animal","Wet","rural","crop production; dwellings; natural areas","false","large 3500 - 7000 square meters","true","true","true","false","true","true","true","false","true","false","false","false","missing","true","true","false","no","unknown","used","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"478","China","Independent Site","Yunnan","21.92","101.32","2016-05-22T00:00:00.000","animal","Wet","rural","crop production; natural areas","false","large 3500 - 7000 square meters","true","true","true","false","true","true","true","false","true","true","false","false","missing","true","false","false","no","unknown","none observed","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"479","China","Independent Site","Yunnan","21.93","101.25","2016-05-22T00:00:00.000","animal","Wet","peri-urban","crop production; dwellings","false","extra large >7000 square meters","true","true","true","false","true","true","true","false","true","true","false","true","missing","true","true","true","no","yes","well maintained; used","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","false","N/A"
"475","China","Independent Site","Yunnan","21.4","101.64","2016-05-26T00:00:00.000","animal","Wet","rural","dwellings; natural areas","false","large 3500 - 7000 square meters","true","true","true","false","true","true","true","false","true","true","false","true","missing","true","true","true","no","no","none observed","fully protected: water network with taps, covered well","<5 minutes walking","mosquito","false","N/A"
"482","China","Independent Site","Yunnan","21.99","101.37","2016-05-22T00:00:00.000","animal","Wet","low disturbance","natural areas","false","medium 650 - 3500 square meters","false","true","true","false","true","true","false","false","true","false","false","true","missing","true","true","false","no","unknown","none observed","none observed","N/A","mosquito","false","N/A"
"9000036","China","Concurrent Site 3","Yunnan","N/A","N/A","2017","human","N/A","urban","crop production; dwellings; natural areas","true","extra large >7000 square meters","true","true","true","false","true","false","false","false","true","true","false","true","no","true","true","true","no","no","used","fully protected: water network with taps, covered well; fully unprotected: pond, uncovered well",">30 minutes walking","mosquito; tick","true","2300"
"9000037","China","Concurrent Site 2; Concurrent Site 3","Yunnan","N/A","N/A","2018","human","N/A","urban","crop production; dwellings; natural areas","true","extra large >7000 square meters","true","true","true","false","true","false","false","false","true","false","false","false","no","false","true","false","no","yes","used","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","true","2300"
"9000038","China","Concurrent Site 3","Yunnan","N/A","N/A","2017","human","N/A","urban","crop production; dwellings; natural areas","true","extra large >7000 square meters","true","true","true","false","true","false","false","false","true","true","false","true","no","true","true","true","no","no","used","fully protected: water network with taps, covered well; fully unprotected: pond, uncovered well",">30 minutes walking","mosquito","true","2300"
"9000039","China","Concurrent Site 2; Concurrent Site 3","Yunnan","N/A","N/A","2018","human","N/A","urban","crop production; dwellings; natural areas","true","extra large >7000 square meters","true","true","true","false","true","false","false","false","true","false","false","false","no","false","true","false","no","yes","used","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","true","2300"
"9000040","China","Independent Site","Guangdong","N/A","N/A","2016","human","N/A","urban","human hospital","true","extra large >7000 square meters","true","false","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used; well maintained","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","true","2300"
"9000041","China","Independent Site","Guangdong","N/A","N/A","2017","human","N/A","urban","human hospital","true","extra large >7000 square meters","true","false","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used; well maintained","fully protected: water network with taps, covered well",">30 minutes walking","mosquito; tsetse fly","true","2300"
"9000042","China","Independent Site","Guangdong","N/A","N/A","2016","human","N/A","urban","human hospital","true","extra large >7000 square meters","true","false","false","false","false","false","false","false","false","false","false","false","no","false","false","false","no","no","used; well maintained","fully protected: water network with taps, covered well",">30 minutes walking","mosquito; other; sand fly; tick","true","2300"
"9000043","China","Independent Site","Guangdong","N/A","N/A","2017","human","N/A","urban","human hospital","true","extra large >7000 square meters","true","false","false","false","false","false","false","false","false","false","false","false","no","false","false","false","yes","yes","used; well maintained","fully protected: water network with taps, covered well",">30 minutes walking","mosquito","true","2300"
