"location","species","variety","type","rep","block","height","fresh_weight","leaf_area_cm2"
"103","Nightshade","22","1","2","2","3","1.4","35.886"
"104","Nightshade","13","0","4","2",,,
"105","Amaranth","10","1","3","2","4","13.9","237.828"
"106","Nightshade","21","1","2","2","2","15.9","247.65"
"107","Amaranth","11","1","4","2","2","13.5","229.825"
"108","Nightshade","20","1","1","2","2","16.2","288.626"
"109","Amaranth","12","1","2","2","4","39.7","574.517"
"110","Nightshade","15","0","3","2",,,
"111","Amaranth","7","1","2","2",,"13.5","218.33"
"112","Amaranth","7","1","3","2","3","4.9","105.093"
"113","Nightshade","22","1","4","2","2","6.6","122.074"
"114","Amaranth","4","0","3","2","1","18.1","230.742"
"115","Amaranth","9","1","1","2","2","9.3","160.942"
"116","Amaranth","2","0","3","2","3","83.7","525.632"
"117","Amaranth","3","0","1","2","1","7.7","168.44"
"118","Nightshade","19","1","3","2","1","52.4","806.093"
"119","Amaranth","6","0","3","2",,,
"120","Amaranth","2","0","1","2","3","55.5","659.179"
"121","Nightshade","20","1","2","2","3","0.4","6.011"
"122","Nightshade","17","0","3","2",,"6.2","2.211"
"123","Amaranth","11","1","1","2","3","4.4","91.405"
"124","Amaranth","7","1","4","2",,"54","455.105"
"125","Nightshade","22","1","1","2","1","1.8","37.367"
"126","Amaranth","6","0","1","2","1",,
"127","Nightshade","24","1","1","2","1","5.9","130.228"
"128","Amaranth","10","1","4","2","5","93.7","555.934"
"129","Nightshade","14","0","1","2","1",,
"130","Amaranth","11","1","3","2","1","49.4","696.108"
"131","Amaranth","8","1","1","2",,"19.4","351.104"
"132","Nightshade","13","0","1","2","1","6.3","154.088"
"133","Amaranth","1","0","2","2","3","1.4","39.401"
"134","Amaranth","8","1","2","2","2","3.6","96.424"
"135","Nightshade","19","1","1","2","1","0.4","7.947"
"136","Nightshade","17","0","1","2","1",,
"137","Amaranth","4","0","4","2","1","3.9","83.613"
"138","Amaranth","1","0","1","2","1","4.4","117.202"
"139","Amaranth","2","0","2","2","3","60.1","755.771"
"140","Amaranth","9","1","4","2",,"11.6","310.166"
"141","Amaranth","5","0","4","2",,,
"142","Nightshade","21","1","4","2","2","16.7","382.642"
"143","Nightshade","24","1","3","2","1","6.2","131.422"
"144","Amaranth","1","0","4","2","1","16.3","281.435"
"145","Nightshade","21","1","3","2","3","0.1","2.602"
"146","Nightshade","17","0","4","2","3","0.3","4.569"
"147","Nightshade","18","0","3","2","3","0.3","7.256"
"148","Amaranth","2","0","4","2","2","2.1","52.906"
"149","Nightshade","24","1","2","2","2","1.8","47.872"
"150","Nightshade","19","1","2","2","1","9.8","203.238"
"151","Nightshade","23","1","2","2","2","1","27.181"
"152","Amaranth","9","1","2","2","3","13.4","215.524"
"153","Nightshade","20","1","3","2","3","2.8","71.761"
"154","Nightshade","23","1","1","2","2","7.6","133.268"
"155","Nightshade","18","0","4","2","1","6.2","111.388"
"156","Amaranth","6","0","4","2",,,
"157","Nightshade","16","0","3","2","4","4.7","85.096"
"158","Nightshade","20","1","4","2","2",,
"159","Nightshade","13","0","3","2",,,
"160","Amaranth","3","0","2","2","2","21","358.15"
"161","Amaranth","4","0","1","2","1","3.5","73.196"
"162","Amaranth","12","1","4","2","3","3.8","82.526"
"163","Amaranth","12","1","3","2","4","19.3","286.248"
"164","Nightshade","16","0","2","2","1","6","111.33"
"165","Nightshade","17","0","2","2","2","4.2","93.416"
"166","Nightshade","22","1","3","2","2","4.1","83.393"
"167","Amaranth","6","0","2","2",,,
"168","Nightshade","15","0","1","2",,,
"169","Nightshade","23","1","3","2","2","1.4","36.984"
"170","Amaranth","5","0","2","2",,,
"171","Nightshade","14","0","2","2",,,
"172","Nightshade","16","0","4","2",,,
"173","Amaranth","11","1","2","2","3","52.4","666.401"
"174","Amaranth","4","0","2","2","1","7.5","129.748"
"175","Nightshade","15","0","2","2",,,
"176","Amaranth","3","0","4","2","2","5.6","132.149"
"177","Nightshade","13","0","2","2",,,
"178","Nightshade","23","1","4","2","1","1","27.135"
"179","Amaranth","1","0","3","2",,,
"180","Nightshade","15","0","4","2",,,
"181","Nightshade","21","1","1","2","2","1.1","34.66"
"182","Nightshade","18","0","2","2","2","0.3","5.658"
"183","Amaranth","8","1","4","2","2","17.2","252.699"
"184","Amaranth","9","1","3","2","2","10.3","181.816"
"185","Amaranth","10","1","2","2","8","19.6","323.557"
"186","Nightshade","18","0","1","2","2","8","184.527"
"187","Amaranth","3","0","3","2","1","7.6","175.124"
"188","Amaranth","8","1","3","2","4","14.9","262.809"
"189","Nightshade","14","0","3","2",,,
"190","Amaranth","5","0","1","2",,,
"191","Nightshade","24","1","4","2","1","3","65.078"
"192","Amaranth","12","1","1","2","4","59.3","856.75"
"193","Amaranth","1","0","4","3","2","4.6","113.557"
"194","Amaranth","11","1","1","3","2","2.5","47.896"
"195","Amaranth","11","1","4","3","3","2.8","65.543"
"196","Nightshade","13","0","2","3",,,
"197","Nightshade","16","0","3","3",,,
"198","Nightshade","18","0","1","3","2","0.2","5.568"
"199","Amaranth","5","0","1","3",,,
"200","Nightshade","13","0","1","3",,,
"201","Nightshade","16","0","1","3",,,
"202","Nightshade","14","0","2","3",,,
"203","Nightshade","19","1","1","3","2","16.3","362.921"
"204","Nightshade","20","1","2","3","1",,
"205","Amaranth","2","0","4","3","3","11","191.494"
"206","Nightshade","20","1","1","3","2","2.6","56.863"
"207","Amaranth","10","1","1","3","4","11.7","187.155"
"208","Amaranth","3","0","1","3","1","7.1","147.29"
"209","Nightshade","13","0","4","3",,,
"210","Nightshade","22","1","3","3","1","1.9","45.959"
"211","Nightshade","18","0","4","3","2","1.7","48.071"
"212","Nightshade","22","1","4","3","3","3.2","80.966"
"213","Nightshade","19","1","2","3","3","1","29.744"
"214","Nightshade","15","0","1","3",,,
"215","Amaranth","12","1","2","3","5","56.5","734.71"
"216","Nightshade","24","1","1","3","1","3.6","96.031"
"217","Amaranth","3","0","4","3","1","0.7","32.662"
"218","Amaranth","4","0","2","3","1","12.9","209.639"
"219","Nightshade","18","0","2","3","3","1.7","43.058"
"220","Amaranth","6","0","1","3",,,
"221","Nightshade","19","1","3","3","3","9.6","190.031"
"222","Nightshade","21","1","2","3","1","0.8","25.469"
"223","Amaranth","12","1","1","3","4","28.8","430.194"
"224","Nightshade","16","0","2","3",,,
"225","Nightshade","14","0","1","3",,,
"226","Amaranth","6","0","2","3",,,
"227","Nightshade","17","0","3","3","3","0.6","23.812"
"228","Amaranth","2","0","2","3","2","9.1","150.338"
"229","Amaranth","7","1","3","3","2","4.5","126.597"
"230","Amaranth","4","0","4","3","1","2.9","80.485"
"231","Nightshade","22","1","2","3","1","2","56.65"
"232","Nightshade","21","1","1","3","3","0.8","19.555"
"233","Nightshade","20","1","3","3","1","3.8","103.331"
"234","Nightshade","14","0","4","3",,,
"235","Amaranth","11","1","3","3",,,
"236","Amaranth","4","0","1","3","2","9.8","193.778"
"237","Amaranth","8","1","2","3","3","60.3","816.433"
"238","Amaranth","3","0","3","3","1","6.3","173.972"
"239","Nightshade","23","1","4","3","2","10.6","241.183"
"240","Nightshade","24","1","3","3","1","8.6","171.6"
"241","Nightshade","24","1","2","3","1","0.9","24.125"
"242","Amaranth","6","0","4","3",,"5","150.878"
"243","Amaranth","1","0","2","3","1","11.7","223.913"
"244","Amaranth","5","0","3","3",,,
"245","Amaranth","8","1","3","3","1","46.9","721.48"
"246","Nightshade","24","1","4","3","2","4.4","114.196"
"247","Amaranth","8","1","1","3","2","13.3","225.828"
"248","Amaranth","9","1","1","3","3","13.9","280.751"
"249","Amaranth","7","1","4","3","1","6.6","135.902"
"250","Amaranth","5","0","2","3",,,
"251","Nightshade","20","1","4","3","2","5.7","143.856"
"252","Nightshade","17","0","1","3","1","5.9","162.048"
"253","Nightshade","23","1","1","3","2","1.1","32.193"
"254","Nightshade","21","1","3","3","2","2.1","55.356"
"255","Amaranth","10","1","4","3","5","86.1","1074.225"
"256","Amaranth","6","0","3","3",,,
"257","Nightshade","17","0","2","3","2","3","73.351"
"258","Nightshade","17","0","4","3","1","4.4","113.162"
"259","Nightshade","15","0","3","3",,,
"260","Nightshade","15","0","2","3",,,
"261","Amaranth","11","1","2","3","1","18","362.422"
"262","Nightshade","16","0","4","3",,,
"263","Nightshade","19","1","4","3","1","4.6","148.06"
"264","Amaranth","5","0","4","3",,,
"265","Amaranth","7","1","2","3","3","9.2","213.681"
"266","Nightshade","22","1","1","3","3","1.2","37.55"
"267","Amaranth","10","1","2","3","5","63.9","995.507"
"268","Nightshade","23","1","3","3","2","2.1","50.485"
"269","Amaranth","2","0","3","3","3","20.8","302.013"
"270","Nightshade","23","1","2","3","3",,
"271","Amaranth","12","1","4","3","3","41.5","583.42"
"272","Nightshade","13","0","3","3",,,
"273","Nightshade","21","1","4","3","1","4.2","104.194"
"274","Amaranth","2","0","1","3",,"46.3","618.509"
"275","Nightshade","14","0","3","3","3",,
"276","Amaranth","12","1","3","3","4","24.8","389.36"
"277","Nightshade","18","0","3","3","1","1.3","54.368"
"278","Amaranth","1","0","3","3","2","13.1","259.337"
"279","Amaranth","9","1","2","3","2","18.4","358.178"
"280","Amaranth","8","1","4","3","1","14.6","235.361"
"281","Amaranth","10","1","3","3","3","14.1","198.335"
"282","Amaranth","7","1","1","3","1",,
"283","Amaranth","4","0","3","3","1","3.9","91.165"
"284","Amaranth","1","0","1","3","1","19.3","311.265"
"285","Amaranth","3","0","2","3","1","3.9","100.542"
"286","Amaranth","9","1","3","3","3","20.1","329.439"
"287","Amaranth","9","1","4","3","3","16.5","247.094"
"288","Nightshade","15","0","4","3",,,
