SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523448543,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1278 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.0719225,-118.2508298,"(34.0719224987, -118.250829765)",634,F,1,East Los Angeles APC,1,,44,ECHO PARK NC,RAMPART,23444,483,1010,,11,31
1-1523448555,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1717 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07761356,-118.2588903,"(34.0776135638, -118.258890261)",594,E,7,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,481,254,,8,31
1-1523448421,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1918 W 7TH ST, 90057",,W,,ST,90057,34.05559351,-118.2752846,"(34.0555935109, -118.27528455)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523443861,12/31/2019 02:59:00 PM,01/06/2020 07:46:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/06/2020 12:00:00 AM,01/06/2020 07:46:00 AM,Y,N,"130 W AVENUE 27, 90031",130,W,AVENUE 27,,90031,34.0786954581,-118.21624069,"(34.0786954581, -118.21624069)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-1523448581,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1661 N ALLESANDRO ST, 90026",,N,,ST,90026,34.0856354,-118.2602903,"(34.0856353967, -118.260290267)",594,E,6,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,468,542,,8,31
1-1523448517,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"666 S BONNIE BRAE ST, 90057",,S,,ST,90057,34.05636764,-118.2737795,"(34.0563676437, -118.273779545)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,561,836,,11,68
1-1523439980,12/31/2019 02:59:00 PM,01/07/2020 12:04:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,N,EV,01/07/2020 12:00:00 AM,01/07/2020 11:45:00 AM,Y,,"5645 N CASE AVE, 91601",5645,N,CASE,AVE,91601,34.1734866816,-118.372087225,"(34.1734866816, -118.372087225)",563,A,1,South Valley APC,2,Paul Krekorian,24,NOHO NC,NORTH HOLLYWOOD,8488,198,1077,,5,13
1-1523448456,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"716 S BONNIE BRAE ST, 90057",,S,,ST,90057,34.05486978,-118.2747927,"(34.0548697763, -118.274792742)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,571,628,,11,68
1-1523445523,12/31/2019 02:59:00 PM,01/03/2020 01:47:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 01:47:00 PM,Y,,"15353 W VANOWEN ST, 91406",15353,W,VANOWEN,ST,91406,34.1940505062,-118.468173544,"(34.1940505062, -118.468173544)",531,H,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,228,295,,3,18
1-1523448522,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1296 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07119897,-118.2508323,"(34.0711989739, -118.250832305)",634,F,1,East Los Angeles APC,1,,44,ECHO PARK NC,RAMPART,23444,483,1010,,11,31
1-1523448496,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1701 W JAMES M. WOOD BLVD, 90015",,W,,BLVD,90015,34.05145161,-118.2743354,"(34.0514516112, -118.274335383)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,23078,571,628,,11,68
1-1523448565,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"2276 N GLENDALE BLVD, 90039",,N,,BLVD,90039,34.09661378,-118.2591577,"(34.0966137802, -118.259157651)",594,E,5,East Los Angeles APC,13,,38,SILVER LAKE NC,NORTHEAST,23670,394,1000,,8,90
1-1523448426,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"746 S LAKE ST, 90057",,S,,ST,90057,34.05564129,-118.2786472,"(34.0556412903, -118.278647158)",634,C,3,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,24352,570,628,,11,63
1-1523448441,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"LAKE ST AT 7TH ST, 90057",,,,,90057,34.05694529,-118.27796,"(34.0569452945, -118.277960016)",634,C,3,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,24352,569,867,,11,63
1-1523448446,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1918 W 7TH ST, 90057",,W,,ST,90057,34.05559351,-118.2752846,"(34.0555935109, -118.27528455)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-1523448451,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1805 W 7TH ST, 90057",,W,,ST,90057,34.05515569,-118.2736216,"(34.0551556904, -118.273621569)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,561,836,,11,68
1-1523448537,12/31/2019 02:59:00 PM,01/02/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:40:00 PM,Y,,"1292 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07110218,-118.2508087,"(34.0711021832, -118.250808685)",634,F,1,East Los Angeles APC,1,,44,ECHO PARK NC,RAMPART,23444,483,1010,,11,31
1-1523448576,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"GLENDALE BLVD AT SUNSET BLVD, 90026",,,,,90026,34.07810352,-118.260502,"(34.0781035194, -118.260502038)",594,E,7,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,471,254,,8,31
1-1523448599,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1306 N GLENDALE BLVD, 90026",,N,,BLVD,90026,34.07835416,-118.260198,"(34.0783541562, -118.260197989)",594,E,7,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,481,254,,8,31
1-1523448461,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"722 S BONNIE BRAE ST, 90057",,S,,ST,90057,34.05499679,-118.2747318,"(34.0549967884, -118.274731819)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,571,628,,11,68
1-1523447246,12/31/2019 02:59:00 PM,01/03/2020 12:21:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/03/2020 12:00:00 AM,01/03/2020 12:21:00 PM,Y,,"2573 W IVANHOE DR, 90039",2573,W,IVANHOE,DR,90039,34.1048938563,-118.261671066,"(34.1048938563, -118.261671066)",594,D,3,East Los Angeles APC,4,David Ryu,38,SILVER LAKE NC,NORTHEAST,23670,463,1057,,7,90
1-1523448587,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1631 N GLENDALE BLVD, 90026",,N,,BLVD,90026,34.0842636,-118.2601978,"(34.0842635958, -118.260197847)",594,E,6,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,468,542,,8,31
1-1523448571,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"2400 W RIVERSIDE DR, 90039",,W,,DR,90039,34.10482423,-118.2544336,"(34.104824232, -118.254433563)",594,E,3,East Los Angeles APC,13,,38,SILVER LAKE NC,NORTHEAST,23670,394,1000,,8,90
1-1523442191,12/31/2019 02:58:00 PM,01/03/2020 02:02:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 02:02:00 PM,Y,N,"5622 N TYRONE AVE, 91401",5622,N,TYRONE,AVE,91401,34.1727809058,-118.444240868,"(34.1727809058, -118.444240868)",562,A,1,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19729,242,948,,7,18
1-1523447271,12/31/2019 02:58:00 PM,01/04/2020 03:14:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,HB,01/04/2020 12:00:00 AM,01/04/2020 03:14:00 PM,Y,N,"227 N CENTRE ST, 90731",227,N,CENTRE,ST,90731,33.7444271067,-118.283657624,"(33.7444271067, -118.283657624)",824,C,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,969,1310,,15,36
1-1523441991,12/31/2019 02:58:00 PM,01/03/2020 02:18:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,Y,SLA,01/03/2020 12:00:00 AM,01/03/2020 02:18:00 PM,Y,N,"1023 W 85TH ST, 90044",1023,W,85TH,ST,90044,33.9610436426,-118.29270547,"(33.9610436426, -118.29270547)",704,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23675,781,1163,7,14,20
1-1523440111,12/31/2019 02:57:00 PM,01/04/2020 01:44:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,Y,WLA,01/04/2020 12:00:00 AM,01/04/2020 01:44:00 PM,Y,N,"3426 S JASMINE AVE, 90034",3426,S,JASMINE,AVE,90034,34.028345648,-118.406891258,"(34.028345648, -118.406891258)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,884,1130,9,6,74
1-1523436993,12/31/2019 02:57:00 PM,01/07/2020 01:59:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2020 12:00:00 AM,01/07/2020 01:59:00 PM,Y,,"4850 N ELLENWOOD DR, 90041",4850,N,ELLENWOOD,DR,90041,34.1341959903,-118.21748479,"(34.1341959903, -118.21748479)",564,J,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,358,570,,9,60
1-1523439851,12/31/2019 02:56:00 PM,01/06/2020 07:38:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,EV,01/06/2020 12:00:00 AM,01/06/2020 11:50:00 AM,Y,N,"6290 W DAY ST, 91042",6290,W,DAY,ST,91042,34.2505712646,-118.268432211,"(34.2505712646, -118.268432211)",504,C,4,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,5,534,,1,7
1-1523440001,12/31/2019 02:56:00 PM,01/02/2020 01:53:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/02/2020 12:00:00 AM,01/02/2020 01:53:00 PM,Y,N,"5206 N NORWICH AVE, 91411",5206,N,NORWICH,AVE,91411,34.1651507789,-118.460567952,"(34.1651507789, -118.460567952)",561,H,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,247,666,,7,83
1-1523437161,12/31/2019 02:56:00 PM,01/03/2020 07:31:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 07:31:00 AM,Y,N,"837 N EDGEMONT ST, 90029",837,N,EDGEMONT,ST,90029,34.086860119,-118.296259511,"(34.086860119, -118.296259511)",593,J,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART,23447,437,730,16,8,58
1-1523439691,12/31/2019 02:55:37 PM,03/04/2020 10:08:07 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,WV,01/06/2020 12:00:00 AM,03/04/2020 10:05:38 AM,Y,,"6061 N VALLEY CIRCLE BLVD, 91367",6061,N,VALLEY CIRCLE,BLVD,91367,34.1817313114,-118.656478242,"(34.1817313114, -118.656478242)",559,D,1,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,308,1551,,4,49
1-1523443311,12/31/2019 02:55:00 PM,01/04/2020 10:19:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 10:18:00 AM,Y,N,"3716 S BARRY AVE, 90066",3716,S,BARRY,AVE,90066,34.0095894381,-118.426835351,"(34.0095894381, -118.426835351)",672,D,3,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,899,860,9,10,27
1-1523436171,12/31/2019 02:55:00 PM,01/07/2020 03:04:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,Self Service,,Y,NC,01/07/2020 12:00:00 AM,01/07/2020 03:04:00 PM,Y,N,"6147 E OUTLOOK AVE, 90042",6147,E,OUTLOOK,AVE,90042,34.1160073556,-118.18839389,"(34.1160073556, -118.18839389)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,371,582,,11,93
1-1523441311,12/31/2019 02:55:00 PM,01/06/2020 08:50:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/06/2020 12:00:00 AM,01/06/2020 08:50:00 AM,Y,N,"3014 1/2 S WELLINGTON ROAD, 90016",3014,S,WELLINGTON,ROAD,90016,34.0270562849,-118.338310363,"(34.0270562849, -118.338310363)",633,E,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-1523437121,12/31/2019 02:55:00 PM,01/03/2020 01:51:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 01:51:00 PM,Y,N,"1926 W FLORENCE AVE, 90047",1926,W,FLORENCE,AVE,90047,33.9743959595,-118.312155879,"(33.9743959595, -118.312155879)",673,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,778,355,7,14,20
1-1523436191,12/31/2019 02:55:00 PM,01/04/2020 02:35:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,EV,01/04/2020 12:00:00 AM,01/04/2020 02:34:00 PM,Y,N,"11960 N SPROULE AVE, 91340",11960,N,SPROULE,AVE,91340,34.2877368039,-118.415965082,"(34.2877368039, -118.415965082)",482,D,7,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18910,20,249,,1,11
1-1523436031,12/31/2019 02:54:00 PM,01/04/2020 09:21:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/04/2020 12:00:00 AM,01/04/2020 09:05:00 AM,Y,N,"11960 N SPROULE AVE, 91340",11960,N,SPROULE,AVE,91340,34.2877368039,-118.415965082,"(34.2877368039, -118.415965082)",482,D,7,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18910,20,249,,1,11
1-1523441251,12/31/2019 02:54:00 PM,01/03/2020 12:17:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 12:17:00 PM,Y,N,"1430 N MANZANITA ST, 90027",1430,N,MANZANITA,ST,90027,34.0974000048,-118.279681035,"(34.0974000048, -118.279681035)",594,B,4,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,466,601,,7,3
1-1523436851,12/31/2019 02:54:00 PM,01/04/2020 12:17:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 12:16:00 PM,Y,N,"3716 S BARRY AVE, 90066",3716,S,BARRY,AVE,90066,34.0095894381,-118.426835351,"(34.0095894381, -118.426835351)",672,D,3,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,899,860,9,10,27
1-1523436741,12/31/2019 02:54:00 PM,01/03/2020 07:40:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 07:40:00 AM,Y,N,"1430 N MANZANITA ST, 90027",1430,N,MANZANITA,ST,90027,34.0974000048,-118.279681035,"(34.0974000048, -118.279681035)",594,B,4,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,466,601,,7,3
1-1523439471,12/31/2019 02:54:00 PM,01/06/2020 08:36:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/06/2020 12:00:00 AM,01/06/2020 09:19:00 AM,Y,N,"3014 1/2 S WELLINGTON ROAD, 90016",3014,S,WELLINGTON,ROAD,90016,34.0270562849,-118.338310363,"(34.0270562849, -118.338310363)",633,E,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-1523441211,12/31/2019 02:54:00 PM,02/18/2020 03:44:00 PM,SR Created,BOS,Homeless Encampment,Closed,Call,ITA,,N,SLA,01/06/2020 12:00:00 AM,02/18/2020 03:39:00 PM,Y,N,"1934 W FLORENCE AVE, 90047",1934,W,FLORENCE,AVE,90047,33.9743977431,-118.312320265,"(33.9743977431, -118.312320265)",673,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,778,355,7,14,20
1-1523436601,12/31/2019 02:53:00 PM,01/02/2020 01:54:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,ITA,,Y,EV,01/02/2020 12:00:00 AM,01/02/2020 10:53:00 AM,Y,N,"KILLION ST AT CEDROS AVE, 91411",,,,,91411,34.1711925743,-118.453112321,"(34.1711925743, -118.453112321)",561,J,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,247,346,,7,83
1-1523434812,12/31/2019 02:53:00 PM,01/02/2020 11:57:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/02/2020 12:00:00 AM,01/02/2020 11:56:00 AM,Y,,"2131 S BEVERLY GLEN BLVD, 90025",2131,S,BEVERLY GLEN,BLVD,90025,34.0515014399,-118.421868836,"(34.0515014399, -118.421868836)",632,D,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,23443,859,739,9,6,75
1-1523435081,12/31/2019 02:53:00 PM,01/04/2020 07:31:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 07:31:00 AM,Y,N,"1833 S CLOVERDALE AVE, 90019",1833,S,CLOVERDALE,AVE,90019,34.0431490325,-118.3533697,"(34.0431490325, -118.3533697)",633,C,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23080,652,1110,,12,69
1-1523435801,12/31/2019 02:52:00 PM,01/04/2020 12:12:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/04/2020 12:00:00 AM,01/04/2020 12:12:00 PM,Y,N,"11960 N SPROULE AVE, 91340",11960,N,SPROULE,AVE,91340,34.2877368039,-118.415965082,"(34.2877368039, -118.415965082)",482,D,7,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18910,20,249,,1,11
1-1523436301,12/31/2019 02:51:00 PM,01/02/2020 10:33:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Call,ITA,,Y,WVA,01/02/2020 12:00:00 AM,01/02/2020 10:33:00 AM,Y,N,"RESEDA BLVD AT VENTURA BLVD, 91356",,,,,91356,34.16878059,-118.5360914,"(34.1687805931, -118.536091377)",560,J,2,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,19339,320,587,6,4,10
1-1523436351,12/31/2019 02:51:00 PM,01/07/2020 04:50:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/07/2020 12:00:00 AM,01/07/2020 04:50:00 PM,Y,N,"5331 N COLDWATER CANYON AVE, 91401",5331,N,COLDWATER CANYON,AVE,91401,34.1675394939,-118.41402761,"(34.1675394939, -118.41402761)",562,E,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19729,203,645,,7,83
1-1523433861,12/31/2019 02:50:00 PM,01/21/2020 01:34:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,WV,01/06/2020 12:00:00 AM,01/21/2020 09:05:00 AM,Y,,"5550 N WINNETKA AVE, 91364",5550,N,WINNETKA,AVE,91364,34.1714255598,-118.570737398,"(34.1714255598, -118.570737398)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,311,1492,6,4,49
1-1523433891,12/31/2019 02:50:00 PM,01/02/2020 06:17:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 06:17:00 AM,Y,N,"918 N MICHELTORENA ST, 90026",918,N,MICHELTORENA,ST,90026,34.0840554267,-118.277925349,"(34.0840554267, -118.277925349)",594,C,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,473,1297,,8,90
1-1523433175,12/31/2019 02:50:00 PM,01/06/2020 03:00:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2020 12:00:00 AM,01/06/2020 03:00:00 PM,Y,,"12958 W SHORT AVE, 90066",12958,W,SHORT,AVE,90066,33.9881545255,-118.432668434,"(33.9881545255, -118.432668434)",672,C,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,919,1268,10,10,85
1-1523434483,12/31/2019 02:50:00 PM,01/02/2020 11:20:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NEGB_ELA,01/02/2020 12:00:00 AM,01/02/2020 11:20:00 AM,Y,N,"2106 W AVENUE 31, 90065",2106,W,AVENUE 31,,90065,34.10437828,-118.2338608,"(34.1043782832, -118.233860788)",594,H,3,East Los Angeles APC,1,Gilbert Cedillo,39,GLASSELL PARK NC,NORTHEAST,24030,390,1056,13,11,56
1-1523434531,12/31/2019 02:49:00 PM,01/01/2020 10:51:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,BOS,,N,WV,,01/01/2020 10:51:00 AM,Y,N,"11755 N WILBUR AVE, 91326",11755,N,WILBUR,AVE,91326,34.2866363212,-118.549847936,"(34.2866363212, -118.549847936)",480,G,7,North Valley APC,12,John Lee,114,PORTER RANCH NC,DEVONSHIRE,18905,62,1413,,2,48
1-1523432805,12/31/2019 02:49:00 PM,01/07/2020 05:15:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/07/2020 12:00:00 AM,01/07/2020 05:15:00 PM,Y,,"5661 N FULCHER AVE, 91601",5661,N,FULCHER,AVE,91601,34.1738985689,-118.373178059,"(34.1738985689, -118.373178059)",562,J,1,South Valley APC,2,Paul Krekorian,24,NOHO NC,NORTH HOLLYWOOD,8488,198,1077,,5,13
1-1523433701,12/31/2019 02:49:00 PM,01/02/2020 01:00:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 01:00:00 PM,Y,N,"918 N MICHELTORENA ST, 90026",918,N,MICHELTORENA,ST,90026,34.0840554267,-118.277925349,"(34.0840554267, -118.277925349)",594,C,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,473,1297,,8,90
1-1523432931,12/31/2019 02:49:00 PM,01/01/2020 10:50:00 AM,SR Created,BOS,Dead Animal Removal,Closed,Call,ITA,,N,SLA,,01/01/2020 10:50:00 AM,Y,N,"902 W VERNON AVE, 90037",902,W,VERNON,AVE,90037,34.0035618272,-118.28926178,"(34.0035618272, -118.28926178)",674,A,3,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,738,896,7,13,2
1-1523432967,12/31/2019 02:49:00 PM,02/14/2020 01:06:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,NC,01/03/2020 12:00:00 AM,02/14/2020 12:46:00 PM,Y,,"415 S ST LOUIS ST, 90033",415,S,ST LOUIS,ST,90033,34.041765173,-118.215992454,"(34.041765173, -118.215992454)",635,A,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,523,947,,9,38
