SRNumber,CreatedDate,RequestType,RequestSource,Address,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870517097,12/31/2017 11:25:00 AM,Bulky Items,Mobile App,"3876 S BUDLONG AVE, 90037",BUDLONG,AVE,90037,34.01570938,-118.2957825,"(34.015709376, -118.29578247)",674,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23668,729,1150,7,14,32
1-870515471,12/31/2017 11:24:00 AM,Bulky Items,Mobile App,"3702 W 59TH ST, 90043",59TH,ST,90043,33.9870436,-118.3380529,"(33.9870435955, -118.338052878)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,757,1035,7,14,24
1-870514491,12/31/2017 11:22:00 AM,Bulky Items,Call,"3151 S HUTCHISON AVE, 90034",HUTCHISON,AVE,90034,34.03243882,-118.3852061,"(34.0324388246, -118.385206138)",632,South Los Angeles APC,10,Herb J. Wesson Jr.,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23451,886,1283,,12,95
1-870515261,12/31/2017 11:21:00 AM,Bulky Items,Call,"7346 N LUBAO AVE, 91306",LUBAO,AVE,91306,34.20427399,-118.5678924,"(34.2042739942, -118.567892363)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,290,1462,,4,66
1-870512731,12/31/2017 11:20:00 AM,Bulky Items,Call,"2939 S WESTERN AVE, 90018",WESTERN,AVE,90018,34.02782426,-118.3091126,"(34.0278242607, -118.30911262)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,686,919,7,12,19
1-870515031,12/31/2017 11:19:00 AM,Bulky Items,Call,"8732 N JUMILLA AVE, 91324",JUMILLA,AVE,91324,34.22909584,-118.5632929,"(34.2290958388, -118.563292866)",530,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18513,101,1426,,2,65
1-870512511,12/31/2017 11:18:00 AM,Bulky Items,Call,"7346 N LUBAO AVE, 91306",LUBAO,AVE,91306,34.20427399,-118.5678924,"(34.2042739942, -118.567892363)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,290,1462,,4,66
1-870514111,12/31/2017 11:17:00 AM,Bulky Items,Call,"13490 W FOOTHILL BLVD, 91342",FOOTHILL,BLVD,91342,34.30484289,-118.4277645,"(34.3048428881, -118.427764488)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18910,42,285,,1,47
1-870514881,12/31/2017 11:17:00 AM,Bulky Items,Call,"8732 N JUMILLA AVE, 91324",JUMILLA,AVE,91324,34.22909584,-118.5632929,"(34.2290958388, -118.563292866)",530,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18513,101,1426,,2,65
1-870512326,12/31/2017 11:17:00 AM,Bulky Items,Mobile App,"1840 S ARLINGTON AVE, 90019",ARLINGTON,AVE,90019,34.04043693,-118.3175936,"(34.0404369296, -118.317593558)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,23080,674,898,,12,19
1-870511651,12/31/2017 11:15:00 AM,Bulky Items,Call,"606 N BAY VIEW AVE, 90744",BAY VIEW,AVE,90744,33.77695289,-118.2699216,"(33.7769528884, -118.269921635)",794,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,964,1560,,15,15
1-870513351,12/31/2017 11:15:00 AM,Bulky Items,Self Service,"3800 S WEST BLVD, 90008",WEST,BLVD,90008,34.01705272,-118.3412678,"(34.017052715, -118.34126784)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,761,1024,7,12,54
1-870513106,12/31/2017 11:13:00 AM,Bulky Items,Mobile App,"1803 S ARLINGTON AVE, 90019",ARLINGTON,AVE,90019,34.04070252,-118.3179197,"(34.0407025204, -118.317919701)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23079,649,899,,12,19
1-870513881,12/31/2017 11:11:00 AM,Bulky Items,Call,"7007 S GLASGOW AVE, 90045",GLASGOW,AVE,90045,33.97372325,-118.3725346,"(33.9737232512, -118.372534608)",703,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,926,1064,10,10,16
1-870505405,12/31/2017 11:10:00 AM,Bulky Items,Mobile App,"1316 N LEMOYNE ST, 90026",LEMOYNE,ST,90026,34.07818851,-118.2589536,"(34.0781885111, -118.258953565)",594,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,NORTHEAST,23444,481,254,,8,31
1-870512841,12/31/2017 11:10:00 AM,Bulky Items,Call,"7007 S GLASGOW AVE, 90045",GLASGOW,AVE,90045,33.97372325,-118.3725346,"(33.9737232512, -118.372534608)",703,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,926,1064,10,10,16
1-870512921,12/31/2017 11:10:00 AM,Bulky Items,Self Service,"801 N VENDOME ST, 90026",VENDOME,ST,90026,34.08120011,-118.2763975,"(34.0812001055, -118.276397547)",594,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,473,1297,,8,90
1-870511081,12/31/2017 11:10:00 AM,Bulky Items,Self Service,"14143 W EMELITA ST, 91401",EMELITA,ST,91401,34.17675924,-118.4414631,"(34.1767592434, -118.441463139)",562,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19729,243,948,,7,18
1-870511831,12/31/2017 11:09:00 AM,Bulky Items,Self Service,"3634 N ROYAL WOODS DR, 91403",ROYAL WOODS,DR,91403,34.13673984,-118.4732962,"(34.1367398432, -118.473296217)",561,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19732,339,669,11,6,62
1-870511911,12/31/2017 11:09:00 AM,Bulky Items,Call,"22665 W MACFARLANE DR, 91364",MACFARLANE,DR,91364,34.16245618,-118.6205596,"(34.1624561839, -118.62055964)",559,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,310,1486,,4,49
1-870510721,12/31/2017 11:08:00 AM,Bulky Items,Call,"11913 W LAURELWOOD DR, 91604",LAURELWOOD,DR,91604,34.14213128,-118.3918499,"(34.1421312801, -118.391849893)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,351,1353,,5,84
1-870510561,12/31/2017 11:07:00 AM,Bulky Items,Mobile App,"5214 W LEXINGTON AVE, 90029",LEXINGTON,AVE,90029,34.09317056,-118.3030031,"(34.0931705594, -118.303003066)",593,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23447,429,593,,8,58
1-870510481,12/31/2017 11:07:00 AM,Bulky Items,Self Service,"3634 N ROYAL WOODS DR, 91403",ROYAL WOODS,DR,91403,34.13673984,-118.4732962,"(34.1367398432, -118.473296217)",561,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19732,339,669,11,6,62
1-870505321,12/31/2017 11:03:00 AM,Bulky Items,Call,"19447 W INGOMAR ST, 91335",INGOMAR,ST,91335,34.21212416,-118.5573428,"(34.2121241594, -118.557342772)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,255,1545,,4,12
1-870509164,12/31/2017 11:02:00 AM,Bulky Items,Mobile App,"825 N MAHAR AVE, 90744",MAHAR,AVE,90744,33.78137375,-118.2462647,"(33.781373745, -118.246264741)",794,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,963,807,,15,15
1-870510018,12/31/2017 11:02:00 AM,Bulky Items,Mobile App,"NAPA ST AT FORBES AVE, 91343",,,91343,34.22665833,-118.5000451,"(34.2266583341, -118.50004511)",531,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18914,119,1540,,2,65
1-870506691,12/31/2017 10:59:00 AM,Bulky Items,Mobile App,"1752 N WINONA BLVD, 90027",WINONA,BLVD,90027,34.10331844,-118.3018634,"(34.1033184387, -118.301863421)",593,Central APC,13,Mitch O'Farrell,36,LOS FELIZ NC,HOLLYWOOD,23445,418,470,16,8,3
1-870506611,12/31/2017 10:58:00 AM,Bulky Items,Self Service,"6326 W RIGGS PL, 90045",RIGGS,PL,90045,33.97757603,-118.3972973,"(33.9775760273, -118.397297335)",672,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,932,1148,10,10,16
1-870504191,12/31/2017 10:57:00 AM,Bulky Items,Call,"109 S COMMONWEALTH AVE, 90004",COMMONWEALTH,AVE,90004,34.07308758,-118.2857793,"(34.0730875765, -118.285779331)",634,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC,22721,579,885,16,8,80
1-870502781,12/31/2017 10:55:00 AM,Bulky Items,Self Service,"2154 W 27TH ST, 90018",27TH,ST,90018,34.03069176,-118.3135113,"(34.0306917552, -118.313511276)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,686,919,7,12,19
1-870506191,12/31/2017 10:54:00 AM,Bulky Items,Mobile App,"1500 S PEMBROKE LANE, 90015",PEMBROKE,LANE,90015,34.03753927,-118.2675847,"(34.037539266, -118.267584673)",634,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23076,693,1291,,9,76
1-870502192,12/31/2017 10:54:00 AM,Bulky Items,Mobile App,"3719 W ADAMS BLVD, 90018",ADAMS,BLVD,90018,34.03281436,-118.3255979,"(34.0328143611, -118.325597877)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,659,903,7,12,19
1-870502701,12/31/2017 10:54:00 AM,Bulky Items,Call,"17411 W GILMORE ST, 91406",GILMORE,ST,91406,34.18775227,-118.5126253,"(34.1877522678, -118.512625257)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,260,571,,3,61
1-870505961,12/31/2017 10:53:00 AM,Bulky Items,Self Service,"200 N ROBINSON ST, 90026",ROBINSON,ST,90026,34.07421099,-118.2828895,"(34.0742109893, -118.282889541)",634,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,23444,555,941,,8,80
1-870506051,12/31/2017 10:53:00 AM,Bulky Items,Call,"7734 N GLENOAKS BLVD, 91504",GLENOAKS,BLVD,91504,34.2115915,-118.3465328,"(34.2115914967, -118.346532809)",533,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL,20148,8,1513,,5,21
1-870497721,12/31/2017 10:51:00 AM,Bulky Items,Call,"9363 W MONTE MAR DR, 90035",MONTE MAR,DR,90035,34.04959498,-118.3937563,"(34.0495949828, -118.393756259)",632,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,873,820,,6,95
1-870502301,12/31/2017 10:50:00 AM,Bulky Items,Call,"9363 W MONTE MAR DR, 90035",MONTE MAR,DR,90035,34.04952678,-118.3933291,"(34.0495267825, -118.393329092)",632,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,873,820,,6,95
1-870503901,12/31/2017 10:50:00 AM,Bulky Items,Call,"19212 W FRIAR ST, 91335",FRIAR,ST,91335,34.18554683,-118.5517276,"(34.1855468296, -118.551727568)",530,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,18909,270,889,,4,10
1-870499671,12/31/2017 10:48:00 AM,Bulky Items,Call,"4026 W MONT CLAIR ST, 90018",MONT CLAIR,ST,90018,34.03053776,-118.3309768,"(34.0305377561, -118.330976842)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,662,920,7,12,19
1-870502071,12/31/2017 10:47:00 AM,Bulky Items,Self Service,"17455 W ENADIA WAY, 91406",ENADIA,WAY,91406,34.20015743,-118.5137899,"(34.2001574284, -118.513789877)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,1091,,3,61
1-870501611,12/31/2017 10:47:00 AM,Bulky Items,Mobile App,"6645 N DE SOTO AVE, 91303",DE SOTO,AVE,91303,34.19133856,-118.5887244,"(34.1913385563, -118.588724426)",530,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,4278,293,1107,2,4,49
1-870499000,12/31/2017 10:42:00 AM,Bulky Items,Mobile App,"2616 S MILITARY AVE, 90064",MILITARY,AVE,90064,34.03392577,-118.4295151,"(34.0339257654, -118.429515138)",632,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,888,1251,9,6,75
1-870499321,12/31/2017 10:42:00 AM,Bulky Items,Call,"10833 N ELDORA AVE, 91040",ELDORA,AVE,91040,34.26587394,-118.3150222,"(34.2658739441, -118.315022202)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,12,531,,1,7
1-870501141,12/31/2017 10:40:00 AM,Bulky Items,Mobile App,"7224 N INDEPENDENCE AVE, 91303",INDEPENDENCE,AVE,91303,34.20182357,-118.5905244,"(34.2018235661, -118.590524369)",530,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,271,273,,4,37
1-870501061,12/31/2017 10:40:00 AM,Bulky Items,Call,"23116 W LEONORA DR, 91367",LEONORA,DR,91367,34.16416027,-118.6298675,"(34.164160266, -118.629867513)",559,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,303,1553,,4,49
1-870500891,12/31/2017 10:39:00 AM,Bulky Items,Mobile App,"4400 N FARMDALE AVE, 91602",FARMDALE,AVE,91602,34.15061167,-118.381078,"(34.1506116702, -118.381077972)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8489,344,663,,5,84
1-870496768,12/31/2017 10:37:00 AM,Bulky Items,Mobile App,"7801 N CLEON AVE, 91352",CLEON,AVE,91352,34.21227271,-118.3683204,"(34.2122727147, -118.368320412)",533,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL,19335,165,483,,5,21
1-870496811,12/31/2017 10:33:00 AM,Bulky Items,Self Service,"1537 E MICHIGAN AVE, 90033",MICHIGAN,AVE,90033,34.05007367,-118.220274,"(34.0500736652, -118.220274015)",634,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1033,,9,38
1-870496524,12/31/2017 10:32:00 AM,Bulky Items,Mobile App,"7801 N CLEON AVE, 91352",CLEON,AVE,91352,34.21227271,-118.3683204,"(34.2122727147, -118.368320412)",533,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL,19335,165,483,,5,21
1-870495331,12/31/2017 10:30:00 AM,Bulky Items,Call,"18230 W LOS ALIMOS ST, 91326",LOS ALIMOS,ST,91326,34.265229,-118.5310133,"(34.265228998, -118.531013289)",500,North Valley APC,12,Mitchell Englander,120,NORTHRIDGE EAST,DEVONSHIRE,18905,82,1537,,2,87
1-870495411,12/31/2017 10:30:00 AM,Bulky Items,Call,"5333 N BALBOA BLVD, 91316",BALBOA,BLVD,91316,34.16766489,-118.5013291,"(34.1676648911, -118.501329069)",561,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,4286,325,1495,,6,62
1-870493521,12/31/2017 10:29:00 AM,Bulky Items,Call,"5333 N BALBOA BLVD, 91316",BALBOA,BLVD,91316,34.16766489,-118.5013291,"(34.1676648911, -118.501329069)",561,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,4286,325,1495,,6,62
1-870493381,12/31/2017 10:27:00 AM,Bulky Items,Self Service,"722 S OXFORD AVE, 90005",OXFORD,AVE,90005,34.05898281,-118.3076968,"(34.0589828143, -118.307696817)",633,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,609,638,,12,89
1-870487751,12/31/2017 10:22:00 AM,Bulky Items,Self Service,"4287 N VERDUGO ROAD, 90065",VERDUGO,ROAD,90065,34.12904219,-118.2327139,"(34.1290421905, -118.232713908)",564,East Los Angeles APC,14,Jose Huizar,39,GLASSELL PARK NC,NORTHEAST,24030,382,1436,,9,56
1-870492881,12/31/2017 10:20:00 AM,Bulky Items,Self Service,"1210 N ISABEL ST, 90065",ISABEL,ST,90065,34.09688087,-118.225906,"(34.0968808744, -118.225905986)",594,East Los Angeles APC,1,Gilbert Cedillo,102,GREATER CYPRESS PARK NC,NORTHEAST,24030,380,1364,,11,94
1-870488351,12/31/2017 10:19:00 AM,Bulky Items,Self Service,"130 S STATE ST, 90033",STATE,ST,90033,34.04573913,-118.2178289,"(34.0457391252, -118.21782889)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,521,349,,9,38
1-870488171,12/31/2017 10:16:00 AM,Bulky Items,Call,"2032 W MARTIN LUTHER KING, JR BLVD, 90062","MARTIN LUTHER KING, JR",BLVD,90062,34.01072825,-118.3162474,"(34.0107282456, -118.316247366)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST,24027,732,1017,7,14,35
1-870485311,12/31/2017 10:11:00 AM,Bulky Items,Call,"2032 W MARTIN LUTHER KING, JR BLVD, 90062","MARTIN LUTHER KING, JR",BLVD,90062,34.01066512,-118.3166229,"(34.0106651223, -118.316622891)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST,24027,732,1017,7,14,35
1-870485096,12/31/2017 10:10:00 AM,Bulky Items,Mobile App,"7801 N CLEON AVE, 91352",CLEON,AVE,91352,34.21227271,-118.3683204,"(34.2122727147, -118.368320412)",533,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL,19335,165,483,,5,21
1-870486151,12/31/2017 10:07:00 AM,Bulky Items,Call,"8919 S RAMSGATE AVE, 90045",RAMSGATE,AVE,90045,33.95593948,-118.3828479,"(33.9559394771, -118.382847924)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,934,1070,10,10,16
1-870480751,12/31/2017 10:00:00 AM,Bulky Items,Call,"5126 N COLFAX AVE, 91601",COLFAX,AVE,91601,34.16365305,-118.3876299,"(34.1636530523, -118.387629945)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8488,207,1330,17,5,39
1-870485801,12/31/2017 09:59:00 AM,Bulky Items,Call,"5126 N COLFAX AVE, 91601",COLFAX,AVE,91601,34.16365305,-118.3876299,"(34.1636530523, -118.387629945)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8488,207,1330,17,5,39
1-870483435,12/31/2017 09:59:00 AM,Bulky Items,Mobile App,"25008 S PRESIDENT AVE, 90710",PRESIDENT,AVE,90710,33.79737964,-118.3041738,"(33.7973796385, -118.304173756)",793,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR,26327,948,386,,15,29
1-870484821,12/31/2017 09:58:00 AM,Bulky Items,Call,"7906 S ISIS AVE, 90045",ISIS,AVE,90045,33.96438432,-118.3751988,"(33.9643843202, -118.375198787)",703,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,933,1065,10,10,16
1-870483371,12/31/2017 09:56:00 AM,Bulky Items,Mobile App,"1613 W 251ST ST, 90710",251ST,ST,90710,33.79687173,-118.304826,"(33.7968717261, -118.304825964)",793,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR,26327,948,386,,15,29
1-870481501,12/31/2017 09:50:00 AM,Bulky Items,Call,"7880 S AIRPORT BLVD, 90045",AIRPORT,BLVD,90045,33.96730851,-118.3858203,"(33.9673085125, -118.385820315)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,925,1066,10,10,16
1-870481311,12/31/2017 09:49:00 AM,Bulky Items,Call,"819 S MANHATTAN PL, 90005",MANHATTAN,PL,90005,34.05741167,-118.3103171,"(34.0574116698, -118.31031711)",633,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22722,611,888,,7,86
1-870481401,12/31/2017 09:49:00 AM,Bulky Items,Self Service,"17810 W BESSEMER ST, 91316",BESSEMER,ST,91316,34.18082274,-118.5208931,"(34.1808227377, -118.520893119)",531,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,4286,268,304,,6,62
1-870482221,12/31/2017 09:49:00 AM,Bulky Items,Call,"4563 E CATALPA ST, 90032",CATALPA,ST,90032,34.06338561,-118.1850822,"(34.0633856101, -118.185082172)",635,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,501,771,,9,91
1-870482881,12/31/2017 09:47:00 AM,Bulky Items,Self Service,"2305 S OVERLAND AVE, 90064",OVERLAND,AVE,90064,34.04387821,-118.4265389,"(34.0438782138, -118.426538942)",632,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,24029,869,814,9,6,75
1-870479026,12/31/2017 09:47:00 AM,Bulky Items,Mobile App,"11131 W ALLEGHENY ST, 91352",ALLEGHENY,ST,91352,34.25126139,-118.3739288,"(34.2512613915, -118.37392884)",502,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,19335,155,1222,8,1,9
1-870482141,12/31/2017 09:47:00 AM,Bulky Items,Self Service,"2258 N RIVERDALE AVE, 90031",RIVERDALE,AVE,90031,34.09004275,-118.2357148,"(34.0900427494, -118.235714848)",594,East Los Angeles APC,13,Mitch O'Farrell,43,ELYSIAN VALLEY RIVERSIDE NC,NORTHEAST,23448,478,617,,8,22
1-870478656,12/31/2017 09:45:00 AM,Bulky Items,Mobile App,"3747 N LATROBE ST, 90031",LATROBE,ST,90031,34.09028612,-118.1986073,"(34.0902861151, -118.198607264)",595,East Los Angeles APC,1,Gilbert Cedillo,42,ARROYO SECO NC,HOLLENBECK,23448,490,606,,11,92
1-870479681,12/31/2017 09:44:00 AM,Bulky Items,Self Service,"24025 W VANOWEN ST, 91307",VANOWEN,ST,91307,34.19402558,-118.6494619,"(34.194025576, -118.649461946)",529,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA,4283,302,1476,,2,44
1-870478571,12/31/2017 09:41:00 AM,Bulky Items,Mobile App,"10004 N WEALTHA AVE, 91352",WEALTHA,AVE,91352,34.2518663,-118.373121,"(34.2518663032, -118.373120978)",502,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,19335,155,1222,8,1,9
1-870474446,12/31/2017 09:39:00 AM,Bulky Items,Mobile App,"10110 N WEALTHA AVE, 91352",WEALTHA,AVE,91352,34.25400167,-118.375321,"(34.2540016683, -118.375321011)",502,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,19335,155,1222,8,1,9
1-870470753,12/31/2017 09:39:00 AM,Bulky Items,Mobile App,"7900 W 79TH ST, 90293",79TH,ST,90293,33.96265469,-118.4352622,"(33.962654686, -118.435262182)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,25075,929,1141,10,10,16
1-870473314,12/31/2017 09:38:00 AM,Bulky Items,Mobile App,"14344 W FOOTHILL BLVD, 91342",FOOTHILL,BLVD,91342,34.31915753,-118.4475304,"(34.3191575331, -118.44753036)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-870471411,12/31/2017 09:29:00 AM,Bulky Items,Call,"4635 S LINDBLADE DR, 90230",LINDBLADE,DR,90230,33.99246803,-118.4174225,"(33.9924680256, -118.417422542)",672,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,922,833,10,10,85
1-870471111,12/31/2017 09:25:00 AM,Bulky Items,Call,"558 N FAIRVIEW AVE, 90033",FAIRVIEW,AVE,90033,34.05370486,-118.220665,"(34.0537048611, -118.220665032)",634,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1033,,9,38
1-870472831,12/31/2017 09:25:00 AM,Bulky Items,Mobile App,"3144 W PERLITA AVE, 90039",PERLITA,AVE,90039,34.11238302,-118.2511377,"(34.1123830156, -118.251137652)",594,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST,23670,392,583,,8,42
1-870468361,12/31/2017 09:20:00 AM,Bulky Items,Call,"6311 E MONTEREY ROAD, 90042",MONTEREY,ROAD,90042,34.10883035,-118.1815081,"(34.1088303519, -118.181508058)",595,East Los Angeles APC,14,Jose Huizar,126,HERMON NC,HOLLENBECK,23673,373,842,,9,92
1-870468131,12/31/2017 09:19:00 AM,Bulky Items,Call,"3915 N MONTEREY ROAD, 90032",MONTEREY,ROAD,90032,34.09220473,-118.1895375,"(34.092204734, -118.189537479)",595,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,498,384,,9,91
1-870468261,12/31/2017 09:19:00 AM,Bulky Items,Call,"HAZELTINE AVE AT VALERIO ST, 91405",,,91405,34.20481324,-118.4400365,"(34.204813242, -118.440036454)",532,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,215,458,,5,18
1-870467987,12/31/2017 09:18:00 AM,Bulky Items,Mobile App,"2326 W JAMES M. WOOD BLVD, 90006",JAMES M. WOOD,BLVD,90006,34.0545833,-118.2819931,"(34.0545832964, -118.281993119)",634,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,22723,572,867,,11,63
1-870465231,12/31/2017 09:16:00 AM,Bulky Items,Call,"17540 W HIAWATHA ST, 91344",HIAWATHA,ST,91344,34.25921797,-118.5169892,"(34.2592179714, -118.516989165)",501,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,83,1534,,2,79
1-870464101,12/31/2017 09:14:00 AM,Bulky Items,Self Service,"18500 W SHERMAN WAY, 91335",SHERMAN,WAY,91335,34.2009641,-118.536257,"(34.2009640982, -118.536256981)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,250,308,,4,12
