SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-2155030001,01/01/2022 07:23:04 AM,01/04/2022 11:30:44 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/04/2022 12:00:00 AM,01/04/2022 05:02:25 PM,Y,N,"6631 N FIGUEROA ST, 90042",6631,N,FIGUEROA,ST,90042,34.1229549897,-118.185281048,"(34.1229549897, -118.185281048)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-2155030941,01/01/2022 07:23:45 AM,01/04/2022 08:42:09 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,NC,01/04/2022 12:00:00 AM,01/04/2022 08:40:59 AM,Y,N,"6631 N FIGUEROA ST, 90042",6631,N,FIGUEROA,ST,90042,34.1229549897,-118.185281048,"(34.1229549897, -118.185281048)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-2155034491,01/01/2022 07:24:35 AM,01/04/2022 08:57:41 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/04/2022 12:00:00 AM,01/04/2022 05:01:51 PM,Y,N,"6165 E MYOSOTIS ST, 90042",6165,E,MYOSOTIS,ST,90042,34.1222483329,-118.184047076,"(34.1222483329, -118.184047076)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-2155034651,01/01/2022 07:29:27 AM,01/02/2022 11:26:11 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,GAPBH,01/02/2022 11:26:09 AM,01/02/2022 11:26:11 AM,Y,N,"747 S HILL ST, 90014",747,S,HILL,ST,90014,34.0448989384,-118.255696596,"(34.0448989384, -118.255696596)",634,E,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-2155034741,01/01/2022 07:33:57 AM,01/12/2022 07:59:42 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,NC,01/10/2022 12:00:00 AM,01/12/2022 07:59:28 PM,Y,,"WILLOUGHBY AVE AT LA BREA AVE, 90038",,,,,90038,34.0870660991,-118.344097863,"(34.0870660991, -118.344097863)",593,D,6,Central APC,13,Mitch O'Farrell,119,Greater Wilshire,WILSHIRE
1-2155035531,01/01/2022 07:38:56 AM,01/02/2022 12:16:41 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NDFY,01/02/2022 12:16:39 PM,01/02/2022 12:16:40 PM,Y,,"13231 W VICTORY BLVD, 91401",13231,W,VICTORY,BLVD,91401,34.1868236245,-118.421467642,"(34.1868236245, -118.421467642)",532,D,6,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,VAN NUYS
1-2155035581,01/01/2022 07:40:34 AM,01/05/2022 04:45:42 AM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,WEST,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,Y,,"400 N CASCADA WAY, 90049",400,N,CASCADA,WAY,90049,34.07928081,-118.46065891,"(34.07928081, -118.46065891)",591,J,7,West Los Angeles APC,5,Paul Koretz,64,Bel Air-Beverly Crest,WEST LOS ANGELES
1-2155031391,01/01/2022 07:42:46 AM,01/03/2022 09:07:36 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,NC,01/03/2022 12:00:00 AM,01/03/2022 10:57:49 AM,Y,,"4589 E VIA MARISOL, 90042",4589,E,VIA MARISOL,,90042,34.098777571,-118.182118795,"(34.098777571, -118.182118795)",595,E,4,East Los Angeles APC,14,Kevin de León,42,Arroyo Seco,HOLLENBECK
1-2155034961,01/01/2022 07:44:23 AM,01/06/2022 08:06:07 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,SLA,01/05/2022 12:00:00 AM,01/06/2022 08:05:59 AM,Y,N,"173 E 35TH ST, 90011",173,E,35TH,ST,90011,34.0168575721,-118.270769479,"(34.0168575721, -118.270769479)",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,South Central,NEWTON
1-2155036751,01/01/2022 07:46:10 AM,01/08/2022 11:26:27 AM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,WV,01/07/2022 12:00:00 AM,01/08/2022 11:24:50 AM,Y,,"7231 N JORDAN AVE, 91303",7231,N,JORDAN,AVE,91303,34.202087056,-118.603140893,"(34.202087056, -118.603140893)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155035071,01/01/2022 07:47:34 AM,01/08/2022 08:14:34 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,WV,01/07/2022 12:00:00 AM,01/08/2022 08:13:51 AM,Y,,"7231 N JORDAN AVE, 91303",7231,N,JORDAN,AVE,91303,34.202087056,-118.603140893,"(34.202087056, -118.603140893)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155035141,01/01/2022 07:52:05 AM,01/01/2022 08:05:34 AM,SR Created,ITA,Feedback,Closed,Mobile App,Self Service,iOS,N,,,01/01/2022 08:05:32 AM,Y,N,"7231 N JORDAN AVE, 91303",7231,N,JORDAN,AVE,91303,34.202087056,-118.603140893,"(34.202087056, -118.603140893)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155035821,01/01/2022 07:53:04 AM,01/01/2022 08:06:46 AM,SR Created,ITA,Other,Closed,Mobile App,Self Service,iOS,N,,,01/01/2022 08:06:45 AM,Y,,"7231 N JORDAN AVE, 91303",7231,N,JORDAN,AVE,91303,34.202087056,-118.603140893,"(34.202087056, -118.603140893)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155037001,01/01/2022 07:56:24 AM,01/08/2022 08:18:03 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,WV,01/07/2022 12:00:00 AM,01/08/2022 08:15:26 AM,Y,,"7259 N JORDAN AVE, 91303",7259,N,JORDAN,AVE,91303,34.2026386843,-118.603035218,"(34.2026386843, -118.603035218)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155035911,01/01/2022 07:58:10 AM,01/08/2022 08:17:52 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,WV,01/07/2022 12:00:00 AM,01/08/2022 08:14:34 AM,Y,,"7259 N JORDAN AVE, 91303",7259,N,JORDAN,AVE,91303,34.2026386843,-118.603035218,"(34.2026386843, -118.603035218)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155038761,01/01/2022 08:01:27 AM,01/01/2022 08:06:44 AM,SR Created,ITA,Other,Closed,Mobile App,Self Service,iOS,N,,,01/01/2022 08:06:42 AM,Y,,"7227 N JORDAN AVE, 91303",7227,N,JORDAN,AVE,91303,34.2017972167,-118.603159446,"(34.2017972167, -118.603159446)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155038861,01/01/2022 08:03:29 AM,01/03/2022 02:11:11 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/03/2022 12:00:00 AM,01/03/2022 01:19:59 PM,Y,N,"552 S ST LOUIS ST, 90033",552,S,ST LOUIS,ST,90033,34.0398152472,-118.216830508,"(34.0398152472, -118.216830508)",635,A,5,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-2155036001,01/01/2022 08:04:28 AM,01/01/2022 08:07:13 AM,SR Created,ITA,Feedback,Closed,Mobile App,Self Service,iOS,N,,,01/01/2022 08:07:12 AM,Y,N,"7227 N JORDAN AVE, 91303",7227,N,JORDAN,AVE,91303,34.2017972167,-118.603159446,"(34.2017972167, -118.603159446)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155037211,01/01/2022 08:04:51 AM,01/03/2022 04:24:38 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 11:29:14 AM,Y,,"12307 W LUCILE ST, 90230",12307,W,LUCILE,ST,90230,33.9835203445,-118.41060112,"(33.9835203445, -118.41060112)",672,F,6,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-2155036121,01/01/2022 08:06:35 AM,01/08/2022 08:14:45 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,WV,01/07/2022 12:00:00 AM,01/08/2022 08:13:41 AM,Y,,"7227 N JORDAN AVE, 91303",7227,N,JORDAN,AVE,91303,34.2017972167,-118.603159446,"(34.2017972167, -118.603159446)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155039051,01/01/2022 08:06:44 AM,01/03/2022 04:01:26 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,HB,01/03/2022 12:00:00 AM,01/03/2022 02:24:19 PM,Y,N,"808 W 156TH ST, 90247",808,W,156TH,ST,90247,33.8898363612,-118.28980278,"(33.8898363612, -118.28980278)",734,B,5,Harbor APC,15,Joe Buscaino,90,Harbor Gateway North,SOUTHEAST
1-2155036191,01/01/2022 08:08:26 AM,01/11/2022 05:37:40 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,WV,01/04/2022 12:00:00 AM,01/11/2022 05:35:37 PM,Y,,"11263 N BALBOA BLVD, 91344",11263,N,BALBOA,BLVD,91344,34.2753896434,-118.502452123,"(34.2753896434, -118.502452123)",501,C,1,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-2155036211,01/01/2022 08:08:37 AM,01/01/2022 01:56:28 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,ITA,,N,HB,,01/01/2022 01:56:28 PM,Y,N,"246 E 77TH ST, 90003",246,E,77TH,ST,90003,33.969529099,-118.270191704,"(33.969529099, -118.270191704)",704,D,1,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-2155039691,01/01/2022 08:09:03 AM,01/01/2022 08:09:07 AM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Self Service,iOS,Y,GAP,,,Y,,"WHITNALL HWY AT CLEON AVE, 91606",,,,,91606,34.1816393514,-118.368124812,"(34.1816393514, -118.368124812)",533,A,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155037371,01/01/2022 08:09:09 AM,01/04/2022 04:28:18 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WV,01/03/2022 12:00:00 AM,01/04/2022 04:25:12 PM,Y,N,"19507 W EMPIRE LANE, 91324",19507,W,EMPIRE,LANE,91324,34.2383972705,-118.558322893,"(34.2383972705, -118.558322893)",500,F,7,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-2155037391,01/01/2022 08:09:15 AM,01/06/2022 04:19:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 04:14:18 PM,Y,N,"1089 S CLOVERDALE AVE, 90019",1089,S,CLOVERDALE,AVE,90019,34.0549227185,-118.349082542,"(34.0549227185, -118.349082542)",633,C,3,Central APC,10,Office of District 10,60,P.I.C.O.,WILSHIRE
1-2155039741,01/01/2022 08:10:12 AM,01/04/2022 08:03:46 AM,SR Created,BSS,Feedback,Cancelled,Mobile App,Self Service,iOS,N,,,01/04/2022 08:03:45 AM,Y,N,"7240 N VASSAR AVE, 91303",7240,N,VASSAR,AVE,91303,34.2021420874,-118.604274182,"(34.2021420874, -118.604274182)",530,A,5,South Valley APC,3,Bob Blumenfield,13,Canoga Park,TOPANGA
1-2155039311,01/01/2022 08:14:01 AM,01/05/2022 11:13:24 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NDFY,01/05/2022 11:13:22 AM,01/05/2022 11:13:23 AM,Y,,"10853 W MAGNOLIA BLVD, 91601",10853,W,MAGNOLIA,BLVD,91601,34.1650308151,-118.367787795,"(34.1650308151, -118.367787795)",563,A,2,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155042411,01/01/2022 08:14:27 AM,01/03/2022 07:15:04 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/03/2022 12:00:00 AM,01/03/2022 07:14:57 AM,Y,,"143 W AVENUE 29, 90031",143,W,AVENUE 29,,90031,34.0803850639,-118.216170886,"(34.0803850639, -118.216170886)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-2155039901,01/01/2022 08:15:25 AM,01/06/2022 08:17:51 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,Y,NC,01/06/2022 12:00:00 AM,01/06/2022 08:14:35 AM,Y,N,"1320 N NORMANDIE AVE, 90027",1320,N,NORMANDIE,AVE,90027,34.0959055527,-118.300175754,"(34.0959055527, -118.300175754)",593,J,5,Central APC,13,Mitch O'Farrell,34,East Hollywood,NORTHEAST
1-2155039981,01/01/2022 08:17:28 AM,01/04/2022 05:54:23 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2022 12:00:00 AM,01/04/2022 08:42:53 AM,Y,,"10600 W CHANDLER BLVD, 91601",10600,W,CHANDLER,BLVD,91601,34.1686011792,-118.361620705,"(34.1686011792, -118.361620705)",563,B,2,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155041661,01/01/2022 08:17:36 AM,01/04/2022 11:46:56 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2022 12:00:00 AM,01/04/2022 11:39:47 AM,Y,,"5236 N CLEON AVE, 91601",5236,N,CLEON,AVE,91601,34.1660536449,-118.368497195,"(34.1660536449, -118.368497195)",563,A,2,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155043451,01/01/2022 08:17:37 AM,01/06/2022 08:16:00 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,Y,NC,01/06/2022 12:00:00 AM,01/06/2022 08:09:37 AM,Y,N,"1419 N KINGSLEY DR, 90027",1419,N,KINGSLEY,DR,90027,34.0971720793,-118.303311967,"(34.0971720793, -118.303311967)",593,J,5,Central APC,13,Mitch O'Farrell,34,East Hollywood,HOLLYWOOD
1-2155042671,01/01/2022 08:22:22 AM,01/04/2022 03:16:56 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,HB,01/04/2022 12:00:00 AM,01/04/2022 03:13:35 PM,Y,N,"1052 W UPLAND AVE, 90732",1052,W,UPLAND,AVE,90732,33.7503205135,-118.300330892,"(33.7503205135, -118.300330892)",824,A,3,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-2155042691,01/01/2022 08:22:59 AM,01/06/2022 12:32:40 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,NDFY,01/06/2022 12:32:39 PM,01/06/2022 12:32:40 PM,Y,,"7144 N ETHEL AVE, 91605",7144,N,ETHEL,AVE,91605,34.2006653705,-118.418053105,"(34.2006653705, -118.418053105)",532,D,5,South Valley APC,2,Paul Krekorian,22,North Hollywood West,NORTH HOLLYWOOD
1-2155040151,01/01/2022 08:24:30 AM,01/06/2022 07:21:37 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,EV,01/06/2022 12:00:00 AM,01/06/2022 10:50:53 AM,Y,N,"15020 W SATICOY ST, 91405",15020,W,SATICOY,ST,91405,34.2083430943,-118.460126609,"(34.2083430943, -118.460126609)",531,H,4,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-2155040211,01/01/2022 08:25:36 AM,01/04/2022 04:07:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,HB,01/04/2022 12:00:00 AM,01/04/2022 04:04:43 PM,Y,,"1221 W 251ST ST, 90710",1221,W,251ST,ST,90710,33.796835266,-118.298340307,"(33.796835266, -118.298340307)",794,A,4,Harbor APC,15,Joe Buscaino,92,Harbor City,HARBOR
1-2155042821,01/01/2022 08:25:53 AM,01/06/2022 07:38:57 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/06/2022 12:00:00 AM,01/06/2022 12:01:02 PM,Y,N,"7438 N KESTER AVE, 91405",7438,N,KESTER,AVE,91405,34.2060206728,-118.457330133,"(34.2060206728, -118.457330133)",531,J,4,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-2155040281,01/01/2022 08:26:57 AM,01/04/2022 04:08:08 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,HB,01/04/2022 12:00:00 AM,01/04/2022 04:04:11 PM,Y,,"1221 W 251ST ST, 90710",1221,W,251ST,ST,90710,33.796835266,-118.298340307,"(33.796835266, -118.298340307)",794,A,4,Harbor APC,15,Joe Buscaino,92,Harbor City,HARBOR
1-2155042911,01/01/2022 08:27:38 AM,01/04/2022 04:07:57 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,HB,01/04/2022 12:00:00 AM,01/04/2022 04:04:03 PM,Y,,"1221 W 251ST ST, 90710",1221,W,251ST,ST,90710,33.796835266,-118.298340307,"(33.796835266, -118.298340307)",794,A,4,Harbor APC,15,Joe Buscaino,92,Harbor City,HARBOR
1-2155040341,01/01/2022 08:27:45 AM,01/07/2022 04:35:35 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/06/2022 12:00:00 AM,01/06/2022 10:51:47 AM,Y,N,"VISTA DEL MONTE AVE AT VALERIO ST, 91405",,,,,91405,34.2048179621,-118.450093419,"(34.2048179621, -118.450093419)",532,A,4,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-2155042981,01/01/2022 08:30:09 AM,01/04/2022 11:12:22 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,HB,01/04/2022 12:00:00 AM,01/04/2022 11:07:06 AM,Y,N,"714 N HAWAIIAN AVE, 90744",714,N,HAWAIIAN,AVE,90744,33.7779802193,-118.276578118,"(33.7779802193, -118.276578118)",794,D,6,Harbor APC,15,Joe Buscaino,93,Wilmington,HARBOR
1-2155043921,01/01/2022 08:30:27 AM,02/06/2022 12:31:09 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,WLA,01/10/2022 12:00:00 AM,02/06/2022 12:28:24 PM,Y,,"11961 W VENICE BLVD, 90066",11961,W,VENICE,BLVD,90066,34.0066888202,-118.428586118,"(34.0066888202, -118.428586118)",672,C,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155044001,01/01/2022 08:32:40 AM,01/06/2022 08:22:39 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,NC,01/06/2022 12:00:00 AM,01/06/2022 08:20:10 AM,Y,,"160 S GRAMERCY PL, 90004",160,S,GRAMERCY,PL,90004,34.071347249,-118.31235073,"(34.071347249, -118.31235073)",633,H,1,Central APC,13,Mitch O'Farrell,119,Greater Wilshire,OLYMPIC
1-2155044471,01/01/2022 08:32:50 AM,01/04/2022 12:55:09 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,HB,01/04/2022 12:00:00 AM,01/04/2022 12:52:50 PM,Y,N,"714 N HAWAIIAN AVE, 90744",714,N,HAWAIIAN,AVE,90744,33.7781615054,-118.276548268,"(33.7781615054, -118.276548268)",794,D,6,Harbor APC,15,Joe Buscaino,93,Wilmington,HARBOR
1-2155042181,01/01/2022 08:33:38 AM,01/04/2022 11:49:12 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2022 12:00:00 AM,01/04/2022 11:45:45 AM,Y,,"12950 W HARTLAND ST, 91605",12950,W,HARTLAND,ST,91605,34.1947048077,-118.415581099,"(34.1947048077, -118.415581099)",532,E,5,South Valley APC,2,Paul Krekorian,22,North Hollywood West,NORTH HOLLYWOOD
1-2155044061,01/01/2022 08:34:09 AM,01/07/2022 12:09:20 AM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Self Service,iOS,Y,NC,01/06/2022 12:00:00 AM,01/06/2022 02:14:49 PM,Y,,"160 S GRAMERCY PL, 90004",160,S,GRAMERCY,PL,90004,34.071347249,-118.31235073,"(34.071347249, -118.31235073)",633,H,1,Central APC,13,Mitch O'Farrell,119,Greater Wilshire,OLYMPIC
1-2155044561,01/01/2022 08:34:41 AM,01/06/2022 08:48:54 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 04:42:19 PM,Y,,"711 N FORMOSA AVE, 90046",711,N,FORMOSA,AVE,90046,34.0839602256,-118.34639066,"(34.0839602256, -118.34639066)",593,D,6,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155044581,01/01/2022 08:34:53 AM,01/01/2022 02:05:06 PM,SR Created,ITA,Other,Closed,Self Service,Self Service,,N,,,01/01/2022 02:05:05 PM,Y,N,"26239 S ATHENA AVE, 90710",26239,S,ATHENA,AVE,90710,33.7840493874,-118.305154241,"(33.7840493874, -118.305154241)",793,J,6,Harbor APC,15,Joe Buscaino,92,Harbor City,HARBOR
1-2155042311,01/01/2022 08:38:32 AM,01/04/2022 10:47:07 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2022 12:00:00 AM,01/04/2022 10:46:28 AM,Y,,"5455 N TROOST AVE, 91601",5455,N,TROOST,AVE,91601,34.1701243257,-118.386733665,"(34.1701243257, -118.386733665)",562,H,2,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-2155042361,01/01/2022 08:40:07 AM,01/03/2022 11:03:07 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WV,01/03/2022 12:00:00 AM,01/03/2022 08:45:26 AM,Y,N,"8356 N CANBY PL, 91325",8356,N,CANBY,PL,91325,34.2224554351,-118.535048811,"(34.2224554351, -118.535048811)",530,J,2,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-2155044241,01/01/2022 08:41:39 AM,01/05/2022 02:14:05 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NDFY,01/05/2022 02:14:02 PM,01/05/2022 02:14:04 PM,Y,,"CHANDLER BLVD AT HOLLYWOOD FRWY, 91601",,,,,91601,34.1683604783,-118.384404982,"(34.1683604783, -118.384404982)",562,H,2,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-2155046421,01/01/2022 08:42:46 AM,01/07/2022 03:49:05 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 04:27:23 PM,Y,N,"5562 W EDGEWOOD PL, 90019",5562,W,EDGEWOOD,PL,90019,34.0543664466,-118.354139454,"(34.0543664466, -118.354139454)",633,C,4,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155044321,01/01/2022 08:43:38 AM,01/07/2022 02:33:05 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/06/2022 12:00:00 AM,01/06/2022 10:16:31 AM,Y,N,"4524 W KINGSWELL AVE, 90027",4524,W,KINGSWELL,AVE,90027,34.1024663719,-118.288440724,"(34.1024663719, -118.288440724)",594,A,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-2155046471,01/01/2022 08:44:10 AM,01/01/2022 08:44:14 AM,SR Created,OCB,Graffiti Removal,Open,Mobile App,Self Service,iOS,N,GAP,,,Y,,"COLFAX AVE AT ALBERS ST, 91607",,,,,91607,34.1703240104,-118.387806529,"(34.1703240104, -118.387806529)",562,H,2,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-2155043381,01/01/2022 08:45:43 AM,01/04/2022 07:31:00 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/04/2022 12:00:00 AM,01/04/2022 01:16:39 PM,Y,N,"11205 N SIERRA PASS PL, 91311",11205,N,SIERRA PASS,PL,91311,34.2742313296,-118.609679622,"(34.2742313296, -118.609679622)",499,J,2,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-2155048421,01/01/2022 08:46:21 AM,01/05/2022 01:03:08 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,WV,01/04/2022 12:00:00 AM,01/04/2022 11:20:58 AM,Y,N,"11205 N SIERRA PASS PL, 91311",11205,N,SIERRA PASS,PL,91311,34.2742313296,-118.609679622,"(34.2742313296, -118.609679622)",499,J,2,North Valley APC,12,John Lee,99,Chatsworth,DEVONSHIRE
1-2155048481,01/01/2022 08:47:41 AM,01/07/2022 12:02:38 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/06/2022 12:00:00 AM,01/06/2022 11:52:09 AM,Y,N,"4442 W KINGSWELL AVE, 90027",4442,W,KINGSWELL,AVE,90027,34.1025817539,-118.286752605,"(34.1025817539, -118.286752605)",594,B,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-2155044931,01/01/2022 08:47:58 AM,01/07/2022 06:23:59 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2022 12:00:00 AM,01/07/2022 04:16:14 PM,Y,,"354 N RIDGEWOOD PL, 90004",354,N,RIDGEWOOD,PL,90004,34.0774247621,-118.314517697,"(34.0774247621, -118.314517697)",593,G,7,Central APC,13,Mitch O'Farrell,119,Greater Wilshire,OLYMPIC
1-2155047491,01/01/2022 08:47:59 AM,01/04/2022 11:44:57 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 11:40:39 AM,Y,N,"4954 N SANCOLA AVE, 91601",4954,N,SANCOLA,AVE,91601,34.160824766,-118.353860275,"(34.160824766, -118.353860275)",563,C,3,South Valley APC,2,Paul Krekorian,28,Greater Toluca Lake,NORTH HOLLYWOOD
1-2155044951,01/01/2022 08:48:18 AM,01/03/2022 02:46:15 PM,SR Created,LASAN,Illegal Dumping Pickup,Pending,Mobile App,Self Service,Android,N,WPD Enforcement,,,Y,N,"9100 S COMPTON AVE, 90002",9100,S,COMPTON,AVE,90002,33.9542165161,-118.247378367,"(33.9542165161, -118.247378367)",704,F,3,South Los Angeles APC,15,Joe Buscaino,88,Watts,SOUTHEAST
1-2155045001,01/01/2022 08:48:50 AM,01/05/2022 11:46:26 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,HB,01/05/2022 12:00:00 AM,01/05/2022 03:13:16 PM,Y,N,"1221 W 27TH ST, 90731",1221,W,27TH,ST,90731,33.7198090544,-118.302961086,"(33.7198090544, -118.302961086)",854,A,1,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
