SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831636951,12/31/2020 04:33:30 PM,01/04/2021 05:56:10 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 09:40:10 AM,Y,N,"7900 S CROYDON AVE, 90045",7900,S,CROYDON,AVE,90045,33.9665406363,-118.392289893,"(33.9665406363, -118.392289893)",702,H,2,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831635651,12/31/2020 04:33:25 PM,01/02/2021 11:38:38 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 11:35:58 AM,Y,,"1010 E 97TH ST, 90002",1010,E,97TH,ST,90002,33.9482813068,-118.257460182,"(33.9482813068, -118.257460182)",704,E,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831635461,12/31/2020 04:32:33 PM,01/02/2021 07:08:18 AM,SR Created,LASAN,Bulky Items,Closed,Call,ITA,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 07:05:01 AM,Y,N,"984 S OXFORD AVE, 90006",984,S,OXFORD,AVE,90006,34.0530397151,-118.307330218,"(34.0530397151, -118.307330218)",633,H,4,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831635391,12/31/2020 04:32:25 PM,01/04/2021 02:25:51 PM,SR Created,OCB,Graffiti Removal,Cancelled,Call,ITA,,N,CCAC,01/04/2021 12:00:00 AM,01/04/2021 02:25:51 PM,Y,N,"1501 N NORTH MAIN ST, 90012",1501,N,NORTH MAIN,ST,90012,34.0663711236,-118.228940173,"(34.0663711236, -118.228940173)",634,H,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831634681,12/31/2020 04:32:07 PM,01/04/2021 03:56:47 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 03:55:11 PM,Y,,"6411 S OCEAN FRONT WALK, 90293",6411,S,OCEAN FRONT,WALK,90293,33.9609680578,-118.452842711,"(33.9609680578, -118.452842711)",702,A,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831634471,12/31/2020 04:30:58 PM,01/02/2021 07:26:04 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:25:17 AM,Y,N,"10818 S GORMAN AVE, 90059",10818,S,GORMAN,AVE,90059,33.9366496305,-118.231267589,"(33.9366496305, -118.231267589)",704,H,6,South Los Angeles APC,15,Joe Buscaino,88,Watts,SOUTHEAST
1-1831630721,12/31/2020 04:30:49 PM,01/01/2021 09:25:38 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,LASAN,,N,NC,,01/01/2021 09:25:32 AM,Y,N,"1720 W CLINTON ST, 90026",1720,W,CLINTON,ST,90026,34.0722580042,-118.262768511,"(34.0722580042, -118.262768511)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,RAMPART
1-1831635011,12/31/2020 04:30:21 PM,01/02/2021 04:04:10 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:51:37 AM,Y,N,"14715 W CLYMER ST, 91345",14715,W,CLYMER,ST,91345,34.2627744932,-118.452660587,"(34.2627744932, -118.452660587)",501,J,3,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831634311,12/31/2020 04:30:03 PM,01/04/2021 05:42:14 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 05:39:34 PM,Y,N,"7761 W ST BERNARD ST, 90293",7761,W,ST BERNARD,ST,90293,33.9551543609,-118.434079263,"(33.9551543609, -118.434079263)",702,C,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831634171,12/31/2020 04:29:18 PM,01/02/2021 12:23:35 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,Y,EV,01/02/2021 12:00:00 AM,01/02/2021 12:19:01 PM,Y,N,"9920 N SEPULVEDA BLVD, 91345",9920,N,SEPULVEDA,BLVD,91345,34.2506469835,-118.467202556,"(34.2506469835, -118.467202556)",501,H,5,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831629871,12/31/2020 04:29:09 PM,01/04/2021 08:00:51 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,EV,01/04/2021 12:00:00 AM,01/04/2021 05:50:59 PM,Y,N,"14307 W RAVEN ST, 91342",14307,W,RAVEN,ST,91342,34.3021086113,-118.44478339,"(34.3021086113, -118.44478339)",482,A,5,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831633131,12/31/2020 04:28:55 PM,01/02/2021 07:29:03 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:47:21 AM,Y,N,"11150 N GLENOAKS BLVD, 91331",11150,N,GLENOAKS,BLVD,91331,34.2722417591,-118.409854033,"(34.2722417591, -118.409854033)",502,E,2,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831634001,12/31/2020 04:28:20 PM,01/02/2021 11:03:50 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 10:59:46 AM,Y,N,"137 S HIGHLAND AVE, 90036",137,S,HIGHLAND,AVE,90036,34.0724565074,-118.338789465,"(34.0724565074, -118.338789465)",633,E,1,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831630451,12/31/2020 04:28:06 PM,01/06/2021 11:03:20 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,SLA,01/06/2021 12:00:00 AM,01/06/2021 10:42:32 AM,Y,,"132 E 59TH PL, 90003",132,E,59TH,PL,90003,33.9859356164,-118.272735612,"(33.9859356164, -118.272735612)",674,C,6,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,NEWTON
1-1831630411,12/31/2020 04:27:44 PM,01/02/2021 07:28:50 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:47:46 AM,Y,N,"11150 N GLENOAKS BLVD, 91331",11150,N,GLENOAKS,BLVD,91331,34.2722417591,-118.409854033,"(34.2722417591, -118.409854033)",502,E,2,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831629681,12/31/2020 04:27:41 PM,01/04/2021 08:24:54 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/02/2021 10:13:13 AM,01/04/2021 08:24:53 PM,Y,N,"14455 W VENTURA BLVD, 91423",14455,W,VENTURA,BLVD,91423,34.1510092669,-118.448304251,"(34.1510092669, -118.448304251)",562,A,4,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831633901,12/31/2020 04:27:41 PM,01/04/2021 10:13:01 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2021 12:00:00 AM,01/04/2021 08:42:19 AM,Y,N,"14307 W RAVEN ST, 91342",14307,W,RAVEN,ST,91342,34.3021086113,-118.44478339,"(34.3021086113, -118.44478339)",482,A,5,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831628871,12/31/2020 04:27:24 PM,01/04/2021 05:43:37 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 05:40:14 PM,Y,N,"7607 W ST BERNARD ST, 90293",7607,W,ST BERNARD,ST,90293,33.9560905591,-118.431852872,"(33.9560905591, -118.431852872)",702,C,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831630271,12/31/2020 04:26:23 PM,01/02/2021 11:51:27 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 11:43:52 AM,Y,,"3324 S CASTLE HEIGHTS AVE, 90034",3324,S,CASTLE HEIGHTS,AVE,90034,34.0305990095,-118.400060996,"(34.0305990095, -118.400060996)",632,G,7,West Los Angeles APC,5,Paul Koretz,61,South Robertson,WEST LOS ANGELES
1-1831630251,12/31/2020 04:26:22 PM,01/04/2021 11:54:19 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 06:35:00 PM,Y,N,"7733 W ST BERNARD ST, 90293",7733,W,ST BERNARD,ST,90293,33.9553959546,-118.43301334,"(33.9553959546, -118.43301334)",702,C,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831627701,12/31/2020 04:25:51 PM,01/04/2021 10:26:47 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/04/2021 12:00:00 AM,01/04/2021 01:59:57 PM,Y,N,"18646 W NAPA ST, 91324",18646,W,NAPA,ST,91324,34.2262985306,-118.539842567,"(34.2262985306, -118.539842567)",530,H,1,North Valley APC,12,John Lee,124,Northridge South,DEVONSHIRE
1-1831630151,12/31/2020 04:25:38 PM,01/02/2021 02:04:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 02:01:25 PM,Y,N,"137 S HIGHLAND AVE, 90036",137,S,HIGHLAND,AVE,90036,34.0724565074,-118.338789465,"(34.0724565074, -118.338789465)",633,E,1,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831628561,12/31/2020 04:25:34 PM,01/03/2021 01:41:12 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,WV,01/02/2021 12:00:00 AM,01/03/2021 01:40:36 PM,Y,N,"21510 W MARCHENA ST, 91364",21510,W,MARCHENA,ST,91364,34.1577208137,-118.598790785,"(34.1577208137, -118.598790785)",560,B,4,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831629331,12/31/2020 04:25:14 PM,01/04/2021 05:28:30 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 05:22:29 PM,Y,N,"7733 W ST BERNARD ST, 90293",7733,W,ST BERNARD,ST,90293,33.9553959546,-118.43301334,"(33.9553959546, -118.43301334)",702,C,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831627571,12/31/2020 04:24:49 PM,01/02/2021 11:34:26 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 11:31:28 AM,Y,N,"21510 W MARCHENA ST, 91364",21510,W,MARCHENA,ST,91364,34.1577208137,-118.598790785,"(34.1577208137, -118.598790785)",560,B,4,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831627511,12/31/2020 04:24:23 PM,01/04/2021 02:12:36 PM,SR Created,OCB,Graffiti Removal,Closed,Email,ITA,,Y,CCAC,01/04/2021 02:12:10 PM,01/04/2021 02:12:36 PM,Y,N,"1212 W WILSHIRE BLVD, 90017",1212,W,WILSHIRE,BLVD,90017,34.0530728159,-118.265487395,"(34.0530728159, -118.265487395)",634,D,4,Central APC,1,Gilbert Cedillo,52,Downtown Los Angeles,RAMPART
1-1831625661,12/31/2020 04:21:35 PM,01/04/2021 04:22:11 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 10:07:28 AM,Y,,"10340 N PLAINVIEW AVE, 91042",10340,N,PLAINVIEW,AVE,91042,34.2571251387,-118.297843467,"(34.2571251387, -118.297843467)",503,J,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831628981,12/31/2020 04:21:28 PM,01/04/2021 02:51:36 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,CCAC,01/04/2021 12:00:00 AM,01/04/2021 02:51:35 PM,Y,N,"SCOTT AVE AT ALVARADO ST, 90026",,,,,90026,34.0821562771,-118.260725323,"(34.0821562771, -118.260725323)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,Echo Park,NORTHEAST
1-1831628001,12/31/2020 04:21:12 PM,01/08/2021 04:06:31 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/07/2021 12:00:00 AM,01/08/2021 12:51:31 AM,Y,N,"13545 W VANOWEN ST, 91405",13545,W,VANOWEN,ST,91405,34.1940694028,-118.428412466,"(34.1940694028, -118.428412466)",532,C,5,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,VAN NUYS
1-1831627971,12/31/2020 04:21:04 PM,01/10/2021 04:38:27 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,Android,Y,WVA,01/08/2021 08:15:58 AM,01/10/2021 04:38:26 PM,Y,N,"7317 N HASKELL AVE, 91406",7317,N,HASKELL,AVE,91406,34.2032854665,-118.475151448,"(34.2032854665, -118.475151448)",531,G,4,South Valley APC,6,Nury Martinez,19,Lake Balboa,WEST VALLEY
1-1831627221,12/31/2020 04:21:03 PM,01/07/2021 02:21:10 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CCAC,01/05/2021 12:00:00 AM,01/07/2021 02:21:09 PM,Y,N,"3211 W BEVERLY BLVD, 90057",3211,W,BEVERLY,BLVD,90057,34.0724917519,-118.283419588,"(34.0724917519, -118.283419588)",634,B,1,Central APC,13,Mitch O'Farrell,53,Rampart Village,RAMPART
1-1831627031,12/31/2020 04:20:03 PM,01/06/2021 04:02:18 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,NC,01/06/2021 12:00:00 AM,01/06/2021 01:31:00 PM,Y,,"152 S HOOVER ST, 90004",152,S,HOOVER,ST,90004,34.0711627629,-118.284230707,"(34.0711627629, -118.284230707)",634,B,1,Central APC,13,Mitch O'Farrell,53,Rampart Village,RAMPART
1-1831625401,12/31/2020 04:19:41 PM,01/02/2021 03:47:01 AM,SR Created,OCB,Graffiti Removal,Cancelled,Email,ITA,,Y,NEGB_ELA,01/02/2021 03:46:18 AM,01/02/2021 03:47:00 AM,Y,N,"AVENUE 53 AT IRVINGTON PL, 90042",,,,,90042,34.1156591523,-118.201821161,"(34.1156591523, -118.201821161)",595,B,2,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831623771,12/31/2020 04:19:35 PM,01/04/2021 08:30:46 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/04/2021 08:21:00 AM,01/04/2021 08:30:45 PM,Y,N,"10250 N BLUCHER AVE, 91343",10250,N,BLUCHER,AVE,91343,34.2568796785,-118.473189866,"(34.2568796785, -118.473189866)",501,G,4,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-1831622871,12/31/2020 04:19:21 PM,01/27/2021 09:57:31 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,SLA,01/23/2021 12:00:00 AM,01/27/2021 09:57:30 AM,Y,N,"1609 W 38TH PL, 90062",1609,W,38TH,PL,90062,34.0165330507,-118.309360286,"(34.0165330507, -118.309360286)",673,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831625361,12/31/2020 04:19:19 PM,12/31/2020 04:26:46 PM,SR Created,BSL,Other,Open,Self Service,Self Service,,Y,,,,Y,N,"LOUISE AVE AT HATTERAS ST, 91316",,,,,91316,34.1762940512,-118.509868707,"(34.1762940512, -118.509868707)",561,C,1,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831623661,12/31/2020 04:18:28 PM,01/02/2021 12:56:36 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 12:54:39 PM,Y,N,"817 S ST ANDREWS PL, 90005",817,S,ST ANDREWS,PL,90005,34.0575772438,-118.311339783,"(34.0575772438, -118.311339783)",633,H,3,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831623611,12/31/2020 04:18:13 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,Android,N,WEST,01/04/2021 12:00:00 AM,01/04/2021 12:00:00 AM,Y,,"304 S GRETNA GREEN WAY, 90049",304,S,GRETNA GREEN,WAY,90049,34.05606495,-118.47753229,"(34.05606495, -118.47753229)",631,G,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831623591,12/31/2020 04:18:04 PM,01/03/2021 10:14:08 AM,SR Created,OCB,Graffiti Removal,Closed,Email,ITA,,Y,NEGB_ELA,01/03/2021 12:00:00 AM,01/03/2021 10:14:08 AM,Y,N,"5200 E IRVINGTON PL, 90042",5200,E,IRVINGTON,PL,90042,34.1158212617,-118.203667766,"(34.1158212617, -118.203667766)",595,B,2,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831623561,12/31/2020 04:17:51 PM,01/02/2021 09:48:05 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NEGB,01/02/2021 12:00:00 AM,01/02/2021 09:48:04 AM,Y,N,"15534 W DEVONSHIRE ST, 91345",15534,W,DEVONSHIRE,ST,91345,34.2571325639,-118.470838709,"(34.2571325639, -118.470838709)",501,G,4,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831622651,12/31/2020 04:17:33 PM,01/02/2021 08:38:37 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:47:03 AM,Y,N,"12504 W FILMORE ST, 91331",12504,W,FILMORE,ST,91331,34.2833262766,-118.40549494,"(34.2833262766, -118.40549494)",482,E,7,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831622611,12/31/2020 04:17:25 PM,01/02/2021 04:57:33 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 09:15:22 AM,Y,N,"817 S ST ANDREWS PL, 90005",817,S,ST ANDREWS,PL,90005,34.0575772438,-118.311339783,"(34.0575772438, -118.311339783)",633,H,3,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831625171,12/31/2020 04:17:20 PM,01/04/2021 06:12:18 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,Self Service_SAN,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 06:07:46 PM,Y,N,"3227 E DARWIN AVE, 90031",3227,E,DARWIN,AVE,90031,34.067761357,-118.206909733,"(34.067761357, -118.206909733)",635,B,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831623321,12/31/2020 04:16:34 PM,01/06/2021 01:11:39 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/05/2021 12:00:00 AM,01/05/2021 11:46:31 AM,Y,N,"20801 W STEPHANIE DR, 91306",20801,W,STEPHANIE,DR,91306,34.19288472,-118.586855228,"(34.19288472, -118.586855228)",530,C,6,South Valley APC,3,Bob Blumenfield,14,Winnetka,TOPANGA
1-1831623291,12/31/2020 04:16:29 PM,01/02/2021 01:36:18 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 01:33:16 PM,Y,N,"205 W 90TH ST, 90003",205,W,90TH,ST,90003,33.9547010938,-118.276259286,"(33.9547010938, -118.276259286)",704,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831624071,12/31/2020 04:15:31 PM,01/06/2021 05:39:50 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/06/2021 12:00:00 AM,01/06/2021 05:39:14 PM,Y,,"128 S HOOVER ST, 90004",128,S,HOOVER,ST,90004,34.0717955232,-118.284257253,"(34.0717955232, -118.284257253)",634,B,1,Central APC,13,Mitch O'Farrell,53,Rampart Village,RAMPART
1-1831623091,12/31/2020 04:15:31 PM,01/02/2021 01:36:40 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 01:33:40 PM,Y,N,"205 W 90TH ST, 90003",205,W,90TH,ST,90003,33.9547010938,-118.276259286,"(33.9547010938, -118.276259286)",704,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831623971,12/31/2020 04:15:11 PM,01/05/2021 02:16:51 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,CCAC,01/05/2021 12:00:00 AM,01/05/2021 02:16:50 PM,Y,N,"1065 W SUNSET BLVD, 90012",1065,W,SUNSET,BLVD,90012,34.065085729,-118.24893092,"(34.065085729, -118.24893092)",634,F,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831622091,12/31/2020 04:15:11 PM,01/04/2021 01:09:47 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 01:01:06 PM,Y,N,"3227 E DARWIN AVE, 90031",3227,E,DARWIN,AVE,90031,34.067761357,-118.206909733,"(34.067761357, -118.206909733)",635,B,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831622981,12/31/2020 04:14:45 PM,01/04/2021 04:39:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 04:32:24 PM,Y,N,"1949 N HEIDLEMAN ROAD, 90032",1949,N,HEIDLEMAN,ROAD,90032,34.0656769304,-118.175073472,"(34.0656769304, -118.175073472)",635,E,2,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831621971,12/31/2020 04:14:26 PM,01/02/2021 10:44:50 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,NEGB,01/02/2021 10:43:14 AM,01/02/2021 10:44:49 AM,Y,N,"9437 N SEPULVEDA BLVD, 91343",9437,N,SEPULVEDA,BLVD,91343,34.2420538479,-118.467864657,"(34.2420538479, -118.467864657)",501,G,6,North Valley APC,7,Monica Rodriguez,112,North Hills East,MISSION
1-1831621931,12/31/2020 04:14:13 PM,01/04/2021 11:28:09 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/04/2021 12:00:00 AM,01/04/2021 10:08:22 AM,Y,,"10424 N PLAINVIEW AVE, 91042",10424,N,PLAINVIEW,AVE,91042,34.2580732352,-118.297844921,"(34.2580732352, -118.297844921)",503,J,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-1831618851,12/31/2020 04:14:03 PM,01/13/2021 07:29:04 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,WLA,01/07/2021 12:00:00 AM,01/13/2021 07:26:04 AM,Y,,"7140 W SUNSET BLVD, 90046",7140,W,SUNSET,BLVD,90046,34.0977892788,-118.34537527,"(34.0977892788, -118.34537527)",593,D,5,Central APC,4,Nithya Raman,29,Hollywood Hills West,HOLLYWOOD
1-1831619841,12/31/2020 04:13:52 PM,01/07/2021 05:06:20 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 11:45:08 AM,Y,N,"12106 W HOFFMAN ST, 91604",12106,W,HOFFMAN,ST,91604,34.1456237288,-118.395025584,"(34.1456237288, -118.395025584)",562,G,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831621471,12/31/2020 04:13:49 PM,01/04/2021 05:33:53 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 05:29:46 PM,Y,N,"1949 N HEIDLEMAN ROAD, 90032",1949,N,HEIDLEMAN,ROAD,90032,34.0656769304,-118.175073472,"(34.0656769304, -118.175073472)",635,E,2,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831618811,12/31/2020 04:13:46 PM,01/02/2021 05:26:29 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:58:38 PM,Y,N,"22512 W CRISWELL ST, 91307",22512,W,CRISWELL,ST,91307,34.1903648207,-118.617357921,"(34.1903648207, -118.617357921)",529,H,6,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831617881,12/31/2020 04:13:41 PM,01/02/2021 04:31:32 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,Y,WV,01/02/2021 12:00:00 AM,01/02/2021 09:07:56 AM,Y,N,"23062 W OXNARD ST, 91367",23062,W,OXNARD,ST,91367,34.1790109351,-118.629704841,"(34.1790109351, -118.629704841)",559,G,1,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831619731,12/31/2020 04:13:28 PM,01/11/2021 08:25:48 AM,SR Created,LASAN,Illegal Dumping Pickup,Cancelled,Self Service,Self Service,,N,WPD Enforcement,,01/11/2021 08:25:47 AM,Y,N,"845 N LAS LOMAS AVE, 90272",845,N,LAS LOMAS,AVE,90272,34.0497970473,-118.53772845,"(34.0497970473, -118.53772845)",630,J,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831621431,12/31/2020 04:13:16 PM,01/04/2021 05:19:42 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,Y,EV,01/04/2021 12:00:00 AM,01/04/2021 05:18:22 PM,Y,N,"13945 W AZTEC ST, 91342",13945,W,AZTEC,ST,91342,34.3032056215,-118.436959407,"(34.3032056215, -118.436959407)",482,B,4,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831619661,12/31/2020 04:13:00 PM,01/04/2021 03:41:59 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,CCAC,01/04/2021 12:00:00 AM,01/04/2021 03:41:58 PM,Y,N,"HOLLYWOOD FRWY AT FIGUEROA ST, 90012",,,,,90012,34.0608949283,-118.247355192,"(34.0608949283, -118.247355192)",634,F,2,Central APC,1,Gilbert Cedillo,52,Downtown Los Angeles,CENTRAL
1-1831618641,12/31/2020 04:12:58 PM,01/05/2021 06:41:45 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 06:37:24 PM,Y,N,"1630 S CHASTAIN PKWY EAST, 90272",1630,S,CHASTAIN,PKWY,90272,34.0758206599,-118.548526911,"(34.0758206599, -118.548526911)",630,H,1,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
