SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831736621,12/31/2020 11:37:48 PM,01/16/2021 12:23:47 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/14/2021 12:00:00 AM,01/14/2021 08:26:27 AM,Y,,"18307 W BURBANK BLVD, 91356",18307,W,BURBANK,BLVD,91356,34.1724691549,-118.531228615,"(34.1724691549, -118.531228615)",560,J,2,South Valley APC,3,Bob Blumenfield,17,Tarzana,WEST VALLEY
1-1831736541,12/31/2020 11:33:52 PM,01/29/2021 01:07:13 PM,SR Created,BSL,Single Streetlight Issue,Closed,Mobile App,Self Service,iOS,N,NORTH,,01/29/2021 01:07:13 PM,Y,,"7111 N WINNETKA AVE, 91306",7111,N,WINNETKA,AVE,91306,34.19929268,-118.57161001,"(34.19929268, -118.57161001)",530,E,5,South Valley APC,3,Bob Blumenfield,14,Winnetka,TOPANGA
1-1831736391,12/31/2020 11:26:33 PM,01/02/2021 07:06:05 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:00:11 AM,Y,N,"8027 S BROADWAY, 90003",8027,S,BROADWAY,,90003,33.9661361707,-118.278529511,"(33.9661361707, -118.278529511)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-1831738241,12/31/2020 11:26:10 PM,01/04/2021 04:43:33 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,Y,NC,01/04/2021 12:00:00 AM,01/04/2021 02:07:13 PM,Y,N,"3607 N LOCKE AVE, 90032",3607,N,LOCKE,AVE,90032,34.0874094272,-118.179839909,"(34.0874094272, -118.179839909)",595,E,6,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831739041,12/31/2020 11:23:49 PM,01/02/2021 06:59:51 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 06:59:02 AM,Y,N,"8027 S BROADWAY, 90003",8027,S,BROADWAY,,90003,33.9661361707,-118.278529511,"(33.9661361707, -118.278529511)",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,CANNDU,77TH STREET
1-1831736301,12/31/2020 11:22:18 PM,01/02/2021 08:30:30 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:40:46 AM,Y,N,"98TH ST AT BROADWAY, 90003",,,,,90003,33.9473847818,-118.278396667,"(33.9473847818, -118.278396667)",704,C,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831735311,12/31/2020 11:20:39 PM,01/02/2021 08:24:22 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 10:41:19 AM,Y,N,"112TH ST AT BROADWAY, 90061",,,,,90061,33.9329384682,-118.278652253,"(33.9329384682, -118.278652253)",704,C,6,South Los Angeles APC,8,Marqueece Harris-Dawson,,,SOUTHEAST
1-1831735261,12/31/2020 11:18:47 PM,01/08/2021 12:15:30 AM,SR Created,LASAN,Electronic Waste,Closed,Call,LASAN,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 03:24:26 PM,Y,N,"1144 W 13TH ST, 90731",1144,W,13TH,ST,90731,33.7325579467,-118.302289175,"(33.7325579467, -118.302289175)",824,A,6,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831738911,12/31/2020 11:18:44 PM,01/02/2021 04:11:43 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 09:50:03 AM,Y,N,"109TH PL AT BROADWAY, 90061",,,,,90061,33.9364989328,-118.27818004,"(33.9364989328, -118.27818004)",704,C,6,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831738061,12/31/2020 11:17:25 PM,01/02/2021 04:03:35 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,HB,01/02/2021 12:00:00 AM,01/02/2021 04:01:35 PM,Y,N,"1144 W 13TH ST, 90731",1144,W,13TH,ST,90731,33.7325579467,-118.302289175,"(33.7325579467, -118.302289175)",824,A,6,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831735021,12/31/2020 11:04:37 PM,03/22/2021 05:10:39 PM,SR Created,BSL,Multiple Streetlight Issue,Closed,Self Service,Self Service,,N,NORTH,03/22/2021 12:00:00 AM,03/22/2021 12:00:00 AM,Y,N,"10600 BOTHWELL RD, 91311",10600,,BOTHWELL,RD,91311,34.2632498845,-118.561416109,"(34.2632498845, -118.561416109)",500,F,3,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-1831734991,12/31/2020 11:04:14 PM,01/07/2021 03:08:03 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 02:23:28 PM,Y,N,"7924 N WOODMAN AVE, 91402",7924,N,WOODMAN,AVE,91402,34.2148208533,-118.4307377,"(34.2148208533, -118.4307377)",532,C,3,North Valley APC,6,Nury Martinez,100,Panorama City,MISSION
1-1831734951,12/31/2020 11:02:48 PM,01/07/2021 12:17:18 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,HB,01/06/2021 12:00:00 AM,01/06/2021 05:32:55 PM,Y,N,"1754 W PERCH ST, 90732",1754,W,PERCH,ST,90732,33.7254265177,-118.316942527,"(33.7254265177, -118.316942527)",823,H,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831734541,12/31/2020 10:59:33 PM,01/02/2021 08:20:07 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,Android,Y,SLA,01/02/2021 12:00:00 AM,01/02/2021 08:18:03 AM,Y,,"8764 S WALL ST, 90003",8764,S,WALL,ST,90003,33.9575745905,-118.271597097,"(33.9575745905, -118.271597097)",704,D,3,South Los Angeles APC,9,Curren D. Price Jr.,87,Empowerment Congress Southeast,SOUTHEAST
1-1831734501,12/31/2020 10:58:03 PM,01/02/2021 10:47:53 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 08:37:44 AM,Y,,"6900 N MELBA AVE, 91307",6900,N,MELBA,AVE,91307,34.1947971045,-118.633428356,"(34.1947971045, -118.633428356)",529,G,6,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831734481,12/31/2020 10:55:57 PM,11/17/2021 08:48:57 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,EV,01/04/2021 12:00:00 AM,11/17/2021 08:47:52 AM,Y,,"14201 W PAXTON ST, 91331",14201,W,PAXTON,ST,91331,34.2618563877,-118.442755116,"(34.2618563877, -118.442755116)",502,A,3,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-1831732631,12/31/2020 10:54:27 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Self Service,Self Service,,N,EAST,01/04/2021 12:00:00 AM,01/04/2021 12:00:00 AM,Y,N,"4961 E TWINING ST, 90032",4961,E,TWINING,ST,90032,34.0845023566,-118.175345403,"(34.0845023566, -118.175345403)",595,E,6,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831731651,12/31/2020 10:51:40 PM,01/02/2021 10:17:54 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,EV,01/02/2021 12:00:00 AM,01/02/2021 10:12:58 AM,Y,,"14202 W WEIDNER ST, 91331",14202,W,WEIDNER,ST,91331,34.2585278346,-118.442501271,"(34.2585278346, -118.442501271)",502,A,4,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-1831734281,12/31/2020 10:47:03 PM,01/04/2021 04:34:33 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,EV,01/04/2021 12:00:00 AM,01/04/2021 04:33:07 PM,Y,N,"10451 W ORMOND ST, 91040",10451,W,ORMOND,ST,91040,34.240726739,-118.359011515,"(34.240726739, -118.359011515)",503,B,6,North Valley APC,7,Monica Rodriguez,9,Foothill Trails District,FOOTHILL
1-1831730571,12/31/2020 10:46:22 PM,01/02/2021 08:21:20 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,Self Service,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 08:14:21 AM,Y,N,"VALLEY CIRCLE BLVD AT ROSCOE BLVD, 91304",,,,,91304,34.2191729764,-118.64664846,"(34.2191729764, -118.64664846)",529,E,2,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831734231,12/31/2020 10:45:54 PM,01/04/2021 02:14:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,Android,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 01:48:43 PM,Y,,"3942 S STEVELY AVE, 90008",3942,S,STEVELY,AVE,90008,34.0155195341,-118.35349279,"(34.0155195341, -118.35349279)",673,C,2,South Los Angeles APC,10,Mark Ridley-Thomas,79,Empowerment Congress West,SOUTHWEST
1-1831730521,12/31/2020 10:45:03 PM,01/08/2021 02:27:26 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/08/2021 12:00:00 AM,01/08/2021 02:24:44 PM,Y,N,"810 N ORANGE DR, 90038",810,N,ORANGE,DR,90038,34.0856343588,-118.341513694,"(34.0856343588, -118.341513694)",593,D,6,Central APC,5,Paul Koretz,119,Greater Wilshire,WILSHIRE
1-1831734051,12/31/2020 10:39:41 PM,01/11/2021 12:45:31 PM,SR Created,BSL,Single Streetlight Issue,Closed,Self Service,Self Service,,N,WEST,01/11/2021 12:00:00 AM,01/11/2021 12:00:00 AM,Y,Y,"1810 N OLD ORCHARD ROAD, 90049",1810,N,OLD ORCHARD,ROAD,90049,34.06738338,-118.49347251,"(34.06738338, -118.49347251)",631,E,2,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831730411,12/31/2020 10:38:16 PM,01/05/2021 06:25:47 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 06:23:08 PM,Y,N,"1583 N MICHAEL LANE, 90272",1583,N,MICHAEL,LANE,90272,34.0782035291,-118.565378314,"(34.0782035291, -118.565378314)",630,F,1,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831731091,12/31/2020 10:23:34 PM,01/03/2021 01:44:07 PM,SR Created,LASAN,Electronic Waste,Closed,Self Service,Self Service,,N,WV,01/02/2021 12:00:00 AM,01/03/2021 01:42:53 PM,Y,N,"23469 W JUSTICE ST, 91304",23469,W,JUSTICE,ST,91304,34.2165342071,-118.638470032,"(34.2165342071, -118.638470032)",529,F,3,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831731061,12/31/2020 10:23:29 PM,01/05/2021 09:37:38 AM,SR Created,LASAN,Bulky Items,Cancelled,Mobile App,Self Service,iOS,N,WLA,01/07/2021 12:00:00 AM,01/05/2021 09:37:37 AM,Y,N,"600 S RIDGELEY DR, 90036",600,S,RIDGELEY,DR,90036,34.0646996182,-118.350290997,"(34.0646996182, -118.350290997)",633,C,2,Central APC,4,Nithya Raman,58,Mid City West,WILSHIRE
1-1831730131,12/31/2020 10:23:15 PM,01/04/2021 08:01:20 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,WVA,01/04/2021 08:00:49 AM,01/04/2021 08:01:20 PM,Y,N,"7549 N LOUISE AVE, 91406",7549,N,LOUISE,AVE,91406,34.2079332707,-118.510111385,"(34.2079332707, -118.510111385)",531,C,4,South Valley APC,6,Nury Martinez,19,Lake Balboa,WEST VALLEY
1-1831731011,12/31/2020 10:22:22 PM,01/04/2021 08:02:14 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,Y,WVA,01/04/2021 08:01:54 PM,01/04/2021 08:02:14 PM,Y,N,"7549 N LOUISE AVE, 91406",7549,N,LOUISE,AVE,91406,34.2079332707,-118.510111385,"(34.2079332707, -118.510111385)",531,C,4,South Valley APC,6,Nury Martinez,19,Lake Balboa,WEST VALLEY
1-1831729661,12/31/2020 10:19:23 PM,01/06/2021 02:38:29 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 11:23:08 AM,Y,N,"4728 E YORK BLVD, 90042",4728,E,YORK,BLVD,90042,34.1224203584,-118.212608343,"(34.1224203584, -118.212608343)",595,A,1,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831728881,12/31/2020 10:18:28 PM,01/04/2021 08:34:12 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,WVA,01/04/2021 09:34:35 AM,01/04/2021 08:34:11 PM,Y,N,"17725 W SATICOY ST, 91335",17725,W,SATICOY,ST,91335,34.208530871,-118.519330653,"(34.208530871, -118.519330653)",531,B,4,South Valley APC,12,John Lee,15,Reseda,WEST VALLEY
1-1831730041,12/31/2020 10:17:37 PM,01/07/2021 10:50:28 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/07/2021 12:00:00 AM,01/07/2021 10:47:38 AM,Y,N,"430 S HOLT AVE, 90048",430,S,HOLT,AVE,90048,34.0711814283,-118.378373177,"(34.0711814283, -118.378373177)",632,J,1,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-1831729611,12/31/2020 10:17:27 PM,01/05/2021 07:19:28 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 07:17:44 AM,Y,N,"6352 N RIVERTON AVE, 91606",6352,N,RIVERTON,AVE,91606,34.1863613749,-118.365826857,"(34.1863613749, -118.365826857)",533,A,6,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831729591,12/31/2020 10:17:23 PM,01/01/2021 01:34:51 PM,SR Created,ITA,Other,Cancelled,Self Service,Self Service,,Y,,,01/01/2021 01:34:51 PM,Y,N,"2225 N ROSEGLEN AVE, 90731",2225,N,ROSEGLEN,AVE,90731,33.7660564882,-118.300670196,"(33.7660564882, -118.300670196)",824,A,1,Harbor APC,15,Joe Buscaino,94,Northwest San Pedro,HARBOR
1-1831729991,12/31/2020 10:16:52 PM,01/08/2021 06:37:03 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/08/2021 12:00:00 AM,01/08/2021 06:35:34 PM,Y,,"9618 W EXPOSITION BLVD, 90034",9618,W,EXPOSITION,BLVD,90034,34.0284826663,-118.399037624,"(34.0284826663, -118.399037624)",632,G,7,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831729961,12/31/2020 10:16:31 PM,01/06/2021 03:47:25 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 09:26:13 AM,Y,N,"6207 N TUJUNGA AVE, 91606",6207,N,TUJUNGA,AVE,91606,34.1833752026,-118.379248771,"(34.1833752026, -118.379248771)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831727681,12/31/2020 10:15:41 PM,01/07/2021 09:42:58 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 09:32:10 AM,Y,,"831 W 70TH ST, 90044",831,W,70TH,ST,90044,33.9764733512,-118.288223336,"(33.9764733512, -118.288223336)",674,B,7,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET
1-1831726891,12/31/2020 10:15:29 PM,01/06/2021 01:36:54 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 06:53:48 PM,Y,N,"10523 W OXNARD ST, 91606",10523,W,OXNARD,ST,91606,34.1795494602,-118.35982847,"(34.1795494602, -118.35982847)",533,B,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831726851,12/31/2020 10:14:20 PM,01/05/2021 06:55:38 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 06:54:09 PM,Y,N,"6029 N TUJUNGA AVE, 91606",6029,N,TUJUNGA,AVE,91606,34.1802969088,-118.379210418,"(34.1802969088, -118.379210418)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831726791,12/31/2020 10:13:09 PM,01/05/2021 06:59:04 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 06:55:40 PM,Y,N,"11413 W OXNARD ST, 91606",11413,W,OXNARD,ST,91606,34.1795671747,-118.37960759,"(34.1795671747, -118.37960759)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831726761,12/31/2020 10:12:23 PM,01/05/2021 06:29:11 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,WVA,01/05/2021 09:42:41 AM,01/05/2021 06:29:10 PM,Y,N,"SATICOY ST AT KESWICK ST, 91304",,,,,91304,34.2102027034,-118.63561443,"(34.2102027034, -118.63561443)",529,F,4,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831729361,12/31/2020 10:11:10 PM,01/06/2021 12:38:52 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 07:00:09 PM,Y,N,"11445 W OXNARD ST, 91606",11445,W,OXNARD,ST,91606,34.1795506255,-118.380680404,"(34.1795506255, -118.380680404)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831728591,12/31/2020 10:09:49 PM,01/05/2021 08:00:32 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,LASAN,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 06:56:30 PM,Y,N,"11427 W OXNARD ST, 91606",11427,W,OXNARD,ST,91606,34.1795016338,-118.380167387,"(34.1795016338, -118.380167387)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831726601,12/31/2020 10:04:09 PM,01/02/2021 08:16:28 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 09:35:40 AM,Y,,"7702 N KENTLAND AVE, 91304",7702,N,KENTLAND,AVE,91304,34.2103203698,-118.617521065,"(34.2103203698, -118.617521065)",529,H,4,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831729181,12/31/2020 09:59:36 PM,01/07/2021 04:47:05 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 04:42:12 PM,Y,N,"9451 N LEMONA AVE, 91343",9451,N,LEMONA,AVE,91343,34.2423812972,-118.459076669,"(34.2423812972, -118.459076669)",501,H,6,North Valley APC,7,Monica Rodriguez,112,North Hills East,MISSION
1-1831729161,12/31/2020 09:59:29 PM,01/06/2021 01:38:07 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,EV,01/06/2021 12:00:00 AM,01/06/2021 12:36:32 PM,Y,,"4103 N CAMELLIA AVE, 91604",4103,N,CAMELLIA,AVE,91604,34.1426083782,-118.382415564,"(34.1426083782, -118.382415564)",562,H,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831726521,12/31/2020 09:59:12 PM,01/07/2021 11:04:57 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,Self Service,,N,WV,01/07/2021 12:00:00 AM,01/07/2021 10:06:08 AM,Y,N,"VANALDEN AVE AT HAMLIN ST, 91335",,,,,91335,34.1889345493,-118.549165521,"(34.1889345493, -118.549165521)",530,G,6,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-1831727291,12/31/2020 09:58:35 PM,01/06/2021 12:38:13 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,EV,01/06/2021 12:00:00 AM,01/06/2021 12:36:40 PM,Y,,"4103 N CAMELLIA AVE, 91604",4103,N,CAMELLIA,AVE,91604,34.1426083782,-118.382415564,"(34.1426083782, -118.382415564)",562,H,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831727171,12/31/2020 09:55:01 PM,01/02/2021 12:36:23 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,LASAN,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 12:25:34 PM,Y,N,"3112 S CANFIELD AVE, 90034",3112,S,CANFIELD,AVE,90034,34.0326453843,-118.394019149,"(34.0326453843, -118.394019149)",632,G,7,South Los Angeles APC,5,Paul Koretz,61,South Robertson,WEST LOS ANGELES
1-1831728011,12/31/2020 09:54:22 PM,01/02/2021 10:17:23 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 10:17:02 AM,Y,N,"3112 S CANFIELD AVE, 90034",3112,S,CANFIELD,AVE,90034,34.0326453843,-118.394019149,"(34.0326453843, -118.394019149)",632,G,7,South Los Angeles APC,5,Paul Koretz,61,South Robertson,WEST LOS ANGELES
1-1831728971,12/31/2020 09:52:59 PM,01/02/2021 06:51:52 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 12:17:14 PM,Y,N,"3112 S CANFIELD AVE, 90034",3112,S,CANFIELD,AVE,90034,34.0326453843,-118.394019149,"(34.0326453843, -118.394019149)",632,G,7,South Los Angeles APC,5,Paul Koretz,61,South Robertson,WEST LOS ANGELES
