"year","geography","sex","age_group","age","number","percent","location_1"
"2010","Scott","Both sexes","5 to 9 years","All","11546","8.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","All","5728","8.9","(44.64846905, -93.53581189)"
"2010","Anoka","Female","45 to 49 years","All","14558","8.8","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","10 to 14 years","All","7988","8.8","(44.82074979, -93.80249803)"
"2010","Carver","Female","40 to 44 years","All","4051","8.8","(44.82074979, -93.80249803)"
"2010","Hennepin","Both sexes","25 to 29 years","All","100913","8.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","25 to 29 years","All","50003","8.8","(45.0046367, -93.47678614)"
"2010","Scott","Both sexes","40 to 44 years","All","11384","8.8","(44.64846905, -93.53581189)"
"2010","Scott","Male","45 to 49 years","All","5724","8.8","(44.64846905, -93.53581189)"
"2010","Washington","Female","45 to 49 years","All","10594","8.8","(45.0386235, -92.88380951)"
"2010","Carver","Both sexes","5 to 9 years","All","7902","8.7","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","40 to 44 years","All","7916","8.7","(44.82074979, -93.80249803)"
"2010","Dakota","Female","45 to 49 years","All","17594","8.7","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","25 to 29 years","All","50910","8.7","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","20 to 24 years","All","44194","8.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","20 to 24 years","All","22899","8.7","(45.01704976, -93.09949985)"
"2010","Scott","Female","40 to 44 years","All","5656","8.7","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","All","11348","8.7","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","45 to 49 years","All","20736","8.7","(45.0386235, -92.88380951)"
"2010","Dakota","Both sexes","45 to 49 years","All","34197","8.6","(44.67180826, -93.06548987)"
"2010","Ramsey","Male","20 to 24 years","All","21295","8.6","(45.01704976, -93.09949985)"
"2010","Scott","Female","5 to 9 years","All","5634","8.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","All","5537","8.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","All","5624","8.6","(44.64846905, -93.53581189)"
"2010","Washington","Male","45 to 49 years","All","10142","8.6","(45.0386235, -92.88380951)"
"2010","Carver","Female","10 to 14 years","All","3897","8.5","(44.82074979, -93.80249803)"
"2010","Carver","Male","40 to 44 years","All","3865","8.5","(44.82074979, -93.80249803)"
"2010","Dakota","Male","45 to 49 years","All","16603","8.5","(44.67180826, -93.06548987)"
"2010","Ramsey","Both sexes","25 to 29 years","All","43036","8.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","25 to 29 years","All","20999","8.5","(45.01704976, -93.09949985)"
"2010","Scott","Female","35 to 39 years","All","5511","8.5","(44.64846905, -93.53581189)"
"2010","Carver","Female","5 to 9 years","All","3832","8.4","(44.82074979, -93.80249803)"
"2010","Ramsey","Female","25 to 29 years","All","22037","8.4","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","10 to 14 years","All","10876","8.4","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","35 to 39 years","All","10813","8.3","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","50 to 54 years","All","19676","8.3","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","All","9760","8.3","(45.0386235, -92.88380951)"
"2010","Anoka","Male","50 to 54 years","All","13535","8.2","(45.27330228, -93.24636902)"
"2010","Scott","Both sexes","Under 5 years","All","10676","8.2","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","All","5314","8.2","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","All","5362","8.2","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","All","5339","8.2","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","All","5302","8.2","(44.64846905, -93.53581189)"
"2010","Washington","Female","50 to 54 years","All","9916","8.2","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","50 to 54 years","All","26649","8.1","(45.27330228, -93.24636902)"
"2010","Dakota","Both sexes","50 to 54 years","All","32137","8.1","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","All","15770","8.1","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","All","16367","8.1","(44.67180826, -93.06548987)"
"2010","Washington","Male","10 to 14 years","All","9492","8.1","(45.0386235, -92.88380951)"
"2010","Carver","Male","50 to 54 years","All","3634","8","(44.82074979, -93.80249803)"
"2010","Washington","Female","40 to 44 years","All","9578","8","(45.0386235, -92.88380951)"
"2010","Anoka","Female","50 to 54 years","All","13114","7.9","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","50 to 54 years","All","7193","7.9","(44.82074979, -93.80249803)"
"2010","Washington","Both sexes","10 to 14 years","All","18830","7.9","(45.0386235, -92.88380951)"
"2010","Carver","Female","50 to 54 years","All","3559","7.8","(44.82074979, -93.80249803)"
"2010","Dakota","Male","10 to 14 years","All","15285","7.8","(44.67180826, -93.06548987)"
"2010","Hennepin","Male","30 to 34 years","All","43947","7.8","(45.0046367, -93.47678614)"
"2010","Scott","Female","30 to 34 years","All","5114","7.8","(44.64846905, -93.53581189)"
"2010","Washington","Female","10 to 14 years","All","9338","7.8","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","All","18567","7.8","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","40 to 44 years","All","25434","7.7","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","All","12665","7.7","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","All","12769","7.7","(45.27330228, -93.24636902)"
"2010","Ramsey","Male","15  to 19 years","All","19040","7.7","(45.01704976, -93.09949985)"
"2010","Washington","Male","5 to 9 years","All","9096","7.7","(45.0386235, -92.88380951)"
"2010","Anoka","Male","10 to 14 years","All","12529","7.6","(45.27330228, -93.24636902)"
"2010","Carver","Male","Under 5 years","All","3433","7.6","(44.82074979, -93.80249803)"
"2010","Hennepin","Male","45 to 49 years","All","43045","7.6","(45.0046367, -93.47678614)"
"2010","Scott","Both sexes","30 to 34 years","All","9822","7.6","(44.64846905, -93.53581189)"
"2010","Washington","Male","40 to 44 years","All","8989","7.6","(45.0386235, -92.88380951)"
"2010","Carver","Male","15  to 19 years","All","3373","7.5","(44.82074979, -93.80249803)"
"2010","Dakota","Male","5 to 9 years","All","14738","7.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","All","29793","7.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","40 to 44 years","All","29850","7.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","40 to 44 years","All","14649","7.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","40 to 44 years","All","15201","7.5","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","30 to 34 years","All","86610","7.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","45 to 49 years","All","85932","7.5","(45.0046367, -93.47678614)"
"2010","Washington","Both sexes","5 to 9 years","All","17867","7.5","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","10 to 14 years","All","24359","7.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","15  to 19 years","All","12277","7.4","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","Under 5 years","All","6725","7.4","(44.82074979, -93.80249803)"
"2010","Hennepin","Male","20 to 24 years","All","41694","7.4","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","50 to 54 years","All","85198","7.4","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","50 to 54 years","All","42039","7.4","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","50 to 54 years","All","43159","7.4","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","15  to 19 years","All","37576","7.4","(45.01704976, -93.09949985)"
"2010","Scott","Male","50 to 54 years","All","4767","7.4","(44.64846905, -93.53581189)"
"2010","Washington","Male","15  to 19 years","All","8732","7.4","(45.0386235, -92.88380951)"
"2010","Anoka","Male","5 to 9 years","All","12079","7.3","(45.27330228, -93.24636902)"
"2010","Carver","Female","35 to 39 years","All","3346","7.3","(44.82074979, -93.80249803)"
"2010","Dakota","Both sexes","5 to 9 years","All","28947","7.3","(44.67180826, -93.06548987)"
"2010","Dakota","Male","15  to 19 years","All","14226","7.3","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","20 to 24 years","All","84231","7.3","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","20 to 24 years","All","42537","7.3","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","30 to 34 years","All","42663","7.3","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","45 to 49 years","All","42887","7.3","(45.0046367, -93.47678614)"
"2010","Ramsey","Male","Under 5 years","All","17985","7.3","(45.01704976, -93.09949985)"
"2010","Scott","Male","30 to 34 years","All","4708","7.3","(44.64846905, -93.53581189)"
"2010","Washington","Female","5 to 9 years","All","8771","7.3","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","5 to 9 years","All","23789","7.2","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","15  to 19 years","All","23735","7.2","(45.27330228, -93.24636902)"
"2010","Carver","Female","Under 5 years","All","3292","7.2","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","15  to 19 years","All","6552","7.2","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","35 to 39 years","All","6524","7.2","(44.82074979, -93.80249803)"
"2010","Dakota","Male","Under 5 years","All","14175","7.2","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","All","14508","7.2","(44.67180826, -93.06548987)"
"2010","Anoka","Female","5 to 9 years","All","11710","7.1","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","All","11830","7.1","(45.27330228, -93.24636902)"
"2010","Ramsey","Female","15  to 19 years","All","18536","7.1","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","50 to 54 years","All","35955","7.1","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","50 to 54 years","All","18602","7.1","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","50 to 54 years","All","9173","7.1","(44.64846905, -93.53581189)"
"2010","Anoka","Male","35 to 39 years","All","11535","7","(45.27330228, -93.24636902)"
"2010","Carver","Male","35 to 39 years","All","3178","7","(44.82074979, -93.80249803)"
"2010","Dakota","Both sexes","Under 5 years","All","27871","7","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","All","14209","7","(44.67180826, -93.06548987)"
"2010","Ramsey","Male","50 to 54 years","All","17353","7","(45.01704976, -93.09949985)"
"2010","Scott","Male","15  to 19 years","All","4501","7","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","15  to 19 years","All","16783","7","(45.0386235, -92.88380951)"
"2010","Anoka","Male","Under 5 years","All","11330","6.9","(45.27330228, -93.24636902)"
"2010","Anoka","Female","15  to 19 years","All","11458","6.9","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","35 to 39 years","All","22861","6.9","(45.27330228, -93.24636902)"
"2010","Carver","Female","15  to 19 years","All","3179","6.9","(44.82074979, -93.80249803)"
"2010","Dakota","Both sexes","15  to 19 years","All","27301","6.9","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","25 to 29 years","All","27342","6.9","(44.67180826, -93.06548987)"
"2010","Dakota","Female","25 to 29 years","All","13982","6.9","(44.67180826, -93.06548987)"
"2010","Hennepin","Male","Under 5 years","All","38789","6.9","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","40 to 44 years","All","39222","6.9","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","Under 5 years","All","35137","6.9","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","30 to 34 years","All","17129","6.9","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","45 to 49 years","All","16987","6.9","(45.01704976, -93.09949985)"
"2010","Anoka","Both sexes","Under 5 years","All","22339","6.8","(45.27330228, -93.24636902)"
"2010","Anoka","Male","30 to 34 years","All","11177","6.8","(45.27330228, -93.24636902)"
"2010","Anoka","Female","35 to 39 years","All","11326","6.8","(45.27330228, -93.24636902)"
"2010","Dakota","Female","Under 5 years","All","13696","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Male","25 to 29 years","All","13360","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","30 to 34 years","All","26937","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Male","30 to 34 years","All","13355","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","35 to 39 years","All","27062","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Male","35 to 39 years","All","13283","6.8","(44.67180826, -93.06548987)"
"2010","Dakota","Female","35 to 39 years","All","13779","6.8","(44.67180826, -93.06548987)"
"2010","Hennepin","Male","35 to 39 years","All","38718","6.8","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","40 to 44 years","All","78108","6.8","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","45 to 49 years","All","34615","6.8","(45.01704976, -93.09949985)"
"2010","Scott","Female","50 to 54 years","All","4406","6.8","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","55 to 59 years","All","16089","6.8","(45.0386235, -92.88380951)"
"2010","Washington","Female","55 to 59 years","All","8219","6.8","(45.0386235, -92.88380951)"
"2010","Anoka","Female","Under 5 years","All","11009","6.7","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","30 to 34 years","All","22053","6.7","(45.27330228, -93.24636902)"
"2010","Dakota","Female","30 to 34 years","All","13582","6.7","(44.67180826, -93.06548987)"
"2010","Ramsey","Both sexes","30 to 34 years","All","34083","6.7","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","45 to 49 years","All","17628","6.7","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","15  to 19 years","All","8670","6.7","(44.64846905, -93.53581189)"
"2010","Washington","Male","Under 5 years","All","7852","6.7","(45.0386235, -92.88380951)"
"2010","Washington","Female","15  to 19 years","All","8051","6.7","(45.0386235, -92.88380951)"
"2010","Washington","Male","55 to 59 years","All","7870","6.7","(45.0386235, -92.88380951)"
"2010","Anoka","Male","25 to 29 years","All","10887","6.6","(45.27330228, -93.24636902)"
"2010","Anoka","Female","30 to 34 years","All","10876","6.6","(45.27330228, -93.24636902)"
"2010","Hennepin","Both sexes","Under 5 years","All","76236","6.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","35 to 39 years","All","76196","6.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","40 to 44 years","All","38886","6.6","(45.0046367, -93.47678614)"
"2010","Ramsey","Male","5 to 9 years","All","16346","6.6","(45.01704976, -93.09949985)"
"2010","Washington","Both sexes","35 to 39 years","All","15676","6.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","35 to 39 years","All","7770","6.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","35 to 39 years","All","7906","6.6","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","25 to 29 years","All","21579","6.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","25 to 29 years","All","10692","6.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","55 to 59 years","All","10703","6.5","(45.27330228, -93.24636902)"
"2010","Dakota","Female","55 to 59 years","All","13229","6.5","(44.67180826, -93.06548987)"
"2010","Hennepin","Male","5 to 9 years","All","36731","6.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","15  to 19 years","All","36987","6.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","55 to 59 years","All","74853","6.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","55 to 59 years","All","38368","6.5","(45.0046367, -93.47678614)"
"2010","Ramsey","Female","Under 5 years","All","17152","6.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","10 to 14 years","All","15950","6.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","30 to 34 years","All","16954","6.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","55 to 59 years","All","17061","6.5","(45.01704976, -93.09949985)"
"2010","Scott","Female","25 to 29 years","All","4242","6.5","(44.64846905, -93.53581189)"
"2010","Anoka","Both sexes","55 to 59 years","All","21170","6.4","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","30 to 34 years","All","5805","6.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","30 to 34 years","All","2939","6.4","(44.82074979, -93.80249803)"
"2010","Dakota","Female","15  to 19 years","All","13075","6.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","55 to 59 years","All","25660","6.4","(44.67180826, -93.06548987)"
"2010","Dakota","Male","55 to 59 years","All","12431","6.4","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","Under 5 years","All","37447","6.4","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","35 to 39 years","All","37478","6.4","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","55 to 59 years","All","36485","6.4","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","55 to 59 years","All","32708","6.4","(45.01704976, -93.09949985)"
"2010","Scott","Female","15  to 19 years","All","4169","6.4","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","Under 5 years","All","15345","6.4","(45.0386235, -92.88380951)"
"2010","Anoka","Male","55 to 59 years","All","10467","6.3","(45.27330228, -93.24636902)"
"2010","Carver","Male","30 to 34 years","All","2866","6.3","(44.82074979, -93.80249803)"
"2010","Hennepin","Both sexes","5 to 9 years","All","72409","6.3","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","10 to 14 years","All","35396","6.3","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","15  to 19 years","All","72672","6.3","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","5 to 9 years","All","31948","6.3","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","55 to 59 years","All","15647","6.3","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","25 to 29 years","All","8242","6.3","(44.64846905, -93.53581189)"
"2010","Washington","Male","25 to 29 years","All","7364","6.3","(45.0386235, -92.88380951)"
"2010","Ramsey","Male","40 to 44 years","All","15330","6.2","(45.01704976, -93.09949985)"
"2010","Scott","Male","25 to 29 years","All","4000","6.2","(44.64846905, -93.53581189)"
"2010","Washington","Female","Under 5 years","All","7493","6.2","(45.0386235, -92.88380951)"
"2010","Hennepin","Female","5 to 9 years","All","35678","6.1","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","15  to 19 years","All","35685","6.1","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","10 to 14 years","All","31067","6.1","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","35 to 39 years","All","15078","6.1","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","40 to 44 years","All","30845","6.1","(45.01704976, -93.09949985)"
"2010","Washington","Both sexes","25 to 29 years","All","14630","6.1","(45.0386235, -92.88380951)"
"2010","Hennepin","Both sexes","10 to 14 years","All","69348","6","(45.0046367, -93.47678614)"
"2010","Ramsey","Female","5 to 9 years","All","15602","6","(45.01704976, -93.09949985)"
"2010","Washington","Female","25 to 29 years","All","7266","6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","30 to 34 years","All","14234","6","(45.0386235, -92.88380951)"
"2010","Washington","Male","30 to 34 years","All","7056","6","(45.0386235, -92.88380951)"
"2010","Washington","Female","30 to 34 years","All","7178","6","(45.0386235, -92.88380951)"
"2010","Carver","Both sexes","55 to 59 years","All","5348","5.9","(44.82074979, -93.80249803)"
"2010","Carver","Male","55 to 59 years","All","2683","5.9","(44.82074979, -93.80249803)"
"2010","Ramsey","Both sexes","35 to 39 years","All","30088","5.9","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","40 to 44 years","All","15515","5.9","(45.01704976, -93.09949985)"
"2010","Anoka","Male","20 to 24 years","All","9548","5.8","(45.27330228, -93.24636902)"
"2010","Carver","Female","55 to 59 years","All","2665","5.8","(44.82074979, -93.80249803)"
"2010","Hennepin","Female","10 to 14 years","All","33952","5.8","(45.0046367, -93.47678614)"
"2010","Ramsey","Female","10 to 14 years","All","15117","5.8","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","35 to 39 years","All","15010","5.7","(45.01704976, -93.09949985)"
"2010","Anoka","Both sexes","20 to 24 years","All","18480","5.6","(45.27330228, -93.24636902)"
"2010","Dakota","Male","20 to 24 years","All","11006","5.6","(44.67180826, -93.06548987)"
"2010","Carver","Both sexes","25 to 29 years","All","5025","5.5","(44.82074979, -93.80249803)"
"2010","Carver","Male","25 to 29 years","All","2483","5.5","(44.82074979, -93.80249803)"
"2010","Carver","Female","25 to 29 years","All","2542","5.5","(44.82074979, -93.80249803)"
"2010","Dakota","Both sexes","20 to 24 years","All","21839","5.5","(44.67180826, -93.06548987)"
"2010","Anoka","Female","20 to 24 years","All","8932","5.4","(45.27330228, -93.24636902)"
"2010","Washington","Both sexes","60 to 64 years","All","12899","5.4","(45.0386235, -92.88380951)"
"2010","Washington","Male","60 to 64 years","All","6358","5.4","(45.0386235, -92.88380951)"
"2010","Washington","Female","60 to 64 years","All","6541","5.4","(45.0386235, -92.88380951)"
"2010","Anoka","Female","60 to 64 years","All","8746","5.3","(45.27330228, -93.24636902)"
"2010","Dakota","Female","20 to 24 years","All","10833","5.3","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","60 to 64 years","All","30717","5.2","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","60 to 64 years","All","26207","5.2","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","60 to 64 years","All","13751","5.2","(45.01704976, -93.09949985)"
"2010","Scott","Male","55 to 59 years","All","3366","5.2","(44.64846905, -93.53581189)"
"2010","Washington","Male","20 to 24 years","All","6123","5.2","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","60 to 64 years","All","16884","5.1","(45.27330228, -93.24636902)"
"2010","Hennepin","Both sexes","60 to 64 years","All","58905","5.1","(45.0046367, -93.47678614)"
"2010","Ramsey","Male","60 to 64 years","All","12456","5.1","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","55 to 59 years","All","6682","5.1","(44.64846905, -93.53581189)"
"2010","Scott","Female","55 to 59 years","All","3316","5.1","(44.64846905, -93.53581189)"
"2010","Dakota","Both sexes","60 to 64 years","All","19800","5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","60 to 64 years","All","10240","5","(44.67180826, -93.06548987)"
"2010","Hennepin","Male","60 to 64 years","All","28188","5","(45.0046367, -93.47678614)"
"2010","Washington","Both sexes","20 to 24 years","All","11820","5","(45.0386235, -92.88380951)"
"2010","Anoka","Male","60 to 64 years","All","8138","4.9","(45.27330228, -93.24636902)"
"2010","Dakota","Male","60 to 64 years","All","9560","4.9","(44.67180826, -93.06548987)"
"2010","Washington","Female","20 to 24 years","All","5697","4.7","(45.0386235, -92.88380951)"
"2010","Scott","Male","20 to 24 years","All","2900","4.5","(44.64846905, -93.53581189)"
"2010","Carver","Male","20 to 24 years","All","1989","4.4","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","20 to 24 years","All","3931","4.3","(44.82074979, -93.80249803)"
"2010","Scott","Both sexes","20 to 24 years","All","5640","4.3","(44.64846905, -93.53581189)"
"2010","Carver","Female","20 to 24 years","All","1942","4.2","(44.82074979, -93.80249803)"
"2010","Carver","Male","60 to 64 years","All","1882","4.2","(44.82074979, -93.80249803)"
"2010","Scott","Female","20 to 24 years","All","2740","4.2","(44.64846905, -93.53581189)"
"2010","Carver","Both sexes","60 to 64 years","All","3762","4.1","(44.82074979, -93.80249803)"
"2010","Carver","Female","60 to 64 years","All","1880","4.1","(44.82074979, -93.80249803)"
"2010","Scott","Female","60 to 64 years","All","2602","4","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","60 to 64 years","All","5040","3.9","(44.64846905, -93.53581189)"
"2010","Scott","Male","60 to 64 years","All","2438","3.8","(44.64846905, -93.53581189)"
"2010","Anoka","Female","65 to 69 years","All","6006","3.6","(45.27330228, -93.24636902)"
"2010","Ramsey","Female","65 to 69 years","All","9315","3.6","(45.01704976, -93.09949985)"
"2010","Washington","Both sexes","65 to 69 years","All","8544","3.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","65 to 69 years","All","4189","3.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","65 to 69 years","All","4355","3.6","(45.0386235, -92.88380951)"
"2010","Anoka","Both sexes","65 to 69 years","All","11737","3.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","65 to 69 years","All","5731","3.5","(45.27330228, -93.24636902)"
"2010","Dakota","Female","65 to 69 years","All","7076","3.5","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","65 to 69 years","All","20674","3.5","(45.0046367, -93.47678614)"
"2010","Dakota","Both sexes","65 to 69 years","All","13365","3.4","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","65 to 69 years","All","38680","3.4","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","65 to 69 years","All","17404","3.4","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","65 to 69 years","All","8089","3.3","(45.01704976, -93.09949985)"
"2010","Dakota","Male","65 to 69 years","All","6289","3.2","(44.67180826, -93.06548987)"
