"year","geography","sex","age_group","age","number","percent","location_1"
"2010","Washington","Male","75 to 79 years","All","1950","1.7","(45.0386235, -92.88380951)"
"2010","Anoka","Male","10 to 14 years","14 years","2614","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","15  to 19 years","15 years","2642","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","15  to 19 years","16 years","5263","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","15  to 19 years","16 years","2712","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","15  to 19 years","17 years","5208","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","15  to 19 years","17 years","2673","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","35 to 39 years","39 years","5216","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","35 to 39 years","39 years","2614","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Female","35 to 39 years","39 years","2602","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","40 to 44 years","40 years","5136","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","40 years","2607","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","40 to 44 years","44 years","5294","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","44 years","2589","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","44 years","2705","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Female","50 to 54 years","51 years","2717","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","50 to 54 years","52 years","5370","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Male","50 to 54 years","52 years","2684","1.6","(45.27330228, -93.24636902)"
"2010","Anoka","Female","50 to 54 years","52 years","2686","1.6","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","Under 5 years","3 years","1436","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Male","Under 5 years","3 years","727","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","Under 5 years","4 years","1494","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","Under 5 years","4 years","734","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","5 to 9 years","5 years","724","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","5 to 9 years","7 years","731","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","10 to 14 years","11 years","753","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","10 to 14 years","14 years","746","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","15  to 19 years","17 years","1452","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Male","15  to 19 years","17 years","719","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","15  to 19 years","17 years","733","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","35 to 39 years","38 years","710","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Male","35 to 39 years","39 years","746","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Female","50 to 54 years","51 years","754","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","50 to 54 years","52 years","1414","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Male","50 to 54 years","52 years","716","1.6","(44.82074979, -93.80249803)"
"2010","Carver","Male","50 to 54 years","53 years","703","1.6","(44.82074979, -93.80249803)"
"2010","Dakota","Male","10 to 14 years","10 years","3082","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","10 to 14 years","12 years","3039","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","10 to 14 years","13 years","3082","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","10 to 14 years","14 years","3120","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","15  to 19 years","15 years","3143","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","15  to 19 years","16 years","6234","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","15  to 19 years","16 years","3224","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","15  to 19 years","17 years","3196","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","40 to 44 years","40 years","6266","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","40 to 44 years","40 years","3096","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Female","40 to 44 years","40 years","3170","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Female","40 to 44 years","44 years","3158","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","50 to 54 years","51 years","6523","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","51 years","3199","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","51 years","3324","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","50 to 54 years","52 years","6523","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","52 years","3212","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","52 years","3311","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Male","75 to 79 years","All","3103","1.6","(44.67180826, -93.06548987)"
"2010","Dakota","Female","80 to 84 years","All","3189","1.6","(44.67180826, -93.06548987)"
"2010","Hennepin","Female","20 to 24 years","23 years","9129","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","30 to 34 years","30 years","9644","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","30 to 34 years","31 years","17924","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","30 to 34 years","31 years","9059","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","30 to 34 years","32 years","8806","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","45 to 49 years","49 years","17902","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","45 to 49 years","49 years","8959","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","50 to 54 years","50 years","18011","1.6","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","50 to 54 years","50 years","8932","1.6","(45.0046367, -93.47678614)"
"2010","Ramsey","Both sexes","15  to 19 years","18 years","8136","1.6","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","20 to 24 years","23 years","3969","1.6","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","25 to 29 years","28 years","4303","1.6","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","25 to 29 years","29 years","8266","1.6","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","25 to 29 years","29 years","4185","1.6","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","30 to 34 years","30 years","3946","1.6","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","Under 5 years","1 year","2044","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","1 year","1026","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","1 year","1018","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","10 to 14 years","12 years","2112","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","10 to 14 years","13 years","2098","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","13 years","1030","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","10 to 14 years","14 years","2037","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","10 to 14 years","14 years","1023","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","14 years","1014","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","15  to 19 years","15 years","2091","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","15  to 19 years","15 years","1036","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","15  to 19 years","15 years","1055","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","15  to 19 years","16 years","2089","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","15  to 19 years","17 years","1018","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","30 to 34 years","30 years","1066","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","30 to 34 years","32 years","1023","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","30 to 34 years","33 years","1032","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","30 to 34 years","34 years","2062","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","30 to 34 years","34 years","1028","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","30 to 34 years","34 years","1034","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","35 to 39 years","35 years","2091","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","35 years","1028","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","35 to 39 years","35 years","1063","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","35 to 39 years","36 years","1018","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","38 years","1060","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","40 to 44 years","43 years","1050","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","45 to 49 years","49 years","2143","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","45 to 49 years","49 years","1041","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","50 to 54 years","50 years","2108","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","50 to 54 years","50 years","1063","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Female","50 to 54 years","50 years","1045","1.6","(44.64846905, -93.53581189)"
"2010","Scott","Male","50 to 54 years","51 years","1005","1.6","(44.64846905, -93.53581189)"
"2010","Washington","Male","5 to 9 years","5 years","1828","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","5 to 9 years","7 years","1893","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","5 to 9 years","9 years","1852","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","10 to 14 years","10 years","3709","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","10 to 14 years","10 years","1893","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","10 to 14 years","11 years","3756","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","10 to 14 years","11 years","1914","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","10 to 14 years","12 years","3709","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","10 to 14 years","12 years","1881","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","10 to 14 years","13 years","3809","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","10 to 14 years","13 years","1898","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","10 to 14 years","13 years","1911","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","10 to 14 years","14 years","3847","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","15  to 19 years","15 years","3858","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","15  to 19 years","15 years","1908","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","15  to 19 years","16 years","3890","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","15  to 19 years","16 years","1876","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","15  to 19 years","17 years","3808","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","15  to 19 years","17 years","1933","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","15  to 19 years","17 years","1875","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","35 to 39 years","39 years","3759","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","35 to 39 years","39 years","1959","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","40 years","3698","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","40 to 44 years","40 years","1896","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","41 years","3696","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","40 to 44 years","41 years","1924","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","43 years","3701","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","40 to 44 years","43 years","1905","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","44 years","3859","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","40 to 44 years","44 years","1869","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","45 to 49 years","45 years","1931","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","50 to 54 years","53 years","3746","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","53 years","1874","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","50 to 54 years","53 years","1872","1.6","(45.0386235, -92.88380951)"
"2010","Washington","Female","50 to 54 years","54 years","1867","1.6","(45.0386235, -92.88380951)"
"2010","Anoka","Female","5 to 9 years","5 years","2400","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","5 to 9 years","6 years","4866","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","5 to 9 years","6 years","2473","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","5 to 9 years","8 years","2458","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","5 to 9 years","9 years","2448","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","10 to 14 years","10 years","2482","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","10 to 14 years","11 years","4886","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","10 to 14 years","11 years","2479","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","11 years","2407","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","10 to 14 years","12 years","2414","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","10 to 14 years","13 years","4991","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","10 to 14 years","13 years","2540","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","13 years","2451","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","10 to 14 years","14 years","4994","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","15  to 19 years","15 years","5073","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","15  to 19 years","15 years","2431","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","15  to 19 years","16 years","2551","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","15  to 19 years","17 years","2535","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","15  to 19 years","18 years","2430","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","35 to 39 years","38 years","2406","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","40 years","2529","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","40 to 44 years","41 years","5041","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","41 years","2535","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","41 years","2506","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","40 to 44 years","42 years","4949","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","42 years","2450","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","42 years","2499","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","40 to 44 years","43 years","5014","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","40 to 44 years","43 years","2484","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","40 to 44 years","43 years","2530","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","50 to 54 years","53 years","4998","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","50 to 54 years","53 years","2509","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Female","50 to 54 years","53 years","2489","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","50 to 54 years","54 years","4810","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","50 to 54 years","54 years","2472","1.5","(45.27330228, -93.24636902)"
"2010","Anoka","Male","75 to 79 years","All","2557","1.5","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","Under 5 years","2 years","1339","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Male","Under 5 years","2 years","695","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Female","Under 5 years","3 years","709","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Male","15  to 19 years","18 years","684","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","35 to 39 years","38 years","1332","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Female","50 to 54 years","52 years","698","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","50 to 54 years","53 years","1391","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Female","50 to 54 years","53 years","688","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Male","55 to 59 years","55 years","668","1.5","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","75 to 79 years","All","1364","1.5","(44.82074979, -93.80249803)"
"2010","Dakota","Male","Under 5 years","3 years","2892","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","Under 5 years","4 years","2935","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","5 to 9 years","5 years","5863","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","5 to 9 years","5 years","2966","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","5 to 9 years","6 years","5808","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","5 to 9 years","6 years","2995","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","5 to 9 years","7 years","5803","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","5 to 9 years","7 years","2976","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","5 to 9 years","8 years","2839","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","5 to 9 years","9 years","2962","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","10 years","5956","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","11 years","5801","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","10 to 14 years","11 years","2962","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","12 years","5975","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","13 years","6034","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","13 years","2952","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","10 to 14 years","14 years","6027","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","15  to 19 years","15 years","6135","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","15  to 19 years","15 years","2992","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","15  to 19 years","16 years","3010","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","15  to 19 years","17 years","6080","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","30 to 34 years","30 years","2869","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","35 to 39 years","39 years","6045","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","35 to 39 years","39 years","2980","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","35 to 39 years","39 years","3065","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","40 to 44 years","41 years","5989","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","40 to 44 years","41 years","2994","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","40 to 44 years","41 years","2995","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","40 to 44 years","43 years","5846","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","40 to 44 years","43 years","2841","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","40 to 44 years","43 years","3005","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","40 to 44 years","44 years","6161","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","40 to 44 years","44 years","3003","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","50 to 54 years","53 years","6053","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","53 years","2975","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","53 years","3078","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","50 to 54 years","54 years","5905","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Male","50 to 54 years","54 years","2851","1.5","(44.67180826, -93.06548987)"
"2010","Dakota","Female","50 to 54 years","54 years","3054","1.5","(44.67180826, -93.06548987)"
"2010","Hennepin","Both sexes","20 to 24 years","23 years","17849","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","20 to 24 years","23 years","8720","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","30 to 34 years","31 years","8865","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","30 to 34 years","32 years","17352","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","30 to 34 years","32 years","8546","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","30 to 34 years","33 years","8241","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","35 to 39 years","39 years","8324","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","40 to 44 years","40 years","8401","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","45 to 49 years","45 years","8368","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","45 to 49 years","46 years","16979","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","45 to 49 years","46 years","8516","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","45 to 49 years","47 years","17109","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","45 to 49 years","47 years","8527","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","45 to 49 years","47 years","8582","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","45 to 49 years","48 years","17338","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","45 to 49 years","48 years","8675","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","45 to 49 years","48 years","8663","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","45 to 49 years","49 years","8943","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","50 to 54 years","50 years","9079","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","50 to 54 years","51 years","17055","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","50 to 54 years","51 years","8299","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","50 to 54 years","51 years","8756","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","50 to 54 years","52 years","17177","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","50 to 54 years","52 years","8415","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","50 to 54 years","52 years","8762","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Both sexes","50 to 54 years","53 years","16817","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Male","50 to 54 years","53 years","8426","1.5","(45.0046367, -93.47678614)"
"2010","Hennepin","Female","85 to 89 years","All","9021","1.5","(45.0046367, -93.47678614)"
"2010","Ramsey","Male","Under 5 years","Under 1 year","3619","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","Under 5 years","1 year","3664","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","Under 5 years","3 years","3625","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","15  to 19 years","17 years","3626","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","15  to 19 years","18 years","4031","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","30 to 34 years","30 years","7850","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","30 to 34 years","30 years","3904","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","30 to 34 years","31 years","3612","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","45 to 49 years","49 years","7420","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","45 to 49 years","49 years","3886","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Both sexes","50 to 54 years","50 years","7485","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","50 to 54 years","50 years","3647","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Female","50 to 54 years","50 years","3838","1.5","(45.01704976, -93.09949985)"
"2010","Ramsey","Male","80 to 84 years","All","3641","1.5","(45.01704976, -93.09949985)"
"2010","Scott","Both sexes","Under 5 years","Under 1 year","1926","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Male","Under 5 years","Under 1 year","959","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","Under 5 years","Under 1 year","967","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","10 to 14 years","12 years","1010","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","15  to 19 years","16 years","995","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","15  to 19 years","17 years","1950","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","25 to 29 years","29 years","973","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","30 to 34 years","30 years","2013","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Male","30 to 34 years","30 years","947","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","30 to 34 years","31 years","959","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","30 to 34 years","32 years","1955","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","30 to 34 years","33 years","1939","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","35 to 39 years","36 years","1983","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","36 years","965","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","35 to 39 years","37 years","2008","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Male","35 to 39 years","37 years","1002","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Female","35 to 39 years","37 years","1006","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Both sexes","50 to 54 years","51 years","1923","1.5","(44.64846905, -93.53581189)"
"2010","Scott","Male","50 to 54 years","52 years","981","1.5","(44.64846905, -93.53581189)"
"2010","Washington","Both sexes","5 to 9 years","5 years","3595","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","5 to 9 years","5 years","1767","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","5 to 9 years","6 years","3492","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","5 to 9 years","6 years","1724","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","5 to 9 years","6 years","1768","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","5 to 9 years","7 years","3635","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","5 to 9 years","8 years","3545","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","5 to 9 years","8 years","1799","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","5 to 9 years","8 years","1746","1.5","(45.0386235, -92.88380951)"
