"year_month","geographic_area","labor_force","employment","unemployment","unemployment_rate","year","month"
"1991/02","Washington County","85467","80796","4671","5.5","1991","2"
"2003/05","Scott County","63666","61153","2513","3.9","2003","5"
"1996/05","Ramsey County","276492","267783","8709","3.1","1996","5"
"2004/07","Carver County","47055","45231","1824","3.9","2004","7"
"2003/06","Carver County","45492","43417","2075","4.6","2003","6"
"1992/09","Washington County","89392","85846","3546","4","1992","9"
"2008/08","7 County Metro","1622021","1535852","86169","5.2","2008","8"
"2001/09","Anoka County","181296","174714","6582","3.6","2001","9"
"1997/08","Anoka County","175674","171354","4320","2.5","1997","8"
"1990/09","Dakota County","166423","159734","6689","4","1990","9"
"2004/05","Scott County","66764","64395","2369","3.5","2004","5"
"2002/03","Washington County","120582","115170","5412","4.5","2002","3"
"2000/04","Hennepin County","662284","646145","16139","2.4","2000","4"
"1996/09","Dakota County","201386","196135","5251","2.6","1996","9"
"1991/01","Ramsey County","264792","253848","10944","4.1","1991","1"
"1995/12","Hennepin County","647176","631301","15875","2.5","1995","12"
"1991/12","Washington County","86146","82582","3564","4.1","1991","12"
"1994/08","Carver County","33707","32955","752","2.2","1994","8"
"1990/09","Ramsey County","272665","260077","12588","4.6","1990","9"
"1998/01","Anoka County","175268","170444","4824","2.8","1998","1"
"2000/07","Scott County","54765","53473","1292","2.4","2000","7"
"1990/02","7 County Metro","1323110","1271377","51733","4.4","1990","2"
"2015/12","7 County Metro","1631844","1582006","49838","3.1","2015","12"
"1990/10","Carver County","28357","27369","988","3.5","1990","10"
"1998/11","Hennepin County","663738","651938","11800","1.8","1998","11"
"1991/02","Carver County","28978","27551","1427","4.9","1991","2"
"2000/06","Scott County","54524","53191","1333","2.4","2000","6"
"2000/10","7 County Metro","1574293","1533166","41127","2.5","2000","10"
"1993/04","Scott County","37321","35461","1860","5","1993","4"
"2001/11","7 County Metro","1587845","1528071","59774","3.6","2001","11"
"1997/08","Dakota County","208569","204640","3929","1.9","1997","8"
"1990/08","Dakota County","168287","162365","5922","3.5","1990","8"
"1990/04","Carver County","28158","27161","997","3.5","1990","4"
"1990/08","Hennepin County","626840","599554","27286","4.4","1990","8"
"1994/03","Scott County","39040","37399","1641","4.2","1994","3"
"2001/01","Carver County","42167","40798","1369","3.2","2001","1"
"2002/06","7 County Metro","1585923","1511844","74079","4.4","2002","6"
"1990/12","Dakota County","166941","160739","6202","3.7","1990","12"
"1998/12","Anoka County","179812","176545","3267","1.8","1998","12"
"1994/09","Washington County","98687","96205","2482","2.5","1994","9"
"1998/05","7 County Metro","1516903","1490213","26690","1.6","1998","5"
"1998/04","Scott County","46521","45646","875","1.9","1998","4"
"1994/08","Hennepin County","642639","621345","21294","3.3","1994","8"
"2002/10","Hennepin County","660523","634452","26071","3.9","2002","10"
"2004/01","Anoka County","186476","176405","10071","5.4","2004","1"
"1990/02","Carver County","28050","26804","1246","4.4","1990","2"
"1995/05","Anoka County","165157","160436","4721","2.9","1995","5"
"2010/07","7 County Metro","1615158","1498163","116995","7.1","2010","7"
"1991/06","Washington County","85871","82480","3391","3.9","1991","6"
"2002/03","Carver County","43548","41439","2109","4.8","2002","3"
"1993/03","7 County Metro","1384579","1322373","62206","4.7","1993","3"
"1997/04","Scott County","44822","43536","1286","2.9","1997","4"
"1995/11","Washington County","104887","102398","2489","2.4","1995","11"
"1999/05","Washington County","118201","116406","1795","1.5","1999","5"
"1994/12","Washington County","100580","98047","2533","2.5","1994","12"
"2002/05","Dakota County","220426","212312","8114","3.7","2002","5"
"2001/03","Anoka County","182187","175653","6534","3.6","2001","3"
"1995/01","7 County Metro","1436125","1389171","46954","3.5","1995","1"
"2000/11","Anoka County","181277","176581","4696","2.6","2000","11"
"2001/04","Anoka County","181549","175473","6076","3.3","2001","4"
"2000/06","Washington County","118746","115753","2993","2.5","2000","6"
"1997/06","Anoka County","174591","169637","4954","2.8","1997","6"
"2003/03","Anoka County","184562","175016","9546","5.2","2003","3"
"1993/03","Dakota County","180896","173352","7544","4.2","1993","3"
"1998/08","Hennepin County","660152","647196","12956","2","1998","8"
"1996/02","Carver County","36312","35286","1026","2.8","1996","2"
"1995/01","Anoka County","164011","157844","6167","3.8","1995","1"
"2001/02","Washington County","119727","116219","3508","2.9","2001","2"
"1997/10","Hennepin County","653188","638102","15086","2.3","1997","10"
"1996/11","Anoka County","172531","167673","4858","2.8","1996","11"
"2016/06","Washington County","138637","133652","4985","3.6","2016","6"
"2002/04","Carver County","43511","41646","1865","4.3","2002","4"
"2002/01","Scott County","61134","58001","3133","5.1","2002","1"
"1991/11","Anoka County","149378","142855","6523","4.4","1991","11"
"1991/03","Scott County","34775","32504","2271","6.5","1991","3"
"1993/07","Hennepin County","639079","610635","28444","4.5","1993","7"
"1999/01","Carver County","40158","39119","1039","2.6","1999","1"
"1998/04","Hennepin County","647866","636133","11733","1.8","1998","4"
"2000/10","Ramsey County","288794","280554","8240","2.9","2000","10"
"2000/08","Anoka County","180607","175944","4663","2.6","2000","8"
"2001/05","Carver County","41842","40807","1035","2.5","2001","5"
"1995/06","Ramsey County","277705","268791","8914","3.2","1995","6"
"1994/09","Carver County","33285","32456","829","2.5","1994","9"
"1994/07","Dakota County","190360","185192","5168","2.7","1994","7"
"1999/11","Anoka County","185561","181894","3667","2","1999","11"
"1990/10","Dakota County","167298","161199","6099","3.6","1990","10"
"1994/04","Dakota County","186456","180999","5457","2.9","1994","4"
"1990/05","Carver County","27996","27237","759","2.7","1990","5"
"1994/10","Hennepin County","639917","619592","20325","3.2","1994","10"
"2006/07","7 County Metro","1604572","1546752","57820","3.5","2006","7"
"1991/11","Carver County","29327","28305","1022","3.5","1991","11"
"2005/11","7 County Metro","1599398","1543289","56109","3.4","2005","11"
"1994/07","Washington County","100763","98267","2496","2.5","1994","7"
"1998/09","Ramsey County","282458","275291","7167","2.5","1998","9"
"2003/08","Carver County","45704","43748","1956","4.3","2003","8"
"2001/07","Ramsey County","288550","278289","10261","3.6","2001","7"
"2008/01","7 County Metro","1583811","1510035","73776","4.8","2008","1"
"1991/08","Scott County","34624","33233","1391","4","1991","8"
"1990/06","Scott County","33500","32286","1214","3.6","1990","6"
"2005/04","7 County Metro","1583903","1526175","57728","3.6","2005","4"
"1996/02","Anoka County","167949","162061","5888","3.5","1996","2"
"1999/09","Washington County","119738","117437","2301","1.9","1999","9"
"1995/05","7 County Metro","1450221","1411969","38252","2.5","1995","5"
"2005/10","7 County Metro","1598052","1544068","53984","3.3","2005","10"
"2004/05","Hennepin County","655955","627848","28107","4.3","2004","5"
"2010/12","7 County Metro","1591774","1487029","104745","6.5","2010","12"
"2016/01","Dakota County","229528","220801","8727","3.8","2016","1"
"1995/12","Carver County","35596","34740","856","2.4","1995","12"
"1990/07","Washington County","84485","81627","2858","3.4","1990","7"
"2002/07","Anoka County","185841","177676","8165","4.4","2002","7"
"1993/09","7 County Metro","1398706","1341411","57295","3.8","1993","9"
"2004/08","Carver County","46929","45126","1803","3.8","2004","8"
"1997/03","Hennepin County","640974","624576","16398","2.6","1997","3"
"2004/05","Carver County","46370","44714","1656","3.6","2004","5"
"2001/12","Washington County","120133","116125","4008","3.3","2001","12"
"2012/08","7 County Metro","1616879","1527979","88900","5.4","2012","8"
"1995/06","Carver County","35183","34334","849","2.4","1995","6"
"2004/09","Hennepin County","659754","630163","29591","4.5","2004","9"
"2001/04","Dakota County","218749","212619","6130","2.8","2001","4"
"2003/05","Ramsey County","278254","265572","12682","4.6","2003","5"
"2015/11","Anoka County","187748","182120","5628","3","2015","11"
"1994/11","Ramsey County","275822","268121","7701","2.8","1994","11"
"2000/08","7 County Metro","1576968","1534739","42229","2.5","2000","8"
"2015/11","Hennepin County","669896","651109","18787","2.8","2015","11"
"2000/08","Ramsey County","289346","280842","8504","2.9","2000","8"
"1999/04","7 County Metro","1540571","1511766","28805","1.9","1999","4"
"1996/10","Washington County","109400","106606","2794","2.6","1996","10"
"2003/05","Washington County","122375","117571","4804","3.9","2003","5"
"1992/03","Anoka County","152374","144052","8322","5.5","1992","3"
"2004/10","7 County Metro","1594848","1532925","61923","3.7","2004","10"
"2000/12","Washington County","119065","116393","2672","2.2","2000","12"
"1990/09","7 County Metro","1348138","1286337","61801","4.3","1990","9"
"2001/07","Anoka County","183823","177401","6422","3.5","2001","7"
"2003/08","7 County Metro","1599124","1524688","74436","4.4","2003","8"
"2000/04","Ramsey County","284691","277363","7328","2.6","2000","4"
"1997/03","Dakota County","204406","199661","4745","2.3","1997","3"
"2004/12","Carver County","46707","45046","1661","3.6","2004","12"
"1994/03","Ramsey County","270972","260905","10067","3.7","1994","3"
"2007/10","7 County Metro","1600271","1536123","64148","3.9","2007","10"
"2009/06","7 County Metro","1614672","1483794","130878","8","2009","6"
"1991/02","Hennepin County","606215","580190","26025","4.3","1991","2"
"2010/10","7 County Metro","1603507","1497164","106343","6.5","2010","10"
"2015/09","Washington County","135930","131992","3938","2.9","2015","9"
"1992/11","Scott County","36019","34605","1414","3.9","1992","11"
"1993/10","Carver County","31807","30937","870","2.7","1993","10"
"1994/02","Ramsey County","269211","259404","9807","3.6","1994","2"
"2004/02","Dakota County","223138","213263","9875","4.4","2004","2"
"2010/01","7 County Metro","1578513","1455351","123162","7.9","2010","1"
"1998/10","Hennepin County","660844","648180","12664","1.9","1998","10"
"2015/08","Scott County","79048","76756","2292","2.9","2015","8"
"2015/08","Washington County","137026","132911","4115","3","2015","8"
"2000/07","Anoka County","180869","176247","4622","2.6","2000","7"
"2003/09","Carver County","45498","43457","2041","4.5","2003","9"
"2000/05","Anoka County","178156","173842","4314","2.4","2000","5"
"1998/06","Washington County","114962","112870","2092","1.8","1998","6"
"2000/08","Scott County","54660","53381","1279","2.3","2000","8"
"1993/09","Dakota County","182223","175848","6375","3.5","1993","9"
"1991/02","Anoka County","147335","139045","8290","5.6","1991","2"
"1992/08","Scott County","36028","34659","1369","3.8","1992","8"
"1995/12","Scott County","41704","40302","1402","3.4","1995","12"
"2014/10","7 County Metro","1628754","1578896","49858","3","2014","10"
"2008/06","7 County Metro","1608973","1525655","83318","5.1","2008","6"
"1996/08","Hennepin County","653454","633220","20234","3.1","1996","8"
"1995/03","Washington County","102677","99646","3031","3","1995","3"
"1992/06","Dakota County","177747","170106","7641","4.3","1992","6"
"1995/01","Washington County","102097","98843","3254","3.2","1995","1"
"1994/06","Hennepin County","637173","614902","22271","3.5","1994","6"
"2002/07","Ramsey County","286319","273099","13220","4.6","2002","7"
"1991/10","Anoka County","148731","142039","6692","4.5","1991","10"
"2003/06","Washington County","123783","118119","5664","4.6","2003","6"
"2002/04","Washington County","120660","115744","4916","4.1","2002","4"
"2000/09","Dakota County","217985","212076","5909","2.7","2000","9"
"2000/11","Washington County","119342","116589","2753","2.3","2000","11"
"2015/05","Washington County","137106","132858","4248","3.1","2015","5"
"1994/02","Anoka County","159919","152735","7184","4.5","1994","2"
"1993/12","Dakota County","184549","179186","5363","2.9","1993","12"
"1997/07","Anoka County","176672","172324","4348","2.5","1997","7"
"1993/06","Scott County","37470","35775","1695","4.5","1993","6"
"1992/07","Ramsey County","277782","265223","12559","4.5","1992","7"
"1994/09","Hennepin County","634509","611957","22552","3.6","1994","9"
"2002/12","Washington County","120525","116218","4307","3.6","2002","12"
"2000/10","Hennepin County","671818","653581","18237","2.7","2000","10"
"1998/08","Dakota County","213912","210710","3202","1.5","1998","8"
"2000/11","Scott County","54971","53575","1396","2.5","2000","11"
"1997/10","Washington County","112029","110079","1950","1.7","1997","10"
"1990/06","Dakota County","167408","161613","5795","3.5","1990","6"
"1996/07","7 County Metro","1511865","1463708","48157","2.9","1996","7"
"1995/04","Dakota County","192278","187112","5166","2.7","1995","4"
"2000/08","Hennepin County","673078","654251","18827","2.8","2000","8"
"1996/06","Washington County","108706","105789","2917","2.7","1996","6"
"1995/08","Anoka County","167979","163539","4440","2.6","1995","8"
"2015/02","Anoka County","187640","179575","8065","4.3","2015","2"
"2001/06","Carver County","42301","40965","1336","3.2","2001","6"
"1997/01","Ramsey County","274680","266206","8474","3.1","1997","1"
"1992/03","Carver County","30283","28820","1463","4.8","1992","3"
"1992/11","Ramsey County","274803","264139","10664","3.9","1992","11"
"2000/01","Scott County","53754","51953","1801","3.4","2000","1"
"2009/01","7 County Metro","1589354","1480415","108939","7","2009","1"
"1998/06","Scott County","46789","45927","862","1.8","1998","6"
"1998/04","Ramsey County","279493","273772","5721","2","1998","4"
"2004/01","Carver County","46185","43920","2265","4.9","2004","1"
"1997/06","Dakota County","207110","202591","4519","2.2","1997","6"
"2015/01","Hennepin County","663860","638645","25215","3.8","2015","1"
"1993/08","Carver County","31983","31062","921","2.9","1993","8"
"1992/02","7 County Metro","1356417","1294064","62353","5","1992","2"
"2015/01","Washington County","134809","129550","5259","3.9","2015","1"
"2000/03","Ramsey County","283377","274778","8599","3","2000","3"
"1990/12","Washington County","83507","80147","3360","4","1990","12"
"2014/05","7 County Metro","1635031","1575307","59724","3.6","2014","5"
"1996/04","Washington County","107507","104456","3051","2.8","1996","4"
"1999/12","Dakota County","219350","215577","3773","1.7","1999","12"
"1991/09","Ramsey County","271357","258483","12874","4.7","1991","9"
"1998/11","Carver County","39983","39211","772","1.9","1998","11"
"1991/03","Carver County","29176","27725","1451","5","1991","3"
"2003/07","Hennepin County","671628","638243","33385","5","2003","7"
"1991/03","Dakota County","170700","162399","8301","4.9","1991","3"
"2002/01","Ramsey County","279850","266787","13063","4.7","2002","1"
"2008/10","7 County Metro","1611925","1528038","83887","5.1","2008","10"
"2002/06","Anoka County","184787","176102","8685","4.7","2002","6"
"1992/11","Washington County","90325","86869","3456","3.8","1992","11"
"1998/02","7 County Metro","1498595","1465749","32846","2.3","1998","2"
"2003/06","Dakota County","225140","214609","10531","4.7","2003","6"
"1999/12","Ramsey County","285524","279508","6016","2.1","1999","12"
"1999/02","Carver County","40210","39225","985","2.4","1999","2"
"2014/10","Carver County","54065","52549","1516","2.8","2014","10"
"2000/07","Dakota County","219379","214094","5285","2.4","2000","7"
"2006/04","7 County Metro","1577432","1523451","53981","3.4","2006","4"
"1995/08","7 County Metro","1478017","1439277","38740","2.4","1995","8"
"1997/03","Anoka County","172629","167184","5445","3.2","1997","3"
"1993/07","Anoka County","158863","151776","7087","4.5","1993","7"
"1995/03","Dakota County","192105","186611","5494","2.9","1995","3"
"2006/11","7 County Metro","1596749","1540445","56304","3.5","2006","11"
"2004/05","Washington County","123426","118669","4757","3.9","2004","5"
"1997/05","Ramsey County","278374","271304","7070","2.5","1997","5"
"2003/11","Hennepin County","663134","634102","29032","4.4","2003","11"
"1996/02","Dakota County","197967","192506","5461","2.8","1996","2"
"1990/08","Ramsey County","276052","264360","11692","4.2","1990","8"
"1993/03","Scott County","37376","35217","2159","5.8","1993","3"
"2001/02","7 County Metro","1565661","1518799","46862","3","2001","2"
"2002/03","Dakota County","220666","210306","10360","4.7","2002","3"
"2014/08","Carver County","54285","52441","1844","3.4","2014","8"
"1995/01","Carver County","34846","33643","1203","3.5","1995","1"
"2011/09","7 County Metro","1617747","1522889","94858","5.7","2011","9"
"1999/03","Washington County","117605","115367","2238","1.9","1999","3"
"2014/08","Scott County","77985","75414","2571","3.3","2014","8"
"1998/11","Ramsey County","285714","280574","5140","1.8","1998","11"
"1995/10","7 County Metro","1475317","1436694","38623","2.4","1995","10"
"2002/05","Scott County","60825","58638","2187","3.6","2002","5"
"2001/07","Carver County","42645","41363","1282","3","2001","7"
"1999/08","Washington County","120873","118766","2107","1.7","1999","8"
"2000/12","Anoka County","180942","176286","4656","2.6","2000","12"
"2014/07","Ramsey County","279848","268096","11752","4.2","2014","7"
"1998/04","Washington County","113926","112182","1744","1.5","1998","4"
"1996/06","Ramsey County","280260","270305","9955","3.6","1996","6"
"1994/12","Ramsey County","276275","269040","7235","2.6","1994","12"
"2015/04","7 County Metro","1634062","1580819","53243","3.2","2015","4"
"1995/06","Dakota County","194054","188917","5137","2.6","1995","6"
"2004/03","Dakota County","224324","213790","10534","4.7","2004","3"
"1990/11","Carver County","28391","27474","917","3.2","1990","11"
"2014/06","Ramsey County","278848","266857","11991","4.3","2014","6"
"1995/10","Hennepin County","650114","632254","17860","2.7","1995","10"
"1999/04","Hennepin County","654775","642311","12464","1.9","1999","4"
"2001/12","Scott County","58275","55845","2430","4.2","2001","12"
"2014/05","Anoka County","188459","181117","7342","3.9","2014","5"
"1996/06","Hennepin County","650046","628325","21721","3.3","1996","6"
"2016/01","7 County Metro","1628801","1567996","60805","3.8","2016","1"
"1996/12","Scott County","43329","42066","1263","2.9","1996","12"
"2011/01","7 County Metro","1584681","1473732","110949","7","2011","1"
"2004/11","Washington County","124236","120139","4097","3.3","2004","11"
"2014/05","Washington County","135621","131007","4614","3.4","2014","5"
"2004/01","Washington County","122497","116565","5932","4.8","2004","1"
"1993/11","Anoka County","157838","151937","5901","3.7","1993","11"
"2014/04","Carver County","53841","51851","1990","3.7","2014","4"
"2013/12","7 County Metro","1622062","1555925","66137","4.1","2013","12"
"2004/02","Washington County","122629","116952","5677","4.6","2004","2"
"2000/11","Carver County","41551","40573","978","2.4","2000","11"
"2009/12","7 County Metro","1586513","1473756","112757","7.2","2009","12"
"1993/05","Scott County","37127","35577","1550","4.2","1993","5"
"2014/11","7 County Metro","1630931","1580824","50107","3","2014","11"
"2004/10","Washington County","124445","120136","4309","3.5","2004","10"
"2003/05","7 County Metro","1574875","1506195","68680","4.2","2003","5"
"1993/01","Dakota County","179501","171602","7899","4.4","1993","1"
"2003/12","Ramsey County","278938","266451","12487","4.5","2003","12"
"2014/03","Ramsey County","275435","262221","13214","4.8","2014","3"
"1996/06","Scott County","42822","41634","1188","2.8","1996","6"
"2001/10","Hennepin County","669330","644561","24769","3.7","2001","10"
"1997/12","Scott County","45410","44343","1067","2.3","1997","12"
"1998/09","7 County Metro","1536691","1494492","42199","2.8","1998","9"
"2001/09","Ramsey County","284453","274073","10380","3.6","2001","9"
"1996/09","Carver County","36806","35952","854","2.3","1996","9"
"2000/12","Carver County","41490","40506","984","2.4","2000","12"
"1995/11","Dakota County","195844","191763","4081","2.1","1995","11"
"1999/05","Carver County","40541","39848","693","1.7","1999","5"
"2014/02","Washington County","135048","128842","6206","4.6","2014","2"
"2001/04","Hennepin County","664112","643484","20628","3.1","2001","4"
"2015/05","7 County Metro","1650895","1596047","54848","3.2","2015","5"
"2003/09","Washington County","123549","118226","5323","4.3","2003","9"
"1994/03","7 County Metro","1415028","1363090","51938","3.9","1994","3"
"1998/12","Hennepin County","659457","648616","10841","1.6","1998","12"
"1993/09","Hennepin County","626927","599316","27611","4.4","1993","9"
"1997/12","7 County Metro","1508719","1480941","27778","1.9","1997","12"
"2004/03","7 County Metro","1573825","1495969","77856","5","2004","3"
"2003/07","Scott County","64914","62111","2803","4.3","2003","7"
"1999/09","Scott County","49729","48660","1069","2.1","1999","9"
"1992/07","Carver County","30705","29651","1054","3.4","1992","7"
"2006/05","7 County Metro","1577472","1528117","49355","3","2006","5"
"1996/12","Washington County","109363","106888","2475","2.3","1996","12"
"1997/11","7 County Metro","1516922","1488603","28319","1.8","1997","11"
"2000/01","Ramsey County","281867","273327","8540","3","2000","1"
"2004/08","Anoka County","189472","181245","8227","4.3","2004","8"
"2004/05","Anoka County","187553","179590","7963","4.2","2004","5"
"1997/09","7 County Metro","1509070","1469821","39249","2.4","1997","9"
"2000/04","Anoka County","178175","173764","4411","2.5","2000","4"
"1999/07","Carver County","41677","40776","901","2.2","1999","7"
"1992/10","Hennepin County","625909","599967","25942","4.1","1992","10"
"1996/03","Hennepin County","636442","617207","19235","3","1996","3"
"2013/11","Scott County","77056","74358","2698","3.5","2013","11"
"2013/11","Washington County","135113","130248","4865","3.6","2013","11"
"2005/01","7 County Metro","1566616","1500845","65771","4.3","2005","1"
"1990/03","Ramsey County","268687","258507","10180","3.8","1990","3"
"1997/07","7 County Metro","1528929","1492790","36139","2.1","1997","7"
"1994/04","7 County Metro","1422148","1376839","45309","3.2","1994","4"
"2002/07","Dakota County","223501","214973","8528","3.8","2002","7"
"2004/04","7 County Metro","1577248","1510577","66671","4.1","2004","4"
"2003/07","Dakota County","226989","216962","10027","4.4","2003","7"
"1996/01","Ramsey County","273306","263691","9615","3.5","1996","1"
"1990/10","Anoka County","145899","139283","6616","4.5","1990","10"
"2010/09","7 County Metro","1607058","1494480","112578","6.9","2010","9"
"2007/01","7 County Metro","1586961","1517461","69500","4.5","2007","1"
"2000/12","Dakota County","218948","214141","4807","2.2","2000","12"
"2013/09","Hennepin County","668103","638734","29369","4.4","2013","9"
"2013/09","Ramsey County","275386","262711","12675","4.6","2013","9"
"1999/06","Carver County","40840","39894","946","2.3","1999","6"
"2004/12","Dakota County","226137","218003","8134","3.6","2004","12"
"1996/07","Hennepin County","658885","636753","22132","3.4","1996","7"
"1990/10","Scott County","33397","32203","1194","3.6","1990","10"
"2013/08","Carver County","53400","51210","2190","4.1","2013","8"
"2006/01","7 County Metro","1574623","1510154","64469","4.2","2006","1"
"1992/02","Hennepin County","608326","582729","25597","4.2","1992","2"
"1996/12","Anoka County","171994","167285","4709","2.7","1996","12"
"1990/07","Dakota County","169611","163713","5898","3.5","1990","7"
"1995/08","Carver County","35485","34854","631","1.8","1995","8"
"1994/12","Hennepin County","640057","623672","16385","2.6","1994","12"
"1995/09","Scott County","40900","39850","1050","2.6","1995","9"
"1992/06","Carver County","30304","29107","1197","3.9","1992","6"
"1993/04","Dakota County","181325","174549","6776","3.7","1993","4"
"1998/12","Dakota County","214237","211172","3065","1.4","1998","12"
"2003/03","Ramsey County","276270","263094","13176","4.8","2003","3"
"2002/09","Anoka County","183266","175571","7695","4.2","2002","9"
"1998/03","Anoka County","176582","172157","4425","2.5","1998","3"
"1992/01","Washington County","87885","83582","4303","4.9","1992","1"
"1993/06","Washington County","94215","90488","3727","4","1993","6"
"2003/07","Anoka County","188472","179431","9041","4.8","2003","7"
"2012/07","7 County Metro","1618404","1525776","92628","5.6","2012","7"
"2000/07","Ramsey County","289861","281326","8535","2.9","2000","7"
"1990/09","Carver County","28217","27120","1097","3.9","1990","9"
"1990/08","Scott County","33727","32435","1292","3.8","1990","8"
"1991/05","Ramsey County","269529","257949","11580","4.3","1991","5"
"1998/02","Scott County","46336","45017","1319","2.8","1998","2"
"2004/11","7 County Metro","1592191","1532944","59247","3.6","2004","11"
"2000/10","Anoka County","180338","175764","4574","2.5","2000","10"
"2001/10","Scott County","58018","56028","1990","3.4","2001","10"
"1991/03","7 County Metro","1349372","1283968","65404","5.3","1991","3"
"1991/08","Hennepin County","625976","596987","28989","4.6","1991","8"
"1992/03","Hennepin County","614300","587907","26393","4.3","1992","3"
"1991/11","7 County Metro","1363316","1310841","52475","4","1991","11"
"2011/11","7 County Metro","1611837","1529437","82400","5","2011","11"
"1992/01","Ramsey County","266397","254147","12250","4.6","1992","1"
"1991/12","Ramsey County","270775","260256","10519","3.9","1991","12"
"1997/04","Washington County","110645","108172","2473","2.2","1997","4"
"1992/02","Scott County","35850","33477","2373","6.6","1992","2"
"1994/05","Washington County","98618","96256","2362","2.4","1994","5"
"1997/10","Carver County","38066","37464","602","1.6","1997","10"
"2005/07","7 County Metro","1598173","1541840","56333","3.3","2005","7"
"1998/03","Scott County","46730","45385","1345","2.9","1998","3"
"2002/02","Washington County","120494","115364","5130","4.3","2002","2"
"2003/09","Scott County","64174","61492","2682","4.2","2003","9"
"1994/03","Anoka County","160718","153620","7098","4.4","1994","3"
"1998/06","Dakota County","212249","208381","3868","1.8","1998","6"
"1995/05","Ramsey County","275234","267691","7543","2.7","1995","5"
"2013/03","Washington County","133957","127396","6561","4.9","2013","3"
"2001/01","7 County Metro","1564060","1515718","48342","3.2","2001","1"
"2012/02","7 County Metro","1599127","1504659","94468","5.9","2012","2"
"1998/10","Scott County","47307","46511","796","1.7","1998","10"
"2007/11","7 County Metro","1603100","1540901","62199","3.8","2007","11"
"2001/03","Carver County","42389","40955","1434","3.4","2001","3"
"2002/08","Washington County","121733","117350","4383","3.6","2002","8"
"1997/02","7 County Metro","1476360","1438122","38238","2.7","1997","2"
"1995/09","Washington County","103667","100923","2744","2.6","1995","9"
"2004/07","Dakota County","228408","218896","9512","4.2","2004","7"
"1996/12","7 County Metro","1494855","1459339","35516","2.4","1996","12"
"2007/05","7 County Metro","1590658","1529633","61025","3.8","2007","5"
"1995/05","Dakota County","192646","188143","4503","2.3","1995","5"
"2001/04","Washington County","119808","116310","3498","2.9","2001","4"
"1993/07","Carver County","32113","31062","1051","3.3","1993","7"
"2003/10","Washington County","123458","118486","4972","4","2003","10"
"2003/02","Carver County","44900","42849","2051","4.6","2003","2"
"1998/08","Ramsey County","284313","278533","5780","2","1998","8"
"1999/01","7 County Metro","1520449","1488229","32220","2.3","1999","1"
"1993/02","Dakota County","180470","172699","7771","4.3","1993","2"
"1997/10","Ramsey County","281742","274884","6858","2.4","1997","10"
"1998/11","Anoka County","180578","177449","3129","1.7","1998","11"
"2011/02","7 County Metro","1581492","1474847","106645","6.8","2011","2"
"1990/07","Scott County","33868","32706","1162","3.4","1990","7"
"1994/01","Ramsey County","268983","258069","10914","4.1","1994","1"
"1996/10","7 County Metro","1497539","1455488","42051","2.6","1996","10"
"1997/07","Ramsey County","285034","277331","7703","2.7","1997","7"
"1992/09","Scott County","35573","34198","1375","3.9","1992","9"
"2008/05","7 County Metro","1595199","1521391","73808","4.6","2008","5"
"1998/03","Ramsey County","279064","272204","6860","2.5","1998","3"
"2002/06","Washington County","121611","116684","4927","4.1","2002","6"
"1991/12","Anoka County","148575","142121","6454","4.3","1991","12"
"2008/09","7 County Metro","1611284","1524306","86978","5.3","2008","9"
"1999/02","Anoka County","179637","175572","4065","2.3","1999","2"
