"sex","province","district","product","n_startdate","plantedarea_ha","actual_production_kg","productioncost_usd","volume_of_sales_kg","value_of_sales_usd","num_participants"
"M","Mashonaland West","Hurungwe","Soya Beans","2012-11-01T00:00:00.000","0.05","50","313","0","1","1"
"M","Mashonaland West","Hurungwe","Sugar Beans","2013-02-01T00:00:00.000","0.29","115","1826","0","2","2"
"M","Mashonaland West","Hurungwe","Sugar Beans","2011-11-01T00:00:00.000","0.3","100","301","0","1","1"
"M","Mashonaland West","Hurungwe","Sugar Beans","2012-11-01T00:00:00.000","0.2","100","358","0","1","1"
"M","Mashonaland West","Hurungwe","Sunflower","2013-01-01T00:00:00.000","0.5","300","614","0","1","1"
"M","Mashonaland West","Hurungwe","Sunflower","2012-12-01T00:00:00.000","0.4","336","611","144","246","1"
"M","Mashonaland West","Hurungwe","Sweet Potatoes","2013-05-01T00:00:00.000","0.1","200","1","0","1","1"
"M","Mashonaland West","Hurungwe","Sweet Potatoes","2012-09-01T00:00:00.000","0.4","3000","435","1980","390","1"
"M","Mashonaland West","Hurungwe","Sweet Potatoes","2011-11-01T00:00:00.000","0.4","1120","825","960","254","1"
"M","Mashonaland West","Hurungwe","Tobacco","2012-01-01T00:00:00.000","1","1350","773","1350","450","2"
"M","Mashonaland West","Hurungwe","Tobacco","2013-01-01T00:00:00.000","3.9","4659","3124","3939","1263","6"
"M","Mashonaland West","Hurungwe","Tobacco","2012-02-01T00:00:00.000","1.25","1360","1155","1360","421","2"
"M","Mashonaland West","Hurungwe","Tobacco","2013-02-01T00:00:00.000","3.56","3798","2810","3798","2120","6"
"M","Mashonaland West","Hurungwe","Tobacco","2012-03-01T00:00:00.000","1.2","1267","1762","1267","293","2"
"M","Mashonaland West","Hurungwe","Tobacco","2012-04-01T00:00:00.000","0.4","400","463","400","518","1"
"M","Mashonaland West","Hurungwe","Tobacco","2013-05-01T00:00:00.000","1.5","2800","593","2800","1004","2"
"M","Mashonaland West","Hurungwe","Tobacco","2011-08-01T00:00:00.000","0.56","117","424","117","242","2"
"M","Mashonaland West","Hurungwe","Tobacco","2012-08-01T00:00:00.000","0.5","600","606","600","101","1"
"M","Mashonaland West","Hurungwe","Tobacco","2012-09-01T00:00:00.000","2.75","3140","2792","3140","911","4"
"M","Mashonaland West","Hurungwe","Tobacco","2011-11-01T00:00:00.000","1.5","1550","1343","1550","60","2"
"M","Mashonaland West","Hurungwe","Tobacco","2012-11-01T00:00:00.000","3","4150","1851","4150","1547","4"
"M","Mashonaland West","Hurungwe","Tobacco","2011-12-01T00:00:00.000","2.5","4054","119","4054","886","2"
"M","Mashonaland West","Hurungwe","Tobacco","2012-12-01T00:00:00.000","0.5","1450","640","1450","528","2"
"M","Masvingo","Chiredzi","ABE Chillies","2013-04-01T00:00:00.000","0.6","5672","1315","5672","797","2"
"M","Masvingo","Chiredzi","ABE Chillies","2013-06-01T00:00:00.000","0.15","2466","721","2466","86","1"
"M","Masvingo","Chiredzi","ABE Chillies","2012-07-01T00:00:00.000","0.15","246","429","246","146","1"
"M","Masvingo","Chiredzi","ABE Chillies","2013-11-01T00:00:00.000","0.2","1628","699","1628","19","1"
"M","Masvingo","Chiredzi","Banana","2013-04-01T00:00:00.000","0.07","511","571","511","127","1"
"M","Masvingo","Chiredzi","Cherry Pepper","2013-04-01T00:00:00.000","0.25","2000","283","0","1","1"
"M","Masvingo","Chiredzi","Cotton","2013-06-01T00:00:00.000","0.75","1400","285","0","1","1"
"M","Masvingo","Chiredzi","Maize","2013-04-01T00:00:00.000","3","7100","1131","6000","69","3"
"M","Masvingo","Chiredzi","Maize","2012-07-01T00:00:00.000","2.5","5100","925","1000","288","1"
"M","Masvingo","Chiredzi","Maize","2013-11-01T00:00:00.000","1","1986","619","1506","330","1"
"M","Masvingo","Chiredzi","Sugar Beans","2013-04-01T00:00:00.000","0.45","550","313","0","2","2"
"M","Masvingo","Chiredzi","Sugar Beans","2013-11-01T00:00:00.000","0.5","500","284","0","1","1"
"M","Masvingo","Chiredzi","Tabasco Chilli","2013-04-01T00:00:00.000","0.2","401","249","401","215","1"
"M","Masvingo","Gutu","Cowpeas","2012-11-01T00:00:00.000","0.1","150","485","0","1","1"
"M","Masvingo","Gutu","Groundnuts","2013-01-01T00:00:00.000","0.4","450","614","0","1","1"
"M","Masvingo","Gutu","Groundnuts","2012-03-01T00:00:00.000","0.1","200","195","0","1","1"
"M","Masvingo","Gutu","Groundnuts","2012-05-01T00:00:00.000","0.2","150","855","0","1","1"
"M","Masvingo","Gutu","Groundnuts","2011-11-01T00:00:00.000","0.1","250","195","0","1","1"
"M","Masvingo","Gutu","Groundnuts","2012-11-01T00:00:00.000","0.1","26","716","0","1","1"
"M","Masvingo","Gutu","Maize","2013-01-01T00:00:00.000","1.5","5000","80","0","1","1"
"M","Masvingo","Gutu","Maize","2012-05-01T00:00:00.000","1.5","2000","680","0","1","1"
"M","Masvingo","Gutu","Maize","2013-09-01T00:00:00.000","1.5","1200","194","0","1","1"
"M","Masvingo","Gutu","Maize","2011-11-01T00:00:00.000","0.2","650","372","0","1","1"
"M","Masvingo","Gutu","Maize","2012-11-01T00:00:00.000","1","850","87","0","1","1"
"M","Masvingo","Gutu","Roundnuts","2013-01-01T00:00:00.000","0.2","100","195","0","1","1"
"M","Masvingo","Gutu","Roundnuts","2012-03-01T00:00:00.000","0.1","150","314","0","1","1"
"M","Masvingo","Gutu","Roundnuts","2012-05-01T00:00:00.000","0.1","150","314","0","1","1"
"M","Masvingo","Gutu","Roundnuts","2012-11-01T00:00:00.000","0.5","80","485","0","1","1"
"M","Masvingo","Gutu","Sorghum","2011-11-01T00:00:00.000","0.1","180","611","0","1","1"
"M","Masvingo","Gutu","Sugar Beans","2012-03-01T00:00:00.000","0.2","100","707","0","1","1"
"M","Masvingo","Gutu","Sugar Beans","2011-11-01T00:00:00.000","0.2","200","830","150","218","1"
"M","Masvingo","Gutu","Sugar Beans","2011-12-01T00:00:00.000","0.2","100","79","50","457","1"
"M","Masvingo","Gutu","Sweet Potatoes","2013-01-01T00:00:00.000","0.2","1800","486","480","159","1"
"M","Masvingo","Gutu","Sweet Potatoes","2011-11-01T00:00:00.000","0.2","1200","409","350","130","1"
"M","Masvingo","Zaka","ABE Chillies","2014-03-01T00:00:00.000","0.58","4316","2103","4316.98","2172","5"
"M","Masvingo","Zaka","ABE Chillies","2011-10-01T00:00:00.000","0.2","2226","862","2225.7","57","1"
"M","Masvingo","Zaka","Cotton","2014-03-01T00:00:00.000","0.6","250","792","250","430","1"
"M","Masvingo","Zaka","Cowpeas","2014-03-01T00:00:00.000","0.2","158","67","0","1","1"
"M","Masvingo","Zaka","Maize","2014-03-01T00:00:00.000","1.5","3125","2471","255","121","5"
"M","Masvingo","Zaka","Navy Beans","2014-03-01T00:00:00.000","1","420","2043","0","4","4"
"M","Masvingo","Zaka","Sugar Beans","2014-03-01T00:00:00.000","0.5","210","1657","0","2","2"
"M","Masvingo","Zaka","Sugar Beans","2011-10-01T00:00:00.000","0.4","550","836","0","1","1"
"M","Masvingo","Zaka","Tomatoes","2014-03-01T00:00:00.000","0.01","776","439","728.5","289","1"
"M","Matabeleland North","Hwange","Leafy vegetables","2013-06-01T00:00:00.000","0.01","420","618","385","379","1"
"M","Matabeleland North","Hwange","Leafy vegetables","2011-08-01T00:00:00.000","0.01","220","196","160","517","1"
"M","Matabeleland North","Hwange","Onion","2013-06-01T00:00:00.000","0.01","249","315","208","114","1"
"M","Matabeleland North","Hwange","Tomatoes","2011-08-01T00:00:00.000","0.01","380","638","300","288","1"
"M","Matabeleland North","Lupane","Tomatoes","2011-11-01T00:00:00.000","0.1","1400","322","1400","493","1"
"M","Matabeleland North","Nkayi","Cowpeas","2012-03-01T00:00:00.000","0.1","40","69","0","1","1"
"M","Matabeleland North","Nkayi","Cowpeas","2011-08-01T00:00:00.000","0.01","20","311","0","1","1"
"M","Matabeleland North","Nkayi","Groundnuts","2011-08-01T00:00:00.000","0.03","10","716","0","1","1"
"M","Matabeleland North","Nkayi","Groundnuts","2012-10-01T00:00:00.000","0.1","51","314","0","1","1"
"M","Matabeleland North","Nkayi","Groundnuts","2012-11-01T00:00:00.000","0.05","34","69","0","1","1"
"M","Matabeleland North","Nkayi","Lab lab","2012-07-01T00:00:00.000","0.1","100","544","0","1","1"
"M","Matabeleland North","Nkayi","Lab lab","2012-11-01T00:00:00.000","0.1","150","579","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2012-03-01T00:00:00.000","2","400","344","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2012-05-01T00:00:00.000","3.7","2250","1026","0","2","2"
"M","Matabeleland North","Nkayi","Maize","2013-05-01T00:00:00.000","2.3","265","1409","0","2","2"
"M","Matabeleland North","Nkayi","Maize","2013-06-01T00:00:00.000","1.5","1080","72","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2012-07-01T00:00:00.000","1","2400","141","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2011-08-01T00:00:00.000","1.6","660","1778","0","2","2"
"M","Matabeleland North","Nkayi","Maize","2012-10-01T00:00:00.000","1","960","231","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2013-10-01T00:00:00.000","0.2","300","139","0","1","1"
"M","Matabeleland North","Nkayi","Maize","2012-11-01T00:00:00.000","1","600","182","0","1","1"
"M","Matabeleland North","Nkayi","Millet","2013-05-01T00:00:00.000","0.25","100","790","0","1","1"
"M","Matabeleland North","Nkayi","Roundnuts","2012-05-01T00:00:00.000","0.03","0","611","0","1","1"
"M","Matabeleland North","Nkayi","Roundnuts","2011-08-01T00:00:00.000","0.03","10","716","0","1","1"
"M","Matabeleland North","Nkayi","Sorghum","2012-07-01T00:00:00.000","0.03","60","67","0","1","1"
"M","Matabeleland North","Nkayi","Sorghum","2012-10-01T00:00:00.000","1","300","566","60","217","1"
"M","Matabeleland North","Nkayi","Sugar Beans","2013-10-01T00:00:00.000","0.2","25","707","0","1","1"
"M","Matabeleland North","Nkayi","Sunflower","2012-03-01T00:00:00.000","0.02","30","126","0","1","1"
"M","Matabeleland North","Nkayi","Tomatoes","2013-06-01T00:00:00.000","0.05","1300","107","1300","474","1"
"M","Matabeleland North","Nkayi","Tomatoes","2013-10-01T00:00:00.000","0.15","600","709","500","328","1"
"M","Matabeleland South","Bulilima","Butternuts","2013-06-01T00:00:00.000","0.02","290","654","278","129","1"
"M","Matabeleland South","Bulilima","Maize","2013-02-01T00:00:00.000","2.91","2060","1883","0","5","5"
"M","Matabeleland South","Bulilima","Maize","2013-08-01T00:00:00.000","0.5","480","675","0","1","1"
"M","Matabeleland South","Bulilima","Millet","2013-02-01T00:00:00.000","0.5","35","716","0","1","1"
"M","Matabeleland South","Bulilima","Sorghum","2013-08-01T00:00:00.000","0.4","100","1","0","1","1"
"M","Matabeleland South","Bulilima","Sugar Beans","2013-01-01T00:00:00.000","0.1","40","101","0","1","1"
"M","Matabeleland South","Bulilima","Sugar Beans","2013-02-01T00:00:00.000","0.1","40","351","20","286","1"
"M","Matabeleland South","Bulilima","Sugar Beans","2013-06-01T00:00:00.000","0.1","10","893","0","1","1"
"M","Matabeleland South","Gwanda","Butternuts","2011-07-01T00:00:00.000","0.03","440","932","340","145","1"
"M","Matabeleland South","Gwanda","Cabbage","2011-07-01T00:00:00.000","0.06","1963","1765","1093","838","2"
"M","Matabeleland South","Gwanda","Green maize","2011-07-01T00:00:00.000","0.4","1830","939","1800","985","2"
"M","Matabeleland South","Gwanda","Groundnuts","2011-07-01T00:00:00.000","0.06","220","213","108","729","2"
"M","Matabeleland South","Gwanda","Leafy vegetables","2011-07-01T00:00:00.000","0.02","70","470","70","309","1"
"M","Matabeleland South","Gwanda","Maize","2011-07-01T00:00:00.000","2","9870","4187","4220","2244","9"
"M","Matabeleland South","Gwanda","Sugar Beans","2011-07-01T00:00:00.000","1.1","1560","2655","670","1715","7"
"M","Matabeleland South","Gwanda","Table Potato","2011-07-01T00:00:00.000","0.06","1080","650","1000","414","1"
"M","Matabeleland South","Gwanda","Tomatoes","2011-07-01T00:00:00.000","0.03","800","79","700","310","1"
"M","Matabeleland South","Gwanda","Water Melons","2011-07-01T00:00:00.000","0.03","600","286","600","288","1"
"M","Matabeleland South","Insiza","Butternuts","2011-09-01T00:00:00.000","0.05","300","1","250","120","1"
"M","Matabeleland South","Insiza","Cabbage","2012-02-01T00:00:00.000","0.05","2010","1","2010","295","1"
"M","Matabeleland South","Insiza","Cabbage","2011-09-01T00:00:00.000","0.1","4200","953","0","1","1"
"M","Matabeleland South","Insiza","Maize","2012-01-01T00:00:00.000","0.2","1250","699","600","701","2"
"M","Matabeleland South","Insiza","Maize","2012-02-01T00:00:00.000","0.85","2220","2185","1000","333","4"
"M","Matabeleland South","Insiza","Maize","2013-02-01T00:00:00.000","2","5950","1031","2250","485","2"
"M","Matabeleland South","Insiza","Maize","2013-04-01T00:00:00.000","0.2","300","232","0","1","1"
"M","Matabeleland South","Insiza","Maize","2012-06-01T00:00:00.000","1","1400","619","100","236","2"
"M","Matabeleland South","Insiza","Maize","2013-07-01T00:00:00.000","0.2","600","171","0","1","1"
"M","Matabeleland South","Insiza","Maize","2011-09-01T00:00:00.000","1.4","5500","2088","0","4","4"
"M","Matabeleland South","Insiza","Maize","2011-11-01T00:00:00.000","1.8","3500","1421","0","2","2"
"M","Matabeleland South","Insiza","Maize","2012-11-01T00:00:00.000","1.3","2650","455","100","257","3"
"M","Matabeleland South","Insiza","Sorghum","2013-04-01T00:00:00.000","1","250","126","0","1","1"
"M","Matabeleland South","Insiza","Sorghum","2011-11-01T00:00:00.000","0.5","250","611","0","1","1"
"M","Matabeleland South","Insiza","Sugar Beans","2012-02-01T00:00:00.000","0.15","290","1577","0","2","2"
"M","Matabeleland South","Insiza","Sugar Beans","2013-02-01T00:00:00.000","0.2","300","137","0","1","1"
"M","Matabeleland South","Insiza","Sugar Beans","2012-06-01T00:00:00.000","0.1","180","935","100","117","1"
"M","Matabeleland South","Insiza","Sugar Beans","2011-09-01T00:00:00.000","0.4","1188","1314","408","525","3"
"M","Matabeleland South","Insiza","Sugar Beans","2012-11-01T00:00:00.000","0.3","550","369","360","924","2"
"M","Matabeleland South","Insiza","Sweet Potatoes","2011-11-01T00:00:00.000","0.05","400","409","0","1","1"
"M","Matabeleland South","Insiza","Tomatoes","2011-09-01T00:00:00.000","0.1","220","930","160","517","1"
"M","Matabeleland South","Umzingwane","Leafy vegetables","2013-07-01T00:00:00.000","0.2","1400","573","1000","414","1"
"M","Matabeleland South","Umzingwane","Maize","2013-07-01T00:00:00.000","0.4","2500","3572","0","4","4"
"M","Midlands","Chirumhanzu","Cowpeas","2013-01-01T00:00:00.000","0.25","210","126","0","1","1"
"M","Midlands","Chirumhanzu","Green maize","2014-02-01T00:00:00.000","0.5","1450","208","1200","38","1"
"M","Midlands","Chirumhanzu","Groundnuts","2013-01-01T00:00:00.000","0.2","220","486","0","1","1"
"M","Midlands","Chirumhanzu","Groundnuts","2014-02-01T00:00:00.000","0.3","300","614","0","1","1"
"M","Midlands","Chirumhanzu","Maize","2013-01-01T00:00:00.000","0.3","720","314","0","1","1"
"M","Midlands","Chirumhanzu","Maize","2014-02-01T00:00:00.000","0.2","400","129","0","1","1"
"M","Midlands","Chirumhanzu","Millet","2014-02-01T00:00:00.000","0.12","200","611","0","1","1"
"M","Midlands","Chirumhanzu","Roundnuts","2013-01-01T00:00:00.000","0.1","205","195","0","1","1"
"M","Midlands","Chirumhanzu","Roundnuts","2014-02-01T00:00:00.000","0.1","90","486","0","1","1"
"M","Midlands","Chirumhanzu","Sorghum","2013-01-01T00:00:00.000","1.5","750","264","0","2","2"
"M","Midlands","Chirumhanzu","Sugar Beans","2013-01-01T00:00:00.000","2.05","2986","1731","200","215","3"
"M","Midlands","Chirumhanzu","Sugar Beans","2014-02-01T00:00:00.000","0.6","1600","714","500","414","1"
"M","Midlands","Chirumhanzu","Sugar Beans","2012-07-01T00:00:00.000","0.5","1250","649","850","530","1"
"M","Midlands","Chirumhanzu","Tomatoes","2013-01-01T00:00:00.000","0.25","2708","460","2708","486","2"
"M","Midlands","Gokwe North","Cotton","2014-01-01T00:00:00.000","1","893","114","893","383","1"
"M","Midlands","Gokwe North","Cotton","2012-05-01T00:00:00.000","1","2000","293","2000","2","1"
"M","Midlands","Gokwe North","Cotton","2012-10-01T00:00:00.000","2","1400","583","1400","546","1"
"M","Midlands","Gokwe North","Cotton","2013-10-01T00:00:00.000","9.7","10593","3880","10593","1594","7"
"M","Midlands","Gokwe North","Cotton","2013-11-01T00:00:00.000","1.5","800","435","800","390","1"
"M","Midlands","Gokwe North","Cotton","2013-12-01T00:00:00.000","1","1000","229","1000","474","1"
"M","Midlands","Gokwe North","Cowpeas","2012-05-01T00:00:00.000","0.4","350","1","0","1","1"
"M","Midlands","Gokwe North","Cowpeas","2012-10-01T00:00:00.000","1","400","453","0","1","1"
"M","Midlands","Gokwe North","Cowpeas","2013-10-01T00:00:00.000","0.02","100","65","0","1","1"
"M","Midlands","Gokwe North","Cowpeas","2013-11-01T00:00:00.000","0.1","80","1","0","1","1"
"M","Midlands","Gokwe North","Groundnuts","2014-01-01T00:00:00.000","0.1","34","1","0","1","1"
"M","Midlands","Gokwe North","Groundnuts","2012-10-01T00:00:00.000","0.07","450","99","0","1","1"
"M","Midlands","Gokwe North","Groundnuts","2013-10-01T00:00:00.000","0.8","1448","1430","0","2","2"
"M","Midlands","Gokwe North","Groundnuts","2013-11-01T00:00:00.000","0.4","144","1","0","1","1"
"M","Midlands","Gokwe North","Maize","2014-01-01T00:00:00.000","1","2000","795","500","109","1"
"M","Midlands","Gokwe North","Maize","2012-05-01T00:00:00.000","1","1500","1","500","133","1"
"M","Midlands","Gokwe North","Maize","2012-10-01T00:00:00.000","1","1500","758","500","109","1"
"M","Midlands","Gokwe North","Maize","2013-10-01T00:00:00.000","19.9","31650","3140","11140","2270","8"
"M","Midlands","Gokwe North","Maize","2013-11-01T00:00:00.000","2","2000","970","540","111","1"
"M","Midlands","Gokwe North","Maize","2013-12-01T00:00:00.000","3.5","4060","1831","1000","257","2"
"M","Midlands","Gokwe North","Millet","2013-10-01T00:00:00.000","0.1","80","1","0","1","1"
"M","Midlands","Gokwe North","Roundnuts","2013-10-01T00:00:00.000","0.2","250","69","0","1","1"
"M","Midlands","Gokwe North","Sorghum","2013-10-01T00:00:00.000","0.2","480","314","0","2","2"
"M","Midlands","Gokwe North","Tomatoes","2012-10-01T00:00:00.000","0.01","40","906","20","317","1"
"M","Midlands","Gokwe North","Tomatoes","2013-10-01T00:00:00.000","0.01","1105","850","225.5","138","1"
"M","Midlands","Gokwe South","Cotton","2013-01-01T00:00:00.000","1.5","2000","768","2000","5","1"
"M","Midlands","Gokwe South","Cotton","2013-03-01T00:00:00.000","5","8500","1795","8000","779","2"
"M","Midlands","Gokwe South","Cotton","2012-05-01T00:00:00.000","1.4","1375","638","1375","621","2"
"M","Midlands","Gokwe South","Cotton","2013-05-01T00:00:00.000","6.5","3250","1551","2625","901","3"
"M","Midlands","Gokwe South","Cowpeas","2013-02-01T00:00:00.000","0.1","80","152","0","1","1"
"M","Midlands","Gokwe South","Cowpeas","2013-03-01T00:00:00.000","0.4","54","557","0","1","1"
"M","Midlands","Gokwe South","Groundnuts","2013-01-01T00:00:00.000","0.2","213","530","0","1","1"
"M","Midlands","Gokwe South","Groundnuts","2013-02-01T00:00:00.000","0.9","638","809","0","2","2"
"M","Midlands","Gokwe South","Groundnuts","2013-03-01T00:00:00.000","1.9","617","2193","25.5","136","5"
"M","Midlands","Gokwe South","Groundnuts","2012-04-01T00:00:00.000","0.5","425","976","0","1","1"
"M","Midlands","Gokwe South","Groundnuts","2013-04-01T00:00:00.000","0.4","187","914","0","1","1"
"M","Midlands","Gokwe South","Groundnuts","2012-05-01T00:00:00.000","0.4","38","719","0","1","1"
"M","Midlands","Gokwe South","Groundnuts","2013-05-01T00:00:00.000","0.7","225","844","0","2","2"
"M","Midlands","Gokwe South","Groundnuts","2013-07-01T00:00:00.000","2","803","344","255","118","2"
"M","Midlands","Gokwe South","Groundnuts","2012-12-01T00:00:00.000","0.4","744","793","0","1","1"
"M","Midlands","Gokwe South","Maize","2013-01-01T00:00:00.000","3.2","13500","54","6000","176","1"
"M","Midlands","Gokwe South","Maize","2013-02-01T00:00:00.000","4.9","7450","1659","2350","508","2"
"M","Midlands","Gokwe South","Maize","2013-03-01T00:00:00.000","20","21650","3660","5160","341","6"
"M","Midlands","Gokwe South","Maize","2012-04-01T00:00:00.000","4.5","10200","11","4000","9","1"
"M","Midlands","Gokwe South","Maize","2013-04-01T00:00:00.000","1.2","1500","279","0","1","1"
"M","Midlands","Gokwe South","Maize","2012-05-01T00:00:00.000","5","4000","1043","100","152","2"
"M","Midlands","Gokwe South","Maize","2013-05-01T00:00:00.000","1","1000","751","0","1","1"
"M","Midlands","Gokwe South","Maize","2013-07-01T00:00:00.000","3.8","4650","2023","2000","511","3"
"M","Midlands","Gokwe South","Maize","2012-12-01T00:00:00.000","3.2","6800","912","2000","509","1"
"M","Midlands","Gokwe South","Millet","2013-07-01T00:00:00.000","0.1","100","485","0","1","1"
"M","Midlands","Gokwe South","Sorghum","2013-03-01T00:00:00.000","0.4","340","586","0","1","1"
"M","Midlands","Gokwe South","Sorghum","2013-05-01T00:00:00.000","1","500","758","0","1","1"
"M","Midlands","Gokwe South","Sugar Beans","2013-03-01T00:00:00.000","1.5","750","934","600","739","2"
"M","Midlands","Gokwe South","Sunflower","2013-02-01T00:00:00.000","1","600","834","0","1","1"
"M","Midlands","Gokwe South","Sunflower","2013-03-01T00:00:00.000","0.8","120","825","60","115","1"
"M","Midlands","Gokwe South","Sunflower","2012-05-01T00:00:00.000","0.2","300","314","0","1","1"
"M","Midlands","Gokwe South","Table Potato","2013-03-01T00:00:00.000","0.2","345","1","225","227","1"
"M","Midlands","Gweru","Butternuts","2011-11-01T00:00:00.000","0.1","500","95","500","245","1"
"M","Midlands","Gweru","Butternuts","2013-11-01T00:00:00.000","0.02","300","153","180","286","1"
"M","Midlands","Gweru","Cabbage","2011-11-01T00:00:00.000","0.2","3500","983","1871","696","2"
"M","Midlands","Gweru","Cowpeas","2012-04-01T00:00:00.000","0.05","99","195","0","1","1"
"M","Midlands","Gweru","Cowpeas","2011-11-01T00:00:00.000","0.02","74","1","0","1","1"
"M","Midlands","Gweru","Green maize","2013-11-01T00:00:00.000","0.1","144","566","126","536","1"
"M","Midlands","Gweru","Groundnuts","2012-04-01T00:00:00.000","0.1","170","195","0","1","1"
"M","Midlands","Gweru","Groundnuts","2011-11-01T00:00:00.000","0.23","212","1371","0","3","3"
