"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"THURSTON COUNTY","67","2020","Week 43","10/25/20 - 10/31/53","531","47","0.0971074380165289","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-10-25T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 51","12/20/20 - 12/26/20","465","59","0.145320197044335","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-12-20T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 10","03/08/20 - 03/14/20","259","85","0.488505747126437","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-03-08T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 23","06/07/20 - 06/13/20","7","-4","-0.363636363636364","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-06-07T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 07","02/16/20 - 02/22/20","6","-4","-0.4","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-02-16T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 19","05/10/20 - 05/16/20","470","71","0.177944862155389","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-05-10T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 39","09/27/20 - 10/03/20","1869","-282","-0.131101813110181","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-09-27T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 38","09/20/20 - 09/26/20","105","-50","-0.32258064516129","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-09-20T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 49","12/06/20 - 12/12/20","41","4","0.108108108108108","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-12-06T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 08","02/23/20 - 02/29/20","17","5","0.416666666666667","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-02-23T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 05","02/02/20 - 02/08/20","3","2","2","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-02-02T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 40","10/04/20 - 10/10/20","89","27","0.435483870967742","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-10-04T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 23","06/07/20 - 06/13/20","809","-106","-0.115846994535519","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-06-07T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 01","01/05/20 - 01/11/20","146","14","0.106060606060606","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-01-05T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 32","08/09/20 - 08/15/20","538","20","0.0386100386100385","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-08-09T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 34","08/23/20 - 08/29/20","228","-2","-0.00869565217391299","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-08-23T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 20","05/17/20 - 05/23/20","104","-129","1.24038461538462","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-05-17T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 04","01/26/20 - 02/01/20","24","8","0.5","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-01-26T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 40","10/04/20 - 10/10/20","162","51","0.459459459459459","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-10-04T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 21","05/24/20 - 05/30/20","58","-40","-0.408163265306122","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-05-24T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 32","08/09/20 - 08/15/20","0","-6","-1","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-08-09T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 18","05/03/20 - 05/09/20","115","32","0.385542168674699","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-05-03T00:00:00.000"
"GRANT COUNTY","25","2020","Week 20","05/17/20 - 05/23/20","409","-742","1.81418092909535","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-05-17T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 35","08/30/20 - 09/05/20","93","2","0.0219780219780219","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-08-30T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 03","01/19/20 - 01/25/20","103","17","0.197674418604651","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-01-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 02","01/12/20 - 01/18/20","591","59","0.110902255639098","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-01-12T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 07","02/16/20 - 02/22/20","3","2","2","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-02-16T00:00:00.000"
"KING COUNTY","33","2020","Week 18","05/03/20 - 05/09/20","37701","6151","0.194960380348653","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-05-03T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 33","08/16/20 - 08/22/20","11","-5","-0.3125","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-08-16T00:00:00.000"
"KING COUNTY","33","2020","Week 29","07/19/20 - 07/25/20","7818","-389","-0.0473985622029974","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-07-19T00:00:00.000"
"BENTON COUNTY","5","2020","Week 10","03/08/20 - 03/14/20","207","36","0.210526315789474","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-03-08T00:00:00.000"
"FERRY COUNTY","19","2020","Week 28","07/12/20 - 07/18/20","10","-3","-0.230769230769231","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-07-12T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 25","06/21/20 - 06/27/20","453","-20","-0.0422832980972516","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-06-21T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 02","01/12/20 - 01/18/20","152","31","0.256198347107438","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-01-12T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 44","11/01/20 - 11/07/20","424","196","0.859649122807018","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-11-01T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 39","09/27/20 - 10/03/20","854","-202","-0.191287878787879","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-09-27T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 18","05/03/20 - 05/09/20","1529","-80","-0.0497203231821007","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-05-03T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 49","12/06/20 - 12/12/20","546","-199","-0.267114093959732","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-12-06T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 14","04/05/20 - 04/11/20","143","-38","-0.209944751381215","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-04-05T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 21","05/24/20 - 05/30/20","289","-169","-0.368995633187773","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-05-24T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 29","07/19/20 - 07/25/20","1058","77","0.0784913353720693","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-07-19T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 15","04/12/20 - 04/18/20","297","-138","-0.317241379310345","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-04-12T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 35","08/30/20 - 09/05/20","367","80","0.278745644599303","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-08-30T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 31","08/02/20 - 08/08/20","242","-21","-0.0798479087452472","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-08-02T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 48","11/29/20 - 12/05/20","190","-8","-0.0404040404040404","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-11-29T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 24","06/14/20 - 06/20/20","230","-75","-0.245901639344262","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-06-14T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 42","10/18/20 - 10/24/20","120","25","0.263157894736842","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-10-18T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 22","05/31/20 - 06/06/20","3703","-366","-0.089948390267879","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-05-31T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 08","02/23/20 - 02/29/20","594","-23","-0.0372771474878444","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-02-23T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 29","07/19/20 - 07/25/20","14","-6","-0.3","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-07-19T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 48","11/29/20 - 12/05/20","48","18","0.6","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-11-29T00:00:00.000"
"BENTON COUNTY","5","2020","Week 05","02/02/20 - 02/08/20","212","10","0.0495049504950495","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-02-02T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 27","07/05/20 - 07/11/20","5022","1513","0.431176973496723","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-07-05T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 03","01/19/20 - 01/25/20","144","-27","-0.157894736842105","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-01-19T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 21","05/24/20 - 05/30/20","10","-4","-0.285714285714286","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-05-24T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 24","06/14/20 - 06/20/20","140","33","0.308411214953271","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-06-14T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 07","02/16/20 - 02/22/20","1","-2","-0.666666666666667","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-02-16T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 51","12/20/20 - 12/26/20","340","121","0.552511415525114","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-12-20T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 17","04/26/20 - 05/02/20","12813","-3867","-0.231834532374101","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-04-26T00:00:00.000"
"KING COUNTY","33","2020","Week 12","03/22/20 - 03/28/20","44613","7317","0.196187258687259","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-03-22T00:00:00.000"
"BENTON COUNTY","5","2020","Week 32","08/09/20 - 08/15/20","515","10","0.0198019801980198","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-08-09T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 16","04/19/20 - 04/25/20","354","130","0.580357142857143","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-04-19T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 34","08/23/20 - 08/29/20","287","16","0.0590405904059041","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-08-23T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 01","01/05/20 - 01/11/20","763","129","0.203470031545741","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-01-05T00:00:00.000"
"MASON COUNTY","45","2020","Week 31","08/02/20 - 08/08/20","168","-72","-0.3","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-08-02T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 42","10/18/20 - 10/24/20","21","-9","-0.3","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-10-18T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 52","12/27/20 - 01/02/21","85","29","0.517857142857143","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-12-27T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 28","07/12/20 - 07/18/20","77","-33","-0.3","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-07-12T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 30","07/26/20 - 08/01/20","46","-12","-0.206896551724138","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-07-26T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 26","06/28/20 - 07/04/20","108","-2","-0.0181818181818182","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-06-28T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 45","11/08/20 - 11/14/20","60","-17","-0.220779220779221","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-11-08T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 11","03/15/20 - 03/21/20","949","883","13.3787878787879","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-03-15T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 01","01/05/20 - 01/11/20","12","0","0","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-01-05T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 03","01/19/20 - 01/25/20","22","2","0.1","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-01-19T00:00:00.000"
"GRANT COUNTY","25","2020","Week 10","03/08/20 - 03/14/20","93","1","0.0108695652173914","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-03-08T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 10","03/08/20 - 03/14/20","129","7","0.0573770491803278","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-03-08T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 03","01/19/20 - 01/25/20","146","-5","-0.0331125827814569","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-01-19T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 18","05/03/20 - 05/09/20","3920","174","0.0464495461825947","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-05-03T00:00:00.000"
"BENTON COUNTY","5","2020","Week 11","03/15/20 - 03/21/20","3014","2807","13.56038647343","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-03-15T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 17","04/26/20 - 05/02/20","98","-13","-0.117117117117117","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-04-26T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 45","11/08/20 - 11/14/20","281","-143","-0.337264150943396","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-11-08T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 08","02/23/20 - 02/29/20","40","5","0.142857142857143","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-02-23T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 15","04/12/20 - 04/18/20","254","-185","-0.421412300683371","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-04-12T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 44","11/01/20 - 11/07/20","142","31","0.279279279279279","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-11-01T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 38","09/20/20 - 09/26/20","17","-25","-0.595238095238095","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-09-20T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 17","04/26/20 - 05/02/20","83","-62","-0.427586206896552","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-04-26T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 13","03/29/20 - 04/04/20","820","60","0.0789473684210527","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-03-29T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 02","01/12/20 - 01/18/20","201","-48","-0.192771084337349","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-01-12T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 41","10/11/20 - 10/17/20","261","-13","-0.0474452554744526","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-10-11T00:00:00.000"
"FERRY COUNTY","19","2020","Week 06","02/09/20 - 02/15/20","5","-10","-0.666666666666667","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-02-09T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 52","12/27/20 - 01/02/21","76","27","0.551020408163265","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-12-27T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 04","01/26/20 - 02/01/20","75","-9","-0.107142857142857","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-01-26T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 14","04/05/20 - 04/11/20","3968","-1917","-0.325743415463042","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-04-05T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 20","05/17/20 - 05/23/20","1398","-2397","1.71459227467811","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-05-17T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 09","03/01/20 - 03/07/20","950","185","0.241830065359477","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-03-01T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 21","05/24/20 - 05/30/20","69","0","0","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-05-24T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 11","03/15/20 - 03/21/20","212","187","7.48","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-03-15T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 14","04/05/20 - 04/11/20","210","8","0.0396039603960396","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-04-05T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 52","12/27/20 - 01/02/21","57","25","0.78125","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-12-27T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 20","05/17/20 - 05/23/20","22","-44","2","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-05-17T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 04","01/26/20 - 02/01/20","23","0","0","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-01-26T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 36","09/06/20 - 09/12/20","24","-10","-0.294117647058823","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-09-06T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 46","11/15/20 - 11/21/20","159","81","1.03846153846154","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-11-15T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 43","10/25/20 - 10/31/58","752","204","0.372262773722628","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-10-25T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 11","03/15/20 - 03/21/20","201","188","14.4615384615385","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-03-15T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 51","12/20/20 - 12/26/20","221","18","0.0886699507389161","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-12-20T00:00:00.000"
