"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"CLARK COUNTY","11","2020","Week 16","04/19/20 - 04/25/20","6292","2585","0.697329376854599","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-04-19T00:00:00.000"
"MASON COUNTY","45","2020","Week 34","08/23/20 - 08/29/20","170","-15","-0.081081081081081","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-08-23T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 19","05/10/20 - 05/16/20","288","-14","-0.0463576158940397","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-05-10T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 52","12/27/20 - 01/02/21","201","63","0.456521739130435","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-12-27T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 09","03/01/20 - 03/07/20","82","16","0.242424242424242","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-03-01T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 38","09/20/20 - 09/26/20","42","-11","-0.207547169811321","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-09-20T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 07","02/16/20 - 02/22/20","9","-2","-0.181818181818182","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-02-16T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 16","04/19/20 - 04/25/20","16680","5664","0.514161220043573","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-04-19T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 02","01/12/20 - 01/18/20","48","5","0.116279069767442","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-01-12T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 48","11/29/20 - 12/05/20","429","7","0.0165876777251184","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-11-29T00:00:00.000"
"CLARK COUNTY","11","2020","Week 07","02/16/20 - 02/22/20","292","-30","-0.093167701863354","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-02-16T00:00:00.000"
"MASON COUNTY","45","2020","Week 10","03/08/20 - 03/14/20","124","64","1.06666666666667","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-03-08T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 19","05/10/20 - 05/16/20","34","12","0.545454545454545","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-05-10T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 34","08/23/20 - 08/29/20","489","12","0.0251572327044025","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-08-23T00:00:00.000"
"CLARK COUNTY","11","2020","Week 32","08/09/20 - 08/15/20","1086","162","0.175324675324675","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-08-09T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 43","10/25/20 - 10/31/41","20","9","0.818181818181818","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-10-25T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 40","10/04/20 - 10/10/20","616","195","0.463182897862233","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-10-04T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 05","02/02/20 - 02/08/20","336","-48","-0.125","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-02-02T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 50","12/13/20 - 12/19/20","94","-29","-0.235772357723577","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-12-13T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 04","01/26/20 - 02/01/20","51","-10","-0.163934426229508","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-01-26T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 18","05/03/20 - 05/09/20","767","-213","-0.21734693877551","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-05-03T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 05","02/02/20 - 02/08/20","9","2","0.285714285714286","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-02-02T00:00:00.000"
"KING COUNTY","33","2020","Week 20","05/17/20 - 05/23/20","14371","-32765","2.27993876556955","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-05-17T00:00:00.000"
"BENTON COUNTY","5","2020","Week 37","09/13/20 - 09/19/20","696","309","0.798449612403101","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-09-13T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 19","05/10/20 - 05/16/20","3768","854","0.293067947838023","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-05-10T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 37","09/13/20 - 09/19/20","11","0","0","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-09-13T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 31","08/02/20 - 08/08/20","31","-6","-0.162162162162162","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-08-02T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 14","04/05/20 - 04/11/20","142","-43","-0.232432432432432","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-04-05T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 29","07/19/20 - 07/25/20","247","-47","-0.159863945578231","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-07-19T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 34","08/23/20 - 08/29/20","39","-13","-0.25","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-08-23T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 33","08/16/20 - 08/22/20","214","-16","-0.0695652173913044","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-08-16T00:00:00.000"
"MASON COUNTY","45","2020","Week 32","08/09/20 - 08/15/20","149","-19","-0.113095238095238","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-08-09T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 49","12/06/20 - 12/12/20","131","-52","-0.284153005464481","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-12-06T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 44","11/01/20 - 11/07/20","108","28","0.35","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-11-01T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 06","02/09/20 - 02/15/20","45","-31","-0.407894736842105","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-02-09T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 19","05/10/20 - 05/16/20","16240","3302","0.255217189673829","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-05-10T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 20","05/17/20 - 05/23/20","2932","-5830","1.98840381991814","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-05-17T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 12","03/22/20 - 03/28/20","4941","1335","0.370216306156406","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-03-22T00:00:00.000"
"GRANT COUNTY","25","2020","Week 15","04/12/20 - 04/18/20","621","-273","-0.305369127516778","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-04-12T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 06","02/09/20 - 02/15/20","337","1","0.00297619047619047","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-02-09T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 29","07/19/20 - 07/25/20","68","-9","-0.116883116883117","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-07-19T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 43","10/25/20 - 10/31/26","10","5","1","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-10-25T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 22","05/31/20 - 06/06/20","20","-2","-0.0909090909090909","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-05-31T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 01","01/05/20 - 01/11/20","152","50","0.490196078431373","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-01-05T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 47","11/22/20 - 11/28/20","41","1","0.0249999999999999","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-11-22T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 15","04/12/20 - 04/18/20","131","-42","-0.242774566473988","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-04-12T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 25","06/21/20 - 06/27/20","11","4","0.571428571428571","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-06-21T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 23","06/07/20 - 06/13/20","15","-4","-0.210526315789474","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-06-07T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 28","07/12/20 - 07/18/20","283","-160","-0.36117381489842","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-07-12T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 39","09/27/20 - 10/03/20","80","-7","-0.0804597701149425","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-09-27T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 41","10/11/20 - 10/17/20","962","-413","-0.300363636363636","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-10-11T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 48","11/29/20 - 12/05/20","39","-2","-0.0487804878048781","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-11-29T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 13","03/29/20 - 04/04/20","418","-31","-0.0690423162583519","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-03-29T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 03","01/19/20 - 01/25/20","0","-3","-1","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-01-19T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 32","08/09/20 - 08/15/20","52","2","0.04","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-08-09T00:00:00.000"
"CLARK COUNTY","11","2020","Week 29","07/19/20 - 07/25/20","1362","69","0.0533642691415313","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-07-19T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 38","09/20/20 - 09/26/20","211","-51","-0.194656488549618","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-09-20T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 06","02/09/20 - 02/15/20","1","-2","-0.666666666666667","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-02-09T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 36","09/06/20 - 09/12/20","111","-13","-0.104838709677419","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-09-06T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 31","08/02/20 - 08/08/20","6","-3","-0.333333333333333","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-08-02T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 04","01/26/20 - 02/01/20","84","-60","-0.416666666666667","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-01-26T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 17","04/26/20 - 05/02/20","882","-415","-0.319969159599075","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-04-26T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 25","06/21/20 - 06/27/20","11","5","0.833333333333333","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-06-21T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 14","04/05/20 - 04/11/20","439","-276","-0.386013986013986","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-04-05T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 48","11/29/20 - 12/05/20","909","84","0.101818181818182","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-11-29T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 52","12/27/20 - 01/02/21","325","130","0.666666666666667","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-12-27T00:00:00.000"
"KING COUNTY","33","2020","Week 23","06/07/20 - 06/13/20","8753","28","0.00320916905444135","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-06-07T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 21","05/24/20 - 05/30/20","1164","-528","-0.312056737588652","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-05-24T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 19","05/10/20 - 05/16/20","560","106","0.233480176211454","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-05-10T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 09","03/01/20 - 03/07/20","8","2","0.333333333333333","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-03-01T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 42","10/18/20 - 10/24/20","908","-54","-0.0561330561330561","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-10-18T00:00:00.000"
"GRANT COUNTY","25","2020","Week 30","07/26/20 - 08/01/20","317","4","0.0127795527156549","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-07-26T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 04","01/26/20 - 02/01/20","35","-38","-0.52054794520548","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-01-26T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 15","04/12/20 - 04/18/20","2612","-1356","-0.341733870967742","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-04-12T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 51","12/20/20 - 12/26/20","339","79","0.303846153846154","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-12-20T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 11","03/15/20 - 03/21/20","1104","909","4.66153846153846","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-03-15T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 28","07/12/20 - 07/18/20","981","-540","-0.355029585798817","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-07-12T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 50","12/13/20 - 12/19/20","40","-38","-0.487179487179487","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-12-13T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 37","09/13/20 - 09/19/20","21","10","0.909090909090909","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-09-13T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 18","05/03/20 - 05/09/20","76","-22","-0.224489795918367","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-05-03T00:00:00.000"
"GRANT COUNTY","25","2020","Week 12","03/22/20 - 03/28/20","1577","538","0.517805582290664","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-03-22T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 27","07/05/20 - 07/11/20","1314","332","0.338085539714868","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-07-05T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 45","11/08/20 - 11/14/20","6","3","1","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-11-08T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 33","08/16/20 - 08/22/20","50","24","0.923076923076923","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-08-16T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 08","02/23/20 - 02/29/20","12","-1","-0.0769230769230769","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-02-23T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 17","04/26/20 - 05/02/20","3746","-1339","-0.263323500491642","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-04-26T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 30","07/26/20 - 08/01/20","128","-23","-0.152317880794702","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-07-26T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 42","10/18/20 - 10/24/20","1755","-445","-0.202272727272727","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-10-18T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 24","06/14/20 - 06/20/20","109","0","0","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-06-14T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 44","11/01/20 - 11/07/20","277","75","0.371287128712871","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-11-01T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 03","01/19/20 - 01/25/20","144","-9","-0.0588235294117647","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-01-19T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 49","12/06/20 - 12/12/20","119","-76","-0.38974358974359","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-12-06T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 12","03/22/20 - 03/28/20","760","221","0.410018552875696","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-03-22T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 47","11/22/20 - 11/28/20","825","-305","-0.269911504424779","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-11-22T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 01","01/05/20 - 01/11/20","43","-10","-0.188679245283019","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-01-05T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 10","03/08/20 - 03/14/20","110","21","0.235955056179775","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-03-08T00:00:00.000"
"KING COUNTY","33","2020","Week 45","11/08/20 - 11/14/20","3855","-2651","-0.407470027666769","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-11-08T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 07","02/16/20 - 02/22/20","29","-6","-0.171428571428571","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-02-16T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 41","10/11/20 - 10/17/20","19","-10","-0.344827586206897","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-10-11T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 06","02/09/20 - 02/15/20","7","-3","-0.3","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-02-09T00:00:00.000"
"GRANT COUNTY","25","2020","Week 14","04/05/20 - 04/11/20","894","-618","-0.408730158730159","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-04-05T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 51","12/20/20 - 12/26/20","125","-13","-0.0942028985507246","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-12-20T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 44","11/01/20 - 11/07/20","200","69","0.526717557251908","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-11-01T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 18","05/03/20 - 05/09/20","2914","-256","-0.0807570977917981","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-05-03T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 02","01/12/20 - 01/18/20","118","-16","-0.119402985074627","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-01-12T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 50","12/13/20 - 12/19/20","72","28","0.636363636363636","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-12-13T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 04","01/26/20 - 02/01/20","116","-28","-0.194444444444444","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-01-26T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 07","02/16/20 - 02/22/20","47","-11","-0.189655172413793","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-02-16T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 24","06/14/20 - 06/20/20","99","-59","-0.373417721518987","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-06-14T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 46","11/15/20 - 11/21/20","67","24","0.558139534883721","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-11-15T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 21","05/24/20 - 05/30/20","142","-18","-0.1125","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-05-24T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 05","02/02/20 - 02/08/20","52","1","0.0196078431372548","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-02-02T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 52","12/27/20 - 01/02/21","56","17","0.435897435897436","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-12-27T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 01","01/05/20 - 01/11/20","88","37","0.725490196078431","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-01-05T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 47","11/22/20 - 11/28/20","11","-13","-0.541666666666667","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-11-22T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 14","04/05/20 - 04/11/20","1330","-885","-0.399548532731377","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-04-05T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 16","04/19/20 - 04/25/20","13","3","0.3","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-04-19T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 40","10/04/20 - 10/10/20","274","54","0.245454545454545","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-10-04T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 29","07/19/20 - 07/25/20","58","-1","-0.0169491525423728","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-07-19T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 03","01/19/20 - 01/25/20","61","13","0.270833333333333","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-01-19T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 40","10/04/20 - 10/10/20","64","30","0.882352941176471","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-10-04T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 48","11/29/20 - 12/05/20","183","19","0.115853658536585","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-11-29T00:00:00.000"
"MASON COUNTY","45","2020","Week 15","04/12/20 - 04/18/20","536","-257","-0.324085750315259","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-04-12T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 19","05/10/20 - 05/16/20","412","78","0.233532934131736","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-05-10T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 33","08/16/20 - 08/22/20","45","-8","-0.150943396226415","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-08-16T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 10","03/08/20 - 03/14/20","1559","609","0.641052631578947","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-03-08T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 09","03/01/20 - 03/07/20","8","-5","-0.384615384615385","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-03-01T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 01","01/05/20 - 01/11/20","532","119","0.288135593220339","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-01-05T00:00:00.000"
"FERRY COUNTY","19","2020","Week 32","08/09/20 - 08/15/20","14","3","0.272727272727273","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-08-09T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 06","02/09/20 - 02/15/20","161","-5","-0.0301204819277109","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-02-09T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 48","11/29/20 - 12/05/20","160","26","0.194029850746269","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-11-29T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 15","04/12/20 - 04/18/20","899","-431","-0.32406015037594","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-04-12T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 37","09/13/20 - 09/19/20","14","5","0.555555555555556","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-09-13T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 17","04/26/20 - 05/02/20","569","-127","-0.182471264367816","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-04-26T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 41","10/11/20 - 10/17/20","95","-76","-0.444444444444444","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-10-11T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 03","01/19/20 - 01/25/20","16","-17","-0.515151515151515","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-01-19T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 26","06/28/20 - 07/04/20","3509","-441","-0.111645569620253","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-06-28T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 24","06/14/20 - 06/20/20","744","55","0.0798258345428158","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-06-14T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 11","03/15/20 - 03/21/20","4708","4357","12.4131054131054","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-03-15T00:00:00.000"
"FERRY COUNTY","19","2020","Week 44","11/01/20 - 11/07/20","16","4","0.333333333333333","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-11-01T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 43","10/25/20 - 10/31/45","22","6","0.375","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-10-25T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 16","04/19/20 - 04/25/20","1297","584","0.819074333800841","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-04-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 37","09/13/20 - 09/19/20","668","75","0.126475548060708","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-09-13T00:00:00.000"
